市场日历：INDEX_000001.csv 8,689 个交易日（1990-12-19~2026-08-07）——逐日状态生效日取可得日前一市场交易日
主体重置：4 只 ← /gpfs/work1/0/qt15419/zwang/mm_quant/RayKey/data/processed/entity_reset_dates.csv
  数据订正层（OI-066）生效 4 处：002379 2024-12-31 bps 37.5668→3.2763；002379 2025-12-31 bps 40.1022→3.4974；002128 2025-12-31 bps 21.0472→15.9744；601088 2025-12-31 bps 25.7696→24.1156
三大报表：342/5573 只、6,994 个财年
历史带重建：5573 只｜报告期起点 2002-01-01｜g0=sustainable｜**分档统一为 L2**｜逐日状态生效日=prev_trading_day（可得日前一交易日，与生产当晚吸收同构）
重述前版本（OI-130）：面板行 676／三表财年 16 挂有旧版本、按可得日选用；无存档而延后可得日：面板行 0／三表财年 0
公告日封顶（OI-042，min(记录公告日, 法定截止日)）：逐季财务 90,840/332,100 行（27.4%）｜三大报表 2,641/7,010 财年（37.7%）
  ⚠ 000091 无财务数据，跳过
  ⚠ 000092 无财务数据，跳过
  ⚠ 000093 无财务数据，跳过
  ⚠ 000696 无财务数据，跳过
  ⚠ 000896 无财务数据，跳过
  ⚠ 605081 无财务数据，跳过
逐日状态已写入 data/processed/roic_daily_raw_b2_pit.csv（15,616,215 行，流式）
带已写入 data/processed/roic_bands_b2_pit.csv（319176 行）
ROIC 口径落地路径：equity_fallback 207,424（92.3%）｜growth 16,478（7.3%）｜zero_growth 814（0.4%）
路径分布（每只最新 ok 带，5,471 只；市值占比按有市值代理的 5,457 只算）：
  equity_fallback: 5,172 只（94.5%）｜市值占比 71.4%｜行业前三 制造业 3275、未知 296、信息技术 253
  growth: 257 只（4.7%）｜市值占比 22.5%｜行业前三 制造业 204、采矿业 10、信息传输、软件和信息技术服务业 9
  growth（peak 守卫）: 30 只（0.5%）｜市值占比 4.5%｜行业前三 制造业 21、采矿业 7、批发零售 1
  zero_growth: 12 只（0.2%）｜市值占比 1.6%｜行业前三 制造业 5、金融业 2、批发零售 1
  退回原因：NOPAT 周期守卫·按中位（w≥0.5） 2,953｜OI-088 坡道/分级混合锚 9,413｜g 来源·capital 11,255｜g 来源·none 2,768｜g 来源·trailing 2,835｜主体重置·最新年报×TTM 锚 8｜季报 λ 前滚·信任度改变 5,843｜无三大报表·退回权益口径 268,319｜金融企业退回权益口径 2,437
  ⚠ **92.3% 的带没走 ROIC 口径**，本轮 A/B 主要在测剩下那部分
  名册内无三大报表缺口 → data/interim/valuation_statement_gaps.csv（空）

==============================================================================
历史带重建可行性报告｜ROE 口径=onesided_max｜g0 口径=sustainable｜N=10｜g_T=3.0%
==============================================================================
报告期 × 股票 组合 319176 个：**成功 224716（70%）**｜护栏拒绝 63654（20%）｜输入不全 30806（10%）

护栏拒绝原因分布：
   623  薄权益
   124  ROE_T=2.60% 距 g_T=3.00% 不足 2.0%
   124  ROE_T=4.95% 距 g_T=3.00% 不足 2.0%
   124  ROE_T=3.75% 距 g_T=3.00% 不足 2.0%
   123  ROE_T=2.23% 距 g_T=3.00% 不足 2.0%
   123  ROE_T=1.43% 距 g_T=3.00% 不足 2.0%
   123  ROE_T=3.63% 距 g_T=3.00% 不足 2.0%
   122  ROE_T=4.34% 距 g_T=3.00% 不足 2.0%
   122  ROE_T=4.59% 距 g_T=3.00% 不足 2.0%
   122  ROE_T=1.35% 距 g_T=3.00% 不足 2.0%
   121  ROE_T=2.55% 距 g_T=3.00% 不足 2.0%
   121  ROE_T=3.59% 距 g_T=3.00% 不足 2.0%
   121  ROE_T=3.09% 距 g_T=3.00% 不足 2.0%
   121  ROE_T=3.78% 距 g_T=3.00% 不足 2.0%
   121  ROE_T=4.25% 距 g_T=3.00% 不足 2.0%
   121  ROE_T=3.11% 距 g_T=3.00% 不足 2.0%
   121  ROE_T=0.93% 距 g_T=3.00% 不足 2.0%
   121  ROE_T=3.24% 距 g_T=3.00% 不足 2.0%
   120  ROE_T=2.20% 距 g_T=3.00% 不足 2.0%
   120  ROE_T=2.94% 距 g_T=3.00% 不足 2.0%
   120  ROE_T=2.88% 距 g_T=3.00% 不足 2.0%
   119  ROE_T=4.48% 距 g_T=3.00% 不足 2.0%
   119  ROE_T=3.89% 距 g_T=3.00% 不足 2.0%
   119  ROE_T=4.00% 距 g_T=3.00% 不足 2.0%
   118  ROE_T=2.65% 距 g_T=3.00% 不足 2.0%
   118  ROE_T=3.95% 距 g_T=3.00% 不足 2.0%
   118  ROE_T=3.35% 距 g_T=3.00% 不足 2.0%
   118  ROE_T=2.57% 距 g_T=3.00% 不足 2.0%
   118  ROE_T=4.26% 距 g_T=3.00% 不足 2.0%
   118  ROE_T=3.53% 距 g_T=3.00% 不足 2.0%
   118  ROE_T=1.29% 距 g_T=3.00% 不足 2.0%
   117  ROE_T=3.44% 距 g_T=3.00% 不足 2.0%
   117  ROE_T=4.52% 距 g_T=3.00% 不足 2.0%
   117  ROE_T=1.36% 距 g_T=3.00% 不足 2.0%
   117  ROE_T=4.05% 距 g_T=3.00% 不足 2.0%
   117  ROE_T=4.19% 距 g_T=3.00% 不足 2.0%
   117  ROE_T=2.25% 距 g_T=3.00% 不足 2.0%
   116  ROE_T=1.88% 距 g_T=3.00% 不足 2.0%
   116  ROE_T=4.93% 距 g_T=3.00% 不足 2.0%
   116  ROE_T=3.45% 距 g_T=3.00% 不足 2.0%
   115  ROE_T=1.92% 距 g_T=3.00% 不足 2.0%
   114  ROE_T=2.51% 距 g_T=3.00% 不足 2.0%
   114  ROE_T=4.71% 距 g_T=3.00% 不足 2.0%
   114  ROE_T=3.51% 距 g_T=3.00% 不足 2.0%
   114  ROE_T=4.02% 距 g_T=3.00% 不足 2.0%
   114  ROE_T=3.81% 距 g_T=3.00% 不足 2.0%
   114  ROE_T=4.60% 距 g_T=3.00% 不足 2.0%
   114  ROE_T=1.49% 距 g_T=3.00% 不足 2.0%
   113  ROE_T=2.37% 距 g_T=3.00% 不足 2.0%
   113  ROE_T=1.68% 距 g_T=3.00% 不足 2.0%
   113  ROE_T=3.38% 距 g_T=3.00% 不足 2.0%
   112  ROE_T=0.48% 距 g_T=3.00% 不足 2.0%
   112  ROE_T=4.15% 距 g_T=3.00% 不足 2.0%
   112  ROE_T=4.43% 距 g_T=3.00% 不足 2.0%
   112  ROE_T=3.00% 距 g_T=3.00% 不足 2.0%
   112  ROE_T=1.97% 距 g_T=3.00% 不足 2.0%
   111  ROE_T=0.86% 距 g_T=3.00% 不足 2.0%
   111  ROE_T=3.92% 距 g_T=3.00% 不足 2.0%
   111  ROE_T=1.82% 距 g_T=3.00% 不足 2.0%
   111  ROE_T=4.81% 距 g_T=3.00% 不足 2.0%
   111  ROE_T=4.13% 距 g_T=3.00% 不足 2.0%
   111  ROE_T=3.61% 距 g_T=3.00% 不足 2.0%
   111  ROE_T=1.53% 距 g_T=3.00% 不足 2.0%
   111  ROE_T=4.84% 距 g_T=3.00% 不足 2.0%
   110  ROE_T=3.14% 距 g_T=3.00% 不足 2.0%
   110  ROE_T=2.27% 距 g_T=3.00% 不足 2.0%
   110  ROE_T=2.87% 距 g_T=3.00% 不足 2.0%
   110  ROE_T=3.36% 距 g_T=3.00% 不足 2.0%
   110  ROE_T=4.94% 距 g_T=3.00% 不足 2.0%
   110  ROE_T=3.10% 距 g_T=3.00% 不足 2.0%
   109  ROE_T=0.73% 距 g_T=3.00% 不足 2.0%
   109  ROE_T=4.36% 距 g_T=3.00% 不足 2.0%
   109  ROE_T=4.21% 距 g_T=3.00% 不足 2.0%
   109  ROE_T=4.32% 距 g_T=3.00% 不足 2.0%
   109  ROE_T=2.22% 距 g_T=3.00% 不足 2.0%
   109  ROE_T=1.30% 距 g_T=3.00% 不足 2.0%
   109  ROE_T=4.77% 距 g_T=3.00% 不足 2.0%
   109  ROE_T=4.17% 距 g_T=3.00% 不足 2.0%
   109  ROE_T=3.74% 距 g_T=3.00% 不足 2.0%
   109  ROE_T=2.42% 距 g_T=3.00% 不足 2.0%
   109  ROE_T=1.47% 距 g_T=3.00% 不足 2.0%
   109  ROE_T=4.86% 距 g_T=3.00% 不足 2.0%
   108  ROE_T=4.53% 距 g_T=3.00% 不足 2.0%
   108  ROE_T=3.22% 距 g_T=3.00% 不足 2.0%
   108  ROE_T=0.88% 距 g_T=3.00% 不足 2.0%
   108  ROE_T=3.41% 距 g_T=3.00% 不足 2.0%
   108  ROE_T=4.55% 距 g_T=3.00% 不足 2.0%
   108  ROE_T=4.90% 距 g_T=3.00% 不足 2.0%
   108  ROE_T=3.29% 距 g_T=3.00% 不足 2.0%
   108  ROE_T=2.98% 距 g_T=3.00% 不足 2.0%
   108  ROE_T=3.98% 距 g_T=3.00% 不足 2.0%
   107  ROE_T=1.91% 距 g_T=3.00% 不足 2.0%
   107  ROE_T=2.41% 距 g_T=3.00% 不足 2.0%
   107  ROE_T=3.03% 距 g_T=3.00% 不足 2.0%
   107  ROE_T=3.27% 距 g_T=3.00% 不足 2.0%
   107  ROE_T=3.55% 距 g_T=3.00% 不足 2.0%
   107  ROE_T=2.15% 距 g_T=3.00% 不足 2.0%
   107  ROE_T=1.62% 距 g_T=3.00% 不足 2.0%
   106  ROE_T=3.87% 距 g_T=3.00% 不足 2.0%
   106  ROE_T=2.54% 距 g_T=3.00% 不足 2.0%
   106  ROE_T=2.64% 距 g_T=3.00% 不足 2.0%
   106  ROE_T=3.02% 距 g_T=3.00% 不足 2.0%
   106  ROE_T=4.37% 距 g_T=3.00% 不足 2.0%
   106  ROE_T=4.73% 距 g_T=3.00% 不足 2.0%
   106  ROE_T=4.31% 距 g_T=3.00% 不足 2.0%
   105  ROE_T=2.90% 距 g_T=3.00% 不足 2.0%
   105  ROE_T=4.38% 距 g_T=3.00% 不足 2.0%
   105  ROE_T=1.51% 距 g_T=3.00% 不足 2.0%
   105  ROE_T=2.43% 距 g_T=3.00% 不足 2.0%
   105  ROE_T=4.79% 距 g_T=3.00% 不足 2.0%
   105  ROE_T=4.03% 距 g_T=3.00% 不足 2.0%
   105  ROE_T=4.49% 距 g_T=3.00% 不足 2.0%
   104  ROE_T=3.52% 距 g_T=3.00% 不足 2.0%
   104  ROE_T=3.70% 距 g_T=3.00% 不足 2.0%
   104  ROE_T=4.23% 距 g_T=3.00% 不足 2.0%
   104  ROE_T=3.76% 距 g_T=3.00% 不足 2.0%
   104  ROE_T=4.39% 距 g_T=3.00% 不足 2.0%
   104  ROE_T=3.12% 距 g_T=3.00% 不足 2.0%
   103  ROE_T=4.83% 距 g_T=3.00% 不足 2.0%
   103  ROE_T=2.11% 距 g_T=3.00% 不足 2.0%
   103  ROE_T=4.42% 距 g_T=3.00% 不足 2.0%
   103  ROE_T=0.58% 距 g_T=3.00% 不足 2.0%
   103  ROE_T=2.79% 距 g_T=3.00% 不足 2.0%
   103  ROE_T=2.84% 距 g_T=3.00% 不足 2.0%
   103  ROE_T=1.07% 距 g_T=3.00% 不足 2.0%
   102  ROE_T=2.34% 距 g_T=3.00% 不足 2.0%
   102  ROE_T=2.52% 距 g_T=3.00% 不足 2.0%
   102  ROE_T=4.35% 距 g_T=3.00% 不足 2.0%
   102  ROE_T=3.90% 距 g_T=3.00% 不足 2.0%
   102  ROE_T=1.96% 距 g_T=3.00% 不足 2.0%
   102  ROE_T=0.47% 距 g_T=3.00% 不足 2.0%
   102  ROE_T=2.31% 距 g_T=3.00% 不足 2.0%
   101  ROE_T=4.12% 距 g_T=3.00% 不足 2.0%
   101  ROE_T=4.64% 距 g_T=3.00% 不足 2.0%
   101  ROE_T=1.83% 距 g_T=3.00% 不足 2.0%
   101  ROE_T=4.99% 距 g_T=3.00% 不足 2.0%
   101  ROE_T=4.63% 距 g_T=3.00% 不足 2.0%
   101  ROE_T=3.30% 距 g_T=3.00% 不足 2.0%
   100  ROE_T=3.79% 距 g_T=3.00% 不足 2.0%
   100  ROE_T=0.89% 距 g_T=3.00% 不足 2.0%
   100  ROE_T=2.68% 距 g_T=3.00% 不足 2.0%
   100  ROE_T=4.28% 距 g_T=3.00% 不足 2.0%
   100  ROE_T=2.02% 距 g_T=3.00% 不足 2.0%
   100  ROE_T=3.28% 距 g_T=3.00% 不足 2.0%
   100  ROE_T=1.73% 距 g_T=3.00% 不足 2.0%
   100  ROE_T=3.31% 距 g_T=3.00% 不足 2.0%
   100  ROE_T=4.65% 距 g_T=3.00% 不足 2.0%
   100  ROE_T=3.93% 距 g_T=3.00% 不足 2.0%
   100  ROE_T=0.91% 距 g_T=3.00% 不足 2.0%
   100  ROE_T=1.99% 距 g_T=3.00% 不足 2.0%
   100  ROE_T=2.29% 距 g_T=3.00% 不足 2.0%
    99  ROE_T=1.17% 距 g_T=3.00% 不足 2.0%
    99  ROE_T=4.75% 距 g_T=3.00% 不足 2.0%
    99  ROE_T=4.07% 距 g_T=3.00% 不足 2.0%
    99  ROE_T=0.95% 距 g_T=3.00% 不足 2.0%
    99  ROE_T=3.15% 距 g_T=3.00% 不足 2.0%
    99  ROE_T=0.59% 距 g_T=3.00% 不足 2.0%
    99  ROE_T=0.76% 距 g_T=3.00% 不足 2.0%
    99  ROE_T=1.94% 距 g_T=3.00% 不足 2.0%
    99  ROE_T=4.88% 距 g_T=3.00% 不足 2.0%
    98  ROE_T=1.78% 距 g_T=3.00% 不足 2.0%
    98  ROE_T=0.82% 距 g_T=3.00% 不足 2.0%
    98  ROE_T=1.72% 距 g_T=3.00% 不足 2.0%
    98  ROE_T=4.57% 距 g_T=3.00% 不足 2.0%
    98  ROE_T=1.46% 距 g_T=3.00% 不足 2.0%
    98  ROE_T=1.40% 距 g_T=3.00% 不足 2.0%
    98  ROE_T=3.64% 距 g_T=3.00% 不足 2.0%
    98  ROE_T=4.98% 距 g_T=3.00% 不足 2.0%
    98  ROE_T=2.92% 距 g_T=3.00% 不足 2.0%
    98  ROE_T=3.01% 距 g_T=3.00% 不足 2.0%
    98  ROE_T=2.95% 距 g_T=3.00% 不足 2.0%
    97  ROE_T=4.45% 距 g_T=3.00% 不足 2.0%
    97  ROE_T=2.82% 距 g_T=3.00% 不足 2.0%
    97  ROE_T=1.41% 距 g_T=3.00% 不足 2.0%
    97  ROE_T=1.57% 距 g_T=3.00% 不足 2.0%
    97  ROE_T=3.05% 距 g_T=3.00% 不足 2.0%
    97  ROE_T=1.19% 距 g_T=3.00% 不足 2.0%
    97  ROE_T=2.04% 距 g_T=3.00% 不足 2.0%
    97  ROE_T=4.06% 距 g_T=3.00% 不足 2.0%
    97  ROE_T=4.27% 距 g_T=3.00% 不足 2.0%
    97  ROE_T=3.56% 距 g_T=3.00% 不足 2.0%
    96  ROE_T=2.26% 距 g_T=3.00% 不足 2.0%
    96  ROE_T=1.98% 距 g_T=3.00% 不足 2.0%
    96  ROE_T=3.19% 距 g_T=3.00% 不足 2.0%
    96  ROE_T=1.55% 距 g_T=3.00% 不足 2.0%
    96  ROE_T=2.61% 距 g_T=3.00% 不足 2.0%
    96  ROE_T=3.33% 距 g_T=3.00% 不足 2.0%
    96  ROE_T=4.92% 距 g_T=3.00% 不足 2.0%
    96  ROE_T=2.72% 距 g_T=3.00% 不足 2.0%
    96  ROE_T=2.85% 距 g_T=3.00% 不足 2.0%
    95  ROE_T=0.56% 距 g_T=3.00% 不足 2.0%
    95  ROE_T=2.08% 距 g_T=3.00% 不足 2.0%
    95  ROE_T=4.10% 距 g_T=3.00% 不足 2.0%
    95  ROE_T=1.59% 距 g_T=3.00% 不足 2.0%
    95  ROE_T=2.59% 距 g_T=3.00% 不足 2.0%
    95  ROE_T=2.30% 距 g_T=3.00% 不足 2.0%
    95  ROE_T=4.24% 距 g_T=3.00% 不足 2.0%
    94  ROE_T=0.63% 距 g_T=3.00% 不足 2.0%
    94  ROE_T=0.72% 距 g_T=3.00% 不足 2.0%
    94  ROE_T=4.47% 距 g_T=3.00% 不足 2.0%
    94  ROE_T=4.16% 距 g_T=3.00% 不足 2.0%
    94  ROE_T=2.71% 距 g_T=3.00% 不足 2.0%
    94  ROE_T=3.49% 距 g_T=3.00% 不足 2.0%
    94  ROE_T=1.45% 距 g_T=3.00% 不足 2.0%
    94  ROE_T=4.54% 距 g_T=3.00% 不足 2.0%
    94  ROE_T=0.71% 距 g_T=3.00% 不足 2.0%
    94  ROE_T=4.18% 距 g_T=3.00% 不足 2.0%
    94  ROE_T=4.96% 距 g_T=3.00% 不足 2.0%
    94  ROE_T=4.58% 距 g_T=3.00% 不足 2.0%
    94  ROE_T=2.19% 距 g_T=3.00% 不足 2.0%
    93  ROE_T=2.32% 距 g_T=3.00% 不足 2.0%
    93  ROE_T=1.85% 距 g_T=3.00% 不足 2.0%
    93  ROE_T=4.56% 距 g_T=3.00% 不足 2.0%
    93  ROE_T=1.14% 距 g_T=3.00% 不足 2.0%
    93  ROE_T=4.41% 距 g_T=3.00% 不足 2.0%
    93  ROE_T=3.68% 距 g_T=3.00% 不足 2.0%
    93  ROE_T=3.62% 距 g_T=3.00% 不足 2.0%
    93  ROE_T=2.03% 距 g_T=3.00% 不足 2.0%
    93  ROE_T=4.01% 距 g_T=3.00% 不足 2.0%
    93  ROE_T=1.58% 距 g_T=3.00% 不足 2.0%
    92  ROE_T=3.17% 距 g_T=3.00% 不足 2.0%
    91  ROE_T=1.81% 距 g_T=3.00% 不足 2.0%
    91  ROE_T=1.76% 距 g_T=3.00% 不足 2.0%
    91  ROE_T=1.69% 距 g_T=3.00% 不足 2.0%
    91  ROE_T=1.11% 距 g_T=3.00% 不足 2.0%
    91  ROE_T=0.40% 距 g_T=3.00% 不足 2.0%
    91  ROE_T=0.99% 距 g_T=3.00% 不足 2.0%
    91  ROE_T=3.66% 距 g_T=3.00% 不足 2.0%
    91  ROE_T=3.67% 距 g_T=3.00% 不足 2.0%
    91  ROE_T=1.04% 距 g_T=3.00% 不足 2.0%
    91  ROE_T=0.75% 距 g_T=3.00% 不足 2.0%
    90  ROE_T=4.62% 距 g_T=3.00% 不足 2.0%
    90  ROE_T=3.07% 距 g_T=3.00% 不足 2.0%
    89  ROE_T=2.13% 距 g_T=3.00% 不足 2.0%
    89  ROE_T=3.57% 距 g_T=3.00% 不足 2.0%
    89  ROE_T=1.80% 距 g_T=3.00% 不足 2.0%
    89  ROE_T=3.80% 距 g_T=3.00% 不足 2.0%
    89  ROE_T=0.70% 距 g_T=3.00% 不足 2.0%
    89  ROE_T=2.99% 距 g_T=3.00% 不足 2.0%
    89  ROE_T=4.29% 距 g_T=3.00% 不足 2.0%
    89  ROE_T=2.74% 距 g_T=3.00% 不足 2.0%
    88  ROE_T=2.14% 距 g_T=3.00% 不足 2.0%
    88  ROE_T=2.07% 距 g_T=3.00% 不足 2.0%
    88  ROE_T=0.78% 距 g_T=3.00% 不足 2.0%
    88  ROE_T=2.75% 距 g_T=3.00% 不足 2.0%
    88  ROE_T=1.75% 距 g_T=3.00% 不足 2.0%
    87  ROE_T=0.98% 距 g_T=3.00% 不足 2.0%
    87  ROE_T=4.51% 距 g_T=3.00% 不足 2.0%
    87  ROE_T=1.77% 距 g_T=3.00% 不足 2.0%
    87  ROE_T=3.04% 距 g_T=3.00% 不足 2.0%
    87  ROE_T=1.79% 距 g_T=3.00% 不足 2.0%
    87  ROE_T=1.42% 距 g_T=3.00% 不足 2.0%
    87  ROE_T=1.56% 距 g_T=3.00% 不足 2.0%
    86  ROE_T=3.21% 距 g_T=3.00% 不足 2.0%
    86  ROE_T=3.84% 距 g_T=3.00% 不足 2.0%
    86  ROE_T=2.33% 距 g_T=3.00% 不足 2.0%
    86  ROE_T=1.05% 距 g_T=3.00% 不足 2.0%
    86  ROE_T=1.10% 距 g_T=3.00% 不足 2.0%
    86  ROE_T=4.30% 距 g_T=3.00% 不足 2.0%
    85  ROE_T=3.54% 距 g_T=3.00% 不足 2.0%
    85  ROE_T=4.78% 距 g_T=3.00% 不足 2.0%
    85  ROE_T=2.89% 距 g_T=3.00% 不足 2.0%
    85  ROE_T=1.90% 距 g_T=3.00% 不足 2.0%
    85  ROE_T=2.70% 距 g_T=3.00% 不足 2.0%
    85  ROE_T=2.36% 距 g_T=3.00% 不足 2.0%
    85  ROE_T=3.58% 距 g_T=3.00% 不足 2.0%
    85  ROE_T=2.10% 距 g_T=3.00% 不足 2.0%
    84  ROE_T=2.96% 距 g_T=3.00% 不足 2.0%
    84  ROE_T=3.88% 距 g_T=3.00% 不足 2.0%
    84  ROE_T=1.27% 距 g_T=3.00% 不足 2.0%
    84  ROE_T=4.91% 距 g_T=3.00% 不足 2.0%
    84  ROE_T=1.20% 距 g_T=3.00% 不足 2.0%
    83  ROE_T=1.01% 距 g_T=3.00% 不足 2.0%
    83  ROE_T=1.65% 距 g_T=3.00% 不足 2.0%
    83  ROE_T=3.39% 距 g_T=3.00% 不足 2.0%
    82  ROE_T=3.73% 距 g_T=3.00% 不足 2.0%
    82  ROE_T=4.14% 距 g_T=3.00% 不足 2.0%
    82  ROE_T=2.46% 距 g_T=3.00% 不足 2.0%
    82  ROE_T=4.70% 距 g_T=3.00% 不足 2.0%
    82  ROE_T=3.71% 距 g_T=3.00% 不足 2.0%
    82  ROE_T=2.66% 距 g_T=3.00% 不足 2.0%
    82  ROE_T=1.00% 距 g_T=3.00% 不足 2.0%
    81  ROE_T=4.74% 距 g_T=3.00% 不足 2.0%
    81  ROE_T=3.50% 距 g_T=3.00% 不足 2.0%
    81  ROE_T=4.80% 距 g_T=3.00% 不足 2.0%
    81  ROE_T=1.38% 距 g_T=3.00% 不足 2.0%
    81  ROE_T=2.50% 距 g_T=3.00% 不足 2.0%
    81  ROE_T=3.48% 距 g_T=3.00% 不足 2.0%
    81  ROE_T=2.35% 距 g_T=3.00% 不足 2.0%
    81  ROE_T=1.93% 距 g_T=3.00% 不足 2.0%
    80  ROE_T=0.87% 距 g_T=3.00% 不足 2.0%
    80  ROE_T=1.50% 距 g_T=3.00% 不足 2.0%
    80  ROE_T=1.54% 距 g_T=3.00% 不足 2.0%
    80  ROE_T=0.37% 距 g_T=3.00% 不足 2.0%
    80  ROE_T=0.84% 距 g_T=3.00% 不足 2.0%
    80  ROE_T=3.69% 距 g_T=3.00% 不足 2.0%
