date,security_code,action,shares,price,amount,pv_ratio,intrinsic_value,reason,security_name
2013-11-04,000651,买入,4800,30.860,148128,0.5612,54.531,首次建仓,格力电器
2013-11-04,600309,买入,8500,17.530,149005,0.6669,25.852,首次建仓,万华化学
2013-11-04,600660,买入,17500,8.560,149800,0.6833,12.396,首次建仓,福耀玻璃
2013-11-05,000651,买入,5000,29.870,149350,0.5659,54.531,定投加仓,格力电器
2013-11-05,600309,买入,8400,17.760,149184,0.6781,25.852,定投加仓,万华化学
2013-11-05,600660,买入,17500,8.540,149450,0.6905,12.396,定投加仓,福耀玻璃
2013-11-06,000651,买入,5000,29.300,146500,0.5478,54.531,定投加仓,格力电器
2013-11-06,600309,买入,8400,17.680,148512,0.6870,25.852,定投加仓,万华化学
2013-11-06,600660,买入,17900,8.330,149107,0.6889,12.396,定投加仓,福耀玻璃
2013-11-07,000651,买入,5100,29.010,147951,0.5373,54.531,定投加仓,格力电器
2013-11-07,600660,买入,18000,8.220,147960,0.6720,12.396,定投加仓,福耀玻璃
2013-11-07,600309,买入,8400,17.450,146580,0.6839,25.852,定投加仓,万华化学
2013-11-08,000651,买入,5100,28.890,147339,0.5320,54.531,定投加仓,格力电器
2013-11-08,600660,买入,18000,8.190,147420,0.6631,12.396,定投加仓,福耀玻璃
2013-11-08,600309,买入,8500,17.340,147390,0.6750,25.852,定投加仓,万华化学
2013-11-11,000651,买入,5100,28.810,146931,0.5298,54.531,定投加仓,格力电器
2013-11-11,600660,买入,17900,8.250,147675,0.6607,12.396,定投加仓,福耀玻璃
2013-11-11,600309,买入,8500,17.400,147900,0.6707,25.852,定投加仓,万华化学
2013-11-12,000651,买入,5100,29.510,150501,0.5283,54.531,定投加仓,格力电器
2013-11-12,600660,买入,18200,8.280,150696,0.6655,12.396,定投加仓,福耀玻璃
2013-11-12,600309,买入,8400,17.930,150612,0.6731,25.852,定投加仓,万华化学
2013-11-13,000651,买入,5100,28.950,147645,0.5412,54.531,定投加仓,格力电器
2013-11-13,600660,买入,18200,8.110,147602,0.6679,12.396,定投加仓,福耀玻璃
2013-11-13,600309,买入,8300,17.670,146661,0.6936,25.852,定投加仓,万华化学
2013-11-14,000651,买入,5100,29.240,149124,0.5309,54.531,定投加仓,格力电器
2013-11-14,600660,买入,18300,8.200,150060,0.6542,12.396,定投加仓,福耀玻璃
2013-11-14,600309,买入,8300,17.960,149068,0.6835,25.852,定投加仓,万华化学
2013-11-15,000651,买入,5100,29.900,152490,0.5362,54.531,定投加仓,格力电器
2013-11-15,600660,买入,18400,8.290,152536,0.6615,12.396,定投加仓,福耀玻璃
2013-11-15,600309,买入,8400,18.070,151788,0.6947,25.852,定投加仓,万华化学
2013-11-15,600897,买入,10100,15.030,151803,0.8950,16.660,首次建仓,
2013-11-18,000651,买入,5100,30.370,154887,0.5483,54.531,定投加仓,格力电器
2013-11-18,600660,买入,18500,8.500,157250,0.6687,12.396,定投加仓,福耀玻璃
2013-11-18,600309,买入,8500,18.480,157080,0.6990,25.852,定投加仓,万华化学
2013-11-18,600897,买入,800,15.300,12240,0.9022,16.660,定投加仓,
2013-11-20,000651,买入,600,30.330,18198,0.5485,54.531,定投加仓,格力电器
2013-11-20,600660,买入,200,8.380,1676,0.6784,12.396,定投加仓,福耀玻璃
2013-11-21,000651,买入,300,30.770,9231,0.5562,54.531,定投加仓,格力电器
2013-11-21,600660,买入,200,8.380,1676,0.6760,12.396,定投加仓,福耀玻璃
2013-11-26,000651,买入,500,31.300,15650,0.5727,54.531,定投加仓,格力电器
2013-11-26,600585,买入,100,16.790,1679,0.6567,25.417,首次建仓,
2013-11-26,600660,买入,100,8.370,837,0.6792,12.396,定投加仓,福耀玻璃
2013-11-28,000651,买入,1200,31.180,37416,0.5657,54.531,定投加仓,格力电器
