effective_from,effective_to,screen_year,security_code,security_name,mcap_rank,mcap_yi,close,shares_yi
2008-07-01,2008-12-31,2008,000501,武商集团,384,42.80,8.90,4.809
2008-07-01,2008-12-31,2008,600406,国电南瑞,385,42.62,19.85,2.147
2008-07-01,2008-12-31,2008,600780,通宝能源,387,42.30,4.85,8.722
2008-07-01,2008-12-31,2008,600481,双良节能,388,42.15,6.89,6.118
2008-07-01,2008-12-31,2008,000563,陕国投Ａ,394,41.23,9.12,4.521
2008-07-01,2008-12-31,2008,000755,山西高速,397,41.03,10.47,3.919
2008-07-01,2008-12-31,2008,600107,*ST尔雅,399,40.78,11.73,3.477
2008-07-01,2008-12-31,2008,600328,中盐化工,402,40.56,9.39,4.320
2008-07-01,2008-12-31,2008,600630,龙头股份,403,40.54,9.50,4.268
2008-07-01,2008-12-31,2008,600609,金杯汽车,405,40.13,3.67,10.935
2008-07-01,2008-12-31,2008,600498,烽火通信,406,39.89,9.40,4.243
2008-07-01,2008-12-31,2008,000554,泰山石油,407,39.56,7.53,5.254
2008-07-01,2008-12-31,2008,600408,安泰集团,408,39.55,10.16,3.893
2008-07-01,2008-12-31,2008,002008,大族激光,411,39.31,11.33,3.470
2008-07-01,2008-12-31,2008,601002,晋亿实业,414,39.20,6.78,5.781
2008-07-01,2008-12-31,2008,600239,ST云城,415,39.19,21.64,1.811
2008-07-01,2008-12-31,2008,600695,-,423,38.74,5.88,6.589
2008-07-01,2008-12-31,2008,000759,中百集团,425,38.51,9.66,3.987
2008-07-01,2008-12-31,2008,600067,冠城新材,426,38.31,7.18,5.336
2008-07-01,2008-12-31,2008,600087,-,427,38.16,7.32,5.213
2008-07-01,2008-12-31,2008,600549,厦门钨业,434,37.65,8.04,4.683
2008-07-01,2008-12-31,2008,600249,两面针,435,37.59,12.53,3.000
2008-07-01,2008-12-31,2008,600103,青山纸业,438,36.92,3.49,10.578
2008-07-01,2008-12-31,2008,000682,东方电子,442,36.30,3.70,9.811
2008-07-01,2008-12-31,2008,000155,川能动力,445,36.10,8.79,4.107
2008-07-01,2008-12-31,2008,600775,南京熊猫,448,36.00,5.49,6.558
2008-07-01,2008-12-31,2008,600488,津药药业,450,35.75,7.85,4.554
2008-07-01,2008-12-31,2008,000970,中科三环,456,35.07,6.50,5.396
2008-07-01,2008-12-31,2008,600834,申通地铁,459,34.87,7.29,4.784
2008-07-01,2008-12-31,2008,600677,-,461,34.61,10.64,3.253
2008-07-01,2008-12-31,2008,000939,凯迪退,464,34.37,9.35,3.676
2008-07-01,2008-12-31,2008,601607,上海医药,472,33.93,6.73,5.041
2008-07-01,2008-12-31,2008,000400,许继电气,480,33.26,8.80,3.780
2008-07-01,2008-12-31,2008,600312,平高电气,481,33.24,9.05,3.673
2008-07-01,2008-12-31,2008,000886,海南高速,482,33.23,3.25,10.226
2008-07-01,2008-12-31,2008,600060,海信视像,483,33.14,6.68,4.960
2008-07-01,2008-12-31,2008,000708,中信特钢,491,32.45,7.20,4.507
2008-07-01,2008-12-31,2008,600298,安琪酵母,492,32.43,12.01,2.700
2008-07-01,2008-12-31,2008,600359,新农开发,495,32.31,9.61,3.363
2008-07-01,2008-12-31,2008,600106,重庆路桥,496,32.26,9.46,3.410
2008-07-01,2008-12-31,2008,001696,宗申动力,497,32.24,7.86,4.101
2008-07-01,2008-12-31,2008,600624,ST复华,502,31.82,9.19,3.462
2008-07-01,2008-12-31,2008,000585,东电退,504,31.60,3.21,9.843
2008-07-01,2008-12-31,2008,000990,诚志股份,509,31.30,12.90,2.427
2008-07-01,2008-12-31,2008,000726,鲁  泰Ａ,514,30.93,7.19,4.301
2008-07-01,2008-12-31,2008,600557,康缘药业,524,30.39,19.56,1.554
2008-07-01,2008-12-31,2008,002022,科华生物,525,30.33,22.20,1.366
2008-07-01,2008-12-31,2008,600697,欧亚集团,534,29.70,18.57,1.599
2008-07-01,2008-12-31,2008,600052,东望时代,536,29.50,5.61,5.259
2008-07-01,2008-12-31,2008,600983,惠而浦,542,29.08,8.67,3.354
2008-07-01,2008-12-31,2008,000713,国投丰乐,549,28.58,12.71,2.249
2008-07-01,2008-12-31,2008,600963,岳阳林纸,551,28.34,9.57,2.961
2008-07-01,2008-12-31,2008,600311,-,555,28.10,8.44,3.330
2008-07-01,2008-12-31,2008,000533,顺钠股份,556,28.09,4.88,5.755
2008-07-01,2008-12-31,2008,600800,渤海化学,557,27.97,5.08,5.506
2008-07-01,2008-12-31,2008,600716,凤凰股份,559,27.81,4.99,5.573
2008-07-01,2008-12-31,2008,600179,安通控股,564,27.73,7.41,3.742
2008-07-01,2008-12-31,2008,000068,华控赛格,565,27.69,3.60,7.691
2008-07-01,2008-12-31,2008,000903,ST云动,567,27.67,7.39,3.744
2008-07-01,2008-12-31,2008,000666,经纬纺机,568,27.57,4.49,6.140
2008-07-01,2008-12-31,2008,600171,上海贝岭,574,27.36,4.45,6.148
2008-07-01,2008-12-31,2008,000910,大亚圣象,577,27.26,5.63,4.842
2008-07-01,2008-12-31,2008,600131,国网信通,578,27.04,5.23,5.169
2008-07-01,2008-12-31,2008,600178,东安动力,580,26.91,5.82,4.623
2008-07-01,2008-12-31,2008,600339,中油工程,582,26.73,8.43,3.171
2008-07-01,2008-12-31,2008,600284,浦东建设,584,26.65,11.79,2.260
2008-07-01,2008-12-31,2008,000572,海马汽车,589,26.36,5.15,5.118
2008-07-01,2008-12-31,2008,002083,孚日股份,590,26.34,5.14,5.124
2008-07-01,2008-12-31,2008,000510,新金路,592,26.31,4.32,6.090
2008-07-01,2008-12-31,2008,600387,-,593,26.30,7.68,3.425
2008-07-01,2008-12-31,2008,600367,红星发展,594,26.28,8.51,3.088
2008-07-01,2008-12-31,2008,600848,上海临港,603,25.79,6.53,3.949
2008-07-01,2008-12-31,2008,600702,舍得酒业,607,25.54,7.57,3.374
2008-07-01,2008-12-31,2008,600478,科力远,614,24.90,20.47,1.217
2008-07-01,2008-12-31,2008,600201,生物股份,615,24.90,8.64,2.882
2008-07-01,2008-12-31,2008,002121,科陆电子,617,24.74,21.60,1.145
2008-07-01,2008-12-31,2008,000637,茂化实华,621,24.63,5.41,4.553
2008-07-01,2008-12-31,2008,600626,申达股份,623,24.63,5.13,4.801
2008-07-01,2008-12-31,2008,002104,恒宝股份,625,24.52,12.34,1.987
2008-07-01,2008-12-31,2008,000997,新 大 陆,628,24.46,6.36,3.846
2008-07-01,2008-12-31,2008,600202,哈空调,631,24.40,9.93,2.457
2008-07-01,2008-12-31,2008,600468,百利电气,632,24.30,9.21,2.639
2008-07-01,2008-12-31,2008,600069,-,634,24.09,6.31,3.818
2008-07-01,2008-12-31,2008,600358,国旅联合,637,23.95,5.40,4.434
2008-07-01,2008-12-31,2008,000819,岳阳兴长,639,23.87,12.28,1.944
2008-07-01,2008-12-31,2008,000608,*ST阳光,640,23.82,5.94,4.010
2008-07-01,2008-12-31,2008,000099,中信海直,643,23.80,4.63,5.140
2008-07-01,2008-12-31,2008,000973,佛塑科技,645,23.70,4.11,5.766
2008-07-01,2008-12-31,2008,600435,北方导航,646,23.57,16.36,1.441
2008-07-01,2008-12-31,2008,600724,宁波富达,650,23.50,5.27,4.459
2008-07-01,2008-12-31,2008,600192,长城电工,654,23.38,8.22,2.844
2008-07-01,2008-12-31,2008,600120,浙江东方,658,23.29,5.14,4.532
2008-07-01,2008-12-31,2008,600995,南网储能,659,23.14,11.47,2.018
2008-07-01,2008-12-31,2008,600676,交运股份,662,23.02,4.99,4.614
2008-07-01,2008-12-31,2008,002069,獐子岛,666,22.72,20.26,1.121
2008-07-01,2008-12-31,2008,000880,潍柴重机,667,22.66,8.16,2.777
2008-07-01,2008-12-31,2008,600966,博汇纸业,668,22.66,8.51,2.662
2008-07-01,2008-12-31,2008,000016,*ST康佳A,671,22.54,3.75,6.011
2008-07-01,2008-12-31,2008,000507,珠海港,672,22.47,6.49,3.462
2008-07-01,2008-12-31,2008,000806,银河退,673,22.46,3.76,5.975
2008-07-01,2008-12-31,2008,600366,宁波韵升,682,22.08,5.94,3.717
2008-07-01,2008-12-31,2008,000557,西部创业,684,22.03,3.89,5.663
2008-07-01,2008-12-31,2008,600860,京城股份,686,21.87,5.09,4.297
2008-07-01,2008-12-31,2008,600460,士兰微,688,21.86,5.32,4.109
2008-07-01,2008-12-31,2008,600510,黑牡丹,689,21.85,5.11,4.275
2008-07-01,2008-12-31,2008,600563,法拉电子,690,21.85,9.38,2.329
2008-07-01,2008-12-31,2008,600086,-,691,21.82,6.21,3.514
2008-07-01,2008-12-31,2008,000802,北京文化,694,21.66,17.20,1.259
2008-07-01,2008-12-31,2008,600880,博瑞传播,699,21.55,11.87,1.816
2008-07-01,2008-12-31,2008,600130,波导股份,700,21.52,3.34,6.442
2008-07-01,2008-12-31,2008,600277,-,703,21.42,12.32,1.739
2008-07-01,2008-12-31,2008,600509,天富能源,705,21.37,8.14,2.626
2008-07-01,2008-12-31,2008,600814,杭州解百,708,21.35,6.65,3.211
2008-07-01,2008-12-31,2008,002067,景兴纸业,711,21.31,7.30,2.919
2008-07-01,2008-12-31,2008,600053,*ST九鼎,714,21.17,7.03,3.011
2008-07-01,2008-12-31,2008,000976,*ST华铁,715,21.10,3.60,5.861
2008-07-01,2008-12-31,2008,600391,航发科技,719,20.99,16.23,1.293
2008-07-01,2008-12-31,2008,600279,重庆港,721,20.96,9.17,2.286
2008-07-01,2008-12-31,2008,000950,重药控股,724,20.86,13.26,1.573
2008-07-01,2008-12-31,2008,000552,甘肃能化,725,20.81,10.20,2.040
2008-07-01,2008-12-31,2008,600343,航天动力,727,20.73,11.19,1.852
2008-07-01,2008-12-31,2008,600501,航天晨光,728,20.71,6.95,2.980
2008-07-01,2008-12-31,2008,000584,工智退,732,20.62,6.80,3.033
2008-07-01,2008-12-31,2008,600727,鲁北化工,734,20.53,5.65,3.634
2008-07-01,2008-12-31,2008,000026,飞亚达,735,20.48,8.50,2.410
2008-07-01,2008-12-31,2008,002016,世荣兆业,736,20.47,10.62,1.928
2008-07-01,2008-12-31,2008,000573,粤宏远Ａ,738,20.38,3.27,6.231
2008-07-01,2008-12-31,2008,000882,华联股份,746,20.09,8.06,2.492
2008-07-01,2008-12-31,2008,000595,*ST宝实,749,19.96,9.09,2.196
2008-07-01,2008-12-31,2008,000619,海螺新材,750,19.95,5.54,3.601
2008-07-01,2008-12-31,2008,600838,上海九百,751,19.88,4.96,4.008
2008-07-01,2008-12-31,2008,000607,华媒控股,753,19.79,3.72,5.320
2008-07-01,2008-12-31,2008,600559,老白干酒,754,19.75,12.51,1.578
2008-07-01,2008-12-31,2008,600898,-,755,19.73,9.06,2.178
2008-07-01,2008-12-31,2008,600229,城市传媒,761,19.36,6.59,2.937
2008-07-01,2008-12-31,2008,600864,哈投股份,763,19.33,14.16,1.365
2008-07-01,2008-12-31,2008,000949,新乡化纤,765,19.25,4.08,4.719
2008-07-01,2008-12-31,2008,000766,通化金马,768,19.22,4.35,4.418
2008-07-01,2008-12-31,2008,600890,-,772,19.05,3.30,5.771
2008-07-01,2008-12-31,2008,600530,交大昂立,773,18.95,6.94,2.730
2008-07-01,2008-12-31,2008,600888,新疆众和,774,18.94,11.44,1.655
2008-07-01,2008-12-31,2008,600853,龙建股份,777,18.84,3.51,5.368
2008-07-01,2008-12-31,2008,000677,ST海龙,778,18.84,4.58,4.114
2008-07-01,2008-12-31,2008,000965,天保基建,780,18.81,9.21,2.042
2008-07-01,2008-12-31,2008,600191,华资实业,782,18.78,5.44,3.452
2008-07-01,2008-12-31,2008,002052,同洲电子,786,18.70,8.01,2.334
2008-07-01,2008-12-31,2008,000966,长源电力,793,18.52,4.24,4.367
2008-07-01,2008-12-31,2008,000996,中期退,797,18.33,18.70,0.980
2008-07-01,2008-12-31,2008,000989,九芝堂,798,18.32,7.20,2.545
2008-07-01,2008-12-31,2008,600708,光明地产,800,18.27,5.12,3.569
2009-01-05,2009-06-30,2008,000717,中南股份,301,41.85,3.12,13.412
2009-01-05,2009-06-30,2008,002191,劲嘉股份,302,41.60,13.00,3.200
2009-01-05,2009-06-30,2008,601607,上海医药,306,40.99,7.20,5.693
2009-01-05,2009-06-30,2008,600845,宝信软件,309,40.36,15.38,2.624
2009-01-05,2009-06-30,2008,600549,厦门钨业,313,40.12,7.72,5.196
2009-01-05,2009-06-30,2008,600755,厦门国贸,318,39.58,8.62,4.591
2009-01-05,2009-06-30,2008,600616,金枫酒业,320,39.11,10.68,3.662
2009-01-05,2009-06-30,2008,000758,中色股份,322,38.33,6.60,5.808
2009-01-05,2009-06-30,2008,000009,中国宝安,324,38.13,3.98,9.580
2009-01-05,2009-06-30,2008,000016,*ST康佳A,325,37.96,3.15,12.050
2009-01-05,2009-06-30,2008,600311,-,329,37.48,5.68,6.598
2009-01-05,2009-06-30,2008,000968,蓝焰控股,331,37.39,9.46,3.952
2009-01-05,2009-06-30,2008,600618,氯碱化工,338,36.34,3.14,11.575
2009-01-05,2009-06-30,2008,600844,金煤科技,344,35.54,11.67,3.045
2009-01-05,2009-06-30,2008,002183,怡 亚 通,345,35.50,19.30,1.839
2009-01-05,2009-06-30,2008,000897,津滨发展,346,35.49,3.07,11.561
2009-01-05,2009-06-30,2008,002069,獐子岛,347,35.27,15.62,2.258
2009-01-05,2009-06-30,2008,600426,华鲁恒升,350,35.06,10.61,3.304
2009-01-05,2009-06-30,2008,002008,大族激光,356,34.62,5.85,5.919
2009-01-05,2009-06-30,2008,601002,晋亿实业,358,34.23,5.24,6.532
2009-01-05,2009-06-30,2008,600851,海欣股份,361,33.86,2.83,11.966
2009-01-05,2009-06-30,2008,000059,华锦股份,362,33.76,5.09,6.632
2009-01-05,2009-06-30,2008,600308,华泰股份,365,33.45,6.10,5.484
2009-01-05,2009-06-30,2008,600151,航天机电,367,33.31,4.43,7.518
2009-01-05,2009-06-30,2008,000877,天山股份,370,33.14,10.62,3.120
2009-01-05,2009-06-30,2008,000543,皖能电力,373,32.41,4.13,7.847
2009-01-05,2009-06-30,2008,600202,哈空调,374,32.24,10.09,3.195
2009-01-05,2009-06-30,2008,000503,国新健康,378,31.96,4.25,7.519
2009-01-05,2009-06-30,2008,001696,宗申动力,381,31.88,7.36,4.332
2009-01-05,2009-06-30,2008,600138,中青旅,382,31.78,7.65,4.154
2009-01-05,2009-06-30,2008,600060,海信视像,384,31.70,6.40,4.953
2009-01-05,2009-06-30,2008,600239,ST云城,387,31.60,17.83,1.772
2009-01-05,2009-06-30,2008,000930,中粮科技,388,31.53,3.27,9.644
2009-01-05,2009-06-30,2008,600823,-,389,31.49,6.72,4.687
2009-01-05,2009-06-30,2008,000996,中期退,390,31.48,15.03,2.094
2009-01-05,2009-06-30,2008,000759,中百集团,392,30.96,9.40,3.294
2009-01-05,2009-06-30,2008,000655,金岭矿业,397,30.77,9.59,3.209
2009-01-05,2009-06-30,2008,000829,天音控股,399,30.63,3.36,9.117
2009-01-05,2009-06-30,2008,600780,通宝能源,400,30.55,3.50,8.730
2009-01-05,2009-06-30,2008,000848,承德露露,401,30.40,15.87,1.915
2009-01-05,2009-06-30,2008,600038,中直股份,402,30.37,9.00,3.375
2009-01-05,2009-06-30,2008,002093,国脉科技,404,30.25,11.33,2.670
2009-01-05,2009-06-30,2008,000751,锌业股份,411,29.60,2.73,10.843
2009-01-05,2009-06-30,2008,000819,岳阳兴长,413,29.46,15.20,1.938
2009-01-05,2009-06-30,2008,600704,物产中大,417,29.13,7.76,3.754
2009-01-05,2009-06-30,2008,600298,安琪酵母,418,29.09,10.71,2.716
2009-01-05,2009-06-30,2008,600322,津投城开,419,29.08,3.21,9.059
2009-01-05,2009-06-30,2008,600578,京能电力,421,28.99,5.15,5.630
2009-01-05,2009-06-30,2008,600107,*ST尔雅,423,28.80,8.63,3.337
2009-01-05,2009-06-30,2008,002083,孚日股份,426,28.51,3.54,8.054
2009-01-05,2009-06-30,2008,600111,北方稀土,428,28.34,7.02,4.037
2009-01-05,2009-06-30,2008,600834,申通地铁,429,28.32,5.94,4.768
2009-01-05,2009-06-30,2008,600087,-,433,28.17,3.86,7.297
2009-01-05,2009-06-30,2008,600122,-,434,28.09,8.80,3.192
2009-01-05,2009-06-30,2008,600716,凤凰股份,438,27.69,4.53,6.113
2009-01-05,2009-06-30,2008,600435,北方导航,440,27.64,19.18,1.441
2009-01-05,2009-06-30,2008,600695,-,441,27.61,4.14,6.668
2009-01-05,2009-06-30,2008,600630,龙头股份,450,27.01,6.41,4.214
2009-01-05,2009-06-30,2008,000563,陕国投Ａ,452,26.86,7.47,3.595
2009-01-05,2009-06-30,2008,600983,惠而浦,453,26.83,8.09,3.317
2009-01-05,2009-06-30,2008,600557,康缘药业,455,26.77,17.09,1.567
2009-01-05,2009-06-30,2008,600775,南京熊猫,460,26.60,4.06,6.551
2009-01-05,2009-06-30,2008,600609,金杯汽车,465,26.19,2.38,11.005
2009-01-05,2009-06-30,2008,600408,安泰集团,466,26.19,3.67,7.135
2009-01-05,2009-06-30,2008,000155,川能动力,467,26.07,5.71,4.566
2009-01-05,2009-06-30,2008,601999,出版传媒,468,26.01,6.52,3.990
2009-01-05,2009-06-30,2008,000501,武商集团,470,25.89,5.02,5.157
2009-01-05,2009-06-30,2008,600488,津药药业,474,25.74,5.61,4.589
2009-01-05,2009-06-30,2008,000850,华茂股份,475,25.72,4.08,6.304
2009-01-05,2009-06-30,2008,000682,东方电子,480,25.39,2.59,9.804
2009-01-05,2009-06-30,2008,000572,海马汽车,481,25.39,3.12,8.138
2009-01-05,2009-06-30,2008,600127,金健米业,484,25.29,4.66,5.426
2009-01-05,2009-06-30,2008,600359,新农开发,494,24.83,7.75,3.203
2009-01-05,2009-06-30,2008,600831,广电网络,496,24.79,7.45,3.328
2009-01-05,2009-06-30,2008,600880,博瑞传播,505,24.31,13.25,1.835
2009-01-05,2009-06-30,2008,600052,东望时代,507,24.11,3.24,7.442
2009-01-05,2009-06-30,2008,002186,全 聚 德,509,23.76,22.51,1.056
2009-01-05,2009-06-30,2008,600481,双良节能,510,23.75,3.88,6.120
2009-01-05,2009-06-30,2008,600624,ST复华,511,23.72,6.88,3.448
2009-01-05,2009-06-30,2008,000989,九芝堂,515,23.39,7.87,2.972
2009-01-05,2009-06-30,2008,600888,新疆众和,516,23.34,7.83,2.980
2009-01-05,2009-06-30,2008,600103,青山纸业,517,23.28,2.19,10.628
2009-01-05,2009-06-30,2008,002121,科陆电子,519,23.20,18.99,1.222
2009-01-05,2009-06-30,2008,600339,中油工程,521,23.12,5.00,4.624
2009-01-05,2009-06-30,2008,600697,欧亚集团,523,22.99,14.45,1.591
2009-01-05,2009-06-30,2008,600676,交运股份,526,22.86,3.68,6.211
2009-01-05,2009-06-30,2008,000036,华联控股,537,22.39,1.99,11.250
2009-01-05,2009-06-30,2008,002056,横店东磁,538,22.37,6.30,3.550
2009-01-05,2009-06-30,2008,600966,博汇纸业,547,22.14,4.96,4.464
2009-01-05,2009-06-30,2008,600961,株冶集团,551,22.07,4.49,4.915
2009-01-05,2009-06-30,2008,600067,冠城新材,553,21.92,4.01,5.466
2009-01-05,2009-06-30,2008,000713,国投丰乐,557,21.85,9.71,2.250
2009-01-05,2009-06-30,2008,000886,海南高速,561,21.58,2.26,9.550
2009-01-05,2009-06-30,2008,600963,岳阳林纸,564,21.51,4.99,4.311
2009-01-05,2009-06-30,2008,600848,上海临港,565,21.48,5.38,3.992
2009-01-05,2009-06-30,2008,000931,中 关 村,569,21.27,3.15,6.751
2009-01-05,2009-06-30,2008,600708,光明地产,571,21.25,4.58,4.639
2009-01-05,2009-06-30,2008,002052,同洲电子,572,21.24,7.36,2.886
2009-01-05,2009-06-30,2008,600333,长春燃气,573,21.23,4.40,4.824
2009-01-05,2009-06-30,2008,000637,茂化实华,575,21.17,4.69,4.514
2009-01-05,2009-06-30,2008,600249,两面针,576,21.15,4.70,4.500
2009-01-05,2009-06-30,2008,600971,恒源煤电,580,20.93,11.09,1.887
2009-01-05,2009-06-30,2008,600106,重庆路桥,584,20.76,5.53,3.754
2009-01-05,2009-06-30,2008,600171,上海贝岭,586,20.65,3.02,6.839
2009-01-05,2009-06-30,2008,002179,中航光电,587,20.56,15.34,1.340
2009-01-05,2009-06-30,2008,000554,泰山石油,597,20.34,4.33,4.697
2009-01-05,2009-06-30,2008,000708,中信特钢,601,20.18,4.49,4.495
2009-01-05,2009-06-30,2008,600086,-,603,20.06,4.82,4.162
2009-01-05,2009-06-30,2008,600284,浦东建设,607,19.89,8.80,2.260
2009-01-05,2009-06-30,2008,600178,东安动力,612,19.78,4.28,4.621
2009-01-05,2009-06-30,2008,600328,中盐化工,618,19.61,5.31,3.692
2009-01-05,2009-06-30,2008,002025,航天电器,626,19.28,6.26,3.080
2009-01-05,2009-06-30,2008,000950,重药控股,628,19.18,9.92,1.933
2009-01-05,2009-06-30,2008,000910,大亚圣象,630,19.12,3.95,4.842
2009-01-05,2009-06-30,2008,600702,舍得酒业,631,19.12,5.67,3.372
2009-01-05,2009-06-30,2008,600626,申达股份,635,18.95,4.00,4.737
2009-01-05,2009-06-30,2008,600337,ST美克,636,18.94,4.06,4.666
2009-01-05,2009-06-30,2008,000970,中科三环,639,18.87,3.71,5.086
2009-01-05,2009-06-30,2008,000911,*ST广糖,640,18.87,7.26,2.599
2009-01-05,2009-06-30,2008,600130,波导股份,649,18.52,2.44,7.589
2009-01-05,2009-06-30,2008,000755,山西高速,651,18.47,4.72,3.912
2009-01-05,2009-06-30,2008,000068,华控赛格,654,18.42,2.32,7.939
2009-01-05,2009-06-30,2008,000650,仁和药业,656,18.38,8.35,2.202
2009-01-05,2009-06-30,2008,000533,顺钠股份,657,18.36,3.19,5.755
2009-01-05,2009-06-30,2008,000619,海螺新材,669,18.00,5.00,3.600
2009-01-05,2009-06-30,2008,600677,-,672,17.94,5.50,3.262
2009-01-05,2009-06-30,2008,002016,世荣兆业,675,17.89,4.66,3.839
2009-01-05,2009-06-30,2008,600890,-,676,17.86,3.08,5.800
2009-01-05,2009-06-30,2008,600724,宁波富达,678,17.85,4.01,4.451
2009-01-05,2009-06-30,2008,600131,国网信通,683,17.77,3.49,5.092
2009-01-05,2009-06-30,2008,600468,百利电气,693,17.58,5.55,3.168
2009-01-05,2009-06-30,2008,600129,太极集团,694,17.55,5.34,3.286
2009-01-05,2009-06-30,2008,000973,佛塑科技,696,17.50,2.96,5.912
2009-01-05,2009-06-30,2008,600120,浙江东方,698,17.40,3.45,5.043
2009-01-05,2009-06-30,2008,000099,中信海直,699,17.36,3.38,5.137
2009-01-05,2009-06-30,2008,002004,华邦健康,701,17.36,13.13,1.322
2009-01-05,2009-06-30,2008,600240,-,702,17.35,3.13,5.543
2009-01-05,2009-06-30,2008,600510,黑牡丹,704,17.31,3.98,4.349
2009-01-05,2009-06-30,2008,000557,西部创业,708,17.07,2.59,6.589
2009-01-05,2009-06-30,2008,600063,皖维高新,712,16.99,4.82,3.524
2009-01-05,2009-06-30,2008,600420,国药现代,716,16.86,5.86,2.877
2009-01-05,2009-06-30,2008,600079,ST人福,717,16.85,4.19,4.022
2009-01-05,2009-06-30,2008,000566,海南海药,719,16.84,8.32,2.024
2009-01-05,2009-06-30,2008,600620,天宸股份,720,16.82,5.26,3.198
2009-01-05,2009-06-30,2008,000965,天保基建,721,16.77,6.87,2.440
2009-01-05,2009-06-30,2008,000561,烽火电子,722,16.73,4.19,3.992
2009-01-05,2009-06-30,2008,002039,黔源电力,723,16.71,11.69,1.429
2009-01-05,2009-06-30,2008,600175,-,724,16.71,3.18,5.253
2009-01-05,2009-06-30,2008,600366,宁波韵升,725,16.69,4.49,3.718
2009-01-05,2009-06-30,2008,000939,凯迪退,729,16.61,4.51,3.683
2009-01-05,2009-06-30,2008,002147,新光退,731,16.55,11.00,1.505
2009-01-05,2009-06-30,2008,600351,亚宝药业,735,16.51,12.46,1.325
2009-01-05,2009-06-30,2008,000666,经纬纺机,739,16.44,2.72,6.045
2009-01-05,2009-06-30,2008,600723,-,742,16.39,4.00,4.099
2009-01-05,2009-06-30,2008,002133,广宇集团,745,16.27,3.55,4.583
2009-01-05,2009-06-30,2008,600995,南网储能,749,16.18,6.40,2.528
2009-01-05,2009-06-30,2008,600112,-,750,16.17,6.26,2.584
2009-01-05,2009-06-30,2008,600391,航发科技,751,16.16,12.45,1.298
2009-01-05,2009-06-30,2008,002170,芭田股份,753,16.10,9.58,1.680
2009-01-05,2009-06-30,2008,600853,龙建股份,755,16.07,2.96,5.428
2009-01-05,2009-06-30,2008,002063,远光软件,762,15.81,14.40,1.098
2009-01-05,2009-06-30,2008,600777,*ST新潮,766,15.76,2.43,6.487
2009-01-05,2009-06-30,2008,000510,新金路,771,15.59,2.56,6.089
2009-01-05,2009-06-30,2008,000418,小天鹅Ａ,774,15.54,4.48,3.469
2009-01-05,2009-06-30,2008,002118,*ST紫鑫,775,15.53,13.65,1.138
2009-01-05,2009-06-30,2008,000608,*ST阳光,777,15.52,3.45,4.498
2009-01-05,2009-06-30,2008,600201,生物股份,783,15.32,5.41,2.831
2009-01-05,2009-06-30,2008,600864,哈投股份,785,15.13,5.54,2.731
2009-01-05,2009-06-30,2008,000903,ST云动,790,14.92,5.02,2.972
2009-01-05,2009-06-30,2008,600261,阳光照明,798,14.71,7.66,1.921
2009-01-05,2009-06-30,2008,000997,新 大 陆,800,14.69,3.30,4.451
2009-07-01,2009-12-31,2009,600020,中原高速,301,74.94,4.07,18.413
