effective_from,effective_to,screen_year,security_code,security_name,mcap_rank,mcap_yi,close,shares_yi
2008-07-01,2008-12-31,2008,000978,桂林旅游,803,18.22,10.72,1.700
2008-07-01,2008-12-31,2008,000687,华讯退,805,18.04,5.63,3.204
2008-07-01,2008-12-31,2008,600831,广电网络,807,18.01,8.72,2.066
2008-07-01,2008-12-31,2008,600883,博闻科技,810,17.93,7.61,2.356
2008-07-01,2008-12-31,2008,600129,太极集团,811,17.91,7.09,2.526
2008-07-01,2008-12-31,2008,600420,国药现代,818,17.72,6.16,2.876
2008-07-01,2008-12-31,2008,600803,新奥股份,828,17.44,7.74,2.253
2008-07-01,2008-12-31,2008,600482,中国动力,837,17.18,8.48,2.025
2008-07-01,2008-12-31,2008,600351,亚宝药业,842,17.07,12.38,1.378
2008-07-01,2008-12-31,2008,600063,皖维高新,843,17.05,7.55,2.259
2008-07-01,2008-12-31,2008,600135,乐凯胶片,845,16.99,4.74,3.585
2008-07-01,2008-12-31,2008,600965,*ST福成,857,16.67,7.10,2.348
2008-07-01,2008-12-31,2008,600526,菲达环保,865,16.53,10.74,1.539
2008-07-01,2008-12-31,2008,600732,爱旭股份,867,16.48,6.68,2.468
2008-07-01,2008-12-31,2008,002079,苏州固锝,873,16.29,5.09,3.201
2008-07-01,2008-12-31,2008,600512,腾达建设,874,16.29,5.04,3.231
2008-07-01,2008-12-31,2008,600667,太极实业,880,16.00,4.33,3.695
2008-07-01,2008-12-31,2008,002050,三花智控,882,15.94,14.49,1.100
2008-07-01,2008-12-31,2008,600112,-,884,15.90,8.01,1.985
2008-07-01,2008-12-31,2008,600207,安彩高科,894,15.70,3.78,4.153
2008-07-01,2008-12-31,2008,000877,天山股份,896,15.67,7.53,2.081
2008-07-01,2008-12-31,2008,600710,苏美达,897,15.64,4.74,3.299
2008-07-01,2008-12-31,2008,600336,澳柯玛,901,15.58,4.58,3.402
2008-07-01,2008-12-31,2008,600313,农发种业,911,15.29,5.02,3.047
2008-07-01,2008-12-31,2008,000150,*ST宜康,918,15.11,4.44,3.404
2008-07-01,2008-12-31,2008,000420,吉林化纤,920,15.09,3.73,4.046
2008-07-01,2008-12-31,2008,002056,横店东磁,921,15.07,8.47,1.779
2008-07-01,2008-12-31,2008,000566,海南海药,923,14.96,8.12,1.843
2008-07-01,2008-12-31,2008,600378,昊华科技,924,14.95,6.36,2.350
2008-07-01,2008-12-31,2008,600145,-,925,14.93,3.85,3.877
2008-07-01,2008-12-31,2008,002004,华邦健康,927,14.92,11.29,1.321
2008-07-01,2008-12-31,2008,600393,-,933,14.79,5.19,2.850
2008-07-01,2008-12-31,2008,000813,德展健康,939,14.64,4.03,3.634
2008-07-01,2008-12-31,2008,000426,兴业银锡,946,14.48,5.82,2.488
2008-07-01,2008-12-31,2008,002095,生 意 宝,965,14.16,23.33,0.607
2008-07-01,2008-12-31,2008,000890,法尔胜,967,14.14,3.73,3.790
2008-07-01,2008-12-31,2008,600615,鑫源智造,969,14.09,8.51,1.655
2008-07-01,2008-12-31,2008,000007,全新好,970,14.07,7.61,1.849
2008-07-01,2008-12-31,2008,600758,辽宁能源,973,13.94,8.38,1.664
2008-07-01,2008-12-31,2008,000928,中钢国际,974,13.94,5.17,2.696
2008-07-01,2008-12-31,2008,600777,*ST新潮,980,13.63,3.70,3.685
2008-07-01,2008-12-31,2008,000516,国际医学,987,13.57,8.82,1.539
2008-07-01,2008-12-31,2008,600321,-,988,13.53,5.94,2.278
2008-07-01,2008-12-31,2008,600573,惠泉啤酒,994,13.38,6.26,2.138
2008-07-01,2008-12-31,2008,600083,-,995,13.34,5.75,2.320
2008-07-01,2008-12-31,2008,002135,东南网架,999,13.27,8.66,1.533
2008-07-01,2008-12-31,2008,000885,城发环境,1000,13.27,8.29,1.601
2008-07-01,2008-12-31,2008,600340,*ST华幸,1004,13.17,8.92,1.477
2008-07-01,2008-12-31,2008,600538,国发股份,1006,13.15,4.84,2.717
2008-07-01,2008-12-31,2008,600139,-,1007,13.12,15.04,0.872
2008-07-01,2008-12-31,2008,000977,浪潮信息,1008,13.10,6.09,2.151
2008-07-01,2008-12-31,2008,000701,厦门信达,1020,12.84,5.96,2.154
2008-07-01,2008-12-31,2008,600149,廊坊发展,1030,12.63,4.11,3.072
2008-07-01,2008-12-31,2008,600057,厦门象屿,1032,12.58,2.95,4.266
2008-07-01,2008-12-31,2008,000836,ST富通,1047,12.35,9.85,1.254
2008-07-01,2008-12-31,2008,000586,汇源通信,1050,12.29,5.71,2.153
2008-07-01,2008-12-31,2008,000025,特  力Ａ,1052,12.27,5.55,2.211
2008-07-01,2008-12-31,2008,000628,高新发展,1056,12.21,5.55,2.199
2008-07-01,2008-12-31,2008,000889,中嘉博创,1066,12.04,3.55,3.393
2008-07-01,2008-12-31,2008,601007,金陵饭店,1073,11.91,6.26,1.903
2008-07-01,2008-12-31,2008,000812,陕西金叶,1075,11.90,3.97,2.997
2008-07-01,2008-12-31,2008,600360,*ST华微,1081,11.83,5.13,2.306
2008-07-01,2008-12-31,2008,000796,凯撒旅业,1083,11.77,4.78,2.463
2008-07-01,2008-12-31,2008,600257,大湖股份,1085,11.70,4.07,2.874
2008-07-01,2008-12-31,2008,600781,-,1090,11.59,6.49,1.786
2008-07-01,2008-12-31,2008,002099,海翔药业,1092,11.54,7.18,1.607
2008-07-01,2008-12-31,2008,002061,浙江交科,1097,11.38,7.99,1.424
2008-07-01,2008-12-31,2008,000524,岭南控股,1099,11.35,4.16,2.727
2008-07-01,2008-12-31,2008,002090,金智科技,1102,11.31,11.08,1.020
2008-07-01,2008-12-31,2008,600856,-,1105,11.22,4.76,2.358
2008-07-01,2008-12-31,2008,000791,甘肃能源,1106,11.15,5.89,1.892
2008-07-01,2008-12-31,2008,600444,国机通用,1107,11.14,15.61,0.714
2008-07-01,2008-12-31,2008,600891,-,1112,11.04,4.53,2.437
2008-07-01,2008-12-31,2008,600589,大位科技,1114,11.02,4.67,2.360
2008-07-01,2008-12-31,2008,600617,国新能源,1118,10.97,6.64,1.652
2008-07-01,2008-12-31,2008,600136,ST明诚,1119,10.91,7.35,1.484
2008-07-01,2008-12-31,2008,600077,-,1120,10.89,6.85,1.590
2008-07-01,2008-12-31,2008,600448,华纺股份,1123,10.84,3.41,3.179
2008-07-01,2008-12-31,2008,600318,新力金融,1130,10.67,5.30,2.014
2008-07-01,2008-12-31,2008,600297,-,1135,10.60,7.72,1.372
2008-07-01,2008-12-31,2008,600175,-,1139,10.53,4.61,2.285
2008-07-01,2008-12-31,2008,600527,江南高纤,1141,10.50,4.98,2.109
2008-07-01,2008-12-31,2008,002030,达安基因,1142,10.47,7.87,1.330
2008-07-01,2008-12-31,2008,600243,*ST海华,1145,10.39,5.56,1.869
2008-07-01,2008-12-31,2008,002112,三变科技,1153,10.22,14.49,0.706
2008-07-01,2008-12-31,2008,002036,联创电子,1154,10.22,9.02,1.133
2008-07-01,2008-12-31,2008,600689,上海三毛,1156,10.18,5.13,1.985
2008-07-01,2008-12-31,2008,600211,西藏药业,1160,10.09,7.41,1.362
2008-07-01,2008-12-31,2008,000721,西安饮食,1166,9.98,5.00,1.995
2008-07-01,2008-12-31,2008,600356,恒丰纸业,1173,9.66,7.14,1.353
2008-07-01,2008-12-31,2008,600967,内蒙一机,1176,9.49,7.24,1.311
2008-07-01,2008-12-31,2008,600666,奥瑞德,1178,9.44,6.19,1.525
2008-07-01,2008-12-31,2008,000502,绿景退,1180,9.42,5.09,1.850
