effective_from,effective_to,screen_year,security_code,security_name,source,retrieved
2018-12-17,,2018,600699,均胜电子,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-12-17,,2018,601958,金钼股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-12-17,,2018,603650,彤程新材,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-12-17,,2018,601866,中远海发,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-12-17,,2018,002500,山西证券,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-12-17,,2018,000537,广宇发展,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-06-17,,2019,000883,湖北能源,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-06-17,,2019,000959,首钢股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-06-17,,2019,002797,第一创业,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-06-17,,2019,002926,华西证券,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-06-17,,2019,600486,扬农化工,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-06-17,,2019,600497,驰宏锌锗,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-06-17,,2019,600707,彩虹股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-06-17,,2019,600909,华安证券,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-06-17,,2019,601118,海南橡胶,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-06-17,,2019,601139,深圳燃气,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-06-17,,2019,601611,中国核建,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-12-16,,2019,000825,太钢不锈,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-12-16,,2019,000967,盈峰环境,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-12-16,,2019,002203,海亮股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-12-16,,2019,002423,中粮资本,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-12-16,,2019,300285,国瓷材料,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-12-16,,2019,600339,中油工程,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-12-16,,2019,600704,物产中大,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-12-16,,2019,601228,广州港,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-12-16,,2019,601598,中国外运,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-12-16,,2019,603379,三美股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-12-16,,2019,603379,三美股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-12-16,,2019,603858,步长制药,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-06-15,,2020,300017,网宿科技,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-06-15,,2020,002138,顺络电子,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-06-15,,2020,600535,天士力,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-06-15,,2020,603786,科博达,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-06-15,,2020,300474,景嘉微,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-06-15,,2020,600153,建发股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-06-15,,2020,600566,济川药业,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-06-15,,2020,300024,机器人,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-06-15,,2020,002185,华天科技,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-06-15,,2020,000629,攀钢钒钛,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-06-15,,2020,000739,普洛药业,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-06-15,,2020,000898,鞍钢股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-06-15,,2020,002429,兆驰股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,600871,石化油服,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,603589,口子窖,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,603589,口子窖,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,600517,国网英大,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,600968,海油发展,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,300699,光威复材,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,600038,中直股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,002966,苏州银行,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,600131,国网信通,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,601997,贵阳银行,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,600170,上海建工,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,600398,海澜之家,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,002299,圣农发展,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,688099,晶晨股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,600516,方大炭素,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,000709,河钢股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,688002,睿创微纳,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,002683,宏大爆破,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,600546,山煤国际,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-03-15,,2021,600764,中国海防,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-06-15,,2021,601991,大唐发电,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-06-15,,2021,603156,养元饮品,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-06-15,,2021,600208,新湖中宝,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-06-15,,2021,600095,湘财股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-06-15,,2021,300383,光环新网,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-06-15,,2021,601577,长沙银行,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-06-15,,2021,601198,东兴证券,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-06-15,,2021,600998,九州通,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-06-15,,2021,600988,赤峰黄金,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-06-15,,2021,600663,陆家嘴,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-06-15,,2021,600637,东方明珠,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-06-15,,2021,600536,中国软件,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-06-15,,2021,600498,烽火通信,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-06-15,,2021,600390,五矿资本,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-06-15,,2021,600369,西南证券,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-06-15,,2021,003035,南网能源,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-06-15,,2021,002065,东华软件,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-06-15,,2021,300037,新宙邦,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-06-15,,2021,600177,雅戈尔,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,002409,雅克科技,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,600298,安琪酵母,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,688188,柏楚电子,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,002508,老板电器,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,600906,财达证券,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,002739,万达电影,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,600157,永泰能源,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,002430,杭氧股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,600299,安迪苏,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,601555,东吴证券,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,002939,长城证券,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,002153,石基信息,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,300724,捷佳伟创,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,300136,信维通信,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,600521,华海药业,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,002945,华林证券,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,601156,东航物流,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,002409,雅克科技,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,600298,安琪酵母,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,688188,柏楚电子,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,000728,国元证券,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,600848,上海临港,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,002624,完美世界,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,000831,五矿稀土,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,300888,稳健医疗,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,300558,贝达药业,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,601696,中银证券,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,300012,华测检测,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,600109,国金证券,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,601162,天风证券,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,689009,九号公司,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,603658,安图生物,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,300073,当升科技,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,000785,居然之家,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,600143,金发科技,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,601108,财通证券,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,000783,长江证券,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,600499,科达制造,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,603939,益丰药房,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,300676,华大基因,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,300677,英科医疗,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,300390,天华超净,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,600927,永安期货,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,300144,宋城演艺,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,688819,天能股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,601990,南京证券,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,603233,大参林,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,000703,恒逸石化,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,300003,乐普医疗,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,002738,中矿资源,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,603816,顾家家居,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,603688,石英股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,600378,昊华科技,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,000683,远兴能源,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,002850,科达利,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,603596,伯特利,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,300373,扬杰科技,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,601666,平煤股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,000155,川能动力,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,688385,复旦微电,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,000591,太阳能,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,688538,和辉光电,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,603737,三棵树,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,600032,浙江新能,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,600352,浙江龙盛,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,603596,伯特利,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,300373,扬杰科技,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,601666,平煤股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,000155,川能动力,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,688385,复旦微电,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,000591,太阳能,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,688538,和辉光电,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,603737,三棵树,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,600032,浙江新能,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,600352,浙江龙盛,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,603160,汇顶科技,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2023-06-12,,2023,688778,厦钨新能,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2023-06-12,,2023,688520,神州细胞,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2023-06-12,,2023,688295,中复神鹰,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
