effective_from,effective_to,screen_year,security_code,security_name,source,retrieved
2007-01-15,,2007,000830,鲁西化工,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2007-01-15,,2007,600563,法拉电子,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2007-07-02,,2007,002056,横店东磁,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2008-01-02,,2008,000997,新大陆,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2009-01-05,,2009,600141,兴发集团,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2009-01-05,,2009,600765,力源液压,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2009-01-05,,2009,600801,华新水泥,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2010-01-04,,2010,002078,太阳纸业,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2010-01-04,,2010,600329,中新药业,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2010-07-01,,2010,002281,光迅科技,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2010-07-01,,2010,000513,丽珠集团,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2010-07-01,,2010,600511,国药股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2011-01-04,,2011,002223,鱼跃医疗,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2011-01-04,,2011,002444,巨星科技,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2011-01-04,,2011,600435,中兵光电,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2012-01-04,,2012,601880,大连港,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2012-07-02,,2012,600380,健康元,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2012-07-02,,2012,600879,航天电子,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2013-01-04,,2013,000021,长城开发,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2013-01-04,,2013,603077,和邦股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2013-07-01,,2013,002273,水晶光电,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2013-07-01,,2013,601000,唐山港,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2013-12-16,,2013,600392,盛和资源,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2013-12-16,,2013,002266,浙富股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2014-06-16,,2014,002155,辰州矿业,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2014-06-16,,2014,002244,滨江集团,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2014-06-16,,2014,600970,中材国际,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2014-06-16,,2014,601717,郑煤机,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2014-12-15,,2014,600062,华润双鹤,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2014-12-15,,2014,000519,江南红箭,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2015-06-15,,2015,600808,马钢股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2015-12-14,,2015,600282,南钢股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2015-12-14,,2015,600316,洪都航空,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2015-12-14,,2015,600348,阳泉煤业,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2015-12-14,,2015,603568,伟明环保,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2016-06-13,,2016,000400,许继电气,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2016-06-13,,2016,000598,兴蓉环境,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2016-06-13,,2016,000878,云南铜业,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2016-06-13,,2016,000937,冀中能源,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2016-06-13,,2016,300001,特锐德,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2016-06-13,,2016,600166,福田汽车,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2016-12-12,,2016,600863,内蒙华电,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2016-12-12,,2016,601016,节能风电,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2016-12-12,,2016,000960,锡业股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2016-12-12,,2016,600862,中航高科,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-01-18,,2017,002670,国盛金控,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-06-12,,2017,000027,深圳能源,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-06-12,,2017,000039,中集集团,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-06-12,,2017,000729,燕京啤酒,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-06-12,,2017,300058,蓝色光标,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-06-12,,2017,600126,杭钢股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-06-12,,2017,600582,天地科技,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-06-12,,2017,601928,凤凰传媒,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-06-12,,2017,603000,人民网,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-12-11,,2017,002152,广电运通,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-12-11,,2017,002195,二三四五,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-12-11,,2017,000887,中鼎股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-12-11,,2017,600737,中粮糖业,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-12-11,,2017,002152,广电运通,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-12-11,,2017,002195,二三四五,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-12-11,,2017,000887,中鼎股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-12-11,,2017,600737,中粮糖业,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-12-11,,2017,601128,常熟银行,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-12-11,,2017,600598,北大荒,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-06-11,,2018,000750,国海证券,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-06-11,,2018,002465,海格通信,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-06-11,,2018,000738,航发控制,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-06-11,,2018,603885,吉祥航空,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-06-11,,2018,600021,上海电力,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-06-11,,2018,002831,裕同科技,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-06-11,,2018,601179,中国西电,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-06-11,,2018,601098,中南传媒,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-06-11,,2018,601608,中信重工,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-12-17,,2018,000932,华菱钢铁,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-12-17,,2018,601106,中国一重,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-12-17,,2018,000060,中金岭南,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-12-17,,2018,000623,吉林敖东,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-12-17,,2018,600820,隧道股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-12-17,,2018,600901,江苏租赁,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-12-17,,2018,000559,万向钱潮,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-12-17,,2018,600008,首创股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
