effective_from,effective_to,screen_year,security_code,security_name,source,retrieved
2011-01-04,,2011,600887,伊利股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2011-01-04,,2011,600893,航空动力,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2011-01-04,,2011,601818,光大银行,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2011-07-01,,2011,601377,兴业证券,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2012-01-04,,2012,002594,比亚迪,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2012-07-02,,2012,000725,京东方A,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2012-07-02,,2012,002241,歌尔声学,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2012-07-02,,2012,601336,新华保险,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2012-07-02,,2012,601633,长城汽车,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2012-07-02,,2012,601669,中国水电,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2012-07-02,,2012,601901,方正证券,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2013-01-04,,2013,002236,大华股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2013-01-04,,2013,600886,国投电力,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2013-01-04,,2013,601800,中国交建,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2013-07-01,,2013,000963,华东医药,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2013-07-01,,2013,603993,洛阳钼业,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2013-09-18,,2013,000333,美的集团,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2013-12-16,,2013,600018,上港集团,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2013-12-16,,2013,002230,科大讯飞,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2014-06-16,,2014,601225,陕西煤业,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2014-06-16,,2014,002475,立讯精密,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2014-12-15,,2014,600570,恒生电子,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2014-12-15,,2014,300124,汇川技术,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2015-01-26,,2015,000166,申万宏源,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2015-06-15,,2015,002736,国信证券,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2015-06-15,,2015,300059,东方财富,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2015-06-15,,2015,600958,东方证券,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2015-06-15,,2015,601021,春秋航空,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2015-06-15,,2015,601788,光大证券,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2015-06-15,,2015,601919,中国远洋,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2015-12-14,,2015,601211,国泰君安,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2015-12-14,,2015,601985,中国核电,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2015-12-30,,2015,001979,招商蛇口,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2016-06-13,,2016,002027,分众传媒,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2016-06-13,,2016,600061,国投安信,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2016-12-12,,2016,002714,牧原股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2016-12-12,,2016,300033,同花顺,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2016-12-12,,2016,601877,正泰电器,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2016-12-12,,2016,000938,紫光股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-06-12,,2017,002352,顺丰控股,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-06-12,,2017,600436,片仔癀,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-06-12,,2017,600919,江苏银行,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-06-12,,2017,600926,杭州银行,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-06-12,,2017,601229,上海银行,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-06-12,,2017,601881,中国银河,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-12-11,,2017,601012,隆基股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-12-11,,2017,603799,华友钴业,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-12-11,,2017,600011,华能国际,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-12-11,,2017,002460,赣锋锂业,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-12-11,,2017,601878,浙商证券,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-12-11,,2017,300122,智飞生物,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2017-12-11,,2017,300015,爱尔眼科,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-06-11,,2018,002050,三花智控,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-06-11,,2018,300433,蓝思科技,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-06-11,,2018,002493,荣盛石化,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-06-11,,2018,300408,三环集团,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-06-11,,2018,600176,中国巨石,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-06-11,,2018,600438,通威股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-06-11,,2018,600809,山西汾酒,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-06-11,,2018,601360,三六零,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-06-11,,2018,600025,华能水电,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-06-11,,2018,600346,恒力股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-06-11,,2018,603288,海天味业,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-06-11,,2018,601238,广汽集团,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-06-11,,2018,601838,成都银行,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-12-17,,2018,603986,兆易创新,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-12-17,,2018,002179,中航光电,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-12-17,,2018,002001,新和成,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-12-17,,2018,601138,工业富联,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-12-17,,2018,002311,海大集团,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-12-17,,2018,600760,中航沈飞,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-12-17,,2018,601066,中信建投,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2018-12-17,,2018,603259,药明康德,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-06-17,,2019,000596,古井贡酒,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-06-17,,2019,002938,鹏鼎控股,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-06-17,,2019,300413,芒果超媒,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-06-17,,2019,300498,温氏股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-06-17,,2019,601319,中国人保,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-06-17,,2019,603019,中科曙光,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-12-16,,2019,002916,深南电路,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-12-16,,2019,600183,生益科技,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-12-16,,2019,600989,宝丰能源,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-12-16,,2019,601698,中国卫通,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2019-12-16,,2019,603501,韦尔股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-06-15,,2020,603369,今世缘,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-06-15,,2020,601100,恒立液压,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-06-15,,2020,000708,中信特钢,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-06-15,,2020,002371,北方华创,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-06-15,,2020,003816,中国广核,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-06-15,,2020,300014,亿纬锂能,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-06-15,,2020,300628,亿联网络,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-06-15,,2020,601658,邮储银行,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-06-15,,2020,000977,浪潮信息,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-06-15,,2020,601816,京沪高铁,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,688008,澜起科技,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,600600,青岛啤酒,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,688012,中微公司,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,002049,紫光国微,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,600150,中国船舶,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,603392,万泰生物,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,688036,传音控股,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,600584,长电科技,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,600845,宝信软件,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2020-12-14,,2020,600918,中泰证券,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-06-15,,2021,688396,华润微,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-06-15,,2021,688126,沪硅产业,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-06-15,,2021,688111,金山办公,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-06-15,,2021,601995,中金公司,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-06-15,,2021,600426,华鲁恒升,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-06-15,,2021,600426,华鲁恒升,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,603260,合盛硅业,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,300999,金龙鱼,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,300896,爱美客,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,688981,中芯国际,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,002466,天齐锂业,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,601898,中煤能源,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,000301,东方盛虹,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,600905,三峡能源,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,601728,中国电信,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,300316,晶盛机电,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,300760,迈瑞医疗,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,601868,中国能建,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,300750,宁德时代,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,002709,天赐材料,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2021-12-13,,2021,605499,东鹏饮料,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,002074,国轩高科,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,600460,士兰微,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,600941,中国移动,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,002648,卫星化学,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,601117,中国化学,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,300661,圣邦股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,002920,德赛西威,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,000792,盐湖股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,600219,南山铝业,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,600188,兖矿能源,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,000408,藏格矿业,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-06-13,,2022,600089,特变电工,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,600233,圆通速递,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,601689,拓普集团,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,600674,川投能源,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,688303,大全能源,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,605117,德业股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,600039,四川路桥,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2022-12-12,,2022,600803,新奥股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2023-06-12,,2023,600875,东方电气,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2023-06-12,,2023,000617,中油资本,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2023-06-12,,2023,688223,晶科能源,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2023-06-12,,2023,601872,招商轮船,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2023-06-12,,2023,000617,中油资本,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2023-12-11,,2023,688256,寒武纪,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2023-12-11,,2023,688271,联影医疗,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2023-12-11,,2023,688041,海光信息,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2023-12-11,,2023,601916,浙商银行,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2023-12-11,,2023,600515,海南机场,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2023-12-11,,2023,600938,中国海油,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2023-12-11,,2023,601059,信达证券,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2023-12-11,,2023,600372,中航机载,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2023-12-11,,2023,301269,华大九天,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2023-12-11,,2023,600023,浙能电力,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2023-12-11,,2023,300308,中际旭创,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2023-12-11,,2023,000999,华润三九,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2023-12-11,,2023,600489,中金黄金,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2024-06-17,,2024,300418,昆仑万维,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2024-06-17,,2024,600026,中远海能,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2024-06-17,,2024,000807,云铝股份,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
2024-06-17,,2024,001965,招商公路,akshare.index_stock_cons(当前成分股+纳入日期，幸存者名单),2026-08-22
