策略,期末资产,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年Sharpe中位,滚动3年回撤中位,滚动3年年化中位,滚动3年年化P25,滚动3年为负的窗口占比,滚动窗口数,滚动5年年化中位,滚动5年年化P25,滚动5年年化P10,滚动5年年化最差,滚动5年回撤中位,滚动5年Calmar中位,滚动5年Sharpe中位,滚动5年为负的窗口占比,滚动5年窗口数,互不重叠5年块中位,互不重叠5年块数,滚动10年年化中位,滚动10年年化P10,滚动10年回撤中位,滚动10年为负的窗口占比,滚动10年窗口数,逐年收益中位,逐年收益均值,逐年最差,逐年最好,逐年为正比例,完整自然年数,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,强平次数,最低担保比例,平均仓位,周期数,持仓数中位,持仓数P25,单票权重中位,单票权重P90,单票权重最大,前三权重中位,前三权重P90,前三权重最大,单票超60%天数占比,单票超100%天数占比,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,前五赢家,前五赢家盈亏,前五赢家占正贡献,累计手续费,手续费占初始本金,基准年化
trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_ex5_lot100_lrc2_exA_v4134,330841628.60807633,1.0836626178372164,0.3644669639768188,1.8925223276753407,0.9113222155107351,0.44289380833223224,0.44105224545245014,0.32717541041364573,0.0,141,0.45241231048596164,0.3896440022957868,0.2761149576785744,0.13111679204217164,0.44289380833223224,1.0214916126047742,0.9113759766697106,0.0,117,0.5437446113688642,2,0.41241563608406895,0.3547310385438378,0.6230364336495009,0.0,57,0.38898649209240077,0.48609720040426574,-0.144244736159447,1.9376381145486015,0.7857142857142857,14,109.28054286935878,0.3750572142131139,0.4452452295609169,0.6230364336495009,2015-06-12~2015-08-25,0.6019827957992394,0.7726106679511293,0,1.7160768598754605,1.6287737655880052,241,7,5,0.6347259056762045,0.7998577911695268,0.9404122237745474,1.3878019766194205,1.6395126564783276,2.2816697566623105,0.6555023923444976,0.0,0.35684647302904565,7.545538113720486,148.65145228215766,1967,504,5.771140822910439,002532/600938/601225/002466/601088,219798664.92400002,0.6195461316575351,1643785.4534740006,0.5479284844913335,3.84%（同期超额 +33.67%）
