date,security_code,action,shares,price,amount,pv_ratio,intrinsic_value,reason,security_name
2012-11-02,000651,买入,6400,23.220,148608,0.5698,40.978,首次建仓,格力电器
2012-11-02,000338,买入,7100,21.100,149810,0.5877,35.153,首次建仓,潍柴动力
2012-11-02,601088,买入,6400,23.330,149312,0.6648,34.990,首次建仓,中国神华
2012-11-02,002024,买入,21600,6.930,149688,0.7562,9.231,首次建仓,
2012-11-02,600585,买入,8800,17.030,149864,0.8075,21.090,首次建仓,
2012-11-02,600309,买入,10700,13.950,149265,0.8548,16.402,首次建仓,万华化学
2012-11-02,600897,买入,11500,12.970,149155,0.9246,13.898,首次建仓,
2012-11-05,000651,买入,6400,23.290,149056,0.5666,40.978,定投加仓,格力电器
2012-11-05,000338,买入,7000,21.330,149310,0.6002,35.153,定投加仓,潍柴动力
2012-11-05,601088,买入,6400,23.370,149568,0.6668,34.990,定投加仓,中国神华
2012-11-05,002024,买入,21900,6.840,149796,0.7507,9.231,定投加仓,
2012-11-05,600585,买入,8800,16.980,149424,0.8075,21.090,定投加仓,
2012-11-05,600309,买入,10800,13.750,148500,0.8505,16.402,定投加仓,万华化学
2012-11-05,600897,买入,11600,12.910,149756,0.9332,13.898,定投加仓,
2012-11-06,000651,买入,6400,23.290,149056,0.5684,40.978,定投加仓,格力电器
2012-11-06,000338,买入,7100,20.950,148745,0.6068,35.153,定投加仓,潍柴动力
2012-11-06,601088,买入,6400,23.260,148864,0.6679,34.990,定投加仓,中国神华
2012-11-06,002024,买入,21700,6.870,149079,0.7410,9.231,定投加仓,
2012-11-06,600585,买入,8900,16.780,149342,0.8051,21.090,定投加仓,
2012-11-06,002128,买入,11400,13.080,149112,0.8266,15.968,首次建仓,电投能源
2012-11-06,600309,买入,10700,13.920,148944,0.8383,16.402,定投加仓,万华化学
2012-11-06,600897,买入,11600,12.800,148480,0.9289,13.898,定投加仓,
2012-11-07,000651,买入,6400,23.100,147840,0.5684,40.978,定投加仓,格力电器
2012-11-07,000338,买入,7100,20.820,147822,0.5960,35.153,定投加仓,潍柴动力
