signal_date,exec_date,source_code,close,ma,ma_prev,weak_run,cross_count,hold_pv,trigger_code,trigger_pv,block_reason,next_source,shares_held
2012-03-06,2012-03-07,600585,17.1900,17.5990,17.3305,1,0,1.0467,000022,0.8726,连续1日<3,,8400
2012-05-18,2012-05-21,600309,14.0800,14.1985,14.0190,1,0,0.9656,600660,0.7263,连续1日<3,,52100
2012-05-21,2012-05-22,600897,13.3100,13.5700,13.5210,1,0,1.0197,600660,0.7271,连续1日<3,,30500
2012-05-24,2012-05-25,600897,13.4600,13.5980,13.6110,1,0,1.0312,600660,0.7221,连续1日<3,,30500
2012-06-04,2012-06-05,600897,13.2200,13.5420,13.5715,1,0,1.0128,002001,0.8084,连续1日<3,,30600
2012-06-05,2012-06-06,600897,13.4000,13.5230,13.5910,2,0,1.0266,002001,0.8345,连续2日<3,,30600
2012-10-23,2012-10-24,600309,13.7000,13.7570,13.5040,1,0,0.9808,600188,0.7031,连续1日<3,,23400
2013-08-21,2013-08-22,600660,7.3700,7.3755,7.3425,1,0,0.6357,000933,0.4404,连续1日<3,,144000
2013-08-22,2013-08-23,600660,7.3500,7.3820,7.3440,2,0,0.6340,000933,0.4307,连续2日<3,,144000
2013-08-29,2013-08-30,600066,17.4800,17.7265,17.6360,1,0,0.8705,000338,0.4754,连续1日<3,600585,39640
2013-08-30,2013-09-02,600066,17.3000,17.7130,17.6260,2,0,0.8616,000338,0.4879,连续2日<3,,39640
2013-09-18,2013-09-23,600066,18.2800,18.3905,18.1645,1,0,0.9104,600031,0.5041,连续1日<3,,39640
2013-09-27,2013-09-30,600066,18.3800,18.5965,18.3905,2,0,0.9154,600188,0.5498,连续2日<3,,39640
2013-10-15,2013-10-16,601988,2.7900,2.8060,2.7690,1,0,1.0168,600031,0.5125,连续1日<3,600066,700
2013-10-16,2013-10-17,601988,2.8000,2.8035,2.7775,2,0,1.0204,600585,0.7363,连续2日<3,,800
2013-10-18,2013-10-21,601988,2.8000,2.8015,2.7925,1,0,1.0204,600585,0.7340,连续1日<3,,900
2013-10-22,2013-10-23,002024,12.4100,12.4655,11.5205,1,0,1.4270,601088,0.5614,连续1日<3,600066,15000
2013-11-25,2013-11-26,601988,2.8100,2.8115,2.8045,1,0,1.0578,600585,0.6567,连续1日<3,,49100
2013-12-10,2013-12-11,601988,2.8200,2.8200,2.8120,1,0,1.0947,601088,0.5424,连续1日<3,,49100
2013-12-11,2013-12-12,601988,2.7900,2.8205,2.8150,2,0,1.0831,601857,0.9223,连续2日<3,,49100
2014-02-25,2014-02-26,600897,14.6800,14.9970,14.7435,1,0,0.8812,002304,0.5894,连续1日<3,,9700
2014-04-15,2014-04-16,002304,52.4100,52.8710,52.7100,2,0,0.6053,601088,0.4437,连续2日<3,,7700
2014-04-18,2014-04-21,600000,9.7800,9.8650,9.6325,2,0,0.9632,000338,0.5192,连续2日<3,,100
2014-06-03,2014-06-04,600660,8.0800,8.0920,8.0120,1,0,0.6591,000333,0.4487,连续1日<3,,199700
2014-06-04,2014-06-05,600660,8.0500,8.0985,8.0350,2,0,0.6566,000333,0.4408,连续2日<3,,199700
2014-07-09,2014-07-10,601398,3.4200,3.4325,3.4256,1,0,0.8432,600066,0.6704,连续1日<3,,1600
2014-07-10,2014-07-11,601988,2.5400,2.5675,2.5590,2,0,0.8362,600066,0.6639,连续2日<3,,600
2014-07-21,2014-07-22,601398,3.4200,3.4270,3.4272,1,0,0.8432,000568,0.5989,连续1日<3,,1600
2014-08-08,2014-08-11,601398,3.5100,3.5165,3.4875,1,0,0.8965,600031,0.5532,连续1日<3,,1600
2014-08-12,2014-08-13,000651,29.4600,29.5545,29.0595,1,0,0.7499,600031,0.5522,连续1日<3,,50600
2014-08-13,2014-08-14,601398,3.5100,3.5275,3.5095,1,0,0.8965,600031,0.5513,连续1日<3,,1600
2014-08-14,2014-08-15,601398,3.5100,3.5305,3.5130,2,0,0.8965,600031,0.5464,连续2日<3,000651,1600
2014-08-19,2014-08-20,601939,4.1000,4.1055,4.0550,1,0,0.9135,600031,0.5513,连续1日<3,000651,1300
2014-08-20,2014-08-21,601288,2.5000,2.5040,2.4680,1,0,0.9441,600031,0.5493,连续1日<3,000651,200
