策略,期末资产,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年Sharpe中位,滚动3年回撤中位,滚动3年年化中位,滚动3年年化P25,滚动3年为负的窗口占比,滚动窗口数,滚动5年年化中位,滚动5年年化P25,滚动5年年化P10,滚动5年年化最差,滚动5年回撤中位,滚动5年Calmar中位,滚动5年Sharpe中位,滚动5年为负的窗口占比,滚动5年窗口数,互不重叠5年块中位,互不重叠5年块数,滚动10年年化中位,滚动10年年化P10,滚动10年回撤中位,滚动10年为负的窗口占比,滚动10年窗口数,逐年收益中位,逐年收益均值,逐年最差,逐年最好,逐年为正比例,完整自然年数,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,强平次数,最低担保比例,平均仓位,周期数,持仓数中位,持仓数P25,单票权重中位,单票权重P90,单票权重最大,前三权重中位,前三权重P90,前三权重最大,单票超60%天数占比,单票超100%天数占比,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,前五赢家,前五赢家盈亏,前五赢家占正贡献,累计手续费,手续费占初始本金,基准年化
trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2_BASE,104130191.8289402,0.692118977883398,-0.033726851542191995,1.4015219936643337,0.6358082932219382,0.4466921636308211,0.3352160149386405,0.11546615687809836,0.1347517730496454,141,0.3611249144751467,0.13421917635255598,0.045522857582567244,-0.03032885277091113,0.5241356085555058,0.7203207525599604,0.6507469686338342,0.05128205128205128,117,0.48329896344338397,2,0.25511810335081697,0.2080049098635346,0.863758667355295,0.0,57,0.2460630746408663,0.41914005701377094,-0.555673326754202,1.9964235671872737,0.7142857142857143,14,33.710063942980064,0.2715156501337921,0.5502448936392804,0.863758667355295,2015-06-09~2016-02-03,0.31434202676672873,0.43700478262216874,0,1.3701061810369444,1.7050229945083804,213,5,4,0.7054997640202031,1.4952693458460284,2.380973832186753,1.5213464893813977,1.767798611857044,3.390889657916004,0.8570222347312131,0.18125527723050944,0.29107981220657275,8.142411818237154,134.5399061032864,1762,485,8.391951470251811,688516/000933/002466/002128/601328,115970418.83,0.7927081404585665,884025.3027180004,0.29467510090600013,3.84%（同期超额 +23.31%）
