cohort,arm,method,horizon,code,n,median
current_rank1_rerank,BASE,stop_episode,250,601988,3,0.10173638344226577
current_rank1_rerank,BASE,stop_episode,250,603156,1,0.18598979193706322
current_rank1_rerank,BASE,stop_episode,250,603993,1,1.71115961677522
current_rank1_rerank,BASE,stop_episode,250,688516,1,0.17049759600509828
current_rank1_rerank,BASE,stop_episode,750,000022,1,0.8477272727272727
current_rank1_rerank,BASE,stop_episode,750,000333,2,3.102771514934399
current_rank1_rerank,BASE,stop_episode,750,000338,9,0.1813295690189396
current_rank1_rerank,BASE,stop_episode,750,000568,3,2.123812220172876
current_rank1_rerank,BASE,stop_episode,750,000651,1,1.4929475941679118
current_rank1_rerank,BASE,stop_episode,750,000792,5,-0.4409232220095456
current_rank1_rerank,BASE,stop_episode,750,000858,1,2.304369815837074
current_rank1_rerank,BASE,stop_episode,750,000933,2,0.9575478195121241
current_rank1_rerank,BASE,stop_episode,750,002001,3,0.6277431007993419
current_rank1_rerank,BASE,stop_episode,750,002128,4,0.5847693616051916
current_rank1_rerank,BASE,stop_episode,750,002152,5,0.9727926761693502
current_rank1_rerank,BASE,stop_episode,750,002304,1,1.5934739527066224
current_rank1_rerank,BASE,stop_episode,750,002466,5,1.4613466070050776
current_rank1_rerank,BASE,stop_episode,750,002714,1,9.034423091469238
current_rank1_rerank,BASE,stop_episode,750,002833,2,0.23329596072251058
current_rank1_rerank,BASE,stop_episode,750,600000,1,-0.21078270938584487
current_rank1_rerank,BASE,stop_episode,750,600009,1,1.9162990993486897
current_rank1_rerank,BASE,stop_episode,750,600015,1,0.5973179727382545
current_rank1_rerank,BASE,stop_episode,750,600016,4,-0.1540584512501585
current_rank1_rerank,BASE,stop_episode,750,600031,4,0.4147913058922382
current_rank1_rerank,BASE,stop_episode,750,600066,2,1.4978308603228965
current_rank1_rerank,BASE,stop_episode,750,600176,2,0.8158649741839196
current_rank1_rerank,BASE,stop_episode,750,600188,2,0.36857286325535077
current_rank1_rerank,BASE,stop_episode,750,600309,6,0.7950024261357156
current_rank1_rerank,BASE,stop_episode,750,600519,1,2.1240252993979043
current_rank1_rerank,BASE,stop_episode,750,600566,1,0.33537793429607365
current_rank1_rerank,BASE,stop_episode,750,600585,6,0.711254962128144
current_rank1_rerank,BASE,stop_episode,750,600660,3,1.1657102673398336
current_rank1_rerank,BASE,stop_episode,750,600750,1,1.8674839278563633
current_rank1_rerank,BASE,stop_episode,750,600897,9,0.5030569387368298
current_rank1_rerank,BASE,stop_episode,750,600919,2,0.8097851423634921
current_rank1_rerank,BASE,stop_episode,750,600938,4,1.0699195167577735
current_rank1_rerank,BASE,stop_episode,750,601009,1,0.3771246150378149
current_rank1_rerank,BASE,stop_episode,750,601077,3,1.1995287396525462
current_rank1_rerank,BASE,stop_episode,750,601088,4,0.14728846431100512
current_rank1_rerank,BASE,stop_episode,750,601166,1,0.32586085186145164
current_rank1_rerank,BASE,stop_episode,750,601169,7,0.5790884299164267
current_rank1_rerank,BASE,stop_episode,750,601225,2,0.8674588359594055
current_rank1_rerank,BASE,stop_episode,750,601288,1,0.16327392049568945
current_rank1_rerank,BASE,stop_episode,750,601328,2,0.857316575875448
current_rank1_rerank,BASE,stop_episode,750,601398,4,0.32483786104937284
current_rank1_rerank,BASE,stop_episode,750,601818,3,0.2529429033672175
current_rank1_rerank,BASE,stop_episode,750,601825,2,0.9233341507875371
current_rank1_rerank,BASE,stop_episode,750,601857,2,-0.15047229280104585
current_rank1_rerank,BASE,stop_episode,750,601939,2,0.5049844945402368
current_rank1_rerank,BASE,stop_episode,750,601988,3,1.1052711313402375
current_rank1_rerank,BASE,stop_episode,750,603156,1,0.7228438284271999
current_rank1_rerank,BOTH1,daily,250,000001,11,0.1417757905677226
current_rank1_rerank,BOTH1,daily,250,000333,13,0.8285960126851453
current_rank1_rerank,BOTH1,daily,250,000338,231,0.12980524186831555
current_rank1_rerank,BOTH1,daily,250,000423,2,0.07354424726058273
current_rank1_rerank,BOTH1,daily,250,000568,2,0.1569732120504047
current_rank1_rerank,BOTH1,daily,250,000651,223,0.2180590982730688
current_rank1_rerank,BOTH1,daily,250,000661,2,-0.09406989083228234
current_rank1_rerank,BOTH1,daily,250,000792,74,-0.22454920400709083
current_rank1_rerank,BOTH1,daily,250,000858,3,0.47567770975352053
current_rank1_rerank,BOTH1,daily,250,000933,183,-0.0354767184035476
current_rank1_rerank,BOTH1,daily,250,002001,13,-0.2055818727696508
current_rank1_rerank,BOTH1,daily,250,002024,4,-0.004883923829754999
current_rank1_rerank,BOTH1,daily,250,002128,322,0.2891343656441958
current_rank1_rerank,BOTH1,daily,250,002152,23,0.45384681806407046
current_rank1_rerank,BOTH1,daily,250,002236,2,0.1296561345076368
current_rank1_rerank,BOTH1,daily,250,002304,57,0.5676593895694191
current_rank1_rerank,BOTH1,daily,250,002466,137,0.43524699599465944
current_rank1_rerank,BOTH1,daily,250,002532,3,0.96729111540771
current_rank1_rerank,BOTH1,daily,250,002714,6,0.6735855254095272
current_rank1_rerank,BOTH1,daily,250,002833,11,0.12506112799422042
current_rank1_rerank,BOTH1,daily,250,002841,4,0.2751527166044937
current_rank1_rerank,BOTH1,daily,250,300059,2,0.9292794676682993
current_rank1_rerank,BOTH1,daily,250,600000,12,-0.167159404899147
current_rank1_rerank,BOTH1,daily,250,600016,5,-0.09401709401709402
current_rank1_rerank,BOTH1,daily,250,600031,21,0.10892138882583469
current_rank1_rerank,BOTH1,daily,250,600036,1,0.4058307424525973
current_rank1_rerank,BOTH1,daily,250,600066,39,0.27053208454057454
current_rank1_rerank,BOTH1,daily,250,600176,11,0.2864634182420638
current_rank1_rerank,BOTH1,daily,250,600188,20,0.005455338565097612
current_rank1_rerank,BOTH1,daily,250,600309,84,0.5673131863870958
current_rank1_rerank,BOTH1,daily,250,600519,7,0.3615331542244409
current_rank1_rerank,BOTH1,daily,250,600566,7,-0.17648003536284784
current_rank1_rerank,BOTH1,daily,250,600585,222,0.13191091588609272
current_rank1_rerank,BOTH1,daily,250,600660,33,0.15472612067489178
current_rank1_rerank,BOTH1,daily,250,600690,1,0.6056943385032634
current_rank1_rerank,BOTH1,daily,250,600750,2,0.3059677284047727
current_rank1_rerank,BOTH1,daily,250,600897,25,0.028378804920445422
current_rank1_rerank,BOTH1,daily,250,600919,12,0.16271859296285018
current_rank1_rerank,BOTH1,daily,250,600938,68,0.4192834875468361
current_rank1_rerank,BOTH1,daily,250,600970,2,0.14628771323066236
current_rank1_rerank,BOTH1,daily,250,601009,28,0.1525760132923607
current_rank1_rerank,BOTH1,daily,250,601077,2,0.22749683541722543
current_rank1_rerank,BOTH1,daily,250,601088,281,0.4140195189242326
current_rank1_rerank,BOTH1,daily,250,601166,14,0.237936273870602
current_rank1_rerank,BOTH1,daily,250,601169,22,0.009887558851010003
current_rank1_rerank,BOTH1,daily,250,601187,9,0.3209430609181232
current_rank1_rerank,BOTH1,daily,250,601225,80,0.38006760083602686
current_rank1_rerank,BOTH1,daily,250,601229,23,0.467531222327884
current_rank1_rerank,BOTH1,daily,250,601288,22,0.3307566563467492
current_rank1_rerank,BOTH1,daily,250,601328,96,0.11666291546204699
current_rank1_rerank,BOTH1,daily,250,601398,21,-0.02269653722756959
current_rank1_rerank,BOTH1,daily,250,601658,1,-0.015717568947906102
current_rank1_rerank,BOTH1,daily,250,601818,11,0.026103204439670735
current_rank1_rerank,BOTH1,daily,250,601825,61,0.019338047351630028
current_rank1_rerank,BOTH1,daily,250,601838,21,0.06976589631480312
current_rank1_rerank,BOTH1,daily,250,601857,14,0.08205173599574744
current_rank1_rerank,BOTH1,daily,250,601916,3,0.16143685929931273
current_rank1_rerank,BOTH1,daily,250,601939,26,0.3595464839974073
current_rank1_rerank,BOTH1,daily,250,601988,14,0.329055207963754
current_rank1_rerank,BOTH1,daily,250,601998,5,0.3133861658055208
current_rank1_rerank,BOTH1,daily,250,603156,3,0.18598979193706322
current_rank1_rerank,BOTH1,daily,250,603993,4,1.5091760730872017
current_rank1_rerank,BOTH1,daily,750,000333,13,2.511849298243329
current_rank1_rerank,BOTH1,daily,750,000338,197,1.0417616096786544
current_rank1_rerank,BOTH1,daily,750,000423,2,0.31394659556318316
current_rank1_rerank,BOTH1,daily,750,000568,2,2.231348915468663
current_rank1_rerank,BOTH1,daily,750,000651,215,1.5819680410225287
current_rank1_rerank,BOTH1,daily,750,000792,62,-0.4615366198686427
current_rank1_rerank,BOTH1,daily,750,000858,3,2.5661163158119087
current_rank1_rerank,BOTH1,daily,750,000933,85,0.8494507572966252
current_rank1_rerank,BOTH1,daily,750,002001,13,0.45136701202753304
current_rank1_rerank,BOTH1,daily,750,002024,4,0.40089773436759446
current_rank1_rerank,BOTH1,daily,750,002128,227,0.8167779042659387
current_rank1_rerank,BOTH1,daily,750,002152,23,0.8477902620632853
current_rank1_rerank,BOTH1,daily,750,002304,57,1.3675216835701423
current_rank1_rerank,BOTH1,daily,750,002466,97,1.279633165609619
current_rank1_rerank,BOTH1,daily,750,002714,6,8.898200275401532
current_rank1_rerank,BOTH1,daily,750,002833,11,0.16506121802374252
current_rank1_rerank,BOTH1,daily,750,600000,12,-0.2094324417138842
current_rank1_rerank,BOTH1,daily,750,600016,5,-0.34641723204769104
current_rank1_rerank,BOTH1,daily,750,600031,21,0.3781361878700853
current_rank1_rerank,BOTH1,daily,750,600066,39,1.0347970336547068
current_rank1_rerank,BOTH1,daily,750,600176,5,-0.1856266931824866
current_rank1_rerank,BOTH1,daily,750,600188,20,0.1950025128498618
current_rank1_rerank,BOTH1,daily,750,600309,84,0.9790103946323938
current_rank1_rerank,BOTH1,daily,750,600519,7,2.1240252993979043
current_rank1_rerank,BOTH1,daily,750,600566,7,0.24780311525482546
current_rank1_rerank,BOTH1,daily,750,600585,222,0.26315700678464937
current_rank1_rerank,BOTH1,daily,750,600660,33,1.1883678782606646
current_rank1_rerank,BOTH1,daily,750,600690,1,1.0824093651191768
current_rank1_rerank,BOTH1,daily,750,600750,2,1.591104314239033
current_rank1_rerank,BOTH1,daily,750,600897,25,0.6295082955126101
current_rank1_rerank,BOTH1,daily,750,600919,1,0.80802242438368
current_rank1_rerank,BOTH1,daily,750,600938,35,1.1395955178794903
current_rank1_rerank,BOTH1,daily,750,601009,17,0.3537370867571197
current_rank1_rerank,BOTH1,daily,750,601077,2,1.3296473515338016
current_rank1_rerank,BOTH1,daily,750,601088,272,0.4270838594282048
current_rank1_rerank,BOTH1,daily,750,601169,18,0.4881754757082043
current_rank1_rerank,BOTH1,daily,750,601225,78,0.8544658235838233
current_rank1_rerank,BOTH1,daily,750,601288,21,2.2623815200398627
current_rank1_rerank,BOTH1,daily,750,601328,85,0.8893400840279164
current_rank1_rerank,BOTH1,daily,750,601398,15,0.3108182663961445
current_rank1_rerank,BOTH1,daily,750,601818,6,0.07834749808811464
current_rank1_rerank,BOTH1,daily,750,601825,56,0.7791000561337981
current_rank1_rerank,BOTH1,daily,750,601857,14,-0.27756949366966316
current_rank1_rerank,BOTH1,daily,750,601916,1,0.17971784439825678
current_rank1_rerank,BOTH1,daily,750,601939,11,0.7655804038627072
current_rank1_rerank,BOTH1,daily,750,601988,10,1.0983749143996795
current_rank1_rerank,BOTH1,daily,750,601998,5,0.9486539335077298
current_rank1_rerank,BOTH1,daily,750,603156,3,0.7228438284271999
current_rank1_rerank,BOTH1,ma60_episode,250,000001,4,0.19312018972954303
current_rank1_rerank,BOTH1,ma60_episode,250,000333,3,0.47556647556647547
current_rank1_rerank,BOTH1,ma60_episode,250,000338,24,0.33022857539071615
current_rank1_rerank,BOTH1,ma60_episode,250,000423,2,0.07354424726058273
current_rank1_rerank,BOTH1,ma60_episode,250,000568,1,0.15304347826086961
current_rank1_rerank,BOTH1,ma60_episode,250,000651,13,0.21322017929553394
current_rank1_rerank,BOTH1,ma60_episode,250,000661,1,-0.12420775040432841
current_rank1_rerank,BOTH1,ma60_episode,250,000792,9,-0.15894957846205782
current_rank1_rerank,BOTH1,ma60_episode,250,000858,1,0.42617755913380395
current_rank1_rerank,BOTH1,ma60_episode,250,000933,11,0.08702225581964118
current_rank1_rerank,BOTH1,ma60_episode,250,002001,3,-0.055137740074564956
current_rank1_rerank,BOTH1,ma60_episode,250,002024,1,0.07906295754026371
current_rank1_rerank,BOTH1,ma60_episode,250,002128,28,0.3522171980829496
current_rank1_rerank,BOTH1,ma60_episode,250,002152,4,0.4200664223798809
current_rank1_rerank,BOTH1,ma60_episode,250,002236,1,0.10513995116932806
current_rank1_rerank,BOTH1,ma60_episode,250,002304,4,0.3533803333819254
current_rank1_rerank,BOTH1,ma60_episode,250,002466,8,0.006254181626287492
current_rank1_rerank,BOTH1,ma60_episode,250,002532,2,0.7376383389604547
current_rank1_rerank,BOTH1,ma60_episode,250,002714,1,0.6904270359882501
current_rank1_rerank,BOTH1,ma60_episode,250,002833,2,0.08579750042416179
current_rank1_rerank,BOTH1,ma60_episode,250,002841,1,0.24612912212938753
current_rank1_rerank,BOTH1,ma60_episode,250,300059,1,1.0688928829548483
current_rank1_rerank,BOTH1,ma60_episode,250,600000,2,-0.13475271466450334
current_rank1_rerank,BOTH1,ma60_episode,250,600016,1,-0.05469519443029369
current_rank1_rerank,BOTH1,ma60_episode,250,600031,3,0.11450063067272565
current_rank1_rerank,BOTH1,ma60_episode,250,600036,1,0.4058307424525973
current_rank1_rerank,BOTH1,ma60_episode,250,600066,9,0.11168843208893287
current_rank1_rerank,BOTH1,ma60_episode,250,600176,3,0.2971829612941499
current_rank1_rerank,BOTH1,ma60_episode,250,600188,4,-0.07886574438118177
current_rank1_rerank,BOTH1,ma60_episode,250,600309,15,0.2362397229976052
current_rank1_rerank,BOTH1,ma60_episode,250,600519,3,0.3615331542244409
current_rank1_rerank,BOTH1,ma60_episode,250,600566,1,-0.16009683007510156
current_rank1_rerank,BOTH1,ma60_episode,250,600585,26,0.2046851192482222
current_rank1_rerank,BOTH1,ma60_episode,250,600660,7,0.20716313957484167
current_rank1_rerank,BOTH1,ma60_episode,250,600690,1,0.6056943385032634
current_rank1_rerank,BOTH1,ma60_episode,250,600750,2,0.3059677284047727
current_rank1_rerank,BOTH1,ma60_episode,250,600897,8,0.012669705620741045
current_rank1_rerank,BOTH1,ma60_episode,250,600919,5,0.20325066540850734
current_rank1_rerank,BOTH1,ma60_episode,250,600938,8,0.2913044352884938
current_rank1_rerank,BOTH1,ma60_episode,250,600970,1,0.1021106798656839
current_rank1_rerank,BOTH1,ma60_episode,250,601009,4,0.16763002763436385
current_rank1_rerank,BOTH1,ma60_episode,250,601077,2,0.22749683541722543
current_rank1_rerank,BOTH1,ma60_episode,250,601088,25,0.2962845880313383
current_rank1_rerank,BOTH1,ma60_episode,250,601166,6,0.350117115492815
current_rank1_rerank,BOTH1,ma60_episode,250,601169,8,0.007033074886620194
current_rank1_rerank,BOTH1,ma60_episode,250,601187,2,0.3390930717729199
current_rank1_rerank,BOTH1,ma60_episode,250,601225,12,0.4517186850833479
current_rank1_rerank,BOTH1,ma60_episode,250,601229,3,0.3448591785103057
current_rank1_rerank,BOTH1,ma60_episode,250,601288,7,0.3596287535993419
current_rank1_rerank,BOTH1,ma60_episode,250,601328,12,0.2993085699491309
current_rank1_rerank,BOTH1,ma60_episode,250,601398,6,0.3063205440949479
current_rank1_rerank,BOTH1,ma60_episode,250,601658,1,-0.015717568947906102
current_rank1_rerank,BOTH1,ma60_episode,250,601818,5,0.026103204439670735
current_rank1_rerank,BOTH1,ma60_episode,250,601825,5,0.27828198148006367
current_rank1_rerank,BOTH1,ma60_episode,250,601838,5,0.11600482092097764
current_rank1_rerank,BOTH1,ma60_episode,250,601857,2,0.08123517631569022
current_rank1_rerank,BOTH1,ma60_episode,250,601916,2,0.1256196788765077
current_rank1_rerank,BOTH1,ma60_episode,250,601939,6,0.24684896133859768
current_rank1_rerank,BOTH1,ma60_episode,250,601988,7,0.31614829220314733
current_rank1_rerank,BOTH1,ma60_episode,250,601998,2,0.24455092112103483
current_rank1_rerank,BOTH1,ma60_episode,250,603156,1,0.19811593415548412
current_rank1_rerank,BOTH1,ma60_episode,250,603993,3,1.5578202282815474
current_rank1_rerank,BOTH1,ma60_episode,750,000333,3,1.7868980302289605
current_rank1_rerank,BOTH1,ma60_episode,750,000338,20,0.6957757120254754
current_rank1_rerank,BOTH1,ma60_episode,750,000423,2,0.31394659556318316
current_rank1_rerank,BOTH1,ma60_episode,750,000568,1,2.123812220172876
current_rank1_rerank,BOTH1,ma60_episode,750,000651,12,1.3020116495309162
current_rank1_rerank,BOTH1,ma60_episode,750,000792,6,-0.4305317571927098
current_rank1_rerank,BOTH1,ma60_episode,750,000858,1,2.488412378052545
current_rank1_rerank,BOTH1,ma60_episode,750,000933,5,0.1051418246035647
current_rank1_rerank,BOTH1,ma60_episode,750,002001,3,0.6277431007993419
current_rank1_rerank,BOTH1,ma60_episode,750,002024,1,0.6028412762749586
current_rank1_rerank,BOTH1,ma60_episode,750,002128,23,0.7888995769089764
current_rank1_rerank,BOTH1,ma60_episode,750,002152,4,0.9257361356683141
current_rank1_rerank,BOTH1,ma60_episode,750,002304,4,1.4374387064864504
current_rank1_rerank,BOTH1,ma60_episode,750,002466,4,1.7517717593093884
current_rank1_rerank,BOTH1,ma60_episode,750,002714,1,9.034423091469238
current_rank1_rerank,BOTH1,ma60_episode,750,002833,2,0.10459557677117604
current_rank1_rerank,BOTH1,ma60_episode,750,600000,2,-0.19819676634804323
current_rank1_rerank,BOTH1,ma60_episode,750,600016,1,-0.34641723204769104
current_rank1_rerank,BOTH1,ma60_episode,750,600031,3,0.38564333400806383
current_rank1_rerank,BOTH1,ma60_episode,750,600066,9,1.0019544379584584
current_rank1_rerank,BOTH1,ma60_episode,750,600176,2,0.3785152854354859
current_rank1_rerank,BOTH1,ma60_episode,750,600188,4,0.20213038436828656
current_rank1_rerank,BOTH1,ma60_episode,750,600309,15,1.0527519328033388
current_rank1_rerank,BOTH1,ma60_episode,750,600519,3,2.1240252993979043
current_rank1_rerank,BOTH1,ma60_episode,750,600566,1,0.33537793429607365
current_rank1_rerank,BOTH1,ma60_episode,750,600585,26,0.21042976380999578
current_rank1_rerank,BOTH1,ma60_episode,750,600660,7,1.186901170151378
current_rank1_rerank,BOTH1,ma60_episode,750,600690,1,1.0824093651191768
current_rank1_rerank,BOTH1,ma60_episode,750,600750,2,1.591104314239033
current_rank1_rerank,BOTH1,ma60_episode,750,600897,8,0.5706485530504888
current_rank1_rerank,BOTH1,ma60_episode,750,600919,1,0.80802242438368
current_rank1_rerank,BOTH1,ma60_episode,750,600938,3,1.1395955178794903
current_rank1_rerank,BOTH1,ma60_episode,750,601009,1,0.3771246150378149
current_rank1_rerank,BOTH1,ma60_episode,750,601077,2,1.3296473515338016
current_rank1_rerank,BOTH1,ma60_episode,750,601088,24,0.4773242010901354
current_rank1_rerank,BOTH1,ma60_episode,750,601169,5,0.5790884299164267
current_rank1_rerank,BOTH1,ma60_episode,750,601225,10,1.26880895206029
current_rank1_rerank,BOTH1,ma60_episode,750,601288,6,1.9356410562056763
current_rank1_rerank,BOTH1,ma60_episode,750,601328,8,0.8423699796379085
current_rank1_rerank,BOTH1,ma60_episode,750,601398,3,0.2892470221817858
current_rank1_rerank,BOTH1,ma60_episode,750,601818,3,0.2529429033672175
current_rank1_rerank,BOTH1,ma60_episode,750,601825,2,0.9089879983857813
current_rank1_rerank,BOTH1,ma60_episode,750,601857,2,-0.15047229280104585
current_rank1_rerank,BOTH1,ma60_episode,750,601916,1,0.17971784439825678
current_rank1_rerank,BOTH1,ma60_episode,750,601939,3,0.27810955845315655
current_rank1_rerank,BOTH1,ma60_episode,750,601988,6,0.9390454982571161
current_rank1_rerank,BOTH1,ma60_episode,750,601998,2,0.8336586360813337
current_rank1_rerank,BOTH1,ma60_episode,750,603156,1,0.6896589069838015
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,000001,1,0.16373614812729542
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,000333,3,0.47556647556647547
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,000338,8,0.2385566580445474
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,000423,1,0.1678951307950245
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,000568,1,0.15304347826086961
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,000651,6,0.15476830589692592
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,000661,1,-0.12420775040432841
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,000792,4,-0.18992072739119792
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,000858,1,0.42617755913380395
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,000933,5,0.04978354978354971
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,002001,1,-0.2055818727696508
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,002024,1,0.07906295754026371
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,002128,9,0.26687050345593644
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,002152,1,0.284110417331328
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,002236,1,0.10513995116932806
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,002304,2,0.3817751238177134
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,002466,4,0.15755862997862624
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,002532,1,0.96729111540771
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,002714,1,0.6904270359882501
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,002833,1,0.08695324925223691
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,002841,1,0.24612912212938753
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,300059,1,1.0688928829548483
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,600000,1,-0.13063960918497763
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,600016,1,-0.05469519443029369
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,600031,2,-0.05816401002628291
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,600036,1,0.4058307424525973
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,600066,4,0.21844449661507914
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,600176,3,0.2971829612941499
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,600188,2,-0.06226897467064685
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,600309,7,0.2064459930313589
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,600519,2,0.43693983840130934
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,600566,1,-0.16009683007510156
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,600585,8,0.16786763714947905
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,600660,3,0.09313047319938916
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,600690,1,0.6056943385032634
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,600750,1,0.3052891770077564
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,600897,4,-0.041942172541532874
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,600919,2,0.23961231466144783
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,600938,3,0.32870981844048885
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,600970,1,0.1021106798656839
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,601009,3,0.19249077589859542
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,601077,1,0.06298070537043388
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,601088,8,0.3506797775694446
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,601166,1,0.3990061805712408
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,601169,3,0.2991489443856481
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,601187,1,0.3261359040239875
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,601225,5,0.48329811882601925
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,601229,1,0.3448591785103057
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,601288,3,0.32418869096934544
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,601328,4,0.1330811787213101
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,601398,3,0.24412305993171612
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,601658,1,-0.015717568947906102
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,601818,3,0.026103204439670735
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,601825,3,0.27828198148006367
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,601838,2,0.14586124438480186
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,601857,1,0.0834507630280219
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,601916,1,0.06328454154541108
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,601939,4,0.08457876956219634
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,601988,4,0.40440341439425664
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,601998,1,0.17746087162342072
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,603156,1,0.19811593415548412
current_rank1_rerank,BOTH1,ma60_nonoverlap,250,603993,1,1.5578202282815474
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,000333,2,1.814796142504104
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,000338,4,0.9761302178449701
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,000423,1,0.14121791635147996
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,000568,1,2.123812220172876
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,000651,3,1.537463514717675
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,000792,2,-0.4562361032210943
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,000858,1,2.488412378052545
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,000933,1,-0.19439061828452142
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,002001,1,0.41621703076120165
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,002024,1,0.6028412762749586
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,002128,4,0.4385690488749321
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,002152,1,0.8251902803734186
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,002304,1,1.5934739527066224
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,002466,1,1.6948798577891444
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,002714,1,9.034423091469238
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,002833,1,0.191393998790236
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,600000,1,-0.1856108233102416
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,600016,1,-0.34641723204769104
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,600031,1,-0.2146257220035137
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,600066,2,0.6425904848587891
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,600176,1,0.9632694447489984
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,600188,1,0.18148972288396203
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,600309,4,1.1113685429757454
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,600519,1,2.1240252993979043
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,600566,1,0.33537793429607365
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,600585,3,0.62210590429431
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,600660,2,0.9881202217623202
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,600690,1,1.0824093651191768
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,600750,1,1.8674839278563633
current_rank1_rerank,BOTH1,ma60_nonoverlap,750,600897,2,0.5757263931603873
