group,arm,metric,level_median,paired_delta_median,positive_starts,finite_delta_starts
full,BOTH1,滚动10年年化中位,0.38858859484518027,-0.06404025452066298,1,14
full,BOTH1,滚动10年窗口数,42.0,0.0,0,14
full,BOTH1,逐年收益中位,0.4069317384505903,-0.008356032696699378,6,14
full,BOTH1,逐年为正比例,0.7303030303030302,-0.07179487179487187,0,14
full,BOTH1,逐年最差,-0.23333684716723058,-0.052483387150834726,3,14
full,BOTH1,完整自然年数,12.5,0.0,0,14
full,BOTH1,强平次数,0.0,0.0,0,14
full,BOTH1,最低担保比例,1.7862706598289868,-0.08076153805650299,2,14
full,BOTH1,最低股票同跌缓冲,0.272226750670385,-0.031590987057934505,2,14
full,BOTH1,最低总资产冲击缓冲,0.27222675067038493,-0.03159098705793456,2,14
full,BOTH1,rf覆盖率,1.0,0.0,0,14
full,BOTH1,年化_交易日口径,0.3963464443604279,-0.054730015743127414,0,14
full,BOTH1,最低担保比例日,20211116.0,10793.0,11,14
full,BOTH1,最低股票同跌缓冲日,20211116.0,10793.0,11,14
full,BOTH1,滚动5年年化最差窗口末日,20190878.5,0.0,3,14
full,BOTH1,最大回撤起日,20150917.0,0.0,4,14
full,BOTH1,最大回撤止日,20160616.0,1.5,7,14
full,BOTH1,末次净值日,20260828.0,0.0,0,14
full,BOTH1,最低现金,0.0,5.684341886080802e-14,7,14
full,BOTH1,负现金日数,0.0,0.0,0,14
full,BOTH1,最低现金日,20145816.5,-9997.0,5,14
full,BOTH1,滚动5年窗口年化,,-0.0651677843,0,14
full,BOTH2,年化,0.39665996104321977,-0.05098988984472941,0,14
full,BOTH2,最大回撤,0.4834851748314633,0.02047202962908834,10,14
full,BOTH2,Sharpe,0.9202310907528716,-0.08986652640733162,0,14
full,BOTH2,Calmar,0.8160693732502509,-0.14378375083093964,1,14
full,BOTH2,平均仓位,1.5630806556129422,-0.01858453953053918,1,14
full,BOTH2,年均换手,4.8775331294310025,-1.5252511224815,0,14
full,BOTH2,持仓数中位,8.0,1.0,14,14
full,BOTH2,单票权重中位,0.6120465123354719,-0.01794225159996099,0,14
full,BOTH2,单票权重P90,0.7261993634555811,-0.003954892076296901,6,14
full,BOTH2,单票权重最大,0.9203959359635145,-0.020056167313546758,4,14
full,BOTH2,前三权重中位,1.3067819620031986,-0.12263620030405131,0,14
full,BOTH2,单票超60%天数占比,0.5776027588155344,-0.12794447756063354,0,14
full,BOTH2,滚动3年年化中位,0.41294778867882476,-0.05520226226502123,3,14
full,BOTH2,滚动3年回撤中位,0.46024936490687723,0.02847171293172568,12,14
full,BOTH2,滚动3年Calmar中位,0.9360457466547569,-0.2087932527657015,1,14
full,BOTH2,滚动3年Sharpe中位,0.91438671915796,-0.08223890905047454,2,14
full,BOTH2,滚动3年为负的窗口占比,0.0,0.0,3,14
full,BOTH2,滚动5年年化中位,0.4153560344380153,-0.052478135742308085,1,14
full,BOTH2,滚动5年年化P25,0.35325951056150007,-0.05015232582531892,2,14
full,BOTH2,滚动5年年化最差,0.1921664802094103,-0.05362472993181411,1,14
full,BOTH2,滚动5年回撤中位,0.47347580105777365,0.0169633244585653,13,14
full,BOTH2,滚动5年Calmar中位,0.8778113560961731,-0.19739326866770918,0,14
full,BOTH2,滚动5年Sharpe中位,0.9202892531158937,-0.09315777236969935,0,14
full,BOTH2,滚动5年为负的窗口占比,0.0,0.0,1,14
full,BOTH2,滚动5年窗口数,102.0,0.0,0,14
full,BOTH2,互不重叠5年块中位,0.5019290229036198,-0.07962033469809515,1,14
full,BOTH2,滚动10年年化中位,0.3935817791087499,-0.05840975161067263,1,14
full,BOTH2,滚动10年窗口数,42.0,0.0,0,14
full,BOTH2,逐年收益中位,0.39839272956673916,-0.009318401850523905,5,14
full,BOTH2,逐年为正比例,0.75,-0.0357142857142857,0,14
full,BOTH2,逐年最差,-0.2438827389921272,-0.06116113375134408,2,14
full,BOTH2,完整自然年数,12.5,0.0,0,14
full,BOTH2,强平次数,0.0,0.0,0,14
full,BOTH2,最低担保比例,1.7864292675013613,-0.07918555735131083,4,14
full,BOTH2,最低股票同跌缓冲,0.27229135715344266,-0.031021717768179913,4,14
full,BOTH2,最低总资产冲击缓冲,0.2722913571534427,-0.031021717768179913,4,14
full,BOTH2,rf覆盖率,1.0,0.0,0,14
full,BOTH2,年化_交易日口径,0.39777822963975296,-0.05120649028056512,0,14
full,BOTH2,最低担保比例日,20211116.0,10793.0,12,14
full,BOTH2,最低股票同跌缓冲日,20211116.0,10793.0,12,14
full,BOTH2,滚动5年年化最差窗口末日,20181228.0,0.0,2,14
full,BOTH2,最大回撤起日,20151225.0,0.0,4,14
full,BOTH2,最大回撤止日,20160613.0,-10.0,6,14
full,BOTH2,末次净值日,20260828.0,0.0,0,14
full,BOTH2,最低现金,0.0,0.0,6,14
full,BOTH2,负现金日数,0.0,0.0,0,14
full,BOTH2,最低现金日,20140810.5,0.5,7,14
full,BOTH2,滚动5年窗口年化,,-0.05865689099999999,1,14
full,BOTH3,年化,0.3974262130600711,-0.052039728647518047,0,14
full,BOTH3,最大回撤,0.4834521980246171,0.01461809817119003,9,14
full,BOTH3,Sharpe,0.9206550888135876,-0.09993369050905859,0,14
full,BOTH3,Calmar,0.8217930671924714,-0.1290369548405319,0,14
full,BOTH3,平均仓位,1.561572109455895,-0.018774292647609103,1,14
full,BOTH3,年均换手,4.923147759504466,-1.4037041634949268,0,14
full,BOTH3,持仓数中位,8.0,1.0,13,14
full,BOTH3,单票权重中位,0.6103864721646495,-0.019001373165777824,0,14
full,BOTH3,单票权重P90,0.7208944261443471,-0.007904392929002413,6,14
full,BOTH3,单票权重最大,0.9206842471451329,-0.03600363980304727,3,14
full,BOTH3,前三权重中位,1.3264420512590709,-0.09082891361689971,0,14
full,BOTH3,单票超60%天数占比,0.5745983567752477,-0.12342843764534911,0,14
full,BOTH3,滚动3年年化中位,0.4082589884246631,-0.05117863005564893,1,14
full,BOTH3,滚动3年回撤中位,0.4502852866486312,0.028752123167968324,12,14
full,BOTH3,滚动3年Calmar中位,0.8852053547453078,-0.1888064412539523,1,14
full,BOTH3,滚动3年Sharpe中位,0.9113597977996662,-0.09327315095901018,2,14
full,BOTH3,滚动3年为负的窗口占比,0.0,0.0,2,14
full,BOTH3,滚动5年年化中位,0.40940007364618913,-0.05778957431414811,2,14
full,BOTH3,滚动5年年化P25,0.34520033108939485,-0.05920410973236212,1,14
full,BOTH3,滚动5年年化最差,0.2035118759921647,-0.04431819359106126,0,14
full,BOTH3,滚动5年回撤中位,0.4683591845247389,0.012850242322378136,11,14
full,BOTH3,滚动5年Calmar中位,0.8708346515465052,-0.18333995673798337,0,14
full,BOTH3,滚动5年Sharpe中位,0.9171815971040902,-0.09397731979566015,2,14
full,BOTH3,滚动5年为负的窗口占比,0.0,0.0,1,14
full,BOTH3,滚动5年窗口数,102.0,0.0,0,14
full,BOTH3,互不重叠5年块中位,0.5078231250309455,-0.09127590657174461,1,14
full,BOTH3,滚动10年年化中位,0.38621494694927294,-0.04936340058155131,1,14
full,BOTH3,滚动10年窗口数,42.0,0.0,0,14
full,BOTH3,逐年收益中位,0.421480684836655,0.03108690855666829,9,14
full,BOTH3,逐年为正比例,0.7416666666666667,0.0,0,14
full,BOTH3,逐年最差,-0.24785710607509542,-0.07241987987452153,2,14
full,BOTH3,完整自然年数,12.5,0.0,0,14
full,BOTH3,强平次数,0.0,0.0,0,14
full,BOTH3,最低担保比例,1.8496842170828263,-0.012680682951698774,6,14
full,BOTH3,最低股票同跌缓冲,0.2971773262075719,-0.004787521524305116,6,14
full,BOTH3,最低总资产冲击缓冲,0.29717732620757187,-0.004787521524305227,6,14
full,BOTH3,rf覆盖率,1.0,0.0,0,14
full,BOTH3,年化_交易日口径,0.3985471773312954,-0.05229291240500822,0,14
full,BOTH3,最低担保比例日,20211116.0,10793.0,11,14
full,BOTH3,最低股票同跌缓冲日,20211116.0,10793.0,11,14
full,BOTH3,滚动5年年化最差窗口末日,20181228.0,0.0,2,14
full,BOTH3,最大回撤起日,20151225.0,0.0,4,14
full,BOTH3,最大回撤止日,20160616.0,0.0,6,14
full,BOTH3,末次净值日,20260828.0,0.0,0,14
full,BOTH3,最低现金,0.0,5.684341886080802e-14,7,14
full,BOTH3,负现金日数,0.0,0.0,0,14
full,BOTH3,最低现金日,20131068.0,-10203.5,5,14
full,BOTH3,滚动5年窗口年化,,-0.04907829375,2,14
full,MA20_1,年化,0.4185372623232605,-0.03747484614415553,1,14
full,MA20_1,最大回撤,0.4725706524926058,0.0102556309702716,8,14
full,MA20_1,Sharpe,0.9563392341713555,-0.06021669455088691,0,14
full,MA20_1,Calmar,0.8658884658551196,-0.09226103883832604,2,14
full,MA20_1,平均仓位,1.5712047080745033,-0.000161392795148374,6,14
full,MA20_1,年均换手,5.983855993186554,-0.5400654839754031,1,14
full,MA20_1,持仓数中位,8.0,1.0,14,14
full,MA20_1,单票权重中位,0.6117376781764894,-0.015542422262147748,0,14
full,MA20_1,单票权重P90,0.70899293008821,-0.010002138740987432,6,14
full,MA20_1,单票权重最大,0.9158285095632654,0.00700403104452807,7,14
full,MA20_1,前三权重中位,1.3338826214694184,-0.08764643908837244,0,14
full,MA20_1,单票超60%天数占比,0.5684863379281639,-0.12558718418067794,0,14
full,MA20_1,滚动3年年化中位,0.4468294869609195,-0.014482059702424777,4,14
full,MA20_1,滚动3年回撤中位,0.4388926646272407,0.01182120870900949,9,14
full,MA20_1,滚动3年Calmar中位,1.034401523054515,-0.06347506528036462,2,14
full,MA20_1,滚动3年Sharpe中位,0.9884271257902596,-0.025432239993408823,4,14
full,MA20_1,滚动3年为负的窗口占比,0.0,0.0,3,14
full,MA20_1,滚动5年年化中位,0.44461499028762697,-0.011106636136272718,5,14
full,MA20_1,滚动5年年化P25,0.39063987066316397,-0.021938842914756007,3,14
full,MA20_1,滚动5年年化最差,0.2152377855973393,-0.036296776432592326,2,14
full,MA20_1,滚动5年回撤中位,0.46260918562809916,0.014036268997928758,9,14
full,MA20_1,滚动5年Calmar中位,0.9836275689466524,-0.06990487283549368,0,14
full,MA20_1,滚动5年Sharpe中位,0.9796088621285488,-0.025694539313605214,0,14
full,MA20_1,滚动5年为负的窗口占比,0.0,0.0,1,14
full,MA20_1,滚动5年窗口数,102.0,0.0,0,14
full,MA20_1,互不重叠5年块中位,0.55847917413941,-0.04449182397504492,3,14
full,MA20_1,滚动10年年化中位,0.42471252122815484,-0.01940559270087272,3,14
full,MA20_1,滚动10年窗口数,42.0,0.0,0,14
full,MA20_1,逐年收益中位,0.4044156772205385,0.024508656844276278,9,14
full,MA20_1,逐年为正比例,0.8,0.0,0,14
full,MA20_1,逐年最差,-0.1734368074865188,-0.0011433122834691445,7,14
full,MA20_1,完整自然年数,12.5,0.0,0,14
full,MA20_1,强平次数,0.0,0.0,0,14
full,MA20_1,最低担保比例,1.8071100157467535,-0.0647175613157499,2,14
full,MA20_1,最低股票同跌缓冲,0.28061891115506665,-0.02505260645034102,2,14
full,MA20_1,最低总资产冲击缓冲,0.28061891115506665,-0.02505260645034102,2,14
full,MA20_1,rf覆盖率,1.0,0.0,0,14
full,MA20_1,年化_交易日口径,0.42016531990369277,-0.037626167965540636,1,14
full,MA20_1,最低担保比例日,20211116.0,10793.0,14,14
full,MA20_1,最低股票同跌缓冲日,20211116.0,10793.0,14,14
full,MA20_1,滚动5年年化最差窗口末日,20181228.0,0.0,2,14
full,MA20_1,最大回撤起日,20210922.0,0.0,5,14
full,MA20_1,最大回撤止日,20211116.0,4894.5,8,14
full,MA20_1,末次净值日,20260828.0,0.0,0,14
full,MA20_1,最低现金,-5.820766091346741e-11,-5.4001247917767614e-12,3,14
full,MA20_1,负现金日数,0.0,0.0,0,14
full,MA20_1,最低现金日,20190613.0,9290.0,9,14
full,MA20_1,滚动5年窗口年化,,-0.023606293269999995,3,14
full,MA60_1,年化,0.4856836914747188,0.03140118803362513,9,14
full,MA60_1,最大回撤,0.46449793273703954,0.006483456589246095,10,14
full,MA60_1,Sharpe,1.0574677372143588,0.04006018126427818,9,14
full,MA60_1,Calmar,1.0214356678109104,0.06275917824722438,9,14
full,MA60_1,平均仓位,1.5729462017940987,-0.005980615875304185,2,14
full,MA60_1,年均换手,5.867657188552022,-0.42127209727290316,2,14
full,MA60_1,持仓数中位,7.0,0.5,7,14
full,MA60_1,单票权重中位,0.6193440056050814,-0.007980709917770668,0,14
full,MA60_1,单票权重P90,0.7298712432739598,0.004238527121703084,8,14
full,MA60_1,单票权重最大,0.8644970275007584,-0.013798924502867516,1,14
full,MA60_1,前三权重中位,1.38696089643197,-0.036899437457063144,2,14
full,MA60_1,单票超60%天数占比,0.6135216515391114,-0.08188630682614334,0,14
full,MA60_1,滚动3年年化中位,0.49609637446115407,0.04842549845431743,9,14
full,MA60_1,滚动3年回撤中位,0.4409425081653704,0.011128455983699603,9,14
full,MA60_1,滚动3年Calmar中位,1.110521836918754,0.020719796439516824,9,14
full,MA60_1,滚动3年Sharpe中位,1.0315786326595986,0.045181483630974684,9,14
full,MA60_1,滚动3年为负的窗口占比,0.0,0.0,0,14
full,MA60_1,滚动5年年化中位,0.5113638700554842,0.05744796932295415,9,14
full,MA60_1,滚动5年年化P25,0.43486759719101453,0.04938027232799369,9,14
full,MA60_1,滚动5年年化最差,0.3024462033246429,0.007078211364040854,7,14
full,MA60_1,滚动5年回撤中位,0.46312774513550875,0.009909537359219345,13,14
full,MA60_1,滚动5年Calmar中位,1.1156947536945054,0.07723568712692797,9,14
full,MA60_1,滚动5年Sharpe中位,1.0496469647803508,0.07465884668582234,9,14
full,MA60_1,滚动5年为负的窗口占比,0.0,0.0,0,14
full,MA60_1,滚动5年窗口数,102.0,0.0,0,14
full,MA60_1,互不重叠5年块中位,0.6233065089310417,0.05390280644380285,9,14
full,MA60_1,滚动10年年化中位,0.4965381306511857,0.05757338997640049,9,14
full,MA60_1,滚动10年窗口数,42.0,0.0,0,14
full,MA60_1,逐年收益中位,0.39257425311989,-0.012077054425874478,5,14
full,MA60_1,逐年为正比例,0.8,0.0,3,14
full,MA60_1,逐年最差,-0.1787184451955574,-0.003582517622361725,5,14
full,MA60_1,完整自然年数,12.5,0.0,0,14
full,MA60_1,强平次数,0.0,0.0,0,14
full,MA60_1,最低担保比例,1.8662595572018235,-0.0034119802199051863,5,14
full,MA60_1,最低股票同跌缓冲,0.30341946891571603,-0.0012701553809349175,5,14
full,MA60_1,最低总资产冲击缓冲,0.30341946891571603,-0.0012701553809350008,5,14
full,MA60_1,rf覆盖率,1.0,0.0,0,14
full,MA60_1,年化_交易日口径,0.4871809535521875,0.03154078662495685,9,14
full,MA60_1,最低担保比例日,20200323.0,0.0,4,14
full,MA60_1,最低股票同跌缓冲日,20200323.0,0.0,4,14
full,MA60_1,滚动5年年化最差窗口末日,20181228.0,0.0,2,14
full,MA60_1,最大回撤起日,20210922.0,0.0,4,14
full,MA60_1,最大回撤止日,20211116.0,0.0,6,14
full,MA60_1,末次净值日,20260828.0,0.0,0,14
full,MA60_1,最低现金,0.0,0.0,5,14
full,MA60_1,负现金日数,0.0,0.0,0,14
full,MA60_1,最低现金日,20155822.0,0.5,7,14
full,MA60_1,滚动5年窗口年化,,0.060539873999999994,9,14
A,BASE,年化,0.5301605677326745,0.0,0,14
A,BASE,最大回撤,0.49314129545233976,0.0,0,14
A,BASE,Sharpe,1.2309896750932856,0.0,0,14
A,BASE,Calmar,1.0603253507189805,0.0,0,14
A,BASE,平均仓位,1.5219044615693083,0.0,0,14
A,BASE,年均换手,6.020185427628123,0.0,0,14
A,BASE,持仓数中位,7.0,0.0,0,14
A,BASE,单票权重中位,0.6076141323472106,0.0,0,14
A,BASE,单票权重P90,0.7269144315405276,0.0,0,14
A,BASE,单票权重最大,0.9488366180215176,0.0,0,14
A,BASE,前三权重中位,1.3478894861414554,0.0,0,14
A,BASE,单票超60%天数占比,0.5707435123278091,0.0,0,14
A,BASE,滚动3年年化中位,0.511291437612729,0.0,0,14
A,BASE,滚动3年回撤中位,0.42398574780519893,0.0,0,14
A,BASE,滚动3年Calmar中位,1.2561674613811165,0.0,0,14
A,BASE,滚动3年Sharpe中位,1.237940395127704,0.0,0,14
A,BASE,滚动3年为负的窗口占比,0.0,0.0,0,14
A,BASE,滚动5年年化中位,0.5716653046477205,0.0,0,14
A,BASE,滚动5年年化P25,0.43436554416586903,0.0,0,14
A,BASE,滚动5年年化最差,0.23382835234387345,0.0,0,14
A,BASE,滚动5年回撤中位,0.4830393239086479,0.0,0,14
A,BASE,滚动5年Calmar中位,1.2567913433819629,0.0,0,14
A,BASE,滚动5年Sharpe中位,1.268716429323603,0.0,0,14
A,BASE,滚动5年为负的窗口占比,0.0,0.0,0,14
A,BASE,滚动5年窗口数,102.0,0.0,0,14
A,BASE,互不重叠5年块中位,0.6966481676396314,0.0,0,14
A,BASE,滚动10年年化中位,0.5113962780873971,0.0,0,14
A,BASE,滚动10年窗口数,42.0,0.0,0,14
A,BASE,逐年收益中位,0.4774041236864266,0.0,0,14
A,BASE,逐年为正比例,0.8,0.0,0,14
A,BASE,逐年最差,-0.2543462186178137,0.0,0,14
A,BASE,完整自然年数,12.5,0.0,0,14
A,BASE,强平次数,0.0,0.0,0,14
A,BASE,最低担保比例,1.8734680873963214,0.0,0,14
A,BASE,最低股票同跌缓冲,0.30608146667694347,0.0,0,14
A,BASE,最低总资产冲击缓冲,0.3060814666769435,0.0,0,14
A,BASE,rf覆盖率,1.0,0.0,0,14
A,BASE,年化_交易日口径,0.531818112701841,0.0,0,14
A,BASE,最低担保比例日,20200323.0,0.0,0,14
A,BASE,最低股票同跌缓冲日,20200323.0,0.0,0,14
A,BASE,滚动5年年化最差窗口末日,20190779.5,0.0,0,14
A,BASE,最大回撤起日,20180730.0,0.0,0,14
A,BASE,最大回撤止日,20190103.0,0.0,0,14
A,BASE,末次净值日,20260828.0,0.0,0,14
A,BASE,最低现金,-4.547473508864641e-12,0.0,0,14
A,BASE,负现金日数,0.0,0.0,0,14
A,BASE,最低现金日,20155919.0,0.0,0,14
A,BASE,滚动5年窗口年化,,0.0,0,14
A,BOTH1,年化,0.460528268951237,-0.0812588598752747,0,14
A,BOTH1,最大回撤,0.5052184983768994,0.008016483297192123,8,14
A,BOTH1,Sharpe,1.117612503630355,-0.13144713458204405,0,14
A,BOTH1,Calmar,0.9258674298833411,-0.16260516657175927,0,14
A,BOTH1,平均仓位,1.4802562767744747,-0.04125343850383689,0,14
A,BOTH1,年均换手,5.84686918456984,-0.22923254538654625,6,14
A,BOTH1,持仓数中位,8.0,1.0,14,14
A,BOTH1,单票权重中位,0.5890757282892316,-0.0163469245582315,2,14
A,BOTH1,单票权重P90,0.6974515517952463,-0.025925264094120215,0,14
A,BOTH1,单票权重最大,0.875164627570223,-0.07088685902529018,0,14
A,BOTH1,前三权重中位,1.232975842235646,-0.12606222354949004,0,14
A,BOTH1,单票超60%天数占比,0.44428316095993575,-0.10105208117700859,1,14
A,BOTH1,滚动3年年化中位,0.42463428321861807,-0.07469998073443584,0,14
A,BOTH1,滚动3年回撤中位,0.40490819169790965,-0.019995249562162754,3,14
A,BOTH1,滚动3年Calmar中位,1.109993268933541,-0.17150971791067626,0,14
A,BOTH1,滚动3年Sharpe中位,1.0651771358931013,-0.15672356597407866,0,14
A,BOTH1,滚动3年为负的窗口占比,0.0,0.0,1,14
A,BOTH1,滚动5年年化中位,0.44663412923920043,-0.12812531620309975,0,14
A,BOTH1,滚动5年年化P25,0.3642538154099193,-0.07068592758418124,0,14
A,BOTH1,滚动5年年化最差,0.20837750948686462,-0.01430027898770636,2,14
A,BOTH1,滚动5年回撤中位,0.4282659065193656,-0.04856044685491212,1,14
A,BOTH1,滚动5年Calmar中位,0.9929951127646155,-0.19282179933941596,0,14
A,BOTH1,滚动5年Sharpe中位,1.076700836371361,-0.1922339852398871,0,14
A,BOTH1,滚动5年为负的窗口占比,0.0,0.0,0,14
A,BOTH1,滚动5年窗口数,102.0,0.0,0,14
A,BOTH1,互不重叠5年块中位,0.5780018059925504,-0.11562339987951153,0,14
A,BOTH1,滚动10年年化中位,0.42041910083827927,-0.09053262604558132,0,14
A,BOTH1,滚动10年窗口数,42.0,0.0,0,14
A,BOTH1,逐年收益中位,0.43212239729439766,-0.04758595023744222,3,14
A,BOTH1,逐年为正比例,0.8,0.0,0,14
A,BOTH1,逐年最差,-0.27291248795704004,-0.008463071863991367,5,14
A,BOTH1,完整自然年数,12.5,0.0,0,14
A,BOTH1,强平次数,0.0,0.0,0,14
A,BOTH1,最低担保比例,1.8572998235688882,-0.016132994684719515,0,14
A,BOTH1,最低股票同跌缓冲,0.3000591592681092,-0.005977664641432318,0,14
A,BOTH1,最低总资产冲击缓冲,0.3000591592681092,-0.00597766464143229,0,14
A,BOTH1,rf覆盖率,1.0,0.0,0,14
A,BOTH1,年化_交易日口径,0.46229013716209133,-0.08161167495353472,0,14
A,BOTH1,最低担保比例日,20200323.0,0.0,0,14
A,BOTH1,最低股票同跌缓冲日,20200323.0,0.0,0,14
A,BOTH1,滚动5年年化最差窗口末日,20200430.0,0.0,5,14
A,BOTH1,最大回撤起日,20150422.0,-30308.0,1,14
A,BOTH1,最大回撤止日,20160510.0,-29593.0,1,14
A,BOTH1,末次净值日,20260828.0,0.0,0,14
A,BOTH1,最低现金,0.0,0.0,5,14
A,BOTH1,负现金日数,0.0,0.0,0,14
A,BOTH1,最低现金日,20136114.0,6.5,8,14
A,BOTH1,滚动5年窗口年化,,-0.12283510019999996,0,14
A,BOTH2,年化,0.45168396566615376,-0.08072757156508459,0,14
A,BOTH2,最大回撤,0.5121777082193566,0.012712865391908967,10,14
A,BOTH2,Sharpe,1.1081694007059126,-0.12310869398085889,0,14
A,BOTH2,Calmar,0.8878764230330205,-0.1823783204234798,0,14
A,BOTH2,平均仓位,1.4829915533070288,-0.0345608474473843,0,14
A,BOTH2,年均换手,5.555138268071511,-0.5271680056443828,5,14
A,BOTH2,持仓数中位,8.0,1.0,13,14
A,BOTH2,单票权重中位,0.5983570938065952,-0.00820245272698683,0,14
A,BOTH2,单票权重P90,0.7009854713820831,-0.029059301363813184,0,14
A,BOTH2,单票权重最大,0.79861120970691,-0.14947882681957608,0,14
A,BOTH2,前三权重中位,1.2373231327462204,-0.1066422323059828,0,14
A,BOTH2,单票超60%天数占比,0.49377724836212034,-0.08367393761256378,0,14
A,BOTH2,滚动3年年化中位,0.42777226307538063,-0.08119864548346112,0,14
A,BOTH2,滚动3年回撤中位,0.4050279410699602,-0.01170999912560755,2,14
A,BOTH2,滚动3年Calmar中位,1.0347289923401544,-0.22783025616367591,1,14
A,BOTH2,滚动3年Sharpe中位,1.0578063609758197,-0.16759361402577544,0,14
A,BOTH2,滚动3年为负的窗口占比,0.0,0.0,1,14
