group,arm,year,signal_days,company_days,selected_company_days,weighted_share,daily_share_min,daily_share_median,daily_share_max,cutoff_min,cutoff_p10,cutoff_median,cutoff_p90,cutoff_max,days_cutoff_above_base,execution_members_and_price,potential_new_entry_company_days,potential_addon_company_days
full,PCT23OP09,2021,243,35534,8047,0.22645916586930825,0.2236842105263158,0.22556390977443608,0.22962962962962963,1.1336,1.2045,1.2886,1.3785800000000001,1.5091,243,8045,1401,2816
full,PCT24OP09,2021,243,35534,8362,0.23532391512354364,0.23308270676691728,0.23529411764705882,0.24,1.1739,1.22344,1.3107,1.43198,1.5245,243,8360,1470,2945
full,BASE,2022,242,41392,8272,0.19984538074990335,0.13725490196078433,0.2,0.2777777777777778,1.0454,1.0454,1.0454,1.0454,1.0454,0,8270,1629,3341
full,FIX110FR09,2022,242,41392,9120,0.22033243138770778,0.1437908496732026,0.21910112359550563,0.29444444444444445,1.1,1.1,1.1,1.1,1.1,242,9118,1770,3616
full,PCT16OP09,2022,242,41392,6468,0.1562620796289138,0.15555555555555556,0.1564245810055866,0.15789473684210525,0.7886,0.87032,0.94055,1.09625,1.135,40,6466,1385,2842
full,PCT17OP09,2022,242,41392,6944,0.16776188635485118,0.16447368421052633,0.16759776536312848,0.16993464052287582,0.8228,0.88039,0.9534,1.1187,1.1699,43,6942,1479,3017
full,PCT18OP09,2022,242,41392,7359,0.17778797835330498,0.17532467532467533,0.17777777777777778,0.1797752808988764,0.8355,0.88766,0.976,1.1276,1.209,50,7357,1558,3158
full,PCT19OP09,2022,242,41392,7824,0.18902203324313877,0.18421052631578946,0.1895424836601307,0.18994413407821228,0.8424,0.91606,1.00715,1.16314,1.2288,80,7822,1631,3305
full,PCT20OP09,2022,242,41392,8170,0.19738113645148822,0.19480519480519481,0.19607843137254902,0.2,0.8581,0.93097,1.029,1.1781400000000002,1.2555,99,8168,1685,3410
full,PCT21OP09,2022,242,41392,8561,0.20682740626207963,0.20394736842105263,0.20670391061452514,0.20915032679738563,0.8594,0.94253,1.0569,1.20465,1.2866,140,8559,1742,3542
full,PCT22OP09,2022,242,41392,8976,0.21685349826053343,0.21428571428571427,0.21666666666666667,0.21910112359550563,0.8672,0.98,1.0856,1.22186,1.3206,170,8974,1833,3707
full,PCT23OP09,2022,242,41392,9441,0.22808755315036722,0.2236842105263158,0.22875816993464052,0.22905027932960895,0.896,1.0087899999999999,1.1106,1.2493,1.325,186,9439,1927,3886
full,PCT24OP09,2022,242,41392,9787,0.23644665635871667,0.23376623376623376,0.23529411764705882,0.2388888888888889,0.9076,1.02802,1.1301,1.2587400000000002,1.3459,208,9783,1992,4022
full,BASE,2023,242,45525,10091,0.22165842943437672,0.16666666666666666,0.21666666666666667,0.2760416666666667,1.0454,1.0454,1.0454,1.0454,1.0454,0,10087,2862,5108
full,FIX110FR09,2023,242,45525,11147,0.24485447556287754,0.19444444444444445,0.24479166666666666,0.28125,1.1,1.1,1.1,1.1,1.1,242,11143,3130,5615
full,PCT16OP09,2023,242,45525,7105,0.15606809445359693,0.15469613259668508,0.15625,0.15934065934065933,0.8144,0.8555200000000001,0.9100999999999999,0.95407,1.0,0,7101,2207,3849
full,PCT17OP09,2023,242,45525,7588,0.16667764964305326,0.16483516483516483,0.16666666666666666,0.16759776536312848,0.8379,0.87445,0.9351499999999999,0.9783700000000001,1.0385,0,7584,2354,4097
full,PCT18OP09,2023,242,45525,8072,0.1773091707852828,0.17582417582417584,0.17708333333333334,0.1787709497206704,0.8453,0.88723,0.9566,1.0019500000000001,1.0553,2,8068,2484,4339
full,PCT19OP09,2023,242,45525,8556,0.18794069192751237,0.18681318681318682,0.1875,0.18994413407821228,0.8541,0.91123,0.98195,1.02353,1.0708,6,8552,2614,4569
full,PCT20OP09,2023,242,45525,9038,0.1985282811641955,0.19553072625698323,0.19791666666666666,0.2,0.8678,0.93252,1.0022,1.05475,1.1097,33,9034,2763,4821
full,PCT21OP09,2023,242,45525,9450,0.20757825370675453,0.20555555555555555,0.20833333333333334,0.20994475138121546,0.889,0.95063,1.0180500000000001,1.0742800000000001,1.1114,60,9446,2860,5003
full,PCT22OP09,2023,242,45525,9931,0.21814387699066448,0.2154696132596685,0.21875,0.2198952879581152,0.9046,0.9718300000000001,1.04405,1.09913,1.127,117,9927,2968,5219
full,PCT23OP09,2023,242,45525,10408,0.2286216364634816,0.225130890052356,0.22916666666666666,0.22916666666666666,0.9142,0.9881,1.0648499999999999,1.1234899999999999,1.1988,161,10404,3082,5442
full,PCT24OP09,2023,242,45525,10890,0.23920922570016476,0.2346368715083799,0.23958333333333334,0.23958333333333334,0.9303,0.99673,1.0838999999999999,1.1543400000000001,1.2158,184,10886,3180,5651
full,BASE,2024,242,49569,12727,0.2567532126934173,0.21800947867298578,0.25118483412322273,0.3127962085308057,1.0454,1.0454,1.0454,1.0454,1.0454,0,12724,4741,7487
full,FIX110FR09,2024,242,49569,13440,0.27113720268716335,0.23222748815165878,0.265625,0.33649289099526064,1.1,1.1,1.1,1.1,1.1,242,13436,4946,7870
full,PCT16OP09,2024,242,49569,7757,0.15648893461639332,0.15625,0.15639810426540285,0.1598173515981735,0.752,0.78703,0.83445,0.8854799999999999,0.9187,0,7755,2724,4460
full,PCT17OP09,2024,242,49569,8241,0.1662531017369727,0.16587677725118483,0.16587677725118483,0.1689497716894977,0.757,0.80422,0.8472999999999999,0.898,0.936,0,8239,2953,4823
full,PCT18OP09,2024,242,49569,8725,0.1760172688575521,0.17535545023696683,0.17535545023696683,0.17894736842105263,0.7607,0.8179099999999999,0.8585,0.90567,0.9489,0,8723,3194,5196
full,PCT19OP09,2024,242,49569,9373,0.1890899554156832,0.1872146118721461,0.1895734597156398,0.1895734597156398,0.7841,0.83855,0.877,0.9268200000000001,0.9723,0,9371,3476,5623
full,PCT20OP09,2024,242,49569,9857,0.19885412253626258,0.1963470319634703,0.1990521327014218,0.2,0.7899,0.8477600000000001,0.90295,0.94058,1.0093,0,9855,3682,5923
full,PCT21OP09,2024,242,49569,10322,0.2082349855756622,0.20526315789473684,0.20853080568720378,0.20853080568720378,0.7936,0.86016,0.9137500000000001,0.9525,1.0191,0,10320,3904,6237
full,PCT22OP09,2024,242,49569,10807,0.21801932659525106,0.21578947368421053,0.21800947867298578,0.2191780821917808,0.8069,0.87372,0.9311499999999999,0.97076,1.0435,0,10805,4152,6572
full,PCT23OP09,2024,242,49569,11291,0.22778349371583045,0.22631578947368422,0.22748815165876776,0.22916666666666666,0.8269,0.88832,0.9498,0.9954900000000001,1.0605,1,11289,4347,6847
full,PCT24OP09,2024,242,49569,11775,0.23754766083640985,0.23684210526315788,0.23696682464454977,0.23958333333333334,0.8323,0.89991,0.9791,1.02577,1.12,13,11773,4530,7130
full,BASE,2025,243,52877,12025,0.2274145658793048,0.18099547511312217,0.23529411764705882,0.28708133971291866,1.0454,1.0454,1.0454,1.0454,1.0454,0,12020,4407,7134
full,FIX110FR09,2025,243,52877,13385,0.2531346332053634,0.19457013574660634,0.26066350710900477,0.3157894736842105,1.1,1.1,1.1,1.1,1.1,243,13379,4836,7872
full,PCT16OP09,2025,243,52877,8352,0.15795147228473627,0.15584415584415584,0.1583710407239819,0.1598173515981735,0.7867,0.8117,0.8923,0.94684,0.965,0,8349,2975,4912
full,PCT17OP09,2025,243,52877,8839,0.1671615258051705,0.16587677725118483,0.167420814479638,0.1689497716894977,0.8059,0.8296600000000001,0.9049,0.9682000000000001,0.9961,0,8836,3181,5237
full,PCT18OP09,2025,243,52877,9325,0.17635266751139436,0.17535545023696683,0.17647058823529413,0.1780821917808219,0.8153,0.83996,0.9201,0.98824,1.0301,0,9322,3393,5556
full,PCT19OP09,2025,243,52877,9873,0.18671634169865917,0.18552036199095023,0.18571428571428572,0.1895734597156398,0.8164,0.85546,0.9353,1.02046,1.0722,6,9870,3646,5964
full,PCT20OP09,2025,243,52877,10534,0.19921705089169203,0.19617224880382775,0.19909502262443438,0.2,0.8368,0.86948,0.9608,1.0772,1.1172,74,10530,3904,6369
full,PCT21OP09,2025,243,52877,11020,0.20840819259791593,0.2054794520547945,0.2081447963800905,0.20952380952380953,0.857,0.88068,0.9819,1.09678,1.1289,89,11016,4113,6686
full,PCT22OP09,2025,243,52877,11509,0.21765606974677082,0.215311004784689,0.2171945701357466,0.2191780821917808,0.87,0.91084,0.9984,1.1129,1.1456,93,11505,4266,6938
full,PCT23OP09,2025,243,52877,11998,0.2269039468956257,0.22596153846153846,0.22624434389140272,0.22966507177033493,0.8992,0.9491,1.0158,1.13384,1.161,103,11993,4412,7208
full,PCT24OP09,2025,243,52877,12605,0.23838341812130037,0.23557692307692307,0.23923444976076555,0.2398190045248869,0.9157,0.97142,1.0485,1.1717,1.2244,124,12600,4623,7583
full,BASE,2026,158,33735,6509,0.1929450125981918,0.145985401459854,0.18099547511312217,0.2579185520361991,1.0454,1.0454,1.0454,1.0454,1.0454,0,6479,1253,2222
full,FIX110FR09,2026,158,33735,7259,0.21517711575515044,0.1678832116788321,0.20501245330012452,0.27601809954751133,1.1,1.1,1.1,1.1,1.1,158,7227,1389,2462
full,PCT16OP09,2026,158,33735,5330,0.1579961464354528,0.15328467153284672,0.1583710407239819,0.1598173515981735,0.8471,0.89264,0.97035,1.02874,1.0598,7,5305,1063,1890
full,PCT17OP09,2026,158,33735,5646,0.1673632725655847,0.16589861751152074,0.167420814479638,0.16972477064220184,0.8643,0.9033,0.99265,1.05871,1.0838,30,5619,1153,2028
full,PCT18OP09,2026,158,33735,5953,0.17646361345783312,0.17391304347826086,0.17647058823529413,0.17972350230414746,0.8847,0.92575,1.01805,1.07652,1.1159,62,5926,1226,2143
full,PCT19OP09,2026,158,33735,6318,0.18728323699421964,0.18382352941176472,0.1872146118721461,0.1897810218978102,0.9001,0.9472499999999999,1.05675,1.10078,1.1749,87,6290,1300,2272
full,PCT20OP09,2026,158,33735,6692,0.1983696457684897,0.1956521739130435,0.1981981981981982,0.2,0.9097,0.96372,1.0841500000000002,1.1241,1.1885,100,6662,1360,2397
full,PCT21OP09,2026,158,33735,6994,0.2073217726396917,0.2028985507246377,0.2072072072072072,0.20909090909090908,0.922,0.97623,1.09955,1.1555300000000002,1.1967,108,6964,1402,2506
full,PCT22OP09,2026,158,33735,7321,0.21701496961612568,0.21323529411764705,0.2171945701357466,0.21973094170403587,0.9262,0.99499,1.1205500000000002,1.18835,1.2303,119,7291,1482,2637
full,PCT23OP09,2026,158,33735,7684,0.22777530754409367,0.2246376811594203,0.22727272727272727,0.22972972972972974,0.932,1.0126,1.1493000000000002,1.21691,1.2821,130,7653,1540,2762
full,PCT24OP09,2026,158,33735,8056,0.23880243070994517,0.23357664233576642,0.23873873873873874,0.2398190045248869,0.9608,1.03985,1.1820499999999998,1.24349,1.3051,140,8024,1608,2926
