group,arm,year,signal_days,company_days,selected_company_days,weighted_share,daily_share_min,daily_share_median,daily_share_max,cutoff_min,cutoff_p10,cutoff_median,cutoff_p90,cutoff_max,days_cutoff_above_base,execution_members_and_price,potential_new_entry_company_days,potential_addon_company_days
U4,PCT24OP09,2010,242,11439,2657,0.23227554856193725,0.20689655172413793,0.23255813953488372,0.24,1.539,1.64731,1.99185,2.15729,2.4285,242,2637,681,1242
U4,BASE,2011,244,13162,484,0.03677252697158487,0.0,0.018867924528301886,0.14545454545454545,1.0454,1.0454,1.0454,1.0454,1.0454,0,481,38,93
U4,FIX110FR09,2011,244,13162,559,0.042470749126272606,0.017857142857142856,0.019230769230769232,0.1509433962264151,1.1,1.1,1.1,1.1,1.1,244,555,39,101
U4,PCT16OP09,2011,244,13162,1952,0.14830572861267285,0.14285714285714285,0.14814814814814814,0.16,1.032,1.18793,1.4963000000000002,1.6741000000000001,1.7836,242,1935,308,644
U4,PCT17OP09,2011,244,13162,2169,0.16479258471356936,0.15384615384615385,0.16363636363636364,0.16981132075471697,1.1152,1.21,1.5526499999999999,1.71667,1.8996,244,2151,345,739
U4,PCT18OP09,2011,244,13162,2197,0.16691992098465278,0.16363636363636364,0.16666666666666666,0.18,1.1152,1.21,1.5549,1.72333,1.984,244,2179,352,749
U4,PCT19OP09,2011,244,13162,2413,0.18333080079015346,0.17307692307692307,0.18181818181818182,0.18867924528301888,1.1605,1.21426,1.6287,1.85513,2.041,244,2395,388,810
U4,PCT20OP09,2011,244,13162,2538,0.19282783771463302,0.18518518518518517,0.19230769230769232,0.2,1.1605,1.22092,1.6531,1.8786,2.0462,244,2520,400,844
U4,PCT21OP09,2011,244,13162,2657,0.20186901686673758,0.19230769230769232,0.2,0.20754716981132076,1.1641,1.3273,1.6732,1.92649,2.1381,244,2636,415,880
U4,PCT22OP09,2011,244,13162,2782,0.21136605379121715,0.2037037037037037,0.21153846153846154,0.22,1.1641,1.33068,1.70295,1.9570200000000002,2.2652,244,2760,435,917
U4,PCT23OP09,2011,244,13162,2901,0.22040723294332168,0.21153846153846154,0.21818181818181817,0.22641509433962265,1.2122,1.35767,1.74335,2.0832100000000002,2.2683,244,2879,464,976
U4,PCT24OP09,2011,244,13162,3026,0.22990426986780124,0.2222222222222222,0.23076923076923078,0.24,1.2122,1.3599999999999999,1.7904,2.13328,2.2859,244,3002,476,1016
U4,BASE,2012,243,14568,2213,0.15190829214717189,0.03636363636363636,0.16129032258064516,0.2459016393442623,1.0454,1.0454,1.0454,1.0454,1.0454,0,2200,287,566
U4,FIX110FR09,2012,243,14568,2885,0.1980367929708951,0.07272727272727272,0.21311475409836064,0.27419354838709675,1.1,1.1,1.1,1.1,1.1,243,2866,409,803
U4,PCT16OP09,2012,243,14568,2194,0.15060406370126303,0.14285714285714285,0.14754098360655737,0.15873015873015872,0.8664,0.9203800000000001,1.0309,1.14126,1.2377,104,2179,327,652
U4,PCT17OP09,2012,243,14568,2355,0.16165568369028008,0.15789473684210525,0.16129032258064516,0.16981132075471697,0.8928,0.92746,1.0354,1.1811800000000001,1.2655,109,2339,368,718
U4,PCT18OP09,2012,243,14568,2510,0.17229544206479955,0.16363636363636364,0.1746031746031746,0.17857142857142858,0.9015,0.94852,1.0456,1.1873,1.2655,122,2493,400,764
U4,PCT19OP09,2012,243,14568,2598,0.17833607907743,0.1746031746031746,0.1774193548387097,0.18867924528301888,0.9232,0.95402,1.0589,1.20162,1.3196,129,2579,435,820
U4,PCT20OP09,2012,243,14568,2814,0.19316309719934102,0.18518518518518517,0.1935483870967742,0.2,0.9488,0.9997,1.0722,1.252,1.3754,148,2793,478,889
U4,PCT21OP09,2012,243,14568,2982,0.20469522240527183,0.19298245614035087,0.20634920634920634,0.20967741935483872,0.9609,1.03544,1.0851,1.2569000000000001,1.3754,196,2961,512,957
U4,PCT22OP09,2012,243,14568,3057,0.20984349258649093,0.2033898305084746,0.20967741935483872,0.21818181818181817,0.9878,1.03774,1.0862,1.30576,1.4093,201,3036,531,995
U4,PCT23OP09,2012,243,14568,3248,0.22295442064799562,0.21428571428571427,0.2222222222222222,0.22950819672131148,1.0171,1.04932,1.1003,1.31078,1.4093,227,3224,562,1051
U4,PCT24OP09,2012,243,14568,3382,0.23215266337177376,0.2222222222222222,0.23333333333333334,0.23809523809523808,1.0171,1.0537800000000002,1.1062,1.3314,1.5313,230,3355,580,1089
U4,BASE,2013,238,15780,3456,0.21901140684410647,0.12698412698412698,0.22058823529411764,0.3939393939393939,1.0454,1.0454,1.0454,1.0454,1.0454,0,3454,635,1225
U4,FIX110FR09,2013,238,15780,4052,0.2567807351077313,0.12698412698412698,0.2647058823529412,0.4264705882352941,1.1,1.1,1.1,1.1,1.1,238,4050,740,1409
U4,PCT16OP09,2013,238,15780,2390,0.1514575411913815,0.14516129032258066,0.14705882352941177,0.15942028985507245,0.8085,0.84958,0.92045,1.06993,1.18,38,2389,504,921
U4,PCT17OP09,2013,238,15780,2544,0.1612167300380228,0.15873015873015872,0.16129032258064516,0.16666666666666666,0.8146,0.87164,0.92985,1.14615,1.2106,48,2543,541,988
U4,PCT18OP09,2013,238,15780,2771,0.1756020278833967,0.16666666666666666,0.17647058823529413,0.1791044776119403,0.835,0.8868,0.94735,1.17053,1.2399,52,2770,609,1101
U4,PCT19OP09,2013,238,15780,2835,0.1796577946768061,0.1746031746031746,0.1774193548387097,0.18840579710144928,0.8497,0.8932599999999999,0.97035,1.1728200000000002,1.2399,61,2834,623,1118
U4,PCT20OP09,2013,238,15780,3020,0.19138149556400508,0.18840579710144928,0.19117647058823528,0.2,0.859,0.92373,1.0059,1.19903,1.247,64,3019,652,1182
U4,PCT21OP09,2013,238,15780,3247,0.20576679340937895,0.19696969696969696,0.20588235294117646,0.20967741935483872,0.859,0.93549,1.0188,1.20312,1.2673,79,3246,696,1264
U4,PCT22OP09,2013,238,15780,3311,0.20982256020278833,0.20588235294117646,0.208955223880597,0.21739130434782608,0.8725,0.9357,1.0208,1.2048400000000001,1.2673,92,3310,707,1296
U4,PCT23OP09,2013,238,15780,3494,0.22141951837769328,0.21666666666666667,0.22058823529411764,0.22727272727272727,0.8877,0.94378,1.0383499999999999,1.2277600000000002,1.2765,113,3493,736,1359
U4,PCT24OP09,2013,238,15780,3682,0.23333333333333334,0.22580645161290322,0.23529411764705882,0.23880597014925373,0.8877,0.94826,1.05325,1.22951,1.2765,128,3681,768,1432
U4,BASE,2014,245,17602,4866,0.27644585842517894,0.12162162162162163,0.2702702702702703,0.3783783783783784,1.0454,1.0454,1.0454,1.0454,1.0454,0,4857,1948,2906
U4,FIX110FR09,2014,245,17602,5321,0.30229519372798547,0.13513513513513514,0.29411764705882354,0.3918918918918919,1.1,1.1,1.1,1.1,1.1,245,5311,2095,3105
U4,PCT16OP09,2014,245,17602,2680,0.1522554255198273,0.14705882352941177,0.1506849315068493,0.16,0.7891,0.81056,0.8518,0.90948,1.1085,8,2672,998,1495
U4,PCT17OP09,2014,245,17602,2862,0.1625951596409499,0.15789473684210525,0.16216216216216217,0.16923076923076924,0.8106,0.823,0.8657,0.9162,1.1606,10,2854,1077,1629
U4,PCT18OP09,2014,245,17602,3074,0.17463924554027951,0.16666666666666666,0.17567567567567569,0.1791044776119403,0.8156,0.8341,0.8765,0.94616,1.168,12,3066,1189,1782
U4,PCT19OP09,2014,245,17602,3239,0.18401318032041813,0.17647058823529413,0.18666666666666668,0.1891891891891892,0.8196,0.8397,0.8851,0.96092,1.2044,12,3231,1285,1912
U4,PCT20OP09,2014,245,17602,3408,0.1936143620043177,0.18840579710144928,0.1917808219178082,0.2,0.8259,0.84362,0.9094,0.9764999999999999,1.2044,15,3400,1368,2021
U4,PCT21OP09,2014,245,17602,3567,0.20264742642881492,0.19696969696969696,0.20270270270270271,0.208955223880597,0.8271,0.8495,0.9247,1.01396,1.2344,20,3559,1437,2125
U4,PCT22OP09,2014,245,17602,3765,0.21389614816498126,0.20588235294117646,0.21333333333333335,0.2191780821917808,0.8453,0.85808,0.9402,1.01462,1.2515,21,3757,1558,2291
U4,PCT23OP09,2014,245,17602,3959,0.22491762299738666,0.2153846153846154,0.22666666666666666,0.22972972972972974,0.8471,0.8648399999999999,0.9608,1.04382,1.2613,24,3951,1644,2419
U4,PCT24OP09,2014,245,17602,4116,0.2338370639700034,0.22727272727272727,0.2328767123287671,0.24,0.8471,0.87194,0.9674,1.0735999999999999,1.2846,29,4108,1709,2504
U4,BASE,2015,244,18087,1841,0.10178581301487256,0.013333333333333334,0.10810810810810811,0.2054794520547945,1.0454,1.0454,1.0454,1.0454,1.0454,0,1838,467,854
U4,FIX110FR09,2015,244,18087,2303,0.1273290208436999,0.02631578947368421,0.13513513513513514,0.2602739726027397,1.1,1.1,1.1,1.1,1.1,244,2300,627,1137
U4,PCT16OP09,2015,244,18087,2797,0.15464145518880965,0.14545454545454545,0.15789473684210525,0.16,0.8852,1.00294,1.1202,1.2967,1.3917,194,2793,953,1644
U4,PCT17OP09,2015,244,18087,2916,0.16122076629623486,0.15714285714285714,0.16,0.16901408450704225,0.8946,1.0199,1.138,1.30644,1.4101,203,2912,985,1692
U4,PCT18OP09,2015,244,18087,3148,0.17404765853928236,0.16363636363636364,0.17333333333333334,0.1794871794871795,0.9112,1.0342200000000001,1.172,1.3258,1.462,213,3143,1066,1826
U4,PCT19OP09,2015,244,18087,3338,0.1845524409797092,0.17543859649122806,0.18619047619047618,0.1891891891891892,0.9112,1.0446,1.1896499999999999,1.34249,1.5019,219,3333,1138,1958
U4,PCT20OP09,2015,244,18087,3526,0.19494664676286835,0.18840579710144928,0.19736842105263158,0.2,0.948,1.10906,1.2186,1.36162,1.6025,225,3521,1203,2069
U4,PCT21OP09,2015,244,18087,3643,0.20141538121302593,0.19298245614035087,0.2,0.208955223880597,1.0296,1.12502,1.23235,1.37749,1.6025,242,3637,1249,2127
U4,PCT22OP09,2015,244,18087,3877,0.21435285011334107,0.20833333333333334,0.21333333333333335,0.2191780821917808,1.0604,1.15484,1.26695,1.42767,1.6533,244,3870,1325,2259
U4,PCT23OP09,2015,244,18087,4068,0.22491292088240172,0.21739130434782608,0.22666666666666666,0.22972972972972974,1.0604,1.16725,1.3054999999999999,1.4861400000000002,1.6606,244,4060,1398,2394
U4,PCT24OP09,2015,244,18087,4253,0.23514126167965943,0.22807017543859648,0.23684210526315788,0.24,1.064,1.19712,1.3216,1.4999900000000002,1.6752,244,4245,1464,2514
U4,BASE,2016,244,20551,2773,0.13493260668580603,0.056818181818181816,0.1348314606741573,0.25,1.0454,1.0454,1.0454,1.0454,1.0454,0,2768,727,1372
U4,FIX110FR09,2016,244,20551,3173,0.15439637973821224,0.07954545454545454,0.14121552604698673,0.27631578947368424,1.1,1.1,1.1,1.1,1.1,244,3168,890,1617
U4,PCT16OP09,2016,244,20551,3207,0.15605080044766678,0.14942528735632185,0.15789473684210525,0.16,0.8704,0.9668100000000001,1.16635,1.24498,1.3155,169,3202,1048,1835
U4,PCT17OP09,2016,244,20551,3320,0.16154931633497152,0.15789473684210525,0.1590909090909091,0.16883116883116883,0.8704,0.96757,1.1747999999999998,1.25292,1.3155,179,3315,1087,1906
U4,PCT18OP09,2016,244,20551,3539,0.17220573208116394,0.16883116883116883,0.17105263157894737,0.1797752808988764,0.9246,0.9929100000000001,1.2219,1.2973,1.3368,188,3532,1177,2060
U4,PCT19OP09,2016,244,20551,3751,0.18252153179893923,0.1794871794871795,0.18181818181818182,0.189873417721519,0.943,1.00811,1.22775,1.31039,1.3779,204,3744,1252,2180
U4,PCT20OP09,2016,244,20551,3990,0.19415113619775193,0.189873417721519,0.19318181818181818,0.2,0.9522,1.03371,1.26955,1.33726,1.4001,211,3983,1347,2351
U4,PCT21OP09,2016,244,20551,4194,0.2040776604544791,0.19736842105263158,0.20454545454545456,0.20930232558139536,0.9522,1.03371,1.2894,1.38971,1.4492,211,4186,1452,2507
U4,PCT22OP09,2016,244,20551,4411,0.21463675733540946,0.2077922077922078,0.2159090909090909,0.21839080459770116,0.977,1.03834,1.3204500000000001,1.42762,1.4666,214,4403,1517,2630
U4,PCT23OP09,2016,244,20551,4646,0.22607172400369813,0.21794871794871795,0.22727272727272727,0.22988505747126436,0.9852,1.05382,1.34275,1.4912,1.5239,223,4638,1603,2773
U4,PCT24OP09,2016,244,20551,4836,0.23531701620359108,0.22784810126582278,0.23684210526315788,0.24,1.0085,1.07145,1.37225,1.50627,1.5716,230,4828,1657,2866
U4,BASE,2017,244,23037,446,0.019360159743022094,0.0,0.010416666666666666,0.07954545454545454,1.0454,1.0454,1.0454,1.0454,1.0454,0,445,158,259
U4,FIX110FR09,2017,244,23037,658,0.028562746885445155,0.0,0.02040816326530612,0.10344827586206896,1.1,1.1,1.1,1.1,1.1,244,657,262,433
U4,PCT16OP09,2017,244,23037,3561,0.15457741893475713,0.14942528735632185,0.15463917525773196,0.1590909090909091,1.1783,1.2678,1.6164999999999998,1.7454100000000001,1.8113,244,3558,1597,2454
U4,PCT17OP09,2017,244,23037,3777,0.16395363979684854,0.1590909090909091,0.16326530612244897,0.16853932584269662,1.1783,1.2732400000000001,1.64235,1.76942,1.8275,244,3774,1670,2583
U4,PCT18OP09,2017,244,23037,4021,0.17454529669661847,0.17045454545454544,0.17346938775510204,0.1797752808988764,1.2295,1.2918500000000002,1.6569,1.78473,1.8857,244,4018,1763,2717
U4,PCT19OP09,2017,244,23037,4251,0.18452923557754916,0.1797752808988764,0.1837907576823833,0.18947368421052632,1.2623,1.3197699999999999,1.6795499999999999,1.799,1.8915,244,4248,1842,2840
U4,PCT20OP09,2017,244,23037,4495,0.1951208924773191,0.19101123595505617,0.19463992493549143,0.2,1.3717,1.43686,1.69695,1.8173700000000002,1.9115,244,4492,1926,2974
U4,PCT21OP09,2017,244,23037,4722,0.20497460606849852,0.2,0.20454545454545456,0.20930232558139536,1.3755,1.47702,1.711,1.8468,1.9129,244,4719,1993,3084
U4,PCT22OP09,2017,244,23037,4963,0.21543603767851716,0.20930232558139536,0.2159090909090909,0.21978021978021978,1.3816,1.50126,1.74,1.86523,1.9306,244,4960,2084,3226
U4,PCT23OP09,2017,244,23037,5202,0.22581065242870166,0.21978021978021978,0.2268041237113402,0.22988505747126436,1.4046,1.516,1.75685,1.8809500000000001,1.9501,244,5198,2189,3376
U4,PCT24OP09,2017,244,23037,5427,0.2355775491600469,0.22988505747126436,0.23469387755102042,0.23958333333333334,1.4328,1.53684,1.7879,1.90366,1.9741,244,5423,2287,3514
U4,BASE,2018,243,23662,524,0.022145211731890796,0.0,0.02040816326530612,0.0707070707070707,1.0454,1.0454,1.0454,1.0454,1.0454,0,524,79,150
U4,FIX110FR09,2018,243,23662,636,0.0268785394303102,0.0,0.020833333333333332,0.09090909090909091,1.1,1.1,1.1,1.1,1.1,243,636,81,156
U4,PCT16OP09,2018,243,23662,3696,0.15619981404784042,0.15151515151515152,0.15625,0.16,1.1684,1.2396,1.3712,1.7709,1.9144,243,3695,460,964
U4,PCT17OP09,2018,243,23662,3929,0.1660468261347308,0.1595744680851064,0.16666666666666666,0.17,1.1815,1.2537,1.4148,1.8056,1.9527,243,3928,495,1044
U4,PCT18OP09,2018,243,23662,4172,0.1763164567661229,0.1702127659574468,0.17708333333333334,0.18,1.1888,1.2634400000000001,1.44,1.8298,1.9801,243,4171,536,1143
U4,PCT19OP09,2018,243,23662,4415,0.186586087397515,0.18085106382978725,0.1875,0.19,1.1997,1.27102,1.4688,1.8461,2.0151,243,4414,571,1227
U4,PCT20OP09,2018,243,23662,4658,0.1968557180289071,0.19148936170212766,0.19791666666666666,0.2,1.2047,1.28638,1.506,1.8944200000000002,2.0438,243,4657,619,1314
U4,PCT21OP09,2018,243,23662,4855,0.20518130335559123,0.2,0.20618556701030927,0.21,1.2222,1.2937800000000002,1.5255,1.90852,2.0843,243,4854,672,1386
U4,PCT22OP09,2018,243,23662,5098,0.21545093398698334,0.21052631578947367,0.21649484536082475,0.22,1.2249,1.30922,1.555,1.92832,2.1107,243,5097,722,1492
U4,PCT23OP09,2018,243,23662,5341,0.22572056461837545,0.22105263157894736,0.2268041237113402,0.23,1.2372,1.3297400000000001,1.5854,1.94754,2.1168,243,5340,766,1590
U4,PCT24OP09,2018,243,23662,5584,0.23599019524976755,0.23157894736842105,0.23711340206185566,0.24,1.2909,1.34188,1.603,1.9686400000000002,2.1447,243,5582,805,1692
U4,BASE,2019,244,26536,1870,0.07047030449201086,0.02,0.0625,0.12389380530973451,1.0454,1.0454,1.0454,1.0454,1.0454,0,1869,494,920
U4,FIX110FR09,2019,244,26536,2564,0.09662345492915285,0.0297029702970297,0.0986566924066924,0.14285714285714285,1.1,1.1,1.1,1.1,1.1,244,2563,631,1183
U4,PCT16OP09,2019,244,26536,4182,0.1575972264094061,0.15151515151515152,0.1592920353982301,0.16,1.1105,1.14228,1.18315,1.32274,1.4006,244,4181,1260,2226
U4,PCT17OP09,2019,244,26536,4462,0.16814892975580345,0.16161616161616163,0.168141592920354,0.17,1.1315,1.16213,1.2053,1.3383800000000001,1.402,244,4461,1354,2393
U4,PCT18OP09,2019,244,26536,4706,0.17734398552909256,0.17117117117117117,0.17699115044247787,0.18,1.1463,1.18129,1.22835,1.36533,1.4392,244,4705,1443,2538
U4,PCT19OP09,2019,244,26536,4957,0.1868028338860416,0.18181818181818182,0.18584070796460178,0.19,1.1566,1.2034500000000001,1.24705,1.4000000000000001,1.4727,244,4955,1523,2670
U4,PCT20OP09,2019,244,26536,5201,0.1959978896593307,0.1919191919191919,0.19469026548672566,0.2,1.1792,1.21723,1.26725,1.42009,1.5101,244,5198,1609,2799
U4,PCT21OP09,2019,244,26536,5445,0.20519294543261984,0.20202020202020202,0.20353982300884957,0.21,1.1844,1.2304,1.28625,1.4581500000000003,1.5469,244,5442,1684,2942
U4,PCT22OP09,2019,244,26536,5689,0.21438800120590895,0.21212121212121213,0.21238938053097345,0.22,1.1909,1.24788,1.30885,1.4820900000000001,1.5555,244,5686,1780,3101
U4,PCT23OP09,2019,244,26536,5933,0.22358305697919806,0.22123893805309736,0.22123893805309736,0.23,1.2245,1.26878,1.3272499999999998,1.5095000000000003,1.5768,244,5930,1861,3247
U4,PCT24OP09,2019,244,26536,6300,0.2374133252939403,0.23214285714285715,0.23893805309734514,0.24,1.2467,1.2977100000000001,1.3787,1.52773,1.6,244,6297,1973,3441
U4,BASE,2020,243,30039,4343,0.14457871433802724,0.07079646017699115,0.13274336283185842,0.234375,1.0454,1.0454,1.0454,1.0454,1.0454,0,4343,906,1758
U4,FIX110FR09,2020,243,30039,4974,0.16558473983821032,0.09734513274336283,0.15625,0.25,1.1,1.1,1.1,1.1,1.1,243,4974,1046,2060
U4,PCT16OP09,2020,243,30039,4708,0.15672958487299843,0.15254237288135594,0.15625,0.15966386554621848,0.8856,0.8983599999999999,1.0927,1.1631,1.2323,163,4708,1068,2151
U4,PCT17OP09,2020,243,30039,4964,0.16525183927560838,0.1623931623931624,0.1640625,0.1694915254237288,0.8907,0.91518,1.1127,1.1789800000000001,1.2563,164,4963,1125,2260
U4,PCT18OP09,2020,243,30039,5364,0.17856786177968642,0.1724137931034483,0.1796875,0.1796875,0.9101,0.9571799999999999,1.139,1.2040000000000002,1.2687,174,5363,1226,2444
U4,PCT19OP09,2020,243,30039,5617,0.18699024601351577,0.18253968253968253,0.1875,0.1896551724137931,0.9306,0.9648,1.161,1.22868,1.2914,179,5616,1278,2545
U4,PCT20OP09,2020,243,30039,5869,0.1953793401910849,0.19298245614035087,0.1953125,0.2,0.949,0.98408,1.1765,1.24552,1.2986,182,5868,1346,2654
U4,PCT21OP09,2020,243,30039,6113,0.20350211391857254,0.20168067226890757,0.203125,0.20930232558139536,0.9494,1.0091599999999998,1.1929,1.26102,1.3769,184,6112,1405,2759
U4,PCT22OP09,2020,243,30039,6509,0.21668497619760976,0.211864406779661,0.21875,0.21929824561403508,0.9549,1.0417,1.2387,1.3077400000000001,1.4016,213,6507,1556,2968
U4,PCT23OP09,2020,243,30039,6774,0.22550684110656147,0.22123893805309736,0.2265625,0.2288135593220339,0.9718,1.0731600000000001,1.2682,1.34436,1.4124,224,6772,1633,3107
U4,PCT24OP09,2020,243,30039,7079,0.23566030826592096,0.23255813953488372,0.234375,0.23931623931623933,1.0297,1.10056,1.302,1.38802,1.4923,240,7077,1701,3266
U4,BASE,2021,243,34319,3983,0.11605816020280312,0.06802721088435375,0.12162162162162163,0.1484375,1.0454,1.0454,1.0454,1.0454,1.0454,0,3982,585,1264
U4,FIX110FR09,2021,243,34319,4688,0.13660071680410268,0.10204081632653061,0.13513513513513514,0.1875,1.1,1.1,1.1,1.1,1.1,243,4687,713,1522
U4,PCT16OP09,2021,243,34319,5356,0.156065153413561,0.15384615384615385,0.15625,0.16,1.0502,1.08726,1.1469,1.2553,1.3016,243,5355,819,1743
U4,PCT17OP09,2021,243,34319,5695,0.1659430636090795,0.16326530612244897,0.1640625,0.16923076923076924,1.0643,1.1053,1.1749,1.27136,1.3226,243,5694,850,1835
U4,PCT18OP09,2021,243,34319,6082,0.17721961595617589,0.1732283464566929,0.17687074829931973,0.18,1.0773,1.14164,1.1988,1.29394,1.3498,243,6080,926,1950
U4,PCT19OP09,2021,243,34319,6421,0.1870975261516944,0.1836734693877551,0.1875,0.1891891891891892,1.0773,1.1566,1.2327,1.3147199999999999,1.3666,243,6419,998,2098
U4,PCT20OP09,2021,243,34319,6739,0.1963635304058976,0.1953125,0.19594594594594594,0.2,1.1037,1.17144,1.2664,1.348,1.4759,243,6737,1077,2239
U4,PCT21OP09,2021,243,34319,7075,0.2061540254669425,0.203125,0.20408163265306123,0.20945945945945946,1.1336,1.1964,1.2924,1.3785800000000001,1.5091,243,7073,1175,2403
U4,PCT22OP09,2021,243,34319,7457,0.21728488592324952,0.2125984251968504,0.21768707482993196,0.22,1.1905,1.23846,1.3268,1.43522,1.5245,243,7455,1273,2577
