arm,kind,value,group,exclusion_group,start,end,cagr,base_cagr,delta_pp
PCT19OP09,fraction,0.19,A,A,2013-11-01,2026-08-28,0.4914520907907387,0.5092937156190205,-1.7841624828281777
PCT19OP09,fraction,0.19,A,A,2014-05-01,2026-08-28,0.5116006365685064,0.5759327684444389,-6.433213187593245
PCT19OP09,fraction,0.19,A,A,2014-11-01,2026-08-28,0.49800305237759623,0.5567072004372051,-5.8704148059608885
PCT19OP09,fraction,0.19,A,A,2015-05-01,2026-08-28,0.44134046474259825,0.470629288674965,-2.928882393236676
PCT19OP09,fraction,0.19,A,A,2015-11-01,2026-08-28,0.5117327732439676,0.5189473402580713,-0.7214567014103723
PCT19OP09,fraction,0.19,A,A,2016-05-01,2026-08-28,0.6228486458314484,0.6848724220753288,-6.202377624388045
PCT19OP09,fraction,0.19,U,U3,2009-11-01,2026-08-28,0.3147976153305907,0.33481608440884103,-2.0018469078250334
PCT19OP09,fraction,0.19,U,U3,2010-05-01,2026-08-28,0.4354312614189966,0.3579343145694971,7.749694684949948
PCT19OP09,fraction,0.19,U,U3,2010-11-01,2026-08-28,0.38619871828293917,0.38739218473961,-0.11934664566708442
PCT19OP09,fraction,0.19,U,U3,2011-05-01,2026-08-28,0.44691833943668247,0.43428779221855485,1.263054721812762
PCT19OP09,fraction,0.19,U,U3,2011-11-01,2026-08-28,0.39854679048999553,0.4646927860591885,-6.614599556919298
PCT19OP09,fraction,0.19,U,U3,2012-05-01,2026-08-28,0.48358775731379744,0.46692004049037794,1.6667716823419498
PCT19OP09,fraction,0.19,U,U3,2012-11-01,2026-08-28,0.5341270129940761,0.5162148902628863,1.7912122731189806
PCT19OP09,fraction,0.19,U,U3,2013-05-01,2026-08-28,0.47781966038902257,0.41651171547851695,6.130794491050562
PCT19OP09,fraction,0.19,U,U3,2013-11-01,2026-08-28,0.4704165601418018,0.5000721085610007,-2.965554841919893
PCT19OP09,fraction,0.19,U,U3,2014-05-01,2026-08-28,0.5450271013041483,0.5548178513175122,-0.9790750013363825
PCT19OP09,fraction,0.19,U,U3,2014-11-01,2026-08-28,0.46693306941591994,0.5525190769703248,-8.558600755440482
PCT19OP09,fraction,0.19,U,U3,2015-05-01,2026-08-28,0.37934161574153724,0.4569935742332283,-7.765195849169104
PCT19OP09,fraction,0.19,U,U3,2015-11-01,2026-08-28,0.5134800628795211,0.5143723820684982,-0.0892319188977142
PCT19OP09,fraction,0.19,U,U3,2016-05-01,2026-08-28,0.5953647363672496,0.605943544081949,-1.0578807714699323
PCT20OP09,fraction,0.2,full,full,2009-11-01,2026-08-28,0.36381577929470654,0.3171902906642554,4.662548863045113
PCT20OP09,fraction,0.2,full,full,2010-05-01,2026-08-28,0.4051298096390157,0.42150631552147355,-1.637650588245787
PCT20OP09,fraction,0.2,full,full,2010-11-01,2026-08-28,0.3833798572930738,0.34762338931737813,3.575646797569565
PCT20OP09,fraction,0.2,full,full,2011-05-01,2026-08-28,0.3695872611043678,0.31325227361749697,5.6334987486870824
PCT20OP09,fraction,0.2,full,full,2011-11-01,2026-08-28,0.44299445411756877,0.3323652934000796,11.06291607174892
PCT20OP09,fraction,0.2,full,full,2012-05-01,2026-08-28,0.4143692918571473,0.39847921911522177,1.5890072741925554
PCT20OP09,fraction,0.2,full,full,2012-11-01,2026-08-28,0.459808268253606,0.5003010251284332,-4.049275687482723
PCT20OP09,fraction,0.2,full,full,2013-05-01,2026-08-28,0.4980282242441465,0.4931181239971951,0.49101002469513766
PCT20OP09,fraction,0.2,full,full,2013-11-01,2026-08-28,0.5310138053356976,0.41697297508389597,11.404083025180167
PCT20OP09,fraction,0.2,full,full,2014-05-01,2026-08-28,0.46794146830973093,0.4929665032489996,-2.5025034939268664
PCT20OP09,fraction,0.2,full,full,2014-11-01,2026-08-28,0.4682234022715501,0.5279156947520107,-5.96922924804606
PCT20OP09,fraction,0.2,full,full,2015-05-01,2026-08-28,0.5055818827314793,0.4970778116275161,0.8504071103963229
PCT20OP09,fraction,0.2,full,full,2015-11-01,2026-08-28,0.5991140945854796,0.5936193389038193,0.5494755681660246
PCT20OP09,fraction,0.2,full,full,2016-05-01,2026-08-28,0.6594130435205978,0.7061667460063654,-4.67537024857676
PCT20OP09,fraction,0.2,A,A,2009-11-01,2026-08-28,0.36458466440016823,0.32484186578832164,3.9742798611846597
PCT20OP09,fraction,0.2,A,A,2010-05-01,2026-08-28,0.41584506678587374,0.3577877601083479,5.805730667752584
PCT20OP09,fraction,0.2,A,A,2010-11-01,2026-08-28,0.3781617124012715,0.39384145779326096,-1.5679745391989464
PCT20OP09,fraction,0.2,A,A,2011-05-01,2026-08-28,0.45631619469233575,0.4595414701476832,-0.3225275455347454
PCT20OP09,fraction,0.2,A,A,2011-11-01,2026-08-28,0.4952367616843505,0.4343883464327476,6.084841525160289
PCT20OP09,fraction,0.2,A,A,2012-05-01,2026-08-28,0.5344926746266425,0.44367740634309305,9.081526828354946
PCT20OP09,fraction,0.2,A,A,2012-11-01,2026-08-28,0.5793308391996137,0.5076581123683039,7.167272683130976
PCT20OP09,fraction,0.2,A,A,2013-05-01,2026-08-28,0.5381888715695906,0.5273589932880105,1.0829878281580108
PCT20OP09,fraction,0.2,A,A,2013-11-01,2026-08-28,0.5841713913653619,0.5092937156190205,7.487767574634141
PCT20OP09,fraction,0.2,A,A,2014-05-01,2026-08-28,0.6357406371506027,0.5759327684444389,5.980786870616384
PCT20OP09,fraction,0.2,A,A,2014-11-01,2026-08-28,0.4840728624223958,0.5567072004372051,-7.263433801480934
PCT20OP09,fraction,0.2,A,A,2015-05-01,2026-08-28,0.45327965456564945,0.470629288674965,-1.734963410931556
PCT20OP09,fraction,0.2,A,A,2015-11-01,2026-08-28,0.4890817487901802,0.5189473402580713,-2.986559146789114
PCT20OP09,fraction,0.2,A,A,2016-05-01,2026-08-28,0.6427012170204118,0.6848724220753288,-4.2171205054917005
PCT20OP09,fraction,0.2,U,U4,2009-11-01,2026-08-28,0.3743241059087479,0.33250492543901333,4.181918046973454
PCT20OP09,fraction,0.2,U,U4,2010-05-01,2026-08-28,0.356448283203709,0.3477661125241587,0.868217067955035
PCT20OP09,fraction,0.2,U,U4,2010-11-01,2026-08-28,0.345587635434649,0.3572355622456167,-1.1647926810967713
PCT20OP09,fraction,0.2,U,U4,2011-05-01,2026-08-28,0.3722867008172881,0.36105605580968714,1.123064500760096
PCT20OP09,fraction,0.2,U,U4,2011-11-01,2026-08-28,0.3485480825538989,0.40585591516228736,-5.730783260838845
PCT20OP09,fraction,0.2,U,U4,2012-05-01,2026-08-28,0.4025161153149641,0.4072689808279335,-0.4752865512969384
PCT20OP09,fraction,0.2,U,U4,2012-11-01,2026-08-28,0.4814845322198671,0.45814787108601096,2.333666113385613
PCT20OP09,fraction,0.2,U,U4,2013-05-01,2026-08-28,0.39957791112659535,0.4401491857455042,-4.057127461890886
PCT20OP09,fraction,0.2,U,U4,2013-11-01,2026-08-28,0.42560308787708423,0.46295390875179776,-3.735082087471353
PCT20OP09,fraction,0.2,U,U4,2014-05-01,2026-08-28,0.42389697138912674,0.47417919656882623,-5.028222517969949
PCT20OP09,fraction,0.2,U,U4,2014-11-01,2026-08-28,0.3813519489192958,0.45685544475712914,-7.550349583783333
PCT20OP09,fraction,0.2,U,U4,2015-05-01,2026-08-28,0.3372027674003404,0.3640128820491295,-2.681011464878913
PCT20OP09,fraction,0.2,U,U4,2015-11-01,2026-08-28,0.4291031126713951,0.4093044838323552,1.9798628839039933
PCT20OP09,fraction,0.2,U,U4,2016-05-01,2026-08-28,0.5067116191956369,0.5386266671115105,-3.191504791587363
PCT21OP09,fraction,0.21,full,full,2009-11-01,2026-08-28,0.3855609697861442,0.3171902906642554,6.837067912188877
PCT21OP09,fraction,0.21,full,full,2010-05-01,2026-08-28,0.38142386395863537,0.42150631552147355,-4.008245156283818
PCT21OP09,fraction,0.21,full,full,2010-11-01,2026-08-28,0.38047292750423,0.34762338931737813,3.284953818685188
PCT21OP09,fraction,0.21,full,full,2011-05-01,2026-08-28,0.3838815708509844,0.31325227361749697,7.062929723348743
PCT21OP09,fraction,0.21,full,full,2011-11-01,2026-08-28,0.3803678720749739,0.3323652934000796,4.8002578674894325
PCT21OP09,fraction,0.21,full,full,2012-05-01,2026-08-28,0.4205508061304244,0.39847921911522177,2.207158701520262
PCT21OP09,fraction,0.21,full,full,2012-11-01,2026-08-28,0.47896107203013494,0.5003010251284332,-2.133995309829828
PCT21OP09,fraction,0.21,full,full,2013-05-01,2026-08-28,0.49262941154892936,0.4931181239971951,-0.04887124482657601
PCT21OP09,fraction,0.21,full,full,2013-11-01,2026-08-28,0.517464110162233,0.41697297508389597,10.049113507833706
PCT21OP09,fraction,0.21,full,full,2014-05-01,2026-08-28,0.4609602999867015,0.4929665032489996,-3.2006203262298083
PCT21OP09,fraction,0.21,full,full,2014-11-01,2026-08-28,0.4691297831457366,0.5279156947520107,-5.878591160627411
PCT21OP09,fraction,0.21,full,full,2015-05-01,2026-08-28,0.4434717576040985,0.4970778116275161,-5.360605402341756
PCT21OP09,fraction,0.21,full,full,2015-11-01,2026-08-28,0.5897051729387346,0.5936193389038193,-0.39141659650847593
PCT21OP09,fraction,0.21,full,full,2016-05-01,2026-08-28,0.6727084646021364,0.7061667460063654,-3.3458281404229018
PCT21OP09,fraction,0.21,A,A,2009-11-01,2026-08-28,0.3828431071949121,0.32484186578832164,5.8001241406590465
PCT21OP09,fraction,0.21,A,A,2010-05-01,2026-08-28,0.3859624234538226,0.3577877601083479,2.8174663345474693
PCT21OP09,fraction,0.21,A,A,2010-11-01,2026-08-28,0.3951088568650192,0.39384145779326096,0.1267399071758213
PCT21OP09,fraction,0.21,A,A,2011-05-01,2026-08-28,0.44782454860997367,0.4595414701476832,-1.1716921537709535
PCT21OP09,fraction,0.21,A,A,2011-11-01,2026-08-28,0.47415600255909873,0.4343883464327476,3.9767656126351136
PCT21OP09,fraction,0.21,A,A,2012-05-01,2026-08-28,0.5038930570798468,0.44367740634309305,6.021565073675372
PCT21OP09,fraction,0.21,A,A,2012-11-01,2026-08-28,0.5535079671003384,0.5076581123683039,4.584985473203451
PCT21OP09,fraction,0.21,A,A,2013-05-01,2026-08-28,0.47643115784855294,0.5273589932880105,-5.092783543945756
PCT21OP09,fraction,0.21,A,A,2013-11-01,2026-08-28,0.5511400962279742,0.5092937156190205,4.184638060895374
PCT21OP09,fraction,0.21,A,A,2014-05-01,2026-08-28,0.5565253639391652,0.5759327684444389,-1.9407404505273673
PCT21OP09,fraction,0.21,A,A,2014-11-01,2026-08-28,0.5092325043509696,0.5567072004372051,-4.747469608623556
PCT21OP09,fraction,0.21,A,A,2015-05-01,2026-08-28,0.4370012856716745,0.470629288674965,-3.3628003003290496
PCT21OP09,fraction,0.21,A,A,2015-11-01,2026-08-28,0.5793698409765093,0.5189473402580713,6.042250071843802
PCT21OP09,fraction,0.21,A,A,2016-05-01,2026-08-28,0.5924851827166069,0.6848724220753288,-9.238723935872194
PCT21OP09,fraction,0.21,U,U4,2009-11-01,2026-08-28,0.34453687956215595,0.33250492543901333,1.2031954123142619
PCT21OP09,fraction,0.21,U,U4,2010-05-01,2026-08-28,0.33226129184754805,0.3477661125241587,-1.5504820676610631
PCT21OP09,fraction,0.21,U,U4,2010-11-01,2026-08-28,0.33053892697389164,0.3572355622456167,-2.6696635271725055
PCT21OP09,fraction,0.21,U,U4,2011-05-01,2026-08-28,0.3220307746236164,0.36105605580968714,-3.9025281186070737
PCT21OP09,fraction,0.21,U,U4,2011-11-01,2026-08-28,0.3663319705775776,0.40585591516228736,-3.952394458470976
PCT21OP09,fraction,0.21,U,U4,2012-05-01,2026-08-28,0.39795208009953886,0.4072689808279335,-0.9316900728394639
PCT21OP09,fraction,0.21,U,U4,2012-11-01,2026-08-28,0.4692832567472718,0.45814787108601096,1.1135385661260822
PCT21OP09,fraction,0.21,U,U4,2013-05-01,2026-08-28,0.4382678309442918,0.4401491857455042,-0.18813548012124315
PCT21OP09,fraction,0.21,U,U4,2013-11-01,2026-08-28,0.3956327891322229,0.46295390875179776,-6.732111961957488
PCT21OP09,fraction,0.21,U,U4,2014-05-01,2026-08-28,0.47788379331333597,0.47417919656882623,0.3704596744509736
PCT21OP09,fraction,0.21,U,U4,2014-11-01,2026-08-28,0.41433058209969453,0.45685544475712914,-4.25248626574346
PCT21OP09,fraction,0.21,U,U4,2015-05-01,2026-08-28,0.345215140879938,0.3640128820491295,-1.8797741169191529
PCT21OP09,fraction,0.21,U,U4,2015-11-01,2026-08-28,0.41721424599814116,0.4093044838323552,0.7909762165785983
PCT21OP09,fraction,0.21,U,U4,2016-05-01,2026-08-28,0.5211366465226184,0.5386266671115105,-1.7490020588892152
PCT22OP09,fraction,0.22,full,full,2009-11-01,2026-08-28,0.3849357437749117,0.3171902906642554,6.774545311065627
PCT22OP09,fraction,0.22,full,full,2010-05-01,2026-08-28,0.4054362576146251,0.42150631552147355,-1.6070057906848456
PCT22OP09,fraction,0.22,full,full,2010-11-01,2026-08-28,0.40268942162593846,0.34762338931737813,5.506603230856033
PCT22OP09,fraction,0.22,full,full,2011-05-01,2026-08-28,0.38132249461546186,0.31325227361749697,6.807022099796489
PCT22OP09,fraction,0.22,full,full,2011-11-01,2026-08-28,0.38794634544891227,0.3323652934000796,5.558105204883268
PCT22OP09,fraction,0.22,full,full,2012-05-01,2026-08-28,0.4496767941915769,0.39847921911522177,5.119757507635514
PCT22OP09,fraction,0.22,full,full,2012-11-01,2026-08-28,0.48812254255024334,0.5003010251284332,-1.2178482578189875
PCT22OP09,fraction,0.22,full,full,2013-05-01,2026-08-28,0.469334700843971,0.4931181239971951,-2.3783423153224126
PCT22OP09,fraction,0.22,full,full,2013-11-01,2026-08-28,0.5139056210769104,0.41697297508389597,9.693264599301443
PCT22OP09,fraction,0.22,full,full,2014-05-01,2026-08-28,0.44471316327402843,0.4929665032489996,-4.825333997497117
PCT22OP09,fraction,0.22,full,full,2014-11-01,2026-08-28,0.47699022092834564,0.5279156947520107,-5.092547382366508
PCT22OP09,fraction,0.22,full,full,2015-05-01,2026-08-28,0.5028830674473472,0.4970778116275161,0.5805255819831157
PCT22OP09,fraction,0.22,full,full,2015-11-01,2026-08-28,0.5791485804665852,0.5936193389038193,-1.447075843723411
PCT22OP09,fraction,0.22,full,full,2016-05-01,2026-08-28,0.6355199700080147,0.7061667460063654,-7.0646775998350675
PCT22OP09,fraction,0.22,A,A,2009-11-01,2026-08-28,0.3333385759889107,0.32484186578832164,0.8496710200589064
PCT22OP09,fraction,0.22,A,A,2010-05-01,2026-08-28,0.3704307669033584,0.3577877601083479,1.2643006795010514
PCT22OP09,fraction,0.22,A,A,2010-11-01,2026-08-28,0.37658552385172395,0.39384145779326096,-1.7255933941537016
PCT22OP09,fraction,0.22,A,A,2011-05-01,2026-08-28,0.4328571116997557,0.4595414701476832,-2.668435844792749
PCT22OP09,fraction,0.22,A,A,2011-11-01,2026-08-28,0.4095199976139212,0.4343883464327476,-2.486834881882638
PCT22OP09,fraction,0.22,A,A,2012-05-01,2026-08-28,0.46997393676287325,0.44367740634309305,2.6296530419780195
PCT22OP09,fraction,0.22,A,A,2012-11-01,2026-08-28,0.4932170050533926,0.5076581123683039,-1.4441107314911328
PCT22OP09,fraction,0.22,A,A,2013-05-01,2026-08-28,0.5432978122551444,0.5273589932880105,1.5938818967133894
PCT22OP09,fraction,0.22,A,A,2013-11-01,2026-08-28,0.510222017128743,0.5092937156190205,0.09283015097225622
PCT22OP09,fraction,0.22,A,A,2014-05-01,2026-08-28,0.5709194155817006,0.5759327684444389,-0.5013352862738296
PCT22OP09,fraction,0.22,A,A,2014-11-01,2026-08-28,0.5355526841569116,0.5567072004372051,-2.1154516280293523
PCT22OP09,fraction,0.22,A,A,2015-05-01,2026-08-28,0.4927825005842632,0.470629288674965,2.21532119092982
PCT22OP09,fraction,0.22,A,A,2015-11-01,2026-08-28,0.5561944773175544,0.5189473402580713,3.7247137059483126
PCT22OP09,fraction,0.22,A,A,2016-05-01,2026-08-28,0.6451271946579324,0.6848724220753288,-3.974522741739639
PCT22OP09,fraction,0.22,U,U4,2009-11-01,2026-08-28,0.28817242007345345,0.33250492543901333,-4.433250536555988
PCT22OP09,fraction,0.22,U,U4,2010-05-01,2026-08-28,0.3180117705254426,0.3477661125241587,-2.975434199871607
PCT22OP09,fraction,0.22,U,U4,2010-11-01,2026-08-28,0.323895730338273,0.3572355622456167,-3.3339831907343687
PCT22OP09,fraction,0.22,U,U4,2011-05-01,2026-08-28,0.36818196743710274,0.36105605580968714,0.7125911627415604
PCT22OP09,fraction,0.22,U,U4,2011-11-01,2026-08-28,0.3871198963368705,0.40585591516228736,-1.8736018825416867
PCT22OP09,fraction,0.22,U,U4,2012-05-01,2026-08-28,0.40208791652572784,0.4072689808279335,-0.5181064302205662
PCT22OP09,fraction,0.22,U,U4,2012-11-01,2026-08-28,0.43968236167610986,0.45814787108601096,-1.8465509409901104
PCT22OP09,fraction,0.22,U,U4,2013-05-01,2026-08-28,0.4092552995480887,0.4401491857455042,-3.089388619741551
PCT22OP09,fraction,0.22,U,U4,2013-11-01,2026-08-28,0.4347612714558391,0.46295390875179776,-2.8192637295958667
PCT22OP09,fraction,0.22,U,U4,2014-05-01,2026-08-28,0.4692975081941051,0.47417919656882623,-0.4881688374721138
PCT22OP09,fraction,0.22,U,U4,2014-11-01,2026-08-28,0.41778739827769584,0.45685544475712914,-3.9068046479433294
PCT22OP09,fraction,0.22,U,U4,2015-05-01,2026-08-28,0.3689258090466523,0.3640128820491295,0.4912926997522771
PCT22OP09,fraction,0.22,U,U4,2015-11-01,2026-08-28,0.4100412795402504,0.4093044838323552,0.07367957078951992
PCT22OP09,fraction,0.22,U,U4,2016-05-01,2026-08-28,0.5436046190633868,0.5386266671115105,0.4977951951876225
PCT23OP09,fraction,0.23,full,full,2009-11-01,2026-08-28,0.3608347391739859,0.3171902906642554,4.364444850973048
PCT23OP09,fraction,0.23,full,full,2010-05-01,2026-08-28,0.4053973925478078,0.42150631552147355,-1.610892297366573
PCT23OP09,fraction,0.23,full,full,2010-11-01,2026-08-28,0.3983663103216524,0.34762338931737813,5.074292100427424
PCT23OP09,fraction,0.23,full,full,2011-05-01,2026-08-28,0.3859755827165181,0.31325227361749697,7.272330909902114
PCT23OP09,fraction,0.23,full,full,2011-11-01,2026-08-28,0.4357485482462071,0.3323652934000796,10.338325484612753
PCT23OP09,fraction,0.23,full,full,2012-05-01,2026-08-28,0.422947187584771,0.39847921911522177,2.446796846954924
PCT23OP09,fraction,0.23,full,full,2012-11-01,2026-08-28,0.4618631970975484,0.5003010251284332,-3.84378280308848
PCT23OP09,fraction,0.23,full,full,2013-05-01,2026-08-28,0.4887732232386248,0.4931181239971951,-0.43449007585703026
PCT23OP09,fraction,0.23,full,full,2013-11-01,2026-08-28,0.509514995563461,0.41697297508389597,9.254202047956506
PCT23OP09,fraction,0.23,full,full,2014-05-01,2026-08-28,0.4400362423835875,0.4929665032489996,-5.293026086541208
PCT23OP09,fraction,0.23,full,full,2014-11-01,2026-08-28,0.5066889490687778,0.5279156947520107,-2.1226745683232906
PCT23OP09,fraction,0.23,full,full,2015-05-01,2026-08-28,0.4518249236515244,0.4970778116275161,-4.52528879759917
PCT23OP09,fraction,0.23,full,full,2015-11-01,2026-08-28,0.6049733047038623,0.5936193389038193,1.1353965800042998
PCT23OP09,fraction,0.23,full,full,2016-05-01,2026-08-28,0.6195334353357991,0.7061667460063654,-8.663331067056635
PCT23OP09,fraction,0.23,A,A,2009-11-01,2026-08-28,0.3798088107360722,0.32484186578832164,5.496694494775056
PCT23OP09,fraction,0.23,A,A,2010-05-01,2026-08-28,0.3945948870983935,0.3577877601083479,3.6807126990045624
PCT23OP09,fraction,0.23,A,A,2010-11-01,2026-08-28,0.3755001293659783,0.39384145779326096,-1.8341328427282644
PCT23OP09,fraction,0.23,A,A,2011-05-01,2026-08-28,0.41601489918726453,0.4595414701476832,-4.352657096041868
PCT23OP09,fraction,0.23,A,A,2011-11-01,2026-08-28,0.3897827451893974,0.4343883464327476,-4.460560124335022
PCT23OP09,fraction,0.23,A,A,2012-05-01,2026-08-28,0.4744722323124828,0.44367740634309305,3.079482596938976
PCT23OP09,fraction,0.23,A,A,2012-11-01,2026-08-28,0.5540499217670511,0.5076581123683039,4.639180939874721
PCT23OP09,fraction,0.23,A,A,2013-05-01,2026-08-28,0.5471583414133034,0.5273589932880105,1.9799348125292937
PCT23OP09,fraction,0.23,A,A,2013-11-01,2026-08-28,0.4997720690940055,0.5092937156190205,-0.9521646525014971
PCT23OP09,fraction,0.23,A,A,2014-05-01,2026-08-28,0.5773999977438591,0.5759327684444389,0.14672292994202252
PCT23OP09,fraction,0.23,A,A,2014-11-01,2026-08-28,0.4400053995986335,0.5567072004372051,-11.670180083857161
PCT23OP09,fraction,0.23,A,A,2015-05-01,2026-08-28,0.45205000458415023,0.470629288674965,-1.8579284090814774
PCT23OP09,fraction,0.23,A,A,2015-11-01,2026-08-28,0.5362199979577289,0.5189473402580713,1.7272657699657579
PCT23OP09,fraction,0.23,A,A,2016-05-01,2026-08-28,0.6807874855197524,0.6848724220753288,-0.40849365555764017
PCT23OP09,fraction,0.23,U,U2,2009-11-01,2026-08-28,0.3498777203143284,0.297016684127815,5.286103618651339
PCT23OP09,fraction,0.23,U,U2,2010-05-01,2026-08-28,0.36341798270172254,0.3254120906730591,3.8005892028663446
PCT23OP09,fraction,0.23,U,U2,2010-11-01,2026-08-28,0.34253066490222794,0.36190675509102754,-1.93760901887996
PCT23OP09,fraction,0.23,U,U2,2011-05-01,2026-08-28,0.3823186283830109,0.4256749818504688,-4.335635346745792
PCT23OP09,fraction,0.23,U,U2,2011-11-01,2026-08-28,0.35736220819287867,0.39675730587595437,-3.9395097683075697
PCT23OP09,fraction,0.23,U,U2,2012-05-01,2026-08-28,0.4335923438302691,0.4106576740093759,2.2934669820893205
PCT23OP09,fraction,0.23,U,U2,2012-11-01,2026-08-28,0.5154167894292583,0.46767173320895816,4.774505622030012
PCT23OP09,fraction,0.23,U,U2,2013-05-01,2026-08-28,0.5039343479737777,0.48741248213969923,1.6521865834078442
PCT23OP09,fraction,0.23,U,U2,2013-11-01,2026-08-28,0.4554450072051104,0.4569234398487596,-0.1478432643649219
PCT23OP09,fraction,0.23,U,U2,2014-05-01,2026-08-28,0.5309523459442751,0.5281135653137616,0.283878063051346
PCT23OP09,fraction,0.23,U,U2,2014-11-01,2026-08-28,0.39277666382546594,0.5085671679834873,-11.57905041580214
PCT23OP09,fraction,0.23,U,U2,2015-05-01,2026-08-28,0.4009363335189957,0.4273098550923906,-2.63735215733949
PCT23OP09,fraction,0.23,U,U2,2015-11-01,2026-08-28,0.4804304815002014,0.46632417376042645,1.4106307739774948
PCT23OP09,fraction,0.23,U,U2,2016-05-01,2026-08-28,0.6140415162105803,0.6226640041781661,-0.8622487967585801
PCT24OP09,fraction,0.24,full,full,2009-11-01,2026-08-28,0.34175101516116135,0.3171902906642554,2.456072449690594
PCT24OP09,fraction,0.24,full,full,2010-05-01,2026-08-28,0.3897123422563775,0.42150631552147355,-3.179397326509603
PCT24OP09,fraction,0.24,full,full,2010-11-01,2026-08-28,0.38957970263229336,0.34762338931737813,4.195631331491523
PCT24OP09,fraction,0.24,full,full,2011-05-01,2026-08-28,0.41581646032242947,0.31325227361749697,10.25641867049325
PCT24OP09,fraction,0.24,full,full,2011-11-01,2026-08-28,0.4089087220531016,0.3323652934000796,7.654342865302199
PCT24OP09,fraction,0.24,full,full,2012-05-01,2026-08-28,0.46487155882642717,0.39847921911522177,6.6392339711205395
PCT24OP09,fraction,0.24,full,full,2012-11-01,2026-08-28,0.4195049645068376,0.5003010251284332,-8.079606062159561
PCT24OP09,fraction,0.24,full,full,2013-05-01,2026-08-28,0.5169474488922357,0.4931181239971951,2.3829324895040527
PCT24OP09,fraction,0.24,full,full,2013-11-01,2026-08-28,0.5209330096566991,0.41697297508389597,10.396003457280312
PCT24OP09,fraction,0.24,full,full,2014-05-01,2026-08-28,0.4757434684637256,0.4929665032489996,-1.7223034785273983
PCT24OP09,fraction,0.24,full,full,2014-11-01,2026-08-28,0.48629236374446183,0.5279156947520107,-4.162333100754889
PCT24OP09,fraction,0.24,full,full,2015-05-01,2026-08-28,0.4406354493131346,0.4970778116275161,-5.644236231438149
PCT24OP09,fraction,0.24,full,full,2015-11-01,2026-08-28,0.5808973151603032,0.5936193389038193,-1.2722023743516164
PCT24OP09,fraction,0.24,full,full,2016-05-01,2026-08-28,0.6408268794845895,0.7061667460063654,-6.5339866521775924
PCT24OP09,fraction,0.24,A,A,2009-11-01,2026-08-28,0.34794124705277163,0.32484186578832164,2.309938126444999
PCT24OP09,fraction,0.24,A,A,2010-05-01,2026-08-28,0.3732065936300901,0.3577877601083479,1.5418833521742226
PCT24OP09,fraction,0.24,A,A,2010-11-01,2026-08-28,0.3825050587194281,0.39384145779326096,-1.1336399073832881
PCT24OP09,fraction,0.24,A,A,2011-05-01,2026-08-28,0.4395449685619415,0.4595414701476832,-1.9996501585741733
PCT24OP09,fraction,0.24,A,A,2011-11-01,2026-08-28,0.42220103640384776,0.4343883464327476,-1.2187310028899834
PCT24OP09,fraction,0.24,A,A,2012-05-01,2026-08-28,0.459380602663781,0.44367740634309305,1.570319632068795
PCT24OP09,fraction,0.24,A,A,2012-11-01,2026-08-28,0.5243981103319717,0.5076581123683039,1.6739997963667763
PCT24OP09,fraction,0.24,A,A,2013-05-01,2026-08-28,0.49452087579898896,0.5273589932880105,-3.2838117489021545
PCT24OP09,fraction,0.24,A,A,2013-11-01,2026-08-28,0.5220985710975725,0.5092937156190205,1.2804855478552035
PCT24OP09,fraction,0.24,A,A,2014-05-01,2026-08-28,0.6082573044813202,0.5759327684444389,3.2324536036881346
PCT24OP09,fraction,0.24,A,A,2014-11-01,2026-08-28,0.4771116735548857,0.5567072004372051,-7.959552688231941
PCT24OP09,fraction,0.24,A,A,2015-05-01,2026-08-28,0.4516869394696006,0.470629288674965,-1.8942349205364417
PCT24OP09,fraction,0.24,A,A,2015-11-01,2026-08-28,0.5651003812427233,0.5189473402580713,4.6153040984652005
PCT24OP09,fraction,0.24,A,A,2016-05-01,2026-08-28,0.6594032716153513,0.6848724220753288,-2.546915045997755
PCT24OP09,fraction,0.24,U,U4,2009-11-01,2026-08-28,0.29591086162298685,0.33250492543901333,-3.659406381602648
PCT24OP09,fraction,0.24,U,U4,2010-05-01,2026-08-28,0.34378947704585605,0.3477661125241587,-0.3976635478302626
PCT24OP09,fraction,0.24,U,U4,2010-11-01,2026-08-28,0.30856711929470193,0.3572355622456167,-4.866844295091477
PCT24OP09,fraction,0.24,U,U4,2011-05-01,2026-08-28,0.3509989991138933,0.36105605580968714,-1.005705669579382
PCT24OP09,fraction,0.24,U,U4,2011-11-01,2026-08-28,0.3082868912863166,0.40585591516228736,-9.756902387597076
PCT24OP09,fraction,0.24,U,U4,2012-05-01,2026-08-28,0.3864462724711841,0.4072689808279335,-2.0822708356749375
PCT24OP09,fraction,0.24,U,U4,2012-11-01,2026-08-28,0.4206963028343804,0.45814787108601096,-3.745156825163054
PCT24OP09,fraction,0.24,U,U4,2013-05-01,2026-08-28,0.389825014370925,0.4401491857455042,-5.032417137457923
PCT24OP09,fraction,0.24,U,U4,2013-11-01,2026-08-28,0.4132272082969115,0.46295390875179776,-4.972670045488625
PCT24OP09,fraction,0.24,U,U4,2014-05-01,2026-08-28,0.46262400188642805,0.47417919656882623,-1.1555194682398184
PCT24OP09,fraction,0.24,U,U4,2014-11-01,2026-08-28,0.39087754444930045,0.45685544475712914,-6.5977900307828685
