group,arm,start,end,cagr,cagr_delta_pp,mdd,mdd_delta_pp
full,BASE,2009-11-01,2026-08-28,0.3171902906642554,0.0,0.6752545571565589,0.0
full,BASE,2011-11-01,2026-08-28,0.3323652934000796,0.0,0.71431234384065,0.0
full,FIX110FR09,2009-11-01,2026-08-28,0.3491452749911088,3.1954984326853397,0.6871320624154932,1.1877505258934273
full,FIX110FR09,2011-11-01,2026-08-28,0.32079069139023764,-1.157460200984195,0.7121552836104142,-0.21570602302357633
full,PCT16OP09,2009-11-01,2026-08-28,0.3338610346647959,1.6670744000540472,0.6697881820020761,-0.5466375154482783
full,PCT16OP09,2011-11-01,2026-08-28,0.4017654571264766,6.940016372639701,0.6640109431261807,-5.030140071446931
full,PCT17OP09,2009-11-01,2026-08-28,0.37479607489073263,5.760578422647722,0.6639678002476165,-1.128675690894243
full,PCT17OP09,2011-11-01,2026-08-28,0.3751195881565159,4.275429475643633,0.715171876016497,0.08595321758469998
full,PCT18OP09,2009-11-01,2026-08-28,0.34157424124346547,2.4383950579210056,0.6911158347864395,1.5861277629880544
full,PCT18OP09,2011-11-01,2026-08-28,0.39014095653687675,5.777566313679716,0.7315307065408192,1.7218362700169187
full,PCT19OP09,2009-11-01,2026-08-28,0.36029974837654066,4.310945771228525,0.6903056915869799,1.5051134430420943
full,PCT19OP09,2011-11-01,2026-08-28,0.3094499706918403,-2.291532270823926,0.7089874005590094,-0.5324943281640571
full,PCT20OP09,2009-11-01,2026-08-28,0.36381577929470654,4.662548863045113,0.6698944502925457,-0.5360106864013225
full,PCT20OP09,2011-11-01,2026-08-28,0.44299445411756877,11.06291607174892,0.6847975836480826,-2.951476019256738
full,PCT21OP09,2009-11-01,2026-08-28,0.3855609697861442,6.837067912188877,0.7012772452917747,2.60226881352158
full,PCT21OP09,2011-11-01,2026-08-28,0.3803678720749739,4.8002578674894325,0.6948981621399466,-1.9414181700703415
full,PCT22OP09,2009-11-01,2026-08-28,0.3849357437749117,6.774545311065627,0.6902508072371756,1.4996250080616669
full,PCT22OP09,2011-11-01,2026-08-28,0.38794634544891227,5.558105204883268,0.6942211453232507,-2.0091198517399267
full,PCT23OP09,2009-11-01,2026-08-28,0.3608347391739859,4.364444850973048,0.6891603666117772,1.3905809455218243
full,PCT23OP09,2011-11-01,2026-08-28,0.4357485482462071,10.338325484612753,0.64892853373126,-6.538381010938998
full,PCT24OP09,2009-11-01,2026-08-28,0.34175101516116135,2.456072449690594,0.7234607945621034,4.820623740554453
full,PCT24OP09,2011-11-01,2026-08-28,0.4089087220531016,7.654342865302199,0.6633430475861717,-5.0969296254478325
A,BASE,2009-11-01,2026-08-28,0.32484186578832164,0.0,0.7283832305792164,0.0
A,BASE,2011-11-01,2026-08-28,0.4343883464327476,0.0,0.6522482767560946,0.0
A,FIX110FR09,2009-11-01,2026-08-28,0.3550712109616345,3.0229345173312883,0.7782424918596276,4.985926128041118
A,FIX110FR09,2011-11-01,2026-08-28,0.4468712696321455,1.2482923199397922,0.6320732806527749,-2.0174996103319742
A,PCT16OP09,2009-11-01,2026-08-28,0.3597938440765063,3.4951978288184637,0.6528646846362953,-7.551854594292107
A,PCT16OP09,2011-11-01,2026-08-28,0.38357601090411086,-5.081233552863673,0.614773005359057,-3.7475271397037657
A,PCT17OP09,2009-11-01,2026-08-28,0.4096159784674631,8.477411267914148,0.6461198840971496,-8.226334648206679
A,PCT17OP09,2011-11-01,2026-08-28,0.36922979410459744,-6.515855232815015,0.6571818373647049,0.4933560608610277
A,PCT18OP09,2009-11-01,2026-08-28,0.35697691029837264,3.2135044510051003,0.6559798869825677,-7.240334359664868
A,PCT18OP09,2011-11-01,2026-08-28,0.44314005864187433,0.8751712209126739,0.6376948984581533,-1.4553378297941344
A,PCT19OP09,2009-11-01,2026-08-28,0.3809663678358912,5.612450204756958,0.6521165495157909,-7.626668106342549
A,PCT19OP09,2011-11-01,2026-08-28,0.3854645737613147,-4.892377267143289,0.6576868776292092,0.5438600873114541
A,PCT20OP09,2009-11-01,2026-08-28,0.36458466440016823,3.9742798611846597,0.6702668415275177,-5.811638905169869
A,PCT20OP09,2011-11-01,2026-08-28,0.4952367616843505,6.084841525160289,0.6103512209603578,-4.189705579573689
A,PCT21OP09,2009-11-01,2026-08-28,0.3828431071949121,5.8001241406590465,0.6406675977418581,-8.771563283735828
A,PCT21OP09,2011-11-01,2026-08-28,0.47415600255909873,3.9767656126351136,0.6478569799878817,-0.43912967682129267
A,PCT22OP09,2009-11-01,2026-08-28,0.3333385759889107,0.8496710200589064,0.7288457637278223,0.046253314860589256
A,PCT22OP09,2011-11-01,2026-08-28,0.4095199976139212,-2.486834881882638,0.6226186660469606,-2.9629610709134058
A,PCT23OP09,2009-11-01,2026-08-28,0.3798088107360722,5.496694494775056,0.6622617269873605,-6.612150359185587
A,PCT23OP09,2011-11-01,2026-08-28,0.3897827451893974,-4.460560124335022,0.6365745309666421,-1.5673745789452576
A,PCT24OP09,2009-11-01,2026-08-28,0.34794124705277163,2.309938126444999,0.6586732479897306,-6.97099825894858
A,PCT24OP09,2011-11-01,2026-08-28,0.42220103640384776,-1.2187310028899834,0.6392629329412778,-1.2985343814816863
U1,BASE,2009-11-01,2026-08-28,0.32484186578832164,0.0,0.7283832305792164,0.0
U1,BASE,2011-11-01,2026-08-28,0.4343883464327476,0.0,0.6522482767560946,0.0
U1,FIX110FR09,2009-11-01,2026-08-28,0.3550712109616345,3.0229345173312883,0.7782424918596276,4.985926128041118
U1,FIX110FR09,2011-11-01,2026-08-28,0.4468712696321455,1.2482923199397922,0.6320732806527749,-2.0174996103319742
U1,PCT17OP09,2009-11-01,2026-08-28,0.4096159784674631,8.477411267914148,0.6461198840971496,-8.226334648206679
U1,PCT17OP09,2011-11-01,2026-08-28,0.36922979410459744,-6.515855232815015,0.6571818373647049,0.4933560608610277
U2,BASE,2009-11-01,2026-08-28,0.297016684127815,0.0,0.7283832305792164,0.0
U2,BASE,2011-11-01,2026-08-28,0.39675730587595437,0.0,0.6522482767560946,0.0
U2,PCT16OP09,2009-11-01,2026-08-28,0.3291172160623612,3.2100531934546206,0.6528646846362953,-7.551854594292107
U2,PCT16OP09,2011-11-01,2026-08-28,0.34811902447170273,-4.863828140425164,0.614773005359057,-3.7475271397037657
U2,PCT18OP09,2009-11-01,2026-08-28,0.32714738858280534,3.013070445499033,0.6559798869825677,-7.240334359664868
U2,PCT18OP09,2011-11-01,2026-08-28,0.40613033499277584,0.9373029116821474,0.6376948984581533,-1.4553378297941344
U2,PCT23OP09,2009-11-01,2026-08-28,0.3498777203143284,5.286103618651339,0.6622617269873605,-6.612150359185587
U2,PCT23OP09,2011-11-01,2026-08-28,0.35736220819287867,-3.9395097683075697,0.6365745309666421,-1.5673745789452576
U3,BASE,2009-11-01,2026-08-28,0.33481608440884103,0.0,0.7282473905946059,0.0
U3,BASE,2011-11-01,2026-08-28,0.4646927860591885,0.0,0.6228121829957309,0.0
U3,PCT19OP09,2009-11-01,2026-08-28,0.3147976153305907,-2.0018469078250334,0.6815174189817966,-4.672997161280923
U3,PCT19OP09,2011-11-01,2026-08-28,0.39854679048999553,-6.614599556919298,0.6560862713508488,3.3274088355117915
U4,BASE,2009-11-01,2026-08-28,0.33250492543901333,0.0,0.6708569872768253,0.0
U4,BASE,2011-11-01,2026-08-28,0.40585591516228736,0.0,0.6726265837279957,0.0
U4,PCT20OP09,2009-11-01,2026-08-28,0.3743241059087479,4.181918046973454,0.6410104939287065,-2.984649334811884
U4,PCT20OP09,2011-11-01,2026-08-28,0.3485480825538989,-5.730783260838845,0.6099941941619018,-6.263238956609385
U4,PCT21OP09,2009-11-01,2026-08-28,0.34453687956215595,1.2031954123142619,0.6170466169248889,-5.3810370351936365
U4,PCT21OP09,2011-11-01,2026-08-28,0.3663319705775776,-3.952394458470976,0.6253847458682666,-4.724183785972902
U4,PCT22OP09,2009-11-01,2026-08-28,0.28817242007345345,-4.433250536555988,0.6806178310215951,0.976084374476982
U4,PCT22OP09,2011-11-01,2026-08-28,0.3871198963368705,-1.8736018825416867,0.6412239794794445,-3.1402604248551125
U4,PCT24OP09,2009-11-01,2026-08-28,0.29591086162298685,-3.659406381602648,0.6625013907499249,-0.8355596526900433
U4,PCT24OP09,2011-11-01,2026-08-28,0.3082868912863166,-9.756902387597076,0.6273162862895745,-4.531029743842119
