tag,group,rank,peak,trough,recovery,drawdown,peak_to_trough_sessions,recovery_sessions,index_same_interval,exposure_peak,exposure_trough,exposure_median,exposure_max,top1_peak,top3_peak,top3_stock_share_peak,cap_days,spread_min,spread_max,vol20_peak,vol20_trough
BASE20150501,full,1,2015-12-25,2016-05-30,2017-03-20,0.4495741887380029,103,298,-0.20100307435777187,1.665908172020441,1.6688858122212302,1.2293002925295862,1.733673547884719,0.5634511099506133,1.1212521415280798,0.6730575912645934,0,0.04865195080707148,0.06896388693957116,0.45345849398997556,0.2607456076268812
BASE20151101,full,1,2015-12-25,2016-05-30,2017-03-20,0.4446514033003961,103,298,-0.20100307435777187,1.6659069954557562,1.6688841517915238,1.2015968702712305,1.7337188584294845,0.6111547712615873,1.2210996937199246,0.7329939168578004,0,0.04865195080707148,0.06896388693957116,0.4732676981730721,0.2611928640956857
BASE20160501,full,1,2021-09-22,2021-11-16,2022-03-29,0.45148053308715785,34,123,0.012765021973258683,1.6659995205010878,2.0601142866356827,1.8418645702863818,2.0601142866356827,0.6224317090375652,1.4706429262273917,0.8827391053420363,0,0.049194598263614844,0.05213017727639001,0.8951944657727562,0.7375285926092229
BASE20091101ex5,A,1,2018-07-30,2019-01-03,2019-04-04,0.49071422682846266,105,165,-0.15653697782127285,0.841602522197596,1.685835635684962,1.5590570179083554,1.8285706381565672,0.6557929445825105,0.8150958778235908,0.9685045568722978,0,0.049010296730930436,0.06679302775024776,0.2684366012820104,0.3502234081788871
BASE20100501ex5,A,1,2018-07-30,2019-01-03,2019-04-04,0.4916173668010051,105,165,-0.15653697782127285,0.8435484029565805,1.692002406225379,1.562193061630847,1.8289984710575076,0.6556223211639146,0.8171067660971497,0.9686542742932657,0,0.049010296730930436,0.06679302775024776,0.26856006296594315,0.35142450886133847
BASE20101101ex5,A,1,2015-12-25,2016-05-26,2017-06-26,0.4932545226406241,101,363,-0.201654421343338,1.6659669081817878,1.4782254050852686,1.2314533290123766,1.76403949724242,0.6681428329160063,1.1541947097170775,0.6928077046720867,0,0.04865195080707148,0.06896388693957116,0.4653635214625964,0.3516340329814234
BASE20110501ex5,A,1,2018-07-30,2019-01-03,2019-04-04,0.5025272939500507,105,165,-0.15653697782127285,0.8974177765966629,1.6937430260343795,1.568651850346678,1.8316162659334538,0.6490182333546326,0.885614426321463,0.9868474298336696,0,0.049010296730930436,0.06679302775024776,0.2761724139735917,0.3582606700171956
BASE20111101ex5,A,1,2018-07-30,2019-01-03,2019-04-04,0.4910206159542475,105,165,-0.15653697782127285,0.8420325180135009,1.6880519918570789,1.5599462008525644,1.8287072793968504,0.6558627270773028,0.8155431254232876,0.9685411287289637,0,0.049010296730930436,0.06679302775024776,0.26846423157817706,0.3506103464450732
BASE20120501ex5,A,1,2018-07-30,2019-01-03,2019-04-04,0.4905744705094801,105,165,-0.15653697782127285,0.8414904918218076,1.6851317630117175,1.5588571733612442,1.8285285352591942,0.6559064212505537,0.8149628364895457,0.9684753950400199,0,0.049010296730930436,0.06679302775024776,0.26846041345567423,0.35008079469842407
BASE20121101ex5,A,1,2018-07-30,2019-01-03,2019-04-04,0.49302806826405543,105,165,-0.15653697782127285,0.8468675082412701,1.6932169186324604,1.5675114013966907,1.8296687575505832,0.6552262207242961,0.8207991897095805,0.969217949350983,0,0.049010296730930436,0.06679302775024776,0.2688294614979295,0.3533995181541112
BASE20130501ex5,A,1,2018-07-30,2019-01-03,2019-04-04,0.5000196627066354,105,165,-0.15653697782127285,0.8666128296982165,1.6936765651665109,1.5798030757829105,1.8313634717830858,0.6520021809067614,0.8493300873453481,0.980057135365874,0,0.049010296730930436,0.06679302775024776,0.2706458101319309,0.35865291937173377
BASE20131101ex5,A,1,2018-07-30,2019-01-03,2019-04-04,0.5000049030157856,105,165,-0.15653697782127285,0.8665233698652381,1.6936759415289537,1.579627815908581,1.831356746385214,0.6519734202047881,0.8492702084453295,0.980089213955543,0,0.049010296730930436,0.06679302775024776,0.2706342462960139,0.358619653458566
BASE20140501ex5,A,1,2018-07-30,2019-01-03,2019-04-04,0.49787707646760504,105,165,-0.15653697782127285,0.8573096581149564,1.693642829386122,1.5647805411602196,1.8311234168630208,0.6531856828305611,0.8346625494829654,0.9735835139408235,0,0.049010296730930436,0.06679302775024776,0.26939641342016296,0.3562376122262647
BASE20141101ex5,A,1,2018-07-30,2019-01-03,2019-04-04,0.4890759590725968,105,165,-0.15653697782127285,0.8492155872899616,1.6860804779908152,1.57915411600681,1.8288277701291928,0.6548529687049315,0.8172938644734443,0.9624103427983621,0,0.049010296730930436,0.06679302775024776,0.27090899210318703,0.3507440547116163
BASE20150501ex5,A,1,2018-07-30,2019-01-03,2019-04-04,0.4999761102602259,105,165,-0.15653697782127285,0.8671093406408799,1.693523419819876,1.5796591882180469,1.8313292345662715,0.6519690656328201,0.8496819596569312,0.9799017492176152,0,0.049010296730930436,0.06679302775024776,0.2707377911630235,0.3585883022472827
BASE20151101ex5,A,1,2018-07-30,2019-01-03,2019-04-04,0.499873280688674,105,165,-0.15653697782127285,0.8653948791647346,1.693523974552995,1.5796460861096835,1.8312709422881217,0.6517534958890612,0.8479182425822673,0.9798050150246609,0,0.049010296730930436,0.06679302775024776,0.27040548082498006,0.3585193354522566
BASE20160501ex5,A,1,2018-07-30,2019-01-03,2019-04-04,0.4983782951871072,105,165,-0.15653697782127285,0.8618599660140815,1.6936521518848957,1.5640131308031304,1.8311597933390318,0.6526753670350405,0.8404847868101973,0.9751987793298489,0,0.049010296730930436,0.06679302775024776,0.2699853630440625,0.35633510460816437
