tag,rank,point,name,equity_weight,date,code,shares,price,market_value,ma20,ma60,entry_stop,avg_cost
BASE20091101,2,trough,中国神华,0.7927854704453287,2016-06-13,601088,306600.0,13.42,4114572.0,13.714499999999994,14.178166666666694,12.270333333333356,16.424637879440212
BASE20091101,2,trough,南京银行,0.592527607663809,2016-06-13,601009,331740.0,9.27,3075229.8,9.41627777777777,9.016537037037034,8.58509259259259,9.228504250316515
BASE20091101,2,trough,海尔智家,0.16908221845056878,2016-06-13,600690,98600.0,8.9,877540.0,9.041999999999986,8.651833333333338,8.460833333333339,9.020547667342798
BASE20091101,2,trough,伊利股份,0.10648322358719471,2016-06-13,600887,35000.0,15.79,552650.0,15.483500000000003,14.583666666666646,13.696999999999981,14.92222857142857
BASE20091101,2,trough,万华化学,0.04994200950656088,2016-06-13,600309,16200.0,16.0,259200.0,15.586000000000038,15.354833333333337,15.05716666666667,15.97567901234568
BASE20091101,3,peak,电投能源,0.6347632527815954,2021-09-22,002128,3575300.0,18.04,64498412.0,14.541,11.738000000000035,6.776166666666694,8.51656812015775
BASE20091101,3,peak,中国神华,0.4896878364115166,2021-09-22,601088,2092400.0,23.78,49757272.0,20.977499999999992,18.757500000000018,13.195166666666685,16.535919040336463
BASE20091101,3,peak,海螺水泥,0.3581338991169488,2021-09-22,600585,780400.0,46.63,36390052.0,43.98399999999993,41.06983333333338,7.229833333333333,37.49523403535578
BASE20091101,3,peak,陕西煤业,0.12525506090242025,2021-09-22,601225,804500.0,15.82,12727190.0,14.207000000000004,11.991499999999998,6.241166666666667,11.470904909881915
BASE20091101,3,peak,潍柴动力,0.04249172432499259,2021-09-22,000338,239600.0,18.02,4317592.0,19.204550000000033,18.493349999999968,17.5713333333333,19.75861227045075
BASE20091101,3,peak,交通银行,0.015639130947580064,2021-09-22,601328,357100.0,4.45,1589095.0,4.4780000000000015,4.437000000000003,4.24766666666667,4.605126295155419
BASE20091101,3,peak,北京银行,3.0174140303305008e-05,2021-09-22,601169,700.0,4.38,3066.0,4.420999999999989,4.428333333333334,4.270000000000004,4.523571428571429
BASE20091101,3,trough,中国神华,0.6861107473967708,2021-11-16,601088,2092400.0,18.95,39650980.0,20.303499999999993,20.731666666666687,13.195166666666685,16.535919040336463
BASE20091101,3,trough,电投能源,0.6307388083620564,2021-11-16,002128,3289800.0,11.08,36450984.0,12.597,13.662500000000035,6.776166666666694,8.51656812015775
BASE20091101,3,trough,海螺水泥,0.5610908062491403,2021-11-16,600585,871900.0,37.19,32425960.999999996,38.34299999999992,41.36000000000006,7.229833333333333,38.55985851725157
BASE20091101,3,trough,陕西煤业,0.04952271694325466,2021-11-16,601225,249300.0,11.48,2861964.0,12.648000000000007,13.486833333333331,6.241166666666667,11.470904909881915
BASE20091101,3,trough,交通银行,0.028789464426763865,2021-11-16,601328,357800.0,4.65,1663770.0000000002,4.588500000000002,4.515333333333335,4.24766666666667,4.604920626048072
BASE20091101,3,trough,北京银行,5.3658936744498776e-05,2021-11-16,601169,700.0,4.43,3101.0,4.432499999999988,4.417333333333336,4.270000000000004,4.523571428571429
BASE20091101,4,peak,海螺水泥,0.4833741426250179,2020-01-02,600585,407000.0,55.8,22710600.0,49.85599999999996,45.81533333333337,11.349833333333333,32.146903437532565
BASE20091101,4,peak,电投能源,0.37506320318071623,2020-01-02,002128,2032500.0,8.67,17621775.0,8.34350000000001,8.174166666666697,7.170833333333362,8.569341697416974
BASE20091101,4,peak,天齐锂业,0.3078440080220519,2020-01-02,002466,471280.0,30.69,14463583.200000001,25.4156538461539,23.63765384615384,20.9398717948718,24.524475895433714
BASE20091101,4,peak,潍柴动力,0.2609553752906199,2020-01-02,000338,758700.0,16.16,12260592.0,14.762500000000003,13.255499999999984,2.7127499999999922,7.2561410509654936
BASE20091101,4,peak,万华化学,0.2362480107570303,2020-01-02,600309,198600.0,55.89,11099754.0,52.876500000000036,48.306666666666665,28.33550000000003,39.68752265861027
BASE20091101,4,peak,陕西煤业,0.002457374310274236,2020-01-02,601225,12800.0,9.02,115456.0,8.703500000000005,8.568166666666668,8.555000000000001,8.807500000000003
BASE20091101,4,peak,民生银行,8.122003506103177e-05,2020-01-02,600016,600.0,6.36,3816.0,6.25649999999999,6.19633333333333,5.960666666666661,6.17
BASE20091101,4,trough,海螺水泥,0.890477124160998,2020-03-23,600585,461900.0,51.73,23894087.0,54.9045,52.65500000000002,11.349833333333333,33.86745334287888
BASE20091101,4,trough,万华化学,0.4181325318988079,2020-03-23,600309,291800.0,38.45,11219710.0,46.51800000000004,50.63949999999999,28.33550000000003,42.84743660041124
BASE20091101,4,trough,潍柴动力,0.20508335747123282,2020-03-23,000338,458200.0,12.01,5502982.0,13.939000000000004,14.375333333333316,2.7127499999999922,8.838701457663106
BASE20091101,5,peak,神火股份,0.6283423301447976,2024-05-29,000933,5875500.0,24.07,141423285.0,22.77349999999999,20.98366666666669,13.174500000000005,19.523563441409248
BASE20091101,5,peak,交通银行,0.3700276146573156,2024-05-29,601328,11763200.0,7.08,83283456.0,6.969000000000003,6.633833333333341,3.5196666666666703,4.213912436969934
BASE20091101,5,peak,盐湖股份,0.33162760639203576,2024-05-29,000792,4297100.0,17.37,74640627.0,17.71099999999989,16.980833333333266,16.12133333333326,17.571975285657768
BASE20091101,5,peak,电投能源,0.14957099142495936,2024-05-29,002128,1440500.0,23.37,33664485.0,21.303999999999984,18.377500000000037,5.0961666666666945,9.715999263636865
BASE20091101,5,peak,北京银行,0.1123177012693674,2024-05-29,601169,4343600.0,5.82,25279752.0,5.71449999999999,5.607500000000004,3.655000000000004,3.8180175773893925
BASE20091101,5,peak,平安银行,0.05171402060637911,2024-05-29,000001,1033700.0,11.26,11639462.0,11.123499999999982,10.681333333333352,9.952166666666686,11.428879752345942
BASE20091101,5,peak,中国巨石,0.022358008563229104,2024-05-29,600176,424300.0,11.86,5032198.0,12.231749999999977,11.034249999999979,9.35149999999998,9.540517322649068
BASE20091101,5,peak,兴业银行,2.4085452206225784e-05,2024-05-29,601166,300.0,18.07,5421.0,17.450000000000042,16.58599999999999,14.825833333333321,16.436666666666667
BASE20091101,5,peak,上海银行,1.4022078428859726e-05,2024-05-29,601229,400.0,7.89,3156.0,7.599500000000001,7.022999999999996,6.653666666666664,7.775
BASE20091101,5,peak,农业银行,9.841224245856873e-06,2024-05-29,601288,500.0,4.43,2215.0,4.392000000000002,4.32166666666667,3.998333333333335,4.284
BASE20091101,5,peak,江苏银行,7.375364446104926e-06,2024-05-29,600919,200.0,8.3,1660.0000000000002,8.191500000000003,7.964166666666665,7.414833333333329,8.04
BASE20091101,5,peak,工商银行,7.290947624131435e-06,2024-05-29,601398,300.0,5.47,1641.0,5.4325,5.372333333333338,5.188000000000005,5.416666666666667
BASE20091101,5,peak,青岛银行,3.2700411038151957e-06,2024-05-29,002948,200.0,3.68,736.0,3.602999999999997,3.387166666666668,3.265833333333334,3.49
BASE20091101,5,trough,神火股份,0.5531712519570705,2024-09-11,000933,5875500.0,13.2,77556600.0,15.016999999999998,17.499500000000026,13.174500000000005,19.523563441409248
BASE20091101,5,trough,交通银行,0.5487115090718268,2024-09-11,601328,11763200.0,6.54,76931328.0,7.404499999999999,7.351333333333336,3.1446666666666703,3.8389124369699337
BASE20091101,5,trough,北京银行,0.21488829363513667,2024-09-11,601169,6123600.0,4.92,30128112.0,5.383999999999991,5.432833333333344,3.335000000000004,4.074141542417624
BASE20091101,5,trough,上海银行,0.1114293441076409,2024-09-11,601229,2280700.0,6.85,15622795.0,7.335500000000005,7.308833333333331,6.193666666666664,7.342909194545534
BASE20091101,5,trough,兴业银行,0.08208576769512042,2024-09-11,601166,728400.0,15.8,11508720.0,16.64300000000004,16.601999999999993,13.785833333333322,16.454236683141133
BASE20091101,5,trough,平安银行,0.07116176133165594,2024-09-11,000001,1033900.0,9.65,9977135.0,10.164499999999984,10.145666666666692,9.233166666666687,10.709786149530903
BASE20091101,5,trough,南京银行,0.07021950306152103,2024-09-11,601009,1018100.0,9.67,9845027.0,10.116499999999995,10.060166666666674,9.39114333333334,10.14
BASE20091101,5,trough,工商银行,0.06869502720931053,2024-09-11,601398,1738500.0,5.54,9631290.0,6.059000000000002,5.846580000000004,4.881600000000005,5.633451596203624
BASE20091101,5,trough,建设银行,0.06835430842192186,2024-09-11,601939,1346000.0,7.12,9583520.0,7.7354999999999965,7.4833333333333165,6.808333333333314,7.27
BASE20091101,5,trough,中国银行,0.032012887361313705,2024-09-11,601988,969400.0,4.63,4488322.0,4.877500000000013,4.66680666666666,4.300766666666662,4.5036000000000005
BASE20091101,5,trough,江苏银行,1.0684461869546779e-05,2024-09-11,600919,200.0,7.49,1498.0,7.882000000000005,7.703500000000004,6.944833333333329,7.569999999999999
BASE20091101,6,peak,神火股份,0.6357087504919318,2026-03-12,000933,13325000.0,38.04,506883000.0,33.2535,30.608666666666736,12.374500000000005,22.48902574108818
BASE20091101,6,peak,中材国际,0.601035964690425,2026-03-12,600970,42038300.0,11.4,479236620.0,10.947,10.569166666666682,9.21783333333335,10.588171072569537
BASE20091101,6,peak,卫星化学,0.22068673990146673,2026-03-12,002648,6046900.0,29.1,175964790.0,24.26000000000001,20.788000000000064,17.78933333333338,22.513177992028975
BASE20091101,6,peak,万华化学,0.10812089198599002,2026-03-12,600309,995500.0,86.6,86210300.0,88.77049999999988,82.07400000000013,60.21800000000012,81.62912807634355
BASE20091101,6,peak,平安银行,0.04003347647190342,2026-03-12,000001,2917800.0,10.94,31920732.0,10.910999999999987,11.180833333333366,8.389166666666686,10.66968863527315
BASE20091101,6,peak,中国海油,0.03933010743021946,2026-03-12,600938,729300.0,43.0,31359900.0,38.15050000000001,32.77333333333335,25.214783666666683,25.822939372000548
BASE20091101,6,peak,成都银行,0.01061530007755985,2026-03-12,601838,492100.0,17.2,8464120.0,16.589499999999997,16.31133333333333,16.31133333333333,17.2
BASE20091101,6,peak,江苏银行,0.010456105441845212,2026-03-12,600919,782100.0,10.66,8337186.0,10.454000000000006,10.170473333333335,10.150338333333336,10.350011507479861
BASE20091101,6,peak,新 和 成,9.857641268037363e-06,2026-03-12,002001,200.0,39.3,7859.999999999999,32.49500000000003,27.997166666666704,25.508500000000033,29.75
BASE20091101,6,peak,杭州银行,4.264119632484356e-06,2026-03-12,600926,200.0,17.0,3400.0,16.454500000000024,15.822333333333354,15.526833333333352,16.15
BASE20091101,6,trough,平安银行,0.5770521053008286,2026-06-30,000001,29751400.0,10.05,299001570.0,10.655999999999988,10.694000000000027,8.029166666666686,10.752693839617631
BASE20091101,6,trough,江苏银行,0.46294705416593646,2026-06-30,600919,22252100.0,10.78,239877638.0,11.397000000000006,11.202999999999992,10.150338333333336,11.2214844891044
BASE20091101,6,trough,成都银行,0.4433697900277229,2026-06-30,601838,12979300.0,17.7,229733610.0,18.9265,18.431666666666647,16.31133333333333,17.634449161356926
BASE20091101,6,trough,卫星化学,0.21146070475876613,2026-06-30,002648,4664500.0,23.49,109569105.0,23.632,25.572333333333383,17.28933333333338,23.221820823711358
BASE20091101,6,trough,齐鲁银行,0.05170860531623487,2026-06-30,601665,4643500.0,5.77,26792994.999999996,6.133500000000003,6.14033333333333,5.645683333333332,6.183591193224244
BASE20091101,7,peak,潍柴动力,0.6460179029109875,2018-06-12,000338,1468700.0,9.72,14275764.000000002,8.741500000000006,8.445333333333329,3.5727499999999925,8.116141050965494
BASE20091101,7,peak,海螺水泥,0.624356577208348,2018-06-12,600585,369400.0,37.35,13797090.0,34.94199999999997,33.961,14.239833333333332,33.31788334135251
BASE20091101,7,peak,陕西煤业,0.01316095437970313,2018-06-12,601225,33200.0,8.76,290832.0,8.335500000000005,8.041166666666667,4.496666666666668,5.64518444666002
BASE20091101,7,peak,格力电器,0.0034211096134729216,2018-06-12,000651,1500.0,50.4,75600.0,47.42749999999988,47.77450000000002,18.788833333333333,30.878999999999994
BASE20091101,7,trough,潍柴动力,0.751331436702859,2019-01-03,000338,1468700.0,7.49,11000563.0,7.674000000000005,7.634833333333327,3.1427499999999924,7.686141050965494
BASE20091101,7,trough,海螺水泥,0.7122368134821971,2019-01-03,600585,369400.0,28.23,10428162.0,30.273499999999984,32.11583333333333,13.039833333333332,32.11788334135251
BASE20091101,7,trough,格力电器,0.32678130360128327,2019-01-03,000651,133200.0,35.92,4784544.0,36.373499999999865,37.69500000000002,18.788833333333333,45.41968843843844
BASE20111101,1,peak,神火股份,0.6119633999817261,2024-05-29,000933,3857300.0,24.07,92845211.0,22.77349999999999,20.98366666666669,13.040666666666668,19.10199906670469
BASE20111101,1,peak,电投能源,0.57825436795581,2024-05-29,002128,3754000.0,23.37,87730980.0,21.303999999999984,18.377500000000037,12.168000000000042,13.151107085775173
BASE20111101,1,peak,交通银行,0.25492154951069734,2024-05-29,601328,5462700.0,7.08,38675916.0,6.969000000000003,6.633833333333341,3.4840000000000035,4.050811519581688
BASE20111101,1,peak,北京银行,0.12230609638553476,2024-05-29,601169,3188300.0,5.82,18555906.0,5.71449999999999,5.607500000000004,3.639000000000004,3.826695319233618
BASE20111101,1,peak,盐湖股份,0.07564323024750175,2024-05-29,000792,660700.0,17.37,11476359.0,17.71099999999989,16.980833333333266,16.12133333333326,17.5669017708491
BASE20111101,1,peak,兴业银行,0.022832118339860295,2024-05-29,601166,191700.0,18.07,3464019.0,17.450000000000042,16.58599999999999,14.841833333333321,15.951940532081377
BASE20111101,1,peak,平安银行,5.195201202844986e-05,2024-05-29,000001,700.0,11.26,7882.0,11.123499999999982,10.681333333333352,9.931333333333352,10.695714285714285
BASE20111101,1,peak,江阴银行,1.3479049048233945e-05,2024-05-29,002807,500.0,4.09,2045.0,3.9134999999999955,3.69516666666666,3.5586666666666593,3.73
BASE20111101,1,peak,工商银行,7.210796899153025e-06,2024-05-29,601398,200.0,5.47,1094.0,5.4325,5.372333333333338,5.1728333333333385,5.37
BASE20111101,1,peak,江苏银行,5.4707142836352944e-06,2024-05-29,600919,100.0,8.3,830.0000000000001,8.191500000000003,7.964166666666665,7.392999999999995,7.96
BASE20111101,1,peak,农业银行,2.919911358614982e-06,2024-05-29,601288,100.0,4.43,443.0,4.392000000000002,4.32166666666667,4.251000000000002,4.38
BASE20111101,1,trough,电投能源,0.7245312904165623,2024-09-11,002128,3804200.0,15.17,57709714.0,17.101999999999975,18.952500000000075,12.168000000000042,13.261542505651649
BASE20111101,1,trough,神火股份,0.6392423988466523,2024-09-11,000933,3857300.0,13.2,50916360.0,15.016999999999998,17.499500000000026,13.040666666666668,19.10199906670469
BASE20111101,1,trough,北京银行,0.1969393526558946,2024-09-11,601169,3188300.0,4.92,15686436.0,5.383999999999991,5.432833333333344,3.319000000000004,3.5066953192336183
BASE20111101,1,trough,兴业银行,0.13591978076786465,2024-09-11,601166,685200.0,15.8,10826160.0,16.64300000000004,16.601999999999993,13.80183333333332,16.509238178633975
BASE20111101,1,trough,平安银行,8.480736651656042e-05,2024-09-11,000001,700.0,9.65,6755.0,10.164499999999984,10.145666666666692,9.212333333333353,9.976714285714285
BASE20111101,1,trough,工商银行,1.3910667964522421e-05,2024-09-11,601398,200.0,5.54,1108.0,6.059000000000002,5.846580000000004,4.8664333333333385,5.0636
BASE20111101,1,trough,江苏银行,9.403511105981312e-06,2024-09-11,600919,100.0,7.49,749.0,7.882000000000005,7.703500000000004,6.922999999999996,7.49
BASE20111101,1,trough,中国银行,5.812851324525163e-06,2024-09-11,601988,100.0,4.63,463.0,4.877500000000013,4.66680666666666,4.300766666666662,4.5036000000000005
BASE20111101,2,peak,格力电器,0.6597225907435844,2013-02-08,000651,79600.0,29.71,2364916.0,28.495999999999732,25.497500000000006,17.504500000000007,18.84433417085428
BASE20111101,2,peak,潍柴动力,0.4950823428930161,2013-02-08,000338,62800.0,28.26,1774728.0,24.989499999999992,23.985999999999976,18.964305555555534,22.369968152866242
BASE20111101,2,peak,海螺水泥,0.43157042040622445,2013-02-08,600585,72700.0,21.28,1547056.0,19.718499999999974,18.197666666666656,14.514999999999992,15.84455295735901
BASE20111101,2,peak,福耀玻璃,0.07895193217528625,2013-02-08,600660,31800.0,8.9,283020.0,8.63649999999997,7.998999999999986,7.101499999999984,7.539433962264151
BASE20111101,2,peak,ST易购,0.0006092538331949162,2013-02-08,002024,300.0,7.28,2184.0,7.3145,6.693666666666673,6.579500000000009,7.336666666666667
BASE20111101,2,trough,格力电器,1.0034766087465976,2013-06-25,000651,79600.0,23.88,1900848.0,25.71099999999973,26.707999999999995,17.504500000000007,18.84433417085428
BASE20111101,2,trough,福耀玻璃,0.2483541890943512,2013-06-25,600660,64800.0,7.26,470448.0,7.978999999999971,7.879999999999989,6.601499999999984,7.166574074074074
BASE20111101,2,trough,宇通客车,0.099717969863641,2013-06-25,600066,10800.0,17.49,188891.99999999997,18.030500000000075,16.716574074074042,16.66711111111108,17.495
BASE20111101,3,peak,中国神华,0.6414169045819156,2015-04-27,601088,178900.0,24.44,4372316.0,21.589999999999993,19.72583333333336,13.010333333333357,17.59504751257686
BASE20111101,3,peak,洋河股份,0.367724492893528,2015-04-27,002304,25500.0,98.3,2506650.0,90.0600000000001,82.6794999999999,39.13434899999993,76.88732628235293
BASE20111101,3,peak,海螺水泥,0.2994559379750468,2015-04-27,600585,81100.0,25.17,2041287.0000000002,24.153499999999973,21.614333333333324,15.449499999999993,22.706510480887793
BASE20111101,3,peak,电投能源,0.16490763429377334,2015-04-27,002128,77100.0,14.58,1124118.0,12.39700000000001,10.930666666666689,6.732500000000021,10.328612191958495
BASE20111101,3,peak,格力电器,0.10226955581266732,2015-04-27,000651,13600.0,51.26,697136.0,45.855499999999715,42.29199999999999,40.65599999999999,43.86904411764706
BASE20111101,3,peak,泸州老窖,0.05139208896313666,2015-04-27,000568,13300.0,26.34,350322.0,25.381499999999985,22.245666666666718,20.27866666666672,24.45548872180451
BASE20111101,3,peak,潍柴动力,0.034476454220924185,2015-04-27,000338,6900.0,34.06,235014.00000000003,33.3645,29.154499999999977,16.96983333333331,17.24
BASE20111101,3,peak,三一重工,0.004213945328772103,2015-04-27,600031,2500.0,11.49,28725.0,10.732500000000023,9.247999999999994,5.742999999999996,9.0936
BASE20111101,3,trough,中国神华,0.7888275602985729,2016-06-13,601088,218200.0,13.42,2928244.0,13.714499999999994,14.178166666666694,12.270333333333356,16.517106023819956
BASE20111101,3,trough,南京银行,0.3982545761429649,2016-06-13,601009,159480.0,9.27,1478379.5999999999,9.41627777777777,9.016537037037034,8.58509259259259,9.216930022573365
BASE20111101,3,trough,电投能源,0.37393452746780975,2016-06-13,002128,198300.0,7.0,1388100.0,7.157000000000009,7.731833333333356,6.632500000000022,7.730990042754743
BASE20111101,3,trough,伊利股份,0.10719079313857881,2016-06-13,600887,25200.0,15.79,397908.0,15.483500000000003,14.583666666666646,13.696999999999981,14.921904761904761
BASE20111101,3,trough,万华化学,0.04094665238463157,2016-06-13,600309,9500.0,16.0,152000.0,15.586000000000038,15.354833333333337,15.05716666666667,15.935368421052631
BASE20111101,3,trough,海尔智家,0.0007192602754405677,2016-06-13,600690,300.0,8.9,2670.0,9.041999999999986,8.651833333333338,8.496000000000006,9.12
BASE20111101,4,peak,中国神华,0.5022572575227379,2021-09-22,601088,1171300.0,23.78,27853514.0,20.977499999999992,18.757500000000018,13.025500000000019,16.193659182105353
BASE20111101,4,peak,海螺水泥,0.48987144307870806,2021-09-22,600585,582600.0,46.63,27166638.0,43.98399999999993,41.06983333333338,7.229833333333333,40.60210303795113
BASE20111101,4,peak,电投能源,0.44884759363916965,2021-09-22,002128,1379800.0,18.04,24891592.0,14.541,11.738000000000035,4.732500000000021,7.743587504280718
BASE20111101,4,peak,陕西煤业,0.12061121298243759,2021-09-22,601225,422800.0,15.82,6688696.0,14.207000000000004,11.991499999999998,6.227333333333334,10.659361400189216
BASE20111101,4,peak,交通银行,0.04520881056706101,2021-09-22,601328,563400.0,4.45,2507130.0,4.4780000000000015,4.437000000000003,4.212000000000003,4.450256833510827
BASE20111101,4,peak,潍柴动力,0.042859372625508915,2021-09-22,000338,131900.0,18.02,2376838.0,19.204550000000033,18.493349999999968,17.5713333333333,19.766062168309322
BASE20111101,4,peak,北京银行,0.01636477689899937,2021-09-22,601169,207200.0,4.38,907536.0,4.420999999999989,4.428333333333334,4.254000000000004,4.4594787644787655
BASE20111101,4,peak,中国银行,5.499789489557226e-06,2021-09-22,601988,100.0,3.05,305.0,3.055000000000007,3.043833333333327,3.04466666666666,3.05
BASE20111101,4,trough,海螺水泥,0.7210600722100945,2021-11-16,600585,672400.0,37.19,25006556.0,38.34299999999992,41.36000000000006,7.229833333333333,41.17103990171078
BASE20111101,4,trough,中国神华,0.6400220288585524,2021-11-16,601088,1171300.0,18.95,22196135.0,20.303499999999993,20.731666666666687,13.025500000000019,16.193659182105353
BASE20111101,4,trough,电投能源,0.3423974768702314,2021-11-16,002128,1071700.0,11.08,11874436.0,12.597,13.662500000000035,4.732500000000021,7.743587504280718
BASE20111101,4,trough,交通银行,0.10440966256087017,2021-11-16,601328,778700.0,4.65,3620955.0000000005,4.588500000000002,4.515333333333335,4.212000000000003,4.480208937973545
BASE20111101,4,trough,陕西煤业,0.036180920733212,2021-11-16,601225,109300.0,11.48,1254764.0,12.648000000000007,13.486833333333331,6.227333333333334,10.659361400189216
BASE20111101,4,trough,北京银行,0.02646738543449793,2021-11-16,601169,207200.0,4.43,917895.9999999999,4.432499999999988,4.417333333333336,4.254000000000004,4.4594787644787655
BASE20111101,5,peak,海螺水泥,0.4311638589393243,2020-01-03,600585,238300.0,54.68,13030244.0,50.252499999999955,46.03200000000004,11.349833333333333,31.88701792927434
BASE20111101,5,peak,电投能源,0.3899715727426153,2020-01-03,002128,1368800.0,8.61,11785368.0,8.36450000000001,8.18533333333336,5.532500000000022,8.585755547668594
BASE20111101,5,peak,潍柴动力,0.38549198656637124,2020-01-03,000338,709500.0,16.42,11649990.000000002,14.886000000000006,13.340666666666653,2.721999999999992,7.420032528873706
BASE20111101,5,peak,天齐锂业,0.3116394345661191,2020-01-03,002466,304300.0,30.95,9418085.0,25.708346153846215,23.74944871794871,20.958076923076923,23.96028918830102
BASE20111101,5,peak,万华化学,0.14752615615047587,2020-01-03,600309,78300.0,56.94,4458402.0,53.230500000000035,48.518333333333324,28.470166666666692,40.24402298850575
BASE20111101,5,peak,陕西煤业,0.00011912208951586536,2020-01-03,601225,400.0,9.0,3600.0,8.736500000000007,8.571166666666667,8.564666666666668,8.9975
BASE20111101,5,peak,民生银行,0.00010489361771258143,2020-01-03,600016,500.0,6.34,3170.0,6.26449999999999,6.2001666666666635,5.963666666666661,6.228
BASE20111101,5,trough,海螺水泥,0.6195678433985283,2020-03-23,600585,238300.0,51.73,12327259.0,54.9045,52.65500000000002,11.349833333333333,31.88701792927434
BASE20111101,5,trough,电投能源,0.5451197893627804,2020-03-23,002128,1496000.0,7.25,10846000.0,7.64950000000001,7.974833333333362,5.532500000000022,8.592208685594098
BASE20111101,5,trough,潍柴动力,0.36983945125026113,2020-03-23,000338,612700.0,12.01,7358527.0,13.939000000000004,14.375333333333316,2.721999999999992,7.420032528873706
BASE20111101,5,trough,万华化学,0.15131446773448406,2020-03-23,600309,78300.0,38.45,3010635.0,46.51800000000004,50.63949999999999,28.470166666666692,40.24402298850575
BASE20111101,6,peak,电投能源,0.6368534784321794,2020-07-20,002128,2020400.0,12.29,24830716.0,10.10450000000001,8.380666666666695,5.132500000000022,8.143587504280719
BASE20111101,6,peak,天齐锂业,0.44110200830960294,2020-07-20,002466,590200.0,29.14,17198428.0,26.07900000000008,21.869166666666665,19.83833333333334,26.672802439850898
BASE20111101,6,peak,海螺水泥,0.34054499992771226,2020-07-20,600585,211800.0,62.69,13277742.0,56.553499999999985,56.31266666666669,9.349833333333333,31.45304168985046
BASE20111101,6,peak,万华化学,0.13113699446640803,2020-07-20,600309,78300.0,65.3,5112990.0,54.10400000000003,48.594833333333376,27.17016666666669,38.94402298850575
BASE20111101,6,peak,中国神华,0.11606039120076941,2020-07-20,601088,278300.0,16.26,4525158.0,15.726999999999997,15.11250000000002,14.83550000000002,16.203754940711466
BASE20111101,6,peak,北京银行,0.00019197385552896916,2020-07-20,601169,1500.0,4.99,7485.0,4.888999999999992,4.681833333333338,4.554000000000004,4.671333333333334
BASE20111101,6,peak,民生银行,4.385775456974446e-05,2020-07-20,600016,300.0,5.7,1710.0,5.635499999999989,5.462833333333331,5.412833333333331,5.946666666666666
BASE20111101,6,peak,陕西煤业,4.036965245191683e-05,2020-07-20,601225,200.0,7.87,1574.0,7.500500000000006,7.079000000000001,7.027333333333334,8.015
BASE20111101,6,peak,交通银行,2.5442627212389767e-05,2020-07-20,601328,200.0,4.96,992.0,4.997250000000002,4.8770833333333385,4.847333333333339,5.335
BASE20111101,6,peak,农业银行,8.515072817049801e-06,2020-07-20,601288,100.0,3.32,332.0,3.308765,3.2493216666666704,3.2453300000000045,3.35
BASE20111101,6,trough,电投能源,0.6617709570113093,2021-02-05,002128,2020400.0,8.41,16991564.0,9.548000000000009,10.627833333333367,5.132500000000022,8.143587504280719
BASE20111101,6,trough,中国神华,0.6150696119920219,2021-02-05,601088,965900.0,16.35,15792465.000000002,17.982999999999997,18.22600000000002,14.83550000000002,17.250687441764157
