tag,group,rank,peak,trough,recovery,drawdown,peak_to_trough_sessions,recovery_sessions,index_same_interval,exposure_peak,exposure_trough,exposure_median,exposure_max,top1_peak,top3_peak,top3_stock_share_peak,cap_days,spread_min,spread_max,vol20_peak,vol20_trough
BASE20091101,full,15,2025-11-10,2025-11-24,2025-12-24,0.19292960719992935,10,32,-0.05260859841748222,1.6659990170235277,1.7519405037720335,1.6832337745000276,1.7519405037720335,0.6932708801698543,1.3459792480342168,0.8079111897910612,0,0.057861011372251706,0.057861011372251706,0.5488542581399729,0.6031284337225691
BASE20091101,full,16,2017-11-22,2017-12-15,2018-01-02,0.16587004536809125,17,28,-0.058357401533268405,1.6660013384608352,1.8002010743971668,1.7368936426085464,1.8002010743971668,0.5944938365046466,1.4072937653748976,0.8447134662419004,0,0.03333733526011561,0.033510296162201296,0.3055286504101203,0.4986079830022538
BASE20100501,full,1,2011-07-13,2013-06-25,2014-12-01,0.45961223592520717,469,820,-0.30288289738430585,0.8919437780284112,1.450463700098982,1.5133617059466091,2.080025036841828,0.6218523577650784,0.8919437780284112,1.0,0,0.035395534142640364,0.07371925408942202,0.1509392888384064,0.5569533055640085
BASE20100501,full,2,2015-04-27,2016-06-13,2017-03-21,0.45237257231880534,276,464,-0.3621877073544125,1.6659812678474886,1.710609550590444,0.7232526918461462,1.7547277283337253,0.642129780464947,1.464278055490818,0.8789282831389341,64,0.025245510403916767,0.06896388693957116,0.5902646302586341,0.29273408622494856
BASE20100501,full,3,2021-09-22,2021-11-16,2022-03-29,0.4408811222263864,34,123,0.012765021973258683,1.6659999173322653,1.9825174355498805,1.8281402618015905,1.9825174355498805,0.6292462949377897,1.4601986125129804,0.8764697989008123,0,0.049194598263614844,0.05213017727639001,0.8793800947484899,0.7121086591733898
BASE20100501,full,4,2020-01-02,2020-03-23,2020-07-09,0.42895741512471064,51,123,-0.14978180451996992,1.6660206201018701,1.5133142416565233,1.6807440370897333,2.068208656041074,0.48333581611763055,1.1664471887866132,0.7001397069835126,0,0.04993581300813008,0.05905442350907519,0.21858600624565522,0.9274842008702374
BASE20100501,full,5,2024-05-29,2024-09-11,2024-11-07,0.3741371699550081,74,108,-0.1182752551528703,1.6660243216539894,1.8085552039134503,1.706113438164981,1.8085552039134503,0.6295784485265953,1.3838298856306088,0.830618057398331,0,0.06295652278589853,0.07037703130755064,0.3657849149618199,0.37835691581104947
BASE20100501,full,6,2026-03-12,2026-06-30,,0.3461938115807345,73,,0.06226480301052151,1.6660016976397434,1.7173691766407853,1.6709948054823127,1.9091853057383847,0.635813723762663,1.4304950382086317,0.8586396041704168,0,0.054729166064981946,0.057141754688672164,0.47021732126225174,0.3885344260395481
BASE20100501,full,7,2018-06-12,2019-01-03,2019-02-25,0.33732836805293165,138,170,-0.22507089742416908,1.2901914578392781,1.790277107999958,1.6659882824719587,1.790277107999958,0.6460141021447792,1.2850593526372518,0.9960222142451468,0,0.04355227490039841,0.06679302775024776,0.38288568786753674,0.2932057750265731
BASE20100501,full,8,2024-11-07,2025-04-09,2025-07-22,0.292128969370852,101,171,-0.11069541935017002,1.6660249208939328,1.6660474021320892,1.7116285606520147,1.7696366985841911,0.6124629789506743,1.1526238297991636,0.6918406893821879,0,0.06436090987124463,0.06887987563884157,0.40603740841121416,0.5509669165347184
BASE20100501,full,9,2015-01-05,2015-02-06,2015-04-07,0.2877715520349655,24,60,-0.09037934500238909,1.6659236869085856,1.8979320747646575,1.77639810405149,1.8979320747646575,0.6239320363129803,1.4125310906616715,0.8478966364196858,0,0.04227393563579278,0.045237821829855536,0.8648499267872487,0.7938706123146555
BASE20100501,full,10,2022-04-14,2022-04-26,2023-05-04,0.27042862132168866,8,255,-0.09720701312396063,1.666000997194062,1.685529890465457,1.685529890465457,1.7662440258978374,0.5762608946699099,1.447374394527064,0.8687716255661212,0,0.057446232081911255,0.057446232081911255,0.4484573836501676,0.7168225548724183
BASE20100501,full,11,2021-05-10,2021-07-28,2021-08-31,0.25922676722058546,56,80,-0.046458430981367815,1.6659986336373813,1.7779888639447237,1.7596009748325416,1.857502425644879,0.6382220778533398,1.537591719566712,0.9229249583534663,0,0.03905440223463687,0.04232449704142012,0.46486383262483605,0.3444114253645111
BASE20100501,full,12,2019-04-19,2019-06-05,2019-11-25,0.2569436271177754,30,146,-0.12704429683954555,1.6659920437490232,1.7371986223088316,1.7118639791450074,1.7888517931483592,0.5895220353620078,1.300072037189131,0.7803590911896233,0,0.047630592502037494,0.05435701393728222,0.6673695462982641,0.5853149834893853
BASE20100501,full,13,2020-07-20,2020-09-25,2020-11-23,0.23347720718585296,49,84,-0.023562592141529337,1.6660034981584073,1.7597677524780302,1.7029280169931398,1.7857568529865397,0.49956007265813734,1.336390027421258,0.8021531940950288,0,0.03902715224913496,0.05254544426494346,0.7527421630942216,0.4236709713135586
BASE20100501,full,14,2021-01-08,2021-02-05,2021-03-15,0.2330224638300692,20,41,-0.0021872719696184317,1.665999311959649,1.8310945721645593,1.686330645109241,1.8310945721645593,0.5933207616315824,1.3302541716562324,0.7984722215110084,0,0.03090992476489029,0.03242796040868455,0.6367446108970409,0.40669197912154964
BASE20100501,full,15,2025-11-10,2025-11-24,2025-12-24,0.1919795062713061,10,32,-0.05260859841748222,1.6659999717936307,1.758718425653486,1.685735044189037,1.758718425653486,0.6910701018130548,1.3792902612811944,0.827905332913204,0,0.057861011372251706,0.057861011372251706,0.547834663243005,0.616902991726008
BASE20100501,full,16,2017-11-22,2017-12-15,2018-01-02,0.16640339175617702,17,28,-0.058357401533268405,1.665982660803611,1.800690598294448,1.7386449151413255,1.800690598294448,0.5942667708596658,1.3863807850008292,0.8321699964944942,0,0.03333733526011561,0.033510296162201296,0.30785374043090624,0.4938361892036
BASE20101101,full,1,2011-07-13,2013-06-25,2014-12-04,0.5103950402387067,469,823,-0.30288289738430585,0.815695005136686,1.352109728147881,1.3444960094939087,2.10373775888516,0.6217998964828814,0.8156950051366861,1.0000000000000002,0,0.035395534142640364,0.07371925408942202,0.1452996268938391,0.5563368322602268
BASE20101101,full,2,2024-05-29,2024-09-11,2025-10-09,0.48563871189408414,74,330,-0.1182752551528703,1.6660011986323657,1.6660253310905149,1.7487923972181236,1.9213902448382654,0.6162389374835284,1.4685153885449513,0.8814611836716971,0,0.06295652278589853,0.07037703130755064,0.4117496697070994,0.36687825109095823
BASE20101101,full,3,2015-06-09,2016-06-13,2017-05-25,0.4569702959651567,246,478,-0.4233449804982078,0.2997934717345494,1.7093215728285345,0.8418011022208297,1.7537036310502994,0.18408280490766765,0.26068053485645337,0.8695337271629171,38,0.025245510403916767,0.06896388693957116,0.1533655065545376,0.30810988694499736
BASE20101101,full,4,2021-09-22,2021-11-16,2022-02-11,0.39551994790045397,34,91,0.012765021973258683,1.6660014286165437,1.9116060996460076,1.7220594972447243,1.9116060996460076,0.5378432618738788,1.4787656294437235,0.8876136622954148,0,0.049194598263614844,0.05213017727639001,0.8592390420909412,0.5762690993617231
BASE20101101,full,5,2018-06-12,2019-01-03,2019-02-25,0.3502300597612903,138,170,-0.22507089742416908,1.3046070888867252,1.9111601840698866,1.730739172659519,1.9111601840698866,0.6459665956403455,1.2885265094129086,0.987674005751771,0,0.04355227490039841,0.06679302775024776,0.38492009681818834,0.29976296999309304
BASE20101101,full,6,2020-03-05,2020-03-23,2020-07-06,0.34037644853758675,12,81,-0.16079472654532134,1.665951739288597,1.6851702445556378,1.7696643047863674,1.9692585420828668,0.46919284237799347,1.2256689987517113,0.7357169897821305,0,0.05905442350907519,0.05905442350907519,0.6368716416594208,0.7941517016504204
BASE20101101,full,7,2020-07-20,2020-10-30,2021-05-10,0.3400806537320248,68,194,0.0032113326068841097,1.6660111298108253,1.7732596646318102,1.7338021876130718,1.8874992316336847,0.6369793997664827,1.4232274645098433,0.8542724829644145,0,0.03902715224913496,0.05254544426494346,0.8038810329371258,0.46977822068898406
BASE20101101,full,8,2026-03-12,2026-06-30,,0.33977801980085476,73,,0.06226480301052151,1.6660030994485477,1.737502626744348,1.6685670059928364,1.88893723035439,0.6355295901066462,1.4323067092694364,0.8597263172820834,0,0.054729166064981946,0.057141754688672164,0.48400371683634996,0.38585180977345396
BASE20101101,full,9,2020-01-03,2020-02-03,2020-03-05,0.29640263158845204,15,38,-0.11015787848374892,1.6660135049278266,1.9315384902381854,1.6906543030366201,1.9315384902381854,0.4344508631529182,1.2162473815169554,0.7300345272829253,0,0.04993581300813008,0.053680040133779264,0.21857060607697812,0.7004452955216061
BASE20101101,full,10,2019-04-08,2019-06-05,2019-11-25,0.27299469649360575,39,155,-0.1134074232912603,1.6659884722684692,1.7565976262267855,1.724043155351384,1.80194345637025,0.6274387916915883,1.3968338712775537,0.8384414985630573,0,0.047630592502037494,0.05435701393728222,0.585048264573554,0.5753053777986294
BASE20101101,full,11,2021-05-10,2021-07-28,2021-08-31,0.2616911758406597,56,80,-0.046458430981367815,1.6659976991657204,1.7803349630316534,1.7590486022769196,1.8554134113714091,0.6405020108024014,1.5569986041032988,0.9345742823552489,0,0.03905440223463687,0.04232449704142012,0.4588317848062253,0.3400324509084193
BASE20101101,full,12,2015-01-05,2015-02-06,2015-03-30,0.25361942564491924,24,55,-0.09037934500238909,1.6658642506782164,1.893309153294472,1.771808140080453,1.893309153294472,0.629707158412433,1.3989892280976415,0.8397978571951927,0,0.04227393563579278,0.045237821829855536,0.8201814561349332,0.7807360836373936
BASE20101101,full,13,2022-02-11,2022-03-15,2022-03-31,0.22878730724639418,22,34,-0.13421784674229575,1.6659981114510736,1.851946949209152,1.7076630560585042,1.851946949209152,0.6068762860878429,1.481901209878092,0.8894975328557639,0,0.05180449482895784,0.05336485209003215,0.5587677749644245,0.5645360262445399
BASE20101101,full,14,2023-05-08,2023-06-26,2024-01-03,0.17657193440309682,33,163,-0.062264624654782885,1.6660005713747026,1.79816282409555,1.7420436801199655,1.79816282409555,0.5856022375658744,1.3604641872762198,0.8166048743630567,0,0.05939595815170009,0.06464130832570907,0.44314559327293696,0.2862394528677598
BASE20101101,full,15,2025-11-10,2025-11-24,2026-01-05,0.17227155098514468,10,38,-0.05260859841748222,1.665999714789422,1.7401696497684758,1.6787068073121096,1.7418668233673964,0.6476436284655878,1.2091592859652756,0.7257860101843475,0,0.057861011372251706,0.057861011372251706,0.48039872705532005,0.5408360758959883
BASE20101101,full,16,2017-11-22,2017-12-15,2018-01-02,0.15998790118843365,17,28,-0.058357401533268405,1.6659554010613968,1.794542897668995,1.7237375263527155,1.794542897668995,0.47267240667223526,1.2314141157830012,0.739163914591264,0,0.03333733526011561,0.033510296162201296,0.34524704742559065,0.4940216236657957
BASE20101101,full,17,2022-04-14,2022-04-26,2023-03-17,0.15632559975660065,8,225,-0.09720701312396063,1.666001140065041,1.6679199593229217,1.6679199593229217,1.7209745502789344,0.6059534436835752,1.4910777436693277,0.8950040355981483,0,0.057446232081911255,0.057446232081911255,0.33263814332667513,0.4946791199313315
BASE20110501,full,1,2024-05-29,2024-09-11,2025-09-12,0.4939228105428485,74,317,-0.1182752551528703,1.6660007762485143,1.6660736936197815,1.7407910456371476,1.8492206114336427,0.6103103466313606,1.457072552401597,0.87459296128458,0,0.06295652278589853,0.07037703130755064,0.4059595901895065,0.3796833154373073
BASE20110501,full,2,2013-02-08,2013-06-25,2014-12-02,0.47103178367791476,84,436,-0.21874785783608064,1.6659227300785995,1.3515670801022148,1.857917055920251,2.0995933161686042,0.6592270045488633,1.584385073935038,0.9510555593777663,0,0.0540360900900901,0.06825110256410256,0.42401013550412864,0.5556436051841349
BASE20110501,full,3,2015-06-09,2016-06-13,2017-05-25,0.45827343180007174,246,478,-0.4233449804982078,0.29958366454236285,1.7093684601717607,0.8328820878363664,1.7538238428820416,0.18004764756226194,0.25917292430097866,0.8651103346935998,38,0.025245510403916767,0.06896388693957116,0.15261758382243748,0.30887013748548153
BASE20110501,full,4,2011-05-20,2012-09-26,2013-02-08,0.38289458553740285,333,422,-0.3000736801640185,0.2993773287064785,0.7620352133156065,0.6568970282110929,1.717249716003654,0.29937732870647854,0.29937732870647854,1.0000000000000002,8,0.03190846892655367,0.07166862090813093,,0.15684783915567369
BASE20110501,full,5,2021-09-22,2021-11-16,2022-02-10,0.36889145530798784,34,90,0.012765021973258683,1.6660235229298397,1.884557372502973,1.749309960742608,1.884557372502973,0.5142089419483906,1.4704982182463806,0.8826395293989536,0,0.049194598263614844,0.05213017727639001,0.8549085492658499,0.5333684472098772
BASE20110501,full,6,2018-06-12,2019-01-03,2019-02-25,0.3500874364785682,138,170,-0.22507089742416908,1.3063664450245087,1.911100765218397,1.7306648604681358,1.911100765218397,0.6459271769919973,1.2891991151310676,0.9868587179662908,0,0.04355227490039841,0.06679302775024776,0.3853651364503103,0.2996879177868643
BASE20110501,full,7,2020-03-05,2020-03-23,2020-07-06,0.3404987482462627,12,81,-0.16079472654532134,1.6659671543108747,1.6847731551247787,1.7697537477469898,1.969487979739661,0.4691601360869799,1.2262724698042178,0.7360724169327719,0,0.05905442350907519,0.05905442350907519,0.6370774183532197,0.7942661028869124
BASE20110501,full,8,2020-07-20,2020-10-30,2021-05-10,0.3404256663526247,68,194,0.0032113326068841097,1.6660098623217439,1.7733024492757758,1.7339144274091243,1.8879108835821128,0.6368942387248928,1.4239159945588424,0.8546864137853779,0,0.03902715224913496,0.05254544426494346,0.8039585273898836,0.46984553668469126
BASE20110501,full,9,2026-03-12,2026-06-30,,0.3320010537105935,73,,0.06226480301052151,1.666025207758247,1.7422081264196911,1.6694037937052972,1.822883207211342,0.636275932461237,1.3347098484830733,0.8011342459091711,0,0.054729166064981946,0.057141754688672164,0.4303930030404507,0.3804183278311594
BASE20110501,full,10,2020-01-03,2020-02-03,2020-03-05,0.29638314498303897,15,38,-0.11015787848374892,1.6660193033595485,1.9317895955831714,1.6906186659477258,1.9317895955831714,0.4344723735680948,1.2161390703293569,0.7299669744984332,0,0.04993581300813008,0.053680040133779264,0.21873842035999222,0.7006130436983615
BASE20110501,full,11,2019-04-08,2019-06-05,2019-11-25,0.2727691874526019,39,155,-0.1134074232912603,1.6659895743089086,1.756470598230804,1.7238125824696364,1.8017106225013784,0.627527613753384,1.3974841760482026,0.8388312853805894,0,0.047630592502037494,0.05435701393728222,0.5847591694341561,0.575214625114307
BASE20110501,full,12,2021-05-10,2021-07-28,2021-08-31,0.2630035325581854,56,80,-0.046458430981367815,1.6659987967537249,1.7813074660235204,1.7585885261771066,1.8545519715043677,0.6406866821182615,1.5644798911907496,0.939064238365124,0,0.03905440223463687,0.04232449704142012,0.45372014918180065,0.34036382634991463
BASE20110501,full,13,2015-01-05,2015-02-06,2015-03-27,0.2505251426813224,24,54,-0.09037934500238909,1.6658024859468925,1.890439011468768,1.7701365290441227,1.890439011468768,0.6301361751973031,1.3944547490340644,0.8371068964045963,0,0.04227393563579278,0.045237821829855536,0.8085205699542787,0.7785917951420102
BASE20110501,full,14,2022-02-11,2022-03-15,2022-03-31,0.2191185932274834,22,34,-0.13421784674229575,1.6660007299756265,1.8498272678964767,1.7070778535150433,1.8498272678964767,0.6067614050157201,1.599120140513881,0.9598556061480694,0,0.05180449482895784,0.05336485209003215,0.5471043554794773,0.541166955008091
BASE20110501,full,15,2023-05-08,2023-06-26,2024-01-03,0.1811356457425145,33,163,-0.062264624654782885,1.6660033131144143,1.8041320440068715,1.746859357948653,1.8041320440068715,0.5750408976501479,1.3604560648198074,0.8165986550630447,0,0.05939595815170009,0.06464130832570907,0.45430600252357706,0.2907083196406884
BASE20110501,full,16,2025-11-10,2025-11-24,2026-01-05,0.17712398223078207,10,38,-0.05260859841748222,1.6660232532014443,1.7324655155249682,1.6742041194977615,1.73641695383549,0.6505180069769684,1.306773461717688,0.784366880358111,0,0.057861011372251706,0.057861011372251706,0.5406468185973333,0.5862225571955452
BASE20110501,full,17,2017-11-22,2017-12-15,2018-01-02,0.1622861844923409,17,28,-0.058357401533268405,1.665980027597607,1.7967522029788818,1.7251092323551487,1.7967522029788818,0.4709308554361889,1.2307750091205223,0.7387693662182353,0,0.03333733526011561,0.033510296162201296,0.34557837780824774,0.49063326950845815
BASE20110501,full,18,2022-04-14,2022-10-31,2023-03-20,0.15208220155560426,132,226,-0.16291508909549401,1.6659973861178416,1.4258118538740454,1.6663261810155288,1.7415766984033447,0.6425978175475657,1.6027833123667397,0.9620563187686594,0,0.053029768480909824,0.06790998376313276,0.3273792990326938,0.12710207132126056
BASE20111101,full,1,2024-05-29,2024-09-11,2024-11-07,0.47500191750839327,74,108,-0.1182752551528703,1.6660017949047483,1.6967467570838854,1.7440171667879212,1.9065755114950373,0.6119633999817261,1.4451393174482334,0.8674296281480642,0,0.06295652278589853,0.07037703130755064,0.39221394534535614,0.35510332218937246
BASE20111101,full,2,2013-02-08,2013-06-25,2014-12-02,0.4715720592151237,84,436,-0.21874785783608064,1.6659365400513062,1.3515487677045896,1.858548321592933,2.103250902370184,0.6597225907435844,1.586375354042825,0.9522423669235138,0,0.0540360900900901,0.06825110256410256,0.4240576001202829,0.5563531202038037
BASE20111101,full,3,2015-04-27,2016-06-13,2017-05-25,0.4554295822333855,276,508,-0.3621877073544125,1.665857014069764,1.7098733697079984,0.7099359438538688,1.7534562359263097,0.6414169045819156,1.3085973354504903,0.7855400099757228,64,0.025245510403916767,0.06896388693957116,0.5827338011637301,0.3071886758919215
BASE20111101,full,4,2021-09-22,2021-11-16,2022-02-11,0.37464206800329114,34,91,0.012765021973258683,1.666025967104112,1.8705375466674585,1.7380361492275944,1.8705375466674585,0.5022572575227379,1.4409762942406155,0.8649182681980173,0,0.049194598263614844,0.05213017727639001,0.8491532744517194,0.548722862615065
BASE20111101,full,5,2020-01-03,2020-03-23,2020-07-06,0.3416339103091852,50,119,-0.14828852389407865,1.6660170246721342,1.685841551746054,1.7121523162820715,1.9702297201789625,0.4311638589393243,1.2066274182483108,0.7242587562907831,0,0.04993581300813008,0.05905442350907519,0.2177009360810515,0.7949371946409786
BASE20111101,full,6,2020-07-20,2021-02-05,2021-08-31,0.3414694386498105,137,274,0.1715937012584663,1.6660080312992522,1.8567710408447842,1.7141536275100668,1.8851679797414778,0.6368534784321794,1.4185004866694948,0.8514367638211586,0,0.03090992476489029,0.05254544426494346,0.8027058179045035,0.3260581297816514
BASE20111101,full,7,2018-06-12,2019-01-03,2019-02-25,0.33863528247023,138,170,-0.22507089742416908,1.3008573669294825,1.8470090698768713,1.6982100686000452,1.8470090698768713,0.6459518193033144,1.2868176733910186,0.9892073536304731,0,0.04355227490039841,0.06679302775024776,0.38460490668633285,0.2908414603823817
BASE20111101,full,8,2026-03-12,2026-06-30,,0.32737767843907006,73,,0.06226480301052151,1.6660170355829957,1.792134659815403,1.6720997349267406,1.8790501890568112,0.6360396799819649,1.3679882428863785,0.82111299804787,0,0.054729166064981946,0.057141754688672164,0.4551427870694003,0.3796741850393891
BASE20111101,full,9,2012-03-02,2012-09-26,2013-01-28,0.3236509798728159,142,222,-0.18472124271902624,1.6659141465184546,0.7627449120175929,1.2993319925081632,1.717225273030573,0.47516137792867774,1.2807929223459018,0.7688228862349201,0,0.052765726872246704,0.07166862090813093,0.187335029243771,0.15700502111375605
BASE20111101,full,10,2024-11-07,2025-04-09,2025-08-15,0.3135145002424765,101,189,-0.11069541935017002,1.6660016675831506,1.674295588850912,1.7409945007576004,1.8041843913544504,0.6124429841841483,1.3202538337624672,0.7924684947511152,0,0.06436090987124463,0.06887987563884157,0.4396090548786273,0.6059917370448765
BASE20111101,full,11,2015-01-05,2015-02-06,2015-04-07,0.2788349013508452,24,60,-0.09037934500238909,1.6659250333011708,1.9256944110811127,1.7974268919864327,1.9256944110811127,0.6291569621168968,1.3671081442384996,0.8206300505188158,0,0.04227393563579278,0.045237821829855536,0.8406721941517674,0.7992224764422513
BASE20111101,full,12,2019-04-08,2019-06-05,2019-11-25,0.2732242332027387,39,155,-0.1134074232912603,1.6659779884572075,1.7566002844446218,1.7244465888908056,1.8025612454788158,0.6228669432751279,1.3871100945350765,0.8326100969795052,0,0.047630592502037494,0.05435701393728222,0.5848920954557694,0.5754645817101564
BASE20111101,full,13,2022-02-11,2022-03-15,2022-03-31,0.21329579741451588,22,34,-0.13421784674229575,1.6660008781765532,1.849165481911391,1.7079840629022351,1.849165481911391,0.6067407290844101,1.4966204289080074,0.8983311164553925,0,0.05180449482895784,0.05336485209003215,0.5330676189735101,0.5150067457325551
BASE20111101,full,14,2023-05-08,2023-06-26,2024-01-04,0.1788996541592448,33,164,-0.062264624654782885,1.6660018311929288,1.8101562598757055,1.752292161617329,1.8101562598757055,0.5719327880415731,1.1562686575241568,0.6940380471828286,0,0.05939595815170009,0.06464130832570907,0.4174336124876222,0.28264828398213965
BASE20111101,full,15,2025-11-10,2025-11-24,2025-12-24,0.17779514532196206,10,32,-0.05260859841748222,1.66602438785032,1.6747795684796594,1.6660242600551123,1.7093238397068056,0.65411603564426,1.2854805439755383,0.7715856702639273,0,0.057861011372251706,0.057861011372251706,0.5825881522684773,0.6201272722825348
BASE20111101,full,16,2017-11-22,2017-12-15,2018-01-02,0.16075019031279358,17,28,-0.058357401533268405,1.6659927142500193,1.7953091379089907,1.725381656992631,1.7953091379089907,0.4642677149379213,1.2602449339196378,0.7564528482868923,0,0.03333733526011561,0.033510296162201296,0.3384568114228571,0.49622006733800184
BASE20120501,full,1,2013-02-08,2013-06-25,2014-12-04,0.5038263927174981,84,438,-0.21874785783608064,1.6659679331368717,1.2182285444070744,1.8791005588153076,2.1633821514110867,0.5906415209238626,1.6611365692912003,0.9970999658819517,0,0.0540360900900901,0.06825110256410256,0.42844478568853145,0.5747365335481017
BASE20120501,full,2,2024-05-29,2024-09-11,2025-08-12,0.4768126494849725,74,294,-0.1182752551528703,1.666001890387744,1.8417134812016853,1.748278522848178,1.9065841021349623,0.611970328060661,1.4449678229289828,0.8673266406634641,0,0.06295652278589853,0.07037703130755064,0.3922017135685003,0.3626662968061598
BASE20120501,full,3,2015-04-27,2016-06-13,2017-05-25,0.45579824632074795,276,508,-0.3621877073544125,1.6657285539300686,1.7098813753404083,0.7353127275966589,1.7533219534343853,0.6391445363291952,1.2072117732543854,0.7247349938296532,64,0.025245510403916767,0.06896388693957116,0.5770335457818981,0.3056008378117847
BASE20120501,full,4,2021-09-22,2021-11-16,2022-02-11,0.3772346225468409,34,91,0.012765021973258683,1.6660226751512455,1.8727626575877365,1.7741732745064596,1.8727626575877365,0.5195150032679335,1.4719196552800247,0.883493170431429,0,0.049194598263614844,0.05213017727639001,0.8513922650833045,0.5509357727230861
BASE20120501,full,5,2020-01-03,2020-03-23,2020-07-06,0.3417842850152507,50,119,-0.14828852389407865,1.666001659545306,1.6859372275297104,1.712078301313105,1.9702308350713098,0.43071128376968176,1.2057252009408181,0.7237238894887362,0,0.04993581300813008,0.05905442350907519,0.21760224934884792,0.7949914819913272
BASE20120501,full,6,2020-07-20,2021-02-05,2021-08-31,0.3410156127735966,137,274,0.1715937012584663,1.666007166008308,1.8567838914824208,1.7140591027301235,1.88466713042637,0.6368834790982516,1.4176526271382976,0.850928288943043,0,0.03090992476489029,0.05254544426494346,0.8025702859504664,0.32606797814183996
