date,security_code,action,shares,price,amount,pv_ratio,intrinsic_value,reason,security_name
2011-11-07,600897,买入,10700,14.010,149907,0.9977,14.112,首次建仓,
2011-11-08,600897,买入,10700,13.920,148944,0.9927,14.112,定投加仓,
2011-11-09,600897,买入,10600,14.070,149142,0.9864,14.112,定投加仓,
2011-11-10,601088,买入,5500,26.950,148225,0.8314,33.185,首次建仓,中国神华
2011-11-10,600897,买入,10600,14.030,148718,0.9970,14.112,定投加仓,
2011-11-11,601088,买入,5500,27.050,148775,0.8121,33.185,定投加仓,中国神华
2011-11-11,600897,买入,10700,14.020,150014,0.9942,14.112,定投加仓,
2011-11-14,601088,买入,5300,28.160,149248,0.8151,33.185,定投加仓,中国神华
2011-11-14,600897,买入,10500,14.230,149415,0.9935,14.112,定投加仓,
2011-11-15,601088,买入,5300,28.440,150732,0.8486,33.185,定投加仓,中国神华
2011-11-15,600897,买入,10600,14.240,150944,1.0083,14.112,定投加仓,
2011-11-16,601088,买入,5500,27.410,150755,0.8570,33.185,定投加仓,中国神华
2011-11-16,600897,买入,10900,13.800,150420,1.0090,14.112,定投加仓,
2011-11-17,601088,买入,5400,27.390,147906,0.8260,33.185,定投加仓,中国神华
2011-11-17,600897,买入,10700,13.840,148088,0.9779,14.112,定投加仓,
2011-11-18,600897,卖出,96000,13.530,1298880,,,跌破建仓日MA60止损,
2011-11-18,601088,买入,5500,26.630,146465,0.8254,33.185,定投加仓,中国神华
2011-11-21,601088,买入,5500,26.220,144210,0.8025,33.185,定投加仓,中国神华
2011-11-22,601088,卖出,43500,26.060,1133610,,,跌破建仓日MA60止损,中国神华
2012-02-03,600660,买入,16500,8.740,144210,0.7473,11.508,首次建仓,福耀玻璃
2012-02-03,601088,买入,5200,27.350,142220,0.8209,33.185,首次建仓,中国神华
2012-02-06,600660,买入,16600,8.680,144088,0.7595,11.508,定投加仓,福耀玻璃
2012-02-06,601088,买入,5200,27.350,142220,0.8242,33.185,定投加仓,中国神华
2012-02-07,600660,买入,16900,8.540,144326,0.7542,11.508,定投加仓,福耀玻璃
2012-02-07,601088,买入,5300,26.890,142517,0.8242,33.185,定投加仓,中国神华
2012-02-08,600660,买入,16600,8.660,143756,0.7421,11.508,定投加仓,福耀玻璃
2012-02-08,601088,买入,5200,27.630,143676,0.8103,33.185,定投加仓,中国神华
2012-02-09,000651,买入,7700,18.840,145068,0.6718,28.045,首次建仓,格力电器
2012-02-09,600660,买入,16800,8.620,144816,0.7525,11.508,定投加仓,福耀玻璃
2012-02-09,601088,买入,5200,27.530,143156,0.8326,33.185,定投加仓,中国神华
2012-02-10,000651,买入,7600,18.960,144096,0.6718,28.045,定投加仓,格力电器
2012-02-10,600660,买入,16900,8.580,145002,0.7490,11.508,定投加仓,福耀玻璃
2012-02-10,601088,买入,5200,27.450,142740,0.8296,33.185,定投加仓,中国神华
2012-02-13,000651,买入,7700,18.670,143759,0.6761,28.045,定投加仓,格力电器
2012-02-13,600660,买入,16400,8.810,144484,0.7456,11.508,定投加仓,福耀玻璃
2012-02-13,601088,买入,5300,27.140,143842,0.8272,33.185,定投加仓,中国神华
2012-02-14,000338,买入,4300,33.200,142760,0.6377,52.709,首次建仓,潍柴动力
2012-02-14,000651,买入,7800,18.400,143520,0.6657,28.045,定投加仓,格力电器
2012-02-14,600660,买入,16600,8.750,145250,0.7655,11.508,定投加仓,福耀玻璃
2012-02-14,601088,买入,5300,27.140,143842,0.8178,33.185,定投加仓,中国神华
2012-02-15,000338,买入,4200,34.160,143472,0.6299,52.709,定投加仓,潍柴动力
2012-02-15,000651,买入,7800,18.480,144144,0.6561,28.045,定投加仓,格力电器
2012-02-15,600660,买入,16400,8.790,144156,0.7603,11.508,定投加仓,福耀玻璃
2012-02-15,601088,买入,5200,27.310,142012,0.8178,33.185,定投加仓,中国神华
2012-02-15,000933,买入,13000,11.040,143520,0.8427,12.900,首次建仓,神火股份
2012-02-15,600585,买入,8300,17.310,143673,1.0412,16.423,首次建仓,
2012-02-16,000338,买入,4200,34.610,145362,0.6481,52.709,定投加仓,潍柴动力
2012-02-16,000651,买入,7800,18.640,145392,0.6589,28.045,定投加仓,格力电器
2012-02-16,600660,买入,16700,8.690,145123,0.7638,11.508,定投加仓,福耀玻璃
2012-02-16,601088,买入,5300,27.110,143683,0.8230,33.185,定投加仓,中国神华
2012-02-16,000933,买入,13300,10.900,144970,0.8558,12.900,定投加仓,神火股份
2012-02-17,000338,买入,4100,34.580,141778,0.6566,52.709,定投加仓,潍柴动力
2012-02-17,000651,买入,4100,18.630,76383,0.6646,28.045,定投加仓,格力电器
2012-02-17,000933,买入,100,10.960,1096,0.8450,12.900,定投加仓,神火股份
2012-02-20,000338,买入,100,34.200,3420,0.6561,52.709,定投加仓,潍柴动力
2012-02-20,000651,买入,100,19.020,1902,0.6643,28.045,定投加仓,格力电器
2012-02-21,000338,买入,700,34.440,24108,0.6488,52.709,定投加仓,潍柴动力
2012-02-21,600660,买入,200,8.630,1726,0.7499,11.508,定投加仓,福耀玻璃
2012-02-22,000338,买入,1100,34.800,38280,0.6534,52.709,定投加仓,潍柴动力
2012-02-22,600660,买入,200,8.760,1752,0.7499,11.508,定投加仓,福耀玻璃
2012-02-23,000338,买入,300,34.800,10440,0.6602,52.709,定投加仓,潍柴动力
2012-02-23,000651,买入,100,19.690,1969,0.7049,28.045,定投加仓,格力电器
2012-02-23,600660,买入,100,8.810,881,0.7612,11.508,定投加仓,福耀玻璃
2012-02-24,000338,买入,1400,35.600,49840,0.6602,52.709,定投加仓,潍柴动力
2012-02-24,000651,买入,100,19.900,1990,0.7021,28.045,定投加仓,格力电器
2012-02-24,600660,买入,100,8.910,891,0.7655,11.508,定投加仓,福耀玻璃
2012-02-27,000338,买入,100,36.030,3603,0.6754,52.709,定投加仓,潍柴动力
2012-02-27,000651,买入,100,20.100,2010,0.7096,28.045,定投加仓,格力电器
2012-02-27,600660,买入,100,8.910,891,0.7742,11.508,定投加仓,福耀玻璃
2012-03-02,000338,买入,700,35.460,24822,0.6593,52.709,定投加仓,潍柴动力
2012-03-02,600660,买入,200,8.980,1796,0.7655,11.508,定投加仓,福耀玻璃
2012-03-07,600585,卖出,8300,16.860,139938,,,换仓：让位给空间更大的002128,
2012-03-07,000338,买入,1300,34.100,44330,0.6595,52.709,定投加仓,潍柴动力
2012-03-07,000651,买入,100,21.210,2121,0.7513,28.045,定投加仓,格力电器
2012-03-08,000338,买入,700,34.410,24087,0.6469,52.709,定投加仓,潍柴动力
2012-03-08,600660,买入,100,8.950,895,0.7725,11.508,定投加仓,福耀玻璃
2012-03-09,000338,买入,1500,34.840,52260,0.6528,52.709,定投加仓,潍柴动力
2012-03-09,600660,买入,200,9.110,1822,0.7777,11.508,定投加仓,福耀玻璃
2012-03-20,000338,卖出,24700,33.000,815100,,,跌破建仓日MA60止损,潍柴动力
2012-03-20,000651,买入,7100,20.450,145195,0.7281,28.045,定投加仓,格力电器
2012-03-20,600660,买入,17100,8.530,145863,0.7586,11.508,定投加仓,福耀玻璃
2012-03-20,601088,买入,5600,26.020,145712,0.7919,33.185,定投加仓,中国神华
2012-03-20,002128,买入,9300,15.620,145266,0.8035,19.874,首次建仓,电投能源
2012-03-20,600897,买入,3700,13.460,49802,0.9623,14.112,首次建仓,
2012-03-21,000651,买入,300,20.460,6138,0.7292,28.045,定投加仓,格力电器
2012-03-23,601088,卖出,58000,25.910,1502780,,,跌破建仓日MA60止损,中国神华
2012-03-23,600660,买入,16400,8.420,138088,0.7325,11.508,定投加仓,福耀玻璃
2012-03-23,000651,买入,7000,20.450,143150,0.7356,28.045,定投加仓,格力电器
2012-03-23,002128,买入,8900,16.090,143201,0.8287,19.874,定投加仓,电投能源
2012-03-23,600897,买入,10700,13.320,142524,0.9552,14.112,定投加仓,
2012-03-23,000933,买入,13100,10.870,142397,0.9898,11.426,定投加仓,神火股份
