策略,期末资产,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年Sharpe中位,滚动3年回撤中位,滚动3年年化中位,滚动3年年化P25,滚动3年为负的窗口占比,滚动窗口数,滚动5年年化中位,滚动5年年化P25,滚动5年年化P10,滚动5年年化最差,滚动5年回撤中位,滚动5年Calmar中位,滚动5年Sharpe中位,滚动5年为负的窗口占比,滚动5年窗口数,互不重叠5年块中位,互不重叠5年块数,滚动10年年化中位,滚动10年年化P10,滚动10年回撤中位,滚动10年为负的窗口占比,滚动10年窗口数,逐年收益中位,逐年收益均值,逐年最差,逐年最好,逐年为正比例,完整自然年数,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,强平次数,最低担保比例,平均仓位,周期数,持仓数中位,持仓数P25,单票权重中位,单票权重P90,单票权重最大,前三权重中位,前三权重P90,前三权重最大,单票超60%天数占比,单票超100%天数占比,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,前五赢家,前五赢家贡献,前五赢家占正贡献,累计手续费,手续费占初始本金,基准年化
trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_rel_base,203684617.66016573,0.9013451379659931,0.11014193959040126,1.5957602845558914,0.7305628058725235,0.42449864080733835,0.3561418452247511,0.2094557118652891,0.04964539007092199,141,0.36152661364252325,0.23849062233521967,0.12030237741720384,0.027623599749032834,0.4678186373079174,0.8096292573710957,0.7165041478370449,0.0,117,0.5391853796038495,2,0.3107385633532813,0.24020580176112127,0.7511893547039706,0.0,57,0.32376648121041074,0.4361685270421294,-0.32229490534064675,1.905518820530526,0.7857142857142857,14,66.89487255338858,0.33062126845355744,0.45880507047929947,0.7511893547039706,2015-06-09~2016-02-03,0.4401303963949928,0.6529249298413614,0,1.906551004088648,1.639851372221789,269,6,5,0.6589208630313956,1.053720110249854,1.3158193488333538,1.4556515981939557,1.589274358698041,1.75650216903219,0.7430340557275542,0.12412046158176189,0.36059479553903345,9.60350201248936,132.1003717472119,1824,514,6.816111301059539,002128/601088/000933/000651/000338,3.766840833871877,0.5689422152065535,1073548.4883840003,0.3578494961280001,3.84%（同期超额 +29.22%）
