arm,kind,verdict,reasons,U,U_excellent,U_inferior,full_cagr_delta_pp,full_cagr_level_pct,full_P_delta_pp,full_mdd_delta_pp,full_mdd_level_pct,full_p25_delta_pp,full_p25_level_pct,full_worst5_delta_pp,full_worst5_level_pct,full_roll5dd_delta_pp,full_roll5dd_level_pct,full_exposure_delta_pp,full_exposure_level_pct,A_cagr_delta_pp,A_cagr_level_pct,A_P_delta_pp,A_mdd_delta_pp,A_mdd_level_pct,A_p25_delta_pp,A_p25_level_pct,A_worst5_delta_pp,A_worst5_level_pct,A_roll5dd_delta_pp,A_roll5dd_level_pct,A_exposure_delta_pp,A_exposure_level_pct,U_cagr_delta_pp,U_cagr_level_pct,U_P_delta_pp,U_mdd_delta_pp,U_mdd_level_pct,U_p25_delta_pp,U_p25_level_pct,U_worst5_delta_pp,U_worst5_level_pct,U_roll5dd_delta_pp,U_roll5dd_level_pct,U_exposure_delta_pp,U_exposure_level_pct,anchor2009_cagr_pct,anchor2009_mdd_pct,anchor2011_cagr_pct,anchor2011_mdd_pct
MA60_1,decomposition,不采纳,主读数两表反向（+5.65／-0.82）；复利读数 -1.08pp < −1pp,U1,False,"[{""metric"": ""滚动5年年化中位"", ""delta"": -1.7516406378150884, ""beyond_limit"": true}, {""metric"": ""滚动5年Sharpe中位"", ""delta"": -0.026991830778954062, ""beyond_limit"": false}, {""metric"": ""年化"", ""delta"": -1.0789244054542624, ""beyond_limit"": true}, {""metric"": ""Calmar"", ""delta"": -0.019380211708290684, ""beyond_limit"": false}, {""metric"": ""Sharpe"", ""delta"": -0.019663128305743682, ""beyond_limit"": false}, {""metric"": ""互不重叠5年块中位"", ""delta"": -4.410646187553924, ""beyond_limit"": true}]",3.6242517402816588,48.56836914747188,5.652771049999997,0.5493024040259586,46.44979327370395,5.153198817040671,43.48675971910146,0.7078211364040854,28.276905898729478,0.7920170188176423,46.29035887757829,-0.5339167271057321,157.29462017940986,-1.0789244054542624,54.63700968666271,-0.8155117350000046,-0.024812614552827128,49.51355907441343,1.5831197126222385,44.417394178411975,3.0446810080688502,24.88357104829507,-0.1556787791116565,47.46711759869534,-0.2932548255053513,151.38909142977693,-1.0789244054542624,54.63700968666271,-0.8155117350000046,-0.024812614552827128,49.51355907441343,1.5831197126222385,44.417394178411975,3.0446810080688502,24.88357104829507,-0.1556787791116565,47.46711759869534,-0.2932548255053513,151.38909142977693,41.131110802178064,46.33419684599303,43.50697148706395,47.18123414752095
BASE,control,可采纳,,A,True,[],0.0,42.47014055052134,0.0,0.0,47.20834518567812,0.0,38.690618547051635,0.0,26.217808990612934,0.0,45.527658243538106,0.0,157.69298670414597,0.0,53.01605677326745,0.0,0.0,49.314129545233975,0.0,43.4365544165869,0.0,23.382835234387343,0.0,48.30393239086479,0.0,152.19044615693082,0.0,53.01605677326745,0.0,0.0,49.314129545233975,0.0,43.4365544165869,0.0,23.382835234387343,0.0,48.30393239086479,0.0,152.19044615693082,36.72675572522481,47.25948444984387,38.200690634764726,47.15720592151237
MA20_1,decomposition,不采纳,主读数 -9.21pp < −1pp,U1,False,"[{""metric"": ""滚动5年年化中位"", ""delta"": -9.010673245516221, ""beyond_limit"": true}, {""metric"": ""滚动5年年化P25"", ""delta"": -4.99616148111185, ""beyond_limit"": true}, {""metric"": ""滚动5年年化最差"", ""delta"": -3.239759024607902, ""beyond_limit"": true}, {""metric"": ""滚动5年Calmar中位"", ""delta"": -0.12935758000104974, ""beyond_limit"": true}, {""metric"": ""滚动5年Sharpe中位"", ""delta"": -0.1060328657081343, ""beyond_limit"": true}, {""metric"": ""年化"", ""delta"": -5.602566515006513, ""beyond_limit"": true}, {""metric"": ""Calmar"", ""delta"": -0.03979378741723927, ""beyond_limit"": true}, {""metric"": ""Sharpe"", ""delta"": -0.07916178996131407, ""beyond_limit"": true}, {""metric"": ""互不重叠5年块中位"", ""delta"": -9.804492310854657, ""beyond_limit"": true}, {""metric"": ""滚动3年年化中位"", ""delta"": -6.557793345268581, ""beyond_limit"": true}, {""metric"": ""逐年收益中位"", ""delta"": -4.303589802541663, ""beyond_limit"": true}]",-3.2584404011982593,41.853726232326046,-2.463800314999999,0.4587169347352704,47.257065249260584,-3.5697321028778095,39.0639870663164,-4.247063764563663,21.52377855973393,0.8761948348766868,46.26091856280992,-0.25469298271194596,157.12047080745032,-5.602566515006513,49.14968395795463,-9.205038260000004,-3.404626207474376,45.78729803494362,-4.99616148111185,38.217616309247035,-3.239759024607902,20.130062730413268,-3.2617104932070484,45.07325513006233,-3.616516751999166,148.46790420117117,-5.602566515006513,49.14968395795463,-9.205038260000004,-3.404626207474376,45.78729803494362,-4.99616148111185,38.217616309247035,-3.239759024607902,20.130062730413268,-3.2617104932070484,45.07325513006233,-3.616516751999166,148.46790420117117,33.351810647412464,45.402341288556414,38.28671728483781,47.25682150674715
BOTH2,sensitivity,不采纳,主读数 -12.83pp < −1pp,U1,False,"[{""metric"": ""滚动5年年化中位"", ""delta"": -11.212027215574881, ""beyond_limit"": true}, {""metric"": ""滚动5年年化P25"", ""delta"": -7.5722654800356555, ""beyond_limit"": true}, {""metric"": ""滚动5年年化最差"", ""delta"": -1.9811101244196605, ""beyond_limit"": true}, {""metric"": ""滚动5年Calmar中位"", ""delta"": -0.22397975304725198, ""beyond_limit"": true}, {""metric"": ""滚动5年Sharpe中位"", ""delta"": -0.17403736402639003, ""beyond_limit"": true}, {""metric"": ""年化"", ""delta"": -8.072757156508459, ""beyond_limit"": true}, {""metric"": ""最大回撤"", ""delta"": -1.2712865391908967, ""beyond_limit"": true}, {""metric"": ""Calmar"", ""delta"": -0.1823783204234798, ""beyond_limit"": true}, {""metric"": ""Sharpe"", ""delta"": -0.12310869398085889, ""beyond_limit"": true}, {""metric"": ""互不重叠5年块中位"", ""delta"": -14.417891920058857, ""beyond_limit"": true}, {""metric"": ""滚动3年年化中位"", ""delta"": -8.119864548346111, ""beyond_limit"": true}, {""metric"": ""逐年收益中位"", ""delta"": -4.999815131898483, ""beyond_limit"": true}, {""metric"": ""逐年最差"", ""delta"": -2.1998469019444356, ""beyond_limit"": true}]",-3.9685707445111573,39.66599610432198,-5.479333689999996,1.1818915157621956,48.34851748314633,-5.553543449414999,35.325951056150004,-5.356239596144596,19.21664802094103,1.6074059144221386,47.34980219614432,-1.925929376653157,156.30806556129423,-8.072757156508459,45.16839656661538,-12.829343695,1.2712865391908967,51.21777082193566,-7.5722654800356555,34.933863975586455,-1.9811101244196605,21.31570424392183,-4.15252889920027,44.165323758937895,-3.45608474473843,148.2991553307029,-8.072757156508459,45.16839656661538,-12.829343695,1.2712865391908967,51.21777082193566,-7.5722654800356555,34.933863975586455,-1.9811101244196605,21.31570424392183,-4.15252889920027,44.165323758937895,-3.45608474473843,148.2991553307029,34.97041494556004,48.65294882007475,33.83497970605216,48.0773014036154
BOTH1,primary,不采纳,主读数 -12.28pp < −1pp,U1,False,"[{""metric"": ""滚动5年年化中位"", ""delta"": -12.812531620309976, ""beyond_limit"": true}, {""metric"": ""滚动5年年化P25"", ""delta"": -7.068592758418124, ""beyond_limit"": true}, {""metric"": ""滚动5年年化最差"", ""delta"": -1.430027898770636, ""beyond_limit"": true}, {""metric"": ""滚动5年Calmar中位"", ""delta"": -0.19282179933941596, ""beyond_limit"": true}, {""metric"": ""滚动5年Sharpe中位"", ""delta"": -0.1922339852398871, ""beyond_limit"": true}, {""metric"": ""年化"", ""delta"": -8.12588598752747, ""beyond_limit"": true}, {""metric"": ""最大回撤"", ""delta"": -0.8016483297192123, ""beyond_limit"": false}, {""metric"": ""Calmar"", ""delta"": -0.16260516657175927, ""beyond_limit"": true}, {""metric"": ""Sharpe"", ""delta"": -0.13144713458204405, ""beyond_limit"": true}, {""metric"": ""互不重叠5年块中位"", ""delta"": -11.562339987951153, ""beyond_limit"": true}, {""metric"": ""滚动3年年化中位"", ""delta"": -7.469998073443584, ""beyond_limit"": true}, {""metric"": ""逐年收益中位"", ""delta"": -4.758595023744222, ""beyond_limit"": true}, {""metric"": ""逐年最差"", ""delta"": -0.8463071863991367, ""beyond_limit"": false}]",-4.539570890809774,39.48147080267361,-6.194075169999999,0.4754455781423861,47.889128130353,-6.704104126963639,34.446310265220546,-7.04822320649976,18.889480943791515,2.0238572491225515,47.439071573039584,-2.056546014872429,155.70730226667118,-8.12588598752747,46.0528268951237,-12.283510019999996,0.8016483297192123,50.521849837689935,-7.068592758418124,36.42538154099193,-1.430027898770636,20.837750948686462,-4.856044685491212,42.826590651936556,-4.12534385038369,148.02562767744746,-8.12588598752747,46.0528268951237,-12.283510019999996,0.8016483297192123,50.521849837689935,-7.068592758418124,36.42538154099193,-1.430027898770636,20.837750948686462,-4.856044685491212,42.826590651936556,-4.12534385038369,148.02562767744746,32.98880645192908,47.41588296264231,35.01728643138553,48.11418954678047
BOTH3,sensitivity,不采纳,主读数 -10.95pp < −1pp,U1,False,"[{""metric"": ""滚动5年年化中位"", ""delta"": -8.944064080397107, ""beyond_limit"": true}, {""metric"": ""滚动5年年化P25"", ""delta"": -4.985700797019099, ""beyond_limit"": true}, {""metric"": ""滚动5年年化最差"", ""delta"": -2.0429801420654536, ""beyond_limit"": true}, {""metric"": ""滚动5年Calmar中位"", ""delta"": -0.15896628946464597, ""beyond_limit"": true}, {""metric"": ""滚动5年Sharpe中位"", ""delta"": -0.12482490816494951, ""beyond_limit"": true}, {""metric"": ""年化"", ""delta"": -7.303407693950592, ""beyond_limit"": true}, {""metric"": ""最大回撤"", ""delta"": -1.561727444133193, ""beyond_limit"": true}, {""metric"": ""Calmar"", ""delta"": -0.18419759973556948, ""beyond_limit"": true}, {""metric"": ""Sharpe"", ""delta"": -0.11961597956758141, ""beyond_limit"": true}, {""metric"": ""互不重叠5年块中位"", ""delta"": -11.437260923614584, ""beyond_limit"": true}, {""metric"": ""滚动3年年化中位"", ""delta"": -6.7158894572270755, ""beyond_limit"": true}, {""metric"": ""逐年收益中位"", ""delta"": -2.9892135945000398, ""beyond_limit"": true}, {""metric"": ""逐年最差"", ""delta"": -2.646222499508344, ""beyond_limit"": true}]",-4.824050443136563,39.74262130600711,-4.9541988350000015,1.2704451696891106,48.345219802461706,-6.735145151224797,34.06423003179694,-4.444034512162231,20.35118759921647,1.4535951529913327,46.83591845247389,-1.885683766068369,156.1572109455895,-7.303407693950592,45.60509731146213,-10.945389135,1.561727444133193,51.06001882681676,-4.985700797019099,37.80070725053104,-2.0429801420654536,19.952256203060415,-5.289454422425393,41.75404501875452,-3.867319482281195,147.77321944554225,-7.303407693950592,45.60509731146213,-10.945389135,1.561727444133193,51.06001882681676,-4.985700797019099,37.80070725053104,-2.0429801420654536,19.952256203060415,-5.289454422425393,41.75404501875452,-3.867319482281195,147.77321944554225,31.71637565305283,48.448324541472246,34.85263858895797,48.509256169262216
