arm,method,horizon,year,n,median
OLD,ma60_nonoverlap,750,2018,3,0.8251902803734186
OLD,ma60_nonoverlap,750,2019,8,0.6312975403170511
OLD,ma60_nonoverlap,750,2020,2,0.9152552017721478
OLD,ma60_nonoverlap,750,2021,7,0.2529429033672175
OLD,ma60_nonoverlap,750,2022,10,0.8816247133472036
OLD,ma60_nonoverlap,750,2023,2,0.7442297826593415
OLD,stop_episode,250,2011,2,-0.14233007187921864
OLD,stop_episode,250,2012,20,-0.043694945061592216
OLD,stop_episode,250,2013,19,0.012605504860294436
OLD,stop_episode,250,2014,19,0.5085844555105437
OLD,stop_episode,250,2015,3,-0.08985566599427397
OLD,stop_episode,250,2016,12,0.4289563886334047
OLD,stop_episode,250,2017,1,0.8036073191494708
OLD,stop_episode,250,2018,8,0.4582630084856667
OLD,stop_episode,250,2019,3,-0.24465811965811957
OLD,stop_episode,250,2020,5,1.4518142801404608
OLD,stop_episode,250,2021,8,-0.009460922948964112
OLD,stop_episode,250,2022,14,0.27128346400570214
OLD,stop_episode,250,2023,9,0.16389246528614887
OLD,stop_episode,250,2024,29,0.3284161829216772
OLD,stop_episode,250,2025,7,0.12315101856010391
OLD,stop_episode,750,2011,2,0.45226430795903877
OLD,stop_episode,750,2012,20,0.4339857931749892
OLD,stop_episode,750,2013,19,0.29610203256288026
OLD,stop_episode,750,2014,19,1.5709976294824473
OLD,stop_episode,750,2015,3,-0.2083701176020113
OLD,stop_episode,750,2016,12,0.9336327000964382
OLD,stop_episode,750,2017,1,2.143161292457923
OLD,stop_episode,750,2018,8,0.8181590908951856
OLD,stop_episode,750,2019,3,1.3495859397548604
OLD,stop_episode,750,2020,5,1.2691523396418312
OLD,stop_episode,750,2021,8,0.5020932970824226
OLD,stop_episode,750,2022,14,1.122433324609864
OLD,stop_episode,750,2023,3,0.9075333623521871
OLD_BOTH1,daily,250,2011,5,-0.16560490201043188
OLD_BOTH1,daily,250,2012,135,-0.07111794783649927
OLD_BOTH1,daily,250,2013,175,0.03824883896612685
OLD_BOTH1,daily,250,2014,194,0.5055559231138582
OLD_BOTH1,daily,250,2015,124,-0.009679930651994406
OLD_BOTH1,daily,250,2016,156,0.5570116487455198
OLD_BOTH1,daily,250,2017,168,0.275785203923982
OLD_BOTH1,daily,250,2018,87,0.284110417331328
OLD_BOTH1,daily,250,2019,159,0.25397726575297774
OLD_BOTH1,daily,250,2020,204,0.3923708835207328
OLD_BOTH1,daily,250,2021,168,0.3551029109617856
OLD_BOTH1,daily,250,2022,156,0.04790298255801828
OLD_BOTH1,daily,250,2023,189,0.39132719906378965
OLD_BOTH1,daily,250,2024,207,0.16356088169749383
OLD_BOTH1,daily,250,2025,95,0.4597380721260127
OLD_BOTH1,daily,750,2011,5,-0.19426364858452494
OLD_BOTH1,daily,750,2012,135,0.06804330854437302
OLD_BOTH1,daily,750,2013,175,0.8128999660586633
OLD_BOTH1,daily,750,2014,194,1.5711190029728863
OLD_BOTH1,daily,750,2015,124,1.03279997245884
OLD_BOTH1,daily,750,2016,156,0.822494524282866
OLD_BOTH1,daily,750,2017,168,0.9231121631402642
OLD_BOTH1,daily,750,2018,87,0.9829504843037997
OLD_BOTH1,daily,750,2019,159,0.9761465002540768
OLD_BOTH1,daily,750,2020,204,1.1229766403089465
OLD_BOTH1,daily,750,2021,168,1.0035827636224037
OLD_BOTH1,daily,750,2022,156,0.6738115160033976
OLD_BOTH1,daily,750,2023,85,1.291133573253652
OLD_BOTH1,ma60_episode,250,2011,2,-0.1463566345791355
OLD_BOTH1,ma60_episode,250,2012,19,0.031535005586208475
OLD_BOTH1,ma60_episode,250,2013,21,0.033451787424830126
OLD_BOTH1,ma60_episode,250,2014,19,0.3930938234158885
OLD_BOTH1,ma60_episode,250,2015,13,-0.09477124183006536
OLD_BOTH1,ma60_episode,250,2016,17,0.4334160144756165
OLD_BOTH1,ma60_episode,250,2017,10,0.28522041424321254
OLD_BOTH1,ma60_episode,250,2018,12,0.32707353201756795
OLD_BOTH1,ma60_episode,250,2019,16,0.21613306042539704
OLD_BOTH1,ma60_episode,250,2020,14,0.30423889075158306
OLD_BOTH1,ma60_episode,250,2021,22,0.26988517014772095
OLD_BOTH1,ma60_episode,250,2022,27,0.2531557881773401
OLD_BOTH1,ma60_episode,250,2023,21,0.41695955404593654
OLD_BOTH1,ma60_episode,250,2024,32,0.2632911206225409
OLD_BOTH1,ma60_episode,250,2025,15,0.3825757294271337
OLD_BOTH1,ma60_episode,750,2011,2,0.4557178402813345
OLD_BOTH1,ma60_episode,750,2012,19,0.62210590429431
OLD_BOTH1,ma60_episode,750,2013,21,0.5280872793974452
OLD_BOTH1,ma60_episode,750,2014,19,1.0019544379584584
OLD_BOTH1,ma60_episode,750,2015,13,0.1051418246035647
OLD_BOTH1,ma60_episode,750,2016,17,0.5588349232179193
OLD_BOTH1,ma60_episode,750,2017,10,1.0498762447629366
OLD_BOTH1,ma60_episode,750,2018,12,0.9176659516618272
OLD_BOTH1,ma60_episode,750,2019,16,0.9427854752366127
OLD_BOTH1,ma60_episode,750,2020,14,1.0226555440536949
OLD_BOTH1,ma60_episode,750,2021,22,0.8498680751459377
OLD_BOTH1,ma60_episode,750,2022,27,0.851318102667497
OLD_BOTH1,ma60_episode,750,2023,10,1.3237071811866932
OLD_BOTH1,ma60_nonoverlap,250,2011,2,-0.1463566345791355
OLD_BOTH1,ma60_nonoverlap,250,2012,10,0.04948494221037247
OLD_BOTH1,ma60_nonoverlap,250,2013,8,0.0005563815168703745
OLD_BOTH1,ma60_nonoverlap,250,2014,12,0.3938553566791224
OLD_BOTH1,ma60_nonoverlap,250,2015,5,-0.09558228300091598
OLD_BOTH1,ma60_nonoverlap,250,2016,9,0.3947190250507786
OLD_BOTH1,ma60_nonoverlap,250,2017,4,0.38873952655810834
OLD_BOTH1,ma60_nonoverlap,250,2018,6,0.3571920411431465
OLD_BOTH1,ma60_nonoverlap,250,2019,6,-0.002353163422960436
OLD_BOTH1,ma60_nonoverlap,250,2020,7,0.3160752742024342
OLD_BOTH1,ma60_nonoverlap,250,2021,10,-0.04537216425504309
OLD_BOTH1,ma60_nonoverlap,250,2022,12,0.23635552332429743
OLD_BOTH1,ma60_nonoverlap,250,2023,9,0.33883237354866913
OLD_BOTH1,ma60_nonoverlap,250,2024,21,0.22250423133179065
OLD_BOTH1,ma60_nonoverlap,250,2025,8,0.14558712766550863
OLD_BOTH1,ma60_nonoverlap,750,2011,2,0.4557178402813345
OLD_BOTH1,ma60_nonoverlap,750,2012,10,0.8587211585005843
OLD_BOTH1,ma60_nonoverlap,750,2013,3,0.29610203256288026
OLD_BOTH1,ma60_nonoverlap,750,2014,7,1.5934739527066224
OLD_BOTH1,ma60_nonoverlap,750,2015,3,0.08432073653501915
OLD_BOTH1,ma60_nonoverlap,750,2016,5,0.9751125462770998
OLD_BOTH1,ma60_nonoverlap,750,2017,2,0.9459967596692987
OLD_BOTH1,ma60_nonoverlap,750,2018,3,0.8523814190198546
OLD_BOTH1,ma60_nonoverlap,750,2019,4,1.4382057446023857
OLD_BOTH1,ma60_nonoverlap,750,2020,5,0.33537793429607365
OLD_BOTH1,ma60_nonoverlap,750,2021,5,0.2529429033672175
OLD_BOTH1,ma60_nonoverlap,750,2022,7,1.1052711313402375
OLD_BOTH1,stop_episode,250,2011,2,-0.1463566345791355
OLD_BOTH1,stop_episode,250,2012,16,-0.018549229393996836
OLD_BOTH1,stop_episode,250,2013,16,0.02302864614256228
OLD_BOTH1,stop_episode,250,2014,13,0.3615331542244409
OLD_BOTH1,stop_episode,250,2015,2,-0.18459158132230258
OLD_BOTH1,stop_episode,250,2016,8,0.32720009093539293
OLD_BOTH1,stop_episode,250,2017,1,0.8036073191494708
OLD_BOTH1,stop_episode,250,2018,5,0.5491578535056794
OLD_BOTH1,stop_episode,250,2019,3,-0.24465811965811957
OLD_BOTH1,stop_episode,250,2020,4,0.9207530550801503
OLD_BOTH1,stop_episode,250,2021,4,-0.06960493935368073
OLD_BOTH1,stop_episode,250,2022,8,0.2769638205972499
OLD_BOTH1,stop_episode,250,2023,6,0.2543758218982273
OLD_BOTH1,stop_episode,250,2024,20,0.32841290301147974
OLD_BOTH1,stop_episode,250,2025,5,0.08792358992250993
OLD_BOTH1,stop_episode,750,2011,2,0.4557178402813345
OLD_BOTH1,stop_episode,750,2012,16,0.4339857931749892
OLD_BOTH1,stop_episode,750,2013,16,0.5155721090671375
OLD_BOTH1,stop_episode,750,2014,13,0.606403163008906
OLD_BOTH1,stop_episode,750,2015,2,-0.32464666980577844
OLD_BOTH1,stop_episode,750,2016,8,0.8883411771735181
OLD_BOTH1,stop_episode,750,2017,1,2.143161292457923
OLD_BOTH1,stop_episode,750,2018,5,0.8523814190198546
OLD_BOTH1,stop_episode,750,2019,3,1.6948798577891444
OLD_BOTH1,stop_episode,750,2020,4,1.0226555440536949
OLD_BOTH1,stop_episode,750,2021,4,0.4160156666418221
OLD_BOTH1,stop_episode,750,2022,8,1.122433324609864
OLD_BOTH1,stop_episode,750,2023,2,0.9282614368025721
RETURN_FIX,daily,250,2011,10,-0.1704065111273131
RETURN_FIX,daily,250,2012,190,-0.06099359726964093
RETURN_FIX,daily,250,2013,226,0.030543427385001487
RETURN_FIX,daily,250,2014,237,0.5089686780381011
RETURN_FIX,daily,250,2015,158,0.06297072237340817
RETURN_FIX,daily,250,2016,192,0.5426969181697787
RETURN_FIX,daily,250,2017,191,0.27885022808390447
RETURN_FIX,daily,250,2018,126,0.31185976059288223
RETURN_FIX,daily,250,2019,209,0.3425944406217474
RETURN_FIX,daily,250,2020,232,0.39577946121708163
RETURN_FIX,daily,250,2021,210,0.3266828134606744
RETURN_FIX,daily,250,2022,226,0.16328578356097379
RETURN_FIX,daily,250,2023,239,0.39738993544290424
RETURN_FIX,daily,250,2024,239,0.16356088169749405
RETURN_FIX,daily,250,2025,148,0.4815422375566851
RETURN_FIX,daily,750,2011,10,-0.18766730204474452
RETURN_FIX,daily,750,2012,190,0.16933690471072183
RETURN_FIX,daily,750,2013,226,0.3245042898523841
RETURN_FIX,daily,750,2014,237,1.4319081029643672
RETURN_FIX,daily,750,2015,158,1.3046227795432106
RETURN_FIX,daily,750,2016,192,0.6861395616133898
RETURN_FIX,daily,750,2017,191,0.8873978169541532
RETURN_FIX,daily,750,2018,126,0.9395988955692993
RETURN_FIX,daily,750,2019,209,0.8339161271555298
RETURN_FIX,daily,750,2020,232,1.15041774648853
RETURN_FIX,daily,750,2021,210,0.9569797846536775
RETURN_FIX,daily,750,2022,226,0.7330758782504768
RETURN_FIX,daily,750,2023,115,1.3004143477153702
RETURN_FIX,ma60_episode,250,2011,2,-0.14233007187921864
RETURN_FIX,ma60_episode,250,2012,23,0.020869886483530165
RETURN_FIX,ma60_episode,250,2013,27,-0.04712826311316998
RETURN_FIX,ma60_episode,250,2014,26,0.4958322236284406
RETURN_FIX,ma60_episode,250,2015,18,-0.013255095295556685
RETURN_FIX,ma60_episode,250,2016,22,0.4291633021519824
RETURN_FIX,ma60_episode,250,2017,11,0.12858728939309416
RETURN_FIX,ma60_episode,250,2018,23,0.2953573475596314
RETURN_FIX,ma60_episode,250,2019,29,0.25015049866257866
RETURN_FIX,ma60_episode,250,2020,19,0.32757516921996355
RETURN_FIX,ma60_episode,250,2021,29,0.18656703436879418
RETURN_FIX,ma60_episode,250,2022,38,0.271283464005702
RETURN_FIX,ma60_episode,250,2023,30,0.39909558944331913
RETURN_FIX,ma60_episode,250,2024,43,0.26560149598753013
RETURN_FIX,ma60_episode,250,2025,22,0.3865068872361551
RETURN_FIX,ma60_episode,750,2011,2,0.4522643079590385
RETURN_FIX,ma60_episode,750,2012,23,0.62210590429431
RETURN_FIX,ma60_episode,750,2013,27,0.26795552039192394
RETURN_FIX,ma60_episode,750,2014,26,1.344816355932474
RETURN_FIX,ma60_episode,750,2015,18,0.8252418443925571
RETURN_FIX,ma60_episode,750,2016,22,0.6893891308783996
RETURN_FIX,ma60_episode,750,2017,11,0.8808004938014811
RETURN_FIX,ma60_episode,750,2018,23,0.8251902803734186
RETURN_FIX,ma60_episode,750,2019,29,0.7091967016789114
RETURN_FIX,ma60_episode,750,2020,19,0.4904631440191165
RETURN_FIX,ma60_episode,750,2021,29,0.8094812156275757
RETURN_FIX,ma60_episode,750,2022,38,0.8862252757998784
RETURN_FIX,ma60_episode,750,2023,15,1.0936271624740983
RETURN_FIX,ma60_nonoverlap,250,2011,2,-0.14233007187921864
RETURN_FIX,ma60_nonoverlap,250,2012,10,0.05008388665367092
RETURN_FIX,ma60_nonoverlap,250,2013,10,-0.08330459275720703
RETURN_FIX,ma60_nonoverlap,250,2014,16,0.5352267217386155
RETURN_FIX,ma60_nonoverlap,250,2015,6,0.0845918561182617
RETURN_FIX,ma60_nonoverlap,250,2016,11,0.3662693720427781
RETURN_FIX,ma60_nonoverlap,250,2017,5,0.1258385567977327
RETURN_FIX,ma60_nonoverlap,250,2018,7,0.43760689137505815
RETURN_FIX,ma60_nonoverlap,250,2019,8,0.18243184237372112
RETURN_FIX,ma60_nonoverlap,250,2020,8,0.18218414761826063
RETURN_FIX,ma60_nonoverlap,250,2021,11,-0.0745733932624123
RETURN_FIX,ma60_nonoverlap,250,2022,12,0.19774849049936183
RETURN_FIX,ma60_nonoverlap,250,2023,14,0.22526635288062313
RETURN_FIX,ma60_nonoverlap,250,2024,24,0.2842083407999234
RETURN_FIX,ma60_nonoverlap,250,2025,9,0.30286881037516133
RETURN_FIX,ma60_nonoverlap,750,2011,2,0.4522643079590385
RETURN_FIX,ma60_nonoverlap,750,2012,10,0.8587211585005841
RETURN_FIX,ma60_nonoverlap,750,2013,5,0.18148972288396203
RETURN_FIX,ma60_nonoverlap,750,2014,7,1.9731203017687409
RETURN_FIX,ma60_nonoverlap,750,2015,4,0.4479590170241592
RETURN_FIX,ma60_nonoverlap,750,2016,6,0.9298210233541797
RETURN_FIX,ma60_nonoverlap,750,2017,1,-0.2511677731193255
RETURN_FIX,ma60_nonoverlap,750,2018,3,0.8251902803734186
RETURN_FIX,ma60_nonoverlap,750,2019,8,0.6312975403170509
RETURN_FIX,ma60_nonoverlap,750,2020,2,0.9152552017721478
RETURN_FIX,ma60_nonoverlap,750,2021,7,0.25294290336721703
RETURN_FIX,ma60_nonoverlap,750,2022,10,0.8816247133472037
RETURN_FIX,ma60_nonoverlap,750,2023,2,0.7442297826593413
RETURN_FIX,stop_episode,250,2011,2,-0.14233007187921864
RETURN_FIX,stop_episode,250,2012,20,-0.04369494506159244
RETURN_FIX,stop_episode,250,2013,19,0.012605504860294436
RETURN_FIX,stop_episode,250,2014,19,0.5085844555105439
RETURN_FIX,stop_episode,250,2015,3,-0.08985566599427375
RETURN_FIX,stop_episode,250,2016,12,0.4289563886334048
RETURN_FIX,stop_episode,250,2017,1,0.8036073191494701
RETURN_FIX,stop_episode,250,2018,8,0.4582630084856667
RETURN_FIX,stop_episode,250,2019,3,-0.1325044675107412
RETURN_FIX,stop_episode,250,2020,5,1.4518142801404608
RETURN_FIX,stop_episode,250,2021,8,-0.009460922948964001
RETURN_FIX,stop_episode,250,2022,14,0.271283464005702
RETURN_FIX,stop_episode,250,2023,9,0.16389246528614887
RETURN_FIX,stop_episode,250,2024,29,0.3284161829216772
RETURN_FIX,stop_episode,250,2025,7,0.12315101856010391
RETURN_FIX,stop_episode,750,2011,2,0.4522643079590385
RETURN_FIX,stop_episode,750,2012,20,0.4339857931749894
RETURN_FIX,stop_episode,750,2013,19,0.29610203256288026
RETURN_FIX,stop_episode,750,2014,19,1.5709976294824473
RETURN_FIX,stop_episode,750,2015,3,-0.2083701176020113
RETURN_FIX,stop_episode,750,2016,12,0.9336327000964384
RETURN_FIX,stop_episode,750,2017,1,2.1431612924579224
RETURN_FIX,stop_episode,750,2018,8,0.8181590908951856
RETURN_FIX,stop_episode,750,2019,3,1.825180565850221
RETURN_FIX,stop_episode,750,2020,5,1.2691523396418316
RETURN_FIX,stop_episode,750,2021,8,0.5020932970824227
RETURN_FIX,stop_episode,750,2022,14,1.1224333246098643
RETURN_FIX,stop_episode,750,2023,3,0.9075333623521868
TREND_BOTH1,daily,250,2011,5,-0.16560490201043188
TREND_BOTH1,daily,250,2012,135,-0.0711179478364995
TREND_BOTH1,daily,250,2013,175,0.03824883896612663
TREND_BOTH1,daily,250,2014,194,0.5055559231138581
TREND_BOTH1,daily,250,2015,124,0.00394310892969163
TREND_BOTH1,daily,250,2016,156,0.5695091022746792
TREND_BOTH1,daily,250,2017,168,0.2757852039239823
TREND_BOTH1,daily,250,2018,87,0.284110417331328
TREND_BOTH1,daily,250,2019,159,0.3511397561750236
TREND_BOTH1,daily,250,2020,204,0.3923708835207329
TREND_BOTH1,daily,250,2021,168,0.3551029109617855
TREND_BOTH1,daily,250,2022,156,0.04790298255801828
TREND_BOTH1,daily,250,2023,189,0.39132719906378965
TREND_BOTH1,daily,250,2024,207,0.16356088169749405
TREND_BOTH1,daily,250,2025,95,0.4597380721260125
TREND_BOTH1,daily,750,2011,5,-0.19426364858452505
TREND_BOTH1,daily,750,2012,135,0.06804330854437302
TREND_BOTH1,daily,750,2013,175,0.8128999660586633
TREND_BOTH1,daily,750,2014,194,1.5711190029728859
TREND_BOTH1,daily,750,2015,124,1.0761683498588772
TREND_BOTH1,daily,750,2016,156,0.8224945242828663
TREND_BOTH1,daily,750,2017,168,0.9231121631402637
TREND_BOTH1,daily,750,2018,87,0.9829504843037997
TREND_BOTH1,daily,750,2019,159,0.9761465002540766
TREND_BOTH1,daily,750,2020,204,1.1229766403089465
TREND_BOTH1,daily,750,2021,168,1.0035827636224042
TREND_BOTH1,daily,750,2022,156,0.6738115160033977
TREND_BOTH1,daily,750,2023,85,1.2911335732536524
TREND_BOTH1,ma60_episode,250,2011,2,-0.1463566345791355
TREND_BOTH1,ma60_episode,250,2012,19,0.031535005586208475
TREND_BOTH1,ma60_episode,250,2013,21,0.03345178742483035
TREND_BOTH1,ma60_episode,250,2014,19,0.3930938234158885
TREND_BOTH1,ma60_episode,250,2015,13,-0.09477124183006536
TREND_BOTH1,ma60_episode,250,2016,17,0.4334160144756165
TREND_BOTH1,ma60_episode,250,2017,10,0.3055773278325542
TREND_BOTH1,ma60_episode,250,2018,12,0.32707353201756795
TREND_BOTH1,ma60_episode,250,2019,16,0.21613306042539693
TREND_BOTH1,ma60_episode,250,2020,14,0.30423889075158317
TREND_BOTH1,ma60_episode,250,2021,22,0.26988517014772084
TREND_BOTH1,ma60_episode,250,2022,27,0.2531557881773401
TREND_BOTH1,ma60_episode,250,2023,21,0.41695955404593654
TREND_BOTH1,ma60_episode,250,2024,32,0.2632911206225409
TREND_BOTH1,ma60_episode,250,2025,15,0.38257572942713347
TREND_BOTH1,ma60_episode,750,2011,2,0.4557178402813342
TREND_BOTH1,ma60_episode,750,2012,19,0.62210590429431
TREND_BOTH1,ma60_episode,750,2013,21,0.5280872793974452
TREND_BOTH1,ma60_episode,750,2014,19,1.001954437958458
TREND_BOTH1,ma60_episode,750,2015,13,0.10779309130236547
TREND_BOTH1,ma60_episode,750,2016,17,0.558834923217919
TREND_BOTH1,ma60_episode,750,2017,10,1.0498762447629368
TREND_BOTH1,ma60_episode,750,2018,12,0.9176659516618272
TREND_BOTH1,ma60_episode,750,2019,16,0.9427854752366124
TREND_BOTH1,ma60_episode,750,2020,14,1.0226555440536944
TREND_BOTH1,ma60_episode,750,2021,22,0.8498680751459382
TREND_BOTH1,ma60_episode,750,2022,27,0.8513181026674967
TREND_BOTH1,ma60_episode,750,2023,10,1.3237071811866932
TREND_BOTH1,ma60_nonoverlap,250,2011,2,-0.1463566345791355
TREND_BOTH1,ma60_nonoverlap,250,2012,10,0.04948494221037247
TREND_BOTH1,ma60_nonoverlap,250,2013,8,0.0005563815168703745
TREND_BOTH1,ma60_nonoverlap,250,2014,12,0.3938553566791224
TREND_BOTH1,ma60_nonoverlap,250,2015,5,-0.09558228300091598
TREND_BOTH1,ma60_nonoverlap,250,2016,9,0.4249105898283483
TREND_BOTH1,ma60_nonoverlap,250,2017,4,0.38873952655810795
TREND_BOTH1,ma60_nonoverlap,250,2018,6,0.3571920411431465
TREND_BOTH1,ma60_nonoverlap,250,2019,6,-0.002353163422960436
TREND_BOTH1,ma60_nonoverlap,250,2020,7,0.3160752742024342
TREND_BOTH1,ma60_nonoverlap,250,2021,10,-0.045372164255043035
TREND_BOTH1,ma60_nonoverlap,250,2022,12,0.23635552332429743
TREND_BOTH1,ma60_nonoverlap,250,2023,9,0.33883237354866913
TREND_BOTH1,ma60_nonoverlap,250,2024,21,0.22250423133179065
TREND_BOTH1,ma60_nonoverlap,250,2025,8,0.14558712766550874
TREND_BOTH1,ma60_nonoverlap,750,2011,2,0.4557178402813342
TREND_BOTH1,ma60_nonoverlap,750,2012,10,0.8587211585005841
TREND_BOTH1,ma60_nonoverlap,750,2013,3,0.29610203256288026
TREND_BOTH1,ma60_nonoverlap,750,2014,7,1.593473952706622
TREND_BOTH1,ma60_nonoverlap,750,2015,3,0.10779309130236547
TREND_BOTH1,ma60_nonoverlap,750,2016,5,0.9751125462770995
TREND_BOTH1,ma60_nonoverlap,750,2017,2,0.9459967596692984
TREND_BOTH1,ma60_nonoverlap,750,2018,3,0.8523814190198546
TREND_BOTH1,ma60_nonoverlap,750,2019,4,1.7109496261202646
TREND_BOTH1,ma60_nonoverlap,750,2020,5,0.3353779342960732
TREND_BOTH1,ma60_nonoverlap,750,2021,5,0.25294290336721703
TREND_BOTH1,ma60_nonoverlap,750,2022,7,1.1052711313402384
TREND_BOTH1,stop_episode,250,2011,2,-0.1463566345791355
TREND_BOTH1,stop_episode,250,2012,16,-0.018549229393996836
TREND_BOTH1,stop_episode,250,2013,16,0.023028646142562392
TREND_BOTH1,stop_episode,250,2014,13,0.36153315422444066
TREND_BOTH1,stop_episode,250,2015,2,-0.18459158132230247
TREND_BOTH1,stop_episode,250,2016,8,0.32720009093539315
TREND_BOTH1,stop_episode,250,2017,1,0.8036073191494701
TREND_BOTH1,stop_episode,250,2018,5,0.5491578535056794
TREND_BOTH1,stop_episode,250,2019,3,-0.1325044675107412
TREND_BOTH1,stop_episode,250,2020,4,0.9207530550801504
TREND_BOTH1,stop_episode,250,2021,4,-0.06960493935368062
TREND_BOTH1,stop_episode,250,2022,8,0.2769638205972499
TREND_BOTH1,stop_episode,250,2023,6,0.2543758218982274
TREND_BOTH1,stop_episode,250,2024,20,0.32841290301147963
TREND_BOTH1,stop_episode,250,2025,5,0.08792358992250993
TREND_BOTH1,stop_episode,750,2011,2,0.4557178402813342
TREND_BOTH1,stop_episode,750,2012,16,0.4339857931749894
TREND_BOTH1,stop_episode,750,2013,16,0.5155721090671376
TREND_BOTH1,stop_episode,750,2014,13,0.65676062893395
TREND_BOTH1,stop_episode,750,2015,2,-0.3246466698057784
TREND_BOTH1,stop_episode,750,2016,8,0.8883411771735186
TREND_BOTH1,stop_episode,750,2017,1,2.1431612924579224
TREND_BOTH1,stop_episode,750,2018,5,0.8523814190198546
TREND_BOTH1,stop_episode,750,2019,3,2.240367620824902
TREND_BOTH1,stop_episode,750,2020,4,1.0226555440536944
TREND_BOTH1,stop_episode,750,2021,4,0.416015666641822
TREND_BOTH1,stop_episode,750,2022,8,1.1224333246098643
TREND_BOTH1,stop_episode,750,2023,2,0.9282614368025719
TREND_FIXED,daily,250,2011,10,-0.1704065111273131
TREND_FIXED,daily,250,2012,190,-0.06099359726964093
TREND_FIXED,daily,250,2013,226,0.030543427385001487
TREND_FIXED,daily,250,2014,237,0.5089686780381011
TREND_FIXED,daily,250,2015,158,0.06297072237340817
TREND_FIXED,daily,250,2016,192,0.5426969181697787
TREND_FIXED,daily,250,2017,191,0.27885022808390447
TREND_FIXED,daily,250,2018,126,0.31185976059288223
TREND_FIXED,daily,250,2019,209,0.3425944406217474
TREND_FIXED,daily,250,2020,232,0.39577946121708163
TREND_FIXED,daily,250,2021,210,0.3266828134606744
TREND_FIXED,daily,250,2022,226,0.16328578356097379
TREND_FIXED,daily,250,2023,239,0.39738993544290424
TREND_FIXED,daily,250,2024,239,0.16356088169749405
TREND_FIXED,daily,250,2025,148,0.4815422375566851
TREND_FIXED,daily,750,2011,10,-0.18766730204474452
TREND_FIXED,daily,750,2012,190,0.16933690471072183
TREND_FIXED,daily,750,2013,226,0.3245042898523841
TREND_FIXED,daily,750,2014,237,1.4319081029643672
TREND_FIXED,daily,750,2015,158,1.3046227795432106
TREND_FIXED,daily,750,2016,192,0.6861395616133898
TREND_FIXED,daily,750,2017,191,0.8873978169541532
TREND_FIXED,daily,750,2018,126,0.9395988955692993
TREND_FIXED,daily,750,2019,209,0.8339161271555298
TREND_FIXED,daily,750,2020,232,1.15041774648853
TREND_FIXED,daily,750,2021,210,0.9569797846536775
TREND_FIXED,daily,750,2022,226,0.7330758782504768
TREND_FIXED,daily,750,2023,115,1.3004143477153702
TREND_FIXED,ma60_episode,250,2011,2,-0.14233007187921864
TREND_FIXED,ma60_episode,250,2012,23,0.020869886483530165
TREND_FIXED,ma60_episode,250,2013,27,-0.04712826311316998
TREND_FIXED,ma60_episode,250,2014,26,0.4958322236284406
TREND_FIXED,ma60_episode,250,2015,18,-0.013255095295556685
TREND_FIXED,ma60_episode,250,2016,22,0.4291633021519824
TREND_FIXED,ma60_episode,250,2017,11,0.12858728939309416
TREND_FIXED,ma60_episode,250,2018,23,0.2953573475596314
TREND_FIXED,ma60_episode,250,2019,29,0.25015049866257866
TREND_FIXED,ma60_episode,250,2020,19,0.32757516921996355
TREND_FIXED,ma60_episode,250,2021,29,0.18656703436879418
TREND_FIXED,ma60_episode,250,2022,38,0.271283464005702
TREND_FIXED,ma60_episode,250,2023,30,0.39909558944331913
TREND_FIXED,ma60_episode,250,2024,43,0.26560149598753013
TREND_FIXED,ma60_episode,250,2025,22,0.3865068872361551
TREND_FIXED,ma60_episode,750,2011,2,0.4522643079590385
TREND_FIXED,ma60_episode,750,2012,23,0.62210590429431
TREND_FIXED,ma60_episode,750,2013,27,0.26795552039192394
TREND_FIXED,ma60_episode,750,2014,26,1.344816355932474
TREND_FIXED,ma60_episode,750,2015,18,0.8252418443925571
TREND_FIXED,ma60_episode,750,2016,22,0.6893891308783996
TREND_FIXED,ma60_episode,750,2017,11,0.8808004938014811
TREND_FIXED,ma60_episode,750,2018,23,0.8251902803734186
TREND_FIXED,ma60_episode,750,2019,29,0.7091967016789114
TREND_FIXED,ma60_episode,750,2020,19,0.4904631440191165
TREND_FIXED,ma60_episode,750,2021,29,0.8094812156275757
TREND_FIXED,ma60_episode,750,2022,38,0.8862252757998784
TREND_FIXED,ma60_episode,750,2023,15,1.0936271624740983
TREND_FIXED,ma60_nonoverlap,250,2011,2,-0.14233007187921864
TREND_FIXED,ma60_nonoverlap,250,2012,10,0.05008388665367092
TREND_FIXED,ma60_nonoverlap,250,2013,10,-0.08330459275720703
TREND_FIXED,ma60_nonoverlap,250,2014,16,0.5352267217386155
TREND_FIXED,ma60_nonoverlap,250,2015,6,0.0845918561182617
TREND_FIXED,ma60_nonoverlap,250,2016,11,0.3662693720427781
TREND_FIXED,ma60_nonoverlap,250,2017,5,0.1258385567977327
TREND_FIXED,ma60_nonoverlap,250,2018,7,0.43760689137505815
TREND_FIXED,ma60_nonoverlap,250,2019,8,0.18243184237372112
TREND_FIXED,ma60_nonoverlap,250,2020,8,0.18218414761826063
TREND_FIXED,ma60_nonoverlap,250,2021,11,-0.0745733932624123
TREND_FIXED,ma60_nonoverlap,250,2022,12,0.19774849049936183
TREND_FIXED,ma60_nonoverlap,250,2023,14,0.22526635288062313
TREND_FIXED,ma60_nonoverlap,250,2024,24,0.2842083407999234
