arm,method,horizon,code,n,median
CURRENT_BASE,daily,750,000338,233,0.9959038508084523
CURRENT_BASE,daily,750,000568,4,2.1654154211468946
CURRENT_BASE,daily,750,000651,221,1.5962776146922297
CURRENT_BASE,daily,750,000792,71,-0.4566550001973657
CURRENT_BASE,daily,750,000858,3,2.4884123780525447
CURRENT_BASE,daily,750,000933,116,0.8004826529614651
CURRENT_BASE,daily,750,002001,14,0.3481498609058612
CURRENT_BASE,daily,750,002128,266,0.8637441325638838
CURRENT_BASE,daily,750,002152,24,0.852118665715742
CURRENT_BASE,daily,750,002304,51,1.37379671906236
CURRENT_BASE,daily,750,002466,106,1.3914387461120608
CURRENT_BASE,daily,750,002714,6,8.898200275401532
CURRENT_BASE,daily,750,002833,8,0.17793336072378163
CURRENT_BASE,daily,750,600000,11,-0.21078270938584476
CURRENT_BASE,daily,750,600009,1,1.9162990993486897
CURRENT_BASE,daily,750,600015,1,0.5973179727382545
CURRENT_BASE,daily,750,600016,5,-0.1973809524593213
CURRENT_BASE,daily,750,600031,17,-0.1917370870700439
CURRENT_BASE,daily,750,600066,45,1.0453060332279631
CURRENT_BASE,daily,750,600176,3,-0.18712004276711536
CURRENT_BASE,daily,750,600188,12,0.1918054207150719
CURRENT_BASE,daily,750,600309,82,1.1192648734444348
CURRENT_BASE,daily,750,600519,3,1.7960186441624812
CURRENT_BASE,daily,750,600566,4,0.23348868486180485
CURRENT_BASE,daily,750,600585,224,0.2106583339144419
CURRENT_BASE,daily,750,600660,30,1.0254050973239242
CURRENT_BASE,daily,750,600750,1,1.8674839278563637
CURRENT_BASE,daily,750,600897,23,0.25188979929927346
CURRENT_BASE,daily,750,600919,2,0.8097851423634919
CURRENT_BASE,daily,750,600938,60,1.1091667182591232
CURRENT_BASE,daily,750,601009,15,0.3537993278028684
CURRENT_BASE,daily,750,601077,5,0.5850463605834777
CURRENT_BASE,daily,750,601088,303,0.34662021202799687
CURRENT_BASE,daily,750,601166,1,0.32586085186145186
CURRENT_BASE,daily,750,601169,14,0.4691911832011232
CURRENT_BASE,daily,750,601225,67,0.8403461402785097
CURRENT_BASE,daily,750,601288,19,1.9817387384576808
CURRENT_BASE,daily,750,601328,79,0.8989054181609173
CURRENT_BASE,daily,750,601398,19,0.3054297004970541
CURRENT_BASE,daily,750,601818,4,0.2630531054693156
CURRENT_BASE,daily,750,601825,72,0.7711200685971688
CURRENT_BASE,daily,750,601857,12,-0.25246663284357146
CURRENT_BASE,daily,750,601939,11,0.765580403862707
CURRENT_BASE,daily,750,601988,7,1.1329037242818334
CURRENT_BASE,daily,750,603156,1,0.7228438284271999
CURRENT_BASE,ma60_episode,250,000001,4,0.19312018972954303
CURRENT_BASE,ma60_episode,250,000022,1,0.7443181818181817
CURRENT_BASE,ma60_episode,250,000333,4,0.8712837097695537
CURRENT_BASE,ma60_episode,250,000338,33,0.30790522034061474
CURRENT_BASE,ma60_episode,250,000568,3,0.4830799917463373
CURRENT_BASE,ma60_episode,250,000651,18,0.27573138735141656
CURRENT_BASE,ma60_episode,250,000792,11,-0.12441158590802259
CURRENT_BASE,ma60_episode,250,000858,1,0.3359504323299578
CURRENT_BASE,ma60_episode,250,000933,12,0.16457389735627648
CURRENT_BASE,ma60_episode,250,002001,3,-0.05513774007456507
CURRENT_BASE,ma60_episode,250,002128,38,0.37239328570579244
CURRENT_BASE,ma60_episode,250,002152,5,0.44120080013235263
CURRENT_BASE,ma60_episode,250,002236,2,0.15557834010015126
CURRENT_BASE,ma60_episode,250,002304,5,0.24848221360803535
CURRENT_BASE,ma60_episode,250,002466,8,0.7060293442745845
CURRENT_BASE,ma60_episode,250,002532,2,0.7095607839319219
CURRENT_BASE,ma60_episode,250,002714,1,0.6904270359882503
CURRENT_BASE,ma60_episode,250,002833,2,0.203761610081454
CURRENT_BASE,ma60_episode,250,002841,1,0.24612912212938753
CURRENT_BASE,ma60_episode,250,300059,1,1.187879381402575
CURRENT_BASE,ma60_episode,250,600000,1,-0.13886582014402904
CURRENT_BASE,ma60_episode,250,600009,1,1.0710910679250452
CURRENT_BASE,ma60_episode,250,600015,1,0.18460966542750956
CURRENT_BASE,ma60_episode,250,600016,4,-0.17003470972362444
CURRENT_BASE,ma60_episode,250,600031,4,0.11819606798466764
CURRENT_BASE,ma60_episode,250,600036,2,0.432202990746534
CURRENT_BASE,ma60_episode,250,600066,9,0.11168843208893264
CURRENT_BASE,ma60_episode,250,600176,3,-0.08075060877085183
CURRENT_BASE,ma60_episode,250,600188,3,-0.03776893655150382
CURRENT_BASE,ma60_episode,250,600309,14,0.2878591389866285
CURRENT_BASE,ma60_episode,250,600426,1,0.7940149073425664
CURRENT_BASE,ma60_episode,250,600519,2,0.437706917009305
CURRENT_BASE,ma60_episode,250,600566,1,-0.16009683007510167
CURRENT_BASE,ma60_episode,250,600585,26,0.2062032194006187
CURRENT_BASE,ma60_episode,250,600660,6,0.1239282969371408
CURRENT_BASE,ma60_episode,250,600750,1,0.3052891770077566
CURRENT_BASE,ma60_episode,250,600897,9,-0.0030393936789633313
CURRENT_BASE,ma60_episode,250,600919,5,0.18510904218937707
CURRENT_BASE,ma60_episode,250,600938,10,0.3761816837738776
CURRENT_BASE,ma60_episode,250,600970,1,0.1021106798656839
CURRENT_BASE,ma60_episode,250,601009,4,0.16763002763436385
CURRENT_BASE,ma60_episode,250,601077,3,0.06298070537043388
CURRENT_BASE,ma60_episode,250,601088,28,0.3345946423823605
CURRENT_BASE,ma60_episode,250,601166,8,0.23793627387060212
CURRENT_BASE,ma60_episode,250,601169,8,0.01589530174869347
CURRENT_BASE,ma60_episode,250,601187,2,0.3339087396998077
CURRENT_BASE,ma60_episode,250,601225,11,0.3931040920346751
CURRENT_BASE,ma60_episode,250,601229,3,0.36275497662378897
CURRENT_BASE,ma60_episode,250,601288,6,0.30590774229956774
CURRENT_BASE,ma60_episode,250,601328,17,0.30358589668370883
CURRENT_BASE,ma60_episode,250,601398,7,0.1916971865343957
CURRENT_BASE,ma60_episode,250,601818,6,-0.027449134157189747
CURRENT_BASE,ma60_episode,250,601825,4,0.1632512146996794
CURRENT_BASE,ma60_episode,250,601838,4,0.13994864310356325
CURRENT_BASE,ma60_episode,250,601857,2,0.08123517631569022
CURRENT_BASE,ma60_episode,250,601939,4,0.2468489613385978
CURRENT_BASE,ma60_episode,250,601988,6,0.3498924855757608
CURRENT_BASE,ma60_episode,250,603156,1,0.18598979193706344
CURRENT_BASE,ma60_episode,250,603993,1,1.7111596167752197
CURRENT_BASE,ma60_episode,250,688516,1,0.17049759600509806
CURRENT_BASE,ma60_episode,750,000022,1,0.8477272727272727
CURRENT_BASE,ma60_episode,750,000333,4,2.3866100325823125
CURRENT_BASE,ma60_episode,750,000338,29,0.18132956901893937
CURRENT_BASE,ma60_episode,750,000568,3,2.123812220172877
CURRENT_BASE,ma60_episode,750,000651,16,1.3202159534099343
CURRENT_BASE,ma60_episode,750,000792,6,-0.4432712548949268
CURRENT_BASE,ma60_episode,750,000858,1,2.3043698158370733
CURRENT_BASE,ma60_episode,750,000933,5,0.13161292783642775
CURRENT_BASE,ma60_episode,750,002001,3,0.6277431007993421
CURRENT_BASE,ma60_episode,750,002128,32,0.7338569743984944
CURRENT_BASE,ma60_episode,750,002152,5,0.9727926761693502
CURRENT_BASE,ma60_episode,750,002304,5,1.0766366923606165
CURRENT_BASE,ma60_episode,750,002466,5,1.7665863579242091
CURRENT_BASE,ma60_episode,750,002714,1,9.03442309146924
CURRENT_BASE,ma60_episode,750,002833,2,0.2332959607225107
CURRENT_BASE,ma60_episode,750,600000,1,-0.21078270938584476
CURRENT_BASE,ma60_episode,750,600009,1,1.9162990993486897
CURRENT_BASE,ma60_episode,750,600015,1,0.5973179727382545
CURRENT_BASE,ma60_episode,750,600016,4,-0.15405845125015855
CURRENT_BASE,ma60_episode,750,600031,4,0.41479130589223856
CURRENT_BASE,ma60_episode,750,600066,9,0.0024826162505013905
CURRENT_BASE,ma60_episode,750,600176,2,0.8158649741839195
CURRENT_BASE,ma60_episode,750,600188,3,0.18148972288396203
CURRENT_BASE,ma60_episode,750,600309,14,1.097059545953619
CURRENT_BASE,ma60_episode,750,600519,2,1.9600219717801926
CURRENT_BASE,ma60_episode,750,600566,1,0.3353779342960732
CURRENT_BASE,ma60_episode,750,600585,26,0.2343256963840874
CURRENT_BASE,ma60_episode,750,600660,6,1.095832766164175
CURRENT_BASE,ma60_episode,750,600750,1,1.8674839278563637
CURRENT_BASE,ma60_episode,750,600897,9,0.50305693873683
CURRENT_BASE,ma60_episode,750,600919,2,0.8097851423634919
CURRENT_BASE,ma60_episode,750,600938,5,1.0002435156360558
CURRENT_BASE,ma60_episode,750,601009,1,0.37712461503781514
CURRENT_BASE,ma60_episode,750,601077,3,1.1995287396525458
CURRENT_BASE,ma60_episode,750,601088,28,0.5446590220809396
CURRENT_BASE,ma60_episode,750,601166,1,0.32586085186145186
CURRENT_BASE,ma60_episode,750,601169,7,0.579088429916427
CURRENT_BASE,ma60_episode,750,601225,11,1.6454650502048036
CURRENT_BASE,ma60_episode,750,601288,5,1.7834015542676465
CURRENT_BASE,ma60_episode,750,601328,11,0.8728920705083159
CURRENT_BASE,ma60_episode,750,601398,4,0.3248378610493726
CURRENT_BASE,ma60_episode,750,601818,3,0.25294290336721703
CURRENT_BASE,ma60_episode,750,601825,2,0.9233341507875373
CURRENT_BASE,ma60_episode,750,601857,2,-0.1504722928010458
CURRENT_BASE,ma60_episode,750,601939,2,0.5049844945402363
CURRENT_BASE,ma60_episode,750,601988,5,1.1329037242818334
CURRENT_BASE,ma60_episode,750,603156,1,0.7228438284271999
CURRENT_BASE,ma60_nonoverlap,250,000001,1,0.16373614812729542
CURRENT_BASE,ma60_nonoverlap,250,000022,1,0.7443181818181817
CURRENT_BASE,ma60_nonoverlap,250,000333,3,0.47556647556647547
CURRENT_BASE,ma60_nonoverlap,250,000338,11,0.04829302103408706
CURRENT_BASE,ma60_nonoverlap,250,000568,1,0.4830799917463373
CURRENT_BASE,ma60_nonoverlap,250,000651,7,0.5208590803942073
CURRENT_BASE,ma60_nonoverlap,250,000792,5,-0.22089187632033802
CURRENT_BASE,ma60_nonoverlap,250,000858,1,0.3359504323299578
CURRENT_BASE,ma60_nonoverlap,250,000933,4,-0.03620447368853258
CURRENT_BASE,ma60_nonoverlap,250,002001,1,-0.26184603689410346
CURRENT_BASE,ma60_nonoverlap,250,002128,9,0.12654620594129096
CURRENT_BASE,ma60_nonoverlap,250,002152,1,0.284110417331328
CURRENT_BASE,ma60_nonoverlap,250,002236,1,0.13981381825589523
CURRENT_BASE,ma60_nonoverlap,250,002304,2,0.4289496964385884
CURRENT_BASE,ma60_nonoverlap,250,002466,4,0.3909758066234644
CURRENT_BASE,ma60_nonoverlap,250,002532,1,1.0458232776214968
CURRENT_BASE,ma60_nonoverlap,250,002714,1,0.6904270359882503
CURRENT_BASE,ma60_nonoverlap,250,002833,1,0.18184578090998227
CURRENT_BASE,ma60_nonoverlap,250,002841,1,0.24612912212938753
CURRENT_BASE,ma60_nonoverlap,250,300059,1,1.187879381402575
CURRENT_BASE,ma60_nonoverlap,250,600000,1,-0.13886582014402904
CURRENT_BASE,ma60_nonoverlap,250,600009,1,1.0710910679250452
CURRENT_BASE,ma60_nonoverlap,250,600015,1,0.18460966542750956
CURRENT_BASE,ma60_nonoverlap,250,600016,2,-0.15321330667460625
CURRENT_BASE,ma60_nonoverlap,250,600031,3,0.12976640048711485
CURRENT_BASE,ma60_nonoverlap,250,600036,1,0.4585752390404707
CURRENT_BASE,ma60_nonoverlap,250,600066,4,0.36532227108454873
CURRENT_BASE,ma60_nonoverlap,250,600176,2,0.09937506609850277
CURRENT_BASE,ma60_nonoverlap,250,600188,2,-0.06226897467064668
CURRENT_BASE,ma60_nonoverlap,250,600309,7,0.251597414926245
CURRENT_BASE,ma60_nonoverlap,250,600426,1,0.7940149073425664
CURRENT_BASE,ma60_nonoverlap,250,600519,2,0.437706917009305
CURRENT_BASE,ma60_nonoverlap,250,600566,1,-0.16009683007510167
CURRENT_BASE,ma60_nonoverlap,250,600585,7,0.09815441894583299
CURRENT_BASE,ma60_nonoverlap,250,600660,3,0.09313047319938961
CURRENT_BASE,ma60_nonoverlap,250,600750,1,0.3052891770077566
CURRENT_BASE,ma60_nonoverlap,250,600897,5,-0.0808449514041023
CURRENT_BASE,ma60_nonoverlap,250,600919,2,0.2319662274006582
CURRENT_BASE,ma60_nonoverlap,250,600938,3,0.3906067397539015
CURRENT_BASE,ma60_nonoverlap,250,600970,1,0.1021106798656839
CURRENT_BASE,ma60_nonoverlap,250,601009,3,0.19249077589859542
CURRENT_BASE,ma60_nonoverlap,250,601077,2,0.12399289794775886
CURRENT_BASE,ma60_nonoverlap,250,601088,8,0.36567344272781555
CURRENT_BASE,ma60_nonoverlap,250,601166,2,0.28186254963819213
CURRENT_BASE,ma60_nonoverlap,250,601169,3,0.008673145036781404
CURRENT_BASE,ma60_nonoverlap,250,601187,1,0.3261359040239875
CURRENT_BASE,ma60_nonoverlap,250,601225,4,0.2983646634399081
CURRENT_BASE,ma60_nonoverlap,250,601229,1,0.3448591785103059
CURRENT_BASE,ma60_nonoverlap,250,601288,3,0.268766928011404
CURRENT_BASE,ma60_nonoverlap,250,601328,4,0.19274908301103844
CURRENT_BASE,ma60_nonoverlap,250,601398,3,-0.00015473032714408141
CURRENT_BASE,ma60_nonoverlap,250,601818,3,0.026103204439670513
CURRENT_BASE,ma60_nonoverlap,250,601825,2,0.13886349136256498
CURRENT_BASE,ma60_nonoverlap,250,601838,2,0.13496840464558535
CURRENT_BASE,ma60_nonoverlap,250,601857,1,0.0834507630280219
CURRENT_BASE,ma60_nonoverlap,250,601939,2,0.24945074956516444
CURRENT_BASE,ma60_nonoverlap,250,601988,3,0.10173638344226599
CURRENT_BASE,ma60_nonoverlap,250,603156,1,0.18598979193706344
CURRENT_BASE,ma60_nonoverlap,250,603993,1,1.7111596167752197
CURRENT_BASE,ma60_nonoverlap,250,688516,1,0.17049759600509806
CURRENT_BASE,ma60_nonoverlap,750,000022,1,0.8477272727272727
CURRENT_BASE,ma60_nonoverlap,750,000333,2,1.964197962876208
CURRENT_BASE,ma60_nonoverlap,750,000338,4,0.12464677050735473
CURRENT_BASE,ma60_nonoverlap,750,000568,1,1.9731203017687409
CURRENT_BASE,ma60_nonoverlap,750,000651,3,1.1026127892278894
CURRENT_BASE,ma60_nonoverlap,750,000792,2,-0.4562361032210943
CURRENT_BASE,ma60_nonoverlap,750,000858,1,2.3043698158370733
CURRENT_BASE,ma60_nonoverlap,750,000933,1,-0.1645556912994478
CURRENT_BASE,ma60_nonoverlap,750,002001,1,0.396093639977541
CURRENT_BASE,ma60_nonoverlap,750,002128,4,0.33845517460481356
CURRENT_BASE,ma60_nonoverlap,750,002152,1,0.8251902803734186
CURRENT_BASE,ma60_nonoverlap,750,002304,1,1.593473952706622
CURRENT_BASE,ma60_nonoverlap,750,002466,1,1.825180565850221
CURRENT_BASE,ma60_nonoverlap,750,002714,1,9.03442309146924
CURRENT_BASE,ma60_nonoverlap,750,002833,1,0.25152916577177087
CURRENT_BASE,ma60_nonoverlap,750,600000,1,-0.21078270938584476
CURRENT_BASE,ma60_nonoverlap,750,600009,1,1.9162990993486897
CURRENT_BASE,ma60_nonoverlap,750,600015,1,0.5973179727382545
CURRENT_BASE,ma60_nonoverlap,750,600016,1,-0.34641723204769115
CURRENT_BASE,ma60_nonoverlap,750,600031,1,-0.21013553642245264
CURRENT_BASE,ma60_nonoverlap,750,600066,2,0.8632299561069983
CURRENT_BASE,ma60_nonoverlap,750,600176,1,-0.20388045425645307
CURRENT_BASE,ma60_nonoverlap,750,600188,1,0.18148972288396203
CURRENT_BASE,ma60_nonoverlap,750,600309,3,1.095336412706858
CURRENT_BASE,ma60_nonoverlap,750,600519,1,2.124025299397904
CURRENT_BASE,ma60_nonoverlap,750,600566,1,0.3353779342960732
CURRENT_BASE,ma60_nonoverlap,750,600585,3,0.62210590429431
CURRENT_BASE,ma60_nonoverlap,750,600660,2,0.9405155035564281
CURRENT_BASE,ma60_nonoverlap,750,600750,1,1.8674839278563637
CURRENT_BASE,ma60_nonoverlap,750,600897,2,0.5722728608380914
CURRENT_BASE,ma60_nonoverlap,750,600919,1,0.7120369223747969
CURRENT_BASE,ma60_nonoverlap,750,600938,1,0.9452823817421954
CURRENT_BASE,ma60_nonoverlap,750,601009,1,0.37712461503781514
CURRENT_BASE,ma60_nonoverlap,750,601077,1,0.5850463605834777
CURRENT_BASE,ma60_nonoverlap,750,601088,3,0.10779309130236547
CURRENT_BASE,ma60_nonoverlap,750,601166,1,0.32586085186145186
CURRENT_BASE,ma60_nonoverlap,750,601169,1,0.27260197072794745
CURRENT_BASE,ma60_nonoverlap,750,601225,2,1.3172199173448056
CURRENT_BASE,ma60_nonoverlap,750,601288,2,0.7188818151909359
CURRENT_BASE,ma60_nonoverlap,750,601328,1,0.841741081242581
CURRENT_BASE,ma60_nonoverlap,750,601398,1,0.325484716206911
CURRENT_BASE,ma60_nonoverlap,750,601818,1,-0.0962479071909883
CURRENT_BASE,ma60_nonoverlap,750,601825,1,0.9130948784929696
CURRENT_BASE,ma60_nonoverlap,750,601857,1,-0.1327511443027326
CURRENT_BASE,ma60_nonoverlap,750,601939,1,0.2781095584531559
CURRENT_BASE,ma60_nonoverlap,750,601988,2,0.7659369509200236
CURRENT_BASE,ma60_nonoverlap,750,603156,1,0.7228438284271999
CURRENT_BASE,stop_episode,250,000001,1,0.16373614812729542
CURRENT_BASE,stop_episode,250,000022,1,0.7443181818181817
CURRENT_BASE,stop_episode,250,000333,2,1.2738830206601364
CURRENT_BASE,stop_episode,250,000338,9,-0.0009758945892042181
CURRENT_BASE,stop_episode,250,000568,3,0.4830799917463373
CURRENT_BASE,stop_episode,250,000651,1,0.5208590803942073
CURRENT_BASE,stop_episode,250,000792,8,-0.1726517311141803
CURRENT_BASE,stop_episode,250,000858,1,0.3359504323299578
CURRENT_BASE,stop_episode,250,000933,2,0.13197562226927018
CURRENT_BASE,stop_episode,250,002001,3,-0.05513774007456507
CURRENT_BASE,stop_episode,250,002128,4,0.9425506694552223
CURRENT_BASE,stop_episode,250,002152,5,0.44120080013235263
CURRENT_BASE,stop_episode,250,002236,1,0.13981381825589523
CURRENT_BASE,stop_episode,250,002304,1,0.6834243324401263
CURRENT_BASE,stop_episode,250,002466,5,1.4518142801404608
CURRENT_BASE,stop_episode,250,002532,2,0.7095607839319219
CURRENT_BASE,stop_episode,250,002714,1,0.6904270359882503
CURRENT_BASE,stop_episode,250,002833,2,0.203761610081454
CURRENT_BASE,stop_episode,250,002841,1,0.24612912212938753
CURRENT_BASE,stop_episode,250,300059,1,1.187879381402575
CURRENT_BASE,stop_episode,250,600000,1,-0.13886582014402904
CURRENT_BASE,stop_episode,250,600009,1,1.0710910679250452
CURRENT_BASE,stop_episode,250,600015,1,0.18460966542750956
CURRENT_BASE,stop_episode,250,600016,4,-0.17003470972362444
CURRENT_BASE,stop_episode,250,600031,4,0.11819606798466764
CURRENT_BASE,stop_episode,250,600036,2,0.432202990746534
CURRENT_BASE,stop_episode,250,600066,2,0.278390067581078
CURRENT_BASE,stop_episode,250,600176,3,-0.08075060877085183
CURRENT_BASE,stop_episode,250,600188,2,-0.07886574438118177
CURRENT_BASE,stop_episode,250,600309,6,0.2801802930223086
CURRENT_BASE,stop_episode,250,600426,1,0.7940149073425664
CURRENT_BASE,stop_episode,250,600519,1,0.36153315422444066
CURRENT_BASE,stop_episode,250,600566,1,-0.16009683007510167
CURRENT_BASE,stop_episode,250,600585,6,0.02620244603486932
CURRENT_BASE,stop_episode,250,600660,3,0.07929788682381167
CURRENT_BASE,stop_episode,250,600750,1,0.3052891770077566
CURRENT_BASE,stop_episode,250,600897,9,-0.0030393936789633313
CURRENT_BASE,stop_episode,250,600919,4,0.23680950041912752
CURRENT_BASE,stop_episode,250,600938,4,0.3452332231171713
CURRENT_BASE,stop_episode,250,600970,1,0.1021106798656839
CURRENT_BASE,stop_episode,250,601009,1,0.14276927937013228
CURRENT_BASE,stop_episode,250,601077,3,0.06298070537043388
CURRENT_BASE,stop_episode,250,601088,4,0.171489776750056
CURRENT_BASE,stop_episode,250,601166,2,0.2634006962427241
CURRENT_BASE,stop_episode,250,601169,7,0.023117458460605533
CURRENT_BASE,stop_episode,250,601187,2,0.3339087396998077
CURRENT_BASE,stop_episode,250,601225,2,0.3538787087479177
CURRENT_BASE,stop_episode,250,601229,2,0.4291706845168177
CURRENT_BASE,stop_episode,250,601288,1,0.20868854574390272
CURRENT_BASE,stop_episode,250,601328,2,0.0815660437463741
CURRENT_BASE,stop_episode,250,601398,6,0.09577122810362582
CURRENT_BASE,stop_episode,250,601818,3,-0.08100147275405001
CURRENT_BASE,stop_episode,250,601825,2,-0.008352213781840978
CURRENT_BASE,stop_episode,250,601838,3,0.16389246528614887
CURRENT_BASE,stop_episode,250,601857,2,0.08123517631569022
CURRENT_BASE,stop_episode,250,601939,2,0.19947108132421465
CURRENT_BASE,stop_episode,250,601988,3,0.10173638344226599
CURRENT_BASE,stop_episode,250,603156,1,0.18598979193706344
CURRENT_BASE,stop_episode,250,603993,1,1.7111596167752197
CURRENT_BASE,stop_episode,250,688516,1,0.17049759600509806
CURRENT_BASE,stop_episode,750,000022,1,0.8477272727272727
CURRENT_BASE,stop_episode,750,000333,2,3.102771514934398
CURRENT_BASE,stop_episode,750,000338,9,0.18132956901893937
CURRENT_BASE,stop_episode,750,000568,3,2.123812220172877
CURRENT_BASE,stop_episode,750,000651,1,1.4929475941679127
CURRENT_BASE,stop_episode,750,000792,5,-0.4409232220095455
CURRENT_BASE,stop_episode,750,000858,1,2.3043698158370733
CURRENT_BASE,stop_episode,750,000933,2,0.9575478195121243
CURRENT_BASE,stop_episode,750,002001,3,0.6277431007993421
CURRENT_BASE,stop_episode,750,002128,4,0.6344486519376427
CURRENT_BASE,stop_episode,750,002152,5,0.9727926761693502
CURRENT_BASE,stop_episode,750,002304,1,1.593473952706622
CURRENT_BASE,stop_episode,750,002466,5,1.7665863579242091
CURRENT_BASE,stop_episode,750,002714,1,9.03442309146924
CURRENT_BASE,stop_episode,750,002833,2,0.2332959607225107
CURRENT_BASE,stop_episode,750,600000,1,-0.21078270938584476
CURRENT_BASE,stop_episode,750,600009,1,1.9162990993486897
CURRENT_BASE,stop_episode,750,600015,1,0.5973179727382545
CURRENT_BASE,stop_episode,750,600016,4,-0.15405845125015855
CURRENT_BASE,stop_episode,750,600031,4,0.41479130589223856
CURRENT_BASE,stop_episode,750,600066,2,1.497830860322896
CURRENT_BASE,stop_episode,750,600176,2,0.8158649741839195
CURRENT_BASE,stop_episode,750,600188,2,0.36857286325535066
CURRENT_BASE,stop_episode,750,600309,6,0.7950024261357155
CURRENT_BASE,stop_episode,750,600519,1,2.124025299397904
CURRENT_BASE,stop_episode,750,600566,1,0.3353779342960732
CURRENT_BASE,stop_episode,750,600585,6,0.7112549621281442
CURRENT_BASE,stop_episode,750,600660,3,1.165710267339834
CURRENT_BASE,stop_episode,750,600750,1,1.8674839278563637
CURRENT_BASE,stop_episode,750,600897,9,0.50305693873683
CURRENT_BASE,stop_episode,750,600919,2,0.8097851423634919
CURRENT_BASE,stop_episode,750,600938,4,1.069919516757773
CURRENT_BASE,stop_episode,750,601009,1,0.37712461503781514
CURRENT_BASE,stop_episode,750,601077,3,1.1995287396525458
CURRENT_BASE,stop_episode,750,601088,4,0.14728846431100506
CURRENT_BASE,stop_episode,750,601166,1,0.32586085186145186
CURRENT_BASE,stop_episode,750,601169,7,0.579088429916427
CURRENT_BASE,stop_episode,750,601225,2,0.8674588359594061
CURRENT_BASE,stop_episode,750,601288,1,0.16327392049568945
CURRENT_BASE,stop_episode,750,601328,2,0.8573165758754484
CURRENT_BASE,stop_episode,750,601398,4,0.3248378610493726
CURRENT_BASE,stop_episode,750,601818,3,0.25294290336721703
CURRENT_BASE,stop_episode,750,601825,2,0.9233341507875373
CURRENT_BASE,stop_episode,750,601857,2,-0.1504722928010458
