arm,method,horizon,code,signal_date,exec_date,end_date,break_date,complete,forward_return
RETURN_FIX,daily,750,000333,2015-06-05,2015-06-08,2018-07-18,,True,0.9131465941653825
RETURN_FIX,daily,750,000333,2015-06-08,2015-06-09,2018-07-19,,True,0.9694204682796641
RETURN_FIX,daily,750,000333,2015-06-09,2015-06-10,2018-07-20,,True,0.9711125139265508
RETURN_FIX,daily,750,000333,2015-06-10,2015-06-11,2018-07-23,,True,1.0072595030897684
RETURN_FIX,daily,750,000333,2015-06-11,2015-06-12,2018-07-24,,True,1.0963873823167805
RETURN_FIX,daily,750,000333,2015-06-12,2015-06-15,2018-07-25,,True,1.1430158936597428
RETURN_FIX,daily,750,000333,2015-06-23,2015-06-24,2018-08-02,,True,0.8623587460391613
RETURN_FIX,daily,750,000333,2015-06-24,2015-06-25,2018-08-03,,True,0.8720750993310644
RETURN_FIX,daily,750,000333,2015-11-10,2015-11-11,2019-01-31,,True,1.4263410154969982
RETURN_FIX,daily,750,000333,2015-11-11,2015-11-12,2019-02-01,,True,1.4429663143366582
RETURN_FIX,daily,750,000333,2015-11-12,2015-11-13,2019-02-11,,True,1.6083461966663992
RETURN_FIX,daily,750,000333,2015-11-13,2015-11-16,2019-02-12,,True,1.648915085525155
RETURN_FIX,daily,750,000333,2015-11-16,2015-11-17,2019-02-13,,True,1.64727526913582
RETURN_FIX,daily,750,000333,2015-11-17,2015-11-18,2019-02-14,,True,1.729163862541085
RETURN_FIX,daily,750,000333,2015-12-02,2015-12-03,2019-03-04,,True,1.7608918730736716
RETURN_FIX,daily,750,000333,2015-12-03,2015-12-04,2019-03-05,,True,1.764097365326497
RETURN_FIX,daily,750,000333,2015-12-04,2015-12-07,2019-03-06,,True,1.7489488053431486
RETURN_FIX,daily,750,000333,2015-12-07,2015-12-08,2019-03-07,,True,1.769502971071871
RETURN_FIX,daily,750,000333,2015-12-10,2015-12-11,2019-03-12,,True,1.5781903996993472
RETURN_FIX,daily,750,000333,2015-12-11,2015-12-14,2019-03-13,,True,1.5245291824375617
RETURN_FIX,daily,750,000333,2015-12-14,2015-12-15,2019-03-14,,True,1.534358627664444
RETURN_FIX,daily,750,000333,2015-12-15,2015-12-16,2019-03-15,,True,1.6410931193978153
RETURN_FIX,daily,750,000333,2015-12-16,2015-12-17,2019-03-18,,True,1.6816667715235072
RETURN_FIX,daily,750,000333,2015-12-17,2015-12-18,2019-03-19,,True,1.7193080476277771
RETURN_FIX,daily,750,000333,2015-12-18,2015-12-21,2019-03-20,,True,1.5178379425819863
RETURN_FIX,daily,750,000333,2015-12-21,2015-12-22,2019-03-21,,True,1.4394592970777382
RETURN_FIX,daily,750,000333,2015-12-22,2015-12-23,2019-03-22,,True,1.4576642172051844
RETURN_FIX,daily,750,000333,2015-12-23,2015-12-24,2019-03-25,,True,1.4169384453515534
RETURN_FIX,daily,750,000333,2015-12-24,2015-12-25,2019-03-26,,True,1.3769838931549732
RETURN_FIX,daily,750,000333,2015-12-25,2015-12-28,2019-03-27,,True,1.5180968850816559
RETURN_FIX,daily,750,000333,2015-12-28,2015-12-29,2019-03-28,,True,1.3377269806682919
RETURN_FIX,daily,750,000333,2015-12-29,2015-12-30,2019-03-29,,True,1.3919991060049681
RETURN_FIX,daily,750,000333,2015-12-30,2015-12-31,2019-04-01,,True,1.6464536702821944
RETURN_FIX,daily,750,000333,2015-12-31,2016-01-04,2019-04-02,,True,1.8275700215101165
RETURN_FIX,daily,750,000333,2016-01-05,2016-01-06,2019-04-04,,True,1.78689803022896
RETURN_FIX,daily,750,000333,2016-01-06,2016-01-07,2019-04-08,,True,2.0615641718116486
RETURN_FIX,daily,750,000333,2016-03-24,2016-03-25,2019-07-08,,True,1.9173869987622547
RETURN_FIX,daily,750,000333,2016-03-25,2016-03-28,2019-07-09,,True,1.963386221046675
RETURN_FIX,daily,750,000333,2016-04-27,2016-04-28,2019-08-08,,True,1.8344302658230385
RETURN_FIX,daily,750,000333,2016-04-28,2016-04-29,2019-08-09,,True,1.687442458215601
RETURN_FIX,daily,750,000333,2016-05-06,2016-05-09,2019-08-16,,True,1.6714289873143096
RETURN_FIX,daily,750,000333,2016-05-09,2016-05-10,2019-08-19,,True,1.6429803857046488
RETURN_FIX,daily,750,000333,2016-05-10,2016-05-11,2019-08-20,,True,1.5316569775245403
RETURN_FIX,daily,750,000333,2016-05-11,2016-05-12,2019-08-21,,True,1.5499392423734952
RETURN_FIX,daily,750,000333,2016-05-12,2016-05-13,2019-08-22,,True,1.6032040646920502
RETURN_FIX,daily,750,000333,2016-05-13,2016-05-16,2019-08-23,,True,1.5893885092736433
RETURN_FIX,daily,750,000333,2016-05-16,2016-05-17,2019-08-26,,True,1.582737103316135
RETURN_FIX,daily,750,000333,2016-05-17,2016-05-18,,,False,
RETURN_FIX,daily,750,000333,2016-06-13,2016-06-14,2019-09-05,,True,1.5788865839411739
RETURN_FIX,daily,750,000333,2016-06-14,2016-06-15,2019-09-06,,True,1.5709468758479384
RETURN_FIX,daily,750,000333,2016-06-16,2016-06-17,2019-09-10,,True,1.5932428723463632
RETURN_FIX,daily,750,000333,2016-06-17,2016-06-20,2019-09-11,,True,1.5126777181998512
RETURN_FIX,daily,750,000333,2016-06-20,2016-06-21,2019-09-12,,True,1.5725057450528586
RETURN_FIX,daily,750,000333,2016-06-21,2016-06-22,2019-09-16,,True,1.5159714904896262
RETURN_FIX,daily,750,000333,2016-06-22,2016-06-23,2019-09-17,,True,1.522420153544057
RETURN_FIX,daily,750,000333,2016-06-23,2016-06-24,2019-09-18,,True,1.4943335026389266
RETURN_FIX,daily,750,000333,2016-06-24,2016-06-27,2019-09-19,,True,1.414808812000114
RETURN_FIX,daily,750,000333,2016-12-16,2016-12-19,2020-03-19,,True,0.8199433385388801
RETURN_FIX,daily,750,000333,2017-01-17,2017-01-18,2020-04-20,,True,0.8808004938014811
RETURN_FIX,daily,750,000333,2017-05-08,2017-05-09,2020-08-04,,True,1.2651966251459186
RETURN_FIX,daily,750,000333,2017-05-09,2017-05-10,2020-08-05,,True,1.191979742802045
RETURN_FIX,daily,750,000333,2017-05-10,2017-05-11,2020-08-06,,True,1.1268789520040783
RETURN_FIX,daily,750,000333,2017-05-18,2017-05-19,2020-08-14,,True,1.1873583308513371
RETURN_FIX,daily,750,000333,2022-12-20,2022-12-21,2026-01-26,,True,0.7091749308192845
RETURN_FIX,daily,750,000333,2022-12-21,2022-12-22,2026-01-27,,True,0.6866079052966805
RETURN_FIX,daily,750,000333,2022-12-22,2022-12-23,2026-01-28,,True,0.6640259687093335
RETURN_FIX,daily,750,000333,2022-12-23,2022-12-26,2026-01-29,,True,0.7495191139117376
RETURN_FIX,ma60_episode,750,000333,2014-04-29,2014-04-30,2017-06-26,2014-05-07,True,3.2192209949331314
RETURN_FIX,ma60_episode,750,000333,2014-05-28,2014-05-29,2017-07-20,2014-09-22,True,3.016892059224724
RETURN_FIX,ma60_episode,750,000333,2014-11-21,2014-11-24,2018-01-12,2015-06-19,True,3.526158858425747
RETURN_FIX,ma60_episode,750,000333,2015-06-23,2015-06-24,2018-08-02,2015-06-26,True,0.8623587460391613
RETURN_FIX,ma60_episode,750,000333,2015-11-10,2015-11-11,2019-01-31,2015-11-27,True,1.4263410154969982
RETURN_FIX,ma60_episode,750,000333,2015-12-02,2015-12-03,2019-03-04,2016-01-07,True,1.7608918730736716
RETURN_FIX,ma60_episode,750,000333,2016-03-24,2016-03-25,2019-07-08,2016-09-12,True,1.9173869987622547
RETURN_FIX,ma60_episode,750,000333,2016-12-16,2016-12-19,2020-03-19,2017-01-12,True,0.8199433385388801
RETURN_FIX,ma60_episode,750,000333,2017-01-17,2017-01-18,2020-04-20,2017-08-04,True,0.8808004938014811
RETURN_FIX,ma60_episode,750,000333,2022-12-20,2022-12-21,2026-01-26,2023-02-06,True,0.7091749308192845
RETURN_FIX,ma60_nonoverlap,750,000333,2014-04-29,2014-04-30,2017-06-26,2014-05-07,True,3.2192209949331314
RETURN_FIX,ma60_nonoverlap,750,000333,2022-12-20,2022-12-21,2026-01-26,2023-02-06,True,0.7091749308192845
RETURN_FIX,stop_episode,750,000333,2014-04-29,2014-04-30,2017-06-26,2014-05-07,True,3.2192209949331314
RETURN_FIX,stop_episode,750,000333,2014-05-28,2014-05-29,2017-07-20,,True,3.016892059224724
MA_FIX,daily,250,000333,2014-04-29,2014-04-30,2015-05-22,,True,1.267000943972632
MA_FIX,daily,250,000333,2014-05-28,2014-05-29,2015-06-17,,True,1.1928562638329185
MA_FIX,daily,250,000333,2014-05-29,2014-05-30,2015-06-18,,True,1.1171830139993109
MA_FIX,daily,250,000333,2014-05-30,2014-06-03,2015-06-19,,True,1.0401165360578886
MA_FIX,daily,250,000333,2014-06-03,2014-06-04,2015-06-23,,True,1.2533406713264172
MA_FIX,daily,250,000333,2014-06-04,2014-06-05,2015-06-24,,True,1.2807650973476408
MA_FIX,daily,250,000333,2014-06-05,2014-06-06,2015-06-25,,True,1.1544552726148618
MA_FIX,daily,250,000333,2014-06-06,2014-06-09,2015-06-26,,True,1.0114259912319494
MA_FIX,daily,250,000333,2014-06-09,2014-06-10,2015-06-29,,True,0.9292321621302133
MA_FIX,daily,250,000333,2014-06-10,2014-06-11,2015-06-30,,True,1.0876982103146502
MA_FIX,daily,250,000333,2014-06-11,2014-06-12,2015-07-01,,True,0.9838818733964909
MA_FIX,daily,250,000333,2014-06-12,2014-06-13,2015-07-02,,True,0.9383058217387104
MA_FIX,daily,250,000333,2014-06-13,2014-06-16,2015-07-03,,True,0.7915521383909168
MA_FIX,daily,250,000333,2014-06-16,2014-06-17,2015-07-06,,True,0.9399197815179852
MA_FIX,daily,250,000333,2014-06-17,2014-06-18,2015-07-07,,True,0.9179424906380058
MA_FIX,daily,250,000333,2014-06-18,2014-06-19,2015-07-08,,True,0.7123040267819818
MA_FIX,daily,250,000333,2014-06-19,2014-06-20,2015-07-09,,True,0.8947571697041652
MA_FIX,daily,250,000333,2014-06-20,2014-06-23,2015-07-10,,True,1.1254207615784573
MA_FIX,daily,250,000333,2014-06-23,2014-06-24,2015-07-13,,True,1.1412312443157586
MA_FIX,daily,250,000333,2014-06-24,2014-06-25,2015-07-14,,True,1.024882082521223
MA_FIX,daily,250,000333,2014-06-25,2014-06-26,2015-07-15,,True,0.9803836373938597
MA_FIX,daily,250,000333,2014-06-26,2014-06-27,2015-07-16,,True,0.904319944098819
MA_FIX,daily,250,000333,2014-06-27,2014-06-30,2015-07-17,,True,0.9360829747806263
MA_FIX,daily,250,000333,2014-06-30,2014-07-01,2015-07-20,,True,0.9372024560855361
MA_FIX,daily,250,000333,2014-07-01,2014-07-02,2015-07-21,,True,0.8641204673723688
MA_FIX,daily,250,000333,2014-07-02,2014-07-03,2015-07-22,,True,0.8046867437423699
MA_FIX,daily,250,000333,2014-07-03,2014-07-04,2015-07-23,,True,0.8298903991685076
MA_FIX,daily,250,000333,2014-07-04,2014-07-07,2015-07-24,,True,0.8360771185231324
MA_FIX,daily,250,000333,2014-07-07,2014-07-08,2015-07-27,,True,0.6702138459667235
MA_FIX,daily,250,000333,2014-07-08,2014-07-09,2015-07-28,,True,0.7782711826890085
MA_FIX,daily,250,000333,2014-07-09,2014-07-10,2015-07-29,,True,0.8209005940008707
MA_FIX,daily,250,000333,2014-07-11,2014-07-14,2015-07-31,,True,0.7816155404547536
MA_FIX,daily,250,000333,2014-07-14,2014-07-15,2015-08-03,,True,0.809309046264931
MA_FIX,daily,250,000333,2014-07-15,2014-07-16,2015-08-04,,True,0.839184412746061
MA_FIX,daily,250,000333,2014-07-16,2014-07-17,2015-08-05,,True,0.8590612659624068
MA_FIX,daily,250,000333,2014-07-17,2014-07-18,2015-08-06,,True,0.8034681090530869
MA_FIX,daily,250,000333,2014-07-18,2014-07-21,2015-08-07,,True,0.8285960126851453
MA_FIX,daily,250,000333,2014-07-21,2014-07-22,2015-08-10,,True,0.8589001089382455
MA_FIX,daily,250,000333,2014-07-22,2014-07-23,2015-08-11,,True,0.8355317132273878
MA_FIX,daily,250,000333,2014-07-23,2014-07-24,2015-08-12,,True,0.7122592339896403
MA_FIX,daily,250,000333,2014-07-24,2014-07-25,2015-08-13,,True,0.7098839840705737
MA_FIX,daily,250,000333,2014-07-25,2014-07-28,2015-08-14,,True,0.6262829444547122
MA_FIX,daily,250,000333,2014-07-28,2014-07-29,2015-08-17,,True,0.6051630783137851
MA_FIX,daily,250,000333,2014-07-29,2014-07-30,2015-08-18,,True,0.5301842143528339
MA_FIX,daily,250,000333,2014-07-30,2014-07-31,2015-08-19,,True,0.5021431681896151
MA_FIX,daily,250,000333,2014-07-31,2014-08-01,2015-08-20,,True,0.43624134427022154
MA_FIX,daily,250,000333,2014-08-01,2014-08-04,2015-08-21,,True,0.315072264382664
MA_FIX,daily,250,000333,2014-08-04,2014-08-05,2015-08-24,,True,0.1937378240822787
MA_FIX,daily,250,000333,2014-08-05,2014-08-06,2015-08-25,,True,0.1456658805959914
MA_FIX,daily,250,000333,2014-08-06,2014-08-07,2015-08-26,,True,0.2386446092666732
MA_FIX,daily,250,000333,2014-08-07,2014-08-08,2015-08-27,,True,0.28514282704594884
MA_FIX,daily,250,000333,2014-08-08,2014-08-11,2015-08-28,,True,0.3187694374705541
MA_FIX,daily,250,000333,2014-08-11,2014-08-12,2015-08-31,,True,0.40803521516802554
MA_FIX,daily,250,000333,2014-08-12,2014-08-13,2015-09-01,,True,0.4046404875177012
MA_FIX,daily,250,000333,2014-08-13,2014-08-14,2015-09-02,,True,0.4034057775752822
MA_FIX,daily,250,000333,2014-08-14,2014-08-15,2015-09-07,,True,0.30432789732394383
MA_FIX,daily,250,000333,2014-08-15,2014-08-18,2015-09-08,,True,0.3070664870438251
MA_FIX,daily,250,000333,2014-08-20,2014-08-21,2015-09-11,,True,0.28087341520646625
MA_FIX,daily,250,000333,2014-08-21,2014-08-22,2015-09-14,,True,0.17888541101405897
MA_FIX,daily,250,000333,2014-08-22,2014-08-25,2015-09-15,,True,0.14728435948960383
MA_FIX,daily,250,000333,2014-08-25,2014-08-26,2015-09-16,,True,0.2493417469180863
MA_FIX,daily,250,000333,2014-08-26,2014-08-27,2015-09-17,,True,0.18452050857914415
MA_FIX,daily,250,000333,2014-08-27,2014-08-28,2015-09-18,,True,0.21926729582378957
MA_FIX,daily,250,000333,2014-08-28,2014-08-29,2015-09-21,,True,0.2385276760026558
MA_FIX,daily,250,000333,2014-08-29,2014-09-01,2015-09-22,,True,0.23181164478362892
MA_FIX,daily,250,000333,2014-09-01,2014-09-02,2015-09-23,,True,0.18689378759454445
MA_FIX,daily,250,000333,2014-09-02,2014-09-03,2015-09-24,,True,0.2029040470018999
MA_FIX,daily,250,000333,2014-11-21,2014-11-24,2015-12-14,,True,0.3952450816629094
MA_FIX,daily,250,000333,2014-11-25,2014-11-26,2015-12-16,,True,0.36542491015881606
MA_FIX,daily,250,000333,2014-11-26,2014-11-27,2015-12-17,,True,0.3930938234158885
MA_FIX,daily,250,000333,2014-11-27,2014-11-28,2015-12-18,,True,0.3805470398028301
MA_FIX,daily,250,000333,2014-11-28,2014-12-01,2015-12-21,,True,0.40180086985280616
MA_FIX,daily,250,000333,2014-12-01,2014-12-02,2015-12-22,,True,0.3586522098271412
MA_FIX,daily,250,000333,2014-12-04,2014-12-05,2015-12-25,,True,0.3368268833795649
MA_FIX,daily,250,000333,2014-12-05,2014-12-08,,,False,
MA_FIX,daily,250,000333,2014-12-16,2014-12-17,2015-12-30,,True,0.3480269606008075
MA_FIX,daily,250,000333,2014-12-17,2014-12-18,2015-12-31,,True,0.2081629685214108
MA_FIX,daily,250,000333,2014-12-22,2014-12-23,2016-01-06,,True,0.14442598245681815
MA_FIX,daily,250,000333,2014-12-30,2014-12-31,2016-01-14,,True,0.10789537809791416
MA_FIX,daily,250,000333,2015-01-15,2015-01-16,2016-01-28,,True,-0.1350994951433886
MA_FIX,daily,250,000333,2015-01-16,2015-01-19,2016-01-29,,True,-0.04822846760168997
MA_FIX,daily,250,000333,2015-01-20,2015-01-21,2016-02-02,,True,-0.09054452381774458
MA_FIX,daily,250,000333,2015-01-21,2015-01-22,2016-02-03,,True,-0.09575760837420322
MA_FIX,daily,250,000333,2015-01-22,2015-01-23,2016-02-04,,True,-0.08104373506210183
MA_FIX,daily,250,000333,2015-01-23,2015-01-26,2016-02-05,,True,-0.08565966086929022
MA_FIX,daily,250,000333,2015-01-26,2015-01-27,2016-02-15,,True,-0.10245575610168822
MA_FIX,daily,250,000333,2015-01-27,2015-01-28,2016-02-16,,True,-0.062200852140135376
MA_FIX,daily,250,000333,2015-02-10,2015-02-11,2016-03-01,,True,-0.08827000578653543
MA_FIX,daily,250,000333,2015-02-11,2015-02-12,2016-03-02,,True,-0.013843744245198408
MA_FIX,daily,250,000333,2015-02-12,2015-02-13,2016-03-03,,True,-0.03153312837482125
MA_FIX,daily,250,000333,2015-02-13,2015-02-16,2016-03-04,,True,-0.009023668824668096
MA_FIX,daily,250,000333,2015-02-16,2015-02-17,2016-03-07,,True,-0.04967897878065286
MA_FIX,daily,250,000333,2015-03-02,2015-03-03,2016-03-14,,True,0.000306418163348976
MA_FIX,daily,250,000333,2015-03-03,2015-03-04,2016-03-15,,True,-0.01163210606002052
MA_FIX,daily,250,000333,2015-03-04,2015-03-05,2016-03-16,,True,0.011833418487462222
MA_FIX,daily,250,000333,2015-03-11,2015-03-12,2016-03-23,,True,0.013658489793514583
MA_FIX,daily,250,000333,2015-03-12,2015-03-13,2016-03-24,,True,0.022741979111223554
MA_FIX,daily,250,000333,2015-03-13,2015-03-16,2016-03-25,,True,0.023788485730600994
MA_FIX,daily,250,000333,2015-03-18,2015-03-19,2016-03-30,,True,-0.020131102921287614
MA_FIX,daily,250,000333,2015-03-25,2015-03-26,,,False,
MA_FIX,daily,250,000333,2015-04-27,2015-04-28,2016-05-05,,True,-0.09332766538100268
MA_FIX,daily,250,000333,2015-04-28,2015-04-29,2016-05-06,,True,-0.12995652304235428
MA_FIX,daily,250,000333,2015-04-29,2015-04-30,2016-05-09,,True,-0.1418717879361644
MA_FIX,daily,250,000333,2015-04-30,2015-05-04,2016-05-10,,True,-0.08916167729914959
MA_FIX,daily,250,000333,2015-05-04,2015-05-05,2016-05-11,,True,0.004251644908729091
MA_FIX,daily,250,000333,2015-05-07,2015-05-08,2016-05-16,,True,-0.034502736207281726
MA_FIX,daily,250,000333,2015-05-08,2015-05-11,2016-05-17,,True,-0.06636835739220015
MA_FIX,daily,250,000333,2015-05-11,2015-05-12,2016-06-01,,True,0.00502001771037297
MA_FIX,daily,250,000333,2015-05-12,2015-05-13,2016-06-02,,True,-0.020325364615058295
MA_FIX,daily,250,000333,2015-05-13,2015-05-14,2016-06-03,,True,0.016124902597650426
MA_FIX,daily,250,000333,2015-05-14,2015-05-15,2016-06-06,,True,0.08170503038924082
MA_FIX,daily,250,000333,2015-05-20,2015-05-21,2016-06-14,,True,-0.07607614772969118
MA_FIX,daily,250,000333,2015-05-21,2015-05-22,2016-06-15,,True,-0.06838162688110216
MA_FIX,daily,250,000333,2015-05-22,2015-05-25,2016-06-16,,True,-0.0964612286540747
MA_FIX,daily,250,000333,2015-05-25,2015-05-26,2016-06-17,,True,-0.13830326361129708
MA_FIX,daily,250,000333,2015-05-26,2015-05-27,2016-06-20,,True,-0.09679771299756168
MA_FIX,daily,250,000333,2015-05-27,2015-05-28,2016-06-21,,True,-0.03855172910547522
MA_FIX,daily,250,000333,2015-05-28,2015-05-29,2016-06-22,,True,-0.032597118002523406
MA_FIX,daily,250,000333,2015-05-29,2015-06-01,2016-06-23,,True,-0.07842252764127766
MA_FIX,daily,250,000333,2015-06-01,2015-06-02,2016-06-24,,True,-0.07410924073254987
MA_FIX,daily,250,000333,2015-06-02,2015-06-03,2016-06-27,,True,-0.057442329565091765
MA_FIX,daily,250,000333,2015-06-03,2015-06-04,2016-06-28,,True,-0.042810828900757936
MA_FIX,daily,250,000333,2015-06-04,2015-06-05,2016-06-29,,True,-0.03309226278971489
MA_FIX,daily,250,000333,2015-06-05,2015-06-08,2016-06-30,,True,-0.060738573565599197
MA_FIX,daily,250,000333,2015-06-08,2015-06-09,2016-07-01,,True,-0.02796605748444181
MA_FIX,daily,250,000333,2015-06-09,2015-06-10,2016-07-04,,True,-0.016848876921097822
MA_FIX,daily,250,000333,2015-06-10,2015-06-11,2016-07-05,,True,-0.013363176966117996
MA_FIX,daily,250,000333,2015-06-11,2015-06-12,2016-07-06,,True,0.003634572950654169
MA_FIX,daily,250,000333,2015-06-12,2015-06-15,2016-07-07,,True,0.0435820148227708
MA_FIX,daily,250,000333,2015-06-23,2015-06-24,2016-07-15,,True,0.14995970364147482
MA_FIX,daily,250,000333,2015-06-24,2015-06-25,2016-07-18,,True,0.20861430014249405
MA_FIX,daily,250,000333,2015-11-10,2015-11-11,2016-12-02,,True,0.5817383125467364
MA_FIX,daily,250,000333,2015-11-11,2015-11-12,2016-12-05,,True,0.5007623897633988
MA_FIX,daily,250,000333,2015-11-12,2015-11-13,2016-12-06,,True,0.5525149314386983
MA_FIX,daily,250,000333,2015-11-13,2015-11-16,2016-12-07,,True,0.5638398341523339
MA_FIX,daily,250,000333,2015-11-16,2015-11-17,2016-12-08,,True,0.5643419578269628
MA_FIX,daily,250,000333,2015-11-17,2015-11-18,2016-12-09,,True,0.6595998595998593
MA_FIX,daily,250,000333,2015-12-02,2015-12-03,2016-12-26,,True,0.5166455583981355
MA_FIX,daily,250,000333,2015-12-03,2015-12-04,2016-12-27,,True,0.5166310095839144
MA_FIX,daily,250,000333,2015-12-04,2015-12-07,2016-12-28,,True,0.4930137637404781
MA_FIX,daily,250,000333,2015-12-07,2015-12-08,2016-12-29,,True,0.5501165724728534
MA_FIX,daily,250,000333,2015-12-10,2015-12-11,2017-01-04,,True,0.5828460585097752
MA_FIX,daily,250,000333,2015-12-11,2015-12-14,2017-01-05,,True,0.5402915697424848
MA_FIX,daily,250,000333,2015-12-14,2015-12-15,2017-01-06,,True,0.524727828721173
MA_FIX,daily,250,000333,2015-12-15,2015-12-16,2017-01-09,,True,0.5312228248762836
MA_FIX,daily,250,000333,2015-12-16,2015-12-17,2017-01-10,,True,0.507312391010204
MA_FIX,daily,250,000333,2015-12-17,2015-12-18,2017-01-11,,True,0.5002182532465171
MA_FIX,daily,250,000333,2015-12-18,2015-12-21,2017-01-12,,True,0.3794445956353705
MA_FIX,daily,250,000333,2015-12-21,2015-12-22,2017-01-13,,True,0.35574972647391734
MA_FIX,daily,250,000333,2015-12-22,2015-12-23,2017-01-16,,True,0.3571909912433795
MA_FIX,daily,250,000333,2015-12-23,2015-12-24,2017-01-17,,True,0.421759198257621
MA_FIX,daily,250,000333,2015-12-24,2015-12-25,2017-01-18,,True,0.41301179590448656
MA_FIX,daily,250,000333,2015-12-25,2015-12-28,2017-01-19,,True,0.44682293730680844
MA_FIX,daily,250,000333,2015-12-28,2015-12-29,2017-01-20,,True,0.3766408789074247
MA_FIX,daily,250,000333,2015-12-29,2015-12-30,2017-01-23,,True,0.35051495625830054
MA_FIX,daily,250,000333,2015-12-30,2015-12-31,2017-01-24,,True,0.3822660120649153
MA_FIX,daily,250,000333,2015-12-31,2016-01-04,2017-01-25,,True,0.5217018902277866
MA_FIX,daily,250,000333,2016-01-05,2016-01-06,2017-02-03,,True,0.47556647556647547
MA_FIX,daily,250,000333,2016-01-06,2016-01-07,2017-02-06,,True,0.6099673584177716
MA_FIX,daily,250,000333,2016-03-24,2016-03-25,2017-04-20,,True,0.7128789182929309
MA_FIX,daily,250,000333,2016-03-25,2016-03-28,2017-04-21,,True,0.743904465963289
MA_FIX,daily,250,000333,2016-04-27,2016-04-28,2017-05-24,,True,0.8809578446660125
MA_FIX,daily,250,000333,2016-04-28,2016-04-29,2017-05-25,,True,0.7646508697205976
MA_FIX,daily,250,000333,2016-05-06,2016-05-09,2017-06-05,,True,0.8390799696631843
MA_FIX,daily,250,000333,2016-05-09,2016-05-10,2017-06-06,,True,0.8539412277552696
MA_FIX,daily,250,000333,2016-05-10,2016-05-11,2017-06-07,,True,0.8124314996618709
MA_FIX,daily,250,000333,2016-05-11,2016-05-12,2017-06-08,,True,0.8901868703599061
MA_FIX,daily,250,000333,2016-05-12,2016-05-13,2017-06-09,,True,0.9268486720589779
MA_FIX,daily,250,000333,2016-05-13,2016-05-16,2017-06-12,,True,0.9087645346940374
MA_FIX,daily,250,000333,2016-05-16,2016-05-17,2017-06-13,,True,0.9345448246224775
MA_FIX,daily,250,000333,2016-05-17,2016-05-18,,,False,
MA_FIX,daily,250,000333,2016-06-13,2016-06-14,2017-06-23,,True,1.0259270972058254
MA_FIX,daily,250,000333,2016-06-14,2016-06-15,2017-06-26,,True,0.9977563858391916
MA_FIX,daily,250,000333,2016-06-16,2016-06-17,2017-06-28,,True,0.9615278511493637
MA_FIX,daily,250,000333,2016-06-17,2016-06-20,2017-06-29,,True,0.9332700571468222
MA_FIX,daily,250,000333,2016-06-20,2016-06-21,2017-06-30,,True,0.9482599723518923
MA_FIX,daily,250,000333,2016-06-21,2016-06-22,2017-07-03,,True,0.8723514455221772
MA_FIX,daily,250,000333,2016-06-22,2016-06-23,2017-07-04,,True,0.8802050369404881
MA_FIX,daily,250,000333,2016-06-23,2016-06-24,2017-07-05,,True,0.9343680079553931
MA_FIX,daily,250,000333,2016-06-24,2016-06-27,2017-07-06,,True,0.8532973261800405
MA_FIX,daily,250,000333,2016-12-16,2016-12-19,2017-12-26,,True,1.0069915760876262
MA_FIX,daily,250,000333,2017-01-17,2017-01-18,2018-01-25,,True,1.1634850542483384
MA_FIX,daily,250,000333,2017-05-08,2017-05-09,2018-05-17,,True,0.5839706203133497
MA_FIX,daily,250,000333,2017-05-09,2017-05-10,2018-05-18,,True,0.5691470438406272
MA_FIX,daily,250,000333,2017-05-10,2017-05-11,2018-05-21,,True,0.5415110997474875
MA_FIX,daily,250,000333,2017-05-18,2017-05-19,2018-05-29,,True,0.48281256366685854
MA_FIX,daily,250,000333,2022-12-20,2022-12-21,2024-01-02,,True,0.10971239536281319
MA_FIX,daily,250,000333,2022-12-21,2022-12-22,2024-01-03,,True,0.09644275326030982
MA_FIX,daily,250,000333,2022-12-22,2022-12-23,2024-01-04,,True,0.10872890189702811
MA_FIX,daily,250,000333,2022-12-23,2022-12-26,2024-01-05,,True,0.13481780974527724
MA_FIX,ma60_episode,250,000333,2014-04-29,2014-04-30,2015-05-22,2014-05-07,True,1.267000943972632
MA_FIX,ma60_episode,250,000333,2014-05-28,2014-05-29,2015-06-17,2014-09-22,True,1.1928562638329185
MA_FIX,ma60_episode,250,000333,2014-11-21,2014-11-24,2015-12-14,2015-06-19,True,0.3952450816629094
MA_FIX,ma60_episode,250,000333,2015-06-23,2015-06-24,2016-07-15,2015-06-26,True,0.14995970364147482
MA_FIX,ma60_episode,250,000333,2015-11-10,2015-11-11,2016-12-02,2015-11-27,True,0.5817383125467364
MA_FIX,ma60_episode,250,000333,2015-12-02,2015-12-03,2016-12-26,2016-01-07,True,0.5166455583981355
MA_FIX,ma60_episode,250,000333,2016-03-24,2016-03-25,2017-04-20,2016-09-12,True,0.7128789182929309
MA_FIX,ma60_episode,250,000333,2016-12-16,2016-12-19,2017-12-26,2017-01-12,True,1.0069915760876262
MA_FIX,ma60_episode,250,000333,2017-01-17,2017-01-18,2018-01-25,2017-08-04,True,1.1634850542483384
MA_FIX,ma60_episode,250,000333,2022-12-20,2022-12-21,2024-01-02,2023-02-06,True,0.10971239536281319
MA_FIX,ma60_nonoverlap,250,000333,2014-04-29,2014-04-30,2015-05-22,2014-05-07,True,1.267000943972632
