group,arm,reference,metric,median,paired_delta_median,positive_starts,starts
A,BASE,BASE,互不重叠5年块中位,0.6011184228786703,0.0,0,14
A,BASE,BASE,滚动3年年化中位,0.4324708021331657,0.0,0,14
A,BASE,BASE,滚动3年回撤中位,0.4686862163495237,0.0,0,14
A,BASE,BASE,逐年收益中位,0.4359909396571388,0.0,0,14
A,BASE,BASE,逐年最差,-0.22021853154333748,0.0,0,14
A,BASE,BASE,年均换手,5.973390000278474,0.0,0,14
A,BASE,BASE,平均仓位,1.5835488218897908,0.0,0,14
A,BASE,BASE,持仓数中位,7.0,0.0,0,14
A,BASE,BASE,单票权重中位,0.6137338061577555,0.0,0,14
A,BASE,BASE,单票权重P90,0.7128792284279055,0.0,0,14
A,BASE,BASE,单票权重最大,0.9504507999155941,0.0,0,14
A,BASE,BASE,前三权重中位,1.3427350921362589,0.0,0,14
A,BASE,BASE,单票超60%天数占比,0.6096718564003442,0.0,0,14
A,BASE,BASE,滚动10年年化中位,0.4297800650769531,0.0,0,14
A,BASE,PC60SSEP08,滚动5年年化中位,0.43955930349153793,0.0,4,14
A,BASE,PC60SSEP08,滚动5年年化P25,0.35646122698970206,0.0,4,14
A,BASE,PC60SSEP08,滚动5年年化最差,0.08026727371670117,0.0,2,14
A,BASE,PC60SSEP08,滚动5年回撤中位,0.5449802849042681,0.0,4,14
A,BASE,PC60SSEP08,滚动5年Calmar中位,0.8079992564951128,0.0,6,14
A,BASE,PC60SSEP08,滚动5年Sharpe中位,1.01676057590887,0.0,3,14
A,BASE,PC60SSEP08,滚动5年为负的窗口占比,0.0,0.0,0,14
A,BASE,PC60SSEP08,年化,0.45401450139999744,0.0,5,14
A,BASE,PC60SSEP08,最大回撤,0.6582000242328675,0.0,4,14
A,BASE,PC60SSEP08,Calmar,0.6747463985677112,0.0,4,14
A,BASE,PC60SSEP08,Sharpe,1.0370962320141566,0.0,4,14
A,BASE,PC60SSEP08,互不重叠5年块中位,0.6011184228786703,0.0,4,14
A,BASE,PC60SSEP08,滚动3年年化中位,0.4324708021331657,0.0010264568503423055,7,14
A,BASE,PC60SSEP08,滚动3年回撤中位,0.4686862163495237,0.0,4,14
A,BASE,PC60SSEP08,逐年收益中位,0.4359909396571388,0.0,4,14
A,BASE,PC60SSEP08,逐年最差,-0.22021853154333748,0.0,0,14
A,BASE,PC60SSEP08,年均换手,5.973390000278474,0.0,2,14
A,BASE,PC60SSEP08,平均仓位,1.5835488218897908,8.974537003736405e-05,7,14
A,BASE,PC60SSEP08,持仓数中位,7.0,0.0,1,14
A,BASE,PC60SSEP08,单票权重中位,0.6137338061577555,0.0,2,14
A,BASE,PC60SSEP08,单票权重P90,0.7128792284279055,0.0,6,14
A,BASE,PC60SSEP08,单票权重最大,0.9504507999155941,0.0,5,14
A,BASE,PC60SSEP08,前三权重中位,1.3427350921362589,0.0,2,14
A,BASE,PC60SSEP08,单票超60%天数占比,0.6096718564003442,0.0,2,14
A,BASE,PC60SSEP08,滚动10年年化中位,0.4297800650769531,0.0,6,14
A,PC60SSEP08,BASE,滚动5年年化中位,0.44109343510458066,0.0,4,14
A,PC60SSEP08,BASE,滚动5年年化P25,0.3506190843981365,0.0,4,14
A,PC60SSEP08,BASE,滚动5年年化最差,0.08130073073237443,0.0,6,14
A,PC60SSEP08,BASE,滚动5年回撤中位,0.5449454300912618,0.0,4,14
A,PC60SSEP08,BASE,滚动5年Calmar中位,0.8167261836950572,0.0,2,14
A,PC60SSEP08,BASE,滚动5年Sharpe中位,1.0073576492958431,0.0,5,14
A,PC60SSEP08,BASE,滚动5年为负的窗口占比,0.0,0.0,0,14
A,PC60SSEP08,BASE,年化,0.44807599288124145,0.0,3,14
A,PC60SSEP08,BASE,最大回撤,0.6654926680322677,0.0,3,14
A,PC60SSEP08,BASE,Calmar,0.6547411405674637,0.0,4,14
A,PC60SSEP08,BASE,Sharpe,1.008101769490823,0.0,4,14
A,PC60SSEP08,BASE,互不重叠5年块中位,0.5932773787811276,0.0,4,14
A,PC60SSEP08,BASE,滚动3年年化中位,0.42244987715367266,-0.0010264568503423055,1,14
A,PC60SSEP08,BASE,滚动3年回撤中位,0.46286735251013034,0.0,3,14
A,PC60SSEP08,BASE,逐年收益中位,0.416945114515512,0.0,4,14
A,PC60SSEP08,BASE,逐年最差,-0.22020447152138445,0.0,6,14
A,PC60SSEP08,BASE,年均换手,6.0452607148826925,0.0,6,14
A,PC60SSEP08,BASE,平均仓位,1.5783927158868072,-8.974537003736405e-05,1,14
A,PC60SSEP08,BASE,持仓数中位,7.0,0.0,1,14
A,PC60SSEP08,BASE,单票权重中位,0.61358355138258,0.0,6,14
A,PC60SSEP08,BASE,单票权重P90,0.7069354824809184,0.0,2,14
A,PC60SSEP08,BASE,单票权重最大,0.9501217492227085,0.0,3,14
A,PC60SSEP08,BASE,前三权重中位,1.352597996406553,0.0,6,14
A,PC60SSEP08,BASE,单票超60%天数占比,0.6048516974389517,0.0,6,14
A,PC60SSEP08,BASE,滚动10年年化中位,0.4234966332307408,0.0,2,14
A,PC60SSEP08,PC60SSEP08,滚动5年年化中位,0.44109343510458066,0.0,0,14
A,PC60SSEP08,PC60SSEP08,滚动5年年化P25,0.3506190843981365,0.0,0,14
A,PC60SSEP08,PC60SSEP08,滚动5年年化最差,0.08130073073237443,0.0,0,14
A,PC60SSEP08,PC60SSEP08,滚动5年回撤中位,0.5449454300912618,0.0,0,14
A,PC60SSEP08,PC60SSEP08,滚动5年Calmar中位,0.8167261836950572,0.0,0,14
A,PC60SSEP08,PC60SSEP08,滚动5年Sharpe中位,1.0073576492958431,0.0,0,14
A,PC60SSEP08,PC60SSEP08,滚动5年为负的窗口占比,0.0,0.0,0,14
A,PC60SSEP08,PC60SSEP08,年化,0.44807599288124145,0.0,0,14
A,PC60SSEP08,PC60SSEP08,最大回撤,0.6654926680322677,0.0,0,14
A,PC60SSEP08,PC60SSEP08,Calmar,0.6547411405674637,0.0,0,14
A,PC60SSEP08,PC60SSEP08,Sharpe,1.008101769490823,0.0,0,14
A,PC60SSEP08,PC60SSEP08,互不重叠5年块中位,0.5932773787811276,0.0,0,14
A,PC60SSEP08,PC60SSEP08,滚动3年年化中位,0.42244987715367266,0.0,0,14
A,PC60SSEP08,PC60SSEP08,滚动3年回撤中位,0.46286735251013034,0.0,0,14
A,PC60SSEP08,PC60SSEP08,逐年收益中位,0.416945114515512,0.0,0,14
A,PC60SSEP08,PC60SSEP08,逐年最差,-0.22020447152138445,0.0,0,14
A,PC60SSEP08,PC60SSEP08,年均换手,6.0452607148826925,0.0,0,14
A,PC60SSEP08,PC60SSEP08,平均仓位,1.5783927158868072,0.0,0,14
A,PC60SSEP08,PC60SSEP08,持仓数中位,7.0,0.0,0,14
A,PC60SSEP08,PC60SSEP08,单票权重中位,0.61358355138258,0.0,0,14
A,PC60SSEP08,PC60SSEP08,单票权重P90,0.7069354824809184,0.0,0,14
A,PC60SSEP08,PC60SSEP08,单票权重最大,0.9501217492227085,0.0,0,14
A,PC60SSEP08,PC60SSEP08,前三权重中位,1.352597996406553,0.0,0,14
A,PC60SSEP08,PC60SSEP08,单票超60%天数占比,0.6048516974389517,0.0,0,14
A,PC60SSEP08,PC60SSEP08,滚动10年年化中位,0.4234966332307408,0.0,0,14
A,PC70SSEP08,BASE,滚动5年年化中位,0.48758542096985213,0.04648823191599438,13,14
A,PC70SSEP08,BASE,滚动5年年化P25,0.39269104195060334,0.028356183438378202,12,14
A,PC70SSEP08,BASE,滚动5年年化最差,0.10781999012982024,0.02212474298714523,10,14
A,PC70SSEP08,BASE,滚动5年回撤中位,0.5573312444687157,0.012052275226330955,11,14
A,PC70SSEP08,BASE,滚动5年Calmar中位,0.8844135645115101,0.0775278090832871,11,14
A,PC70SSEP08,BASE,滚动5年Sharpe中位,1.0329060948121427,0.04302692030877925,12,14
A,PC70SSEP08,BASE,滚动5年为负的窗口占比,0.0,0.0,1,14
A,PC70SSEP08,BASE,年化,0.4827330526434793,0.026809980123228216,13,14
A,PC70SSEP08,BASE,最大回撤,0.642890011072566,-0.00021032146512378613,7,14
A,PC70SSEP08,BASE,Calmar,0.7331276257210699,0.04935204129514542,13,14
A,PC70SSEP08,BASE,Sharpe,1.057937677475584,0.022369636109651703,11,14
A,PC70SSEP08,BASE,互不重叠5年块中位,0.6357804004658307,0.04910459637394454,13,14
A,PC70SSEP08,BASE,滚动3年年化中位,0.46632518748528706,0.03233792063203256,13,14
A,PC70SSEP08,BASE,滚动3年回撤中位,0.4789759696038967,0.01228484660653023,12,14
A,PC70SSEP08,BASE,逐年收益中位,0.4359083488658005,0.02401560993891333,9,14
A,PC70SSEP08,BASE,逐年最差,-0.22434097819001125,-0.006999829172895211,6,14
A,PC70SSEP08,BASE,年均换手,6.478889055300721,0.39546514044957704,11,14
A,PC70SSEP08,BASE,平均仓位,1.599655860575263,0.010842892504416057,12,14
A,PC70SSEP08,BASE,持仓数中位,7.0,0.0,3,14
A,PC70SSEP08,BASE,单票权重中位,0.7075176261832863,0.09171856027840214,14,14
A,PC70SSEP08,BASE,单票权重P90,0.8051513842441205,0.0907789951868685,14,14
A,PC70SSEP08,BASE,单票权重最大,1.0598881310889112,0.1166757492217918,14,14
A,PC70SSEP08,BASE,前三权重中位,1.3993549973261024,0.060620054191925066,14,14
A,PC70SSEP08,BASE,单票超60%天数占比,0.7668901659850919,0.13397784704225446,14,14
A,PC70SSEP08,BASE,滚动10年年化中位,0.45554797750519194,0.03658009877664059,13,14
A,PC70SSEP08,PC60SSEP08,滚动5年年化中位,0.48758542096985213,0.042989945318668954,13,14
A,PC70SSEP08,PC60SSEP08,滚动5年年化P25,0.39269104195060334,0.03222199645199697,12,14
A,PC70SSEP08,PC60SSEP08,滚动5年年化最差,0.10781999012982024,0.01049084714731674,8,14
A,PC70SSEP08,PC60SSEP08,滚动5年回撤中位,0.5573312444687157,0.012424082457802799,11,14
A,PC70SSEP08,PC60SSEP08,滚动5年Calmar中位,0.8844135645115101,0.0626484827685444,10,14
A,PC70SSEP08,PC60SSEP08,滚动5年Sharpe中位,1.0329060948121427,0.03917988617903523,12,14
A,PC70SSEP08,PC60SSEP08,滚动5年为负的窗口占比,0.0,0.0,1,14
A,PC70SSEP08,PC60SSEP08,年化,0.4827330526434793,0.028993456408404894,13,14
A,PC70SSEP08,PC60SSEP08,最大回撤,0.642890011072566,-0.0007433974010913058,7,14
A,PC70SSEP08,PC60SSEP08,Calmar,0.7331276257210699,0.051797156594472926,12,14
A,PC70SSEP08,PC60SSEP08,Sharpe,1.057937677475584,0.016653606054496395,11,14
A,PC70SSEP08,PC60SSEP08,互不重叠5年块中位,0.6357804004658307,0.05299571714666085,13,14
A,PC70SSEP08,PC60SSEP08,滚动3年年化中位,0.46632518748528706,0.04470405324028137,13,14
A,PC70SSEP08,PC60SSEP08,滚动3年回撤中位,0.4789759696038967,0.02122410579558226,12,14
A,PC70SSEP08,PC60SSEP08,逐年收益中位,0.4359083488658005,0.013569918269446146,8,14
A,PC70SSEP08,PC60SSEP08,逐年最差,-0.22434097819001125,-0.014786925194359257,5,14
A,PC70SSEP08,PC60SSEP08,年均换手,6.478889055300721,0.2830561687977933,10,14
A,PC70SSEP08,PC60SSEP08,平均仓位,1.599655860575263,0.01190289022135449,11,14
A,PC70SSEP08,PC60SSEP08,持仓数中位,7.0,0.0,2,14
A,PC70SSEP08,PC60SSEP08,单票权重中位,0.7075176261832863,0.08826846914048886,14,14
A,PC70SSEP08,PC60SSEP08,单票权重P90,0.8051513842441205,0.09118120060940554,14,14
A,PC70SSEP08,PC60SSEP08,单票权重最大,1.0598881310889112,0.13840416462648597,14,14
A,PC70SSEP08,PC60SSEP08,前三权重中位,1.3993549973261024,0.05377257999756968,14,14
A,PC70SSEP08,PC60SSEP08,单票超60%天数占比,0.7668901659850919,0.12922673952558905,14,14
A,PC70SSEP08,PC60SSEP08,滚动10年年化中位,0.45554797750519194,0.039580810033987945,13,14
A,PC80SSEP08,BASE,滚动5年年化中位,0.47506370643776263,0.04356817854261508,9,14
A,PC80SSEP08,BASE,滚动5年年化P25,0.36552445087649044,0.018641981587970702,8,14
A,PC80SSEP08,BASE,滚动5年年化最差,0.1350795175005508,0.020734413612882252,10,14
A,PC80SSEP08,BASE,滚动5年回撤中位,0.5644959640421507,0.01890205539651363,8,14
A,PC80SSEP08,BASE,滚动5年Calmar中位,0.8974865305941904,0.11778854481639328,11,14
A,PC80SSEP08,BASE,滚动5年Sharpe中位,1.0115396497325682,0.01394205142071181,7,14
A,PC80SSEP08,BASE,滚动5年为负的窗口占比,0.0,0.0,1,14
A,PC80SSEP08,BASE,年化,0.451298673883478,0.027791193935715053,9,14
A,PC80SSEP08,BASE,最大回撤,0.661972133522691,0.014065233882700978,10,14
A,PC80SSEP08,BASE,Calmar,0.6675861006505635,0.03851660232400439,8,14
A,PC80SSEP08,BASE,Sharpe,0.9774218918597586,0.019135402855867623,8,14
A,PC80SSEP08,BASE,互不重叠5年块中位,0.5930932684140502,0.04844287988587076,10,14
A,PC80SSEP08,BASE,滚动3年年化中位,0.4567541779713816,0.03716724774698954,8,14
A,PC80SSEP08,BASE,滚动3年回撤中位,0.4992176316596766,0.035561625562919585,12,14
A,PC80SSEP08,BASE,逐年收益中位,0.45792860443328565,0.045994623736646145,9,14
A,PC80SSEP08,BASE,逐年最差,-0.23090154760840287,-0.0016543603634798232,7,14
A,PC80SSEP08,BASE,年均换手,6.587453371237752,0.3804218958579084,13,14
A,PC80SSEP08,BASE,平均仓位,1.6111301494641148,0.02146373641089183,13,14
A,PC80SSEP08,BASE,持仓数中位,6.5,0.0,0,14
A,PC80SSEP08,BASE,单票权重中位,0.776103464211356,0.16043813199190954,14,14
A,PC80SSEP08,BASE,单票权重P90,0.8959539591384236,0.17693061444847813,14,14
A,PC80SSEP08,BASE,单票权重最大,1.1369967077324097,0.18516783072231746,14,14
A,PC80SSEP08,BASE,前三权重中位,1.440155790348115,0.08942409133436513,14,14
A,PC80SSEP08,BASE,单票超60%天数占比,0.8188267827464031,0.19771734628702659,14,14
A,PC80SSEP08,BASE,滚动10年年化中位,0.45738370898384173,0.0342973261763001,9,14
A,PC80SSEP08,PC60SSEP08,滚动5年年化中位,0.47506370643776263,0.043273156941442625,9,14
A,PC80SSEP08,PC60SSEP08,滚动5年年化P25,0.36552445087649044,0.011390459133473474,8,14
A,PC80SSEP08,PC60SSEP08,滚动5年年化最差,0.1350795175005508,0.005555461662855865,9,14
A,PC80SSEP08,PC60SSEP08,滚动5年回撤中位,0.5644959640421507,0.019550848106539842,8,14
A,PC80SSEP08,PC60SSEP08,滚动5年Calmar中位,0.8974865305941904,0.11439938929857424,11,14
A,PC80SSEP08,PC60SSEP08,滚动5年Sharpe中位,1.0115396497325682,0.01394205142071181,7,14
A,PC80SSEP08,PC60SSEP08,滚动5年为负的窗口占比,0.0,0.0,1,14
A,PC80SSEP08,PC60SSEP08,年化,0.451298673883478,0.03143956982722418,9,14
A,PC80SSEP08,PC60SSEP08,最大回撤,0.661972133522691,0.014065233882700978,10,14
A,PC80SSEP08,PC60SSEP08,Calmar,0.6675861006505635,0.03859735098218042,8,14
A,PC80SSEP08,PC60SSEP08,Sharpe,0.9774218918597586,0.01835023406908537,8,14
A,PC80SSEP08,PC60SSEP08,互不重叠5年块中位,0.5930932684140502,0.04844287988587076,10,14
A,PC80SSEP08,PC60SSEP08,滚动3年年化中位,0.4567541779713816,0.04205472961133083,8,14
A,PC80SSEP08,PC60SSEP08,滚动3年回撤中位,0.4992176316596766,0.04267071056420729,12,14
A,PC80SSEP08,PC60SSEP08,逐年收益中位,0.45792860443328565,0.04347794742703848,9,14
A,PC80SSEP08,PC60SSEP08,逐年最差,-0.23090154760840287,-0.01909283018659297,6,14
A,PC80SSEP08,PC60SSEP08,年均换手,6.587453371237752,0.282178749966548,9,14
A,PC80SSEP08,PC60SSEP08,平均仓位,1.6111301494641148,0.026037668218931942,14,14
A,PC80SSEP08,PC60SSEP08,持仓数中位,6.5,0.0,0,14
A,PC80SSEP08,PC60SSEP08,单票权重中位,0.776103464211356,0.16019096537921768,14,14
A,PC80SSEP08,PC60SSEP08,单票权重P90,0.8959539591384236,0.17689059910515076,14,14
A,PC80SSEP08,PC60SSEP08,单票权重最大,1.1369967077324097,0.18604321978487903,14,14
A,PC80SSEP08,PC60SSEP08,前三权重中位,1.440155790348115,0.0900836075933108,14,14
A,PC80SSEP08,PC60SSEP08,单票超60%天数占比,0.8188267827464031,0.19407800086190247,14,14
A,PC80SSEP08,PC60SSEP08,滚动10年年化中位,0.45738370898384173,0.03660470850243558,10,14
A,PC90SSEP08,BASE,滚动5年年化中位,0.5005560102020412,0.0902828176050049,8,14
A,PC90SSEP08,BASE,滚动5年年化P25,0.3755150734352065,0.03624657311637347,8,14
A,PC90SSEP08,BASE,滚动5年年化最差,0.12077129539860987,0.01989383315334109,10,14
A,PC90SSEP08,BASE,滚动5年回撤中位,0.5793775822673979,0.0409853295448076,8,14
A,PC90SSEP08,BASE,滚动5年Calmar中位,0.8762893872863478,0.06829013079123492,9,14
A,PC90SSEP08,BASE,滚动5年Sharpe中位,1.0111310461859588,0.02989968259113729,8,14
A,PC90SSEP08,BASE,滚动5年为负的窗口占比,0.0,0.0,1,14
A,PC90SSEP08,BASE,年化,0.4340967845101885,0.02374863024569729,8,14
A,PC90SSEP08,BASE,最大回撤,0.6512215463442513,0.01229589267282355,9,14
A,PC90SSEP08,BASE,Calmar,0.6351681412528349,0.010394028099953656,7,14
A,PC90SSEP08,BASE,Sharpe,0.9708975217146252,0.0019292743731815776,7,14
A,PC90SSEP08,BASE,互不重叠5年块中位,0.5906090206248306,0.05664920295378095,8,14
A,PC90SSEP08,BASE,滚动3年年化中位,0.47491311826801186,0.051621543984259555,8,14
A,PC90SSEP08,BASE,滚动3年回撤中位,0.5000729806962034,0.05109078480522711,12,14
A,PC90SSEP08,BASE,逐年收益中位,0.468726030716568,0.033053476744339005,9,14
A,PC90SSEP08,BASE,逐年最差,-0.23822464841469898,-0.016183912908835696,6,14
A,PC90SSEP08,BASE,年均换手,6.900876309361481,0.838025411611877,13,14
A,PC90SSEP08,BASE,平均仓位,1.627599029667675,0.02437062249082489,14,14
A,PC90SSEP08,BASE,持仓数中位,6.5,0.0,0,14
A,PC90SSEP08,BASE,单票权重中位,0.8136994630228458,0.20113604629102178,14,14
A,PC90SSEP08,BASE,单票权重P90,0.984625597728895,0.268640015943256,14,14
A,PC90SSEP08,BASE,单票权重最大,1.2811980491431048,0.33171506495355557,14,14
A,PC90SSEP08,BASE,前三权重中位,1.4467128167129517,0.10141929663366145,14,14
A,PC90SSEP08,BASE,单票超60%天数占比,0.81739266062184,0.2176178003375756,14,14
A,PC90SSEP08,BASE,滚动10年年化中位,0.47208450230418053,0.0642124527461807,8,14
A,PC90SSEP08,PC60SSEP08,滚动5年年化中位,0.5005560102020412,0.08998779600383244,8,14
A,PC90SSEP08,PC60SSEP08,滚动5年年化P25,0.3755150734352065,0.022387076496714897,8,14
A,PC90SSEP08,PC60SSEP08,滚动5年年化最差,0.12077129539860987,0.00745766884507415,8,14
A,PC90SSEP08,PC60SSEP08,滚动5年回撤中位,0.5793775822673979,0.04164012354215346,8,14
A,PC90SSEP08,PC60SSEP08,滚动5年Calmar中位,0.8762893872863478,0.0536918359932253,9,14
A,PC90SSEP08,PC60SSEP08,滚动5年Sharpe中位,1.0111310461859588,0.036593596226144165,8,14
A,PC90SSEP08,PC60SSEP08,滚动5年为负的窗口占比,0.0,0.0,1,14
A,PC90SSEP08,PC60SSEP08,年化,0.4340967845101885,0.023790375804303765,8,14
A,PC90SSEP08,PC60SSEP08,最大回撤,0.6512215463442513,0.011550035895190658,9,14
A,PC90SSEP08,PC60SSEP08,Calmar,0.6351681412528349,-0.0035997416133335958,7,14
A,PC90SSEP08,PC60SSEP08,Sharpe,0.9708975217146252,-0.004923455337057958,7,14
A,PC90SSEP08,PC60SSEP08,互不重叠5年块中位,0.5906090206248306,0.06348360648006796,8,14
A,PC90SSEP08,PC60SSEP08,滚动3年年化中位,0.47491311826801186,0.05650902584860085,8,14
A,PC90SSEP08,PC60SSEP08,滚动3年回撤中位,0.5000729806962034,0.0506122544978484,12,14
A,PC90SSEP08,PC60SSEP08,逐年收益中位,0.468726030716568,0.033053476744339005,9,14
A,PC90SSEP08,PC60SSEP08,逐年最差,-0.23822464841469898,-0.01705848239750679,6,14
A,PC90SSEP08,PC60SSEP08,年均换手,6.900876309361481,0.6107058115958561,13,14
A,PC90SSEP08,PC60SSEP08,平均仓位,1.627599029667675,0.03410404790889898,14,14
A,PC90SSEP08,PC60SSEP08,持仓数中位,6.5,0.0,0,14
A,PC90SSEP08,PC60SSEP08,单票权重中位,0.8136994630228458,0.19890882936815185,14,14
A,PC90SSEP08,PC60SSEP08,单票权重P90,0.984625597728895,0.2683958030594724,14,14
A,PC90SSEP08,PC60SSEP08,单票权重最大,1.2811980491431048,0.33714330833011374,14,14
A,PC90SSEP08,PC60SSEP08,前三权重中位,1.4467128167129517,0.09741475693814372,14,14
A,PC90SSEP08,PC60SSEP08,单票超60%天数占比,0.81739266062184,0.2160262060750447,14,14
A,PC90SSEP08,PC60SSEP08,滚动10年年化中位,0.47208450230418053,0.06665595236936839,8,14
A,PC100SSEP08,BASE,滚动5年年化中位,0.470840805985665,0.05899107370798651,9,14
A,PC100SSEP08,BASE,滚动5年年化P25,0.38098596982078337,0.028362396791823508,10,14
A,PC100SSEP08,BASE,滚动5年年化最差,0.09400920894854459,0.003156864666399306,8,14
A,PC100SSEP08,BASE,滚动5年回撤中位,0.58869440114143,0.046554683395278074,12,14
A,PC100SSEP08,BASE,滚动5年Calmar中位,0.8526227791838294,0.06656606327759157,9,14
A,PC100SSEP08,BASE,滚动5年Sharpe中位,0.9860523752896072,0.002544247809014355,7,14
A,PC100SSEP08,BASE,滚动5年为负的窗口占比,0.0,0.0,1,14
A,PC100SSEP08,BASE,年化,0.43265946976230873,0.019262760785654476,8,14
A,PC100SSEP08,BASE,最大回撤,0.6463162720833959,0.01681129686519489,10,14
A,PC100SSEP08,BASE,Calmar,0.6674314997306412,0.005115558164990375,7,14
A,PC100SSEP08,BASE,Sharpe,0.9437230032577111,-0.021036049019518055,5,14
A,PC100SSEP08,BASE,互不重叠5年块中位,0.585638867113484,0.00041365712078561545,8,14
A,PC100SSEP08,BASE,滚动3年年化中位,0.460013488846466,0.037916269669203584,10,14
A,PC100SSEP08,BASE,滚动3年回撤中位,0.49974363314170583,0.05328268121908014,13,14
A,PC100SSEP08,BASE,逐年收益中位,0.49635790520460155,0.10438299929290323,11,14
A,PC100SSEP08,BASE,逐年最差,-0.24609388260571613,-0.04237653564756494,5,14
A,PC100SSEP08,BASE,年均换手,7.374279287401483,1.3595869522289084,14,14
A,PC100SSEP08,BASE,平均仓位,1.63381377860037,0.032387565699758314,13,14
A,PC100SSEP08,BASE,持仓数中位,6.0,-1.0,0,14
A,PC100SSEP08,BASE,单票权重中位,0.8466213620747738,0.23024874270367734,14,14
A,PC100SSEP08,BASE,单票权重P90,1.0776555490071407,0.36060735796745697,14,14
A,PC100SSEP08,BASE,单票权重最大,1.3257916356180504,0.3953943777843098,14,14
A,PC100SSEP08,BASE,前三权重中位,1.47172324510748,0.1258700718363499,14,14
A,PC100SSEP08,BASE,单票超60%天数占比,0.822082869923519,0.20021261277821178,14,14
A,PC100SSEP08,BASE,滚动10年年化中位,0.4909091917304731,0.0380786294160943,10,14
A,PC100SSEP08,PC60SSEP08,滚动5年年化中位,0.470840805985665,0.05422098596458147,9,14
A,PC100SSEP08,PC60SSEP08,滚动5年年化P25,0.38098596982078337,0.027904213747405482,10,14
A,PC100SSEP08,PC60SSEP08,滚动5年年化最差,0.09400920894854459,0.0013355272241092342,7,14
A,PC100SSEP08,PC60SSEP08,滚动5年回撤中位,0.58869440114143,0.04656548146122674,12,14
A,PC100SSEP08,PC60SSEP08,滚动5年Calmar中位,0.8526227791838294,0.057523796501098456,9,14
A,PC100SSEP08,PC60SSEP08,滚动5年Sharpe中位,0.9860523752896072,-0.00019076448944604918,7,14
A,PC100SSEP08,PC60SSEP08,滚动5年为负的窗口占比,0.0,0.0,1,14
A,PC100SSEP08,PC60SSEP08,年化,0.43265946976230873,0.017925700907477027,9,14
A,PC100SSEP08,PC60SSEP08,最大回撤,0.6463162720833959,0.01681129686519489,11,14
A,PC100SSEP08,PC60SSEP08,Calmar,0.6674314997306412,0.013630031910409124,8,14
A,PC100SSEP08,PC60SSEP08,Sharpe,0.9437230032577111,-0.019351282924739366,4,14
A,PC100SSEP08,PC60SSEP08,互不重叠5年块中位,0.585638867113484,0.005587014716295968,7,14
A,PC100SSEP08,PC60SSEP08,滚动3年年化中位,0.460013488846466,0.04443473308305135,10,14
A,PC100SSEP08,PC60SSEP08,滚动3年回撤中位,0.49974363314170583,0.064916080957036,13,14
A,PC100SSEP08,PC60SSEP08,逐年收益中位,0.49635790520460155,0.09284586456919441,11,14
A,PC100SSEP08,PC60SSEP08,逐年最差,-0.24609388260571613,-0.04317818849614935,4,14
A,PC100SSEP08,PC60SSEP08,年均换手,7.374279287401483,1.3362161255216973,13,14
A,PC100SSEP08,PC60SSEP08,平均仓位,1.63381377860037,0.041932093321006,13,14
A,PC100SSEP08,PC60SSEP08,持仓数中位,6.0,-1.0,0,14
A,PC100SSEP08,PC60SSEP08,单票权重中位,0.8466213620747738,0.22579549326106635,14,14
A,PC100SSEP08,PC60SSEP08,单票权重P90,1.0776555490071407,0.36276776935982474,14,14
A,PC100SSEP08,PC60SSEP08,单票权重最大,1.3257916356180504,0.3953943777843098,14,14
A,PC100SSEP08,PC60SSEP08,前三权重中位,1.47172324510748,0.11290941634289386,14,14
A,PC100SSEP08,PC60SSEP08,单票超60%天数占比,0.822082869923519,0.18897443508055045,14,14
A,PC100SSEP08,PC60SSEP08,滚动10年年化中位,0.4909091917304731,0.03530847867181219,10,14
U1,BASE,BASE,滚动5年年化中位,0.46301976249989285,0.0,0,14
U1,BASE,BASE,滚动5年年化P25,0.34584553606565405,0.0,0,14
U1,BASE,BASE,滚动5年年化最差,0.09604072084364346,0.0,0,14
U1,BASE,BASE,滚动5年回撤中位,0.500773498170087,0.0,0,14
U1,BASE,BASE,滚动5年Calmar中位,0.8883687384381149,0.0,0,14
U1,BASE,BASE,滚动5年Sharpe中位,1.074297152851111,0.0,0,14
U1,BASE,BASE,滚动5年为负的窗口占比,0.0,0.0,0,14
U1,BASE,BASE,年化,0.4685323593529339,0.0,0,14
U1,BASE,BASE,最大回撤,0.6425462794984833,0.0,0,14
U1,BASE,BASE,Calmar,0.7433510374905463,0.0,0,14
U1,BASE,BASE,Sharpe,1.0651037134907746,0.0,0,14
U1,BASE,BASE,互不重叠5年块中位,0.5811109365609108,0.0,0,14
U1,BASE,BASE,滚动3年年化中位,0.4491407532129842,0.0,0,14
U1,BASE,BASE,滚动3年回撤中位,0.47708806829079925,0.0,0,14
U1,BASE,BASE,逐年收益中位,0.4776715711137014,0.0,0,14
U1,BASE,BASE,逐年最差,-0.231243161343771,0.0,0,14
U1,BASE,BASE,年均换手,6.211112270315558,0.0,0,14
U1,BASE,BASE,平均仓位,1.5306327111078661,0.0,0,14
U1,BASE,BASE,持仓数中位,7.0,0.0,0,14
U1,BASE,BASE,单票权重中位,0.6008943732801642,0.0,0,14
U1,BASE,BASE,单票权重P90,0.7034534198332498,0.0,0,14
U1,BASE,BASE,单票权重最大,0.8971081730655404,0.0,0,14
U1,BASE,BASE,前三权重中位,1.340475189211734,0.0,0,14
U1,BASE,BASE,单票超60%天数占比,0.5038473712035839,0.0,0,14
U1,BASE,BASE,滚动10年年化中位,0.43444978785596866,0.0,0,14
