slippage_bp,group,verdict,candidate_cagr_delta_pp,BASE_cost_cagr_delta_pp,candidate_P_delta_pp,BASE_cost_P_delta_pp,candidate_mdd_delta_pp,BASE_cost_mdd_delta_pp,candidate_p25_delta_pp,BASE_cost_p25_delta_pp,candidate_worst5_delta_pp,BASE_cost_worst5_delta_pp,candidate_roll5dd_delta_pp,BASE_cost_roll5dd_delta_pp,candidate_exposure_delta_pp,BASE_cost_exposure_delta_pp,BASE_minimum_margin_ratio,BASE_max_liquidations,BASE_negative_cash_days,candidate_minimum_margin_ratio,candidate_max_liquidations,candidate_negative_cash_days
0,full,可采纳·回撤通道,0.042706624862609566,0.0,-0.8533507100000032,0.0,-8.638296656710176,0.0,-1.2828542594384262,0.0,2.0257957227296117,0.0,-2.119753286165771,0.0,-4.66333071874484,0.0,1.8224611980935101,0.0,0.0,1.8224611980935101,0.0,0.0
0,A,可采纳·回撤通道,3.974876744068989,0.0,4.443075425000001,0.0,-6.987036202627306,0.0,3.3547663561212304,0.0,5.210134804948796,0.0,0.7687061673343709,0.0,-5.217217285128362,0.0,1.7012413149729984,0.0,0.0,1.8636407881045858,0.0,0.0
10,full,不采纳,0.2565754828606326,-0.32628517175998795,-3.1152003550000003,0.08687873999999596,-8.378691019038392,0.34335441483885343,-0.9856225523201201,-1.089551587891402,5.675170938646168,-0.7280036481446706,-3.177441777928908,0.4311792575561524,-4.409986775902208,-0.06127035990813878,1.8211838072068123,0.0,0.0,1.8211838072068123,0.0,0.0
10,A,不采纳,5.091176433351096,-0.5091420975469885,7.901937400000003,-0.6054907064999997,-6.9568130504509,0.04214175252427732,5.885450490277854,-0.5080580501201082,7.28347018718058,-1.0540300097705568,1.0263519229578189,0.07988442069890578,-5.345701205633924,0.11728460400091123,1.724343565950175,0.0,0.0,1.864225923102865,0.0,0.0
20,full,不采纳,-0.5323100823287019,0.4233204649240596,-2.5875999699999985,1.2135531899999996,-8.951201398279585,0.7854559310544296,-0.661426006215915,0.30441086104341375,4.537269157037061,-1.0604036426612284,-1.554634328494836,-0.2721998284609839,-4.039167246298636,-0.14919899312664242,1.8222225722162912,0.0,0.0,1.8222225722162912,0.0,0.0
20,A,不采纳,3.41852754016867,-1.255790875662588,4.496151179999999,-1.2329938999999999,-6.706711940151427,0.27490161383751377,3.0923612736306727,-1.7272819237660997,5.555828203031465,-1.0685902122614443,1.1560663196799215,0.15090760661764513,-5.245886956506373,0.06942557465817734,1.7005555761348201,0.0,0.0,1.864975205283456,0.0,0.0
30,full,不采纳,-0.4975778309978196,-0.13702375884115936,-2.3271108199999975,0.06747953499999793,-8.325404563500733,1.180046949526553,-1.9396900993289834,-1.261739532907602,4.440557939399042,-1.9809594562666621,-1.8144358100825042,0.24863618561972167,-4.2374099796862685,-0.0008638310518671588,1.8227691015267642,0.0,0.0,1.8227691015267642,0.0,0.0
30,A,不采纳,3.9033922257070808,-2.6679236257358574,5.541531095000002,-2.4154723650000043,-7.1301555609454725,1.258958606245364,2.998239016218296,-2.4781129371528654,4.169434846070619,-2.2248994212209605,1.4343899010060057,0.18970607407474138,-5.353255045558325,0.13472486095198466,1.6967539173957136,0.0,0.0,1.865647992147631,0.0,0.0
