group,start,year,first,last,full_year,BASE_pct,C030R35_pct,delta_pp
A,2011-05-01,2019,2019-01-02,2019-12-31,True,161.60007421194615,174.41180173143468,12.811727519488514
A,2011-05-01,2020,2020-01-02,2020-12-31,True,44.724458166849644,45.37003001549786,0.6455718486482187
A,2011-05-01,2021,2021-01-04,2021-12-31,True,71.58019255346532,51.418516986719645,-20.161675566745686
A,2011-05-01,2022,2022-01-04,2022-12-30,True,32.28333888874351,37.52921210852405,5.245873219780539
A,2011-05-01,2023,2023-01-03,2023-12-29,True,44.64998910036575,43.36541073934932,-1.2845783610164307
A,2011-05-01,2024,2024-01-02,2024-12-31,True,84.32095759649958,83.01563416402628,-1.3053234324732932
A,2011-05-01,2025,2025-01-02,2025-12-31,True,93.60653689138354,77.79900271250126,-15.807534178882277
A,2011-05-01,2026,2026-01-05,2026-08-28,False,106.16780223793975,106.20303371966098,0.0352314817212207
A,2011-11-01,2011,2011-11-01,2011-12-30,False,-1.5841465229999852,-1.5841465229999852,0.0
A,2011-11-01,2012,2012-01-04,2012-12-31,True,-16.75650880531553,-16.75650880531553,0.0
A,2011-11-01,2013,2013-01-04,2013-12-31,True,-3.880690586445179,-3.880690586445179,0.0
A,2011-11-01,2014,2014-01-02,2014-12-31,True,86.83884815654521,86.83884815654521,0.0
A,2011-11-01,2015,2015-01-05,2015-12-31,True,43.075419437838946,57.30570111117588,14.23028167333693
A,2011-11-01,2016,2016-01-04,2016-12-30,True,-24.48627873675997,-22.889009270717587,1.5972694660423836
A,2011-11-01,2017,2017-01-03,2017-12-29,True,146.7611146204123,150.98108915156473,4.2199745311524595
A,2011-11-01,2018,2018-01-02,2018-12-28,True,-23.903454506419674,-23.06510063259427,0.8383538738254037
A,2011-11-01,2019,2019-01-02,2019-12-31,True,162.33949775146056,172.1900995753616,9.850601823901028
A,2011-11-01,2020,2020-01-02,2020-12-31,True,38.249527199828634,41.12769824675031,2.8781710469216737
A,2011-11-01,2021,2021-01-04,2021-12-31,True,76.28811353214815,90.36642206203989,14.078308529891736
A,2011-11-01,2022,2022-01-04,2022-12-30,True,33.29719920919783,44.28848998240527,10.99129077320744
A,2011-11-01,2023,2023-01-03,2023-12-29,True,43.09916989002571,43.121477130885566,0.022307240859853472
A,2011-11-01,2024,2024-01-02,2024-12-31,True,80.4015831078607,85.77412865609963,5.372545548238938
A,2011-11-01,2025,2025-01-02,2025-12-31,True,83.26587180639777,84.10841899829175,0.8425471918939831
A,2011-11-01,2026,2026-01-05,2026-08-28,False,107.07394570738704,109.38101848019346,2.3070727728064178
A,2012-05-01,2012,2012-05-02,2012-12-31,False,-4.945174120488128,-4.945174120488128,0.0
A,2012-05-01,2013,2013-01-04,2013-12-31,True,-3.083575844014108,-3.083575844014108,0.0
A,2012-05-01,2014,2014-01-02,2014-12-31,True,83.46054817157133,83.46054817157133,0.0
A,2012-05-01,2015,2015-01-05,2015-12-31,True,47.667708811282374,63.13456621559068,15.46685740430831
A,2012-05-01,2016,2016-01-04,2016-12-30,True,-23.60933593957,-26.434658593584036,-2.8253226540140397
A,2012-05-01,2017,2017-01-03,2017-12-29,True,147.5326257055682,151.21732304201475,3.684697336446563
A,2012-05-01,2018,2018-01-02,2018-12-28,True,-23.920952057313315,-22.969975843989953,0.9509762133233624
A,2012-05-01,2019,2019-01-02,2019-12-31,True,162.4581124574844,171.97866553901312,9.520553081528726
A,2012-05-01,2020,2020-01-02,2020-12-31,True,35.70250410848861,44.592451081861206,8.889946973372599
A,2012-05-01,2021,2021-01-04,2021-12-31,True,76.4062344769465,95.25803193480323,18.851797457856723
A,2012-05-01,2022,2022-01-04,2022-12-30,True,36.35476404337441,39.758926349407496,3.4041623060330872
A,2012-05-01,2023,2023-01-03,2023-12-29,True,44.93409704036275,43.41996909905503,-1.514127941307719
A,2012-05-01,2024,2024-01-02,2024-12-31,True,82.77147020037476,83.64527009770451,0.8737998973297412
A,2012-05-01,2025,2025-01-02,2025-12-31,True,95.9003440349201,80.86394194597624,-15.036402088943856
A,2012-05-01,2026,2026-01-05,2026-08-28,False,102.20924255274042,105.38750215180465,3.178259599064237
A,2012-11-01,2012,2012-11-01,2012-12-31,False,20.86832033922441,20.86832033922441,0.0
A,2012-11-01,2013,2013-01-04,2013-12-31,True,1.3201758690649656,1.3201758690649656,0.0
A,2012-11-01,2014,2014-01-02,2014-12-31,True,80.03479340228319,80.03479340228319,0.0
A,2012-11-01,2015,2015-01-05,2015-12-31,True,42.60869187509619,57.24921085308099,14.640518977984796
A,2012-11-01,2016,2016-01-04,2016-12-30,True,-25.091192503541716,-26.36963275615656,-1.278440252614843
A,2012-11-01,2017,2017-01-03,2017-12-29,True,150.8716425534149,151.02863107016756,0.15698851675267633
A,2012-11-01,2018,2018-01-02,2018-12-28,True,-23.958110393990495,-23.210364961512486,0.7477454324780086
A,2012-11-01,2019,2019-01-02,2019-12-31,True,115.0374943390787,173.1140249570858,58.076530618007105
A,2012-11-01,2020,2020-01-02,2020-12-31,True,44.15850324719981,39.14794987342336,-5.01055337377645
A,2012-11-01,2021,2021-01-04,2021-12-31,True,44.6136586959353,87.02477653965708,42.41111784372178
A,2012-11-01,2022,2022-01-04,2022-12-30,True,43.42816797656106,40.11152187524847,-3.3166461013125925
A,2012-11-01,2023,2023-01-03,2023-12-29,True,43.306382167421134,41.846871020604425,-1.4595111468167055
A,2012-11-01,2024,2024-01-02,2024-12-31,True,79.07256369551313,77.69044009803083,-1.3821235974822876
A,2012-11-01,2025,2025-01-02,2025-12-31,True,79.98540996306231,88.4846491415279,8.49923917846558
A,2012-11-01,2026,2026-01-05,2026-08-28,False,104.99941983929482,103.97170454680472,-1.0277152924901056
A,2013-05-01,2013,2013-05-02,2013-12-31,False,-2.812846235824318,-2.812846235824318,0.0
A,2013-05-01,2014,2014-01-02,2014-12-31,True,49.75715760137336,49.75715760137336,0.0
A,2013-05-01,2015,2015-01-05,2015-12-31,True,31.326103132380023,45.006833618432495,13.680730486052472
A,2013-05-01,2016,2016-01-04,2016-12-30,True,-27.317758000546768,-30.01712779076374,-2.6993697902169767
A,2013-05-01,2017,2017-01-03,2017-12-29,True,168.28039464378512,168.26976240008912,-0.010632243695996024
A,2013-05-01,2018,2018-01-02,2018-12-28,True,-25.344821792919213,-23.896030538079284,1.4487912548399318
A,2013-05-01,2019,2019-01-02,2019-12-31,True,162.08760793869047,174.4862930228135,12.398685084123029
A,2013-05-01,2020,2020-01-02,2020-12-31,True,45.717411074305225,39.7755426027623,-5.9418684715429215
A,2013-05-01,2021,2021-01-04,2021-12-31,True,71.90557996858664,92.85223501575474,20.946655047168107
A,2013-05-01,2022,2022-01-04,2022-12-30,True,35.00712320507409,39.04837687380829,4.0412536687342016
A,2013-05-01,2023,2023-01-03,2023-12-29,True,44.748013452831145,40.90169639382606,-3.846317059005089
A,2013-05-01,2024,2024-01-02,2024-12-31,True,76.29599984513578,85.01925384846764,8.72325400333187
A,2013-05-01,2025,2025-01-02,2025-12-31,True,87.0243476488129,88.107339370881,1.082991722068094
A,2013-05-01,2026,2026-01-05,2026-08-28,False,103.36587129701749,110.31767897382561,6.951807676808119
A,2013-11-01,2013,2013-11-01,2013-12-31,False,6.915468427936489,6.915468427936489,0.0
A,2013-11-01,2014,2014-01-02,2014-12-31,True,37.56970303929441,37.56970303929441,0.0
A,2013-11-01,2015,2015-01-05,2015-12-31,True,30.15930109071221,37.28031816210493,7.121017071392721
A,2013-11-01,2016,2016-01-04,2016-12-30,True,-27.818168473575412,-29.97881227326784,-2.16064379969243
A,2013-11-01,2017,2017-01-03,2017-12-29,True,168.3231057436239,168.18712522914848,-0.13598051447543114
A,2013-11-01,2018,2018-01-02,2018-12-28,True,-25.33606602138575,-23.88923613015144,1.4468298912343136
A,2013-11-01,2019,2019-01-02,2019-12-31,True,162.24961840393578,174.4861807257782,12.236562321842426
A,2013-11-01,2020,2020-01-02,2020-12-31,True,37.38463870002266,39.140828632789095,1.7561899327664277
A,2013-11-01,2021,2021-01-04,2021-12-31,True,47.067540465911684,86.74758335777844,39.68004289186675
A,2013-11-01,2022,2022-01-04,2022-12-30,True,37.38240770880912,39.78093260367359,2.3985248948644733
A,2013-11-01,2023,2023-01-03,2023-12-29,True,43.80251729810529,41.889563567491116,-1.9129537306141753
A,2013-11-01,2024,2024-01-02,2024-12-31,True,76.39616969021772,77.38148179639373,0.9853121061760062
A,2013-11-01,2025,2025-01-02,2025-12-31,True,89.0229269347195,86.03747701194824,-2.985449922771255
A,2013-11-01,2026,2026-01-05,2026-08-28,False,104.74443138416399,104.59315977425857,-0.15127160990542343
A,2014-05-01,2014,2014-05-05,2014-12-31,False,117.49675559945771,117.49675559945771,0.0
A,2014-05-01,2015,2015-01-05,2015-12-31,True,17.956047005846564,39.58801996370334,21.63197295785677
A,2014-05-01,2016,2016-01-04,2016-12-30,True,-25.030565544339687,-25.72721692652563,-0.6966513821859421
A,2014-05-01,2017,2017-01-03,2017-12-29,True,108.27610176590751,166.8881011166752,58.61199935076766
A,2014-05-01,2018,2018-01-02,2018-12-28,True,-26.512135336331866,-23.740592328524112,2.771543007807753
A,2014-05-01,2019,2019-01-02,2019-12-31,True,172.15750182600823,174.45442826989063,2.2969264438823966
A,2014-05-01,2020,2020-01-02,2020-12-31,True,37.66106213017759,42.87621891087581,5.215156780698216
A,2014-05-01,2021,2021-01-04,2021-12-31,True,94.73295432848123,86.7517997855961,-7.981154542885127
A,2014-05-01,2022,2022-01-04,2022-12-30,True,48.40471608480246,40.10542476651455,-8.299291318287905
A,2014-05-01,2023,2023-01-03,2023-12-29,True,39.87505933004718,43.4676275327055,3.5925682026583194
A,2014-05-01,2024,2024-01-02,2024-12-31,True,82.48216889735045,83.47574508741087,0.993576190060419
A,2014-05-01,2025,2025-01-02,2025-12-31,True,90.86099365727394,93.50398830442946,2.6429946471555166
A,2014-05-01,2026,2026-01-05,2026-08-28,False,105.78321387185001,104.35437605703082,-1.428837814819195
A,2014-11-01,2014,2014-11-03,2014-12-31,False,75.35749578276526,75.35749578276526,0.0
A,2014-11-01,2015,2015-01-05,2015-12-31,True,0.3113543535588459,20.98100724007148,20.669652886512637
A,2014-11-01,2016,2016-01-04,2016-12-30,True,-12.953629291404056,-12.673131016320593,0.2804982750834628
A,2014-11-01,2017,2017-01-03,2017-12-29,True,154.96776652512324,135.818700960098,-19.149065565025225
A,2014-11-01,2018,2018-01-02,2018-12-28,True,-25.083808509528794,-22.699255020741127,2.3845534887876663
A,2014-11-01,2019,2019-01-02,2019-12-31,True,150.10112372724868,170.17537832221507,20.074254594966412
A,2014-11-01,2020,2020-01-02,2020-12-31,True,42.0749854763788,39.123505227993085,-2.9514802483857183
A,2014-11-01,2021,2021-01-04,2021-12-31,True,66.89015999050474,95.52430807867265,28.634148088167912
A,2014-11-01,2022,2022-01-04,2022-12-30,True,37.85306017342948,40.677351795780204,2.8242916223507164
A,2014-11-01,2023,2023-01-03,2023-12-29,True,43.37890062539886,39.77312241630862,-3.605778209090249
A,2014-11-01,2024,2024-01-02,2024-12-31,True,85.99510108990087,89.95821190236538,3.9631108124644987
A,2014-11-01,2025,2025-01-02,2025-12-31,True,90.94361245385458,85.42534607163542,-5.518266382219172
A,2014-11-01,2026,2026-01-05,2026-08-28,False,103.87714692481298,108.10415533489639,4.22700841008341
A,2015-05-01,2015,2015-05-04,2015-12-31,False,-8.73567809975697,2.0220433520158343,10.757721451772806
A,2015-05-01,2016,2016-01-04,2016-12-30,True,-26.34421503812251,-26.51307499247948,-0.1688599543569702
A,2015-05-01,2017,2017-01-03,2017-12-29,True,167.88359608070516,168.05495699057366,0.17136090986848984
A,2015-05-01,2018,2018-01-02,2018-12-28,True,-25.33114867421028,-23.873138989433397,1.4580096847768842
A,2015-05-01,2019,2019-01-02,2019-12-31,True,161.3498106703889,174.38168233429883,13.03187166390991
A,2015-05-01,2020,2020-01-02,2020-12-31,True,44.50864253685418,40.42545371090569,-4.083188825948492
A,2015-05-01,2021,2021-01-04,2021-12-31,True,45.42589236334227,52.7536677985577,7.327775435215433
A,2015-05-01,2022,2022-01-04,2022-12-30,True,28.127992546847835,38.04268305941445,9.914690512566615
A,2015-05-01,2023,2023-01-03,2023-12-29,True,44.496715163972446,43.44399045620708,-1.0527247077653623
A,2015-05-01,2024,2024-01-02,2024-12-31,True,82.98458709394976,82.81469588280244,-0.16989121114732164
A,2015-05-01,2025,2025-01-02,2025-12-31,True,83.63576914581499,83.5996619070111,-0.036107238803895214
A,2015-05-01,2026,2026-01-05,2026-08-28,False,109.74490608945602,101.34662029412196,-8.39828579533406
A,2015-11-01,2015,2015-11-02,2015-12-31,False,2.2907750029689478,2.2907750029689478,0.0
A,2015-11-01,2016,2016-01-04,2016-12-30,True,-25.207055624633036,-25.207055624633036,0.0
A,2015-11-01,2017,2017-01-03,2017-12-29,True,168.33893729831436,168.33893729831436,0.0
A,2015-11-01,2018,2018-01-02,2018-12-28,True,-25.3471638420146,-23.909056066304913,1.438107775709685
A,2015-11-01,2019,2019-01-02,2019-12-31,True,161.22147786899936,174.38893920581955,13.167461336820185
A,2015-11-01,2020,2020-01-02,2020-12-31,True,42.08749306260457,39.65922435494602,-2.428268707658554
A,2015-11-01,2021,2021-01-04,2021-12-31,True,47.5176847521267,92.83720393812744,45.31951918600075
A,2015-11-01,2022,2022-01-04,2022-12-30,True,34.62604572684178,39.18582592785993,4.559780201018149
A,2015-11-01,2023,2023-01-03,2023-12-29,True,43.63279281821833,40.67749954639477,-2.955293271823556
A,2015-11-01,2024,2024-01-02,2024-12-31,True,76.13990076402118,76.6768601030675,0.5369593390463168
A,2015-11-01,2025,2025-01-02,2025-12-31,True,81.06054474805491,81.90526141864156,0.8447166705866538
A,2015-11-01,2026,2026-01-05,2026-08-28,False,110.03528054507666,104.25498106265812,-5.780299482418538
A,2016-05-01,2016,2016-05-03,2016-12-30,False,25.551980742065574,25.551980742065574,0.0
A,2016-05-01,2017,2017-01-03,2017-12-29,True,166.56688789252243,166.56688789252243,0.0
A,2016-05-01,2018,2018-01-02,2018-12-28,True,-25.187379951606136,-23.715700547764495,1.4716794038416414
A,2016-05-01,2019,2019-01-02,2019-12-31,True,112.29592852525121,174.4146157889927,62.1186872637415
A,2016-05-01,2020,2020-01-02,2020-12-31,True,48.8638701212851,43.47616373495975,-5.387706386325353
A,2016-05-01,2021,2021-01-04,2021-12-31,True,70.54717855720338,53.35537553470211,-17.191803022501272
A,2016-05-01,2022,2022-01-04,2022-12-30,True,44.01862131971701,37.70439684201597,-6.314224477701047
A,2016-05-01,2023,2023-01-03,2023-12-29,True,41.38423906023154,43.410264364781305,2.026025304549761
A,2016-05-01,2024,2024-01-02,2024-12-31,True,87.85944241945556,73.54674016645058,-14.312702253004982
A,2016-05-01,2025,2025-01-02,2025-12-31,True,82.83079601046967,85.01739058514059,2.1865945746709192
A,2016-05-01,2026,2026-01-05,2026-08-28,False,109.87770904954797,104.94969336582658,-4.928015683721387
