group,arm,ref,metric,level_median,paired_delta_median,positive_starts
full,BM12,BASE,滚动3年Calmar中位,1.034598854179524,-0.10013219944219331,2
full,BM12,BASE,滚动3年Sharpe中位,0.993582657175729,-0.050299102716939825,3
full,BM12,BASE,滚动3年为负的窗口占比,0.0,0.0,0
full,BM12,BASE,滚动5年年化中位,0.4807575108706098,-0.034408635743112814,5
full,BM12,BASE,滚动5年年化P25,0.41932968241096213,-0.04060891904722119,4
full,BM12,BASE,滚动5年年化最差,0.2150580713389627,-0.0005074316427630676,6
full,BM12,BASE,滚动5年回撤中位,0.5109868745570636,0.03201290694633435,8
full,BM12,BASE,滚动5年Calmar中位,0.9742122405691065,-0.1319919082007095,2
full,BM12,BASE,滚动5年Sharpe中位,1.015576445546509,-0.03614938004659357,4
full,BM12,BASE,滚动5年为负的窗口占比,0.0,0.0,1
full,BM12,BASE,滚动5年窗口数,102.0,0.0,0
full,BM12,BASE,互不重叠5年块中位,0.579508264058894,-0.05358550431846282,3
full,BM12,BASE,滚动10年年化中位,0.442960534923726,-0.033470047334895,3
full,BM12,BASE,滚动10年窗口数,42.0,0.0,0
full,BM12,BASE,逐年收益中位,0.3720819005962107,-0.0152822503924811,5
full,BM12,BASE,逐年为正比例,0.8,0.0,3
full,BM12,BASE,逐年最差,-0.1643865355002565,-0.005389742306001755,3
full,BM12,BASE,完整自然年数,12.5,0.0,0
full,BM12,BASE,强平次数,0.0,0.0,0
full,BM12,BASE,最低担保比例,1.8948944074332261,0.024796487954996227,8
full,BM12,BASE,最低股票同跌缓冲,0.3138678860727708,0.009031264205650008,8
full,BM12,BASE,最低总资产冲击缓冲,0.31386788607277083,0.009031264205650036,8
full,BM12,BASE,rf覆盖率,1.0,0.0,0
full,BM12,BASE,年化_交易日口径,0.4258387651047699,-0.03240018482182516,2
full,BM12,BASE,最低担保比例日,20200323.0,34793.0,7
full,BM12,BASE,最低股票同跌缓冲日,20200323.0,34793.0,7
full,BM12,BASE,滚动5年年化最差窗口末日,20190829.0,0.0,4
full,BM12,BASE,最大回撤起日,20150610.5,0.0,6
full,BM12,BASE,最大回撤止日,20160613.0,0.0,6
full,BM12,BASE,末次净值日,20260828.0,0.0,0
full,BM12,BASE,最低现金,0.0,0.0,4
full,BM12,BASE,负现金日数,0.0,0.0,0
full,BM12,BASE,最低现金日,20146108.0,0.0,4
full,BM12,BASE,滚动5年窗口年化,,-0.01708543174999999,6
full,CM12,BASE,年化,0.42445923175829037,-0.012818929457983685,4
full,CM12,BASE,最大回撤,0.5409584399753652,-0.008844979210972492,5
full,CM12,BASE,Sharpe,0.9615449083124653,-0.009729299876920894,6
full,CM12,BASE,Calmar,0.7782099540157779,-0.017385629965500027,5
full,CM12,BASE,平均仓位,1.576090143690457,-0.045992534602335544,0
full,CM12,BASE,年均换手,6.823422014757023,0.548972588727481,10
full,CM12,BASE,持仓数中位,6.5,-0.5,0
full,CM12,BASE,单票权重中位,0.6382359367755925,0.003810613891284509,12
full,CM12,BASE,单票权重P90,0.750267161249353,0.006733824233594976,8
full,CM12,BASE,单票权重最大,0.9459312252119234,-0.050539401157147945,4
full,CM12,BASE,前三权重中位,1.4391199229265208,0.012573200704592113,11
full,CM12,BASE,单票超60%天数占比,0.7171484235219276,0.0035307210796245436,7
full,CM12,BASE,滚动3年年化中位,0.45251530728350575,-0.03802050200688545,5
full,CM12,BASE,滚动3年回撤中位,0.4271705451001479,-0.00497175443076503,4
full,CM12,BASE,滚动3年Calmar中位,1.039027695925074,-0.0628191842514208,4
full,CM12,BASE,滚动3年Sharpe中位,0.9771865055862856,-0.025164959897555017,4
full,CM12,BASE,滚动3年为负的窗口占比,0.0,0.0,0
full,CM12,BASE,滚动5年年化中位,0.4504310036082849,-0.0442135432959212,3
full,CM12,BASE,滚动5年年化P25,0.395099445471231,-0.016499008925789815,3
full,CM12,BASE,滚动5年年化最差,0.2692614067275684,0.032606484077469466,11
full,CM12,BASE,滚动5年回撤中位,0.452054888011837,-0.02128254342684721,3
full,CM12,BASE,滚动5年Calmar中位,1.0043523288730634,-0.03137560670387546,2
full,CM12,BASE,滚动5年Sharpe中位,1.0056232746873341,-0.04258961897695296,5
full,CM12,BASE,滚动5年为负的窗口占比,0.0,0.0,0
full,CM12,BASE,滚动5年窗口数,102.0,0.0,0
full,CM12,BASE,互不重叠5年块中位,0.5437337790856018,-0.0578109050247938,2
full,CM12,BASE,滚动10年年化中位,0.429689821383479,-0.03539729793471946,4
full,CM12,BASE,滚动10年窗口数,42.0,0.0,0
full,CM12,BASE,逐年收益中位,0.3882963670231908,0.00860633443574943,9
full,CM12,BASE,逐年为正比例,0.8,0.0,3
full,CM12,BASE,逐年最差,-0.16495466909842937,-0.003465200620457576,5
full,CM12,BASE,完整自然年数,12.5,0.0,0
full,CM12,BASE,强平次数,0.0,0.0,0
full,CM12,BASE,最低担保比例,1.9042459989266716,0.03644612642395917,11
full,CM12,BASE,最低股票同跌缓冲,0.31715009353193124,0.013056179311178084,11
full,CM12,BASE,最低总资产冲击缓冲,0.3171500935319312,0.013056179311178084,11
full,CM12,BASE,rf覆盖率,1.0,0.0,0
full,CM12,BASE,年化_交易日口径,0.42613010851304434,-0.012884230725518586,4
full,CM12,BASE,最低担保比例日,20200323.0,34853.0,7
full,CM12,BASE,最低股票同跌缓冲日,20200323.0,34853.0,7
full,CM12,BASE,滚动5年年化最差窗口末日,20181228.0,0.0,5
full,CM12,BASE,最大回撤起日,20240529.0,89917.0,13
full,CM12,BASE,最大回撤止日,20240911.0,80339.5,13
full,CM12,BASE,末次净值日,20260828.0,0.0,0
full,CM12,BASE,最低现金,0.0,0.0,6
full,CM12,BASE,负现金日数,0.0,0.0,0
full,CM12,BASE,最低现金日,20140809.5,-4893.0,2
full,CM12,BASE,滚动5年窗口年化,,-0.032825162850000006,2
full,CM12,BM12,年化,0.42445923175829037,0.008312987822412854,8
full,CM12,BM12,最大回撤,0.5409584399753652,-0.027306799534782877,1
full,CM12,BM12,Sharpe,0.9615449083124653,0.03354368853370199,11
full,CM12,BM12,Calmar,0.7782099540157779,0.05392453299521882,10
full,CM12,BM12,平均仓位,1.576090143690457,-0.04369644009399809,0
full,CM12,BM12,年均换手,6.823422014757023,0.08604867825830231,8
full,CM12,BM12,持仓数中位,6.5,0.0,1
full,CM12,BM12,单票权重中位,0.6382359367755925,-0.004471533574700481,6
full,CM12,BM12,单票权重P90,0.750267161249353,-0.013081139252829943,3
full,CM12,BM12,单票权重最大,0.9459312252119234,-0.00024356005223669097,4
full,CM12,BM12,前三权重中位,1.4391199229265208,0.0019174669047785642,8
full,CM12,BM12,单票超60%天数占比,0.7171484235219276,-0.0444967310943894,0
full,CM12,BM12,滚动3年年化中位,0.45251530728350575,-0.009132873876119163,5
full,CM12,BM12,滚动3年回撤中位,0.4271705451001479,-0.014222947650053053,3
full,CM12,BM12,滚动3年Calmar中位,1.039027695925074,0.06021380770818319,11
full,CM12,BM12,滚动3年Sharpe中位,0.9771865055862856,0.009506118151792808,7
full,CM12,BM12,滚动3年为负的窗口占比,0.0,0.0,1
full,CM12,BM12,滚动5年年化中位,0.4504310036082849,-0.0021494044637351273,7
full,CM12,BM12,滚动5年年化P25,0.395099445471231,-0.0035115446126997574,5
full,CM12,BM12,滚动5年年化最差,0.2692614067275684,0.03287187738804365,10
full,CM12,BM12,滚动5年回撤中位,0.452054888011837,-0.06483640838122251,2
full,CM12,BM12,滚动5年Calmar中位,1.0043523288730634,0.03967803336079995,11
full,CM12,BM12,滚动5年Sharpe中位,1.0056232746873341,0.004235350210850419,7
full,CM12,BM12,滚动5年为负的窗口占比,0.0,0.0,0
full,CM12,BM12,滚动5年窗口数,102.0,0.0,0
full,CM12,BM12,互不重叠5年块中位,0.5437337790856018,-0.009988878170812399,4
full,CM12,BM12,滚动10年年化中位,0.429689821383479,-0.005262720928309483,7
full,CM12,BM12,滚动10年窗口数,42.0,0.0,0
full,CM12,BM12,逐年收益中位,0.3882963670231908,0.027707072916635267,12
full,CM12,BM12,逐年为正比例,0.8,0.0,3
full,CM12,BM12,逐年最差,-0.16495466909842937,3.0043470656992977e-05,7
full,CM12,BM12,完整自然年数,12.5,0.0,0
full,CM12,BM12,强平次数,0.0,0.0,0
full,CM12,BM12,最低担保比例,1.9042459989266716,-0.014368881452495375,6
full,CM12,BM12,最低股票同跌缓冲,0.31715009353193124,-0.005366324674918238,6
full,CM12,BM12,最低总资产冲击缓冲,0.3171500935319312,-0.005366324674918266,6
full,CM12,BM12,rf覆盖率,1.0,0.0,0
full,CM12,BM12,年化_交易日口径,0.42613010851304434,0.008352387837552433,8
full,CM12,BM12,最低担保比例日,20200323.0,0.0,3
full,CM12,BM12,最低股票同跌缓冲日,20200323.0,0.0,3
full,CM12,BM12,滚动5年年化最差窗口末日,20181228.0,0.0,3
full,CM12,BM12,最大回撤起日,20240529.0,69704.0,9
full,CM12,BM12,最大回撤止日,20240911.0,60443.0,9
full,CM12,BM12,末次净值日,20260828.0,0.0,0
full,CM12,BM12,最低现金,0.0,0.0,4
full,CM12,BM12,负现金日数,0.0,0.0,0
full,CM12,BM12,最低现金日,20140809.5,0.0,4
full,CM12,BM12,滚动5年窗口年化,,-0.014473812549999965,6
full,BM13,BASE,年化,0.510256750141751,-0.014507608520059723,4
full,BM13,BASE,最大回撤,0.5601753563539831,0.009435367333691491,9
full,BM13,BASE,Sharpe,1.0655630628896087,-0.025216164513627626,4
full,BM13,BASE,Calmar,0.9088284209481508,-0.03806256204819963,5
full,BM13,BASE,平均仓位,1.621310204588536,-0.0016865249791014891,5
full,BM13,BASE,年均换手,6.809803653094894,0.2856751880452464,11
full,BM13,BASE,持仓数中位,7.0,0.0,0
full,BM13,BASE,单票权重中位,0.6387958122882476,0.007076256484224941,14
full,BM13,BASE,单票权重P90,0.7565745922346649,0.011700146635041264,9
full,BM13,BASE,单票权重最大,0.9570589676166357,-0.019487116248865788,4
full,BM13,BASE,前三权重中位,1.4319913077589708,0.015236471213729619,10
full,BM13,BASE,单票超60%天数占比,0.7675532249731505,0.04424845407571093,14
full,BM13,BASE,滚动3年年化中位,0.5415420681045912,-0.0006149811536780847,7
full,BM13,BASE,滚动3年回撤中位,0.43478876788240134,0.002180405266033525,8
full,BM13,BASE,滚动3年Calmar中位,1.213719657876138,-0.03812276722748725,5
full,BM13,BASE,滚动3年Sharpe中位,1.0935411130750246,-0.018393523270016088,5
full,BM13,BASE,滚动3年为负的窗口占比,0.0,0.0,0
full,BM13,BASE,滚动5年年化中位,0.5441243316687912,0.0003929897450455355,7
full,BM13,BASE,滚动5年年化P25,0.4835239543180595,-0.006274254823192105,6
full,BM13,BASE,滚动5年年化最差,0.21108896084663964,-0.000385114858855895,7
full,BM13,BASE,滚动5年回撤中位,0.5010685401599629,0.022956968330065608,11
full,BM13,BASE,滚动5年Calmar中位,1.1231423348582548,-0.012975513054993337,4
full,BM13,BASE,滚动5年Sharpe中位,1.0942717587573432,0.0020354800343548307,7
full,BM13,BASE,滚动5年为负的窗口占比,0.0,0.0,2
full,BM13,BASE,滚动5年窗口数,102.0,0.0,0
full,BM13,BASE,互不重叠5年块中位,0.6428795776496897,-0.019755202135692707,6
full,BM13,BASE,滚动10年年化中位,0.5214694765885387,-0.011274146354455672,6
full,BM13,BASE,滚动10年窗口数,42.0,0.0,0
full,BM13,BASE,逐年收益中位,0.3953731182531691,-0.01720700552419585,6
full,BM13,BASE,逐年为正比例,0.80625,0.0,4
full,BM13,BASE,逐年最差,-0.16644664436679718,-0.002204094693985026,4
full,BM13,BASE,完整自然年数,12.5,0.0,0
full,BM13,BASE,强平次数,0.0,0.0,0
full,BM13,BASE,最低担保比例,1.881442836907056,0.032981607005929,9
full,BM13,BASE,最低股票同跌缓冲,0.30904092591432686,0.012328600887306529,9
full,BM13,BASE,最低总资产冲击缓冲,0.30904092591432686,0.012328600887306529,9
full,BM13,BASE,rf覆盖率,1.0,0.0,0
full,BM13,BASE,年化_交易日口径,0.5123259516094177,-0.014559046930070929,4
full,BM13,BASE,最低担保比例日,20200323.0,0.0,5
full,BM13,BASE,最低股票同跌缓冲日,20200323.0,0.0,5
full,BM13,BASE,滚动5年年化最差窗口末日,20181228.0,0.0,3
full,BM13,BASE,最大回撤起日,20150612.0,1.5,7
full,BM13,BASE,最大回撤止日,20160613.0,0.0,5
full,BM13,BASE,末次净值日,20260828.0,0.0,0
full,BM13,BASE,最低现金,0.0,0.0,6
full,BM13,BASE,负现金日数,0.0,0.0,0
full,BM13,BASE,最低现金日,20151069.0,0.0,5
full,BM13,BASE,滚动5年窗口年化,,0.00868005940000001,8
full,CM13,BASE,年化,0.47990390592223686,-0.008832251861548235,6
full,CM13,BASE,最大回撤,0.4768959162503116,-0.07563126204547077,0
full,CM13,BASE,Sharpe,1.0497220616330656,0.006081629213712303,8
full,CM13,BASE,Calmar,1.0116086244092115,0.15049549872754953,12
full,CM13,BASE,平均仓位,1.576207244764003,-0.046467436998461564,0
full,CM13,BASE,年均换手,6.836317438513492,0.3797432634793947,13
full,CM13,BASE,持仓数中位,7.0,0.0,0
full,CM13,BASE,单票权重中位,0.6353773299766013,0.0014903577260155232,8
full,CM13,BASE,单票权重P90,0.7400449921582057,-0.007531434099503964,6
full,CM13,BASE,单票权重最大,0.9059308899796389,-0.033036039696246466,4
full,CM13,BASE,前三权重中位,1.4303477070783686,0.008266233178853999,8
full,CM13,BASE,单票超60%天数占比,0.7238816402040802,-0.0007301976492039564,7
full,CM13,BASE,滚动3年年化中位,0.5111748818600358,-0.017758829392891418,5
full,CM13,BASE,滚动3年回撤中位,0.4270776492929271,-0.010885154770653271,3
full,CM13,BASE,滚动3年Calmar中位,1.1767249807624887,0.0006605532004029802,7
full,CM13,BASE,滚动3年Sharpe中位,1.0646714148296916,-0.01072034894999524,5
full,CM13,BASE,滚动3年为负的窗口占比,0.0,0.0,0
full,CM13,BASE,滚动5年年化中位,0.5207756918311933,-0.024848892663717703,5
full,CM13,BASE,滚动5年年化P25,0.4429566597748049,-0.02207450175583814,6
full,CM13,BASE,滚动5年年化最差,0.2743979082882494,0.035511403321149104,10
full,CM13,BASE,滚动5年回撤中位,0.4435546067044892,-0.02476189610990087,3
full,CM13,BASE,滚动5年Calmar中位,1.184428218507346,0.052354223395750576,10
full,CM13,BASE,滚动5年Sharpe中位,1.0575041580740991,-0.009974684480729912,7
full,CM13,BASE,滚动5年为负的窗口占比,0.0,0.0,0
full,CM13,BASE,滚动5年窗口数,102.0,0.0,0
full,CM13,BASE,互不重叠5年块中位,0.6328306844559463,-0.02840380491594291,5
full,CM13,BASE,滚动10年年化中位,0.49688259500924226,-0.017663799594510365,5
full,CM13,BASE,滚动10年窗口数,42.0,0.0,0
full,CM13,BASE,逐年收益中位,0.38455918199672573,0.029208956539946707,9
full,CM13,BASE,逐年为正比例,0.8,0.0,2
full,CM13,BASE,逐年最差,-0.1596813719853541,-0.003465200620457576,5
full,CM13,BASE,完整自然年数,12.5,0.0,0
full,CM13,BASE,强平次数,0.0,0.0,0
full,CM13,BASE,最低担保比例,1.8695344122268551,0.0126919847176018,10
full,CM13,BASE,最低股票同跌缓冲,0.3046345085983194,0.004795960611026995,10
full,CM13,BASE,最低总资产冲击缓冲,0.30463450859831936,0.00479596061102705,10
full,CM13,BASE,rf覆盖率,1.0,0.0,0
full,CM13,BASE,年化_交易日口径,0.48169168903806014,-0.008878534493884427,6
full,CM13,BASE,最低担保比例日,20200323.0,0.0,4
full,CM13,BASE,最低股票同跌缓冲日,20200323.0,0.0,4
full,CM13,BASE,滚动5年年化最差窗口末日,20181228.0,0.0,4
full,CM13,BASE,最大回撤起日,20240529.0,89917.0,10
full,CM13,BASE,最大回撤止日,20240911.0,80298.0,10
full,CM13,BASE,末次净值日,20260828.0,0.0,0
full,CM13,BASE,最低现金,0.0,0.0,6
full,CM13,BASE,负现金日数,0.0,0.0,0
full,CM13,BASE,最低现金日,20135819.5,0.0,3
full,CM13,BASE,滚动5年窗口年化,,-0.020943161550000006,5
full,CM13,BM13,年化,0.47990390592223686,0.02091894266003902,10
full,CM13,BM13,最大回撤,0.4768959162503116,-0.07393575512804823,0
full,CM13,BM13,Sharpe,1.0497220616330656,0.0532779300323199,10
full,CM13,BM13,Calmar,1.0116086244092115,0.14113691848226417,12
full,CM13,BM13,平均仓位,1.576207244764003,-0.04488010922555019,0
full,CM13,BM13,年均换手,6.836317438513492,-0.03858093269455232,6
full,CM13,BM13,持仓数中位,7.0,0.0,1
full,CM13,BM13,单票权重中位,0.6353773299766013,-0.005585898758209418,2
full,CM13,BM13,单票权重P90,0.7400449921582057,-0.01676235302775897,3
full,CM13,BM13,单票权重最大,0.9059308899796389,-0.03577249837549057,1
full,CM13,BM13,前三权重中位,1.4303477070783686,-0.005554268658176431,6
full,CM13,BM13,单票超60%天数占比,0.7238816402040802,-0.04527556438445257,1
full,CM13,BM13,滚动3年年化中位,0.5111748818600358,0.0020597424560837574,8
full,CM13,BM13,滚动3年回撤中位,0.4270776492929271,-0.0051229324389279185,3
full,CM13,BM13,滚动3年Calmar中位,1.1767249807624887,0.07483096643958609,9
full,CM13,BM13,滚动3年Sharpe中位,1.0646714148296916,0.0226510074844275,8
full,CM13,BM13,滚动3年为负的窗口占比,0.0,0.0,0
full,CM13,BM13,滚动5年年化中位,0.5207756918311933,-0.0011500928854136783,7
full,CM13,BM13,滚动5年年化P25,0.4429566597748049,-0.005097244927195654,7
full,CM13,BM13,滚动5年年化最差,0.2743979082882494,0.03960292705512097,9
full,CM13,BM13,滚动5年回撤中位,0.4435546067044892,-0.04895223525644549,0
full,CM13,BM13,滚动5年Calmar中位,1.184428218507346,0.12299481514778154,10
full,CM13,BM13,滚动5年Sharpe中位,1.0575041580740991,0.020152900234776117,8
full,CM13,BM13,滚动5年为负的窗口占比,0.0,0.0,0
full,CM13,BM13,滚动5年窗口数,102.0,0.0,0
full,CM13,BM13,互不重叠5年块中位,0.6328306844559463,-0.00568729261389167,5
full,CM13,BM13,滚动10年年化中位,0.49688259500924226,0.01171169891641477,9
full,CM13,BM13,滚动10年窗口数,42.0,0.0,0
full,CM13,BM13,逐年收益中位,0.38455918199672573,0.04311753225781745,10
full,CM13,BM13,逐年为正比例,0.8,0.0,1
full,CM13,BM13,逐年最差,-0.1596813719853541,0.0044146758882297465,8
full,CM13,BM13,完整自然年数,12.5,0.0,0
full,CM13,BM13,强平次数,0.0,0.0,0
full,CM13,BM13,最低担保比例,1.8695344122268551,0.0022836800385458433,7
full,CM13,BM13,最低股票同跌缓冲,0.3046345085983194,0.0008590464455314195,7
full,CM13,BM13,最低总资产冲击缓冲,0.30463450859831936,0.0008590464455314195,7
full,CM13,BM13,rf覆盖率,1.0,0.0,0
full,CM13,BM13,年化_交易日口径,0.48169168903806014,0.021013185179080573,10
full,CM13,BM13,最低担保比例日,20200323.0,0.0,1
full,CM13,BM13,最低股票同跌缓冲日,20200323.0,0.0,1
full,CM13,BM13,滚动5年年化最差窗口末日,20181228.0,0.0,2
full,CM13,BM13,最大回撤起日,20240529.0,89917.0,9
full,CM13,BM13,最大回撤止日,20240911.0,80298.0,10
full,CM13,BM13,末次净值日,20260828.0,0.0,0
full,CM13,BM13,最低现金,0.0,0.0,5
full,CM13,BM13,负现金日数,0.0,0.0,0
full,CM13,BM13,最低现金日,20135819.5,0.0,5
full,CM13,BM13,滚动5年窗口年化,,-0.009212503449999965,6
full,BM14,BASE,年化,0.4766018027260083,-0.0010627055651912798,7
full,BM14,BASE,最大回撤,0.5601540586076679,0.006436268248500632,7
full,BM14,BASE,Sharpe,1.0315804392713843,-0.0021879935189839106,7
full,BM14,BASE,Calmar,0.855809111985607,-0.018529713397578834,4
full,BM14,BASE,平均仓位,1.6192337670853663,-0.0013841860948350382,4
full,BM14,BASE,年均换手,6.673736141594405,-0.056270508392874063,6
full,BM14,BASE,持仓数中位,7.0,0.0,0
full,BM14,BASE,单票权重中位,0.6352219099857588,0.004235216860082325,12
full,BM14,BASE,单票权重P90,0.7591558020546435,0.011535504843034117,11
full,BM14,BASE,单票权重最大,0.9575388256163526,0.0,5
full,BM14,BASE,前三权重中位,1.4317325633153064,0.011861720925716468,11
full,BM14,BASE,单票超60%天数占比,0.7550575166052731,0.035665914476770366,11
full,BM14,BASE,滚动3年年化中位,0.5059860098160371,0.002811657288140257,9
full,BM14,BASE,滚动3年回撤中位,0.43501692473695835,0.0,5
full,BM14,BASE,滚动3年Calmar中位,1.1768122692963954,-0.009246193548134052,5
full,BM14,BASE,滚动3年Sharpe中位,1.0383013325464097,-0.003276155669846459,7
full,BM14,BASE,滚动3年为负的窗口占比,0.0,0.0,0
full,BM14,BASE,滚动5年年化中位,0.5295867011240788,0.0017365804094755521,8
full,BM14,BASE,滚动5年年化P25,0.43498397248135634,-0.0013410161919779062,6
full,BM14,BASE,滚动5年年化最差,0.2328317272154069,0.007960624734132504,9
full,BM14,BASE,滚动5年回撤中位,0.4815446295881576,0.0018679139062736105,8
full,BM14,BASE,滚动5年Calmar中位,1.1258329479707947,-0.00636833522711322,6
full,BM14,BASE,滚动5年Sharpe中位,1.077501967614582,0.006923859073922289,11
full,BM14,BASE,滚动5年为负的窗口占比,0.0,0.0,1
full,BM14,BASE,滚动5年窗口数,102.0,0.0,0
full,BM14,BASE,互不重叠5年块中位,0.6698346655825793,0.007019877409681907,8
full,BM14,BASE,滚动10年年化中位,0.5067108095684537,0.0007606257241450365,7
full,BM14,BASE,滚动10年窗口数,42.0,0.0,0
full,BM14,BASE,逐年收益中位,0.3636479137481544,-0.02301942180989558,5
full,BM14,BASE,逐年为正比例,0.8,0.0,2
full,BM14,BASE,逐年最差,-0.16862689806155434,-0.002040446229390702,2
full,BM14,BASE,完整自然年数,12.5,0.0,0
full,BM14,BASE,强平次数,0.0,0.0,0
full,BM14,BASE,最低担保比例,1.8788356393980226,0.0,5
full,BM14,BASE,最低股票同跌缓冲,0.3080821049587704,0.0,5
full,BM14,BASE,最低总资产冲击缓冲,0.30808210495877036,0.0,5
full,BM14,BASE,rf覆盖率,1.0,0.0,0
full,BM14,BASE,年化_交易日口径,0.47848827707673847,-0.0010665177941399095,7
full,BM14,BASE,最低担保比例日,20200323.0,0.0,1
full,BM14,BASE,最低股票同跌缓冲日,20200323.0,0.0,1
full,BM14,BASE,滚动5年年化最差窗口末日,20181228.0,0.0,2
full,BM14,BASE,最大回撤起日,20150612.0,0.0,4
full,BM14,BASE,最大回撤止日,20160613.0,0.0,4
full,BM14,BASE,末次净值日,20260828.0,0.0,0
full,BM14,BASE,最低现金,0.0,0.0,5
full,BM14,BASE,负现金日数,0.0,0.0,0
full,BM14,BASE,最低现金日,20146067.0,0.0,3
full,BM14,BASE,滚动5年窗口年化,,0.00703791044999999,9
full,CM14,BASE,年化,0.46031920606966126,-0.008244499290821272,6
full,CM14,BASE,最大回撤,0.47258251977326693,-0.07726063669486921,0
full,CM14,BASE,Sharpe,1.0255402194160945,0.010931305045102313,9
full,CM14,BASE,Calmar,0.980103281720438,0.12361295719712007,12
full,CM14,BASE,平均仓位,1.573649087712083,-0.046142344163271454,0
full,CM14,BASE,年均换手,6.608167736541284,0.026152434632487953,9
full,CM14,BASE,持仓数中位,7.0,0.0,0
full,CM14,BASE,单票权重中位,0.6286426412291946,-0.0019088431969669362,4
full,CM14,BASE,单票权重P90,0.7320628877775419,-0.007650226207454758,4
full,CM14,BASE,单票权重最大,0.9098362387363543,-0.0013773371960315584,4
full,CM14,BASE,前三权重中位,1.4286564538179891,0.0064036805269384045,8
full,CM14,BASE,单票超60%天数占比,0.7084198836889622,-0.007788749140937801,5
full,CM14,BASE,滚动3年年化中位,0.4911077772000325,-0.019299799586892208,5
full,CM14,BASE,滚动3年回撤中位,0.42841914771662576,-0.007982175531185354,2
full,CM14,BASE,滚动3年Calmar中位,1.136804544838132,0.0065323650334700445,7
full,CM14,BASE,滚动3年Sharpe中位,1.0433649611123843,-0.005061341994803181,6
full,CM14,BASE,滚动3年为负的窗口占比,0.0,0.0,1
full,CM14,BASE,滚动5年年化中位,0.4951970526121662,-0.025673658690962387,3
full,CM14,BASE,滚动5年年化P25,0.4384394865457715,-0.021113528524971503,6
full,CM14,BASE,滚动5年年化最差,0.28364802492566454,0.015424851867167744,9
full,CM14,BASE,滚动5年回撤中位,0.4470670098562756,-0.020200169103910648,2
full,CM14,BASE,滚动5年Calmar中位,1.1385437254993316,0.0400627251836887,10
full,CM14,BASE,滚动5年Sharpe中位,1.0418951404839905,-0.0031609998576566656,7
full,CM14,BASE,滚动5年为负的窗口占比,0.0,0.0,0
full,CM14,BASE,滚动5年窗口数,102.0,0.0,0
full,CM14,BASE,互不重叠5年块中位,0.6101301217660537,-0.022395868363438987,4
full,CM14,BASE,滚动10年年化中位,0.47981671450789753,-0.01452538994144048,5
full,CM14,BASE,滚动10年窗口数,42.0,0.0,0
full,CM14,BASE,逐年收益中位,0.4092971817879612,0.01609471972795845,10
full,CM14,BASE,逐年为正比例,0.8,0.0,2
full,CM14,BASE,逐年最差,-0.17635267299003832,-0.00441936732061754,5
full,CM14,BASE,完整自然年数,12.5,0.0,0
full,CM14,BASE,强平次数,0.0,0.0,0
full,CM14,BASE,最低担保比例,1.869218068613436,0.0,6
full,CM14,BASE,最低股票同跌缓冲,0.30452158765787324,0.0,6
full,CM14,BASE,最低总资产冲击缓冲,0.3045215876578733,0.0,6
full,CM14,BASE,rf覆盖率,1.0,0.0,0
full,CM14,BASE,年化_交易日口径,0.46212978803279525,-0.008284922865455457,6
full,CM14,BASE,最低担保比例日,20200323.0,0.0,1
full,CM14,BASE,最低股票同跌缓冲日,20200323.0,0.0,1
full,CM14,BASE,滚动5年年化最差窗口末日,20181228.0,0.0,3
full,CM14,BASE,最大回撤起日,20175664.0,5709.0,8
full,CM14,BASE,最大回撤止日,20180468.0,5602.5,9
full,CM14,BASE,末次净值日,20260828.0,0.0,0
full,CM14,BASE,最低现金,0.0,5.684341886080802e-14,7
full,CM14,BASE,负现金日数,0.0,0.0,0
full,CM14,BASE,最低现金日,20130814.0,-9796.5,1
full,CM14,BASE,滚动5年窗口年化,,-0.02337161729999998,3
full,CM14,BM14,年化,0.46031920606966126,0.008074455827790317,8
full,CM14,BM14,最大回撤,0.47258251977326693,-0.08331035055847125,0
full,CM14,BM14,Sharpe,1.0255402194160945,0.0339908638545654,9
full,CM14,BM14,Calmar,0.980103281720438,0.15078605520559368,12
full,CM14,BM14,平均仓位,1.573649087712083,-0.043979979966706106,0
full,CM14,BM14,年均换手,6.608167736541284,0.029320873622113552,8
full,CM14,BM14,持仓数中位,7.0,0.0,2
full,CM14,BM14,单票权重中位,0.6286426412291946,-0.0049369536281368975,2
full,CM14,BM14,单票权重P90,0.7320628877775419,-0.02334736998350906,3
full,CM14,BM14,单票权重最大,0.9098362387363543,-0.06179328717423893,1
full,CM14,BM14,前三权重中位,1.4286564538179891,-0.0068298886930051594,6
full,CM14,BM14,单票超60%天数占比,0.7084198836889622,-0.041358589187695416,2
full,CM14,BM14,滚动3年年化中位,0.4911077772000325,-0.015221602370274478,6
full,CM14,BM14,滚动3年回撤中位,0.42841914771662576,-0.009134365923796572,4
full,CM14,BM14,滚动3年Calmar中位,1.136804544838132,0.020005029373313166,7
full,CM14,BM14,滚动3年Sharpe中位,1.0433649611123843,-0.0015912609965234026,7
full,CM14,BM14,滚动3年为负的窗口占比,0.0,0.0,1
full,CM14,BM14,滚动5年年化中位,0.4951970526121662,-0.031921133095246024,6
full,CM14,BM14,滚动5年年化P25,0.4384394865457715,-0.020081552549423787,5
full,CM14,BM14,滚动5年年化最差,0.28364802492566454,0.03506534699067054,9
full,CM14,BM14,滚动5年回撤中位,0.4470670098562756,-0.029135440618029362,1
