sweep,sample,arm,reference,metric,level,paired_delta,positive,n
sweep.txt,full,BASE,BASE,互不重叠5年块中位,0.6147625,0.0,0,14
sweep.txt,full,BASE,BASE,滚动10年年化中位,0.425867,0.0,0,14
sweep.txt,full,BASE,BASE,滚动10年窗口数,42.0,0.0,0,14
sweep.txt,full,BASE,BASE,逐年收益中位,0.3872645,0.0,0,14
sweep.txt,full,BASE,BASE,逐年为正比例,0.792857,0.0,0,14
sweep.txt,full,BASE,BASE,逐年最差,-0.271551,0.0,0,14
sweep.txt,full,BASE,BASE,完整自然年数,12.5,0.0,0,14
sweep.txt,full,BASE,OFF,年化,0.457795,-0.04235699999999998,1,14
sweep.txt,full,BASE,OFF,最大回撤,0.691542,0.032376000000000016,13,14
sweep.txt,full,BASE,OFF,Sharpe,0.872038,-0.059874000000000094,2,14
sweep.txt,full,BASE,OFF,Calmar,0.601586,-0.08026450000000002,2,14
sweep.txt,full,BASE,OFF,平均仓位,1.6461869999999998,-0.005173499999999942,5,14
sweep.txt,full,BASE,OFF,年均换手,7.014155000000001,1.4149469999999997,14,14
sweep.txt,full,BASE,OFF,持仓数中位,6.0,0.0,4,14
sweep.txt,full,BASE,OFF,单票权重中位,0.6503445,-0.005259000000000014,4,14
sweep.txt,full,BASE,OFF,单票权重P90,0.8871515000000001,0.04241100000000003,9,14
sweep.txt,full,BASE,OFF,单票权重最大,1.082745,0.09142800000000001,11,14
sweep.txt,full,BASE,OFF,前三权重中位,1.4520685,-0.043404,0,14
sweep.txt,full,BASE,OFF,单票超60%天数占比,0.792295,-0.03156000000000003,3,14
sweep.txt,full,BASE,OFF,滚动3年年化中位,0.485012,-0.03787600000000002,3,14
sweep.txt,full,BASE,OFF,滚动3年回撤中位,0.437839,-0.004904499999999978,6,14
sweep.txt,full,BASE,OFF,滚动3年Calmar中位,1.084862,-0.059421500000000016,3,14
sweep.txt,full,BASE,OFF,滚动3年Sharpe中位,0.9416850000000001,-0.09619149999999993,1,14
sweep.txt,full,BASE,OFF,滚动3年为负的窗口占比,0.027798999999999997,0.019638000000000003,11,14
sweep.txt,full,BASE,OFF,滚动5年年化中位,0.512038,-0.04603600000000002,1,14
sweep.txt,full,BASE,OFF,滚动5年年化P25,0.383942,-0.03057500000000002,3,14
sweep.txt,full,BASE,OFF,滚动5年年化最差,0.1151375,-0.022593500000000002,3,14
sweep.txt,full,BASE,OFF,滚动5年回撤中位,0.4642035,-0.06693299999999996,3,14
sweep.txt,full,BASE,OFF,滚动5年Calmar中位,1.0603585,-0.01153999999999994,6,14
sweep.txt,full,BASE,OFF,滚动5年Sharpe中位,0.974829,-0.04665600000000003,3,14
sweep.txt,full,BASE,OFF,滚动5年为负的窗口占比,0.0,0.0,4,14
sweep.txt,full,BASE,OFF,滚动5年窗口数,102.0,0.0,0,14
sweep.txt,full,BASE,OFF,互不重叠5年块中位,0.6147625,-0.04004849999999999,2,14
sweep.txt,full,BASE,OFF,滚动10年年化中位,0.425867,-0.05242149999999998,1,14
sweep.txt,full,BASE,OFF,滚动10年窗口数,42.0,0.0,0,14
sweep.txt,full,BASE,OFF,逐年收益中位,0.3872645,-0.024656999999999984,6,14
sweep.txt,full,BASE,OFF,逐年为正比例,0.792857,0.0,0,14
sweep.txt,full,BASE,OFF,逐年最差,-0.271551,-0.0009734999999999883,6,14
sweep.txt,full,BASE,OFF,完整自然年数,12.5,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,年化,0.457795,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,最大回撤,0.691542,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,Sharpe,0.872038,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,Calmar,0.601586,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,平均仓位,1.6461869999999998,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,年均换手,7.014155000000001,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,持仓数中位,6.0,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,单票权重中位,0.6503445,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,单票权重P90,0.8871515000000001,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,单票权重最大,1.082745,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,前三权重中位,1.4520685,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,单票超60%天数占比,0.792295,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,滚动3年年化中位,0.485012,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,滚动3年回撤中位,0.437839,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,滚动3年Calmar中位,1.084862,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,滚动3年Sharpe中位,0.9416850000000001,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,滚动3年为负的窗口占比,0.027798999999999997,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,滚动5年年化中位,0.512038,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,滚动5年年化P25,0.383942,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,滚动5年年化最差,0.1151375,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,滚动5年回撤中位,0.4642035,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,滚动5年Calmar中位,1.0603585,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,滚动5年Sharpe中位,0.974829,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,滚动5年为负的窗口占比,0.0,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,滚动5年窗口数,102.0,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,互不重叠5年块中位,0.6147625,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,滚动10年年化中位,0.425867,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,滚动10年窗口数,42.0,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,逐年收益中位,0.3872645,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,逐年为正比例,0.792857,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,逐年最差,-0.271551,0.0,0,14
sweep.txt,full,REBUILT_CHECK,BASE,完整自然年数,12.5,0.0,0,14
sweep.txt,full,REBUILT_CHECK,OFF,年化,0.457795,-0.04235699999999998,1,14
sweep.txt,full,REBUILT_CHECK,OFF,最大回撤,0.691542,0.032376000000000016,13,14
sweep.txt,full,REBUILT_CHECK,OFF,Sharpe,0.872038,-0.059874000000000094,2,14
sweep.txt,full,REBUILT_CHECK,OFF,Calmar,0.601586,-0.08026450000000002,2,14
sweep.txt,full,REBUILT_CHECK,OFF,平均仓位,1.6461869999999998,-0.005173499999999942,5,14
sweep.txt,full,REBUILT_CHECK,OFF,年均换手,7.014155000000001,1.4149469999999997,14,14
sweep.txt,full,REBUILT_CHECK,OFF,持仓数中位,6.0,0.0,4,14
sweep.txt,full,REBUILT_CHECK,OFF,单票权重中位,0.6503445,-0.005259000000000014,4,14
sweep.txt,full,REBUILT_CHECK,OFF,单票权重P90,0.8871515000000001,0.04241100000000003,9,14
sweep.txt,full,REBUILT_CHECK,OFF,单票权重最大,1.082745,0.09142800000000001,11,14
sweep.txt,full,REBUILT_CHECK,OFF,前三权重中位,1.4520685,-0.043404,0,14
sweep.txt,full,REBUILT_CHECK,OFF,单票超60%天数占比,0.792295,-0.03156000000000003,3,14
sweep.txt,full,REBUILT_CHECK,OFF,滚动3年年化中位,0.485012,-0.03787600000000002,3,14
sweep.txt,full,REBUILT_CHECK,OFF,滚动3年回撤中位,0.437839,-0.004904499999999978,6,14
sweep.txt,full,REBUILT_CHECK,OFF,滚动3年Calmar中位,1.084862,-0.059421500000000016,3,14
sweep.txt,full,REBUILT_CHECK,OFF,滚动3年Sharpe中位,0.9416850000000001,-0.09619149999999993,1,14
sweep.txt,full,REBUILT_CHECK,OFF,滚动3年为负的窗口占比,0.027798999999999997,0.019638000000000003,11,14
sweep.txt,full,REBUILT_CHECK,OFF,滚动5年年化中位,0.512038,-0.04603600000000002,1,14
sweep.txt,full,REBUILT_CHECK,OFF,滚动5年年化P25,0.383942,-0.03057500000000002,3,14
sweep.txt,full,REBUILT_CHECK,OFF,滚动5年年化最差,0.1151375,-0.022593500000000002,3,14
sweep.txt,full,REBUILT_CHECK,OFF,滚动5年回撤中位,0.4642035,-0.06693299999999996,3,14
sweep.txt,full,REBUILT_CHECK,OFF,滚动5年Calmar中位,1.0603585,-0.01153999999999994,6,14
sweep.txt,full,REBUILT_CHECK,OFF,滚动5年Sharpe中位,0.974829,-0.04665600000000003,3,14
sweep.txt,full,REBUILT_CHECK,OFF,滚动5年为负的窗口占比,0.0,0.0,4,14
sweep.txt,full,REBUILT_CHECK,OFF,滚动5年窗口数,102.0,0.0,0,14
sweep.txt,full,REBUILT_CHECK,OFF,互不重叠5年块中位,0.6147625,-0.04004849999999999,2,14
sweep.txt,full,REBUILT_CHECK,OFF,滚动10年年化中位,0.425867,-0.05242149999999998,1,14
sweep.txt,full,REBUILT_CHECK,OFF,滚动10年窗口数,42.0,0.0,0,14
sweep.txt,full,REBUILT_CHECK,OFF,逐年收益中位,0.3872645,-0.024656999999999984,6,14
sweep.txt,full,REBUILT_CHECK,OFF,逐年为正比例,0.792857,0.0,0,14
sweep.txt,full,REBUILT_CHECK,OFF,逐年最差,-0.271551,-0.0009734999999999883,6,14
sweep.txt,full,REBUILT_CHECK,OFF,完整自然年数,12.5,0.0,0,14
sweep.txt,full,OFF_M10,BASE,年化,0.4770025,0.02065849999999997,12,14
sweep.txt,full,OFF_M10,BASE,最大回撤,0.6681189999999999,-0.023701499999999986,3,14
sweep.txt,full,OFF_M10,BASE,Sharpe,0.8892925,0.021514499999999992,9,14
sweep.txt,full,OFF_M10,BASE,Calmar,0.6795135,0.05732200000000004,12,14
sweep.txt,full,OFF_M10,BASE,平均仓位,1.66114,0.006343499999999946,10,14
sweep.txt,full,OFF_M10,BASE,年均换手,7.152964,0.21208049999999945,9,14
sweep.txt,full,OFF_M10,BASE,持仓数中位,6.0,-1.0,0,14
sweep.txt,full,OFF_M10,BASE,单票权重中位,0.664024,0.014653499999999986,11,14
sweep.txt,full,OFF_M10,BASE,单票权重P90,0.8315984999999999,-0.023682000000000036,6,14
sweep.txt,full,OFF_M10,BASE,单票权重最大,1.0346155000000001,-0.07766250000000008,5,14
sweep.txt,full,OFF_M10,BASE,前三权重中位,1.501171,0.04818500000000003,14,14
sweep.txt,full,OFF_M10,BASE,单票超60%天数占比,0.8621894999999999,0.08173150000000001,13,14
sweep.txt,full,OFF_M10,BASE,滚动3年年化中位,0.509082,0.01947950000000004,8,14
sweep.txt,full,OFF_M10,BASE,滚动3年回撤中位,0.480323,0.0409465,13,14
sweep.txt,full,OFF_M10,BASE,滚动3年Calmar中位,1.0605645,-0.009498000000000006,6,14
sweep.txt,full,OFF_M10,BASE,滚动3年Sharpe中位,0.9896900000000001,0.043591999999999964,10,14
sweep.txt,full,OFF_M10,BASE,滚动3年为负的窗口占比,0.0,-0.022947500000000003,0,14
sweep.txt,full,OFF_M10,BASE,滚动5年年化中位,0.55108,0.04727100000000001,9,14
sweep.txt,full,OFF_M10,BASE,滚动5年年化P25,0.44384599999999996,0.020265999999999992,9,14
sweep.txt,full,OFF_M10,BASE,滚动5年年化最差,0.1126355,0.025064499999999997,10,14
sweep.txt,full,OFF_M10,BASE,滚动5年回撤中位,0.5535105,0.04702300000000001,11,14
sweep.txt,full,OFF_M10,BASE,滚动5年Calmar中位,1.0618850000000002,-0.051378499999999994,5,14
sweep.txt,full,OFF_M10,BASE,滚动5年Sharpe中位,1.02197,0.03518099999999991,9,14
sweep.txt,full,OFF_M10,BASE,滚动5年为负的窗口占比,0.0,0.0,0,14
sweep.txt,full,OFF_M10,BASE,滚动5年窗口数,102.0,0.0,0,14
sweep.txt,full,OFF_M10,BASE,互不重叠5年块中位,0.65255,0.028034999999999977,11,14
sweep.txt,full,OFF_M10,BASE,滚动10年年化中位,0.472774,0.03855550000000002,12,14
sweep.txt,full,OFF_M10,BASE,滚动10年窗口数,42.0,0.0,0,14
sweep.txt,full,OFF_M10,BASE,逐年收益中位,0.4146885,0.028668,9,14
sweep.txt,full,OFF_M10,BASE,逐年为正比例,0.8,0.0,5,14
sweep.txt,full,OFF_M10,BASE,逐年最差,-0.2518065,-0.0013094999999999912,7,14
sweep.txt,full,OFF_M10,BASE,完整自然年数,12.5,0.0,0,14
sweep.txt,full,OFF_M10,OFF,年化,0.4770025,-0.006914500000000018,5,14
sweep.txt,full,OFF_M10,OFF,最大回撤,0.6681189999999999,0.005979999999999985,10,14
sweep.txt,full,OFF_M10,OFF,Sharpe,0.8892925,-0.020786000000000082,4,14
sweep.txt,full,OFF_M10,OFF,Calmar,0.6795135,-0.024465000000000015,6,14
sweep.txt,full,OFF_M10,OFF,平均仓位,1.66114,-7.599999999996498e-05,7,14
sweep.txt,full,OFF_M10,OFF,年均换手,7.152964,1.7309155,13,14
sweep.txt,full,OFF_M10,OFF,持仓数中位,6.0,0.0,0,14
sweep.txt,full,OFF_M10,OFF,单票权重中位,0.664024,0.005800499999999986,13,14
sweep.txt,full,OFF_M10,OFF,单票权重P90,0.8315984999999999,0.010925000000000018,11,14
sweep.txt,full,OFF_M10,OFF,单票权重最大,1.0346155000000001,0.008378500000000066,9,14
sweep.txt,full,OFF_M10,OFF,前三权重中位,1.501171,0.006103999999999998,11,14
sweep.txt,full,OFF_M10,OFF,单票超60%天数占比,0.8621894999999999,0.04252050000000002,13,14
sweep.txt,full,OFF_M10,OFF,滚动3年年化中位,0.509082,-0.018890499999999977,2,14
sweep.txt,full,OFF_M10,OFF,滚动3年回撤中位,0.480323,0.032486499999999946,11,14
sweep.txt,full,OFF_M10,OFF,滚动3年Calmar中位,1.0605645,-0.07914549999999998,0,14
sweep.txt,full,OFF_M10,OFF,滚动3年Sharpe中位,0.9896900000000001,-0.027444499999999983,1,14
sweep.txt,full,OFF_M10,OFF,滚动3年为负的窗口占比,0.0,0.0,1,14
sweep.txt,full,OFF_M10,OFF,滚动5年年化中位,0.55108,-0.016297500000000048,4,14
sweep.txt,full,OFF_M10,OFF,滚动5年年化P25,0.44384599999999996,-0.01979550000000005,4,14
sweep.txt,full,OFF_M10,OFF,滚动5年年化最差,0.1126355,-0.006599,5,14
sweep.txt,full,OFF_M10,OFF,滚动5年回撤中位,0.5535105,0.010080499999999992,9,14
sweep.txt,full,OFF_M10,OFF,滚动5年Calmar中位,1.0618850000000002,-0.035317999999999905,3,14
sweep.txt,full,OFF_M10,OFF,滚动5年Sharpe中位,1.02197,-0.019701499999999983,4,14
sweep.txt,full,OFF_M10,OFF,滚动5年为负的窗口占比,0.0,0.0,2,14
sweep.txt,full,OFF_M10,OFF,滚动5年窗口数,102.0,0.0,0,14
sweep.txt,full,OFF_M10,OFF,互不重叠5年块中位,0.65255,-0.007985999999999993,4,14
sweep.txt,full,OFF_M10,OFF,滚动10年年化中位,0.472774,-0.016764500000000016,5,14
sweep.txt,full,OFF_M10,OFF,滚动10年窗口数,42.0,0.0,0,14
sweep.txt,full,OFF_M10,OFF,逐年收益中位,0.4146885,-0.043248499999999995,4,14
sweep.txt,full,OFF_M10,OFF,逐年为正比例,0.8,0.0,0,14
sweep.txt,full,OFF_M10,OFF,逐年最差,-0.2518065,-0.0008095000000000047,4,14
sweep.txt,full,OFF_M10,OFF,完整自然年数,12.5,0.0,0,14
sweep.txt,full,OFF_M11,BASE,年化,0.46141299999999996,0.03955149999999999,11,14
sweep.txt,full,OFF_M11,BASE,最大回撤,0.6626695,-0.021426,3,14
sweep.txt,full,OFF_M11,BASE,Sharpe,0.860179,0.06594050000000001,9,14
sweep.txt,full,OFF_M11,BASE,Calmar,0.674583,0.07241150000000005,12,14
sweep.txt,full,OFF_M11,BASE,平均仓位,1.6609345,0.007615499999999997,10,14
sweep.txt,full,OFF_M11,BASE,年均换手,6.4736325,-0.24679900000000066,7,14
sweep.txt,full,OFF_M11,BASE,持仓数中位,6.0,-1.0,1,14
sweep.txt,full,OFF_M11,BASE,单票权重中位,0.6627305,0.01724099999999995,13,14
sweep.txt,full,OFF_M11,BASE,单票权重P90,0.8675475,-0.0037659999999999916,6,14
sweep.txt,full,OFF_M11,BASE,单票权重最大,1.041102,-0.03566300000000011,7,14
sweep.txt,full,OFF_M11,BASE,前三权重中位,1.500807,0.045951000000000075,14,14
sweep.txt,full,OFF_M11,BASE,单票超60%天数占比,0.837202,0.07365850000000002,13,14
sweep.txt,full,OFF_M11,BASE,滚动3年年化中位,0.48832850000000005,0.016060999999999992,9,14
sweep.txt,full,OFF_M11,BASE,滚动3年回撤中位,0.4832735,0.0378945,14,14
sweep.txt,full,OFF_M11,BASE,滚动3年Calmar中位,1.0441205,-0.03684100000000001,3,14
sweep.txt,full,OFF_M11,BASE,滚动3年Sharpe中位,0.9625125,0.06233649999999996,10,14
sweep.txt,full,OFF_M11,BASE,滚动3年为负的窗口占比,0.0,-0.019638000000000003,0,14
sweep.txt,full,OFF_M11,BASE,滚动5年年化中位,0.5406965,0.033896500000000024,10,14
sweep.txt,full,OFF_M11,BASE,滚动5年年化P25,0.432209,0.015499499999999986,9,14
sweep.txt,full,OFF_M11,BASE,滚动5年年化最差,0.1074235,0.016370000000000003,9,14
sweep.txt,full,OFF_M11,BASE,滚动5年回撤中位,0.5512330000000001,0.034246,12,14
sweep.txt,full,OFF_M11,BASE,滚动5年Calmar中位,1.001797,-0.05274050000000008,2,14
sweep.txt,full,OFF_M11,BASE,滚动5年Sharpe中位,0.978877,0.029503,9,14
sweep.txt,full,OFF_M11,BASE,滚动5年为负的窗口占比,0.0,0.0,0,14
sweep.txt,full,OFF_M11,BASE,滚动5年窗口数,102.0,0.0,0,14
sweep.txt,full,OFF_M11,BASE,互不重叠5年块中位,0.6460545,0.03734150000000003,11,14
sweep.txt,full,OFF_M11,BASE,滚动10年年化中位,0.465467,0.0387325,11,14
sweep.txt,full,OFF_M11,BASE,滚动10年窗口数,42.0,0.0,0,14
sweep.txt,full,OFF_M11,BASE,逐年收益中位,0.416499,-0.02462149999999999,6,14
sweep.txt,full,OFF_M11,BASE,逐年为正比例,0.80625,0.0,5,14
sweep.txt,full,OFF_M11,BASE,逐年最差,-0.2614915,-0.0013094999999999912,7,14
sweep.txt,full,OFF_M11,BASE,完整自然年数,12.5,0.0,0,14
sweep.txt,full,OFF_M11,OFF,年化,0.46141299999999996,-0.0159995,6,14
sweep.txt,full,OFF_M11,OFF,最大回撤,0.6626695,0.005750499999999992,9,14
sweep.txt,full,OFF_M11,OFF,Sharpe,0.860179,-0.03642499999999993,6,14
sweep.txt,full,OFF_M11,OFF,Calmar,0.674583,-0.028511999999999982,6,14
sweep.txt,full,OFF_M11,OFF,平均仓位,1.6609345,5.7499999999932605e-05,7,14
sweep.txt,full,OFF_M11,OFF,年均换手,6.4736325,1.0133985,14,14
sweep.txt,full,OFF_M11,OFF,持仓数中位,6.0,0.0,0,14
sweep.txt,full,OFF_M11,OFF,单票权重中位,0.6627305,0.008899500000000005,13,14
sweep.txt,full,OFF_M11,OFF,单票权重P90,0.8675475,0.021369999999999945,10,14
sweep.txt,full,OFF_M11,OFF,单票权重最大,1.041102,0.01893850000000008,10,14
sweep.txt,full,OFF_M11,OFF,前三权重中位,1.500807,0.002039500000000083,9,14
sweep.txt,full,OFF_M11,OFF,单票超60%天数占比,0.837202,0.02828799999999998,10,14
sweep.txt,full,OFF_M11,OFF,滚动3年年化中位,0.48832850000000005,-0.027813499999999963,1,14
sweep.txt,full,OFF_M11,OFF,滚动3年回撤中位,0.4832735,0.01941900000000002,12,14
sweep.txt,full,OFF_M11,OFF,滚动3年Calmar中位,1.0441205,-0.09176249999999997,1,14
sweep.txt,full,OFF_M11,OFF,滚动3年Sharpe中位,0.9625125,-0.047942500000000055,1,14
sweep.txt,full,OFF_M11,OFF,滚动3年为负的窗口占比,0.0,0.0,2,14
sweep.txt,full,OFF_M11,OFF,滚动5年年化中位,0.5406965,-0.02355899999999997,2,14
sweep.txt,full,OFF_M11,OFF,滚动5年年化P25,0.432209,-0.01863750000000003,6,14
sweep.txt,full,OFF_M11,OFF,滚动5年年化最差,0.1074235,-0.006780500000000005,6,14
sweep.txt,full,OFF_M11,OFF,滚动5年回撤中位,0.5512330000000001,0.014697000000000016,9,14
sweep.txt,full,OFF_M11,OFF,滚动5年Calmar中位,1.001797,-0.059885999999999995,1,14
sweep.txt,full,OFF_M11,OFF,滚动5年Sharpe中位,0.978877,-0.046921500000000005,3,14
sweep.txt,full,OFF_M11,OFF,滚动5年为负的窗口占比,0.0,0.0,1,14
sweep.txt,full,OFF_M11,OFF,滚动5年窗口数,102.0,0.0,0,14
sweep.txt,full,OFF_M11,OFF,互不重叠5年块中位,0.6460545,-0.017786999999999942,5,14
sweep.txt,full,OFF_M11,OFF,滚动10年年化中位,0.465467,-0.024165500000000006,3,14
sweep.txt,full,OFF_M11,OFF,滚动10年窗口数,42.0,0.0,0,14
sweep.txt,full,OFF_M11,OFF,逐年收益中位,0.416499,-0.04897699999999999,0,14
sweep.txt,full,OFF_M11,OFF,逐年为正比例,0.80625,0.0,0,14
sweep.txt,full,OFF_M11,OFF,逐年最差,-0.2614915,-0.008168500000000009,2,14
sweep.txt,full,OFF_M11,OFF,完整自然年数,12.5,0.0,0,14
sweep.txt,full,OFF_M12,BASE,年化,0.4723465,0.046844,12,14
sweep.txt,full,OFF_M12,BASE,最大回撤,0.660278,-0.023797999999999986,1,14
sweep.txt,full,OFF_M12,BASE,Sharpe,0.9022675,0.071133,11,14
sweep.txt,full,OFF_M12,BASE,Calmar,0.7155005000000001,0.09306599999999998,11,14
sweep.txt,full,OFF_M12,BASE,平均仓位,1.6619264999999999,0.007383000000000028,10,14
sweep.txt,full,OFF_M12,BASE,年均换手,6.3109005,-0.5670180000000005,5,14
sweep.txt,full,OFF_M12,BASE,持仓数中位,6.0,0.0,1,14
sweep.txt,full,OFF_M12,BASE,单票权重中位,0.6645795,0.012359500000000023,12,14
sweep.txt,full,OFF_M12,BASE,单票权重P90,0.8389925,-0.012143499999999974,5,14
sweep.txt,full,OFF_M12,BASE,单票权重最大,1.0299625,-0.08228249999999998,4,14
sweep.txt,full,OFF_M12,BASE,前三权重中位,1.4950875,0.042087500000000055,14,14
sweep.txt,full,OFF_M12,BASE,单票超60%天数占比,0.845903,0.04714299999999999,14,14
sweep.txt,full,OFF_M12,BASE,滚动3年年化中位,0.5057195,0.020087999999999995,8,14
sweep.txt,full,OFF_M12,BASE,滚动3年回撤中位,0.461091,0.0204415,13,14
sweep.txt,full,OFF_M12,BASE,滚动3年Calmar中位,1.0684325000000001,-0.0011364999999999847,7,14
sweep.txt,full,OFF_M12,BASE,滚动3年Sharpe中位,1.001334,0.055930000000000035,9,14
sweep.txt,full,OFF_M12,BASE,滚动3年为负的窗口占比,0.0,-0.022947500000000003,0,14
sweep.txt,full,OFF_M12,BASE,滚动5年年化中位,0.5556220000000001,0.05021399999999998,9,14
sweep.txt,full,OFF_M12,BASE,滚动5年年化P25,0.422537,0.04853300000000002,9,14
sweep.txt,full,OFF_M12,BASE,滚动5年年化最差,0.1410785,0.0233335,10,14
sweep.txt,full,OFF_M12,BASE,滚动5年回撤中位,0.537066,0.03560349999999998,11,14
sweep.txt,full,OFF_M12,BASE,滚动5年Calmar中位,1.0152125,-0.012678500000000037,7,14
sweep.txt,full,OFF_M12,BASE,滚动5年Sharpe中位,1.01818,0.04691150000000005,9,14
sweep.txt,full,OFF_M12,BASE,滚动5年为负的窗口占比,0.0,0.0,0,14
sweep.txt,full,OFF_M12,BASE,滚动5年窗口数,102.0,0.0,0,14
sweep.txt,full,OFF_M12,BASE,互不重叠5年块中位,0.65515,0.045543,11,14
sweep.txt,full,OFF_M12,BASE,滚动10年年化中位,0.479701,0.05033299999999999,12,14
sweep.txt,full,OFF_M12,BASE,滚动10年窗口数,42.0,0.0,0,14
sweep.txt,full,OFF_M12,BASE,逐年收益中位,0.365096,-0.029503,4,14
sweep.txt,full,OFF_M12,BASE,逐年为正比例,0.8257574999999999,0.03125,7,14
sweep.txt,full,OFF_M12,BASE,逐年最差,-0.252714,0.0009734999999999883,8,14
sweep.txt,full,OFF_M12,BASE,完整自然年数,12.5,0.0,0,14
sweep.txt,full,OFF_M12,OFF,年化,0.4723465,0.00021200000000001773,7,14
sweep.txt,full,OFF_M12,OFF,最大回撤,0.660278,-0.0008420000000000094,6,14
sweep.txt,full,OFF_M12,OFF,Sharpe,0.9022675,-0.0062515000000000764,5,14
sweep.txt,full,OFF_M12,OFF,Calmar,0.7155005000000001,-0.009769999999999945,5,14
sweep.txt,full,OFF_M12,OFF,平均仓位,1.6619264999999999,-9.700000000001374e-05,7,14
sweep.txt,full,OFF_M12,OFF,年均换手,6.3109005,0.62826,10,14
sweep.txt,full,OFF_M12,OFF,持仓数中位,6.0,0.0,1,14
sweep.txt,full,OFF_M12,OFF,单票权重中位,0.6645795,0.006050499999999959,13,14
sweep.txt,full,OFF_M12,OFF,单票权重P90,0.8389925,-0.0026249999999999885,6,14
sweep.txt,full,OFF_M12,OFF,单票权重最大,1.0299625,0.0005860000000000865,8,14
sweep.txt,full,OFF_M12,OFF,前三权重中位,1.4950875,0.004317000000000015,8,14
sweep.txt,full,OFF_M12,OFF,单票超60%天数占比,0.845903,0.013875000000000026,10,14
sweep.txt,full,OFF_M12,OFF,滚动3年年化中位,0.5057195,-0.022052000000000016,1,14
