date,open,close,high,low,volume,turnover_pct,amount_10k_cny
2018-06-11,30.17,36.20,36.20,30.17,788.29,0.04,284.55
2018-06-12,39.82,39.82,39.82,39.82,265.79,0.01,105.84
2018-06-13,43.80,43.80,43.80,43.80,450.30,0.02,197.23
2018-06-14,48.18,48.18,48.18,48.18,742.67,0.03,357.82
2018-06-15,53.00,53.00,53.00,53.00,2565.10,0.12,1359.50
2018-06-19,58.30,58.30,58.30,58.30,11174.28,0.51,6514.61
2018-06-20,64.13,64.13,64.13,64.13,13103.82,0.60,8403.48
2018-06-21,70.54,70.54,70.54,70.54,12316.60,0.57,8688.13
2018-06-22,72.00,66.55,72.71,63.49,1281705.99,59.00,859972.90
2018-06-25,68.20,69.19,71.60,67.22,699819.99,32.21,486840.68
2018-06-26,67.89,74.18,75.55,67.10,625535.47,28.79,453709.88
2018-06-27,74.21,74.09,74.93,71.77,441388.62,20.32,324104.35
2018-06-28,73.30,68.21,75.39,67.44,530809.81,24.43,377013.42
2018-06-29,68.68,71.96,74.30,67.77,456985.75,21.04,323195.88
2018-07-02,70.79,70.00,71.48,69.11,324701.82,14.95,227864.60
2018-07-03,70.20,69.29,71.19,65.85,339100.64,15.61,233718.70
2018-07-04,68.15,65.92,68.15,65.50,262821.97,12.10,174991.95
2018-07-05,65.00,68.81,71.88,64.88,343377.83,15.81,234351.01
2018-07-06,68.81,70.88,74.50,68.70,492134.27,22.65,351135.86
2018-07-09,70.80,71.55,71.57,69.11,310689.79,14.30,218398.65
2018-07-10,75.00,72.40,75.89,71.66,364844.01,16.79,266604.32
2018-07-11,70.00,77.06,78.94,69.58,491208.05,22.61,369505.08
2018-07-12,76.03,84.77,84.77,75.60,430852.12,19.83,343018.29
2018-07-13,82.00,82.70,88.47,81.03,482020.55,22.19,404905.14
2018-07-16,82.70,83.90,84.75,80.10,295151.96,13.59,243974.20
2018-07-17,83.11,82.28,84.17,79.66,286153.49,13.17,233683.71
2018-07-18,82.28,82.28,84.37,80.11,271138.39,12.48,223377.18
2018-07-19,82.00,82.89,85.15,80.67,250744.83,11.54,208988.70
2018-07-20,82.50,90.93,91.18,82.01,426956.35,19.65,375033.46
2018-07-23,89.00,88.62,90.54,87.55,250143.52,11.51,222398.61
2018-07-24,88.50,91.77,92.96,87.50,265010.25,12.20,239596.27
2018-07-25,91.00,82.59,95.08,82.59,457193.48,21.05,402795.88
2018-07-26,80.50,78.20,82.60,76.60,392869.99,18.08,311579.66
2018-07-27,78.00,76.05,78.64,75.67,228095.84,10.50,174839.71
2018-07-30,76.50,76.85,77.34,75.00,180418.46,8.30,137726.33
2018-07-31,76.78,72.22,76.79,70.51,281283.07,12.95,205588.02
2018-08-01,72.00,71.42,73.63,71.02,179336.49,8.26,129870.79
2018-08-02,70.40,72.56,73.29,70.05,198535.29,9.14,142909.52
2018-08-03,71.76,69.60,73.14,68.66,172888.67,7.96,122307.15
2018-08-06,69.00,69.65,71.08,67.60,157069.45,7.23,109698.99
2018-08-07,70.48,73.79,74.46,70.00,199649.47,9.19,144553.72
2018-08-08,73.50,71.52,73.58,71.11,147708.17,6.80,106759.47
2018-08-09,71.40,74.06,75.66,70.30,184748.64,8.50,136479.74
2018-08-10,73.60,74.44,74.49,73.02,116738.60,5.37,86209.26
2018-08-13,73.00,74.01,74.19,72.03,109495.57,5.04,80076.00
2018-08-14,73.80,71.57,73.89,71.44,117356.18,5.40,84754.58
2018-08-15,70.98,69.11,72.03,69.00,129167.05,5.95,90517.72
2018-08-16,68.00,68.99,69.88,66.21,107152.93,4.93,73335.86
2018-08-17,69.90,68.16,70.51,68.10,82248.37,3.79,57072.22
2018-08-20,67.88,68.95,69.11,66.00,109229.29,5.03,73976.92
2018-08-21,68.97,69.57,70.78,68.02,102088.39,4.70,70992.42
2018-08-22,69.06,67.47,70.25,67.21,89999.17,4.14,61777.27
2018-08-23,67.65,69.10,69.65,67.08,121931.36,5.61,83508.03
2018-08-24,67.81,68.80,71.20,67.70,133609.32,6.15,93162.28
2018-08-27,68.58,70.46,70.98,67.89,129150.92,5.95,90097.96
2018-08-28,70.61,73.01,74.32,70.40,188139.62,8.66,136203.13
2018-08-29,72.60,73.02,73.50,71.81,103338.37,4.76,74987.19
2018-08-30,73.19,69.99,74.00,69.63,136818.09,6.30,97922.65
2018-08-31,68.49,65.50,69.20,65.01,159012.13,7.32,107291.68
2018-09-03,64.80,63.26,64.80,61.00,159108.05,7.32,99863.25
2018-09-04,63.20,63.85,64.25,62.76,80675.58,3.71,51263.49
2018-09-05,63.60,61.39,63.98,61.39,96892.81,4.46,60440.04
2018-09-06,60.60,61.84,62.65,60.32,88540.73,4.08,54754.30
2018-09-07,62.49,63.32,64.88,62.21,127485.86,5.87,81325.69
2018-09-10,63.56,61.35,63.79,61.00,65451.00,3.01,40405.42
2018-09-11,61.40,62.57,63.16,61.40,66293.27,3.05,41392.62
2018-09-12,62.80,64.50,65.25,62.61,121159.86,5.58,77990.45
2018-09-13,65.64,64.80,66.10,63.39,98520.36,4.54,63774.72
2018-09-14,66.30,65.90,69.00,65.86,158318.28,7.29,106835.62
2018-09-17,64.57,63.71,65.48,63.59,71314.16,3.28,46064.58
2018-09-18,63.00,66.36,66.41,62.99,77892.33,3.59,50552.56
2018-09-19,65.99,67.33,68.56,65.45,95025.94,4.37,63736.89
2018-09-20,67.01,67.99,69.90,67.01,102007.17,4.70,70306.64
2018-09-21,68.63,69.19,69.90,67.86,77482.07,3.57,53541.24
2018-09-25,68.40,68.33,69.30,67.71,42041.91,1.94,28794.85
2018-09-26,68.66,72.89,73.50,68.66,160615.74,7.39,114982.04
2018-09-27,72.25,72.55,74.95,71.70,136946.67,6.30,100555.82
2018-09-28,72.11,73.00,75.09,72.11,119210.98,5.49,88045.83
2018-10-08,71.88,68.45,71.88,67.80,131167.24,6.04,91522.92
2018-10-09,68.91,64.90,69.16,64.10,133893.77,6.16,88844.88
2018-10-10,65.61,64.90,65.80,63.60,71632.13,3.30,46412.66
2018-10-11,61.88,60.45,63.47,59.51,128094.65,5.90,78541.85
2018-10-12,60.45,62.86,63.16,60.38,86003.15,3.96,53190.08
2018-10-15,68.80,69.15,69.15,67.88,198014.87,9.11,136285.27
2018-10-16,70.00,68.85,70.36,67.94,104521.97,4.81,72331.28
2018-10-17,69.77,70.00,71.78,69.21,142321.65,6.55,100027.85
2018-10-18,68.70,68.03,71.40,65.52,108109.02,4.98,74142.40
2018-10-19,67.01,73.77,74.26,67.01,141251.12,6.50,100805.69
