date,open,close,high,low,volume,turnover_pct,amount_10k_cny
2005-01-04,994.77,982.79,994.77,980.66,7412869.00,0.00,443197.74
2005-01-05,981.58,992.56,997.32,979.88,7119109.00,0.00,452920.82
2005-01-06,993.33,983.17,993.79,980.33,6288029.00,0.00,392101.54
2005-01-07,983.04,983.96,995.71,979.81,7298694.00,0.00,473746.94
2005-01-10,983.76,993.88,993.96,979.79,5791698.00,0.00,376293.29
2005-01-11,994.19,997.14,999.55,991.09,5849080.00,0.00,370407.67
2005-01-12,996.65,996.75,996.98,989.26,5014525.00,0.00,309329.97
2005-01-13,996.08,996.88,999.47,992.70,6044066.00,0.00,384217.33
2005-01-14,996.62,988.31,1006.46,987.23,7297842.00,0.00,416292.12
2005-01-17,979.11,967.45,981.52,965.08,7288189.00,0.00,424980.78
2005-01-18,967.37,974.69,974.87,960.29,7311848.00,0.00,411794.41
2005-01-19,974.33,967.21,974.33,965.26,6338091.00,0.00,342795.13
2005-01-20,963.21,956.25,963.21,952.23,7727106.00,0.00,439935.06
2005-01-21,954.46,982.60,984.27,943.44,14450060.00,0.00,815208.61
2005-01-24,1001.85,998.13,1001.85,986.24,14359462.00,0.00,836016.15
2005-01-25,995.64,997.78,997.95,985.24,9862529.00,0.00,615702.24
2005-01-26,995.78,989.93,999.47,988.48,7663290.00,0.00,471944.04
2005-01-27,987.34,974.63,987.70,973.77,6945365.00,0.00,409439.89
2005-01-28,974.63,969.21,975.62,965.21,5748807.00,0.00,328095.03
2005-01-31,965.79,954.88,965.79,953.14,6788706.00,0.00,386357.36
2005-02-01,953.33,955.95,965.48,952.74,7433067.00,0.00,427570.68
2005-02-02,956.70,1006.91,1006.93,956.70,17057338.00,0.00,1020290.43
2005-02-03,1005.56,993.22,1014.19,992.16,16974540.00,0.00,1005731.03
2005-02-04,992.25,1016.86,1021.03,989.94,15736215.00,0.00,954987.06
2005-02-16,1023.32,1023.58,1033.25,1018.49,12131293.00,0.00,743816.82
2005-02-17,1024.43,1020.61,1024.43,1010.48,8968298.00,0.00,551306.33
2005-02-18,1020.12,1006.06,1021.20,1005.63,8139939.00,0.00,481773.21
2005-02-21,1006.69,1025.63,1025.66,1006.69,9886094.00,0.00,605239.49
2005-02-22,1026.84,1046.74,1048.68,1024.53,17937842.00,0.00,1092277.68
2005-02-23,1046.81,1043.94,1049.61,1036.62,18696930.00,0.00,1123194.07
2005-02-24,1042.25,1045.46,1045.96,1034.73,14681789.00,0.00,899375.22
2005-02-25,1046.27,1046.76,1059.48,1045.98,18170004.00,0.00,1148996.12
2005-02-28,1046.21,1039.99,1048.28,1035.04,12971046.00,0.00,819010.13
2005-03-01,1039.35,1035.93,1042.74,1031.17,9962090.00,0.00,628879.07
2005-03-02,1036.37,1021.32,1045.76,1021.00,14225136.00,0.00,897130.79
2005-03-03,1019.88,1027.71,1028.40,1014.75,9203086.00,0.00,558281.20
2005-03-04,1027.93,1023.67,1031.85,1022.18,8173641.00,0.00,538386.81
2005-03-07,1024.48,1029.87,1031.34,1024.48,7932950.00,0.00,531647.32
2005-03-08,1033.79,1048.99,1049.29,1032.85,14295794.00,0.00,985127.46
