group,arm,start,cagr_pct,cagr_delta_pp,mdd_pct,mdd_delta_pp
full,BASE,2009-11-01,37.84136725508673,0.0,56.367923885606565,0.0
full,BASE,2011-11-01,37.88438342010825,0.0,52.63633731278936,0.0
full,OFF,2009-11-01,36.41034368337668,-1.431023571710055,65.41706649805553,9.049142612448968
full,OFF,2011-11-01,41.62122187836002,3.7368384582517677,67.2350293418652,14.598692029075844
full,FIX100,2009-11-01,22.35351542844488,-15.487851826641851,46.40068862047093,-9.967235265135631
full,FIX100,2011-11-01,21.066601650450558,-16.817781769657692,49.63626010344121,-3.000077209348151
full,C000R30,2009-11-01,39.093299984365636,1.251932729278904,51.505960797075765,-4.861963088530796
full,C000R30,2011-11-01,43.38441310403074,5.500029683922492,51.35750068083742,-1.2788366319519406
full,C000R35,2009-11-01,39.11311888279878,1.2717516277120477,51.50542296469665,-4.862500920909918
full,C000R35,2011-11-01,43.38441310403074,5.500029683922492,51.35750068083742,-1.2788366319519406
full,C000R40,2009-11-01,37.381925130260264,-0.4594421248264702,51.35750068083742,-5.010423204769143
full,C000R40,2011-11-01,43.38441310403074,5.500029683922492,51.35750068083742,-1.2788366319519406
full,C000R45,2009-11-01,33.3848312083505,-4.456536046736237,50.29897733272263,-6.068946552883936
full,C000R45,2011-11-01,38.660301248843986,0.7759178287357393,50.29897733272263,-2.3373599800667333
full,C000R50,2009-11-01,38.78348570916073,0.9421184540739924,50.312766427090864,-6.055157458515703
full,C000R50,2011-11-01,45.04531431723231,7.160930897124063,50.312766427090864,-2.3235708856985005
full,C030R30,2009-11-01,36.54337825218042,-1.297989002906319,46.99185922443693,-9.376064661169636
full,C030R30,2011-11-01,38.76179363652301,0.8774102164147646,47.66017531780964,-4.976161994979722
full,C030R35,2009-11-01,37.34077335286739,-0.5005939022193484,46.286390955289356,-10.081532930317206
full,C030R35,2011-11-01,38.470390572052814,0.5860071519445675,47.50019175083933,-5.136145561950034
full,C030R40,2009-11-01,31.86279220385535,-5.978575051231383,48.82041136849025,-7.547512517116317
full,C030R40,2011-11-01,38.10179382965979,0.2174104095515439,47.503249662190925,-5.1330876505984335
