arm,kind,verdict,reasons,U,U_excellent,U_inferior,full_cagr_delta_pp,full_cagr_level_pct,full_P_delta_pp,full_mdd_delta_pp,full_mdd_level_pct,full_p25_delta_pp,full_p25_level_pct,full_worst5_delta_pp,full_worst5_level_pct,full_roll5dd_delta_pp,full_roll5dd_level_pct,full_exposure_delta_pp,full_exposure_level_pct,A_cagr_delta_pp,A_cagr_level_pct,A_P_delta_pp,A_mdd_delta_pp,A_mdd_level_pct,A_p25_delta_pp,A_p25_level_pct,A_worst5_delta_pp,A_worst5_level_pct,A_roll5dd_delta_pp,A_roll5dd_level_pct,A_exposure_delta_pp,A_exposure_level_pct,U_cagr_delta_pp,U_cagr_level_pct,U_P_delta_pp,U_mdd_delta_pp,U_mdd_level_pct,U_p25_delta_pp,U_p25_level_pct,U_worst5_delta_pp,U_worst5_level_pct,U_roll5dd_delta_pp,U_roll5dd_level_pct,U_exposure_delta_pp,U_exposure_level_pct,anchor2009_cagr_pct,anchor2009_mdd_pct,anchor2011_cagr_pct,anchor2011_mdd_pct
C100R35,hysteresis,可采纳,,U1,True,[],1.8510409813499162,47.01759772521671,0.8876740299999963,0.0,55.55312994447065,0.34417044935151075,43.841081803604844,-0.16805170471002606,19.55020889627902,-0.028434038234093073,46.66651443072854,-0.397666536899588,161.65610961645825,0.0,50.1224852134893,0.0,0.0,56.44254617509117,0.0,40.088684601730115,0.0,16.547762896477714,0.0,48.057601805741186,-0.006513758972948036,158.03071470223614,0.0,50.1224852134893,0.0,0.0,56.44254617509117,0.0,40.088684601730115,0.0,16.547762896477714,0.0,48.057601805741186,-0.006513758972948036,158.03071470223614,40.355006924518946,56.096989244767784,38.12393099653675,52.63633731278936
C100R40,hysteresis,可采纳,,U1,True,[],1.7000549590402092,47.01759772521671,1.0931261450000007,0.0,54.144374564205286,1.0555716755118794,43.841081803604844,-0.16368031955895646,19.55020889627902,-0.05438000468844795,45.91971073242505,-0.4293393815432589,161.65610961645825,0.0,50.1224852134893,0.0,0.0,56.18947041354245,0.0,40.088684601730115,0.0,16.547762896477714,0.0,48.12936569650041,-0.006513758972948036,158.03071470223614,0.0,50.1224852134893,0.0,0.0,56.18947041354245,0.0,40.088684601730115,0.0,16.547762896477714,0.0,48.12936569650041,-0.006513758972948036,158.03071470223614,40.90766438682174,51.60471177655431,38.12393099653675,52.63633731278936
C070R45,hysteresis,可采纳,,RU2,False,"[{""metric"": ""滚动5年回撤中位"", ""delta"": -5.32796562756313, ""beyond_limit"": true}, {""metric"": ""滚动5年Calmar中位"", ""delta"": -0.02600967820907585, ""beyond_limit"": false}, {""metric"": ""滚动3年回撤中位"", ""delta"": -4.048787215864347, ""beyond_limit"": true}]",1.5366387824015337,48.42893947381482,2.619395544999997,-4.216298405125796,51.25984661805332,1.1724442438100224,46.81602117390587,2.725048594065088,23.661090480131342,-0.15283305735361852,46.893569701135405,-3.133868571148579,158.7430391837084,1.2582521336446773,52.2874614528101,2.6144534550000014,-1.8780580811248504,55.21446123054993,1.7409343874993932,43.21510617342954,1.5185466679023318,18.49229328740757,5.32796562756313,54.76403868647587,-2.494664530046553,154.83904494592534,1.494324724035201,47.79613985975247,2.6621954715000005,-1.8780580811248504,55.21446123054993,1.7409343874993932,43.21510617342954,1.5185466679023318,18.49229328740757,5.32796562756313,54.76403868647587,-2.467636652850802,154.8419234418503,40.8719329253896,46.31503592488393,45.66853416691541,47.15720592151237
C070R30,hysteresis,可采纳,,RU1,False,"[{""metric"": ""滚动5年回撤中位"", ""delta"": -6.971704276166191, ""beyond_limit"": true}, {""metric"": ""滚动5年Calmar中位"", ""delta"": -0.04010015178826931, ""beyond_limit"": true}, {""metric"": ""滚动3年回撤中位"", ""delta"": -4.464026411333516, ""beyond_limit"": true}]",1.3883131043788355,49.746326989229104,1.6406921849999978,-4.216298405125796,51.09355136657459,0.19367733844958268,47.20760886846559,1.346571729091095,23.707338842533478,-1.613292084580481,45.56406366415201,-2.0017082546858966,160.2213607462803,2.5982939203318955,53.4420686266065,3.532846290000001,-0.2220660720037404,56.13278723251312,2.0334465873784957,42.292837983831824,1.5185466679023318,17.541073705542733,6.971704276166191,55.85336280983766,-2.5392088085314235,155.3472547148496,2.5982939203318955,53.4420686266065,3.532846290000001,-0.2220660720037404,56.13278723251312,2.0334465873784957,42.292837983831824,1.5185466679023318,17.541073705542733,6.971704276166191,55.85336280983766,-2.5392088085314235,155.3472547148496,34.8459727972112,52.711392383857124,44.66282849362875,47.15720592151237
C080R30,hysteresis,可采纳,,U3,False,"[{""metric"": ""滚动5年回撤中位"", ""delta"": -7.431173683149439, ""beyond_limit"": true}, {""metric"": ""滚动5年Calmar中位"", ""delta"": -0.05483087281656013, ""beyond_limit"": true}, {""metric"": ""滚动3年回撤中位"", ""delta"": -5.197233461128004, ""beyond_limit"": true}]",1.333917326546974,46.87068392116086,1.0917894400000003,-2.9142177737624895,53.11484779487555,0.02473311167890957,44.92942483313384,1.1292149413914654,22.47952087232098,-0.8545110177867798,45.29182541661347,-1.246454885918602,160.81804011322055,2.9762958105942317,53.26744323220031,3.6529757750000003,-0.21231441848277854,56.36136430746434,1.913140804372182,42.142043679623676,1.0629459448061929,17.51328508497785,7.431173683149439,56.358675357916745,-1.757275917393486,155.34325527378277,2.8762091150329683,48.42507531745518,3.565595574999997,-0.21231441848277854,56.36136430746434,1.913140804372182,42.142043679623676,1.0629459448061929,17.51328508497785,7.431173683149439,56.358675357916745,-1.7321950030829925,155.35655700412482,39.524889464837166,54.869693880237655,46.90824922519803,48.32307517203244
C100R45,hysteresis,不采纳,主读数 -1.26pp < −1pp,U1,False,"[{""metric"": ""滚动5年年化中位"", ""delta"": -1.3709824293007267, ""beyond_limit"": true}, {""metric"": ""滚动5年年化P25"", ""delta"": -0.263320784163501, ""beyond_limit"": false}, {""metric"": ""滚动5年Calmar中位"", ""delta"": -0.019267214518763065, ""beyond_limit"": false}, {""metric"": ""滚动5年Sharpe中位"", ""delta"": -0.012699456498501016, ""beyond_limit"": false}, {""metric"": ""年化"", ""delta"": -0.5936865964399352, ""beyond_limit"": false}, {""metric"": ""Sharpe"", ""delta"": -0.006898851553472141, ""beyond_limit"": false}, {""metric"": ""互不重叠5年块中位"", ""delta"": -1.3165512627182518, ""beyond_limit"": true}, {""metric"": ""滚动3年年化中位"", ""delta"": -0.5057479564268608, ""beyond_limit"": false}]",1.1929825414310535,46.37087152820283,1.2719591949999998,0.0,54.144374564205286,0.8575747452114313,44.14375688441762,0.0,19.820586038793685,-0.010449878782142763,47.74944143732702,-0.8208618837993731,161.2873966894262,-0.5936865964399352,49.56252960156695,-1.256397459,0.0,56.18947041354245,-0.263320784163501,39.04003940400026,0.0,16.573006757187535,-0.09871912522906867,48.09387890715927,-0.051343723823882303,158.00151213866863,-0.5936865964399352,49.56252960156695,-1.256397459,0.0,56.18947041354245,-0.263320784163501,39.04003940400026,0.0,16.573006757187535,-0.09871912522906867,48.09387890715927,-0.051343723823882303,158.00151213866863,40.15543995731399,51.60471177655431,40.24663234656809,52.63633731278936
C070R35,hysteresis,可采纳,,RU2,False,"[{""metric"": ""滚动5年回撤中位"", ""delta"": -7.70562824096333, ""beyond_limit"": true}, {""metric"": ""滚动5年Calmar中位"", ""delta"": -0.05808843490249416, ""beyond_limit"": true}, {""metric"": ""滚动3年回撤中位"", ""delta"": -4.4726997178736845, ""beyond_limit"": true}]",1.1906242550551616,48.955125634241206,1.8881569299999998,-4.9065597579480364,49.93691123549659,0.3317057747337926,46.78585773776408,1.652108825877996,23.233219620677747,-1.5808888860308346,44.1969016643241,-2.518993332054509,159.68190877073425,3.491477048773961,54.449457357680565,4.954926139999999,0.0706094485564357,56.1095035829306,1.9141107465315277,41.55372396086005,1.5185466679023318,17.369136556803433,7.70562824096333,55.967544362664434,-2.5703521674751983,155.31529102976313,3.5415391589592726,49.81309821962881,4.954926139999999,0.0706094485564357,56.1095035829306,1.9141107465315277,41.55372396086005,1.5185466679023318,17.369136556803433,7.70562824096333,55.967544362664434,-2.55800441491838,155.31283287392444,41.199232400182304,48.23006322138059,45.01056801330077,47.15720592151237
C080R35,hysteresis,可采纳,,U1,False,"[{""metric"": ""滚动5年回撤中位"", ""delta"": -7.4107344764977325, ""beyond_limit"": true}, {""metric"": ""滚动5年Calmar中位"", ""delta"": -0.07169680781928034, ""beyond_limit"": true}, {""metric"": ""滚动3年回撤中位"", ""delta"": -4.815992296276145, ""beyond_limit"": true}]",1.0108505370384324,47.78499364987309,0.09255762499999765,-2.824351969893418,53.192983186641406,0.1615046273854004,44.92368542096119,1.0751167481862334,22.292197442606245,-0.929178833867883,45.01316360522322,-1.8311449081834796,160.20532583543994,1.8992692740697592,52.375622104778174,2.3714611510000054,0.0003716201846970524,56.464655697545076,1.088632758397512,41.66073110539199,1.0629459448061929,18.041492336212904,7.4107344764977325,56.08434961118374,-1.5234643318356555,155.822588516344,1.8992692740697592,52.375622104778174,2.3714611510000054,0.0003716201846970524,56.464655697545076,1.088632758397512,41.66073110539199,1.0629459448061929,18.041492336212904,7.4107344764977325,56.08434961118374,-1.5234643318356555,155.822588516344,34.17082092144312,54.8932885700207,45.71865572898874,48.32307517203244
C080R40,hysteresis,可采纳,,U1,False,"[{""metric"": ""滚动5年回撤中位"", ""delta"": -7.204151485056593, ""beyond_limit"": true}, {""metric"": ""滚动5年Calmar中位"", ""delta"": -0.04236075411054574, ""beyond_limit"": true}, {""metric"": ""滚动3年回撤中位"", ""delta"": -4.698560080213998, ""beyond_limit"": true}]",1.0108505370384324,47.78499364987309,0.3296892450000033,-2.4566678234630324,53.33945839253864,-0.8501574956340407,44.92368542096119,1.8265271724643983,22.292197442606245,-2.44487349666912,44.21449308047741,-1.8311449081834796,160.20532583543994,2.143910518759873,52.46937063670379,3.417794415000003,-0.10324660620684156,56.320553667548424,1.5062278151101283,41.75654899025727,1.0629459448061929,17.499001794273937,7.204151485056593,56.07467888130158,-1.6880144600289637,155.8386970737911,2.143910518759873,52.46937063670379,3.417794415000003,-0.10324660620684156,56.320553667548424,1.5062278151101283,41.75654899025727,1.0629459448061929,17.499001794273937,7.204151485056593,56.07467888130158,-1.6880144600289637,155.8386970737911,32.38967886027564,53.61261030268453,45.71865572898874,48.32307517203244
C090R45,hysteresis,可采纳,,RU1,False,"[{""metric"": ""滚动5年回撤中位"", ""delta"": -6.5430453372328445, ""beyond_limit"": true}, {""metric"": ""滚动5年Calmar中位"", ""delta"": -0.1150415005195749, ""beyond_limit"": true}, {""metric"": ""滚动3年回撤中位"", ""delta"": -3.671455561294368, ""beyond_limit"": true}]",0.971498368639645,50.1071582817598,1.5046080049999966,-1.0517090865846068,54.38053288960647,1.0232448987300358,45.87518684578903,1.8061248657856632,21.76319881740989,-1.3580090973232928,46.17663658957432,-1.8154982060583635,160.12756521504645,1.2589306872815897,51.67680153903146,1.9876312499999993,-0.014938787989871027,56.452040314286975,0.6566798789813144,40.92695814093163,0.4853534078688937,16.671394591711707,6.5430453372328445,55.24489314634524,-1.1137972759516557,156.4901780804778,1.2589306872815897,51.67680153903146,1.9876312499999993,-0.014938787989871027,56.452040314286975,0.6566798789813144,40.92695814093163,0.4853534078688937,16.671394591711707,6.5430453372328445,55.24489314634524,-1.1137972759516557,156.4901780804778,33.304794392583915,57.28142765780135,37.15449195146052,55.95958575728028
