arm,kind,verdict,reasons,U,U_excellent,U_inferior,full_cagr_delta_pp,full_cagr_level_pct,full_P_delta_pp,full_mdd_delta_pp,full_mdd_level_pct,full_p25_delta_pp,full_p25_level_pct,full_worst5_delta_pp,full_worst5_level_pct,full_roll5dd_delta_pp,full_roll5dd_level_pct,full_exposure_delta_pp,full_exposure_level_pct,A_cagr_delta_pp,A_cagr_level_pct,A_P_delta_pp,A_mdd_delta_pp,A_mdd_level_pct,A_p25_delta_pp,A_p25_level_pct,A_worst5_delta_pp,A_worst5_level_pct,A_roll5dd_delta_pp,A_roll5dd_level_pct,A_exposure_delta_pp,A_exposure_level_pct,U_cagr_delta_pp,U_cagr_level_pct,U_P_delta_pp,U_mdd_delta_pp,U_mdd_level_pct,U_p25_delta_pp,U_p25_level_pct,U_worst5_delta_pp,U_worst5_level_pct,U_roll5dd_delta_pp,U_roll5dd_level_pct,U_exposure_delta_pp,U_exposure_level_pct,anchor2009_cagr_pct,anchor2009_mdd_pct,anchor2011_cagr_pct,anchor2011_mdd_pct
C090R35,hysteresis,可采纳,,RU2,False,"[{""metric"": ""滚动5年回撤中位"", ""delta"": -7.3556789982464394, ""beyond_limit"": true}, {""metric"": ""滚动5年Calmar中位"", ""delta"": -0.046686436780056906, ""beyond_limit"": true}, {""metric"": ""滚动3年回撤中位"", ""delta"": -5.762508913279202, ""beyond_limit"": true}]",0.9252213945770138,46.23315673482069,0.509444694999997,-1.0517090865846068,54.38053288960647,-0.09716455882334829,41.792017071605194,0.9183051814330101,22.694468965812288,-2.5003789881347105,44.408814878393784,-1.051045254668681,161.0029202231755,2.3648803946430985,52.635886130869025,3.3111074799999987,0.033016228262872094,56.28467754058064,1.057614093284509,40.734545804791836,0.4853534078688937,16.479273869600586,7.3556789982464394,56.176390292564435,-1.1788051909687791,156.68879753788914,2.304649952073601,48.023181141348616,3.2530477049999993,0.033016228262872094,56.28467754058064,1.057614093284509,40.734545804791836,0.4853534078688937,16.479273869600586,7.3556789982464394,56.176390292564435,-1.148678006564674,156.68457449871096,37.387083252031815,56.64763164534974,40.89103081154346,55.95958575728028
C070R40,hysteresis,可采纳,,RU2,False,"[{""metric"": ""滚动5年回撤中位"", ""delta"": -6.666097337002952, ""beyond_limit"": true}, {""metric"": ""滚动5年Calmar中位"", ""delta"": -0.07960797430228456, ""beyond_limit"": true}, {""metric"": ""滚动3年回撤中位"", ""delta"": -4.455313121705734, ""beyond_limit"": true}]",0.8401243897687927,48.955125634241206,1.7275232350000003,-4.216298405125796,51.25984661805332,0.3317057747337926,46.78585773776408,2.399463514527361,23.233219620677747,-1.7363525191457563,44.98000579829901,-2.518993332054509,159.68190877073425,2.0886137370372704,52.26755608874625,3.100998640000002,-0.3085995291682242,56.0410946703541,1.95584703394589,41.72879310794083,1.5185466679023318,18.0007567850781,6.666097337002952,55.98892114361402,-2.3507179709805204,155.58752006460074,2.3095243822738976,47.68227174444222,3.133140710000004,-0.3085995291682242,56.0410946703541,1.95584703394589,41.72879310794083,1.5185466679023318,18.0007567850781,6.666097337002952,55.98892114361402,-2.3257639270340857,155.59348218293968,41.12606608632434,46.31503592488393,45.01056801330077,47.15720592151237
C000R30,hysteresis,不采纳,主读数 -4.91pp < −1pp；闸门：回撤 Δ +4.1pp,U3,False,"[{""metric"": ""滚动5年年化中位"", ""delta"": -2.811484617857918, ""beyond_limit"": true}, {""metric"": ""滚动5年年化P25"", ""delta"": -5.624168182034294, ""beyond_limit"": true}, {""metric"": ""滚动5年Calmar中位"", ""delta"": -0.020413335856347636, ""beyond_limit"": false}, {""metric"": ""滚动5年Sharpe中位"", ""delta"": -0.020099554098602312, ""beyond_limit"": false}, {""metric"": ""年化"", ""delta"": -1.8092316607132064, ""beyond_limit"": true}, {""metric"": ""互不重叠5年块中位"", ""delta"": -5.795159897542618, ""beyond_limit"": true}, {""metric"": ""滚动3年年化中位"", ""delta"": -4.208260868366686, ""beyond_limit"": true}, {""metric"": ""逐年最差"", ""delta"": -3.325173349486299, ""beyond_limit"": true}]",0.8250738221378562,48.908893943444056,-0.700240625000001,-3.655925112154057,51.37126036357298,-4.153924800059594,39.86268120208252,-0.43506653956703056,19.238316078942596,4.06016092983223,51.34963630037852,-10.887490412294,151.22783415772952,-1.912877804185431,47.23537643348163,-4.905667269999997,-8.649892466632853,47.132411011595934,-5.624168182034294,34.66326700596751,-0.06861587725301987,18.228331150378885,-2.6708822467764017,45.396444464272776,-10.027071037664614,146.8717039163557,-1.8092316607132064,43.01354054391353,-4.896321205000001,-8.649892466632853,47.132411011595934,-5.624168182034294,34.66326700596751,-0.06861587725301987,18.228331150378885,-2.6708822467764017,45.396444464272776,-10.038939074215447,146.87942773636271,39.093299984365636,51.505960797075765,43.38441310403074,51.35750068083742
C000R35,hysteresis,不采纳,主读数 -4.91pp < −1pp；闸门：回撤 Δ +4.1pp,U3,False,"[{""metric"": ""滚动5年年化中位"", ""delta"": -2.811484617857918, ""beyond_limit"": true}, {""metric"": ""滚动5年年化P25"", ""delta"": -5.624168182034294, ""beyond_limit"": true}, {""metric"": ""滚动5年Calmar中位"", ""delta"": -0.020413335856347636, ""beyond_limit"": false}, {""metric"": ""滚动5年Sharpe中位"", ""delta"": -0.020099554098602312, ""beyond_limit"": false}, {""metric"": ""年化"", ""delta"": -1.8092316607132064, ""beyond_limit"": true}, {""metric"": ""互不重叠5年块中位"", ""delta"": -5.795159897542618, ""beyond_limit"": true}, {""metric"": ""滚动3年年化中位"", ""delta"": -4.208260868366686, ""beyond_limit"": true}, {""metric"": ""逐年最差"", ""delta"": -3.325173349486299, ""beyond_limit"": true}]",0.8250738221378562,48.908893943444056,-0.700240625000001,-3.656194028343618,51.362224126881316,-4.209233529995671,39.86268120208252,-0.43506653956703056,19.238316078942596,4.062571683184873,51.34963630037852,-10.887490412294,151.22783415772952,-1.912877804185431,47.23537643348163,-4.905667269999997,-8.649892466632853,47.132411011595934,-5.624168182034294,34.66326700596751,-0.06861587725301987,18.228331150378885,-2.6708822467764017,45.396444464272776,-10.027071037664614,146.8717039163557,-1.8092316607132064,43.01354054391353,-4.896321205000001,-8.649892466632853,47.132411011595934,-5.624168182034294,34.66326700596751,-0.06861587725301987,18.228331150378885,-2.6708822467764017,45.396444464272776,-10.038939074215447,146.87942773636271,39.11311888279878,51.50542296469665,43.38441310403074,51.35750068083742
PE16,pe,不采纳,主读数 -2.94pp < −1pp,U3,False,"[{""metric"": ""滚动5年年化中位"", ""delta"": -2.028725494438155, ""beyond_limit"": true}, {""metric"": ""滚动5年年化P25"", ""delta"": -0.8315705506116267, ""beyond_limit"": false}, {""metric"": ""滚动5年年化最差"", ""delta"": -2.994017166904289, ""beyond_limit"": true}, {""metric"": ""滚动5年回撤中位"", ""delta"": -5.26628064728738, ""beyond_limit"": true}, {""metric"": ""滚动5年Calmar中位"", ""delta"": -0.1321844189775373, ""beyond_limit"": true}, {""metric"": ""滚动5年Sharpe中位"", ""delta"": -0.03858672855070716, ""beyond_limit"": true}, {""metric"": ""年化"", ""delta"": -1.352878157479842, ""beyond_limit"": true}, {""metric"": ""Calmar"", ""delta"": -0.032940311529866484, ""beyond_limit"": false}, {""metric"": ""Sharpe"", ""delta"": -0.024151611877453627, ""beyond_limit"": false}, {""metric"": ""互不重叠5年块中位"", ""delta"": -1.6996219431249349, ""beyond_limit"": true}, {""metric"": ""滚动3年年化中位"", ""delta"": -2.414466911055435, ""beyond_limit"": true}, {""metric"": ""滚动3年回撤中位"", ""delta"": -5.363209733665586, ""beyond_limit"": true}, {""metric"": ""逐年收益中位"", ""delta"": -0.397322398080574, ""beyond_limit"": false}, {""metric"": ""逐年最差"", ""delta"": -0.5576135820712591, ""beyond_limit"": false}]",0.8204289561879352,47.28779866921946,2.215474850000004,0.0,55.55312994447065,3.0198647706758064,42.87097061457648,0.0,18.05879302664679,0.3733907333395958,48.28047457674244,1.2773418193604003,163.2212467180984,-1.7103831342067943,47.68195272030616,-2.935024415000001,0.0,56.44254617509117,-0.8315705506116267,38.13118029661787,-2.994017166904289,12.637942613477648,5.26628064728738,54.08868760326103,0.09087350496609359,157.47868225491098,-1.352878157479842,43.13099847245343,-2.935024415000001,0.0,56.44254617509117,-0.8315705506116267,38.13118029661787,-2.994017166904289,12.637942613477648,5.26628064728738,54.08868760326103,0.1066359749978818,157.50963464101054,38.91144312743151,56.065995864959504,45.910545919435066,52.63633731278936
C090R40,hysteresis,可采纳,,RU2,False,"[{""metric"": ""滚动5年回撤中位"", ""delta"": -7.319202924359564, ""beyond_limit"": true}, {""metric"": ""滚动5年Calmar中位"", ""delta"": -0.0755623758046165, ""beyond_limit"": true}, {""metric"": ""滚动3年回撤中位"", ""delta"": -4.321001102712624, ""beyond_limit"": true}]",0.7923025213030899,46.23315673482069,1.1241219350000025,-1.0517090865846068,54.38053288960647,-0.09716455882334829,42.933211908212535,1.8061248657856632,22.694468965812288,-2.598896522701899,44.20504737278209,-1.051045254668681,161.0029202231755,1.7449541098986443,51.72690666104024,2.9588120800000035,0.03534203701788807,56.32553824332091,0.6180941961476671,40.82119260446091,0.4853534078688937,16.290679399605523,7.319202924359564,56.17808129127412,-1.2374637653505771,156.67182051375815,1.8674118288264707,47.550674309425425,2.9582899599999983,0.03534203701788807,56.32553824332091,0.6180941961476671,40.82119260446091,0.4853534078688937,16.290679399605523,7.319202924359564,56.17808129127412,-1.2309912986444238,156.66828818643262,38.19943824910992,57.28142765780135,40.89103081154346,55.95958575728028
C080R45,hysteresis,可采纳,,U1,False,"[{""metric"": ""滚动5年回撤中位"", ""delta"": -6.846595075113305, ""beyond_limit"": true}, {""metric"": ""滚动5年Calmar中位"", ""delta"": -0.08255530346218087, ""beyond_limit"": true}, {""metric"": ""滚动3年回撤中位"", ""delta"": -4.1289865672781865, ""beyond_limit"": true}]",0.7653297363763412,47.419863187833286,1.6687471200000026,-2.4566678234630324,53.33945839253864,1.7261956343200713,46.51631569299157,1.793567115664585,22.771752273097313,0.785027202612737,47.63890278772382,-2.296603249671647,159.61329019673153,1.9271867186204328,51.082861352256614,1.9826452900000013,-1.0085337096468638,56.06095394702941,1.4834435964078407,41.6962750435154,1.0629459448061929,17.466039922812836,6.846595075113305,55.796162962537,-1.8767351558419132,155.43016362726885,1.9271867186204328,51.082861352256614,1.9826452900000013,-1.0085337096468638,56.06095394702941,1.4834435964078407,41.6962750435154,1.0629459448061929,17.466039922812836,6.846595075113305,55.796162962537,-1.8767351558419132,155.43016362726885,33.59461467303326,53.61261030268453,45.62355670022087,48.32307517203244
MA60X160,price_ma,不采纳,主读数 -2.15pp < −1pp,U3,False,"[{""metric"": ""滚动5年年化中位"", ""delta"": -1.904012025315105, ""beyond_limit"": true}, {""metric"": ""滚动5年年化P25"", ""delta"": -0.8315705506116267, ""beyond_limit"": false}, {""metric"": ""滚动5年年化最差"", ""delta"": -3.3895631752601463, ""beyond_limit"": true}, {""metric"": ""滚动5年回撤中位"", ""delta"": -5.268443775561538, ""beyond_limit"": true}, {""metric"": ""滚动5年Calmar中位"", ""delta"": -0.1321844189775373, ""beyond_limit"": true}, {""metric"": ""滚动5年Sharpe中位"", ""delta"": -0.03462511008867897, ""beyond_limit"": true}, {""metric"": ""年化"", ""delta"": -1.808892183805022, ""beyond_limit"": true}, {""metric"": ""Calmar"", ""delta"": -0.032940311529866484, ""beyond_limit"": false}, {""metric"": ""Sharpe"", ""delta"": -0.03046530717229945, ""beyond_limit"": false}, {""metric"": ""互不重叠5年块中位"", ""delta"": -1.6996219431249349, ""beyond_limit"": true}, {""metric"": ""滚动3年年化中位"", ""delta"": -2.414466911055435, ""beyond_limit"": true}, {""metric"": ""滚动3年回撤中位"", ""delta"": -5.140328560697527, ""beyond_limit"": true}, {""metric"": ""逐年收益中位"", ""delta"": -0.1531970697605356, ""beyond_limit"": false}, {""metric"": ""逐年最差"", ""delta"": -0.5576135820712591, ""beyond_limit"": false}]",0.7268523428847429,47.23346859207989,1.7771092850000003,0.0,55.55312994447065,2.51451867543504,42.87097061457648,0.0,18.05879302664679,0.3072739749429454,48.28047457674244,1.2773418193604003,163.2212467180984,-2.024784690122694,47.68195272030616,-2.1491291649999993,0.0,56.44254617509117,-0.8315705506116267,38.13118029661787,-3.3895631752601463,12.637942613477648,5.268443775561538,54.09085073153519,0.09087350496609359,157.47868225491098,-1.808892183805022,43.13099847245343,-2.283401509999999,0.0,56.44254617509117,-0.8315705506116267,38.13118029661787,-3.3895631752601463,12.637942613477648,5.268443775561538,54.09085073153519,0.1066359749978818,157.50963464101054,34.951591993592814,56.02981066309769,45.910545919435066,52.63633731278936
CONFIRM2,confirm,可采纳,,U1,True,[],0.21280876035337792,47.01759772521671,0.833753869999998,0.0,54.94852685766124,0.34417044935151075,43.841081803604844,-0.16805170471002606,19.55020889627902,0.13955455429824348,47.63566179151426,-0.397666536899588,161.65610961645825,0.0,50.1224852134893,0.0,0.0,56.44254617509117,0.0,40.088684601730115,0.0,16.547762896477714,0.0,48.13896921789174,-0.015178163743678752,158.03071470223614,0.0,50.1224852134893,0.0,0.0,56.44254617509117,0.0,40.088684601730115,0.0,16.547762896477714,0.0,48.13896921789174,-0.015178163743678752,158.03071470223614,32.77167956695004,57.12990695737058,38.12393099653675,52.63633731278936
CONFIRM3,confirm,可采纳,,U1,True,[],0.21280876035337792,47.01759772521671,0.833753869999998,0.0,55.55312994447065,0.5971545840680825,43.841081803604844,-0.08134729078996816,19.55020889627902,0.13955455429824348,47.36781795829098,-0.397666536899588,161.65610961645825,0.0,50.1224852134893,0.0,0.0,56.28285030356772,0.0,40.088684601730115,0.0,16.547762896477714,0.0,48.853928988672926,-0.015178163743678752,158.03071470223614,0.0,50.1224852134893,0.0,0.0,56.28285030356772,0.0,40.088684601730115,0.0,16.547762896477714,0.0,48.853928988672926,-0.015178163743678752,158.03071470223614,32.36940230707823,56.72079798420757,38.12393099653675,52.63633731278936
C030R30,hysteresis,不采纳,主读数 -1.38pp < −1pp；回撤通道未过：主读数 -1.38pp < −1pp,U1,False,"[{""metric"": ""滚动5年回撤中位"", ""delta"": -1.0918617577163836, ""beyond_limit"": true}, {""metric"": ""滚动3年回撤中位"", ""delta"": -0.19052295389121454, ""beyond_limit"": false}, {""metric"": ""逐年最差"", ""delta"": -0.7236501034859066, ""beyond_limit"": false}]",0.17455526965539647,46.79649550410691,-1.3843650400000032,-8.549092308547145,46.54384954997524,-0.7030827522177652,42.24884363596608,3.52010324924511,26.5362134820749,-1.972797724426123,45.53113415821872,-4.21867316080089,158.16358695801478,2.7656081029745705,53.634155847936285,3.304739890000001,-7.010507119121328,49.55020821470663,2.3727314286240753,42.672522667424616,4.517260679737634,23.491496920802035,1.0918617577163836,48.70040959876357,-4.832647664666434,152.50968566925488,2.7656081029745705,53.634155847936285,3.304739890000001,-7.010507119121328,49.55020821470663,2.3727314286240753,42.672522667424616,4.517260679737634,23.491496920802035,1.0918617577163836,48.70040959876357,-4.832647664666434,152.50968566925488,36.54337825218042,46.99185922443693,38.76179363652301,47.66017531780964
