group,arm,metric,level_median,paired_delta_median,positive_starts,finite_delta_starts
full,BASE,年化,0.46544187294887385,0.0,0,14
full,BASE,最大回撤,0.5508931054523626,0.0,0,14
full,BASE,Sharpe,1.0038356294347204,0.0,0,14
full,BASE,Calmar,0.8333635380424529,0.0,0,14
full,BASE,平均仓位,1.620724664263457,0.0,0,14
full,BASE,年均换手,6.534083537856631,0.0,0,14
full,BASE,持仓数中位,7.0,0.0,0,14
full,BASE,单票权重中位,0.6306357301191918,0.0,0,14
full,BASE,单票权重P90,0.746792862109978,0.0,0,14
full,BASE,单票权重最大,0.9531775632103525,0.0,0,14
full,BASE,前三权重中位,1.4210367736154308,0.0,0,14
full,BASE,单票超60%天数占比,0.7198076595018765,0.0,0,14
full,BASE,滚动3年年化中位,0.4979943217229439,0.0,0,14
full,BASE,滚动3年回撤中位,0.43404959452958614,0.0,0,14
full,BASE,滚动3年Calmar中位,1.1334386005359702,0.0,0,14
full,BASE,滚动3年Sharpe中位,1.0383479304627907,0.0,0,14
full,BASE,滚动3年为负的窗口占比,0.0,0.0,0,14
full,BASE,滚动5年年化中位,0.5087574927834937,0.0,0,14
full,BASE,滚动5年年化P25,0.4381097133613221,0.0,0,14
full,BASE,滚动5年年化最差,0.19713889215837976,0.0,0,14
full,BASE,滚动5年回撤中位,0.47199612971470933,0.0,0,14
full,BASE,滚动5年Calmar中位,1.123430122486294,0.0,0,14
full,BASE,滚动5年Sharpe中位,1.036618340788589,0.0,0,14
full,BASE,滚动5年为负的窗口占比,0.0,0.0,0,14
full,BASE,滚动5年窗口数,102.0,0.0,0,14
full,BASE,互不重叠5年块中位,0.6495271198763342,0.0,0,14
full,BASE,滚动10年年化中位,0.4797303590336247,0.0,0,14
full,BASE,滚动10年窗口数,42.0,0.0,0,14
full,BASE,逐年收益中位,0.37212549037184617,0.0,0,14
full,BASE,逐年为正比例,0.7928571428571429,0.0,0,14
full,BASE,逐年最差,-0.15665277932432325,0.0,0,14
full,BASE,完整自然年数,12.5,0.0,0,14
full,BASE,强平次数,0.0,0.0,0,14
full,BASE,最低担保比例,1.8712874542923101,0.0,0,14
full,BASE,最低股票同跌缓冲,0.3052904584380387,0.0,0,14
full,BASE,最低总资产冲击缓冲,0.30529045843803876,0.0,0,14
full,BASE,rf覆盖率,1.0,0.0,0,14
full,BASE,年化_交易日口径,0.467027937768996,0.0,0,14
full,BASE,最低担保比例日,20165470.0,0.0,0,14
full,BASE,最低股票同跌缓冲日,20165470.0,0.0,0,14
full,BASE,滚动5年年化最差窗口末日,20181228.0,0.0,0,14
full,BASE,最大回撤起日,20150610.5,0.0,0,14
full,BASE,最大回撤止日,20160530.0,0.0,0,14
full,BASE,末次净值日,20260828.0,0.0,0,14
full,BASE,最低现金,-5.684341886080802e-14,0.0,0,14
full,BASE,负现金日数,0.0,0.0,0,14
full,BASE,最低现金日,20146108.0,0.0,0,14
full,BASE,滚动5年窗口年化,,0.0,0,14
full,OFF,年化,0.44738656791504294,-0.018703604849209632,5,14
full,OFF,最大回撤,0.6562921510876707,0.11149254682499338,14,14
full,OFF,Sharpe,0.9432754766633049,-0.059770528806208145,4,14
full,OFF,Calmar,0.6442028571175746,-0.1702009347942473,2,14
full,OFF,平均仓位,1.6577559205505796,0.03963563492824851,14,14
full,OFF,年均换手,6.593754886620897,0.001119687759655097,7,14
full,OFF,持仓数中位,7.0,0.0,0,14
full,OFF,单票权重中位,0.650827064421408,0.019095655991617888,14,14
full,OFF,单票权重P90,0.8986304177217252,0.11831456847861416,14,14
full,OFF,单票权重最大,1.0287398019145182,0.11038190930274716,12,14
full,OFF,前三权重中位,1.4560839739578273,0.0199517945140254,11,14
full,OFF,单票超60%天数占比,0.7985128621833483,0.0777177607156243,14,14
full,OFF,滚动3年年化中位,0.4986528415725914,0.0017776746812689925,7,14
full,OFF,滚动3年回撤中位,0.4424381626907721,0.0009115618480292076,8,14
full,OFF,滚动3年Calmar中位,1.108780377068125,-0.033444326058732265,5,14
full,OFF,滚动3年Sharpe中位,1.0094842014003134,-0.016170300933375015,6,14
full,OFF,滚动3年为负的窗口占比,0.011596703086064787,0.0040650406504065045,7,14
full,OFF,滚动5年年化中位,0.5173477733985737,0.016569692206334197,9,14
full,OFF,滚动5年年化P25,0.4170204328903374,-0.020186190641997004,5,14
full,OFF,滚动5年年化最差,0.11095814736766896,-0.05121151546893521,2,14
full,OFF,滚动5年回撤中位,0.4606629168231684,-0.001174707626830085,6,14
full,OFF,滚动5年Calmar中位,1.1545805781550702,-0.00288908596983084,7,14
full,OFF,滚动5年Sharpe中位,1.0301130007889552,0.006532107857884661,7,14
full,OFF,滚动5年为负的窗口占比,0.0,0.0,4,14
full,OFF,滚动5年窗口数,102.0,0.0,0,14
full,OFF,互不重叠5年块中位,0.650316537040756,-0.0008316977765742695,7,14
full,OFF,滚动10年年化中位,0.461775541557915,-0.01904863358311326,5,14
full,OFF,滚动10年窗口数,42.0,0.0,0,14
full,OFF,逐年收益中位,0.3853472303283445,0.017810931372211014,10,14
full,OFF,逐年为正比例,0.75,0.0,0,14
full,OFF,逐年最差,-0.22874492193908924,-0.04284335613791096,0,14
full,OFF,完整自然年数,12.5,0.0,0,14
full,OFF,强平次数,0.0,0.0,0,14
full,OFF,最低担保比例,1.772859705316526,-0.09226925626685079,0,14
full,OFF,最低股票同跌缓冲,0.26670136443643816,-0.03666278727783012,0,14
full,OFF,最低总资产冲击缓冲,0.26670136443643816,-0.03666278727783018,0,14
full,OFF,rf覆盖率,1.0,0.0,0,14
full,OFF,年化_交易日口径,0.4490490385639445,-0.018776832871691185,5,14
full,OFF,最低担保比例日,20150825.0,10103.5,7,14
full,OFF,最低股票同跌缓冲日,20150825.0,10103.5,7,14
full,OFF,滚动5年年化最差窗口末日,20190829.0,0.0,1,14
full,OFF,最大回撤起日,20150612.0,0.0,3,14
full,OFF,最大回撤止日,20160530.0,0.0,2,14
full,OFF,末次净值日,20260828.0,0.0,0,14
full,OFF,最低现金,0.0,0.0,4,14
full,OFF,负现金日数,0.0,0.0,0,14
full,OFF,最低现金日,20136116.0,0.0,2,14
full,OFF,滚动5年窗口年化,,0.008597680649999995,8,14
full,FIX100,年化,0.22589196554546165,-0.24187679539904516,0,14
full,FIX100,最大回撤,0.47036787344101333,-0.08579802532914443,0,14
full,FIX100,Sharpe,0.743588709134865,-0.24198195209263273,0,14
full,FIX100,Calmar,0.4840542833283876,-0.33770653585456273,0,14
full,FIX100,平均仓位,0.9702126153829196,-0.6522222784422036,0,14
full,FIX100,年均换手,3.5680577115756664,-2.907713901079944,0,14
full,FIX100,持仓数中位,4.0,-3.0,0,14
full,FIX100,单票权重中位,0.5836896049947027,-0.05034414916659974,0,14
full,FIX100,单票权重P90,0.6500914776803179,-0.09484964533950713,0,14
full,FIX100,单票权重最大,0.7388683352799871,-0.21108284142569417,0,14
full,FIX100,前三权重中位,0.9699851761182205,-0.46140591980998724,0,14
full,FIX100,单票超60%天数占比,0.42484834538714344,-0.29866930777267253,0,14
full,FIX100,滚动3年年化中位,0.23573240181824762,-0.2640650423824036,0,14
full,FIX100,滚动3年回撤中位,0.32936634016101457,-0.11248809433167839,0,14
full,FIX100,滚动3年Calmar中位,0.7562039400246098,-0.40003528996206933,0,14
full,FIX100,滚动3年Sharpe中位,0.786951143425088,-0.23453602337559742,0,14
full,FIX100,滚动3年为负的窗口占比,0.011157239231966789,0.0,4,14
full,FIX100,滚动5年年化中位,0.26259903711882826,-0.2367358824413618,0,14
full,FIX100,滚动5年年化P25,0.1997719408816151,-0.24397017960701572,0,14
full,FIX100,滚动5年年化最差,0.041925643009181335,-0.1307352883507359,1,14
full,FIX100,滚动5年回撤中位,0.36759295344812287,-0.10908226462023451,0,14
full,FIX100,滚动5年Calmar中位,0.7577524180805449,-0.32887477132084375,0,14
full,FIX100,滚动5年Sharpe中位,0.7979842716656537,-0.19937916408842854,0,14
full,FIX100,滚动5年为负的窗口占比,0.0,0.0,1,14
full,FIX100,滚动5年窗口数,102.0,0.0,0,14
full,FIX100,互不重叠5年块中位,0.30775823897623406,-0.3326506906211109,0,14
full,FIX100,滚动10年年化中位,0.24310342638613425,-0.24154122780918408,0,14
full,FIX100,滚动10年窗口数,42.0,0.0,0,14
full,FIX100,逐年收益中位,0.24015132045554954,-0.10177186251797787,1,14
full,FIX100,逐年为正比例,0.80625,0.0,4,14
full,FIX100,逐年最差,-0.212477766936711,-0.018312859636793466,7,14
full,FIX100,完整自然年数,12.5,0.0,0,14
full,FIX100,强平次数,0.0,0.0,0,14
full,FIX100,最低担保比例,450.976017636713,449.11514356957025,14,14
full,FIX100,最低股票同跌缓冲,0.9971136480871841,0.6926522890837428,14,14
full,FIX100,最低总资产冲击缓冲,0.9971136480871841,0.6926522890837428,14,14
full,FIX100,rf覆盖率,1.0,0.0,0,14
full,FIX100,年化_交易日口径,0.22683511542819912,-0.24271729623432003,0,14
full,FIX100,最低担保比例日,20191226.0,25756.0,7,14
full,FIX100,最低股票同跌缓冲日,20191226.0,25756.0,7,14
full,FIX100,滚动5年年化最差窗口末日,20200430.0,0.0,5,14
full,FIX100,最大回撤起日,20150612.0,0.0,4,14
full,FIX100,最大回撤止日,20160203.0,-8.5,4,14
full,FIX100,末次净值日,20260828.0,0.0,0,14
full,FIX100,最低现金,0.31146671614317256,0.31146671614317256,14,14
full,FIX100,负现金日数,0.0,0.0,0,14
full,FIX100,最低现金日,20220472.0,24946.0,10,14
full,FIX100,滚动5年窗口年化,,-0.24911672869999998,0,14
full,C000R30,年化,0.48908893943444054,0.008250738221378562,8,14
full,C000R30,最大回撤,0.5137126036357298,-0.03655925112154057,2,14
full,C000R30,Sharpe,1.0633599760636847,0.03304826126321453,10,14
full,C000R30,Calmar,0.9512081500918528,0.08785673784529058,9,14
full,C000R30,平均仓位,1.5122783415772951,-0.10887490412293999,0,14
full,C000R30,年均换手,6.690059517898874,0.15613340557710886,11,14
full,C000R30,持仓数中位,7.0,0.0,4,14
full,C000R30,单票权重中位,0.6293230328531054,-0.0030572430031128306,4,14
full,C000R30,单票权重P90,0.7140208856372455,-0.031007798285586585,0,14
full,C000R30,单票权重最大,0.8806349313799409,-0.03848221117877326,0,14
full,C000R30,前三权重中位,1.420235761600325,-0.001391175192396843,7,14
full,C000R30,单票超60%天数占比,0.7284772848377545,0.0027284991719556118,10,14
full,C000R30,滚动3年年化中位,0.49821407671548923,-0.013413105177865425,6,14
full,C000R30,滚动3年回撤中位,0.4646393525082829,0.026066293377551786,12,14
full,C000R30,滚动3年Calmar中位,1.0742862386251537,-0.08843353348474159,3,14
full,C000R30,滚动3年Sharpe中位,1.1041967197112474,0.06365809601434402,10,14
full,C000R30,滚动3年为负的窗口占比,0.0,0.0,2,14
full,C000R30,滚动5年年化中位,0.52189071315736,0.002056019153847566,7,14
full,C000R30,滚动5年年化P25,0.39862681202082517,-0.04153924800059594,4,14
full,C000R30,滚动5年年化最差,0.19238316078942597,-0.004350665395670306,6,14
full,C000R30,滚动5年回撤中位,0.5134963630037852,0.040601609298322294,11,14
full,C000R30,滚动5年Calmar中位,1.0412842647818612,-0.048670659630018764,3,14
full,C000R30,滚动5年Sharpe中位,1.0820433074780023,0.026048038022984443,8,14
full,C000R30,滚动5年为负的窗口占比,0.0,0.0,0,14
full,C000R30,滚动5年窗口数,102.0,0.0,0,14
full,C000R30,互不重叠5年块中位,0.6104087850776458,-0.022387199119408674,6,14
full,C000R30,滚动10年年化中位,0.4702436906615485,-0.0030159062553433147,7,14
full,C000R30,滚动10年窗口数,42.0,0.0,0,14
full,C000R30,逐年收益中位,0.45997849295341026,0.1155160205386237,11,14
full,C000R30,逐年为正比例,0.7846153846153847,0.0,1,14
full,C000R30,逐年最差,-0.3668454332832223,-0.20509122127020674,0,14
full,C000R30,完整自然年数,12.5,0.0,0,14
full,C000R30,强平次数,0.0,0.0,0,14
full,C000R30,最低担保比例,1.7970488534842013,-0.07141690318858818,0,14
full,C000R30,最低股票同跌缓冲,0.27659173024753764,-0.027646203059590424,0,14
full,C000R30,最低总资产冲击缓冲,0.27659173024753764,-0.02764620305959048,0,14
full,C000R30,rf覆盖率,1.0,0.0,0,14
full,C000R30,年化_交易日口径,0.490597052556342,0.008282023355182022,8,14
full,C000R30,最低担保比例日,20200323.0,34853.0,7,14
full,C000R30,最低股票同跌缓冲日,20200323.0,34853.0,7,14
