date,net_equity,cash,positions,cash_ratio,debt,margin_ratio,top1_weight,top3_weight
2016-11-01,3000000.00,3000000.00,0,1.0000,0.00,,0.0000,0.0000
2016-11-02,2997375.06,2700527.06,2,0.9010,0.00,,0.0498,0.0990
2016-11-03,3003734.15,2401290.15,2,0.7994,0.00,,0.1008,0.2006
2016-11-04,3006429.16,2101349.16,2,0.6990,0.00,,0.1512,0.3010
2016-11-07,3015276.03,1800098.03,2,0.5970,0.00,,0.2030,0.4030
2016-11-08,2994528.11,1500871.11,2,0.5012,0.00,,0.2527,0.4988
2016-11-09,2978707.44,1203787.44,2,0.4041,0.00,,0.3001,0.5959
2016-11-10,3021098.24,901950.24,2,0.2986,0.00,,0.3594,0.7014
2016-11-11,3036179.21,447090.21,3,0.1473,0.00,,0.4061,0.8527
2016-11-14,3074559.78,0.00,4,0.0000,165986.22,19.5230,0.4532,1.0045
2016-11-15,3020711.68,0.00,4,0.0000,767699.32,4.9348,0.5036,1.1544
2016-11-16,2949330.40,0.00,4,0.0000,1355763.60,3.1754,0.5542,1.3091
2016-11-17,2971491.45,0.00,4,0.0000,1946360.55,2.5267,0.6041,1.4556
2016-11-18,2900220.81,0.00,4,0.0000,1946547.19,2.4899,0.6067,1.4696
2016-11-21,2915688.85,0.00,4,0.0000,1947107.15,2.4974,0.6084,1.4642
2016-11-22,2974714.80,0.00,4,0.0000,1980848.20,2.5017,0.6076,1.4671
2016-11-23,2903902.86,0.00,4,0.0000,1981038.14,2.4658,0.6121,1.4769
2016-11-24,2875863.89,0.00,4,0.0000,1981228.11,2.4516,0.6113,1.4791
2016-11-25,2915976.91,0.00,4,0.0000,1981418.09,2.4717,0.6077,1.4699
2016-11-28,2949907.92,0.00,4,0.0000,1981988.08,2.4884,0.6115,1.4671
2016-11-29,2813783.66,927867.98,5,0.3298,1873038.33,2.5023,0.6379,1.2354
2016-11-30,2785200.12,355676.98,5,0.1277,1854983.86,2.5015,0.6464,1.3401
2016-12-01,2976655.32,0.00,5,0.0000,1944302.68,2.5310,0.6564,1.3667
2016-12-02,2985081.99,-878.46,5,-0.0003,1986790.55,2.5025,0.6587,1.4181
2016-12-05,2935478.22,510.05,5,0.0002,1955175.83,2.5014,0.6632,1.4784
2016-12-06,2931320.69,836.57,5,0.0003,1952328.87,2.5014,0.6696,1.5271
2016-12-07,2930899.33,788.32,5,0.0003,1952048.98,2.5014,0.6684,1.5739
2016-12-08,2901301.86,121.36,4,0.0000,1932322.51,2.5015,0.6594,1.6154
2016-12-09,2899686.63,0.00,4,0.0000,1932565.37,2.5004,0.6549,1.6285
2016-12-12,2768923.69,0.00,4,0.0000,1933121.31,2.4324,0.6413,1.6597
2016-12-13,2791912.32,0.00,4,0.0000,1933306.68,2.4441,0.6417,1.6540
2016-12-14,2768163.94,0.00,4,0.0000,1933492.06,2.4317,0.6510,1.6601
2016-12-15,2615465.53,0.00,4,0.0000,1933677.47,2.3526,0.6802,1.6996
2016-12-16,2631386.11,0.00,4,0.0000,1933862.89,2.3607,0.6761,1.6950
2016-12-19,2594216.80,0.00,4,0.0000,1934419.20,2.3411,0.6858,1.7066
2016-12-20,2550117.30,0.00,4,0.0000,1934604.70,2.3182,0.6852,1.7191
2016-12-21,2621097.79,0.00,4,0.0000,1934790.21,2.3547,0.6855,1.6994
2016-12-22,2647087.27,0.00,4,0.0000,1934975.73,2.3680,0.6854,1.6919
2016-12-23,2595268.72,0.00,4,0.0000,1935161.28,2.3411,0.6889,1.7067
2016-12-26,2579858.03,0.00,4,0.0000,1935717.97,2.3328,0.6835,1.7102
2016-12-27,2598663.41,0.00,4,0.0000,1935903.59,2.3424,0.6860,1.7046
2016-12-28,2576404.14,1121513.06,3,0.4353,1716552.92,2.5009,0.6926,1.2310
2016-12-29,2589859.12,863134.64,3,0.3333,1716717.52,2.5086,0.6897,1.3296
2016-12-30,2560770.36,595852.16,3,0.2327,1705491.80,2.5015,0.6865,1.4333
2017-01-03,2583641.67,345591.64,3,0.1338,1706145.97,2.5143,0.6811,1.5266
2017-01-04,2638893.35,84429.91,4,0.0320,1706309.57,2.5466,0.6889,1.5670
2017-01-05,2651070.16,0.00,4,0.0000,1765149.84,2.5019,0.6877,1.6127
2017-01-06,2626867.90,0.00,4,0.0000,1765319.10,2.4880,0.6914,1.6181
2017-01-09,2640155.07,0.00,4,0.0000,1765826.93,2.4951,0.6959,1.6156
2017-01-10,2675928.59,0.00,4,0.0000,1780959.41,2.5025,0.6972,1.6127
2017-01-11,2655557.82,0.00,4,0.0000,1781130.18,2.4909,0.6985,1.6177
2017-01-12,2608045.02,0.00,4,0.0000,1781300.98,2.4641,0.6964,1.6294
2017-01-13,2651474.21,0.00,4,0.0000,1781471.79,2.4884,0.6976,1.6187
2017-01-16,2635874.73,0.00,4,0.0000,1781984.27,2.4792,0.6924,1.6214
2017-01-17,2627494.86,0.00,4,0.0000,1782155.14,2.4743,0.6865,1.6248
2017-01-18,2705340.79,0.00,4,0.0000,1799803.21,2.5031,0.6824,1.6106
2017-01-19,2752407.89,0.00,4,0.0000,1832325.11,2.5021,0.6894,1.6124
2017-01-20,2769102.08,0.00,4,0.0000,1842653.92,2.5028,0.6852,1.6120
2017-01-23,2792187.85,0.00,4,0.0000,1858357.15,2.5025,0.6922,1.6124
2017-01-24,2839635.35,0.00,4,0.0000,1888924.65,2.5033,0.6893,1.6124
2017-01-25,2864460.04,0.00,4,0.0000,1906960.96,2.5021,0.6870,1.6139
2017-01-26,2886680.04,0.00,5,0.0000,1921099.96,2.5026,0.6793,1.6099
2017-02-03,2854660.32,0.00,5,0.0000,1922573.68,2.4848,0.6869,1.6164
2017-02-06,2849185.25,0.00,5,0.0000,1923126.75,2.4815,0.6920,1.6184
2017-02-07,2908460.72,0.00,5,0.0000,1935184.28,2.5029,0.7021,1.6068
2017-02-08,2928942.02,0.00,5,0.0000,1949297.98,2.5026,0.7014,1.6029
2017-02-09,2943360.00,0.00,5,0.0000,1959925.00,2.5018,0.6956,1.5993
2017-02-10,3002921.69,0.00,6,0.0000,1999971.31,2.5015,0.6912,1.5855
2017-02-13,3086796.30,0.00,6,0.0000,2055592.70,2.5017,0.6799,1.5694
2017-02-14,3056275.19,0.00,6,0.0000,2055789.81,2.4867,0.6768,1.5744
