security_code,security_name,entry_date,exit_date,holding_days,buys,sells,invested,proceeds,dividends,return_pct,max_drawdown_in_cycle,max_money_drawdown,entry_stop,entry_stop_ma,entry_pv_ratio,entry_upside,entry_intrinsic_value,entry_band_low,entry_band_high,exit_reason
601225,陕西煤业,2016-05-04,2016-05-10,6,4,1,595951.00,548680.00,0.00,-0.079320,0.116466,0.073774,4.4833,60,0.4486,1.2025,11.0343,11.0078,11.0608,跌破建仓日MA60止损
601009,,2016-05-04,2018-06-27,784,31,9,2267424.00,2634084.80,67101.20,0.161708,0.250243,0.158694,5.8992,60,0.9332,0.0704,18.4000,18.3558,18.4442,换仓：让位给空间更大的002128
600309,万华化学,2016-05-26,2017-11-28,551,21,20,2191531.00,5648554.20,57600.00,1.577447,0.180083,0.144339,12.1310,60,0.6986,0.4503,21.9572,21.9045,22.0099,涨幅≥125%清空
601398,工商银行,2016-06-08,2016-10-13,127,23,14,1664330.00,1761857.54,73209.54,0.058599,0.045852,0.030586,4.0495,60,0.9402,0.0660,4.6799,4.6687,4.6911,换仓：让位给空间更大的000338
601225,陕西煤业,2016-08-11,2016-12-12,123,15,1,822928.00,717860.00,0.00,-0.127676,0.279770,0.284435,5.2767,60,0.5474,0.9190,11.0343,11.0078,11.0608,跌破建仓日MA60止损
601088,中国神华,2016-09-07,2018-04-02,572,20,6,1898160.00,2531817.00,54326.00,0.333827,0.277100,0.268067,14.1738,60,0.5393,0.8704,28.0366,27.9693,28.1039,移出股票库·逐步清仓
000338,潍柴动力,2016-10-25,2021-03-10,1597,54,17,13244780.00,22579003.80,877980.80,0.704747,0.271620,0.362080,3.0298,60,0.6874,0.3724,13.5728,13.5402,13.6054,换仓：让位给空间更大的600897
601398,工商银行,2016-12-12,2016-12-16,4,1,1,463.00,443.00,0.00,-0.043197,0.030635,0.030635,4.4468,60,0.9739,0.0179,4.7129,4.7016,4.7242,跌破建仓日MA60止损
601225,陕西煤业,2017-02-20,2019-03-15,753,38,7,2337820.00,3074655.20,183933.20,0.315180,0.302899,0.297527,4.7748,60,0.5120,0.9157,11.0343,11.0078,11.0608,换仓：让位给空间更大的002128
000651,格力电器,2017-05-03,2019-05-17,744,6,2,719497.00,959085.00,28080.00,0.332994,0.378397,0.371775,27.2835,60,0.9634,0.0482,34.2227,34.1406,34.3048,换仓：让位给空间更大的601225
600585,,2017-06-14,2017-06-15,1,1,1,159225.00,158850.00,0.00,-0.002355,0.000000,0.000000,21.2360,60,0.9802,0.0611,22.5268,22.4727,22.5809,跌破建仓日MA60止损
600585,,2017-06-28,2020-09-03,1163,41,14,7941128.00,12983630.00,693648.00,0.634986,0.277820,0.327906,15.8463,60,0.9797,0.0198,22.0268,21.9739,22.0797,换仓：让位给空间更大的601088
600309,万华化学,2018-06-11,2018-09-17,98,2,1,225336.00,179460.00,0.00,-0.203589,0.251782,0.263357,39.9648,60,0.8991,0.0702,52.7632,52.6366,52.8898,跌破建仓日MA60止损
002152,,2018-09-21,2018-10-16,25,1,1,135744.00,123872.00,0.00,-0.087459,0.137285,0.137285,5.6723,60,0.9651,0.0037,6.0823,6.0677,6.0969,跌破建仓日MA60止损
600066,宇通客车,2019-01-07,2019-01-29,22,11,1,728445.00,697320.00,0.00,-0.042728,0.064000,0.054215,11.7210,60,0.6007,0.6406,20.2612,20.2126,20.3098,跌破建仓日MA60止损
600309,万华化学,2019-01-25,2020-11-30,675,22,10,5833990.00,11738363.00,425680.00,1.012064,0.324728,0.316147,27.0355,60,0.4678,1.0829,67.3411,67.1795,67.5027,涨幅≥125%清空
600066,宇通客车,2019-02-13,2019-07-23,160,5,1,64179.00,66248.00,2450.00,0.032238,0.241615,0.234337,11.3343,60,0.5967,0.6446,20.2612,20.2126,20.3098,换仓：让位给空间更大的601225
002128,电投能源,2019-03-15,2019-08-09,147,10,1,2800085.00,2342340.00,0.00,-0.163475,0.230010,0.237696,7.8108,60,0.5241,0.9015,17.0567,17.0158,17.0976,跌破建仓日MA60止损
002466,天齐锂业,2019-04-03,2019-04-25,22,3,1,1495193.00,1320422.00,0.00,-0.116889,0.121268,0.127363,33.3448,60,0.3934,1.5474,94.8895,94.6618,95.1172,跌破建仓日MA60止损
601225,陕西煤业,2019-08-09,2019-09-27,49,10,1,1616988.00,1561084.00,0.00,-0.034573,0.052859,0.061519,8.8053,60,0.5361,0.8985,17.0676,17.0266,17.1086,跌破建仓日MA60止损
