date,net_equity,cash,positions,cash_ratio,debt,margin_ratio,top1_weight,top3_weight
2014-05-05,3000000.00,3000000.00,0,1.0000,0.00,,0.0000,0.0000
2014-05-06,3001091.12,2555605.12,3,0.8516,0.00,,0.0501,0.1484
2014-05-07,2991387.86,1962285.86,4,0.6560,0.00,,0.0997,0.2943
2014-05-08,2997525.62,1369101.62,4,0.4567,0.00,,0.1511,0.4433
2014-05-09,3004864.11,773512.11,4,0.2574,0.00,,0.2002,0.5944
2014-05-12,3041628.41,167059.41,4,0.0549,0.00,,0.2511,0.7454
2014-05-13,3078004.20,0.00,9,0.0000,1207762.80,3.5485,0.3022,0.8898
2014-05-14,3034170.16,0.00,9,0.0000,2020685.84,2.5016,0.3488,1.0238
2014-05-15,2988194.39,164.45,9,0.0001,1990210.06,2.5014,0.3484,1.0256
2014-05-16,2989032.22,0.00,9,0.0000,1990639.78,2.5015,0.3504,1.0296
2014-05-19,2932060.60,0.00,8,0.0000,1989314.40,2.4739,0.3532,1.0372
2014-05-20,2960361.69,282.61,8,0.0001,1971672.92,2.5014,0.3436,0.9863
2014-05-21,2969825.05,0.00,8,0.0000,1977667.95,2.5017,0.3414,0.9614
2014-05-22,2930869.01,62.97,8,0.0000,1952026.96,2.5014,0.3438,1.0071
2014-05-23,2951195.21,0.00,8,0.0000,1965323.79,2.5016,0.3764,1.0547
2014-05-26,3001666.92,0.00,8,0.0000,1998907.08,2.5017,0.4204,1.1001
2014-05-27,3008720.35,0.00,8,0.0000,2003837.65,2.5015,0.4685,1.1054
2014-05-28,3049763.94,0.00,8,0.0000,2031066.06,2.5016,0.5124,1.1449
2014-05-29,3025189.19,262.10,9,0.0001,2014861.91,2.5014,0.5574,1.1423
2014-05-30,3011535.98,0.00,9,0.0000,2014793.02,2.4947,0.5587,1.1431
2014-06-03,2999012.84,32.88,9,0.0000,1997416.04,2.5014,0.5614,1.1433
2014-06-04,2960534.44,219.48,8,0.0001,1971855.04,2.5014,0.5964,1.1829
2014-06-05,3012133.01,0.00,8,0.0000,2005875.99,2.5017,0.5920,1.1740
2014-06-06,2968996.67,0.00,8,0.0000,1990168.33,2.4918,0.5985,1.1789
2014-06-09,2971532.15,0.00,8,0.0000,1990740.85,2.4927,0.5984,1.1780
2014-06-10,3020682.05,0.00,9,0.0000,2011778.95,2.5015,0.5903,1.1649
2014-06-11,3034695.05,0.00,10,0.0000,2021013.95,2.5016,0.5897,1.1636
2014-06-12,3015147.26,0.00,10,0.0000,2021207.74,2.4918,0.5910,1.1650
2014-06-13,3070938.21,0.00,10,0.0000,2045112.79,2.5016,0.5819,1.1519
2014-06-16,3128992.56,0.00,10,0.0000,2083973.44,2.5015,0.5895,1.1526
2014-06-17,3065715.73,0.00,10,0.0000,2084173.27,2.4710,0.5984,1.1614
2014-06-18,3042594.71,0.00,10,0.0000,2063303.29,2.4746,0.6033,1.1694
2014-06-19,3026284.86,0.00,10,0.0000,2063501.14,2.4666,0.6074,1.1751
2014-06-20,3032101.08,0.00,10,0.0000,2043364.92,2.4839,0.6063,1.1752
2014-06-23,3012974.26,0.00,10,0.0000,2043952.74,2.4741,0.6122,1.1794
2014-06-24,3050049.27,0.00,10,0.0000,2044148.73,2.4921,0.6060,1.1729
2014-06-25,3027521.25,0.00,10,0.0000,2044344.75,2.4809,0.6101,1.1788
2014-06-26,3072040.22,0.00,10,0.0000,2045795.78,2.5016,0.6050,1.1749
2014-06-27,3061148.04,0.00,10,0.0000,2045991.96,2.4962,0.5976,1.1760
2014-06-30,3093087.34,0.00,10,0.0000,2059980.66,2.5015,0.5956,1.1761
2014-07-01,3047826.80,0.00,10,0.0000,2060178.20,2.4794,0.6032,1.1849
2014-07-02,3096413.23,0.00,10,0.0000,2062194.77,2.5015,0.6012,1.1808
2014-07-03,3123827.31,0.00,10,0.0000,2080348.69,2.5016,0.5959,1.1825
2014-07-04,3134523.76,0.00,10,0.0000,2087473.24,2.5016,0.5967,1.1827
2014-07-07,3102682.25,0.00,10,0.0000,2088073.75,2.4859,0.6036,1.1906
2014-07-08,3124970.02,0.00,10,0.0000,2088273.98,2.4964,0.6005,1.1864
2014-07-09,3054571.75,-9.45,10,-0.0000,2036350.80,2.5000,0.6077,1.2490
2014-07-10,3060334.80,0.00,9,0.0000,2038195.20,2.5015,0.6095,1.2976
2014-07-11,3086580.19,0.00,9,0.0000,2055495.81,2.5016,0.6072,1.3009
2014-07-14,3144769.05,0.00,9,0.0000,2094290.95,2.5016,0.5580,1.2972
2014-07-15,3158403.14,0.00,9,0.0000,2103440.86,2.5015,0.5540,1.2962
2014-07-16,3135410.44,0.00,9,0.0000,2103642.56,2.4905,0.5601,1.3003
2014-07-17,3099817.32,0.00,9,0.0000,2103792.68,2.4734,0.5629,1.3020
2014-07-18,3111333.59,0.00,9,0.0000,2103994.41,2.4788,0.5583,1.2983
2014-07-21,3133689.33,0.00,9,0.0000,2104599.67,2.4890,0.5511,1.2990
2014-07-22,3193632.29,0.00,8,0.0000,2127646.71,2.5010,0.5541,1.3449
2014-07-23,3220288.10,0.00,9,0.0000,2144644.90,2.5015,0.5539,1.3417
2014-07-24,3364726.04,0.00,9,0.0000,2240775.96,2.5016,0.5461,1.3520
2014-07-25,3497364.61,0.00,9,0.0000,2329215.39,2.5015,0.5423,1.3551
2014-07-28,3662867.53,0.00,9,0.0000,2439253.47,2.5016,0.5368,1.3653
2014-07-29,3613215.63,0.00,9,0.0000,2439487.37,2.4811,0.5359,1.3733
2014-07-30,3590932.70,0.00,9,0.0000,2439721.30,2.4719,0.5414,1.3750
2014-07-31,3738806.26,0.00,9,0.0000,2489897.74,2.5016,0.5283,1.3731
2014-08-01,3808144.04,0.00,9,0.0000,2535965.96,2.5017,0.5294,1.3809
2014-08-04,3932707.58,-0.90,10,-0.0000,2619200.52,2.5015,0.5359,1.3845
2014-08-05,3904096.42,-0.90,10,-0.0000,2619451.68,2.4904,0.5354,1.3859
2014-08-06,3835012.24,-0.90,10,-0.0000,2619702.86,2.4639,0.5337,1.3929
2014-08-07,3699007.04,-0.90,10,-0.0000,2619954.06,2.4119,0.5435,1.4143
2014-08-08,3749091.58,24.65,9,0.0000,2496965.08,2.5015,0.5544,1.4190
2014-08-11,3855831.90,0.00,8,0.0000,2568537.10,2.5012,0.5889,1.4467
2014-08-12,3790731.60,0.00,8,0.0000,2568783.40,2.4757,0.5905,1.4567
2014-08-13,3828344.28,0.00,8,0.0000,2569029.72,2.4902,0.5870,1.4528
2014-08-14,3767380.93,0.00,8,0.0000,2569276.07,2.4663,0.5953,1.4658
2014-08-15,3781254.23,0.03,7,0.0000,2518390.80,2.5015,0.6030,1.4907
2014-08-18,3811272.57,0.00,7,0.0000,2538237.43,2.5015,0.6107,1.4910
2014-08-19,3848257.93,0.00,7,0.0000,2562886.07,2.5015,0.6152,1.4935
2014-08-20,3817102.18,0.00,7,0.0000,2563131.82,2.4892,0.6208,1.4992
2014-08-21,3776528.40,0.00,7,0.0000,2563377.60,2.4733,0.6254,1.5080
2014-08-22,3866075.48,-268.86,7,-0.0001,2574439.65,2.5017,0.6336,1.4987
2014-08-25,3766581.75,-6.00,6,-0.0000,2575180.25,2.4626,0.6423,1.5133
2014-08-26,3681966.82,-6.00,6,-0.0000,2575427.18,2.4297,0.6430,1.5260
2014-08-27,3737009.86,0.00,6,0.0000,2570985.14,2.4535,0.6396,1.5161
2014-08-28,3709638.33,0.00,6,0.0000,2571231.67,2.4427,0.6353,1.5186
2014-08-29,3777600.77,0.00,6,0.0000,2571478.23,2.4690,0.6296,1.5089
2014-09-01,3818742.03,0.00,6,0.0000,2572217.97,2.4846,0.6290,1.5028
2014-09-02,3862613.38,0.00,6,0.0000,2572464.62,2.5015,0.6258,1.4960
2014-09-03,3902976.44,0.00,7,0.0000,2599324.56,2.5015,0.6179,1.4943
