date,net_equity,cash,positions,cash_ratio,debt,margin_ratio,top1_weight,top3_weight
2017-05-02,3000000.00,3000000.00,0,1.0000,0.00,,0.0000,0.0000
2017-05-03,2999409.50,2704524.50,2,0.9017,0.00,,0.0495,0.0983
2017-05-04,2998664.33,2557538.33,2,0.8529,0.00,,0.0980,0.1471
2017-05-05,2998807.79,2261690.79,2,0.7542,0.00,,0.1475,0.2458
2017-05-08,2985550.02,1963662.02,2,0.6577,0.00,,0.1931,0.3423
2017-05-09,2972917.62,1669127.62,2,0.5614,0.00,,0.2400,0.4386
2017-05-10,2979914.07,1373164.07,2,0.4608,0.00,,0.2916,0.5392
2017-05-11,3020391.26,1074843.26,2,0.3559,0.00,,0.3494,0.6441
2017-05-12,3023307.41,776199.41,2,0.2567,0.00,,0.4003,0.7433
2017-05-15,3051265.97,472202.97,2,0.1548,0.00,,0.4460,0.8452
2017-05-16,3070303.35,321076.35,2,0.1046,0.00,,0.4998,0.8954
2017-05-17,3030508.69,169627.69,2,0.0560,0.00,,0.5464,0.9440
2017-05-18,3034881.73,0.00,3,0.0000,275498.27,12.0160,0.5894,1.0908
2017-05-19,3034684.00,0.00,3,0.0000,605548.00,6.0115,0.6075,1.1995
2017-05-22,3087598.08,0.00,3,0.0000,918454.92,4.3617,0.6123,1.2975
2017-05-23,3179548.48,0.00,3,0.0000,1093366.52,3.9080,0.6029,1.3439
2017-05-24,3175554.28,0.00,3,0.0000,1251228.72,3.5379,0.5994,1.3940
2017-05-25,3199244.73,0.00,3,0.0000,1423339.27,3.2477,0.5964,1.4449
2017-05-26,3199774.60,0.00,3,0.0000,1593178.40,3.0084,0.6080,1.4979
2017-05-31,3189735.45,0.00,3,0.0000,1751243.55,2.8214,0.6101,1.5490
2017-06-01,3179955.47,1037165.94,3,0.3262,1751411.48,2.8157,0.6100,1.2246
2017-06-02,3200649.52,1037165.94,3,0.3240,1751579.42,2.8273,0.5976,1.2232
2017-06-05,3187572.64,1037165.94,3,0.3254,1752083.30,2.8193,0.5960,1.2243
2017-06-06,3243858.19,992622.50,3,0.3060,1752251.31,2.8513,0.6168,1.2342
2017-06-07,3275306.16,992622.50,3,0.3031,1752419.33,2.8690,0.6169,1.2320
2017-06-08,3372389.75,825528.12,3,0.2448,1752587.37,2.9242,0.6277,1.2749
2017-06-09,3362837.43,659483.86,3,0.1961,1752755.43,2.9186,0.6259,1.3251
2017-06-12,3469706.30,487542.94,3,0.1405,1753259.65,2.9790,0.6324,1.3648
2017-06-13,3461023.15,314529.92,3,0.0909,1753427.77,2.9739,0.6302,1.4157
2017-06-14,3392109.00,0.00,4,0.0000,1775526.00,2.9105,0.6272,1.4720
2017-06-15,3381867.76,0.00,4,0.0000,1944205.24,2.7395,0.6310,1.5246
2017-06-16,3365841.80,0.00,5,0.0000,2240068.20,2.5026,0.6245,1.5281
2017-06-19,3465608.05,0.00,5,0.0000,2307581.95,2.5018,0.6287,1.5080
2017-06-20,3462544.77,0.00,5,0.0000,2307803.23,2.5004,0.6293,1.5088
2017-06-21,3589586.46,0.00,5,0.0000,2390639.54,2.5015,0.6270,1.4897
2017-06-22,3568448.22,0.00,5,0.0000,2390868.78,2.4925,0.6320,1.4942
2017-06-23,3700617.93,0.00,5,0.0000,2464018.07,2.5019,0.6314,1.4751
2017-06-26,3808853.23,0.00,5,0.0000,2536390.77,2.5017,0.6231,1.4534
2017-06-27,3874201.57,-3.56,5,-0.0000,2580221.87,2.5015,0.6245,1.4396
2017-06-28,3869456.16,-3.56,5,-0.0000,2580469.29,2.4995,0.6091,1.4398
2017-06-29,3876099.71,-3.56,5,-0.0000,2580716.73,2.5019,0.6102,1.4367
2017-06-30,3902724.25,-3.56,5,-0.0000,2580964.20,2.5121,0.6161,1.4355
2017-07-03,3875314.78,-3.56,5,-0.0000,2581706.66,2.5011,0.6102,1.4311
2017-07-04,3827101.22,-3.56,5,-0.0000,2581954.23,2.4822,0.6084,1.4377
2017-07-05,3940994.63,105116.44,5,0.0267,2582201.81,2.5262,0.5818,1.3927
2017-07-06,3991410.02,105116.44,5,0.0263,2582449.42,2.5456,0.5736,1.3748
2017-07-07,3977070.39,105116.44,5,0.0264,2582697.05,2.5399,0.5640,1.3684
2017-07-10,4032738.42,143158.44,5,0.0355,2583440.02,2.5610,0.5656,1.3536
2017-07-11,4151916.70,143158.44,5,0.0345,2583687.75,2.6070,0.5842,1.3585
2017-07-12,4123826.95,143158.44,5,0.0347,2583935.50,2.5959,0.5777,1.3581
2017-07-13,4118627.17,143158.44,5,0.0348,2584183.27,2.5938,0.5815,1.3572
2017-07-14,4166613.37,143158.44,5,0.0344,2584431.07,2.6122,0.5758,1.3500
2017-07-17,4145468.91,143158.44,5,0.0345,2585174.54,2.6036,0.5784,1.3562
2017-07-18,4115813.01,143158.44,5,0.0348,2585422.43,2.5919,0.5708,1.3547
2017-07-19,4263316.10,143158.44,5,0.0336,2585670.35,2.6488,0.5478,1.3232
2017-07-20,4347556.16,152475.44,5,0.0351,2585918.29,2.6812,0.5513,1.3213
2017-07-21,4332298.19,157825.44,5,0.0364,2586166.25,2.6752,0.5488,1.3216
2017-07-24,4332591.22,157825.44,5,0.0364,2586910.22,2.6748,0.5567,1.3267
2017-07-25,4311165.16,157825.44,5,0.0366,2587158.28,2.6664,0.5557,1.3312
2017-07-26,4263321.08,157825.44,5,0.0370,2587406.36,2.6477,0.5479,1.3382
2017-07-27,4105552.97,157825.44,5,0.0384,2587654.47,2.5866,0.5533,1.3599
2017-07-28,4192266.84,157825.44,5,0.0376,2587902.60,2.6199,0.5512,1.3477
2017-07-31,4353310.38,157825.44,5,0.0363,2588647.07,2.6817,0.5264,1.3262
2017-08-01,4318214.64,0.00,5,0.0000,2644807.36,2.6327,0.5310,1.3849
2017-08-02,4317911.37,0.00,5,0.0000,2860224.63,2.5096,0.5277,1.4344
2017-08-03,4254983.10,0.00,5,0.0000,2860498.90,2.4875,0.5261,1.4383
2017-08-04,4239527.80,0.00,5,0.0000,2860773.20,2.4820,0.5206,1.4381
2017-08-07,4287260.84,0.00,5,0.0000,2861596.16,2.4982,0.5235,1.4309
2017-08-08,4257882.44,0.00,5,0.0000,2861870.56,2.4878,0.5279,1.4393
2017-08-09,4321940.88,0.00,5,0.0000,2875746.12,2.5029,0.5294,1.4286
2017-08-10,4242286.12,0.00,5,0.0000,2876021.88,2.4751,0.5344,1.4428
2017-08-11,4014351.34,0.00,5,0.0000,2876297.66,2.3957,0.5551,1.4850
2017-08-14,4174172.91,0.00,5,0.0000,2877125.09,2.4508,0.5433,1.4646
2017-08-15,4229141.02,0.00,5,0.0000,2877400.98,2.4698,0.5327,1.4580
2017-08-16,4158642.11,0.00,5,0.0000,2877676.89,2.4451,0.5325,1.4650
2017-08-17,4214780.17,0.00,5,0.0000,2877952.83,2.4645,0.5276,1.4572
2017-08-18,4229088.20,0.00,5,0.0000,2878228.80,2.4693,0.5285,1.4546
2017-08-21,4281299.21,0.00,5,0.0000,2879056.79,2.4870,0.5306,1.4459
2017-08-22,4395927.67,0.00,5,0.0000,2926593.33,2.5021,0.5189,1.4460
2017-08-23,4346386.04,0.00,5,0.0000,2926873.96,2.4850,0.5267,1.4560
2017-08-24,4368014.38,0.00,5,0.0000,2927154.62,2.4922,0.5272,1.4531
2017-08-25,4420121.55,0.00,5,0.0000,2941800.45,2.5025,0.5239,1.4428
2017-08-28,4421721.26,0.00,5,0.0000,2944291.74,2.5018,0.5259,1.4416
2017-08-29,4378594.93,0.00,5,0.0000,2944574.07,2.4870,0.5252,1.4464
2017-08-30,4438798.47,0.00,5,0.0000,2955631.53,2.5018,0.5207,1.4383
2017-08-31,4417844.05,0.00,5,0.0000,2955914.95,2.4946,0.5109,1.4346
2017-09-01,4410636.61,0.00,5,0.0000,2956198.39,2.4920,0.5242,1.4272
2017-09-04,4502172.78,0.00,5,0.0000,2998029.22,2.5017,0.5124,1.4204
2017-09-05,4425951.30,0.00,5,0.0000,2998316.70,2.4761,0.5218,1.4252
2017-09-06,4510587.74,0.00,5,0.0000,3003961.26,2.5015,0.5310,1.4186
2017-09-07,4467252.69,0.00,5,0.0000,3004249.31,2.4870,0.5503,1.4282
2017-09-08,4494282.61,0.00,5,0.0000,3004537.39,2.4958,0.5554,1.4236
2017-09-11,4458894.29,0.00,5,0.0000,3005401.71,2.4836,0.5500,1.4226
2017-09-12,4681175.81,0.00,5,0.0000,3117452.19,2.5016,0.5621,1.4010
2017-09-13,4761048.14,0.00,6,0.0000,3171271.86,2.5013,0.5569,1.3926
2017-09-14,4692459.04,0.00,6,0.0000,3171575.96,2.4795,0.5591,1.3991
2017-09-15,4581655.92,0.00,6,0.0000,3171880.08,2.4445,0.5643,1.4178
2017-09-18,4538476.46,0.00,6,0.0000,3172792.54,2.4304,0.5615,1.4214
2017-09-19,4433419.22,0.00,6,0.0000,3173096.78,2.3972,0.5596,1.4310
2017-09-20,4528742.95,0.00,6,0.0000,3173401.05,2.4271,0.5535,1.4161
2017-09-21,4455494.65,0.00,6,0.0000,3173705.35,2.4039,0.5520,1.4297
2017-09-22,4480531.32,0.00,6,0.0000,3174009.68,2.4116,0.5374,1.4296
2017-09-25,4538947.25,0.00,6,0.0000,3174922.75,2.4296,0.5477,1.4272
2017-09-26,4591957.81,0.00,6,0.0000,3175227.19,2.4462,0.5475,1.4182
2017-09-27,4653512.33,0.00,6,0.0000,3175531.67,2.4654,0.5472,1.4092
2017-09-28,4658369.83,0.00,6,0.0000,3175836.17,2.4668,0.5569,1.4091
2017-09-29,4666608.30,0.00,6,0.0000,3176140.70,2.4693,0.5618,1.4072
2017-10-09,4756920.68,0.00,6,0.0000,3179186.32,2.4963,0.5617,1.4015
2017-10-10,4731930.83,0.00,6,0.0000,3179491.17,2.4883,0.5715,1.4082
2017-10-11,4672145.95,0.00,6,0.0000,3179796.05,2.4693,0.5513,1.4148
2017-10-12,4739675.04,0.00,6,0.0000,3180100.96,2.4904,0.5602,1.4118
2017-10-13,4694276.10,0.00,6,0.0000,3180405.90,2.4760,0.5491,1.4100
2017-10-16,4481056.18,0.00,6,0.0000,3181320.82,2.4086,0.5384,1.4306
2017-10-17,4523564.13,0.00,6,0.0000,3181625.87,2.4218,0.5349,1.4303
2017-10-18,4499573.04,0.00,6,0.0000,3181930.96,2.4141,0.5346,1.4334
2017-10-19,4487950.92,0.00,6,0.0000,3182236.08,2.4103,0.5343,1.4421
2017-10-20,4531891.78,0.00,6,0.0000,3173001.22,2.4283,0.5371,1.4332
2017-10-23,4516975.99,0.00,6,0.0000,3173914.01,2.4232,0.5362,1.4343
2017-10-24,4556950.65,0.00,6,0.0000,3174218.35,2.4356,0.5289,1.4278
2017-10-25,4644206.27,0.00,6,0.0000,3174522.73,2.4630,0.5258,1.4169
2017-10-26,4794858.68,0.00,6,0.0000,3193346.32,2.5015,0.5227,1.4010
2017-10-27,4788228.47,0.00,6,0.0000,3193652.53,2.4993,0.5338,1.4040
2017-10-30,4648686.75,0.00,6,0.0000,3194571.25,2.4552,0.5496,1.4221
2017-10-31,4584513.42,0.00,6,0.0000,3194877.58,2.4350,0.5420,1.4230
2017-11-01,4550411.06,0.00,6,0.0000,3195183.94,2.4241,0.5365,1.4214
2017-11-02,4488346.67,0.00,6,0.0000,3195490.33,2.4046,0.5499,1.4287
2017-11-03,4411996.25,0.00,6,0.0000,3195796.75,2.3806,0.5537,1.4449
2017-11-06,4629426.91,0.00,6,0.0000,3196716.09,2.4482,0.5491,1.4156
2017-11-07,4722445.38,0.00,6,0.0000,3197022.62,2.4771,0.5465,1.4039
