date,net_equity,cash,positions,cash_ratio,debt,margin_ratio,top1_weight,top3_weight
2013-05-02,3000000.00,3000000.00,0,1.0000,0.00,,0.0000,0.0000
2013-05-03,2996623.11,2700967.11,2,0.9013,0.00,,0.0503,0.0987
2013-05-06,3005507.85,2253106.85,3,0.7497,0.00,,0.1011,0.2503
2013-05-07,3008180.90,1953493.90,3,0.6494,0.00,,0.1487,0.3506
2013-05-08,3004856.98,1654170.98,3,0.5505,0.00,,0.1988,0.4495
2013-05-09,3026161.94,1353793.94,3,0.4474,0.00,,0.2417,0.5526
2013-05-10,3046762.81,1052626.81,3,0.3455,0.00,,0.2936,0.6545
2013-05-13,3029735.22,601757.22,4,0.1986,0.00,,0.3378,0.7511
2013-05-14,3005462.04,154571.04,4,0.0514,0.00,,0.3876,0.8490
2013-05-15,3069770.21,0.00,4,0.0000,125006.59,25.5569,0.4243,0.9404
2013-05-16,3071859.39,0.00,5,0.0000,738128.01,5.1617,0.4847,1.0884
2013-05-17,3129457.86,0.00,5,0.0000,1361479.34,3.2986,0.5329,1.2314
2013-05-20,3152110.04,0.00,5,0.0000,1990723.16,2.5834,0.5846,1.3865
2013-05-21,3158400.62,0.00,5,0.0000,2103421.38,2.5016,0.5771,1.3916
2013-05-22,3143896.72,0.00,5,0.0000,2103623.08,2.4945,0.5830,1.3954
2013-05-23,3039760.00,0.00,5,0.0000,2103824.80,2.4449,0.5893,1.4073
2013-05-24,3065629.47,0.00,5,0.0000,2104026.53,2.4570,0.5942,1.4018
2013-05-27,3119737.40,0.00,5,0.0000,2104631.80,2.4823,0.5940,1.3893
2013-05-28,3095158.19,0.00,5,0.0000,2104833.61,2.4705,0.5928,1.3924
2013-05-29,3130182.75,0.00,5,0.0000,2105035.45,2.4870,0.5875,1.3887
2013-05-30,3126481.50,0.00,5,0.0000,2105237.30,2.4851,0.5853,1.3895
2013-05-31,3047162.18,27.52,6,0.0000,2028521.33,2.5022,0.5872,1.3497
2013-06-03,2962966.44,0.00,6,0.0000,2029077.36,2.4603,0.5870,1.3561
2013-06-04,2947759.35,233.98,5,0.0001,1963247.23,2.5015,0.5954,1.3751
2013-06-05,3046882.65,0.00,5,0.0000,2029062.75,2.5016,0.6092,1.3788
2013-06-06,2998048.08,0.00,5,0.0000,2029257.32,2.4774,0.6062,1.3897
2013-06-07,2941936.89,0.00,5,0.0000,2029451.91,2.4496,0.6131,1.3972
2013-06-13,2770416.62,1904825.49,4,0.6876,1845465.26,2.5012,0.5768,0.9283
2013-06-14,2788465.18,2295321.61,3,0.8231,1845642.23,2.5108,0.6055,0.8387
2013-06-17,2850923.79,2131452.75,3,0.7476,1846173.16,2.5442,0.6230,0.8999
2013-06-18,2887042.68,1987084.88,3,0.6883,1846350.19,2.5636,0.6257,0.9513
2013-06-19,2886870.39,1843064.04,3,0.6384,1846527.24,2.5634,0.6298,1.0012
2013-06-20,2806639.13,2536089.03,2,0.9036,1846704.31,2.5198,0.6325,0.7544
2013-06-21,2828379.84,2536089.03,2,0.8967,1846881.39,2.5314,0.6349,0.7563
2013-06-24,2718566.35,2499241.54,2,0.9193,1810565.19,2.5015,0.6320,0.7467
2013-06-25,2718190.93,2498817.90,2,0.9193,1810315.16,2.5015,0.6317,0.7467
2013-06-26,2768523.74,2498817.90,2,0.9026,1810488.75,2.5292,0.6373,0.7514
2013-06-27,2788246.13,2498817.90,2,0.8962,1810662.36,2.5399,0.6398,0.7532
2013-06-28,2804821.31,2498817.90,2,0.8909,1810835.99,2.5489,0.6416,0.7547
2013-07-01,2886572.31,2354528.03,3,0.8157,1811356.91,2.5936,0.6510,0.8118
2013-07-02,2984566.02,2205369.62,3,0.7389,1811530.61,2.6475,0.6596,0.8680
2013-07-03,2915767.27,2059573.59,3,0.7064,1811704.31,2.6094,0.6532,0.9150
2013-07-04,2857269.05,1916842.89,3,0.6709,1811878.04,2.5770,0.6491,0.9633
2013-07-05,2880487.69,1773047.07,3,0.6155,1812051.78,2.5896,0.6537,1.0135
2013-07-08,2783090.72,1633991.78,3,0.5871,1812573.06,2.5354,0.6491,1.0642
2013-07-09,2730564.33,1361431.80,3,0.4986,1812746.86,2.5063,0.6411,1.1653
2013-07-10,2763138.24,1086263.53,3,0.3931,1812920.69,2.5241,0.6406,1.2630
2013-07-11,2859349.29,943365.82,3,0.3299,1813094.53,2.5771,0.6455,1.3042
2013-07-12,2789774.29,803958.48,3,0.2882,1813268.39,2.5385,0.6437,1.3618
2013-07-15,2879447.05,660132.66,3,0.2293,1813790.01,2.5875,0.6472,1.4007
2013-07-16,2934448.60,513571.54,3,0.1750,1813963.94,2.6177,0.6424,1.4431
2013-07-17,2884179.03,490656.31,3,0.1701,1814137.88,2.5898,0.6372,1.4589
2013-07-18,2862585.08,490656.31,3,0.1714,1814311.84,2.5778,0.6318,1.4624
2013-07-19,2824923.10,490656.31,3,0.1737,1814485.81,2.5569,0.6298,1.4686
2013-07-22,2865766.72,490656.31,3,0.1712,1815007.79,2.5789,0.6352,1.4621
2013-07-23,2904977.27,469429.10,3,0.1616,1815181.83,2.6004,0.6337,1.4633
2013-07-24,2946168.57,444727.86,3,0.1510,1815355.89,2.6229,0.6322,1.4652
2013-07-25,2897778.49,444727.86,3,0.1535,1815529.97,2.5961,0.6292,1.4731
2013-07-26,2816497.40,444727.86,3,0.1579,1815704.06,2.5512,0.6247,1.4868
2013-07-29,2738765.67,444727.86,3,0.1624,1816226.38,2.5079,0.6389,1.5008
2013-07-30,2750153.02,307484.76,4,0.1118,1816400.54,2.5141,0.6395,1.4969
2013-07-31,2735816.92,171833.84,4,0.0628,1816574.72,2.5060,0.6396,1.5009
