group,bucket,code,n,median
pv_monthly,"[0.6,0.8)",601288,23,0.35054887315929806
pv_monthly,"[0.6,0.8)",601328,54,0.1493281723863098
pv_monthly,"[0.6,0.8)",601398,28,0.29925191399668905
pv_monthly,"[0.6,0.8)",601577,1,0.0906217613837863
pv_monthly,"[0.6,0.8)",601658,9,0.025985540964752696
pv_monthly,"[0.6,0.8)",601818,36,0.13041613349519865
pv_monthly,"[0.6,0.8)",601825,7,0.3590033723487023
pv_monthly,"[0.6,0.8)",601838,22,0.32133856566889707
pv_monthly,"[0.6,0.8)",601916,17,0.08952620589240201
pv_monthly,"[0.6,0.8)",601939,22,0.2941974883097629
pv_monthly,"[0.6,0.8)",601963,5,0.47586201189121824
pv_monthly,"[0.6,0.8)",601988,26,0.3028080607782312
pv_monthly,"[0.6,0.8)",601997,8,0.08190355985019815
pv_monthly,"[0.6,0.8)",601998,11,0.3010087045570906
pv_monthly,"[0.6,0.8)",603067,1,0.9168002498296579
pv_monthly,"[0.6,0.8)",603508,1,1.005471193221552
pv_monthly,"[0.6,0.8)",603993,9,1.6581036823349726
pv_monthly,"[0.6,0.8)",688516,6,-0.014225128944070797
pv_monthly,"[0.8,1.0454]",000022,9,0.5203160270880358
pv_monthly,"[0.8,1.0454]",000063,2,-0.010623286638784646
pv_monthly,"[0.8,1.0454]",000333,18,0.3563070036662571
pv_monthly,"[0.8,1.0454]",000338,46,0.029974933398800196
pv_monthly,"[0.8,1.0454]",000423,13,0.14198964959599558
pv_monthly,"[0.8,1.0454]",000425,4,0.07601585277504153
pv_monthly,"[0.8,1.0454]",000568,21,0.10635279030018663
pv_monthly,"[0.8,1.0454]",000596,6,0.16450417673719037
pv_monthly,"[0.8,1.0454]",000651,45,0.1385160956104028
pv_monthly,"[0.8,1.0454]",000661,8,-0.3197114643891401
pv_monthly,"[0.8,1.0454]",000708,11,-0.11880980331658297
pv_monthly,"[0.8,1.0454]",000733,4,-0.02158323065497625
pv_monthly,"[0.8,1.0454]",000786,23,0.05817141860634023
pv_monthly,"[0.8,1.0454]",000792,13,-0.37296868806975725
pv_monthly,"[0.8,1.0454]",000858,17,0.3388859541610951
pv_monthly,"[0.8,1.0454]",000869,4,0.38831728086136685
pv_monthly,"[0.8,1.0454]",000893,1,1.0102564102564133
pv_monthly,"[0.8,1.0454]",000933,13,-0.3725186696363405
pv_monthly,"[0.8,1.0454]",000951,14,0.19304004604273983
pv_monthly,"[0.8,1.0454]",000999,7,0.5943978864484027
pv_monthly,"[0.8,1.0454]",001872,9,0.571321084189049
pv_monthly,"[0.8,1.0454]",002001,17,-0.07548591094739565
pv_monthly,"[0.8,1.0454]",002024,10,0.7349832408931174
pv_monthly,"[0.8,1.0454]",002049,2,0.46728683010091676
pv_monthly,"[0.8,1.0454]",002050,1,0.7737938449133193
pv_monthly,"[0.8,1.0454]",002128,28,-0.08733712053712223
pv_monthly,"[0.8,1.0454]",002142,1,0.35117980433587936
pv_monthly,"[0.8,1.0454]",002152,11,0.40995495495495615
pv_monthly,"[0.8,1.0454]",002158,16,0.34066988540643395
pv_monthly,"[0.8,1.0454]",002236,13,0.3512079155751515
pv_monthly,"[0.8,1.0454]",002304,6,0.05014244060635675
pv_monthly,"[0.8,1.0454]",002466,2,0.7855293420910938
pv_monthly,"[0.8,1.0454]",002508,1,0.11307024427762569
pv_monthly,"[0.8,1.0454]",002532,8,0.0744397947050568
pv_monthly,"[0.8,1.0454]",002648,12,0.15321084454093037
pv_monthly,"[0.8,1.0454]",002714,7,0.13538352826236366
pv_monthly,"[0.8,1.0454]",002807,14,0.19686740816117165
pv_monthly,"[0.8,1.0454]",002812,4,-0.42129246620321315
pv_monthly,"[0.8,1.0454]",002833,24,0.0975209232920462
pv_monthly,"[0.8,1.0454]",002839,22,0.12344392135537152
pv_monthly,"[0.8,1.0454]",002841,11,0.06514844829379185
pv_monthly,"[0.8,1.0454]",002948,25,0.2929519937334475
pv_monthly,"[0.8,1.0454]",002966,2,-0.0684379651841085
pv_monthly,"[0.8,1.0454]",300059,10,0.5981109140446346
pv_monthly,"[0.8,1.0454]",300274,2,0.58837312790205
pv_monthly,"[0.8,1.0454]",300316,6,0.5466954339306956
pv_monthly,"[0.8,1.0454]",300360,4,-0.18252840886500105
pv_monthly,"[0.8,1.0454]",300435,10,0.6775047826725498
pv_monthly,"[0.8,1.0454]",600000,50,0.0150092537645099
pv_monthly,"[0.8,1.0454]",600009,8,1.0340121308528964
pv_monthly,"[0.8,1.0454]",600015,12,-0.009552710324739977
pv_monthly,"[0.8,1.0454]",600016,29,-0.0400134798139794
pv_monthly,"[0.8,1.0454]",600031,22,-0.002116380529974704
pv_monthly,"[0.8,1.0454]",600036,24,0.12356660599861569
pv_monthly,"[0.8,1.0454]",600066,46,0.08806307104345423
pv_monthly,"[0.8,1.0454]",600176,18,0.5370922268833144
pv_monthly,"[0.8,1.0454]",600188,9,-0.15124036512443206
pv_monthly,"[0.8,1.0454]",600271,2,0.6415010343375862
pv_monthly,"[0.8,1.0454]",600309,47,0.11352956380986279
pv_monthly,"[0.8,1.0454]",600415,3,0.7750164485196334
pv_monthly,"[0.8,1.0454]",600426,16,-0.07642900526561425
pv_monthly,"[0.8,1.0454]",600486,7,-0.10952091009484022
pv_monthly,"[0.8,1.0454]",600519,19,0.4996014682215939
pv_monthly,"[0.8,1.0454]",600566,18,-0.11276918246212397
pv_monthly,"[0.8,1.0454]",600585,32,0.06149789014678264
pv_monthly,"[0.8,1.0454]",600660,30,0.35206309586297
pv_monthly,"[0.8,1.0454]",600690,27,0.5032205469646536
pv_monthly,"[0.8,1.0454]",600750,13,0.2541507828455787
pv_monthly,"[0.8,1.0454]",600887,6,0.3738124836874205
pv_monthly,"[0.8,1.0454]",600897,45,0.11018883822081138
pv_monthly,"[0.8,1.0454]",600908,3,0.04228278835827948
pv_monthly,"[0.8,1.0454]",600919,29,0.12413579324092394
pv_monthly,"[0.8,1.0454]",600926,3,0.03806990705175073
pv_monthly,"[0.8,1.0454]",600928,20,0.05058094174204342
pv_monthly,"[0.8,1.0454]",600938,1,-0.1884438174343963
pv_monthly,"[0.8,1.0454]",600989,3,0.194901315789475
pv_monthly,"[0.8,1.0454]",601009,22,0.18316528459850623
pv_monthly,"[0.8,1.0454]",601077,17,-0.020160082254089273
pv_monthly,"[0.8,1.0454]",601088,24,0.11722555083437913
pv_monthly,"[0.8,1.0454]",601138,1,2.754575614085344
pv_monthly,"[0.8,1.0454]",601166,16,-0.00976272304150666
pv_monthly,"[0.8,1.0454]",601169,18,-0.011436609139158782
pv_monthly,"[0.8,1.0454]",601187,15,0.07898849550018561
pv_monthly,"[0.8,1.0454]",601225,31,0.2784577481961763
pv_monthly,"[0.8,1.0454]",601229,15,-0.10921481440880865
pv_monthly,"[0.8,1.0454]",601288,78,0.14945697581840067
pv_monthly,"[0.8,1.0454]",601318,2,0.11737621161312084
pv_monthly,"[0.8,1.0454]",601328,33,0.13907259740750422
pv_monthly,"[0.8,1.0454]",601398,69,0.09576763184572012
pv_monthly,"[0.8,1.0454]",601515,4,0.3029923246888694
pv_monthly,"[0.8,1.0454]",601528,2,0.02431099703791184
pv_monthly,"[0.8,1.0454]",601577,30,0.20760694220345033
pv_monthly,"[0.8,1.0454]",601658,29,0.1060245731458136
pv_monthly,"[0.8,1.0454]",601665,19,0.27745532446462096
pv_monthly,"[0.8,1.0454]",601818,43,0.02050344400588089
pv_monthly,"[0.8,1.0454]",601825,20,0.26118773016978214
pv_monthly,"[0.8,1.0454]",601838,10,0.3235333737328826
pv_monthly,"[0.8,1.0454]",601857,38,0.08401036059382971
pv_monthly,"[0.8,1.0454]",601899,10,0.892747056761886
pv_monthly,"[0.8,1.0454]",601916,10,-0.0944564430258153
pv_monthly,"[0.8,1.0454]",601939,75,0.13262636712976783
pv_monthly,"[0.8,1.0454]",601963,33,0.15395194363496767
pv_monthly,"[0.8,1.0454]",601988,78,0.09650220743090643
pv_monthly,"[0.8,1.0454]",601997,31,0.029932121681496726
pv_monthly,"[0.8,1.0454]",601998,47,0.17016188562552648
pv_monthly,"[0.8,1.0454]",603067,8,0.36532107709221273
pv_monthly,"[0.8,1.0454]",603156,24,0.2484495948414247
pv_monthly,"[0.8,1.0454]",603259,7,0.7238491871065655
pv_monthly,"[0.8,1.0454]",603279,3,0.16500637497136728
pv_monthly,"[0.8,1.0454]",603369,3,-0.21735947899957864
pv_monthly,"[0.8,1.0454]",603508,6,0.5033660360291615
pv_monthly,"[0.8,1.0454]",603993,22,0.27816938703785576
pv_monthly,"[0.8,1.0454]",605305,2,0.573633398712938
pv_monthly,"[0.8,1.0454]",688301,1,0.7258790712990384
pv_monthly,"[0.8,1.0454]",688516,2,-0.33560840232802946
pv_monthly,all_cheap,000001,16,0.04819022721772548
pv_monthly,all_cheap,000022,11,0.5004985044865413
pv_monthly,all_cheap,000063,10,0.23095694094840724
pv_monthly,all_cheap,000333,27,0.3997040491573489
pv_monthly,all_cheap,000338,160,0.17161096477334292
pv_monthly,all_cheap,000423,14,0.18318564067670629
pv_monthly,all_cheap,000425,4,0.07601585277504153
pv_monthly,all_cheap,000568,37,0.18742825273627428
pv_monthly,all_cheap,000596,6,0.16450417673719037
pv_monthly,all_cheap,000651,123,0.2151182291371745
pv_monthly,all_cheap,000661,23,-0.1182820923741934
pv_monthly,all_cheap,000708,11,-0.11880980331658297
pv_monthly,all_cheap,000733,13,0.07317126240419469
pv_monthly,all_cheap,000786,26,0.07907563569887965
pv_monthly,all_cheap,000792,79,0.009133607166444957
pv_monthly,all_cheap,000858,27,0.38426934923675526
pv_monthly,all_cheap,000869,4,0.38831728086136685
pv_monthly,all_cheap,000893,1,1.0102564102564133
pv_monthly,all_cheap,000933,69,0.04386459656842878
pv_monthly,all_cheap,000951,14,0.19304004604273983
pv_monthly,all_cheap,000999,7,0.5943978864484027
pv_monthly,all_cheap,001872,9,0.571321084189049
pv_monthly,all_cheap,002001,29,0.07982715083401559
pv_monthly,all_cheap,002024,22,0.3901775146684199
pv_monthly,all_cheap,002049,2,0.46728683010091676
pv_monthly,all_cheap,002050,1,0.7737938449133193
pv_monthly,all_cheap,002128,148,0.1488186943571571
pv_monthly,all_cheap,002142,1,0.35117980433587936
pv_monthly,all_cheap,002152,11,0.40995495495495615
pv_monthly,all_cheap,002158,16,0.34066988540643395
pv_monthly,all_cheap,002236,29,0.257046822195661
pv_monthly,all_cheap,002304,30,0.40456117316455553
pv_monthly,all_cheap,002460,8,-0.09641333288459825
pv_monthly,all_cheap,002466,54,0.3638801666131416
pv_monthly,all_cheap,002508,1,0.11307024427762569
pv_monthly,all_cheap,002532,27,0.4860969041416352
pv_monthly,all_cheap,002648,23,0.1642790461506729
pv_monthly,all_cheap,002714,7,0.13538352826236366
pv_monthly,all_cheap,002807,15,0.18697411146796328
pv_monthly,all_cheap,002812,8,-0.34131783830087425
pv_monthly,all_cheap,002833,29,0.13313916044508756
pv_monthly,all_cheap,002839,24,0.1252337570908385
pv_monthly,all_cheap,002841,11,0.06514844829379185
pv_monthly,all_cheap,002948,25,0.2929519937334475
pv_monthly,all_cheap,002966,3,-0.01806766030904139
pv_monthly,all_cheap,300059,15,0.7506109324758816
pv_monthly,all_cheap,300274,4,1.0544652416964309
pv_monthly,all_cheap,300316,16,0.3238363441859997
pv_monthly,all_cheap,300360,4,-0.18252840886500105
pv_monthly,all_cheap,300435,14,0.5989517872088941
pv_monthly,all_cheap,600000,51,0.0162874124715906
pv_monthly,all_cheap,600009,8,1.0340121308528964
pv_monthly,all_cheap,600015,23,0.15630349269473576
pv_monthly,all_cheap,600016,43,-0.05499531709927874
pv_monthly,all_cheap,600031,51,0.05361323252868799
pv_monthly,all_cheap,600036,36,0.15359882486943177
pv_monthly,all_cheap,600066,79,0.25942644715878904
pv_monthly,all_cheap,600176,43,0.04331875280224984
pv_monthly,all_cheap,600188,46,-0.11327841676554323
pv_monthly,all_cheap,600271,2,0.6415010343375862
pv_monthly,all_cheap,600309,106,0.22028601228795597
pv_monthly,all_cheap,600415,4,0.6605496392088807
pv_monthly,all_cheap,600426,26,0.01397018224945823
pv_monthly,all_cheap,600486,8,-0.10309413746025792
pv_monthly,all_cheap,600519,22,0.5335412684542217
pv_monthly,all_cheap,600566,22,-0.09784042522781705
pv_monthly,all_cheap,600585,119,0.12164222420961557
pv_monthly,all_cheap,600660,62,0.27707779234534313
pv_monthly,all_cheap,600690,27,0.5032205469646536
pv_monthly,all_cheap,600750,13,0.2541507828455787
pv_monthly,all_cheap,600887,6,0.3738124836874205
pv_monthly,all_cheap,600897,69,0.09607295651430614
pv_monthly,all_cheap,600908,3,0.04228278835827948
pv_monthly,all_cheap,600919,52,0.193370639922958
pv_monthly,all_cheap,600926,3,0.03806990705175073
pv_monthly,all_cheap,600928,20,0.05058094174204342
pv_monthly,all_cheap,600938,36,0.3371130097419639
pv_monthly,all_cheap,600970,16,-0.04663027984154994
pv_monthly,all_cheap,600989,3,0.194901315789475
pv_monthly,all_cheap,601009,41,0.2152704135737007
pv_monthly,all_cheap,601077,30,-0.0005759479020038816
pv_monthly,all_cheap,601088,113,0.24440956892884858
pv_monthly,all_cheap,601138,1,2.754575614085344
pv_monthly,all_cheap,601166,43,0.06930241295912531
pv_monthly,all_cheap,601169,65,0.054678182275481824
pv_monthly,all_cheap,601187,28,0.19117251154273696
pv_monthly,all_cheap,601225,78,0.4015177162436443
pv_monthly,all_cheap,601229,52,0.12520801811082016
pv_monthly,all_cheap,601288,101,0.2276838880353469
pv_monthly,all_cheap,601318,2,0.11737621161312084
pv_monthly,all_cheap,601328,87,0.1462823275862064
pv_monthly,all_cheap,601398,97,0.18136856844598803
pv_monthly,all_cheap,601515,4,0.3029923246888694
pv_monthly,all_cheap,601528,2,0.02431099703791184
pv_monthly,all_cheap,601577,31,0.20356761882185537
pv_monthly,all_cheap,601658,38,0.10369215989680791
pv_monthly,all_cheap,601665,19,0.27745532446462096
pv_monthly,all_cheap,601818,79,0.08584762808778135
pv_monthly,all_cheap,601825,38,0.20829623787374585
pv_monthly,all_cheap,601838,32,0.32133856566889707
pv_monthly,all_cheap,601857,38,0.08401036059382971
pv_monthly,all_cheap,601899,10,0.892747056761886
pv_monthly,all_cheap,601916,27,0.042730398136852754
pv_monthly,all_cheap,601939,97,0.2023617842139751
pv_monthly,all_cheap,601963,38,0.17900252931028382
pv_monthly,all_cheap,601988,104,0.15828849799930844
pv_monthly,all_cheap,601997,39,0.04347826086956563
pv_monthly,all_cheap,601998,58,0.18159073154136463
pv_monthly,all_cheap,603067,9,0.3697422432845163
pv_monthly,all_cheap,603156,24,0.2484495948414247
pv_monthly,all_cheap,603259,7,0.7238491871065655
pv_monthly,all_cheap,603279,3,0.16500637497136728
pv_monthly,all_cheap,603369,3,-0.21735947899957864
pv_monthly,all_cheap,603508,7,0.5093852064731561
pv_monthly,all_cheap,603993,31,0.45151002947962016
pv_monthly,all_cheap,605305,2,0.573633398712938
pv_monthly,all_cheap,688301,1,0.7258790712990384
pv_monthly,all_cheap,688516,14,0.40410636619301554
trend_daily,"(0,0.6)",000333,56,0.8292432059268274
trend_daily,"(0,0.6)",000338,155,0.3138496447890715
trend_daily,"(0,0.6)",000651,51,0.3934396610466553
trend_daily,"(0,0.6)",000792,65,0.22937960963348503
trend_daily,"(0,0.6)",000933,289,0.023404255319151135
trend_daily,"(0,0.6)",002128,370,0.3553863189856292
trend_daily,"(0,0.6)",002304,56,0.6220408110604699
trend_daily,"(0,0.6)",002466,160,0.4954576729213199
trend_daily,"(0,0.6)",002532,24,0.43418738047377914
trend_daily,"(0,0.6)",600031,66,0.15065753709388485
trend_daily,"(0,0.6)",600176,25,0.1629348125456005
trend_daily,"(0,0.6)",600188,39,0.4174482051450996
trend_daily,"(0,0.6)",600309,21,0.6110863772714772
trend_daily,"(0,0.6)",600585,70,-0.2039673131335456
trend_daily,"(0,0.6)",600660,8,0.2400335746476887
trend_daily,"(0,0.6)",600938,142,0.441703551902189
trend_daily,"(0,0.6)",600970,9,0.1048624098316846
trend_daily,"(0,0.6)",601088,218,0.3528918344763792
trend_daily,"(0,0.6)",601825,72,0.0067118128217398265
trend_daily,"(0,0.6)",688516,13,0.1723047381465861
trend_daily,"[0.6,0.8)",000001,119,0.03716287830839482
trend_daily,"[0.6,0.8)",000063,35,0.2744131428874095
trend_daily,"[0.6,0.8)",000333,27,0.23852767600265645
trend_daily,"[0.6,0.8)",000338,452,0.3628065837634684
trend_daily,"[0.6,0.8)",000568,44,0.3902071478307978
trend_daily,"[0.6,0.8)",000651,467,0.19850001412207785
trend_daily,"[0.6,0.8)",000661,40,-0.08104192338210009
trend_daily,"[0.6,0.8)",000733,6,0.11600529614094413
trend_daily,"[0.6,0.8)",000792,185,0.0024096385542162757
trend_daily,"[0.6,0.8)",000858,48,0.49176143863266153
trend_daily,"[0.6,0.8)",000933,13,0.029375132442220453
trend_daily,"[0.6,0.8)",002001,54,0.20559451463660405
trend_daily,"[0.6,0.8)",002024,17,0.46679050380572584
trend_daily,"[0.6,0.8)",002128,314,-0.015371804695459679
trend_daily,"[0.6,0.8)",002236,61,0.16227468460292993
trend_daily,"[0.6,0.8)",002304,80,0.24694781459119342
trend_daily,"[0.6,0.8)",002460,5,-0.2134299620714396
trend_daily,"[0.6,0.8)",002466,62,0.31280009978168744
trend_daily,"[0.6,0.8)",002532,81,0.7021473327061347
trend_daily,"[0.6,0.8)",002648,35,0.38319554188102134
trend_daily,"[0.6,0.8)",002807,3,0.07624468656862327
trend_daily,"[0.6,0.8)",002839,4,0.060319665484018126
trend_daily,"[0.6,0.8)",002966,20,0.013961166496315291
trend_daily,"[0.6,0.8)",300059,3,1.0688928829548465
trend_daily,"[0.6,0.8)",300316,22,0.24551015545201849
trend_daily,"[0.6,0.8)",300435,5,0.948683127300985
trend_daily,"[0.6,0.8)",600000,1,0.01940673143722882
trend_daily,"[0.6,0.8)",600015,39,0.1849259376211052
trend_daily,"[0.6,0.8)",600016,28,-0.22628190433182616
trend_daily,"[0.6,0.8)",600031,37,0.11591682011774118
trend_daily,"[0.6,0.8)",600036,88,0.30223885120374905
trend_daily,"[0.6,0.8)",600066,135,0.3800704555272305
trend_daily,"[0.6,0.8)",600176,80,-0.3033141043612009
trend_daily,"[0.6,0.8)",600188,98,0.10629547320076549
trend_daily,"[0.6,0.8)",600309,278,0.18749994224380861
trend_daily,"[0.6,0.8)",600426,15,0.21557347004923
trend_daily,"[0.6,0.8)",600566,2,-0.11608814413629476
trend_daily,"[0.6,0.8)",600585,302,0.3299580862738707
trend_daily,"[0.6,0.8)",600660,204,0.35292837352883244
trend_daily,"[0.6,0.8)",600897,47,0.005657461182883683
trend_daily,"[0.6,0.8)",600919,193,0.32421281045784434
trend_daily,"[0.6,0.8)",600938,132,0.07500399385597611
trend_daily,"[0.6,0.8)",600970,40,-0.09732787980495239
trend_daily,"[0.6,0.8)",601009,139,0.23921356581582565
trend_daily,"[0.6,0.8)",601077,63,0.30497096545754765
trend_daily,"[0.6,0.8)",601088,336,0.38306235805750666
trend_daily,"[0.6,0.8)",601166,191,0.15941530726236963
trend_daily,"[0.6,0.8)",601169,320,0.18082161884491255
trend_daily,"[0.6,0.8)",601187,110,0.35123836612460135
trend_daily,"[0.6,0.8)",601225,193,0.4230437502621427
trend_daily,"[0.6,0.8)",601229,304,0.32505721383621533
trend_daily,"[0.6,0.8)",601288,206,0.373713833968217
trend_daily,"[0.6,0.8)",601328,400,0.2657386182025473
trend_daily,"[0.6,0.8)",601398,212,0.35085353436620836
trend_daily,"[0.6,0.8)",601658,38,-0.04587040010760479
trend_daily,"[0.6,0.8)",601818,133,0.1021747979890506
trend_daily,"[0.6,0.8)",601825,26,0.036196384131142456
trend_daily,"[0.6,0.8)",601838,179,0.1287643992371268
trend_daily,"[0.6,0.8)",601916,74,0.1097899348298802
trend_daily,"[0.6,0.8)",601939,125,0.29800028609915596
trend_daily,"[0.6,0.8)",601963,23,0.5186412271215408
trend_daily,"[0.6,0.8)",601988,160,0.3324184886032042
trend_daily,"[0.6,0.8)",601997,25,0.028122897258094692
trend_daily,"[0.6,0.8)",601998,58,0.201503117752865
trend_daily,"[0.6,0.8)",603993,38,1.3874527894643371
trend_daily,"[0.6,0.8)",688516,11,-0.08982900095644786
trend_daily,"[0.8,1.0454]",000001,1,-0.09592583828559165
trend_daily,"[0.8,1.0454]",000022,47,0.47539370078740184
trend_daily,"[0.8,1.0454]",000063,33,0.048702711323762804
trend_daily,"[0.8,1.0454]",000333,105,0.08203400874622013
trend_daily,"[0.8,1.0454]",000338,410,0.0482489446004335
trend_daily,"[0.8,1.0454]",000423,82,0.05422296201905352
trend_daily,"[0.8,1.0454]",000425,20,-0.007824818022022895
trend_daily,"[0.8,1.0454]",000568,46,0.09401355728832672
trend_daily,"[0.8,1.0454]",000596,5,-0.3440364699452071
trend_daily,"[0.8,1.0454]",000651,359,0.16271899381068655
trend_daily,"[0.8,1.0454]",000661,25,-0.2903225234188299
trend_daily,"[0.8,1.0454]",000708,11,-0.1380971345767974
trend_daily,"[0.8,1.0454]",000733,40,-0.09656869322161826
trend_daily,"[0.8,1.0454]",000786,74,0.015109696732431566
trend_daily,"[0.8,1.0454]",000792,128,-0.3213126905164402
trend_daily,"[0.8,1.0454]",000858,62,0.32701165298900714
trend_daily,"[0.8,1.0454]",000869,22,0.6913741748151485
trend_daily,"[0.8,1.0454]",000893,2,1.4562522656784973
trend_daily,"[0.8,1.0454]",000933,41,-0.4218325619798803
trend_daily,"[0.8,1.0454]",000951,67,0.11189788178147553
trend_daily,"[0.8,1.0454]",000999,1,0.6664610091329937
trend_daily,"[0.8,1.0454]",001872,21,0.7555869706658949
trend_daily,"[0.8,1.0454]",002001,22,-0.22405745536744287
trend_daily,"[0.8,1.0454]",002024,61,0.467958356114454
trend_daily,"[0.8,1.0454]",002128,190,-0.13981438309223176
trend_daily,"[0.8,1.0454]",002152,32,0.44298187244764975
trend_daily,"[0.8,1.0454]",002158,57,0.26603256212510695
trend_daily,"[0.8,1.0454]",002236,41,0.253818331222462
trend_daily,"[0.8,1.0454]",002304,15,0.015934908113926838
trend_daily,"[0.8,1.0454]",002466,13,0.8806535166367793
trend_daily,"[0.8,1.0454]",002532,90,0.09599898038549504
trend_daily,"[0.8,1.0454]",002648,114,0.16574046493352745
trend_daily,"[0.8,1.0454]",002714,13,0.10682452926493946
trend_daily,"[0.8,1.0454]",002807,155,0.15790658084125453
trend_daily,"[0.8,1.0454]",002833,165,0.07883512751904442
trend_daily,"[0.8,1.0454]",002839,136,0.0924342784450175
trend_daily,"[0.8,1.0454]",002841,16,0.2734269423744107
trend_daily,"[0.8,1.0454]",002948,188,0.3264940274000073
trend_daily,"[0.8,1.0454]",002958,1,-0.02691792280865346
trend_daily,"[0.8,1.0454]",002966,31,-0.09323226317875677
trend_daily,"[0.8,1.0454]",300059,8,0.636147141737694
trend_daily,"[0.8,1.0454]",300274,32,0.5385508933857118
trend_daily,"[0.8,1.0454]",300316,29,0.37457925666282943
trend_daily,"[0.8,1.0454]",300360,25,-0.22624880048359342
trend_daily,"[0.8,1.0454]",300435,86,0.6318204665140532
trend_daily,"[0.8,1.0454]",600000,243,0.4254813057520188
trend_daily,"[0.8,1.0454]",600009,67,1.014823213831081
trend_daily,"[0.8,1.0454]",600015,69,0.1646900107926612
trend_daily,"[0.8,1.0454]",600016,160,-0.07599709331502857
trend_daily,"[0.8,1.0454]",600031,106,-0.07267685667861346
trend_daily,"[0.8,1.0454]",600036,166,0.13891104099319895
trend_daily,"[0.8,1.0454]",600066,308,0.1283566640203837
trend_daily,"[0.8,1.0454]",600176,138,0.45283508878730805
trend_daily,"[0.8,1.0454]",600188,44,-0.014368394037156396
trend_daily,"[0.8,1.0454]",600309,409,0.058133243885452934
trend_daily,"[0.8,1.0454]",600426,73,-0.1269634583083552
trend_daily,"[0.8,1.0454]",600519,122,0.40776247921486874
trend_daily,"[0.8,1.0454]",600566,63,-0.21354095252856975
trend_daily,"[0.8,1.0454]",600585,336,0.05559272949801519
trend_daily,"[0.8,1.0454]",600660,149,0.3119048562410034
trend_daily,"[0.8,1.0454]",600690,58,0.5657354326124552
trend_daily,"[0.8,1.0454]",600750,46,0.28147449585203776
trend_daily,"[0.8,1.0454]",600887,4,0.4216682268992389
trend_daily,"[0.8,1.0454]",600897,374,0.07840411915767309
trend_daily,"[0.8,1.0454]",600908,18,-0.0509277898563642
trend_daily,"[0.8,1.0454]",600919,155,0.06424645977464394
trend_daily,"[0.8,1.0454]",600926,51,0.0026520738672821675
trend_daily,"[0.8,1.0454]",600928,82,0.015540074164539175
trend_daily,"[0.8,1.0454]",600938,30,-0.1510561857802803
trend_daily,"[0.8,1.0454]",600970,10,-0.2830289343679468
trend_daily,"[0.8,1.0454]",601009,206,0.1559111089339672
trend_daily,"[0.8,1.0454]",601077,47,-0.028213561030084877
trend_daily,"[0.8,1.0454]",601088,262,0.20019743583689298
trend_daily,"[0.8,1.0454]",601166,83,-0.12020622885314536
trend_daily,"[0.8,1.0454]",601169,80,-0.030078886607513178
trend_daily,"[0.8,1.0454]",601187,116,0.0904732549551831
trend_daily,"[0.8,1.0454]",601225,345,0.3530613493515946
trend_daily,"[0.8,1.0454]",601229,102,-0.03791003980828361
trend_daily,"[0.8,1.0454]",601288,567,0.2775360449559421
trend_daily,"[0.8,1.0454]",601328,230,0.12633755912572986
trend_daily,"[0.8,1.0454]",601398,504,0.20557218057278326
trend_daily,"[0.8,1.0454]",601528,10,-0.09070772765475793
trend_daily,"[0.8,1.0454]",601577,219,0.16271655065414925
trend_daily,"[0.8,1.0454]",601658,227,0.07486804311001283
trend_daily,"[0.8,1.0454]",601665,107,0.04525861656362862
trend_daily,"[0.8,1.0454]",601818,345,0.048446126170834436
trend_daily,"[0.8,1.0454]",601825,228,0.25955524125450835
trend_daily,"[0.8,1.0454]",601838,102,0.2189781770463206
trend_daily,"[0.8,1.0454]",601857,170,0.09884047434074783
trend_daily,"[0.8,1.0454]",601899,86,0.7822565360158102
trend_daily,"[0.8,1.0454]",601916,39,-0.13968957871396892
trend_daily,"[0.8,1.0454]",601939,542,0.25683828292761934
trend_daily,"[0.8,1.0454]",601963,259,0.07398950097344881
trend_daily,"[0.8,1.0454]",601988,576,0.22459010176453353
trend_daily,"[0.8,1.0454]",601997,206,0.04165627783718295
trend_daily,"[0.8,1.0454]",601998,260,0.1709233856408624
trend_daily,"[0.8,1.0454]",603067,14,1.1259934828291942
trend_daily,"[0.8,1.0454]",603156,100,0.20420508266457416
trend_daily,"[0.8,1.0454]",603259,3,1.4650917151842826
trend_daily,"[0.8,1.0454]",603508,9,0.4847642151328031
trend_daily,"[0.8,1.0454]",603993,104,0.1750320008700862
trend_daily,"[0.8,1.0454]",605305,3,0.5491811266575564
trend_daily,"[0.8,1.0454]",688516,14,-0.17153950596667844
trend_daily,all_cheap,000001,120,0.03621238208714228
trend_daily,all_cheap,000022,47,0.47539370078740184
trend_daily,all_cheap,000063,68,0.17451761327159698
trend_daily,all_cheap,000333,188,0.30490740144512873
trend_daily,all_cheap,000338,1017,0.1733225507201106
trend_daily,all_cheap,000423,82,0.05422296201905352
trend_daily,all_cheap,000425,20,-0.007824818022022895
trend_daily,all_cheap,000568,90,0.24497152026906766
trend_daily,all_cheap,000596,5,-0.3440364699452071
trend_daily,all_cheap,000651,877,0.1921659594455114
trend_daily,all_cheap,000661,65,-0.1224894004622874
trend_daily,all_cheap,000708,11,-0.1380971345767974
trend_daily,all_cheap,000733,46,-0.030328367357399633
trend_daily,all_cheap,000786,74,0.015109696732431566
trend_daily,all_cheap,000792,378,-0.07677064395135424
trend_daily,all_cheap,000858,110,0.3821813324069703
trend_daily,all_cheap,000869,22,0.6913741748151485
