group,code,signal_date,pv,bucket,execution_date,end_date,break_date,return_250d,cash_return_250d,complete,price_end
trend_ma60_episode,000001,2024-03-15,0.6395,"[0.6,0.8)",2024-03-18,2025-03-31,2024-06-20,0.16725092730280866,0.15986717267552186,True,2026-08-07
trend_ma60_episode,000001,2024-06-28,0.6198,"[0.6,0.8)",2024-07-01,2025-07-11,2024-07-05,0.3124091390654098,0.306086956521739,True,2026-08-07
trend_ma60_episode,000001,2024-08-28,0.622,"[0.6,0.8)",2024-08-29,2025-09-10,2024-08-29,0.2225042313317931,0.2219151036525171,True,2026-08-07
trend_ma60_episode,000001,2024-09-30,0.7356,"[0.6,0.8)",2024-10-08,2025-10-17,2025-01-02,-0.04945823642050762,-0.04937888198757756,True,2026-08-07
trend_ma60_episode,000001,2025-03-05,0.6341,"[0.6,0.8)",2025-03-06,2026-03-18,2025-03-17,-0.008288200034590743,-0.006190885640584676,True,2026-08-07
trend_ma60_episode,000001,2025-05-29,0.6831,"[0.6,0.8)",2025-05-30,2026-06-11,2025-08-15,0.028668049273655294,0.029238754325259464,True,2026-08-07
trend_ma60_episode,000001,2025-08-25,0.7757,"[0.6,0.8)",2025-08-26,,2025-08-27,,,False,2026-08-07
trend_ma60_episode,000001,2025-11-14,0.7619,"[0.6,0.8)",2025-11-17,,2025-12-09,,,False,2026-08-07
trend_ma60_episode,000001,2025-12-18,0.7643,"[0.6,0.8)",2025-12-19,,2025-12-30,,,False,2026-08-07
trend_ma60_episode,000001,2026-04-14,0.7154,"[0.6,0.8)",2026-04-15,,2026-05-15,,,False,2026-08-07
trend_ma60_episode,000001,2026-07-28,0.7177,"[0.6,0.8)",2026-07-29,,,,,False,2026-08-07
trend_stop_episode,000001,2024-03-15,0.6395,"[0.6,0.8)",2024-03-18,2025-03-31,,0.16725092730280866,0.15986717267552186,True,2026-08-07
trend_ma60_nonoverlap,000001,2024-03-15,0.6395,"[0.6,0.8)",2024-03-18,2025-03-31,2024-06-20,0.16725092730280866,0.15986717267552186,True,2026-08-07
trend_ma60_nonoverlap,000001,2025-05-29,0.6831,"[0.6,0.8)",2025-05-30,2026-06-11,2025-08-15,0.028668049273655294,0.029238754325259464,True,2026-08-07
trend_ma60_nonoverlap,000001,2026-07-28,0.7177,"[0.6,0.8)",2026-07-29,,,,,False,2026-08-07
trend_ma60_episode,000022,2012-02-23,0.8282,"[0.8,1.0454]",2012-02-24,2013-03-15,2012-03-26,0.21660305343511443,0.21660305343511443,True,2018-12-20
trend_ma60_episode,000022,2012-11-26,0.9219,"[0.8,1.0454]",2012-11-27,2013-12-17,2013-05-07,0.74475138121547,0.7447513812154694,True,2018-12-20
trend_stop_episode,000022,2012-02-23,0.8282,"[0.8,1.0454]",2012-02-24,2013-03-15,2012-03-26,0.21660305343511443,0.21660305343511443,True,2018-12-20
trend_stop_episode,000022,2012-11-26,0.9219,"[0.8,1.0454]",2012-11-27,2013-12-17,,0.74475138121547,0.7447513812154694,True,2018-12-20
trend_ma60_nonoverlap,000022,2012-02-23,0.8282,"[0.8,1.0454]",2012-02-24,2013-03-15,2012-03-26,0.21660305343511443,0.21660305343511443,True,2018-12-20
trend_ma60_episode,000063,2024-04-30,0.726,"[0.6,0.8)",2024-05-06,2025-05-16,2024-05-20,0.16798355767862416,0.16318719554627736,True,2026-08-28
trend_ma60_episode,000063,2024-07-11,0.7374,"[0.6,0.8)",2024-07-12,2025-07-24,2024-07-23,0.26560149598753013,0.2568134171907759,True,2026-08-28
trend_ma60_episode,000063,2024-10-11,0.7479,"[0.6,0.8)",2024-10-14,2025-10-23,2025-03-03,0.6158641364404689,0.6049654718842485,True,2026-08-28
trend_stop_episode,000063,2024-04-30,0.726,"[0.6,0.8)",2024-05-06,2025-05-16,2024-05-23,0.16798355767862416,0.16318719554627736,True,2026-08-28
trend_stop_episode,000063,2024-07-11,0.7374,"[0.6,0.8)",2024-07-12,2025-07-24,2024-07-23,0.26560149598753013,0.2568134171907759,True,2026-08-28
trend_stop_episode,000063,2024-10-11,0.7479,"[0.6,0.8)",2024-10-14,2025-10-23,,0.6158641364404689,0.6049654718842485,True,2026-08-28
trend_ma60_nonoverlap,000063,2024-04-30,0.726,"[0.6,0.8)",2024-05-06,2025-05-16,2024-05-20,0.16798355767862416,0.16318719554627736,True,2026-08-28
trend_ma60_episode,000333,2014-05-28,0.4614,"(0,0.6)",2014-05-29,2015-06-17,2014-09-22,1.1928562638329208,1.1928406466512702,True,2026-08-28
trend_ma60_episode,000333,2014-11-21,0.6815,"[0.6,0.8)",2014-11-24,2015-12-14,2015-06-19,0.39524508166290806,0.4037070524412296,True,2026-08-28
trend_ma60_episode,000333,2015-11-10,0.9335,"[0.8,1.0454]",2015-11-11,2016-12-02,2015-11-27,0.5817383125467355,0.5626698369565217,True,2026-08-28
trend_ma60_episode,000333,2015-12-02,0.9231,"[0.8,1.0454]",2015-12-03,2016-12-26,2016-01-07,0.5166455583981355,0.5005154639175258,True,2026-08-28
trend_ma60_episode,000333,2016-03-23,0.954,"[0.8,1.0454]",2016-03-24,2017-04-19,2016-09-12,0.7286516572230854,0.7021379980563651,True,2026-08-28
trend_ma60_episode,000333,2022-12-08,0.9798,"[0.8,1.0454]",2022-12-09,2023-12-20,2023-02-06,-0.012165205687815983,-0.014180478821362752,True,2026-08-28
trend_ma60_episode,000333,2023-02-21,1.0137,"[0.8,1.0454]",2023-02-22,2024-03-05,2023-02-27,0.2952980959413418,0.279651383099659,True,2026-08-28
trend_stop_episode,000333,2014-05-28,0.4614,"(0,0.6)",2014-05-29,2015-06-17,,1.1928562638329208,1.1928406466512702,True,2026-08-28
trend_ma60_nonoverlap,000333,2014-05-28,0.4614,"(0,0.6)",2014-05-29,2015-06-17,2014-09-22,1.1928562638329208,1.1928406466512702,True,2026-08-28
trend_ma60_nonoverlap,000333,2015-11-10,0.9335,"[0.8,1.0454]",2015-11-11,2016-12-02,2015-11-27,0.5817383125467355,0.5626698369565217,True,2026-08-28
trend_ma60_nonoverlap,000333,2022-12-08,0.9798,"[0.8,1.0454]",2022-12-09,2023-12-20,2023-02-06,-0.012165205687815983,-0.014180478821362752,True,2026-08-28
trend_ma60_episode,000338,2012-02-13,0.6377,"[0.6,0.8)",2012-02-14,2013-02-26,2012-02-14,-0.11140162814246035,-0.11289156626506025,True,2026-08-28
trend_ma60_episode,000338,2012-02-15,0.6481,"[0.6,0.8)",2012-02-16,2013-02-28,2012-03-20,-0.10561282490071966,-0.10742559953770592,True,2026-08-28
trend_ma60_episode,000338,2012-05-29,0.8454,"[0.8,1.0454]",2012-05-30,2013-06-17,2012-06-04,-0.28174966317213734,-0.28179934891979874,True,2026-08-28
trend_ma60_episode,000338,2012-10-17,0.5347,"(0,0.6)",2012-10-18,2013-11-06,2013-01-25,-0.05084938447738341,-0.05102040816326536,True,2026-08-28
trend_ma60_episode,000338,2013-01-30,0.6262,"[0.6,0.8)",2013-01-31,2014-02-24,2013-02-26,-0.285640483737701,-0.2843737250102,True,2026-08-28
trend_ma60_episode,000338,2013-02-28,0.648,"[0.6,0.8)",2013-03-01,2014-03-18,2013-03-04,-0.33132645770576896,-0.3296222664015903,True,2026-08-28
trend_ma60_episode,000338,2013-05-28,0.629,"[0.6,0.8)",2013-05-29,2014-06-13,2013-06-04,-0.22256701802533585,-0.2218934911242606,True,2026-08-28
trend_ma60_episode,000338,2013-08-29,0.4783,"(0,0.6)",2013-08-30,2014-09-11,2013-10-28,0.07835540926386364,0.07824726134585314,True,2026-08-28
trend_ma60_episode,000338,2013-12-04,0.5308,"(0,0.6)",2013-12-05,2014-12-15,2013-12-16,0.2458698831266375,0.24228028503562937,True,2026-08-28
trend_ma60_episode,000338,2014-04-18,0.5192,"(0,0.6)",2014-04-21,2015-04-30,2014-04-23,0.822163239019718,0.8138206739006284,True,2026-08-28
trend_ma60_episode,000338,2014-05-12,0.5395,"(0,0.6)",2014-05-13,2015-05-21,2014-06-25,0.8504787900559199,0.8418338108882522,True,2026-08-28
trend_ma60_episode,000338,2014-06-30,0.5429,"(0,0.6)",2014-07-01,2015-07-08,2014-10-13,0.1733225507201106,0.17288135593220355,True,2026-08-28
trend_ma60_episode,000338,2014-11-14,0.8212,"[0.8,1.0454]",2014-11-17,2015-11-25,2015-02-06,-0.005744931412134169,-0.005689900426742556,True,2026-08-28
trend_ma60_episode,000338,2015-02-16,1.0114,"[0.8,1.0454]",2015-02-17,2016-03-02,2015-03-03,-0.42462881957639287,-0.42118959107806697,True,2026-08-28
trend_ma60_episode,000338,2015-03-30,0.9977,"[0.8,1.0454]",2015-03-31,2016-04-07,2015-05-15,-0.4694343339977708,-0.46707161125319685,True,2026-08-28
trend_ma60_episode,000338,2015-05-21,1.039,"[0.8,1.0454]",2015-05-22,2016-05-30,2015-05-29,-0.5203160520435641,-0.517589476904252,True,2026-08-28
trend_ma60_episode,000338,2015-11-17,0.6464,"[0.6,0.8)",2015-11-18,2016-11-29,2015-12-31,0.03472694868888171,0.03184079601990031,True,2026-08-28
trend_ma60_episode,000338,2016-03-30,0.6007,"[0.6,0.8)",2016-03-31,2017-04-14,2016-05-09,0.4780950103791952,0.47029702970297027,True,2026-08-28
trend_ma60_episode,000338,2016-07-15,0.6004,"[0.6,0.8)",2016-07-18,2017-07-27,2016-12-30,0.6978913735166326,0.6863468634686347,True,2026-08-28
trend_ma60_episode,000338,2017-01-04,0.7636,"[0.6,0.8)",2017-01-05,2018-01-12,2017-01-17,0.743334221137959,0.7318489835430784,True,2026-08-28
trend_ma60_episode,000338,2017-01-18,0.7755,"[0.6,0.8)",2017-01-19,2018-01-26,2017-04-24,0.7312565310911388,0.7181395348837212,True,2026-08-28
trend_ma60_episode,000338,2017-06-15,0.9265,"[0.8,1.0454]",2017-06-16,2018-06-25,2017-12-04,0.5998715714235501,0.5883376849434288,True,2026-08-28
trend_ma60_episode,000338,2018-01-10,0.8388,"[0.8,1.0454]",2018-01-11,2019-01-22,2018-02-07,-0.012030244284903069,-0.012585812356979531,True,2026-08-28
trend_ma60_episode,000338,2018-02-26,0.8163,"[0.8,1.0454]",2018-02-27,2019-03-08,2018-03-02,0.2881497791116445,0.2743467933491688,True,2026-08-28
trend_ma60_episode,000338,2018-05-23,0.5784,"(0,0.6)",2018-05-24,2019-06-04,2018-06-28,0.430273664954963,0.40925266903914603,True,2026-08-28
trend_ma60_episode,000338,2018-09-28,0.6291,"[0.6,0.8)",2018-10-08,2019-10-17,2018-10-15,0.5141014572456153,0.5017964071856287,True,2026-08-28
trend_ma60_episode,000338,2018-12-28,0.5391,"(0,0.6)",2019-01-02,2020-01-10,2019-01-02,1.0468651706805265,1.0330687830687832,True,2026-08-28
trend_ma60_episode,000338,2019-01-09,0.5433,"(0,0.6)",2019-01-10,2020-01-20,2019-05-09,0.9218571046068564,0.910485933503836,True,2026-08-28
trend_ma60_episode,000338,2019-07-05,0.7679,"[0.6,0.8)",2019-07-08,2020-07-17,2019-07-08,0.39591422654630204,0.38409475465313014,True,2026-08-28
trend_ma60_episode,000338,2019-07-17,0.758,"[0.6,0.8)",2019-07-18,2020-07-29,2019-07-18,0.42449605913143773,0.4109362054681027,True,2026-08-28
trend_ma60_episode,000338,2019-07-19,0.7715,"[0.6,0.8)",2019-07-22,2020-07-31,2019-08-02,0.34259444062174693,0.3306645316253003,True,2026-08-28
trend_ma60_episode,000338,2019-09-20,0.7285,"[0.6,0.8)",2019-09-23,2020-10-09,2019-09-23,0.38502372002832286,0.3810996563573881,True,2026-08-28
trend_ma60_episode,000338,2019-10-11,0.7322,"[0.6,0.8)",2019-10-14,2020-10-23,2020-01-23,0.29131979712006006,0.28877968877968896,True,2026-08-28
trend_ma60_episode,000338,2020-02-11,0.8782,"[0.8,1.0454]",2020-02-12,2021-02-22,2020-02-25,0.6987619936353375,0.6890132960111968,True,2026-08-28
trend_ma60_episode,000338,2020-03-05,0.9385,"[0.8,1.0454]",2020-03-06,2021-03-17,2020-03-09,0.3904443441306684,0.38532974427994615,True,2026-08-28
trend_ma60_episode,000338,2020-05-15,0.8432,"[0.8,1.0454]",2020-05-18,2021-05-27,2020-05-22,0.3588324315082394,0.3557650471356055,True,2026-08-28
trend_ma60_episode,000338,2020-06-03,0.8524,"[0.8,1.0454]",2020-06-04,2021-06-16,2020-06-22,0.22682567473761228,0.22593659942363087,True,2026-08-28
trend_ma60_episode,000338,2020-06-30,0.8401,"[0.8,1.0454]",2020-07-01,2021-07-09,2020-08-28,0.23786520088702323,0.23664996420901896,True,2026-08-28
trend_ma60_episode,000338,2020-10-21,0.9445,"[0.8,1.0454]",2020-10-22,2021-11-02,2020-10-22,-0.019278921641959212,-0.013784135240572204,True,2026-08-28
trend_ma60_episode,000338,2020-10-29,0.9402,"[0.8,1.0454]",2020-10-30,2021-11-10,2020-10-30,0.048293021034087724,0.05274289491077333,True,2026-08-28
trend_ma60_episode,000338,2020-11-02,0.9036,"[0.8,1.0454]",2020-11-03,2021-11-12,2020-12-11,-0.0011567594127689373,0.003744351194319151,True,2026-08-28
trend_ma60_episode,000338,2021-08-02,0.9896,"[0.8,1.0454]",2021-08-03,2022-08-15,2021-09-14,-0.36019981289377,-0.35246073298429315,True,2026-08-28
trend_ma60_episode,000338,2021-12-14,0.8758,"[0.8,1.0454]",2021-12-15,2022-12-26,2022-01-20,-0.3933227494380017,-0.3928202182653646,True,2026-08-28
trend_ma60_episode,000338,2022-06-21,0.7396,"[0.6,0.8)",2022-06-22,2023-07-03,2022-07-15,0.08897458891445109,0.08403292181069943,True,2026-08-28
trend_ma60_episode,000338,2022-11-29,0.5626,"(0,0.6)",2022-11-30,2023-12-11,2022-12-29,0.34113200215383044,0.33774464119291703,True,2026-08-28
trend_ma60_episode,000338,2023-01-05,0.5673,"(0,0.6)",2023-01-06,2024-01-17,2023-04-13,0.4237477274198427,0.4182159624413144,True,2026-08-28
trend_ma60_episode,000338,2023-07-03,0.7776,"[0.6,0.8)",2023-07-04,2024-07-15,2023-08-11,0.20000366137779668,0.19711388455538215,True,2026-08-28
trend_ma60_episode,000338,2023-10-09,0.7637,"[0.6,0.8)",2023-10-10,2024-10-22,2023-12-18,0.14705674075123598,0.14988047808764904,True,2026-08-28
trend_ma60_episode,000338,2024-01-24,0.868,"[0.8,1.0454]",2024-01-25,2025-02-14,2024-05-20,0.022606012233204353,0.0215374420145793,True,2026-08-28
trend_ma60_episode,000338,2024-10-11,0.6718,"[0.6,0.8)",2024-10-14,2025-10-23,2024-11-26,0.05191344553070465,0.05089531680440773,True,2026-08-28
trend_ma60_episode,000338,2024-12-11,0.6225,"[0.6,0.8)",2024-12-12,2025-12-23,2024-12-13,0.34437130211545464,0.3339376359680932,True,2026-08-28
trend_ma60_episode,000338,2025-01-08,0.6703,"[0.6,0.8)",2025-01-09,2026-01-21,2025-04-07,0.6149299354828404,0.589139344262295,True,2026-08-28
trend_ma60_episode,000338,2025-06-25,0.7702,"[0.6,0.8)",2025-06-26,2026-07-08,2025-07-07,0.8773621148628143,0.8366495507060332,True,2026-08-28
trend_ma60_episode,000338,2025-07-16,0.7536,"[0.6,0.8)",2025-07-17,2026-07-29,2025-08-28,0.8403828926715733,0.8014800514800517,True,2026-08-28
trend_ma60_episode,000338,2025-11-05,0.7437,"[0.6,0.8)",2025-11-06,,2026-03-23,,,False,2026-08-28
trend_stop_episode,000338,2012-02-13,0.6377,"[0.6,0.8)",2012-02-14,2013-02-26,2012-02-14,-0.11140162814246035,-0.11289156626506025,True,2026-08-28
trend_stop_episode,000338,2012-02-15,0.6481,"[0.6,0.8)",2012-02-16,2013-02-28,2012-03-20,-0.10561282490071966,-0.10742559953770592,True,2026-08-28
trend_stop_episode,000338,2012-05-29,0.8454,"[0.8,1.0454]",2012-05-30,2013-06-17,2012-06-04,-0.28174966317213734,-0.28179934891979874,True,2026-08-28
trend_stop_episode,000338,2012-10-17,0.5347,"(0,0.6)",2012-10-18,2013-11-06,2013-06-24,-0.05084938447738341,-0.05102040816326536,True,2026-08-28
trend_stop_episode,000338,2013-08-29,0.4783,"(0,0.6)",2013-08-30,2014-09-11,2014-01-06,0.07835540926386364,0.07824726134585314,True,2026-08-28
trend_stop_episode,000338,2014-04-18,0.5192,"(0,0.6)",2014-04-21,2015-04-30,2014-04-23,0.822163239019718,0.8138206739006284,True,2026-08-28
trend_stop_episode,000338,2014-05-12,0.5395,"(0,0.6)",2014-05-13,2015-05-21,2015-08-26,0.8504787900559199,0.8418338108882522,True,2026-08-28
trend_stop_episode,000338,2015-11-17,0.6464,"[0.6,0.8)",2015-11-18,2016-11-29,2016-01-04,0.03472694868888171,0.03184079601990031,True,2026-08-28
trend_stop_episode,000338,2016-03-30,0.6007,"[0.6,0.8)",2016-03-31,2017-04-14,2016-05-09,0.4780950103791952,0.47029702970297027,True,2026-08-28
trend_stop_episode,000338,2016-07-15,0.6004,"[0.6,0.8)",2016-07-18,2017-07-27,,0.6978913735166326,0.6863468634686347,True,2026-08-28
trend_ma60_nonoverlap,000338,2012-02-13,0.6377,"[0.6,0.8)",2012-02-14,2013-02-26,2012-02-14,-0.11140162814246035,-0.11289156626506025,True,2026-08-28
trend_ma60_nonoverlap,000338,2013-02-28,0.648,"[0.6,0.8)",2013-03-01,2014-03-18,2013-03-04,-0.33132645770576896,-0.3296222664015903,True,2026-08-28
trend_ma60_nonoverlap,000338,2014-04-18,0.5192,"(0,0.6)",2014-04-21,2015-04-30,2014-04-23,0.822163239019718,0.8138206739006284,True,2026-08-28
trend_ma60_nonoverlap,000338,2015-05-21,1.039,"[0.8,1.0454]",2015-05-22,2016-05-30,2015-05-29,-0.5203160520435641,-0.517589476904252,True,2026-08-28
trend_ma60_nonoverlap,000338,2016-07-15,0.6004,"[0.6,0.8)",2016-07-18,2017-07-27,2016-12-30,0.6978913735166326,0.6863468634686347,True,2026-08-28
trend_ma60_nonoverlap,000338,2018-01-10,0.8388,"[0.8,1.0454]",2018-01-11,2019-01-22,2018-02-07,-0.012030244284903069,-0.012585812356979531,True,2026-08-28
trend_ma60_nonoverlap,000338,2019-07-05,0.7679,"[0.6,0.8)",2019-07-08,2020-07-17,2019-07-08,0.39591422654630204,0.38409475465313014,True,2026-08-28
trend_ma60_nonoverlap,000338,2020-10-21,0.9445,"[0.8,1.0454]",2020-10-22,2021-11-02,2020-10-22,-0.019278921641959212,-0.013784135240572204,True,2026-08-28
trend_ma60_nonoverlap,000338,2021-12-14,0.8758,"[0.8,1.0454]",2021-12-15,2022-12-26,2022-01-20,-0.3933227494380017,-0.3928202182653646,True,2026-08-28
trend_ma60_nonoverlap,000338,2023-01-05,0.5673,"(0,0.6)",2023-01-06,2024-01-17,2023-04-13,0.4237477274198427,0.4182159624413144,True,2026-08-28
trend_ma60_nonoverlap,000338,2024-01-24,0.868,"[0.8,1.0454]",2024-01-25,2025-02-14,2024-05-20,0.022606012233204353,0.0215374420145793,True,2026-08-28
trend_ma60_nonoverlap,000338,2025-06-25,0.7702,"[0.6,0.8)",2025-06-26,2026-07-08,2025-07-07,0.8773621148628143,0.8366495507060332,True,2026-08-28
trend_ma60_episode,000423,2019-10-25,0.9417,"[0.8,1.0454]",2019-10-28,2020-11-06,2020-01-23,0.2478428875966967,0.24606663793103478,True,2026-08-28
trend_ma60_episode,000423,2020-05-13,0.8874,"[0.8,1.0454]",2020-05-14,2021-05-25,2020-07-16,0.09635253132424726,0.09598751556662521,True,2026-08-28
trend_ma60_episode,000423,2020-07-20,1.0207,"[0.8,1.0454]",2020-07-21,2021-07-29,2020-09-28,-0.15405777166437395,-0.15405777166437418,True,2026-08-28
trend_stop_episode,000423,2019-10-25,0.9417,"[0.8,1.0454]",2019-10-28,2020-11-06,2020-02-03,0.2478428875966967,0.24606663793103478,True,2026-08-28
trend_stop_episode,000423,2020-05-13,0.8874,"[0.8,1.0454]",2020-05-14,2021-05-25,2022-04-25,0.09635253132424726,0.09598751556662521,True,2026-08-28
trend_ma60_nonoverlap,000423,2019-10-25,0.9417,"[0.8,1.0454]",2019-10-28,2020-11-06,2020-01-23,0.2478428875966967,0.24606663793103478,True,2026-08-28
trend_ma60_episode,000425,2025-04-30,0.9931,"[0.8,1.0454]",2025-05-06,2026-05-18,2025-05-14,0.06578285396217098,0.0628445424476296,True,2026-08-28
trend_ma60_episode,000425,2025-07-23,1.0022,"[0.8,1.0454]",2025-07-24,2026-08-05,2025-11-14,-0.01827109802636384,-0.01824401368301032,True,2026-08-28
trend_stop_episode,000425,2025-04-30,0.9931,"[0.8,1.0454]",2025-05-06,2026-05-18,2025-05-15,0.06578285396217098,0.0628445424476296,True,2026-08-28
trend_stop_episode,000425,2025-07-23,1.0022,"[0.8,1.0454]",2025-07-24,2026-08-05,2026-06-30,-0.01827109802636384,-0.01824401368301032,True,2026-08-28
trend_ma60_nonoverlap,000425,2025-04-30,0.9931,"[0.8,1.0454]",2025-05-06,2026-05-18,2025-05-14,0.06578285396217098,0.0628445424476296,True,2026-08-28
trend_ma60_episode,000568,2013-09-11,0.9312,"[0.8,1.0454]",2013-09-12,2014-09-23,2013-09-18,-0.17896849571385176,-0.17480035492457824,True,2026-08-28
trend_ma60_episode,000568,2014-03-26,0.6808,"[0.6,0.8)",2014-03-27,2015-04-07,2014-03-28,0.48307999174633687,0.45995550611790903,True,2026-08-28
trend_ma60_episode,000568,2014-04-11,0.6882,"[0.6,0.8)",2014-04-14,2015-04-22,2014-04-16,0.6143765474905183,0.5825510767531752,True,2026-08-28
trend_ma60_episode,000568,2014-07-15,0.6621,"[0.6,0.8)",2014-07-16,2015-07-23,2014-10-10,0.6298581886001298,0.6026252983293554,True,2026-08-28
trend_ma60_episode,000568,2014-12-03,0.709,"[0.6,0.8)",2014-12-04,2015-12-14,2015-01-19,0.3267941196154134,0.3232426885582351,True,2026-08-28
trend_ma60_episode,000568,2015-03-11,0.7765,"[0.6,0.8)",2015-03-12,2016-03-18,2015-07-03,0.15304347826087095,0.15238095238095228,True,2026-08-28
trend_ma60_episode,000568,2015-11-13,1.0417,"[0.8,1.0454]",2015-11-16,2016-12-19,2016-01-07,0.40664985095161743,0.4040816326530612,True,2026-08-28
trend_ma60_episode,000568,2016-04-08,1.0452,"[0.8,1.0454]",2016-04-11,2017-05-17,2016-09-12,1.0243162380815738,1.007115948095437,True,2026-08-28
trend_ma60_episode,000568,2025-03-11,1.0432,"[0.8,1.0454]",2025-03-12,2026-03-24,2025-04-24,-0.20104779106589377,-0.19472676388275156,True,2026-08-28
trend_ma60_episode,000568,2026-08-06,0.8147,"[0.8,1.0454]",2026-08-07,,2026-08-26,,,False,2026-08-28
trend_stop_episode,000568,2013-09-11,0.9312,"[0.8,1.0454]",2013-09-12,2014-09-23,2013-09-18,-0.17896849571385176,-0.17480035492457824,True,2026-08-28
trend_stop_episode,000568,2014-03-26,0.6808,"[0.6,0.8)",2014-03-27,2015-04-07,2014-03-28,0.48307999174633687,0.45995550611790903,True,2026-08-28
trend_stop_episode,000568,2014-04-11,0.6882,"[0.6,0.8)",2014-04-14,2015-04-22,2014-04-16,0.6143765474905183,0.5825510767531752,True,2026-08-28
trend_stop_episode,000568,2014-07-15,0.6621,"[0.6,0.8)",2014-07-16,2015-07-23,,0.6298581886001298,0.6026252983293554,True,2026-08-28
trend_ma60_nonoverlap,000568,2013-09-11,0.9312,"[0.8,1.0454]",2013-09-12,2014-09-23,2013-09-18,-0.17896849571385176,-0.17480035492457824,True,2026-08-28
trend_ma60_nonoverlap,000568,2014-12-03,0.709,"[0.6,0.8)",2014-12-04,2015-12-14,2015-01-19,0.3267941196154134,0.3232426885582351,True,2026-08-28
trend_ma60_nonoverlap,000568,2016-04-08,1.0452,"[0.8,1.0454]",2016-04-11,2017-05-17,2016-09-12,1.0243162380815738,1.007115948095437,True,2026-08-28
trend_ma60_nonoverlap,000568,2025-03-11,1.0432,"[0.8,1.0454]",2025-03-12,2026-03-24,2025-04-24,-0.20104779106589377,-0.19472676388275156,True,2026-08-28
trend_ma60_nonoverlap,000568,2026-08-06,0.8147,"[0.8,1.0454]",2026-08-07,,2026-08-26,,,False,2026-08-28
trend_ma60_episode,000596,2025-08-11,1.0379,"[0.8,1.0454]",2025-08-12,2026-08-24,2025-10-13,-0.3505761005056972,-0.35021875854525575,True,2026-08-28
trend_ma60_episode,000596,2026-08-03,0.9977,"[0.8,1.0454]",2026-08-04,,,,,False,2026-08-28
trend_stop_episode,000596,2025-08-11,1.0379,"[0.8,1.0454]",2025-08-12,2026-08-24,2025-12-29,-0.3505761005056972,-0.35021875854525575,True,2026-08-28
trend_stop_episode,000596,2026-08-03,0.9977,"[0.8,1.0454]",2026-08-04,,,,,False,2026-08-28
trend_ma60_nonoverlap,000596,2025-08-11,1.0379,"[0.8,1.0454]",2025-08-12,2026-08-24,2025-10-13,-0.3505761005056972,-0.35021875854525575,True,2026-08-28
trend_ma60_episode,000651,2012-02-08,0.6718,"[0.6,0.8)",2012-02-09,2013-02-21,2012-06-07,0.5208590803942035,0.5127388535031849,True,2026-08-28
trend_ma60_episode,000651,2012-06-13,0.6323,"[0.6,0.8)",2012-06-14,2013-07-01,2012-06-25,0.18477291616164981,0.18097447795823673,True,2026-08-28
trend_ma60_episode,000651,2012-07-31,0.6354,"[0.6,0.8)",2012-08-01,2013-08-15,2012-08-02,0.28841772748396766,0.2855831037649219,True,2026-08-28
trend_ma60_episode,000651,2012-10-11,0.5963,"(0,0.6)",2012-10-12,2013-10-31,2013-03-13,0.48543702607494255,0.4756380510440834,True,2026-08-28
trend_ma60_episode,000651,2013-03-20,0.6967,"[0.6,0.8)",2013-03-21,2014-04-08,2013-04-10,0.05652030168993982,0.051016890727335396,True,2026-08-28
trend_ma60_episode,000651,2013-08-02,0.6377,"[0.6,0.8)",2013-08-05,2014-08-14,2014-01-06,0.17733475691223455,0.17754868270332191,True,2026-08-28
trend_ma60_episode,000651,2014-04-22,0.5807,"(0,0.6)",2014-04-23,2015-05-04,2014-07-01,0.9603089770027273,0.914823374050842,True,2026-08-28
trend_ma60_episode,000651,2014-08-01,0.7697,"[0.6,0.8)",2014-08-04,2015-08-11,2014-08-26,0.6029994727489321,0.6097560975609755,True,2026-08-28
trend_ma60_episode,000651,2014-09-03,0.7124,"[0.6,0.8)",2014-09-04,2015-09-15,2014-09-15,0.14725360868600634,0.18341200269723545,True,2026-08-28
trend_ma60_episode,000651,2014-11-25,0.646,"[0.6,0.8)",2014-11-26,2015-12-04,2015-03-05,0.45077533774720213,0.46714848883048576,True,2026-08-28
trend_ma60_episode,000651,2015-03-16,0.8641,"[0.8,1.0454]",2015-03-17,2016-10-13,2015-06-19,0.2275673068094266,0.22143727161997573,True,2026-08-28
trend_ma60_episode,000651,2015-11-12,0.7868,"[0.6,0.8)",2015-11-13,2017-07-05,2016-01-07,1.378702640848906,1.28940290478752,True,2026-08-28
trend_ma60_episode,000651,2016-09-20,0.769,"[0.6,0.8)",2016-09-21,2017-10-27,2017-01-16,1.0807625156300658,1.0713636363636367,True,2026-08-28
trend_ma60_episode,000651,2017-01-18,0.7794,"[0.6,0.8)",2017-01-19,2018-01-29,2017-08-31,1.3447512911695956,1.314308681672026,True,2026-08-28
trend_ma60_episode,000651,2018-11-08,0.6667,"[0.6,0.8)",2018-11-09,2019-11-27,2018-11-15,0.5556482791159332,0.5460662525879918,True,2026-08-28
trend_ma60_episode,000651,2018-11-19,0.6611,"[0.6,0.8)",2018-11-20,2019-12-09,2018-11-20,0.7060682386459378,0.6912345354040537,True,2026-08-28
trend_ma60_episode,000651,2019-01-25,0.6788,"[0.6,0.8)",2019-01-28,2020-02-21,2019-06-04,0.6213584531730663,0.606850335070737,True,2026-08-28
