group,horizon,code,signal_date,exec_date,pv,held,break_date,end_date,calendar_days,return,corrected_return,complete,missing_reason
rank1_daily,250,000001,2024-08-28,2024-08-29,0.5962,0,,2025-09-10,377,0.22250423133179065,0.2225042313317931,True,
rank1_daily,250,000001,2024-12-16,2024-12-17,0.6470,0,,2025-12-26,374,0.053249211955145315,0.05324921195514731,True,
rank1_daily,250,000001,2024-12-17,2024-12-18,0.6447,0,,2025-12-29,376,0.044206879330138005,0.04420687933014,True,
rank1_daily,250,000001,2024-12-30,2024-12-31,0.6682,0,,2026-01-13,378,0.03164956047917511,0.03164956047917711,True,
rank1_daily,250,000001,2024-12-31,2025-01-02,0.5981,0,,2026-01-14,377,0.0458917620877779,0.04589176208778012,True,
rank1_daily,250,000001,2026-04-14,2026-04-15,0.7154,0,,,,,,False,forward_incomplete
rank1_daily,250,000001,2026-04-15,2026-04-16,0.7179,0,,,,,,False,forward_incomplete
rank1_daily,250,000001,2026-04-16,2026-04-17,0.7103,0,,,,,,False,forward_incomplete
rank1_daily,250,000001,2026-04-20,2026-04-21,0.7083,0,,,,,,False,forward_incomplete
rank1_daily,250,000001,2026-04-27,2026-04-28,0.7288,0,,,,,,False,forward_incomplete
rank1_daily,250,000001,2026-04-28,2026-04-29,0.7340,1,,,,,,False,forward_incomplete
rank1_daily,250,000001,2026-04-29,2026-04-30,0.7378,1,,,,,,False,forward_incomplete
rank1_daily,250,000001,2026-04-30,2026-05-06,0.7224,1,,,,,,False,forward_incomplete
rank1_daily,250,000001,2026-05-06,2026-05-07,0.7143,1,,,,,,False,forward_incomplete
rank1_daily,250,000001,2026-05-07,2026-05-08,0.7149,1,,,,,,False,forward_incomplete
rank1_daily,250,000001,2026-05-08,2026-05-11,0.7105,1,,,,,,False,forward_incomplete
rank1_ma60_episode,250,000001,2024-08-28,2024-08-29,0.5962,0,2024-08-29,2025-09-10,377,0.22250423133179065,0.2225042313317931,True,
rank1_ma60_episode,250,000001,2024-12-16,2024-12-17,0.6470,0,2025-01-02,2025-12-26,374,0.053249211955145315,0.05324921195514731,True,
rank1_ma60_episode,250,000001,2026-04-14,2026-04-15,0.7154,0,2026-05-15,,,,,False,forward_incomplete
rank1_stop_episode,250,000001,2024-08-28,2024-08-29,0.5962,0,2024-08-29,2025-09-10,377,0.22250423133179065,0.2225042313317931,True,
rank1_stop_episode,250,000001,2024-12-16,2024-12-17,0.6470,0,2025-01-02,2025-12-26,374,0.053249211955145315,0.05324921195514731,True,
rank1_stop_episode,250,000001,2026-04-14,2026-04-15,0.7154,0,2026-05-18,,,,,False,forward_incomplete
rank1_ma60_nonoverlap,250,000001,2024-08-28,2024-08-29,0.5962,0,2024-08-29,2025-09-10,377,0.22250423133179065,0.2225042313317931,True,
rank1_ma60_nonoverlap,250,000001,2026-04-14,2026-04-15,0.7154,0,2026-05-15,,,,,False,forward_incomplete
rank1_daily,750,000001,2024-08-28,2024-08-29,0.5962,0,,,,,,False,forward_incomplete
rank1_daily,750,000001,2024-12-16,2024-12-17,0.6470,0,,,,,,False,forward_incomplete
rank1_daily,750,000001,2024-12-17,2024-12-18,0.6447,0,,,,,,False,forward_incomplete
rank1_daily,750,000001,2024-12-30,2024-12-31,0.6682,0,,,,,,False,forward_incomplete
rank1_daily,750,000001,2024-12-31,2025-01-02,0.5981,0,,,,,,False,forward_incomplete
rank1_daily,750,000001,2026-04-14,2026-04-15,0.7154,0,,,,,,False,forward_incomplete
rank1_daily,750,000001,2026-04-15,2026-04-16,0.7179,0,,,,,,False,forward_incomplete
rank1_daily,750,000001,2026-04-16,2026-04-17,0.7103,0,,,,,,False,forward_incomplete
rank1_daily,750,000001,2026-04-20,2026-04-21,0.7083,0,,,,,,False,forward_incomplete
rank1_daily,750,000001,2026-04-27,2026-04-28,0.7288,0,,,,,,False,forward_incomplete
rank1_daily,750,000001,2026-04-28,2026-04-29,0.7340,1,,,,,,False,forward_incomplete
rank1_daily,750,000001,2026-04-29,2026-04-30,0.7378,1,,,,,,False,forward_incomplete
rank1_daily,750,000001,2026-04-30,2026-05-06,0.7224,1,,,,,,False,forward_incomplete
rank1_daily,750,000001,2026-05-06,2026-05-07,0.7143,1,,,,,,False,forward_incomplete
rank1_daily,750,000001,2026-05-07,2026-05-08,0.7149,1,,,,,,False,forward_incomplete
rank1_daily,750,000001,2026-05-08,2026-05-11,0.7105,1,,,,,,False,forward_incomplete
rank1_ma60_episode,750,000001,2024-08-28,2024-08-29,0.5962,0,2024-08-29,,,,,False,forward_incomplete
rank1_ma60_episode,750,000001,2024-12-16,2024-12-17,0.6470,0,2025-01-02,,,,,False,forward_incomplete
rank1_ma60_episode,750,000001,2026-04-14,2026-04-15,0.7154,0,2026-05-15,,,,,False,forward_incomplete
rank1_stop_episode,750,000001,2024-08-28,2024-08-29,0.5962,0,2024-08-29,,,,,False,forward_incomplete
rank1_stop_episode,750,000001,2024-12-16,2024-12-17,0.6470,0,2025-01-02,,,,,False,forward_incomplete
rank1_stop_episode,750,000001,2026-04-14,2026-04-15,0.7154,0,2026-05-18,,,,,False,forward_incomplete
rank1_ma60_nonoverlap,750,000001,2024-08-28,2024-08-29,0.5962,0,2024-08-29,,,,,False,forward_incomplete
rank1_daily,250,000022,2012-03-07,2012-03-08,0.6140,1,,2013-03-28,385,0.14362657091561926,0.14362657091561948,True,
rank1_daily,250,000022,2012-03-08,2012-03-09,0.6375,1,,2013-03-29,385,0.15116279069767447,0.15116279069767447,True,
rank1_daily,250,000022,2012-03-12,2012-03-13,0.6255,1,,2013-04-02,385,0.23421774931381534,0.23421774931381512,True,
rank1_daily,250,000022,2012-11-28,2012-11-29,0.6727,0,,2013-12-19,385,0.7443181818181817,0.7443181818181823,True,
rank1_ma60_episode,250,000022,2012-03-07,2012-03-08,0.6140,1,2012-03-26,2013-03-28,385,0.14362657091561926,0.14362657091561948,True,
rank1_ma60_episode,250,000022,2012-11-28,2012-11-29,0.6727,0,2013-05-07,2013-12-19,385,0.7443181818181817,0.7443181818181823,True,
rank1_stop_episode,250,000022,2012-03-07,2012-03-08,0.6140,1,2012-03-26,2013-03-28,385,0.14362657091561926,0.14362657091561948,True,
rank1_stop_episode,250,000022,2012-11-28,2012-11-29,0.6727,0,,2013-12-19,385,0.7443181818181817,0.7443181818181823,True,
rank1_ma60_nonoverlap,250,000022,2012-03-07,2012-03-08,0.6140,1,2012-03-26,2013-03-28,385,0.14362657091561926,0.14362657091561948,True,
rank1_daily,750,000022,2012-03-07,2012-03-08,0.6140,1,,2015-04-22,1140,1.395870736086176,1.3958707360861804,True,
rank1_daily,750,000022,2012-03-08,2012-03-09,0.6375,1,,2015-10-21,1321,1.1225402504472273,1.1225402504472313,True,
rank1_daily,750,000022,2012-03-12,2012-03-13,0.6255,1,,2015-10-23,1319,1.1500457456541628,1.1500457456541673,True,
rank1_daily,750,000022,2012-11-28,2012-11-29,0.6727,0,,2016-07-05,1314,0.8477272727272727,0.8477272727272778,True,
rank1_ma60_episode,750,000022,2012-03-07,2012-03-08,0.6140,1,2012-03-26,2015-04-22,1140,1.395870736086176,1.3958707360861804,True,
rank1_ma60_episode,750,000022,2012-11-28,2012-11-29,0.6727,0,2013-05-07,2016-07-05,1314,0.8477272727272727,0.8477272727272778,True,
rank1_stop_episode,750,000022,2012-03-07,2012-03-08,0.6140,1,2012-03-26,2015-04-22,1140,1.395870736086176,1.3958707360861804,True,
rank1_stop_episode,750,000022,2012-11-28,2012-11-29,0.6727,0,,2016-07-05,1314,0.8477272727272727,0.8477272727272778,True,
rank1_ma60_nonoverlap,750,000022,2012-03-07,2012-03-08,0.6140,1,2012-03-26,2015-04-22,1140,1.395870736086176,1.3958707360861804,True,
rank1_daily,250,000063,2024-07-11,2024-07-12,0.6257,0,,2025-07-24,377,0.26560149598753013,0.26560149598753013,True,
rank1_daily,250,000063,2024-07-12,2024-07-15,0.6150,0,,2025-07-25,375,0.26230490651656946,0.2623049065165697,True,
rank1_daily,250,000063,2024-07-15,2024-07-16,0.6058,0,,2025-07-28,377,0.23631392137492058,0.23631392137492058,True,
rank1_daily,250,000063,2024-07-16,2024-07-17,0.6200,0,,2025-07-29,377,0.27833537040170997,0.2783353704017102,True,
rank1_daily,250,000063,2024-07-17,2024-07-18,0.6104,0,,2025-07-30,377,0.2695560747529462,0.2695560747529462,True,
rank1_daily,250,000063,2024-07-18,2024-07-19,0.6060,0,,2025-07-31,377,0.2438584916740283,0.2438584916740283,True,
rank1_daily,250,000063,2024-07-19,2024-07-22,0.6130,0,,2025-08-01,375,0.24030091865341974,0.24030091865341974,True,
rank1_daily,250,000063,2024-07-22,2024-07-23,0.6078,0,,2025-08-04,377,0.2744131428874095,0.2744131428874095,True,
rank1_ma60_episode,250,000063,2024-07-11,2024-07-12,0.6257,0,2024-07-23,2025-07-24,377,0.26560149598753013,0.26560149598753013,True,
rank1_stop_episode,250,000063,2024-07-11,2024-07-12,0.6257,0,2024-07-23,2025-07-24,377,0.26560149598753013,0.26560149598753013,True,
rank1_ma60_nonoverlap,250,000063,2024-07-11,2024-07-12,0.6257,0,2024-07-23,2025-07-24,377,0.26560149598753013,0.26560149598753013,True,
rank1_daily,750,000063,2024-07-11,2024-07-12,0.6257,0,,,,,,False,forward_incomplete
rank1_daily,750,000063,2024-07-12,2024-07-15,0.6150,0,,,,,,False,forward_incomplete
rank1_daily,750,000063,2024-07-15,2024-07-16,0.6058,0,,,,,,False,forward_incomplete
rank1_daily,750,000063,2024-07-16,2024-07-17,0.6200,0,,,,,,False,forward_incomplete
rank1_daily,750,000063,2024-07-17,2024-07-18,0.6104,0,,,,,,False,forward_incomplete
rank1_daily,750,000063,2024-07-18,2024-07-19,0.6060,0,,,,,,False,forward_incomplete
rank1_daily,750,000063,2024-07-19,2024-07-22,0.6130,0,,,,,,False,forward_incomplete
rank1_daily,750,000063,2024-07-22,2024-07-23,0.6078,0,,,,,,False,forward_incomplete
rank1_ma60_episode,750,000063,2024-07-11,2024-07-12,0.6257,0,2024-07-23,,,,,False,forward_incomplete
rank1_stop_episode,750,000063,2024-07-11,2024-07-12,0.6257,0,2024-07-23,,,,,False,forward_incomplete
rank1_ma60_nonoverlap,750,000063,2024-07-11,2024-07-12,0.6257,0,2024-07-23,,,,,False,forward_incomplete
rank1_daily,250,000333,2014-04-29,2014-04-30,0.2541,0,,2015-05-22,387,1.267000943972632,1.2670009439726337,True,
rank1_daily,250,000333,2014-05-28,2014-05-29,0.2368,0,,2015-06-17,384,1.1928562638329185,1.1928562638329208,True,
rank1_daily,250,000333,2014-05-29,2014-05-30,0.2367,1,,2015-06-18,384,1.1171830139993109,1.1171830139993126,True,
rank1_daily,250,000333,2014-05-30,2014-06-03,0.2380,1,,2015-06-19,381,1.0401165360578886,1.0401165360578903,True,
rank1_daily,250,000333,2014-06-03,2014-06-04,0.2409,1,,2015-06-23,384,1.2533406713264172,1.253340671326419,True,
rank1_daily,250,000333,2014-06-04,2014-06-05,0.2367,1,,2015-06-24,384,1.2807650973476408,1.2807650973476425,True,
rank1_daily,250,000333,2014-06-05,2014-06-06,0.2390,1,,2015-06-25,384,1.1544552726148618,1.1544552726148631,True,
rank1_daily,250,000333,2014-06-06,2014-06-09,0.2391,1,,2015-06-26,382,1.0114259912319494,1.0114259912319512,True,
rank1_daily,250,000333,2014-06-09,2014-06-10,0.2401,1,,2015-06-29,384,0.9292321621302133,0.9292321621302149,True,
rank1_daily,250,000333,2014-06-10,2014-06-11,0.2495,1,,2015-06-30,384,1.0876982103146502,1.0876982103146515,True,
rank1_daily,250,000333,2014-06-11,2014-06-12,0.2506,1,,2015-07-01,384,0.9838818733964909,0.9838818733964925,True,
rank1_daily,250,000333,2014-06-12,2014-06-13,0.2518,1,,2015-07-02,384,0.9383058217387104,0.9383058217387124,True,
rank1_daily,250,000333,2014-06-13,2014-06-16,0.2606,1,,2015-07-03,382,0.7915521383909168,0.7915521383909185,True,
rank1_daily,250,000333,2014-06-16,2014-06-17,0.2609,1,,2015-07-06,384,0.9399197815179852,0.9399197815179872,True,
rank1_daily,250,000333,2014-06-17,2014-06-18,0.2532,1,,2015-07-07,384,0.9179424906380058,0.9179424906380076,True,
rank1_daily,250,000333,2014-06-18,2014-06-19,0.2505,1,,2015-07-08,384,0.7123040267819818,0.7123040267819836,True,
rank1_daily,250,000333,2014-06-19,2014-06-20,0.2525,1,,2015-07-09,384,0.8947571697041652,0.8947571697041672,True,
rank1_daily,250,000333,2014-06-20,2014-06-23,0.2510,1,,2015-07-10,382,1.1254207615784573,1.1254207615784595,True,
rank1_daily,250,000333,2014-06-23,2014-06-24,0.2460,1,,2015-07-13,384,1.1412312443157586,1.1412312443157608,True,
rank1_daily,250,000333,2014-06-24,2014-06-25,0.2497,1,,2015-07-14,384,1.024882082521223,1.0248820825212253,True,
rank1_daily,250,000333,2014-06-25,2014-06-26,0.2498,1,,2015-07-15,384,0.9803836373938597,0.9803836373938613,True,
rank1_daily,250,000333,2014-06-26,2014-06-27,0.2551,1,,2015-07-16,384,0.904319944098819,0.9043199440988208,True,
rank1_daily,250,000333,2014-06-27,2014-06-30,0.2624,1,,2015-07-17,382,0.9360829747806263,0.9360829747806279,True,
rank1_daily,250,000333,2014-06-30,2014-07-01,0.2640,1,,2015-07-20,384,0.9372024560855361,0.9372024560855374,True,
rank1_daily,250,000333,2014-07-01,2014-07-02,0.2581,1,,2015-07-21,384,0.8641204673723688,0.8641204673723701,True,
rank1_daily,250,000333,2014-07-02,2014-07-03,0.2637,1,,2015-07-22,384,0.8046867437423699,0.8046867437423713,True,
rank1_daily,250,000333,2014-07-03,2014-07-04,0.2673,1,,2015-07-23,384,0.8298903991685076,0.8298903991685087,True,
rank1_daily,250,000333,2014-07-04,2014-07-07,0.2673,1,,2015-07-24,382,0.8360771185231324,0.8360771185231337,True,
rank1_daily,250,000333,2014-07-07,2014-07-08,0.2626,1,,2015-07-27,384,0.6702138459667235,0.6702138459667246,True,
rank1_daily,250,000333,2014-07-08,2014-07-09,0.2647,1,,2015-07-28,384,0.7782711826890085,0.7782711826890099,True,
rank1_daily,250,000333,2014-07-09,2014-07-10,0.2595,1,,2015-07-29,384,0.8209005940008707,0.8209005940008725,True,
rank1_daily,250,000333,2014-07-11,2014-07-14,0.2596,1,,2015-07-31,382,0.7816155404547536,0.7816155404547547,True,
rank1_daily,250,000333,2014-07-14,2014-07-15,0.2611,1,,2015-08-03,384,0.809309046264931,0.8093090462649326,True,
rank1_daily,250,000333,2014-07-15,2014-07-16,0.2637,1,,2015-08-04,384,0.839184412746061,0.8391844127460624,True,
rank1_daily,250,000333,2014-07-16,2014-07-17,0.2599,1,,2015-08-05,384,0.8590612659624068,0.8590612659624082,True,
rank1_daily,250,000333,2014-07-17,2014-07-18,0.2598,1,,2015-08-06,384,0.8034681090530869,0.803468109053088,True,
rank1_daily,250,000333,2014-07-18,2014-07-21,0.2632,1,,2015-08-07,382,0.8285960126851453,0.8285960126851462,True,
rank1_daily,250,000333,2014-07-21,2014-07-22,0.2626,1,,2015-08-10,384,0.8589001089382455,0.8589001089382464,True,
rank1_daily,250,000333,2014-07-22,2014-07-23,0.2639,1,,2015-08-11,384,0.8355317132273878,0.8355317132273892,True,
rank1_daily,250,000333,2014-07-23,2014-07-24,0.2646,1,,2015-08-12,384,0.7122592339896403,0.7122592339896416,True,
rank1_daily,250,000333,2014-07-24,2014-07-25,0.2747,1,,2015-08-13,384,0.7098839840705737,0.7098839840705753,True,
rank1_daily,250,000333,2014-07-25,2014-07-28,0.2760,1,,2015-08-14,382,0.6262829444547122,0.6262829444547142,True,
rank1_daily,250,000333,2014-07-28,2014-07-29,0.2874,1,,2015-08-17,384,0.6051630783137851,0.6051630783137867,True,
rank1_daily,250,000333,2014-07-29,2014-07-30,0.2857,1,,2015-08-18,384,0.5301842143528339,0.5301842143528352,True,
rank1_daily,250,000333,2014-07-30,2014-07-31,0.2837,1,,2015-08-19,384,0.5021431681896151,0.502143168189616,True,
rank1_daily,250,000333,2014-07-31,2014-08-01,0.2922,1,,2015-08-20,384,0.43624134427022154,0.4362413442702222,True,
rank1_daily,250,000333,2014-08-01,2014-08-04,0.2933,1,,2015-08-21,382,0.315072264382664,0.31507226438266467,True,
rank1_daily,250,000333,2014-08-04,2014-08-05,0.2997,1,,2015-08-24,384,0.1937378240822787,0.19373782408227935,True,
rank1_daily,250,000333,2014-08-05,2014-08-06,0.2972,1,,2015-08-25,384,0.1456658805959914,0.14566588059599206,True,
rank1_daily,250,000333,2014-08-06,2014-08-07,0.2911,1,,2015-08-26,384,0.2386446092666732,0.23864460926667386,True,
rank1_daily,250,000333,2014-08-07,2014-08-08,0.2859,1,,2015-08-27,384,0.28514282704594884,0.2851428270459495,True,
rank1_daily,250,000333,2014-08-08,2014-08-11,0.2898,1,,2015-08-28,382,0.3187694374705541,0.31876943747055475,True,
rank1_daily,250,000333,2014-08-11,2014-08-12,0.2911,1,,2015-08-31,384,0.40803521516802554,0.4080352151680262,True,
rank1_daily,250,000333,2014-08-12,2014-08-13,0.2870,1,,2015-09-01,384,0.4046404875177012,0.4046404875177019,True,
rank1_daily,250,000333,2014-08-13,2014-08-14,0.2881,1,,2015-09-02,384,0.4034057775752822,0.4034057775752826,True,
rank1_daily,250,000333,2014-08-14,2014-08-15,0.2875,1,,2015-09-07,388,0.30432789732394383,0.3043278973239443,True,
rank1_daily,250,000333,2014-08-15,2014-08-18,0.2890,1,,2015-09-08,386,0.3070664870438251,0.307066487043826,True,
rank1_daily,250,000333,2014-08-20,2014-08-21,0.3436,1,,2015-09-11,386,0.28087341520646625,0.28087341520646714,True,
rank1_daily,250,000333,2014-08-21,2014-08-22,0.3425,1,,2015-09-14,388,0.17888541101405897,0.17888541101405986,True,
rank1_daily,250,000333,2014-08-22,2014-08-25,0.3552,1,,2015-09-15,386,0.14728435948960383,0.1472843594896045,True,
rank1_daily,250,000333,2014-08-25,2014-08-26,0.3508,1,,2015-09-16,386,0.2493417469180863,0.24934174691808697,True,
rank1_daily,250,000333,2014-08-26,2014-08-27,0.3433,1,,2015-09-17,386,0.18452050857914415,0.18452050857914482,True,
rank1_daily,250,000333,2014-08-27,2014-08-28,0.3466,1,,2015-09-18,386,0.21926729582378957,0.21926729582379,True,
rank1_daily,250,000333,2014-08-28,2014-08-29,0.3417,1,,2015-09-21,388,0.2385276760026558,0.23852767600265645,True,
rank1_daily,250,000333,2014-08-29,2014-09-01,0.3449,1,,2015-09-22,386,0.23181164478362892,0.2318116447836298,True,
rank1_daily,250,000333,2014-09-01,2014-09-02,0.3483,1,,2015-09-23,386,0.18689378759454445,0.1868937875945449,True,
rank1_daily,250,000333,2014-09-02,2014-09-03,0.3505,1,,2015-09-24,386,0.2029040470018999,0.20290404700190057,True,
rank1_daily,250,000333,2014-11-21,2014-11-24,0.3557,1,,2015-12-14,385,0.3952450816629094,0.39524508166290806,True,
rank1_daily,250,000333,2014-11-25,2014-11-26,0.3635,1,,2015-12-16,385,0.36542491015881606,0.36542491015881495,True,
rank1_daily,250,000333,2014-11-26,2014-11-27,0.3655,1,,2015-12-17,385,0.3930938234158885,0.39309382341588694,True,
rank1_daily,250,000333,2014-11-27,2014-11-28,0.3631,1,,2015-12-18,385,0.3805470398028301,0.38054703980282856,True,
rank1_daily,250,000333,2014-11-28,2014-12-01,0.3608,1,,2015-12-21,385,0.40180086985280616,0.4018008698528046,True,
rank1_daily,250,000333,2014-12-01,2014-12-02,0.3810,1,,2015-12-22,385,0.3586522098271412,0.3586522098271401,True,
rank1_daily,250,000333,2014-12-04,2014-12-05,0.4185,1,,2015-12-25,385,0.3368268833795649,0.33682688337956357,True,
rank1_daily,250,000333,2014-12-05,2014-12-08,0.4030,1,,,,,,False,execution_quote_missing
rank1_daily,250,000333,2014-12-16,2014-12-17,0.4220,1,,2015-12-30,378,0.3480269606008075,0.3480269606008066,True,
rank1_daily,250,000333,2014-12-17,2014-12-18,0.4156,1,,2015-12-31,378,0.2081629685214108,0.2081629685214097,True,
rank1_daily,250,000333,2014-12-22,2014-12-23,0.4544,1,,2016-01-06,379,0.14442598245681815,0.14442598245681704,True,
rank1_daily,250,000333,2014-12-30,2014-12-31,0.4380,1,,2016-01-14,379,0.10789537809791416,0.10789537809791305,True,
rank1_daily,250,000333,2015-01-15,2015-01-16,0.5230,1,,2016-01-28,377,-0.1350994951433886,-0.13509949514338937,True,
rank1_daily,250,000333,2015-01-16,2015-01-19,0.5137,1,,2016-01-29,375,-0.04822846760168997,-0.04822846760169075,True,
rank1_daily,250,000333,2015-01-20,2015-01-21,0.4977,1,,2016-02-02,377,-0.09054452381774458,-0.09054452381774558,True,
rank1_daily,250,000333,2015-01-21,2015-01-22,0.5088,1,,2016-02-03,377,-0.09575760837420322,-0.09575760837420422,True,
rank1_daily,250,000333,2015-01-22,2015-01-23,0.5036,1,,2016-02-04,377,-0.08104373506210183,-0.08104373506210283,True,
rank1_daily,250,000333,2015-01-23,2015-01-26,0.4977,1,,2016-02-05,375,-0.08565966086929022,-0.08565966086929144,True,
rank1_daily,250,000333,2015-01-26,2015-01-27,0.5026,1,,2016-02-15,384,-0.10245575610168822,-0.10245575610168944,True,
rank1_daily,250,000333,2015-01-27,2015-01-28,0.5034,1,,2016-02-16,384,-0.062200852140135376,-0.0622008521401366,True,
rank1_daily,250,000333,2015-02-10,2015-02-11,0.4969,1,,2016-03-01,384,-0.08827000578653543,-0.08827000578653676,True,
rank1_daily,250,000333,2015-02-11,2015-02-12,0.4956,1,,2016-03-02,384,-0.013843744245198408,-0.01384374424519974,True,
rank1_daily,250,000333,2015-02-12,2015-02-13,0.4959,1,,2016-03-03,384,-0.03153312837482125,-0.031533128374822805,True,
rank1_daily,250,000333,2015-02-13,2015-02-16,0.4949,1,,2016-03-04,382,-0.009023668824668096,-0.00902366882466965,True,
rank1_daily,250,000333,2015-02-16,2015-02-17,0.4925,1,,2016-03-07,384,-0.04967897878065286,-0.049678978780654304,True,
rank1_daily,250,000333,2015-03-02,2015-03-03,0.5133,1,,2016-03-14,377,0.000306418163348976,0.0003064181633476437,True,
rank1_daily,250,000333,2015-03-03,2015-03-04,0.4951,1,,2016-03-15,377,-0.01163210606002052,-0.011632106060021852,True,
rank1_daily,250,000333,2015-03-04,2015-03-05,0.5026,1,,2016-03-16,377,0.011833418487462222,0.011833418487461111,True,
rank1_daily,250,000333,2015-03-11,2015-03-12,0.5053,1,,2016-03-23,377,0.013658489793514583,0.013658489793513473,True,
rank1_daily,250,000333,2015-03-12,2015-03-13,0.5006,1,,2016-03-24,377,0.022741979111223554,0.022741979111222443,True,
rank1_daily,250,000333,2015-03-13,2015-03-16,0.5058,1,,2016-03-25,375,0.023788485730600994,0.023788485730599884,True,
rank1_daily,250,000333,2015-03-18,2015-03-19,0.5220,1,,2016-03-30,377,-0.020131102921287614,-0.020131102921288835,True,
rank1_daily,250,000333,2015-03-25,2015-03-26,0.5146,1,,,,,,False,execution_quote_missing
rank1_daily,250,000333,2015-04-27,2015-04-28,0.6253,1,,2016-05-05,373,-0.09332766538100268,-0.09332766538100357,True,
rank1_daily,250,000333,2015-04-28,2015-04-29,0.5904,1,,2016-05-06,373,-0.12995652304235428,-0.12995652304235517,True,
rank1_daily,250,000333,2015-04-29,2015-04-30,0.5916,1,,2016-05-09,375,-0.1418717879361644,-0.1418717879361654,True,
rank1_daily,250,000333,2015-04-30,2015-05-04,0.5934,1,,2016-05-10,372,-0.08916167729914959,-0.0891616772991507,True,
rank1_daily,250,000333,2015-05-04,2015-05-05,0.5791,1,,2016-05-11,372,0.004251644908729091,0.004251644908727981,True,
rank1_daily,250,000333,2015-05-07,2015-05-08,0.5599,1,,2016-05-16,374,-0.034502736207281726,-0.034502736207282614,True,
rank1_daily,250,000333,2015-05-08,2015-05-11,0.5650,1,,2016-05-17,372,-0.06636835739220015,-0.06636835739220104,True,
rank1_daily,250,000333,2015-05-11,2015-05-12,0.5722,1,,2016-06-01,386,0.00502001771037297,0.005020017710372082,True,
rank1_daily,250,000333,2015-05-12,2015-05-13,0.5692,1,,2016-06-02,386,-0.020325364615058295,-0.02032536461505896,True,
rank1_daily,250,000333,2015-05-13,2015-05-14,0.5762,1,,2016-06-03,386,0.016124902597650426,0.016124902597649537,True,
rank1_daily,250,000333,2015-05-14,2015-05-15,0.5684,1,,2016-06-06,388,0.08170503038924082,0.08170503038923971,True,
rank1_daily,250,000333,2015-05-20,2015-05-21,0.5753,1,,2016-06-14,390,-0.07607614772969118,-0.07607614772969173,True,
rank1_daily,250,000333,2015-05-21,2015-05-22,0.6116,1,,2016-06-15,390,-0.06838162688110216,-0.06838162688110283,True,
rank1_daily,250,000333,2015-05-22,2015-05-25,0.6119,1,,2016-06-16,388,-0.0964612286540747,-0.09646122865407558,True,
rank1_daily,250,000333,2015-05-25,2015-05-26,0.6193,1,,2016-06-17,388,-0.13830326361129708,-0.13830326361129786,True,
rank1_daily,250,000333,2015-05-26,2015-05-27,0.6514,1,,2016-06-20,390,-0.09679771299756168,-0.09679771299756235,True,
rank1_daily,250,000333,2015-05-27,2015-05-28,0.6361,1,,2016-06-21,390,-0.03855172910547522,-0.038551729105475996,True,
rank1_daily,250,000333,2015-05-28,2015-05-29,0.5913,1,,2016-06-22,390,-0.032597118002523406,-0.032597118002524295,True,
rank1_daily,250,000333,2015-05-29,2015-06-01,0.5939,1,,2016-06-23,388,-0.07842252764127766,-0.07842252764127855,True,
rank1_daily,250,000333,2015-06-01,2015-06-02,0.6164,1,,2016-06-24,388,-0.07410924073254987,-0.07410924073255065,True,
rank1_daily,250,000333,2015-06-02,2015-06-03,0.6170,1,,2016-06-27,390,-0.057442329565091765,-0.05744232956509254,True,
rank1_daily,250,000333,2015-06-03,2015-06-04,0.6276,1,,2016-06-28,390,-0.042810828900757936,-0.04281082890075871,True,
rank1_daily,250,000333,2015-06-04,2015-06-05,0.6104,1,,2016-06-29,390,-0.03309226278971489,-0.033092262789715776,True,
rank1_daily,250,000333,2015-06-05,2015-06-08,0.6048,1,,2016-06-30,388,-0.060738573565599197,-0.060738573565599974,True,
rank1_daily,250,000333,2015-06-08,2015-06-09,0.6319,1,,2016-07-01,388,-0.02796605748444181,-0.027966057484442475,True,
rank1_daily,250,000333,2015-06-09,2015-06-10,0.6199,1,,2016-07-04,390,-0.016848876921097822,-0.016848876921098488,True,
rank1_daily,250,000333,2015-06-10,2015-06-11,0.6223,1,,2016-07-05,390,-0.013363176966117996,-0.013363176966118773,True,
rank1_daily,250,000333,2015-06-11,2015-06-12,0.6112,1,,2016-07-06,390,0.003634572950654169,0.003634572950653503,True,
rank1_daily,250,000333,2015-06-12,2015-06-15,0.6079,1,,2016-07-07,388,0.0435820148227708,0.04358201482277013,True,
rank1_daily,250,000333,2015-06-23,2015-06-24,0.6099,1,,2016-07-15,387,0.14995970364147482,0.14995970364147393,True,
rank1_daily,250,000333,2015-06-24,2015-06-25,0.6234,1,,2016-07-18,389,0.20861430014249405,0.20861430014249338,True,
rank1_daily,250,000333,2015-11-10,2015-11-11,0.4332,1,,2016-12-02,387,0.5817383125467364,0.5817383125467355,True,
rank1_daily,250,000333,2015-11-11,2015-11-12,0.4304,1,,2016-12-05,389,0.5007623897633988,0.5007623897633979,True,
rank1_daily,250,000333,2015-11-12,2015-11-13,0.4347,1,,2016-12-06,389,0.5525149314386983,0.5525149314386975,True,
rank1_daily,250,000333,2015-11-13,2015-11-16,0.4238,1,,2016-12-07,387,0.5638398341523339,0.5638398341523334,True,
rank1_daily,250,000333,2015-11-16,2015-11-17,0.4211,1,,2016-12-08,387,0.5643419578269628,0.5643419578269622,True,
rank1_daily,250,000333,2015-11-17,2015-11-18,0.4241,1,,2016-12-09,387,0.6595998595998593,0.6595998595998589,True,
