group,horizon,signals,complete,codes,missing,median,mean,positive_fraction,median_of_code_medians,corrected_median,max_code_sample_fraction
rank1_daily,250,3076,2833,66,243,0.28075192544588856,0.29255165324740684,0.7338510412989764,0.23084170401126125,0.28318584070796593,0.13801623720437697
rank1_daily,750,3076,2322,45,754,0.94442661874537,0.9481012848864105,0.838501291989664,0.9075333623521871,0.9528857665937905,0.13135228251507322
rank1_ma60_episode,250,394,362,66,32,0.28388942497867486,0.30065988371139635,0.7707182320441989,0.29216629822684903,0.2838894249786743,0.09392265193370165
rank1_ma60_episode,750,394,282,45,112,0.8413161266628787,0.839447589790741,0.8439716312056738,0.8728920705083156,0.841316126662883,0.1099290780141844
rank1_ma60_nonoverlap,250,169,153,66,16,0.18286890482480112,0.22832861778343333,0.7516339869281046,0.22539715462701893,0.18286890482480112,0.0718954248366013
rank1_ma60_nonoverlap,750,102,67,45,35,0.8111279014169526,0.8369181396899549,0.8656716417910447,0.809481215627575,0.8111279014169552,0.05970149253731343
rank1_stop_episode,250,170,159,66,11,0.20359518688129885,0.2852645889154314,0.7421383647798742,0.25871669759299876,0.2035951868813024,0.05660377358490566
rank1_stop_episode,750,170,117,45,53,0.8845295004312597,0.8965906512961062,0.8717948717948718,0.8989914782713844,0.8845295004312583,0.06837606837606838
