group,horizon,code,n,median
rank1_daily,750,600897,16,0.5110552136881525
rank1_daily,750,600919,1,0.9075333623521871
rank1_daily,750,600938,42,1.0800280760261574
rank1_daily,750,601009,27,0.25667545289626115
rank1_daily,750,601077,2,1.2751287526617119
rank1_daily,750,601088,111,0.4323579610238373
rank1_daily,750,601169,7,0.42660333228164626
rank1_daily,750,601225,305,1.549173164255497
rank1_daily,750,601288,14,1.9907473896742856
rank1_daily,750,601328,48,0.9227606411806832
rank1_daily,750,601398,7,0.3054297004970541
rank1_daily,750,601818,2,0.26305310546931593
rank1_daily,750,601825,47,0.7603206831548366
rank1_daily,750,601988,4,1.131509160380302
rank1_ma60_episode,250,000001,2,0.13787672164346798
rank1_ma60_episode,250,000022,2,0.44397237636690046
rank1_ma60_episode,250,000063,1,0.26560149598753013
rank1_ma60_episode,250,000333,10,0.6473086154198336
rank1_ma60_episode,250,000338,33,0.29384456076550514
rank1_ma60_episode,250,000568,2,0.5487282696184285
rank1_ma60_episode,250,000651,25,0.17733475691223388
rank1_ma60_episode,250,000661,1,-0.24505677973319961
rank1_ma60_episode,250,000786,1,0.471763072208389
rank1_ma60_episode,250,000792,15,-0.08985566599427397
rank1_ma60_episode,250,000858,1,0.335950432329958
rank1_ma60_episode,250,000933,11,0.04978354978354971
rank1_ma60_episode,250,000951,1,0.3028151856123169
rank1_ma60_episode,250,002001,3,-0.055137740074564956
rank1_ma60_episode,250,002024,3,0.5254906383938642
rank1_ma60_episode,250,002128,34,0.3488003044156889
rank1_ma60_episode,250,002152,4,0.3700601461612879
rank1_ma60_episode,250,002158,4,0.5654777888215972
rank1_ma60_episode,250,002236,3,0.1422451066611803
rank1_ma60_episode,250,002304,2,0.570851392797971
rank1_ma60_episode,250,002466,9,0.8806535166367802
rank1_ma60_episode,250,002508,2,0.5356530350378074
rank1_ma60_episode,250,002532,1,0.37329829024234695
rank1_ma60_episode,250,002648,2,0.13539624737365552
rank1_ma60_episode,250,002833,1,0.18184578090998227
rank1_ma60_episode,250,300059,1,1.1878793814025754
rank1_ma60_episode,250,300750,1,1.0534767254792161
rank1_ma60_episode,250,600000,1,-0.21379269391027245
rank1_ma60_episode,250,600009,1,1.0710910679250452
rank1_ma60_episode,250,600016,1,-0.21351740416039833
rank1_ma60_episode,250,600031,5,0.10662573548222043
rank1_ma60_episode,250,600036,1,0.4058307424525973
rank1_ma60_episode,250,600066,7,0.07628609165563716
rank1_ma60_episode,250,600176,2,0.2904880356881929
rank1_ma60_episode,250,600188,2,-0.06226897467064685
rank1_ma60_episode,250,600271,4,0.4522513687685591
rank1_ma60_episode,250,600309,12,0.11589719392655418
rank1_ma60_episode,250,600426,1,0.6488839328081166
rank1_ma60_episode,250,600519,3,0.3687491852365772
rank1_ma60_episode,250,600566,1,-0.16009683007510156
rank1_ma60_episode,250,600585,19,0.09815441894583299
rank1_ma60_episode,250,600660,3,0.09313047319938916
rank1_ma60_episode,250,600690,5,0.43760689137505815
rank1_ma60_episode,250,600809,1,0.2518318991984674
rank1_ma60_episode,250,600897,7,-0.0030393936789633313
rank1_ma60_episode,250,600919,3,0.18510904218937707
rank1_ma60_episode,250,600938,7,0.36175662779385376
rank1_ma60_episode,250,601009,5,0.13179916317991625
rank1_ma60_episode,250,601077,2,0.16839035268521696
rank1_ma60_episode,250,601088,22,0.39314709714565754
rank1_ma60_episode,250,601166,4,0.3702852461624304
rank1_ma60_episode,250,601169,6,-0.009460922948964112
rank1_ma60_episode,250,601187,1,0.35042649272735016
rank1_ma60_episode,250,601225,25,0.33575712962100157
rank1_ma60_episode,250,601229,4,0.3369533558220241
rank1_ma60_episode,250,601288,4,0.30590774229956774
rank1_ma60_episode,250,601328,11,0.29503124321455276
rank1_ma60_episode,250,601398,2,0.13386743201705764
rank1_ma60_episode,250,601818,3,0.11965869747813085
rank1_ma60_episode,250,601825,2,-0.008352213781840978
rank1_ma60_episode,250,601838,3,0.16389246528614887
rank1_ma60_episode,250,601916,1,0.028816041455446362
rank1_ma60_episode,250,601939,1,0.3284161829216772
rank1_ma60_episode,250,601988,3,0.39304881165346295
rank1_ma60_episode,250,603279,1,0.2119515331733388
rank1_ma60_episode,250,603529,1,0.10043381643124882
rank1_ma60_episode,750,000022,2,1.1217990044067243
rank1_ma60_episode,750,000333,10,1.593616444285335
rank1_ma60_episode,750,000338,31,0.05127378065204069
rank1_ma60_episode,750,000568,2,2.035587333326289
rank1_ma60_episode,750,000651,23,0.8978507009922059
rank1_ma60_episode,750,000786,1,1.427391552478091
rank1_ma60_episode,750,000792,7,-0.4409232220095456
rank1_ma60_episode,750,000858,1,2.304369815837074
rank1_ma60_episode,750,000933,5,0.13161292783642797
rank1_ma60_episode,750,002001,3,0.6277431007993419
rank1_ma60_episode,750,002024,3,0.5280872793974452
rank1_ma60_episode,750,002128,27,0.816281771745812
rank1_ma60_episode,750,002152,4,0.8989914782713844
rank1_ma60_episode,750,002304,2,1.6849689784400441
rank1_ma60_episode,750,002466,6,1.405466273379969
rank1_ma60_episode,750,002508,2,0.7912308901394605
rank1_ma60_episode,750,002833,1,0.25152916577177087
rank1_ma60_episode,750,600000,1,-0.20808217404192353
rank1_ma60_episode,750,600009,1,1.9162990993486897
rank1_ma60_episode,750,600016,1,-0.11073595004099579
rank1_ma60_episode,750,600031,5,0.4251443834337474
rank1_ma60_episode,750,600066,7,0.9930124842453627
rank1_ma60_episode,750,600188,2,0.14033563636381052
rank1_ma60_episode,750,600271,4,1.8981876881913924
rank1_ma60_episode,750,600309,12,1.0970595459536194
rank1_ma60_episode,750,600519,3,2.1240252993979043
rank1_ma60_episode,750,600566,1,0.33537793429607365
rank1_ma60_episode,750,600585,19,0.12535893564936007
rank1_ma60_episode,750,600660,3,1.1657102673398336
rank1_ma60_episode,750,600690,5,0.5588349232179193
rank1_ma60_episode,750,600809,1,0.4226115160106889
rank1_ma60_episode,750,600897,7,0.5030569387368298
rank1_ma60_episode,750,600919,1,0.9075333623521871
rank1_ma60_episode,750,600938,5,1.0002435156360567
rank1_ma60_episode,750,601009,3,0.24726240978961078
rank1_ma60_episode,750,601077,2,1.2751287526617119
rank1_ma60_episode,750,601088,22,0.5950377047515336
rank1_ma60_episode,750,601169,4,0.5382322467307364
rank1_ma60_episode,750,601225,21,1.6018420125781674
rank1_ma60_episode,750,601288,4,1.8790414614650806
rank1_ma60_episode,750,601328,11,0.8728920705083156
rank1_ma60_episode,750,601398,1,0.29610203256288026
rank1_ma60_episode,750,601818,1,0.2529429033672175
rank1_ma60_episode,750,601825,2,0.9233341507875371
rank1_ma60_episode,750,601988,3,1.1329037242818334
rank1_ma60_nonoverlap,250,000001,1,0.22250423133179065
rank1_ma60_nonoverlap,250,000022,1,0.14362657091561926
rank1_ma60_nonoverlap,250,000063,1,0.26560149598753013
rank1_ma60_nonoverlap,250,000333,4,0.5784756398645505
rank1_ma60_nonoverlap,250,000338,11,0.3443713021154544
rank1_ma60_nonoverlap,250,000568,1,0.4830799917463373
rank1_ma60_nonoverlap,250,000651,9,0.0811263646757705
rank1_ma60_nonoverlap,250,000661,1,-0.24505677973319961
rank1_ma60_nonoverlap,250,000786,1,0.471763072208389
rank1_ma60_nonoverlap,250,000792,5,-0.24595063995848743
rank1_ma60_nonoverlap,250,000858,1,0.335950432329958
rank1_ma60_nonoverlap,250,000933,4,0.07824721297444981
rank1_ma60_nonoverlap,250,000951,1,0.3028151856123169
rank1_ma60_nonoverlap,250,002001,1,-0.26184603689410346
rank1_ma60_nonoverlap,250,002024,1,-0.3783819178764498
rank1_ma60_nonoverlap,250,002128,9,0.2282900779222472
rank1_ma60_nonoverlap,250,002152,1,0.284110417331328
rank1_ma60_nonoverlap,250,002158,1,0.5051117589893102
rank1_ma60_nonoverlap,250,002236,1,0.1422451066611803
rank1_ma60_nonoverlap,250,002304,1,0.6834243324401266
rank1_ma60_nonoverlap,250,002466,4,0.35449240801371373
rank1_ma60_nonoverlap,250,002508,1,0.5227741241583295
rank1_ma60_nonoverlap,250,002532,1,0.37329829024234695
rank1_ma60_nonoverlap,250,002648,2,0.13539624737365552
rank1_ma60_nonoverlap,250,002833,1,0.18184578090998227
rank1_ma60_nonoverlap,250,300059,1,1.1878793814025754
rank1_ma60_nonoverlap,250,300750,1,1.0534767254792161
rank1_ma60_nonoverlap,250,600000,1,-0.21379269391027245
rank1_ma60_nonoverlap,250,600009,1,1.0710910679250452
rank1_ma60_nonoverlap,250,600016,1,-0.21351740416039833
rank1_ma60_nonoverlap,250,600031,4,0.013445191988096294
rank1_ma60_nonoverlap,250,600036,1,0.4058307424525973
rank1_ma60_nonoverlap,250,600066,4,0.36532227108454873
rank1_ma60_nonoverlap,250,600176,1,0.16293481254560116
rank1_ma60_nonoverlap,250,600188,2,-0.06226897467064685
rank1_ma60_nonoverlap,250,600271,1,0.4391338151870303
rank1_ma60_nonoverlap,250,600309,6,0.09685584952388704
rank1_ma60_nonoverlap,250,600426,1,0.6488839328081166
rank1_ma60_nonoverlap,250,600519,2,0.4377069170093051
rank1_ma60_nonoverlap,250,600566,1,-0.16009683007510156
rank1_ma60_nonoverlap,250,600585,6,0.19356962926315413
rank1_ma60_nonoverlap,250,600660,2,0.6265484828843926
rank1_ma60_nonoverlap,250,600690,2,0.5488117522431504
rank1_ma60_nonoverlap,250,600809,1,0.2518318991984674
rank1_ma60_nonoverlap,250,600897,5,0.033451787424830126
rank1_ma60_nonoverlap,250,600919,2,0.23680950041912785
rank1_ma60_nonoverlap,250,600938,2,0.20333328951152774
rank1_ma60_nonoverlap,250,601009,3,0.19249077589859542
rank1_ma60_nonoverlap,250,601077,1,0.06298070537043388
rank1_ma60_nonoverlap,250,601088,7,0.3947190250507786
rank1_ma60_nonoverlap,250,601166,1,0.4381664666685272
rank1_ma60_nonoverlap,250,601169,3,-0.014685207603318928
rank1_ma60_nonoverlap,250,601187,1,0.35042649272735016
rank1_ma60_nonoverlap,250,601225,7,0.2561019076694202
rank1_ma60_nonoverlap,250,601229,2,0.18315854218852945
rank1_ma60_nonoverlap,250,601288,1,0.2687669280114042
rank1_ma60_nonoverlap,250,601328,2,0.24753750034099098
rank1_ma60_nonoverlap,250,601398,2,0.13386743201705764
rank1_ma60_nonoverlap,250,601818,2,-0.007657271467310656
rank1_ma60_nonoverlap,250,601825,1,-0.06447972918513745
rank1_ma60_nonoverlap,250,601838,2,0.13496840464558535
rank1_ma60_nonoverlap,250,601916,1,0.028816041455446362
rank1_ma60_nonoverlap,250,601939,1,0.3284161829216772
rank1_ma60_nonoverlap,250,601988,1,0.10173638344226577
rank1_ma60_nonoverlap,250,603279,1,0.2119515331733388
rank1_ma60_nonoverlap,250,603529,1,0.10043381643124882
rank1_ma60_nonoverlap,750,000022,1,1.395870736086176
rank1_ma60_nonoverlap,750,000333,2,1.9641979628762083
rank1_ma60_nonoverlap,750,000338,4,0.4590592600986042
rank1_ma60_nonoverlap,750,000568,1,1.9731203017687413
rank1_ma60_nonoverlap,750,000651,4,0.6669722938937033
rank1_ma60_nonoverlap,750,000786,1,1.427391552478091
rank1_ma60_nonoverlap,750,000792,2,-0.3958839856641854
rank1_ma60_nonoverlap,750,000858,1,2.304369815837074
rank1_ma60_nonoverlap,750,000933,1,-0.16455569129944791
rank1_ma60_nonoverlap,750,002001,1,0.396093639977541
rank1_ma60_nonoverlap,750,002024,1,0.4718779463724374
rank1_ma60_nonoverlap,750,002128,3,0.816281771745812
rank1_ma60_nonoverlap,750,002152,1,0.8251902803734186
rank1_ma60_nonoverlap,750,002304,1,1.5934739527066224
rank1_ma60_nonoverlap,750,002466,1,1.3495859397548604
rank1_ma60_nonoverlap,750,002508,1,0.8111279014169526
rank1_ma60_nonoverlap,750,002833,1,0.25152916577177087
rank1_ma60_nonoverlap,750,600000,1,-0.20808217404192353
rank1_ma60_nonoverlap,750,600009,1,1.9162990993486897
rank1_ma60_nonoverlap,750,600016,1,-0.11073595004099579
rank1_ma60_nonoverlap,750,600031,2,0.07760674048532074
rank1_ma60_nonoverlap,750,600066,2,0.7364047614220851
rank1_ma60_nonoverlap,750,600188,1,0.18148972288396203
rank1_ma60_nonoverlap,750,600271,1,2.1160859295595555
rank1_ma60_nonoverlap,750,600309,3,1.0987826792003803
rank1_ma60_nonoverlap,750,600519,1,2.1240252993979043
rank1_ma60_nonoverlap,750,600566,1,0.33537793429607365
rank1_ma60_nonoverlap,750,600585,3,0.62210590429431
rank1_ma60_nonoverlap,750,600660,1,1.1657102673398336
rank1_ma60_nonoverlap,750,600690,2,0.710712927582695
rank1_ma60_nonoverlap,750,600809,1,0.4226115160106889
rank1_ma60_nonoverlap,750,600897,2,0.6258561628158525
rank1_ma60_nonoverlap,750,600919,1,0.9075333623521871
rank1_ma60_nonoverlap,750,600938,1,0.945282381742196
rank1_ma60_nonoverlap,750,601009,1,0.30348407370841657
rank1_ma60_nonoverlap,750,601077,1,1.1995287396525462
rank1_ma60_nonoverlap,750,601088,3,0.08432073653501915
rank1_ma60_nonoverlap,750,601169,1,0.4250981642484184
rank1_ma60_nonoverlap,750,601225,3,0.8845295004312597
rank1_ma60_nonoverlap,750,601288,1,1.2744897098861827
rank1_ma60_nonoverlap,750,601328,1,0.809481215627575
rank1_ma60_nonoverlap,750,601398,1,0.29610203256288026
rank1_ma60_nonoverlap,750,601818,1,0.2529429033672175
rank1_ma60_nonoverlap,750,601825,1,0.9130948784929693
rank1_ma60_nonoverlap,750,601988,1,1.1329037242818334
rank1_stop_episode,250,000001,2,0.13787672164346798
rank1_stop_episode,250,000022,2,0.44397237636690046
rank1_stop_episode,250,000063,1,0.26560149598753013
rank1_stop_episode,250,000333,2,1.2299286039027753
rank1_stop_episode,250,000338,8,0.013753012393242003
rank1_stop_episode,250,000568,2,0.5487282696184285
rank1_stop_episode,250,000651,1,0.5208590803942073
rank1_stop_episode,250,000661,1,-0.24505677973319961
rank1_stop_episode,250,000786,1,0.471763072208389
rank1_stop_episode,250,000792,9,-0.24595063995848743
rank1_stop_episode,250,000858,1,0.335950432329958
rank1_stop_episode,250,000933,2,-0.11780253605563085
rank1_stop_episode,250,000951,1,0.3028151856123169
rank1_stop_episode,250,002001,3,-0.055137740074564956
rank1_stop_episode,250,002024,3,0.5254906383938642
rank1_stop_episode,250,002128,8,0.05174986372274526
rank1_stop_episode,250,002152,4,0.3700601461612879
rank1_stop_episode,250,002158,4,0.5654777888215972
rank1_stop_episode,250,002236,2,0.10389905414552991
rank1_stop_episode,250,002304,1,0.6834243324401266
rank1_stop_episode,250,002466,5,1.4518142801404608
rank1_stop_episode,250,002508,2,0.5356530350378074
rank1_stop_episode,250,002532,1,0.37329829024234695
rank1_stop_episode,250,002648,2,0.13539624737365552
rank1_stop_episode,250,002833,1,0.18184578090998227
rank1_stop_episode,250,300059,1,1.1878793814025754
rank1_stop_episode,250,300750,1,1.0534767254792161
rank1_stop_episode,250,600000,1,-0.21379269391027245
rank1_stop_episode,250,600009,1,1.0710910679250452
rank1_stop_episode,250,600016,1,-0.21351740416039833
rank1_stop_episode,250,600031,5,0.10662573548222043
rank1_stop_episode,250,600036,1,0.4058307424525973
rank1_stop_episode,250,600066,2,0.278390067581078
rank1_stop_episode,250,600176,2,0.2904880356881929
rank1_stop_episode,250,600188,2,-0.06226897467064685
rank1_stop_episode,250,600271,3,0.4391338151870303
rank1_stop_episode,250,600309,5,0.10583823683336302
rank1_stop_episode,250,600426,1,0.6488839328081166
rank1_stop_episode,250,600519,1,0.3615331542244409
rank1_stop_episode,250,600566,1,-0.16009683007510156
rank1_stop_episode,250,600585,4,0.19890218881449329
rank1_stop_episode,250,600660,3,0.09313047319938916
rank1_stop_episode,250,600690,1,0.6600166131112426
rank1_stop_episode,250,600809,1,0.2518318991984674
rank1_stop_episode,250,600897,4,-0.0015443591104864485
rank1_stop_episode,250,600919,2,0.23680950041912785
rank1_stop_episode,250,600938,4,0.3452332231171713
rank1_stop_episode,250,601009,1,0.13179916317991625
rank1_stop_episode,250,601077,2,0.16839035268521696
rank1_stop_episode,250,601088,5,-0.057968345271523836
rank1_stop_episode,250,601166,4,0.3702852461624304
rank1_stop_episode,250,601169,4,0.009440410082998119
rank1_stop_episode,250,601187,1,0.35042649272735016
rank1_stop_episode,250,601225,2,0.355578339788866
rank1_stop_episode,250,601229,3,0.3448591785103057
rank1_stop_episode,250,601288,4,0.30590774229956774
rank1_stop_episode,250,601328,1,0.18656703436879396
rank1_stop_episode,250,601398,2,0.13386743201705764
rank1_stop_episode,250,601818,3,0.11965869747813085
rank1_stop_episode,250,601825,2,-0.008352213781840978
rank1_stop_episode,250,601838,3,0.16389246528614887
rank1_stop_episode,250,601916,1,0.028816041455446362
rank1_stop_episode,250,601939,1,0.3284161829216772
rank1_stop_episode,250,601988,2,0.29719746001381586
rank1_stop_episode,250,603279,1,0.2119515331733388
rank1_stop_episode,250,603529,1,0.10043381643124882
rank1_stop_episode,750,000022,2,1.1217990044067243
rank1_stop_episode,750,000333,2,3.1180565270789287
rank1_stop_episode,750,000338,8,0.08189624242020288
rank1_stop_episode,750,000568,2,2.035587333326289
rank1_stop_episode,750,000651,1,1.4929475941679118
rank1_stop_episode,750,000786,1,1.427391552478091
rank1_stop_episode,750,000792,6,-0.36140664543397694
rank1_stop_episode,750,000858,1,2.304369815837074
rank1_stop_episode,750,000933,2,0.7032209690914997
rank1_stop_episode,750,002001,3,0.6277431007993419
rank1_stop_episode,750,002024,3,0.5280872793974452
rank1_stop_episode,750,002128,8,0.18597942951188062
rank1_stop_episode,750,002152,4,0.8989914782713844
rank1_stop_episode,750,002304,1,1.5934739527066224
rank1_stop_episode,750,002466,5,1.4613466070050776
rank1_stop_episode,750,002508,2,0.7912308901394605
rank1_stop_episode,750,002833,1,0.25152916577177087
rank1_stop_episode,750,600000,1,-0.20808217404192353
rank1_stop_episode,750,600009,1,1.9162990993486897
rank1_stop_episode,750,600016,1,-0.11073595004099579
rank1_stop_episode,750,600031,5,0.4251443834337474
rank1_stop_episode,750,600066,2,1.4978308603228965
rank1_stop_episode,750,600188,2,0.14033563636381052
rank1_stop_episode,750,600271,3,1.973085485567462
rank1_stop_episode,750,600309,5,1.0953364127068586
rank1_stop_episode,750,600519,1,2.1240252993979043
rank1_stop_episode,750,600566,1,0.33537793429607365
rank1_stop_episode,750,600585,4,1.148978717757866
rank1_stop_episode,750,600660,3,1.1657102673398336
rank1_stop_episode,750,600690,1,0.9751125462770998
rank1_stop_episode,750,600809,1,0.4226115160106889
rank1_stop_episode,750,600897,4,0.7137176478338224
rank1_stop_episode,750,600919,1,0.9075333623521871
rank1_stop_episode,750,600938,4,1.0699195167577735
rank1_stop_episode,750,601009,1,0.30348407370841657
rank1_stop_episode,750,601077,2,1.2751287526617119
rank1_stop_episode,750,601088,5,-0.22298416496992945
rank1_stop_episode,750,601169,4,0.5382322467307364
rank1_stop_episode,750,601225,2,0.8883411771735181
rank1_stop_episode,750,601288,4,1.8790414614650806
rank1_stop_episode,750,601328,1,0.809481215627575
rank1_stop_episode,750,601398,1,0.29610203256288026
rank1_stop_episode,750,601818,1,0.2529429033672175
rank1_stop_episode,750,601825,2,0.9233341507875371
rank1_stop_episode,750,601988,2,1.1190874278110354
