security_code,date,close,band_report_date,band_available_at,split_factor,cash_adjustment,intrinsic_value,band_low,band_high,valuation_ratio,upside_to_low,valuation_label,ev_ps,pv_equity,minority_claim_event
000022,2002-06-21,13.1100,2002-03-31,2002-04-30,1.000000,0.0000,2.9572,2.6615,3.2530,4.4332,-0.7970,需更乐观假设才支撑,5.7275,4.4332,
000022,2002-06-24,14.4200,2002-03-31,2002-04-30,1.000000,0.0000,2.9572,2.6615,3.2530,4.8762,-0.8154,需更乐观假设才支撑,5.7275,4.8762,
000022,2002-06-25,14.6400,2002-03-31,2002-04-30,1.000000,0.0000,2.9572,2.6615,3.2530,4.9506,-0.8182,需更乐观假设才支撑,5.7275,4.9506,
000022,2002-06-26,14.3300,2002-03-31,2002-04-30,1.000000,0.0000,2.9572,2.6615,3.2530,4.8457,-0.8143,需更乐观假设才支撑,5.7275,4.8457,
000022,2002-06-27,14.4300,2002-03-31,2002-04-30,1.000000,0.0000,2.9572,2.6615,3.2530,4.8796,-0.8156,需更乐观假设才支撑,5.7275,4.8796,
000022,2002-06-28,14.1600,2002-03-31,2002-04-30,1.000000,0.0000,2.9572,2.6615,3.2530,4.7883,-0.8120,需更乐观假设才支撑,5.7275,4.7883,
000022,2002-07-01,14.0200,2002-03-31,2002-04-30,1.000000,0.0000,2.9572,2.6615,3.2530,4.7409,-0.8102,需更乐观假设才支撑,5.7275,4.7409,
000022,2002-07-02,14.2900,2002-03-31,2002-04-30,1.000000,0.0000,2.9572,2.6615,3.2530,4.8322,-0.8137,需更乐观假设才支撑,5.7275,4.8322,
000022,2002-07-03,14.3300,2002-03-31,2002-04-30,1.000000,0.0000,2.9572,2.6615,3.2530,4.8457,-0.8143,需更乐观假设才支撑,5.7275,4.8457,
000022,2002-07-04,14.2700,2002-03-31,2002-04-30,1.000000,0.0000,2.9572,2.6615,3.2530,4.8254,-0.8135,需更乐观假设才支撑,5.7275,4.8254,
000022,2002-07-05,14.2700,2002-03-31,2002-04-30,1.000000,0.0000,2.9572,2.6615,3.2530,4.8254,-0.8135,需更乐观假设才支撑,5.7275,4.8254,
000022,2002-07-08,14.5300,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,5.0889,-0.8238,需更乐观假设才支撑,5.7275,5.0889,
000022,2002-07-09,14.3800,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,5.0364,-0.8220,需更乐观假设才支撑,5.7275,5.0364,
000022,2002-07-10,14.1400,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.9523,-0.8190,需更乐观假设才支撑,5.7275,4.9523,
000022,2002-07-11,14.1600,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.9593,-0.8192,需更乐观假设才支撑,5.7275,4.9593,
000022,2002-07-12,14.1000,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.9383,-0.8185,需更乐观假设才支撑,5.7275,4.9383,
000022,2002-07-15,14.0100,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.9068,-0.8173,需更乐观假设才支撑,5.7275,4.9068,
000022,2002-07-16,13.9200,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.8752,-0.8161,需更乐观假设才支撑,5.7275,4.8752,
000022,2002-07-17,14.1000,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.9383,-0.8185,需更乐观假设才支撑,5.7275,4.9383,
000022,2002-07-18,14.0600,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.9243,-0.8180,需更乐观假设才支撑,5.7275,4.9243,
000022,2002-07-19,14.2000,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.9733,-0.8198,需更乐观假设才支撑,5.7275,4.9733,
000022,2002-07-22,14.0300,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.9138,-0.8176,需更乐观假设才支撑,5.7275,4.9138,
000022,2002-07-23,14.0200,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.9103,-0.8174,需更乐观假设才支撑,5.7275,4.9103,
000022,2002-07-24,13.7300,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.8087,-0.8136,需更乐观假设才支撑,5.7275,4.8087,
000022,2002-07-25,13.6500,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.7807,-0.8125,需更乐观假设才支撑,5.7275,4.7807,
000022,2002-07-26,13.5100,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.7317,-0.8105,需更乐观假设才支撑,5.7275,4.7317,
000022,2002-07-29,13.6000,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.7632,-0.8118,需更乐观假设才支撑,5.7275,4.7632,
000022,2002-07-30,13.5100,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.7317,-0.8105,需更乐观假设才支撑,5.7275,4.7317,
000022,2002-07-31,13.3400,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.6721,-0.8081,需更乐观假设才支撑,5.7275,4.6721,
000022,2002-08-01,13.3900,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.6896,-0.8088,需更乐观假设才支撑,5.7275,4.6896,
000022,2002-08-02,13.4400,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.7071,-0.8096,需更乐观假设才支撑,5.7275,4.7071,
000022,2002-08-05,13.3100,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.6616,-0.8077,需更乐观假设才支撑,5.7275,4.6616,
000022,2002-08-06,13.5300,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.7387,-0.8108,需更乐观假设才支撑,5.7275,4.7387,
000022,2002-08-07,13.4400,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.7071,-0.8096,需更乐观假设才支撑,5.7275,4.7071,
000022,2002-08-08,13.3800,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.6861,-0.8087,需更乐观假设才支撑,5.7275,4.6861,
000022,2002-08-09,13.3600,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.6791,-0.8084,需更乐观假设才支撑,5.7275,4.6791,
000022,2002-08-12,13.2700,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.6476,-0.8071,需更乐观假设才支撑,5.7275,4.6476,
000022,2002-08-13,13.3000,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.6581,-0.8076,需更乐观假设才支撑,5.7275,4.6581,
000022,2002-08-14,13.4600,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.7141,-0.8098,需更乐观假设才支撑,5.7275,4.7141,
000022,2002-08-15,13.4600,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.7141,-0.8098,需更乐观假设才支撑,5.7275,4.7141,
000022,2002-08-16,13.7000,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.7982,-0.8132,需更乐观假设才支撑,5.7275,4.7982,
000022,2002-08-19,13.9600,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.8893,-0.8167,需更乐观假设才支撑,5.7275,4.8893,
000022,2002-08-20,14.0100,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.9068,-0.8173,需更乐观假设才支撑,5.7275,4.9068,
000022,2002-08-21,13.9700,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.8928,-0.8168,需更乐观假设才支撑,5.7275,4.8928,
000022,2002-08-22,13.9600,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.8893,-0.8167,需更乐观假设才支撑,5.7275,4.8893,
000022,2002-08-23,13.9000,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.8682,-0.8159,需更乐观假设才支撑,5.7275,4.8682,
000022,2002-08-26,13.8600,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.8542,-0.8153,需更乐观假设才支撑,5.7275,4.8542,
000022,2002-08-27,14.1000,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.9383,-0.8185,需更乐观假设才支撑,5.7275,4.9383,
000022,2002-08-28,13.9000,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.8682,-0.8159,需更乐观假设才支撑,5.7275,4.8682,
000022,2002-08-29,13.8100,2002-03-31,2002-04-30,1.000000,0.1020,2.8552,2.5595,3.1510,4.8367,-0.8147,需更乐观假设才支撑,5.7275,4.8367,
000022,2002-08-30,13.8000,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,6.2786,-0.8567,需更乐观假设才支撑,4.5077,6.2786,
000022,2002-09-02,13.8900,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,6.3196,-0.8576,需更乐观假设才支撑,4.5077,6.3196,
000022,2002-09-03,13.8600,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,6.3059,-0.8573,需更乐观假设才支撑,4.5077,6.3059,
000022,2002-09-04,13.8100,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,6.2832,-0.8568,需更乐观假设才支撑,4.5077,6.2832,
000022,2002-09-05,13.5200,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,6.1512,-0.8537,需更乐观假设才支撑,4.5077,6.1512,
000022,2002-09-06,13.4600,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,6.1239,-0.8530,需更乐观假设才支撑,4.5077,6.1239,
000022,2002-09-09,13.3500,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,6.0739,-0.8518,需更乐观假设才支撑,4.5077,6.0739,
000022,2002-09-10,13.3300,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,6.0648,-0.8516,需更乐观假设才支撑,4.5077,6.0648,
000022,2002-09-11,13.3600,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,6.0784,-0.8519,需更乐观假设才支撑,4.5077,6.0784,
000022,2002-09-12,13.4400,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,6.1148,-0.8528,需更乐观假设才支撑,4.5077,6.1148,
000022,2002-09-13,13.5400,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,6.1603,-0.8539,需更乐观假设才支撑,4.5077,6.1603,
000022,2002-09-16,13.3000,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,6.0512,-0.8513,需更乐观假设才支撑,4.5077,6.0512,
000022,2002-09-17,13.3500,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,6.0739,-0.8518,需更乐观假设才支撑,4.5077,6.0739,
000022,2002-09-18,13.2600,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,6.0330,-0.8508,需更乐观假设才支撑,4.5077,6.0330,
000022,2002-09-19,13.6400,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,6.2058,-0.8550,需更乐观假设才支撑,4.5077,6.2058,
000022,2002-09-20,13.4100,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,6.1012,-0.8525,需更乐观假设才支撑,4.5077,6.1012,
000022,2002-09-23,13.5100,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,6.1467,-0.8536,需更乐观假设才支撑,4.5077,6.1467,
000022,2002-09-24,13.4100,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,6.1012,-0.8525,需更乐观假设才支撑,4.5077,6.1012,
000022,2002-09-25,13.4300,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,6.1103,-0.8527,需更乐观假设才支撑,4.5077,6.1103,
000022,2002-09-26,13.4100,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,6.1012,-0.8525,需更乐观假设才支撑,4.5077,6.1012,
000022,2002-09-27,13.4200,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,6.1057,-0.8526,需更乐观假设才支撑,4.5077,6.1057,
000022,2002-10-08,13.3200,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,6.0603,-0.8515,需更乐观假设才支撑,4.5077,6.0603,
000022,2002-10-09,12.9200,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,5.8783,-0.8469,需更乐观假设才支撑,4.5077,5.8783,
000022,2002-10-10,12.8800,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,5.8601,-0.8464,需更乐观假设才支撑,4.5077,5.8601,
000022,2002-10-11,12.8500,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,5.8464,-0.8461,需更乐观假设才支撑,4.5077,5.8464,
000022,2002-10-14,12.9100,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,5.8737,-0.8468,需更乐观假设才支撑,4.5077,5.8737,
000022,2002-10-15,12.9000,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,5.8692,-0.8467,需更乐观假设才支撑,4.5077,5.8692,
000022,2002-10-16,12.9900,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,5.9101,-0.8477,需更乐观假设才支撑,4.5077,5.9101,
000022,2002-10-17,12.8500,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,5.8464,-0.8461,需更乐观假设才支撑,4.5077,5.8464,
000022,2002-10-18,12.8200,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,5.8328,-0.8457,需更乐观假设才支撑,4.5077,5.8328,
000022,2002-10-21,12.9300,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,5.8828,-0.8470,需更乐观假设才支撑,4.5077,5.8828,
000022,2002-10-22,13.1100,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,5.9647,-0.8491,需更乐观假设才支撑,4.5077,5.9647,
000022,2002-10-23,13.1200,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,5.9693,-0.8492,需更乐观假设才支撑,4.5077,5.9693,
000022,2002-10-24,12.9600,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,5.8965,-0.8474,需更乐观假设才支撑,4.5077,5.8965,
000022,2002-10-25,12.8500,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,5.8464,-0.8461,需更乐观假设才支撑,4.5077,5.8464,
000022,2002-10-28,12.9300,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,5.8828,-0.8470,需更乐观假设才支撑,4.5077,5.8828,
000022,2002-10-29,12.9800,2002-06-30,2002-08-31,1.000000,0.0000,2.1979,1.9781,2.4177,5.9056,-0.8476,需更乐观假设才支撑,4.5077,5.9056,
000022,2002-10-30,12.9600,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,4.0465,-0.7776,需更乐观假设才支撑,6.0059,4.0465,
000022,2002-10-31,12.9300,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,4.0372,-0.7771,需更乐观假设才支撑,6.0059,4.0372,
000022,2002-11-01,12.9500,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,4.0434,-0.7774,需更乐观假设才支撑,6.0059,4.0434,
000022,2002-11-04,13.1400,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,4.1027,-0.7806,需更乐观假设才支撑,6.0059,4.1027,
000022,2002-11-05,13.3500,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,4.1683,-0.7841,需更乐观假设才支撑,6.0059,4.1683,
000022,2002-11-06,13.7800,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,4.3026,-0.7908,需更乐观假设才支撑,6.0059,4.3026,
000022,2002-11-07,13.7900,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,4.3057,-0.7910,需更乐观假设才支撑,6.0059,4.3057,
000022,2002-11-08,13.2800,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,4.1464,-0.7829,需更乐观假设才支撑,6.0059,4.1464,
000022,2002-11-11,13.3700,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,4.1745,-0.7844,需更乐观假设才支撑,6.0059,4.1745,
000022,2002-11-12,13.1800,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,4.1152,-0.7813,需更乐观假设才支撑,6.0059,4.1152,
000022,2002-11-13,13.2500,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,4.1371,-0.7825,需更乐观假设才支撑,6.0059,4.1371,
000022,2002-11-14,12.7900,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.9935,-0.7746,需更乐观假设才支撑,6.0059,3.9935,
000022,2002-11-15,12.8000,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.9966,-0.7748,需更乐观假设才支撑,6.0059,3.9966,
000022,2002-11-18,12.5000,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.9029,-0.7694,需更乐观假设才支撑,6.0059,3.9029,
000022,2002-11-19,12.5800,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.9279,-0.7709,需更乐观假设才支撑,6.0059,3.9279,
000022,2002-11-20,12.2500,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.8248,-0.7647,需更乐观假设才支撑,6.0059,3.8248,
000022,2002-11-21,11.8500,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.7000,-0.7568,需更乐观假设才支撑,6.0059,3.7000,
000022,2002-11-22,11.9300,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.7249,-0.7584,需更乐观假设才支撑,6.0059,3.7249,
000022,2002-11-25,11.9800,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.7405,-0.7594,需更乐观假设才支撑,6.0059,3.7405,
000022,2002-11-26,11.7500,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.6687,-0.7547,需更乐观假设才支撑,6.0059,3.6687,
000022,2002-11-27,11.7700,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.6750,-0.7551,需更乐观假设才支撑,6.0059,3.6750,
000022,2002-11-28,12.1100,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.7811,-0.7620,需更乐观假设才支撑,6.0059,3.7811,
000022,2002-11-29,12.3600,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.8592,-0.7668,需更乐观假设才支撑,6.0059,3.8592,
000022,2002-12-02,12.0300,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.7562,-0.7604,需更乐观假设才支撑,6.0059,3.7562,
000022,2002-12-03,12.1200,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.7843,-0.7622,需更乐观假设才支撑,6.0059,3.7843,
000022,2002-12-04,12.1800,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.8030,-0.7633,需更乐观假设才支撑,6.0059,3.8030,
000022,2002-12-05,12.0600,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.7655,-0.7610,需更乐观假设才支撑,6.0059,3.7655,
000022,2002-12-09,12.0400,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.7593,-0.7606,需更乐观假设才支撑,6.0059,3.7593,
000022,2002-12-10,12.0000,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.7468,-0.7598,需更乐观假设才支撑,6.0059,3.7468,
000022,2002-12-11,11.9900,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.7437,-0.7596,需更乐观假设才支撑,6.0059,3.7437,
000022,2002-12-12,11.9900,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.7437,-0.7596,需更乐观假设才支撑,6.0059,3.7437,
000022,2002-12-13,12.0200,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.7530,-0.7602,需更乐观假设才支撑,6.0059,3.7530,
000022,2002-12-16,12.1500,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.7936,-0.7628,需更乐观假设才支撑,6.0059,3.7936,
000022,2002-12-17,12.2400,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.8217,-0.7645,需更乐观假设才支撑,6.0059,3.8217,
000022,2002-12-18,12.2100,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.8124,-0.7639,需更乐观假设才支撑,6.0059,3.8124,
000022,2002-12-19,12.0900,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.7749,-0.7616,需更乐观假设才支撑,6.0059,3.7749,
000022,2002-12-20,12.3200,2002-09-30,2002-10-31,1.000000,0.0000,3.2027,2.8825,3.5230,3.8467,-0.7660,需更乐观假设才支撑,6.0059,3.8467,
