策略,期末资产,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年回撤中位,滚动3年年化中位,滚动3年为负的窗口占比,滚动窗口数,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,平均仓位,周期数,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,基准年化
trend_x0.5_w0.1_swap_nostop_corr0.7_tranche_sl1_SL100_2014,45272520.65538137,0.8467822630021552,0.5390013511739714,1.5226438912212579,0.2544858391094984,0.2321807472969788,0.0,113,14.090840218460455,0.24848328648595475,0.24082732692692535,0.3377784887600408,2018-02-05~2019-01-02,0.735639760240855,0.8964237007605983,0.9410443983117893,220,0.6636363636363637,11.754389515933289,144.50454545454545,2404,428,1.9321839146785575,6.57%（同期超额 +18.28%）
