策略,期末资产,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,平均仓位,周期数,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,基准年化
valuation_x0.25_w0.2_stab_lump5_swap_v4,8556024.468202056,1.852008156067352,0.10444884303777058,0.09755304411062729,0.12274779516214873,2018-01-23~2018-10-29,0.8509223558744546,0.7365108988137217,0.44024215108481146,115,0.7652173913043478,1.7492601096009828,336.2260869565217,115,130,1.0611787973208995,2.91%（同期超额 +7.54%）
