策略,期末资产,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,平均仓位,周期数,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,基准年化
valuation_x0.25_w0.2_rA2014,55488898.40672963,17.49629946890988,0.26164324403624883,0.24872916614567914,0.4069762867050387,2015-06-12~2016-02-15,0.642895550879794,0.920854135233428,0.99347626613421,25,1.0,nan,1714.24,1355,653,0.22544232169676737,5.77%（同期超额 +20.40%）
