策略,期末资产,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,平均仓位,周期数,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,基准年化
valuation_x0.1_w0.2_swap_X2012,69874678.24343906,22.29155941447969,0.24202381681214136,0.2399726008737781,0.42081438215491884,2015-06-12~2016-02-15,0.5751319989891471,0.8726990215206162,0.9336344818173133,159,0.7735849056603774,4.811617880199482,332.07547169811323,12187,171,1.5157094576332748,5.04%（同期超额 +19.16%）
valuation_x0.25_w0.2_swap_X2012,80146332.6759619,25.71544422532063,0.25380737442407586,0.25143656746234394,0.3964532801323829,2015-06-12~2016-01-28,0.6401949161306598,0.879774226234483,0.9795608819524684,159,0.7547169811320755,5.307069953991331,323.9874213836478,5342,206,1.5687049770838066,5.04%（同期超额 +20.34%）
valuation_x0.5_w0.2_swap_X2012,82589208.62592219,26.52973620864073,0.25640189735474084,0.2629347509498498,0.40775729608858313,2015-06-12~2016-01-28,0.6288100784811925,0.8511690969277367,0.9904929370318498,162,0.7716049382716049,4.661610372231867,295.9074074074074,2681,306,1.5265870959743684,5.04%（同期超额 +20.60%）
valuation_x1_w0.2_swap_X2012,98818398.23124842,31.939466077082805,0.2720169561002459,0.26010600727785693,0.3607853299397401,2015-06-12~2016-02-15,0.7539579177060202,0.9204592995295647,0.9957416538142282,155,0.8193548387096774,5.489979131673297,295.14193548387095,1598,187,1.543529397907451,5.04%（同期超额 +22.16%）
valuation_x2_w0.2_swap_X2012,113257588.18718332,36.75252939572778,0.28401701274853464,0.2695418529470487,0.38142114852752274,2015-06-12~2016-02-15,0.744628382157054,0.93275699918887,0.9983012234951222,137,0.8102189781021898,5.329579496223721,286.94160583941607,881,153,1.610230500172973,5.04%（同期超额 +23.36%）
