策略,期末资产,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年回撤中位,滚动3年年化中位,滚动3年为负的窗口占比,滚动窗口数,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,平均仓位,周期数,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,累计手续费,手续费占初始本金,基准年化
trend_x0.5_w0.1_x1c_sma20_swap_corr0.7_tranche_sl1.3_sp_lot100_lrc_sl13020030501,19882956.025753394,0.3648185270833051,-0.1367785608974961,1.2225338105424848,0.2343712965396273,0.08459209145293611,0.22357723577235772,246,5.627652008584465,0.08508767881448831,0.18444908963276485,0.3870548463229767,2009-12-30~2012-11-27,0.21983364792566676,0.28456478739554997,0.6232528512815582,1373,0.3175528040786599,4.57143576939558,26.206846321922797,9133,2335,4.549578027509964,381433.2230666003,0.12714440768886676,7.55%（同期超额 +0.96%）
