策略,期末资产,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,平均仓位,周期数,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,基准年化
valuation_x0.25_w0.2_swap_corr0.5_C52014,59154559.0099767,18.7181863366589,0.2680889052450819,0.2536905252664447,0.3530390173785861,2015-06-12~2015-08-21,0.759374720776523,0.9282528078646848,0.9385462995477167,1129,0.5987599645704162,8.048788017812623,22.544729849424268,9942,1239,3.2015070771775958,5.77%（同期超额 +21.04%）
