策略,期末资产,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年回撤中位,滚动3年年化中位,滚动3年为负的窗口占比,滚动窗口数,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,平均仓位,周期数,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,累计手续费,手续费占初始本金,基准年化
valuation_x1_w0.1_x1c_swap_corr0.85_tranche_sl1.1_sp_lot100_lrc_B7ValNoTrend20050501,55928091.62479468,0.33097967546130264,0.01777282961988686,1.2464689774267272,0.29977301297829445,0.09367743352076041,0.0945945945945946,222,17.64269720826489,0.14811481244370017,0.2673844198603092,0.434765015906154,2007-06-20~2008-10-27,0.34067785361017044,0.43201787772904365,0.9421522413118596,82,0.573170731707317,9.603257702950456,508.4634146341463,1301,583,0.7444744808639868,177099.96003332015,0.05903332001110672,8.06%（同期超额 +6.75%）
