扫描标签,策略,期末资产,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年回撤中位,滚动3年年化中位,滚动3年为负的窗口占比,滚动窗口数,滚动5年年化中位,滚动5年年化P10,滚动5年回撤中位,滚动5年Calmar中位,滚动5年为负的窗口占比,滚动5年窗口数,滚动10年年化中位,滚动10年年化P10,滚动10年回撤中位,滚动10年为负的窗口占比,滚动10年窗口数,逐年收益中位,逐年收益均值,逐年最差,逐年最好,逐年为正比例,完整自然年数,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,平均仓位,周期数,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,累计手续费,手续费占初始本金,基准年化,强平次数,最低担保比例,滚动3年Sharpe中位,滚动3年年化P25,滚动5年年化P25,滚动5年年化最差,滚动5年Sharpe中位,持仓数中位,持仓数P25,单票权重中位,单票权重P90,单票权重最大,前三权重中位,前三权重P90,前三权重最大,单票超60%天数占比,单票超100%天数占比,前五赢家,前五赢家盈亏,前五赢家占正贡献,互不重叠5年块中位,互不重叠5年块数,前五赢家贡献
00520121101,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.05_sp_lot100_lrc_00520121101,17595471.67507801,0.6845090976411231,0.343156134540167,1.7725431710761375,0.17360658331174772,0.11527951192381813,0.0,131,,,,,,,,,,,,,,,,,,4.865157225026003,0.13778101594692926,0.14976986505825388,0.19612120278890532,2018-02-05~2019-01-02,0.70252993550743,0.7022844887266249,0.709384315058793,2697,0.3277715980719318,4.255875739734325,29.416017797552836,9715,5127,10.211877470759658,465456.7067220022,0.15515223557400074,5.35%（同期超额 +8.43%）,,,,,,,,,,,,,,,,,,,,,,,
00520130501,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.05_sp_lot100_lrc_00520130501,15391952.361192495,0.6492213474108359,0.2990139589970287,1.7804108020766105,0.17402902732954884,0.10832500947928625,0.0,125,,,,,,,,,,,,,,,,,,4.130650787064165,0.13161208400089608,0.15010114605866146,0.19648871949052416,2018-02-05~2019-01-02,0.669820050444388,0.6596360105362755,0.7112696739458745,2585,0.3276595744680851,4.214971232311909,29.822050290135397,9365,4939,10.050826727479734,398485.74700750114,0.13282858233583372,5.04%（同期超额 +8.12%）,,,,,,,,,,,,,,,,,,,,,,,
00520131101,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.05_sp_lot100_lrc_00520131101,13994792.358961023,0.6187580113491925,0.30890906895618775,1.7851637708443935,0.17536597607244453,0.1059587349439195,0.0,119,,,,,,,,,,,,,,,,,,3.6649307863203413,0.1286074022337973,0.1505422496555595,0.1962517795529648,2018-02-05~2019-01-02,0.6553184003057078,0.6377441523268342,0.7220222202204244,2542,0.3253343823760818,4.271047670077899,29.63729346970889,9176,4837,10.09144384603445,361124.95129899785,0.12037498376633261,5.46%（同期超额 +7.40%）,,,,,,,,,,,,,,,,,,,,,,,
00520140501,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.05_sp_lot100_lrc_00520140501,14838944.334306011,0.6091482452209792,0.30504064178309986,1.8030909922030138,0.17581385463257093,0.10420976965895234,0.0,113,,,,,,,,,,,,,,,,,,3.9463147781020034,0.13964877466453673,0.1534667056809843,0.19618144557132333,2018-02-05~2019-01-02,0.7118347724365519,0.6975376929587865,0.7390773011190263,2458,0.32668836452400324,4.239994323720088,30.143612693246542,8845,4669,10.176082962562091,380463.105904,0.12682103530133335,6.57%（同期超额 +7.40%）,,,,,,,,,,,,,,,,,,,,,,,
00520141101,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.05_sp_lot100_lrc_00520141101,14296249.697591018,0.6130842254635009,0.3087405397514953,1.807445452420987,0.17478202145755906,0.10489994490181798,0.0,107,,,,,,,,,,,,,,,,,,3.7654165658636725,0.1424356356628318,0.15490970821364392,0.19635200090755256,2018-02-05~2019-01-02,0.7254096469833993,0.7090302737741521,0.7416872228054925,2391,0.3324968632371393,4.233106220430862,29.73400250941029,8500,4500,10.14625586004709,351731.7616790004,0.1172439205596668,5.48%（同期超额 +8.77%）,,,,,,,,,,,,,,,,,,,,,,,
00520150501,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.05_sp_lot100_lrc_00520150501,8328261.602612499,0.5702074632864473,0.2812367647398213,1.6802355920093528,0.17545015670939235,0.09826544739517229,0.0,101,,,,,,,,,,,,,,,,,,1.7760872008708328,0.0951868067712085,0.1428722718504356,0.19641647852276478,2018-02-05~2019-01-02,0.48461721484420306,0.4380615155254833,0.7288242547916969,2305,0.3188720173535792,3.9423657545033586,29.065075921908893,8125,4219,10.145732260081388,219223.16317750016,0.07307438772583338,-0.18%（同期超额 +9.69%）,,,,,,,,,,,,,,,,,,,,,,,
00520151101,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.05_sp_lot100_lrc_00520151101,8675139.449045504,0.563305957599978,0.26141745740104444,1.9750574564832728,0.173987880842704,0.10179146455346455,0.0,95,,,,,,,,,,,,,,,,,,1.8917131496818347,0.10402800088533004,0.1431946112369959,0.19621046288687416,2018-02-05~2019-01-02,0.5301857982227367,0.4988179194067185,0.7555486199064673,2249,0.3210315695864829,4.079655728213757,29.370386838594932,7924,4137,10.230671973653735,219252.2437145002,0.07308408123816673,2.84%（同期超额 +7.56%）,,,,,,,,,,,,,,,,,,,,,,,
00520160501,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.05_sp_lot100_lrc_00520160501,9051208.457095494,0.5709177171095724,0.21641437464861532,1.8772674495006165,0.17639202965500922,0.10027304542820437,0.0,89,,,,,,,,,,,,,,,,,,2.017069485698498,0.11404139684036929,0.1453265694510291,0.19660959759812957,2018-02-05~2019-01-02,0.5800398263032416,0.5604029208848482,0.7743958048430362,2201,0.3225806451612903,4.09760178119666,29.471149477510224,7688,3999,10.400313765917238,224475.4210345008,0.07482514034483359,3.78%（同期超额 +7.63%）,,,,,,,,,,,,,,,,,,,,,,,
00520161101,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.05_sp_lot100_lrc_00520161101,8629854.255188,0.5939471443330214,0.2347389908096116,1.797031736055438,0.1763939368189068,0.10018572799685055,0.0,83,,,,,,,,,,,,,,,,,,1.8766180850626664,0.11471531344488062,0.14734087219100106,0.19679157636150546,2018-02-05~2019-01-02,0.5829279665616834,0.5573154915263087,0.7880639434780174,2163,0.3259361997226075,3.934667665690036,28.842810910772076,7373,3832,10.561652995179973,216316.3090420006,0.07210543634733353,3.50%（同期超额 +7.97%）,,,,,,,,,,,,,,,,,,,,,,,
00520170501,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.05_sp_lot100_lrc_00520170501,8014685.432126502,0.6275217467783168,0.2264185956065651,1.8780714713843671,0.17434433720462383,0.09961191628192156,0.0,77,,,,,,,,,,,,,,,,,,1.671561810708834,0.11229169102912895,0.15010018090146146,0.1966597799795905,2018-02-05~2019-01-02,0.5709946946995601,0.53092359857719,0.8016423210240299,2046,0.3225806451612903,3.981802925180155,29.463831867057674,6974,3572,10.437535530322323,193251.1083535009,0.06441703611783363,3.47%（同期超额 +7.76%）,,,,,,,,,,,,,,,,,,,,,,,
00520171101,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.05_sp_lot100_lrc_00520171101,6902938.610979006,0.6543561362736108,0.1971384525891348,1.9003530823998314,0.17007587358307508,0.10647765178015733,0.0,70,,,,,,,,,,,,,,,,,,1.300979536993002,0.1002161705504232,0.14803849502864563,0.17640862725562578,2021-09-09~2022-12-26,0.5680910968441722,0.45674746760632456,0.7779074948563716,1919,0.31683168316831684,4.046554342488113,29.548202188639916,6465,3261,10.112819231994166,156863.88951099978,0.05228796317033326,1.86%（同期超额 +8.16%）,,,,,,,,,,,,,,,,,,,,,,,
00520180501,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.05_sp_lot100_lrc_00520180501,7055336.308556,0.7013826005673768,0.1893374561053267,1.9800363942954444,0.1554839811753379,0.10803492229818568,0.0,64,,,,,,,,,,,,,,,,,,1.3517787695186665,0.10944910859364865,0.1501487551635885,0.17577151409467584,2021-09-09~2022-12-26,0.6226783057389838,0.5118200658545783,0.803084976394796,1897,0.3173431734317343,4.083720593819739,28.862941486557723,6292,3155,10.492538691555835,158502.36750400026,0.052834122501333416,2.72%（同期超额 +8.22%）,,,,,,,,,,,,,,,,,,,,,,,
00520181101,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.05_sp_lot100_lrc_00520181101,7246422.984380003,0.6183073328081438,0.1625999992134614,1.9575929374033236,0.1726768120240163,0.09598526707103994,0.0,58,,,,,,,,,,,,,,,,,,1.4154743281266677,0.12092607505887676,0.15389627448347343,0.17715661404919758,2021-09-09~2022-12-26,0.6825941876790148,0.5739327512474908,0.8427060533226972,1844,0.31073752711496744,4.328456364992888,29.135032537960953,6079,3027,10.488740716263816,156118.75102999975,0.052039583676666584,5.18%（同期超额 +6.91%）,,,,,,,,,,,,,,,,,,,,,,,
00520190501,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.05_sp_lot100_lrc_00520190501,6935531.488599999,0.6799960894589956,0.23882921043812003,1.982799557058138,0.17143505621944588,0.1040552435722204,0.0,52,,,,,,,,,,,,,,,,,,1.3118438295333328,0.12290616195916138,0.14679673303093857,0.17164536814424736,2021-09-09~2022-12-26,0.7160470642928942,0.6151785346768637,0.832122306220069,1713,0.30531231757151195,4.490600023198929,29.012259194395796,5646,2796,10.560368963331442,143097.29284,0.04769909761333334,3.41%（同期超额 +8.88%）,,,,,,,,,,,,,,,,,,,,,,,
00520191101,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.05_sp_lot100_lrc_00520191101,6946062.400107998,0.5896021131505048,0.23184219707611528,2.047028597356077,0.17267777713522225,0.09946369647849762,0.0,46,,,,,,,,,,,,,,,,,,1.3153541333693326,0.13287471305968124,0.15112050731443807,0.17267777713522225,2022-07-05~2022-12-26,0.769495156030578,0.6635416463577682,0.8661134948824791,1642,0.32034104750304504,4.364398823317101,29.411084043848966,5402,2692,10.466431745512175,134742.53058199972,0.04491417686066657,2.59%（同期超额 +10.70%）,,,,,,,,,,,,,,,,,,,,,,,
00520200501,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.05_sp_lot100_lrc_00520200501,6926282.573600003,0.6294799299538664,0.28506500826722275,2.0375640964701205,0.17099415555723518,0.10763738906268894,0.0,40,,,,,,,,,,,,,,,,,,1.3087608578666674,0.14375204668518715,0.1526977049951321,0.17099415555723518,2022-07-05~2022-12-26,0.8406839766934049,0.7279224258864452,0.8924330121206486,1555,0.3189710610932476,4.405843873773218,29.79871382636656,4986,2497,10.52401062212033,129871.82876000015,0.043290609586666716,2.87%（同期超额 +11.51%）,,,,,,,,,,,,,,,,,,,,,,,
00520201101,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.05_sp_lot100_lrc_00520201101,5332157.955406002,0.6459916603007321,0.18544506340615005,1.9783058979607795,0.17185740556077378,0.11101845075318051,0.0,34,,,,,,,,,,,,,,,,,,0.777385985135334,0.10543545809458754,0.14238825032686062,0.17185740556077378,2022-07-05~2022-12-26,0.6135054683884571,0.5115274265225644,0.8739189480980939,1437,0.3124565066109951,4.174265921243944,29.416144745998608,4493,2260,10.2674879750346,97705.89504399995,0.03256863168133332,-0.10%（同期超额 +10.64%）,,,,,,,,,,,,,,,,,,,,,,,
01020091101,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.1_sp_lot100_lrc_01020091101,37514358.94445199,0.8866894970418413,0.2540722502875584,1.837478105844348,0.196844726490082,0.17090073815900464,0.017857142857142856,168,,,,,,,,,,,,,,,,,,11.504786314817329,0.1633384706550849,0.1813105266051995,0.29588172368036103,2018-02-05~2019-01-03,0.5520397428519049,0.7210751094553262,0.7705955708850752,2386,0.3269069572506287,4.994122879521726,27.594719195305952,9629,4910,9.29052101465907,711591.294667998,0.237197098222666,1.96%（同期超额 +14.37%）,,,,,,,,,,,,,,,,,,,,,,,
01020100501,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.1_sp_lot100_lrc_01020100501,36400047.63493202,0.8391487774492319,0.26001788311629104,1.7029284120922608,0.22702007113806866,0.17304768017215055,0.0,161,,,,,,,,,,,,,,,,,,11.133349211644006,0.16665614453569,0.18467995726560096,0.2939697811246653,2018-02-05~2019-01-03,0.5669159050909904,0.7258837595736322,0.7890134764016862,2364,0.3269881556683587,5.196051683107534,27.6417089678511,9479,4847,9.122918584527126,660605.5245779975,0.22020184152599917,2.76%（同期超额 +13.90%）,,,,,,,,,,,,,,,,,,,,,,,
01020101101,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.1_sp_lot100_lrc_01020101101,33809595.966766,0.8422387897120915,0.2865705385790329,1.8906204160219382,0.2236688828568234,0.1779068111305343,0.0,156,,,,,,,,,,,,,,,,,,10.269865322255333,0.16670950643728966,0.18614132250320817,0.2944743882251163,2018-02-05~2019-01-03,0.5661256567747601,0.7204716384087173,0.805485350629276,2433,0.33292231812577067,4.847763241639029,26.806000822030416,9560,4890,9.37471335153852,646010.7799040005,0.21533692663466683,1.94%（同期超额 +14.73%）,,,,,,,,,,,,,,,,,,,,,,,
01020110501,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.1_sp_lot100_lrc_01020110501,34396000.62141101,0.8168451697262791,0.3005994269971923,1.9084700323595636,0.2270418644768033,0.1749176974186899,0.0,149,,,,,,,,,,,,,,,,,,10.465333540470336,0.17396506865798744,0.1897729907770176,0.29602571813705425,2018-02-05~2019-01-03,0.5876687665949515,0.7449168885484498,0.8208488142992889,2421,0.33044196612969845,4.9904454390354696,26.46137959520859,9338,4773,9.456476390401175,641701.4915690006,0.2139004971896669,2.53%（同期超额 +14.87%）,,,,,,,,,,,,,,,,,,,,,,,
01020111101,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.1_sp_lot100_lrc_01020111101,38392592.090357006,0.9127339461810946,0.42986649150725453,1.7974641469849848,0.23259469677132916,0.18886888602630947,0.0,143,,,,,,,,,,,,,,,,,,11.79753069678567,0.18929479246630843,0.19114199689223046,0.29387973293047154,2018-02-05~2019-01-03,0.644123330924264,0.8197823198259153,0.8436954511474383,2372,0.32293423271500843,5.245809315059355,27.06745362563238,9412,4738,9.57907222574883,698589.1778129985,0.2328630592709995,3.84%（同期超额 +15.09%）,,,,,,,,,,,,,,,,,,,,,,,
01020120501,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.1_sp_lot100_lrc_01020120501,37775296.98166698,0.8478514609432032,0.36422914478805046,1.8713726292565998,0.2552353107810139,0.1814417049230297,0.0,137,,,,,,,,,,,,,,,,,,11.59176566055566,0.1950252832659185,0.1938566411691127,0.2950357392085956,2018-02-05~2019-01-03,0.661022572346844,0.8378630695782425,0.8569674336029134,2306,0.3352124891587164,4.9143480543387135,27.352992194275803,8992,4584,9.476456485032207,701261.2605130002,0.2337537535043334,4.01%（同期超额 +15.49%）,,,,,,,,,,,,,,,,,,,,,,,
01020121101,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.1_sp_lot100_lrc_01020121101,38892413.384018496,0.9249149106948836,0.3942324738857946,1.797183269174935,0.2549778088160718,0.1848123101928918,0.0,131,,,,,,,,,,,,,,,,,,11.964137794672832,0.20557162236320226,0.19558454145408802,0.29344959079718314,2018-02-05~2019-01-03,0.7005347044606463,0.8843830818089895,0.8722783479576007,2290,0.3296943231441048,5.0067262150763945,27.104803493449783,8789,4440,9.297589063610285,712879.3009315007,0.23762643364383357,5.35%（同期超额 +15.21%）,,,,,,,,,,,,,,,,,,,,,,,
01020130501,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.1_sp_lot100_lrc_01020130501,32249989.967356496,0.8380573792283024,0.34987764447560354,1.818134354068056,0.2318965688633733,0.17503367171600392,0.0,125,,,,,,,,,,,,,,,,,,9.749996655785498,0.19670435327635571,0.19566948727031439,0.2952569273400042,2018-02-05~2019-01-03,0.6662141852131385,0.838681558008123,0.869776445976701,2220,0.327027027027027,5.207889516251246,26.95,8351,4296,9.305894398875028,578613.6254335,0.19287120847783334,5.04%（同期超额 +14.63%）,,,,,,,,,,,,,,,,,,,,,,,
01020131101,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.1_sp_lot100_lrc_01020131101,30079237.7773445,0.9137465544967297,0.34279874882481665,2.0456916526959565,0.2327919683672821,0.17288392474593994,0.0,119,,,,,,,,,,,,,,,,,,9.026412592448166,0.1985264527704924,0.19506960182944189,0.2959622536457581,2018-02-05~2019-01-03,0.6707830148100975,0.8506014693039234,0.8704164360282906,2186,0.3289112534309241,5.082984599796519,26.53385178408051,8391,4229,9.739030530988535,538492.5561555009,0.1794975187185003,5.46%（同期超额 +14.39%）,,,,,,,,,,,,,,,,,,,,,,,
01020140501,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.1_sp_lot100_lrc_01020140501,28987389.447967004,0.8026617961393623,0.290683234050606,1.9490669322353469,0.23449225262833884,0.15844026643789766,0.0,113,,,,,,,,,,,,,,,,,,8.662463149322335,0.2037881918278317,0.19670789687898446,0.2948906560093054,2018-02-05~2019-01-03,0.691063577889023,0.8702661749025236,0.8814180186503283,2086,0.32981783317353786,4.912832467195501,27.105465004793864,7890,3984,9.694100922539501,535576.2763130014,0.17852542543766714,6.57%（同期超额 +13.81%）,,,,,,,,,,,,,,,,,,,,,,,
01020141101,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.1_sp_lot100_lrc_01020141101,30017092.636254504,0.9058580565126376,0.2840719434506499,2.1228502728574425,0.20079321896669433,0.1742576369379394,0.0,107,,,,,,,,,,,,,,,,,,9.005697545418169,0.21704311103851381,0.20221046860049907,0.29406447251484324,2018-02-05~2019-01-03,0.7380800175633536,0.9121345174520838,0.8894877859063802,1996,0.3316633266533066,5.057189358976603,27.38326653306613,7634,3868,9.639182881860075,526819.306375501,0.17560643545850033,5.48%（同期超额 +16.23%）,,,,,,,,,,,,,,,,,,,,,,,
01020150501,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.1_sp_lot100_lrc_01020150501,14161928.879934503,0.8026836192482973,0.2653959973162712,2.2395628723989307,0.22193886324361245,0.16364405031065532,0.0,101,,,,,,,,,,,,,,,,,,3.720642959978168,0.14820792680663364,0.18856374004627235,0.2952711035217128,2018-02-05~2019-01-03,0.5019384729455422,0.6130975337062488,0.87197656458113,1947,0.32254750898818696,4.805757489834948,26.42116076014381,7238,3619,9.488568562384064,260772.4493455005,0.08692414978183349,-0.18%（同期超额 +15.00%）,,,,,,,,,,,,,,,,,,,,,,,
