扫描标签,策略,期末资产,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年回撤中位,滚动3年年化中位,滚动3年为负的窗口占比,滚动窗口数,滚动5年年化中位,滚动5年年化P10,滚动5年回撤中位,滚动5年Calmar中位,滚动5年为负的窗口占比,滚动5年窗口数,滚动10年年化中位,滚动10年年化P10,滚动10年回撤中位,滚动10年为负的窗口占比,滚动10年窗口数,逐年收益中位,逐年收益均值,逐年最差,逐年最好,逐年为正比例,完整自然年数,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,平均仓位,周期数,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,累计手续费,手续费占初始本金,基准年化,强平次数,最低担保比例,滚动3年Sharpe中位,滚动3年年化P25,滚动5年年化P25,滚动5年年化最差,滚动5年Sharpe中位,持仓数中位,持仓数P25,单票权重中位,单票权重P90,单票权重最大,前三权重中位,前三权重P90,前三权重最大,单票超60%天数占比,单票超100%天数占比,前五赢家,前五赢家盈亏,前五赢家占正贡献,互不重叠5年块中位,互不重叠5年块数,前五赢家贡献
C3NEW20111101,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_scd3_slmin_skipma60_sl2.5222_addma_swk20_sp_lot100_lrc_C3NEW20111101,170850160.32492846,0.8669094563869889,0.4173813699813037,1.7983229599108632,0.39172283890037285,0.34990095737476645,0.0,143,0.39280676314434726,0.28004923240839696,0.47929535577638527,0.8707921424684393,0.0,119,0.3897289766783739,0.3146807692531084,0.4964829509468498,0.0,58,0.2516227830857578,0.39834438537023786,-0.3515336701658409,1.2651887977556018,0.7857142857142857,14,55.95005344164282,0.31638046732469904,0.3673446939645207,0.4964829509468498,2015-06-05~2016-01-28,0.6372433670105394,0.7725183163099386,0.9471557649838208,276,0.391304347826087,6.97692940432768,73.78623188405797,1146,502,4.5538071977923495,1027796.648842,0.34259888294733337,3.84%（同期超额 +27.80%）,,,,,,,,,,,,,,,,,,,,,,,
C3NEW20120501,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_scd3_slmin_skipma60_sl2.5222_addma_swk20_sp_lot100_lrc_C3NEW20120501,150785676.564673,0.941691259301566,0.317114314936831,1.8381880965364725,0.38885156274554245,0.37967282691717186,0.0,137,0.40755477261815165,0.3142247618505696,0.45515742023017847,0.9499747176629478,0.0,113,0.41355160533154656,0.35348122151390693,0.5095198451210762,0.0,52,0.2841073812609769,0.42254174196370897,-0.31129199131248186,1.3305976089487102,0.7692307692307693,13,49.26189218822434,0.31722662444305194,0.38508662709799424,0.5095198451210762,2015-06-05~2016-01-28,0.6225991538517406,0.7391237232779424,0.937907160646001,292,0.4212328767123288,5.747917770243181,77.23630136986301,1243,510,4.9971336920197595,972172.6567919998,0.32405755226399996,4.01%（同期超额 +27.71%）,,,,,,,,,,,,,,,,,,,,,,,
C3NEW20121101,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_scd3_slmin_skipma60_sl2.5222_addma_swk20_sp_lot100_lrc_C3NEW20121101,180795889.4474224,0.9182154622220118,0.4309736886329683,1.7439885870206553,0.3761193698995162,0.3757032086371521,0.0,131,0.39461778964533223,0.3165573808355453,0.46057985539627333,0.9357391688196849,0.0,107,0.38597443649371077,0.3272988938867347,0.46057985539627333,0.0,46,0.258282502579682,0.40195405237661624,-0.3285217700163787,1.224169383527569,0.7692307692307693,13,59.26529648247413,0.34860663875149056,0.3704602366719462,0.4648270322044238,2013-02-05~2013-07-19,0.7499706656435995,0.8530110512062492,0.9550325900613177,257,0.42023346303501946,6.366659759921605,82.0,1073,479,4.457171092986942,1055986.7966380005,0.3519955988793335,5.35%（同期超额 +29.51%）,,,,,,,,,,,,,,,,,,,,,,,
C3NEW20130501,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_scd3_slmin_skipma60_sl2.5222_addma_swk20_sp_lot100_lrc_C3NEW20130501,190111303.215738,1.0626233489427541,0.43933864738935907,1.7657866152541144,0.36599599787980786,0.4071077030632757,0.0,125,0.4230038523932389,0.31864957501004887,0.390132599689925,1.1103916847543027,0.0,101,0.4096519882709734,0.3491525569278875,0.5376903442567633,0.0,40,0.389246174166314,0.46360320982588193,-0.22634631730649546,1.3623521779274101,0.8333333333333334,12,62.370434405246,0.3684984139281382,0.3744212416463009,0.5376903442567633,2015-06-09~2016-01-28,0.6853357473575332,0.8971137684747296,0.953489315556832,251,0.42231075697211157,6.535984442532371,78.77689243027888,1048,450,5.030486512626569,1175839.6699019994,0.3919465566339998,5.04%（同期超额 +31.81%）,,,,,,,,,,,,,,,,,,,,,,,
C3NEW20131101,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_scd3_slmin_skipma60_sl2.5222_addma_swk20_sp_lot100_lrc_C3NEW20131101,209974209.7998223,1.1548771450264164,0.4900635926306213,1.852290353831186,0.38195319798228444,0.43757875976594884,0.0,119,0.43024988872532144,0.32840933005669437,0.38195319798228444,1.0871089571095955,0.0,95,0.42552950120836364,0.3399951895880302,0.48218130657815994,0.0,34,0.3818037050527401,0.46676306705607046,-0.22398734944696852,1.2377217526861903,0.8333333333333334,12,68.99140326660743,0.3961829805705708,0.3639631726295215,0.48218130657815994,2015-06-05~2016-01-28,0.8216473247005707,0.9989555127403631,0.9671086981906346,226,0.43805309734513276,5.337811314387771,85.40265486725664,899,425,4.949298246912617,1385480.0284099993,0.46182667613666645,5.46%（同期超额 +34.15%）,,,,,,,,,,,,,,,,,,,,,,,
C3NEW20140501,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_scd3_slmin_skipma60_sl2.5222_addma_swk20_sp_lot100_lrc_C3NEW20140501,152389149.23769337,0.8972048127011004,0.36988526562287866,1.77462863092483,0.37787032037806867,0.39576813194023863,0.0,113,0.38610618527947604,0.3247949049211234,0.513318539197682,0.9099105248394431,0.0,89,0.38491644087405275,0.28841959655179683,0.513318539197682,0.0,28,0.2681102683424692,0.43796467405509176,-0.3877236815328108,1.2535147296932876,0.8181818181818182,11,49.79638307923112,0.3787482900540522,0.36144199926220527,0.513318539197682,2018-01-23~2018-12-10,0.7378426086968076,0.9576870643776618,0.9613936731697587,222,0.3963963963963964,6.177266870411176,86.64414414414415,907,406,4.88572431407174,990531.3040579999,0.33017710135266665,6.57%（同期超额 +31.31%）,,,,,,,,,,,,,,,,,,,,,,,
C3NEW20141101,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_scd3_slmin_skipma60_sl2.5222_addma_swk20_sp_lot100_lrc_C3NEW20141101,165971534.52713025,1.1163558922292578,0.48854626945226576,1.860680035592896,0.3774839388307456,0.42144892082609364,0.0,107,0.41922679540644703,0.329419499066103,0.3774839388307456,1.1173512830973558,0.0,83,0.4099653932100271,0.3213714990834611,0.38992624577952173,0.0,22,0.2743040220149884,0.44513177934790166,-0.2262240871763187,1.281818085469364,0.7272727272727273,11,54.32384484237675,0.408134197081536,0.3647691110815896,0.5329610070316206,2015-06-09~2016-01-28,0.7657862239391208,1.0295121566905392,0.9635912987864211,230,0.41739130434782606,6.61708597297499,78.95652173913044,755,380,4.537430584402894,980646.9450800008,0.3268823150266669,5.48%（同期超额 +35.34%）,,,,,,,,,,,,,,,,,,,,,,,
C3NEW20150501,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_scd3_slmin_skipma60_sl2.5222_addma_swk20_sp_lot100_lrc_C3NEW20150501,91632469.83761832,0.7992145790263401,0.3606843291999665,2.1377249515411263,0.39137226183597407,0.3880417193630392,0.0,101,0.42899241870954885,0.3553622916856005,0.5114870447667346,0.9638080201177741,0.0,76,0.4268338993413836,0.30985660352211486,0.5811171632297916,0.0,15,0.4465772671140338,0.5478866503855182,-0.4846897405183913,1.601058037952984,0.8,10,29.54415661253944,0.3559212795350004,0.38684050177979357,0.5811171632297916,2018-01-23~2019-01-03,0.612477658647742,0.8358000654264768,0.9443183268711813,225,0.4,6.715107116480536,79.42666666666666,811,370,5.002752229811142,583653.5954950002,0.1945511984983334,-0.18%（同期超额 +35.77%）,,,,,,,,,,,,,,,,,,,,,,,
C3NEW20151101,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_scd3_slmin_skipma60_sl2.5222_addma_swk20_sp_lot100_lrc_C3NEW20151101,123125151.35664783,1.1004476924758435,0.4777484324958784,1.9495642480664865,0.3879616882363144,0.4392945306360645,0.0,95,0.4489709772146163,0.3475420382109127,0.39488304305759103,1.0903509863557659,0.0,70,0.4435636387895543,0.42869281160855,0.4547541495335151,0.0,9,0.4049724787889032,0.5042232643457298,-0.3110863371575726,1.3190987727123678,0.8,10,40.04171711888261,0.4136897124356398,0.36575037748964956,0.4547541495335151,2018-01-23~2018-12-10,0.9096996978697192,1.0419394566683298,0.9939713862425182,205,0.4146341463414634,6.072335029517757,83.76585365853659,694,329,4.953330311247864,771951.0767700002,0.25731702559,2.84%（同期超额 +38.53%）,,,,,,,,,,,,,,,,,,,,,,,
C3NEW20160501,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_scd3_slmin_skipma60_sl2.5222_addma_swk20_sp_lot100_lrc_C3NEW20160501,104290416.25421299,0.9575673815881913,0.4132523996002607,2.1547866526113806,0.38211750149439105,0.3960822842329168,0.0,89,0.44376472161635316,0.3710730971332552,0.3923088978551258,1.1063610549902596,0.0,64,0.42806837024338873,0.4228478896567438,0.45493550343044187,0.0,3,0.532087769029806,0.5496585422553677,-0.37874690397700883,1.4137442314380793,0.7777777777777778,9,33.763472084737664,0.41486514899406957,0.3533059291978236,0.45493550343044187,2018-01-23~2019-01-03,0.9119208016648036,1.0819665184339242,0.9885676647215866,198,0.4393939393939394,5.592998648808881,90.13636363636364,694,309,4.984477629483579,649533.2775720002,0.21651109252400005,3.78%（同期超额 +37.71%）,,,,,,,,,,,,,,,,,,,,,,,
C3NEW20161101,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_scd3_slmin_skipma60_sl2.5222_addma_swk20_sp_lot100_lrc_C3NEW20161101,77283541.5831736,0.9408949147700482,0.3994659425480922,1.7811959056073852,0.35785422656995725,0.3967790161074811,0.0,83,0.39754282942751473,0.3377537200186742,0.39612629435860935,0.9950490761384094,0.0,58,nan,nan,nan,nan,0,0.523701048230403,0.517041533188097,-0.363500647476794,1.3072113075038763,0.7777777777777778,9,24.761180527724534,0.3964301832523047,0.35823995554087756,0.47085143628560566,2018-01-23~2019-01-03,0.8419432387837954,1.0156048056257405,0.99395173947741,170,0.4,5.883827365381473,99.76470588235294,671,289,5.521394103084712,531835.9091679999,0.17727863638933328,3.50%（同期超额 +36.14%）,,,,,,,,,,,,,,,,,,,,,,,
C3NEW20170501,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_scd3_slmin_skipma60_sl2.5222_addma_swk20_sp_lot100_lrc_C3NEW20170501,72182923.16140243,1.0619126635152345,0.4056329845960752,1.9877513942237164,0.3578038035572376,0.39663983615218235,0.0,77,0.39268945543740463,0.3323104882689114,0.3895021460743149,0.9908788822933896,0.0,52,nan,nan,nan,nan,0,0.4113528084420536,0.4544350139195037,-0.3975698489637459,1.6792239068826502,0.75,8,23.060974387134145,0.41122506697509786,0.3789841052683597,0.510227593072221,2018-01-23~2019-01-03,0.8059639904988251,0.9990527277368388,0.9940132188549405,177,0.4180790960451977,6.126528463878573,89.70056497175142,647,285,4.962988416424374,450365.1442739999,0.15012171475799996,3.47%（同期超额 +37.65%）,,,,,,,,,,,,,,,,,,,,,,,
C3NEW20171101,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_scd3_slmin_skipma60_sl2.5222_addma_swk20_sp_lot100_lrc_C3NEW20171101,42322977.580724426,1.21917397020264,0.4113321361967777,1.9163463058498647,0.4000416126476508,0.45063289061642586,0.0,70,0.4335067211188285,0.37852404840712905,0.4175868632294927,1.0762937778383057,0.0,46,nan,nan,nan,nan,0,0.44003756772368396,0.4790401069620779,-0.43023098746891,1.4853669809078172,0.75,8,13.107659193574808,0.3543674284958258,0.4179260307073731,0.5162596013809917,2018-06-12~2018-12-24,0.6864132454832701,0.7699148701347243,0.9038632581962813,192,0.421875,5.48590105345829,71.828125,761,300,5.5767605203126935,270319.49713000003,0.09010649904333334,1.86%（同期超额 +33.58%）,,,,,,,,,,,,,,,,,,,,,,,
C3NEW20180501,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_scd3_slmin_skipma60_sl2.5222_addma_swk20_sp_lot100_lrc_C3NEW20180501,37119090.632412925,1.244036057241089,0.33156027736259,1.9194057281622072,0.4108569866549151,0.4534617081233713,0.0,64,0.43258423381908506,0.3722473877998702,0.42090538801517197,1.0409100831557772,0.0,40,nan,nan,nan,nan,0,0.6024964716900796,0.5956847628654904,-0.03218496618849276,1.499695001756979,0.8571428571428571,7,11.373030210804309,0.3573285947850662,0.43043691783049554,0.5193750985274979,2018-06-12~2018-12-24,0.6879971638958885,0.7544163116489587,0.9462898340579056,174,0.40229885057471265,5.873782009601105,79.14942528735632,716,286,5.358655001807832,240720.78854800004,0.08024026284933335,2.72%（同期超额 +33.01%）,,,,,,,,,,,,,,,,,,,,,,,
C3NEW20181101,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_scd3_slmin_skipma60_sl2.5222_addma_swk20_sp_lot100_lrc_C3NEW20181101,59128466.0818852,1.3782367332078027,0.35845809969205655,2.0877310572827312,0.3698371086619733,0.4793518569325258,0.0,58,0.4292836885590525,0.3552847195892519,0.38955628690344496,1.0986134516138721,0.0,34,nan,nan,nan,nan,0,0.5796142464359584,0.5489612335873713,-0.03304495983607725,1.141600109126255,0.8571428571428571,7,18.709488693961735,0.47091177488697866,0.39996018747718554,0.39075043904517215,2024-05-20~2025-04-07,1.2051471420932673,1.0958886053481085,0.9821807549491178,197,0.41624365482233505,5.899122045843285,66.84263959390863,655,292,5.689273526002795,394310.6262800001,0.13143687542666668,5.18%（同期超额 +41.91%）,,,,,,,,,,,,,,,,,,,,,,,
C3NEW20190501,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_scd3_slmin_skipma60_sl2.5222_addma_swk20_sp_lot100_lrc_C3NEW20190501,21845203.46445877,0.9886840053310362,0.4583238968562705,1.52228506280823,0.4135408004738518,0.4112824422060404,0.0,52,0.4115930211269553,0.29873676902358426,0.4135408004738518,0.9952899947365177,0.0,28,nan,nan,nan,nan,0,0.44137198027831614,0.4102059510177433,-0.16575613706074344,0.8567166431256643,0.8333333333333334,6,6.281734488152924,0.31603076981028755,0.45496683300968127,0.47685322502242333,2020-01-03~2020-06-29,0.6627422301598708,0.6229702615848012,0.9606078806198112,176,0.39204545454545453,5.632127471573616,67.94318181818181,662,282,5.964227792481628,143400.60567000002,0.047800201890000005,3.41%（同期超额 +28.20%）,,,,,,,,,,,,,,,,,,,,,,,
C3NEW20191101,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_scd3_slmin_skipma60_sl2.5222_addma_swk20_sp_lot100_lrc_C3NEW20191101,35729840.403335586,1.1704040051246931,0.5491882649182197,1.5738235488747898,0.38122591689211355,0.43135969012671316,0.0,46,0.43464500096250525,0.38873464264373503,0.38450958797184576,1.1303879397523124,0.0,22,nan,nan,nan,nan,0,0.40191427859937556,0.4460935315445738,0.12637415531609664,0.8696014981198423,1.0,6,10.909946801111863,0.44503848366582033,0.4286041216721232,0.38450958797184576,2021-09-13~2021-11-16,1.1574184300923247,0.9622831418860989,0.988767717233344,143,0.4125874125874126,6.99304461698545,80.99300699300699,540,236,5.409733944971829,200736.92703800002,0.06691230901266668,2.59%（同期超额 +41.91%）,,,,,,,,,,,,,,,,,,,,,,,
C3NEW20200501,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_scd3_slmin_skipma60_sl2.5222_addma_swk20_sp_lot100_lrc_C3NEW20200501,38144870.23681214,1.0596436259167823,0.494348428853997,1.5802653216696687,0.36073390904959124,0.38224938737644365,0.0,40,0.44867574178219694,0.40893424024319014,0.3879047620090651,1.1566646912463314,0.0,15,nan,nan,nan,nan,0,0.3540223217682401,0.49043221652772073,0.11964235352151809,0.8966987003705826,1.0,5,11.714956745604045,0.5040822992247922,0.4114520654623768,0.3879047620090651,2021-09-13~2021-11-16,1.299500157239658,1.1458985771699006,0.9879655863697776,153,0.40522875816993464,6.76851718390378,70.20261437908496,536,229,5.435652298665285,225194.42409800013,0.07506480803266671,2.87%（同期超额 +47.54%）,,,,,,,,,,,,,,,,,,,,,,,
C3NEW20201101,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_scd3_slmin_skipma60_sl2.5222_addma_swk20_sp_lot100_lrc_C3NEW20201101,29031348.707500808,0.7499697845758468,0.29444362941651586,1.8766333255776217,0.4154160073888091,0.3053967205145742,0.0,34,0.4832786551407393,0.3685162562712676,0.4154160073888091,1.1633606951703575,0.0,9,nan,nan,nan,nan,0,0.7009499084435824,0.5521071248179339,-0.050677375723409024,0.9626855821668403,0.8,5,8.677116235833603,0.4852564201198031,0.44105879004482096,0.4154160073888091,2024-05-20~2025-01-22,1.168121621431951,1.0262950597492133,0.9894131326017672,174,0.39080459770114945,6.093607743030227,55.28735632183908,576,264,6.2701620053966085,194923.70828000002,0.06497456942666667,-0.10%（同期超额 +48.62%）,,,,,,,,,,,,,,,,,,,,,,,
C3NOSWK20091101,trend_x5_w-0.0071_x1c_sma20_swap_corr0.7_tranche_sl2.8126_addma_sp_lot100_lrc_C3NOSWK20091101,111498026.48845817,0.7230016874374343,0.09804710926867798,1.4370006389128094,0.4175844710290941,0.3019908677316666,0.041666666666666664,168,0.33940191130010655,0.1328237259758791,0.42682307504296335,0.7228056413421867,0.0,143,0.323354339284452,0.21485277816850412,0.5715815493491192,0.0,82,0.22011684786333752,0.3182481113163324,-0.22753678251249243,1.2547662421799997,0.75,16,36.16600882948606,0.24176431922755093,0.4039599335333167,0.5993846146652098,2011-03-07~2012-08-22,0.40335422917485125,0.5177849064391487,0.8833665820675559,590,0.42203389830508475,4.418295912288392,31.84406779661017,1569,825,7.3510774587259,1240902.0811779988,0.41363402705933294,1.96%（同期超额 +22.21%）,,,,,,,,,,,,,,,,,,,,,,,
C3NOSWK20121101,trend_x5_w-0.0071_x1c_sma20_swap_corr0.7_tranche_sl2.8126_addma_sp_lot100_lrc_C3NOSWK20121101,110311557.0050715,0.8612122528189143,0.34556344575214354,1.3000567615757066,0.3783073095344571,0.3434551104551684,0.0,131,0.3384570133756386,0.26756155746615273,0.4234739407786493,0.8209202735021285,0.0,107,0.324064664350895,0.2650175118503275,0.5243091700989246,0.0,46,0.2007510483791657,0.3572342569580451,-0.22023603381876378,1.0828675118405306,0.8461538461538461,13,35.7705190016905,0.30085547596066364,0.3839655613528108,0.5243091700989246,2015-06-05~2016-01-28,0.5738131108862723,0.6986447226613024,0.9423932489977549,652,0.4156441717791411,5.283341440415883,26.762269938650306,1559,875,7.6049300301265434,1163813.6579420017,0.38793788598066725,5.35%（同期超额 +24.73%）,,,,,,,,,,,,,,,,,,,,,,,
C3NOSWK20150501,trend_x5_w-0.0071_x1c_sma20_swap_corr0.7_tranche_sl2.8126_addma_sp_lot100_lrc_C3NOSWK20150501,69319725.78258711,1.0204134761774142,0.5192358194548724,1.5498085890209072,0.38285844614459263,0.3649837392550286,0.0,101,0.3919395948606136,0.30184841331346934,0.38285844614459263,0.9541571798022668,0.0,76,0.3980208351395378,0.30841082862273095,0.4438200259709997,0.0,15,0.34374805825988775,0.4858738615346493,-0.25328934944989445,1.5625733876860264,0.8,10,22.10657526086237,0.32264150423394655,0.38492300723764566,0.541268243776693,2015-06-05~2016-06-24,0.5960843037506119,0.7535053398796748,0.9279764280608297,399,0.37343358395989973,6.088880501636292,35.65413533834587,1189,588,7.856925244728654,763021.0022000003,0.2543403340666668,-0.18%（同期超额 +32.44%）,,,,,,,,,,,,,,,,,,,,,,,
C3NOSWK20171101,trend_x5_w-0.0071_x1c_sma20_swap_corr0.7_tranche_sl2.8126_addma_sp_lot100_lrc_C3NOSWK20171101,32101656.916338228,1.0754836543401707,0.3960422282354387,1.5811687418147442,0.39976709060661864,0.4288786836054349,0.0,70,0.41159858447890196,0.31849025599345704,0.4180805186268115,1.025955904518315,0.0,46,nan,nan,nan,nan,0,0.39816037351790523,0.46370245922056363,-0.3991349581553332,1.5933605165609825,0.875,8,9.700552305446076,0.3121333569415605,0.4538103623779393,0.6070641138919499,2018-01-26~2019-01-22,0.5141686846557965,0.6159696147945682,0.9419055486457519,395,0.35443037974683544,6.500484206792354,26.873417721518987,1057,538,8.527892861544302,341908.65056,0.11396955018666666,1.86%（同期超额 +29.35%）,,,,,,,,,,,,,,,,,,,,,,,
C3NOSWK20200501,trend_x5_w-0.0071_x1c_sma20_swap_corr0.7_tranche_sl2.8126_addma_sp_lot100_lrc_C3NOSWK20200501,23326830.077009466,0.8635940197010217,0.5053171387732864,1.6852382625664075,0.4344567916746259,0.37143365868875244,0.0,40,0.41440182429524786,0.3599299439060559,0.4344567916746259,0.9538389829237665,0.0,15,nan,nan,nan,nan,0,0.5378098584617412,0.4831985904542435,0.17747045078036683,0.7605923845012263,1.0,5,6.775610025669822,0.3899088588355606,0.43195176182208644,0.4344567916746259,2024-05-29~2024-09-13,0.8974629153169547,0.8271962926843951,0.986153728317317,364,0.39285714285714285,5.325812068143614,25.818681318681318,902,483,8.789924781964228,247298.49227000016,0.08243283075666671,2.87%（同期超额 +36.12%）,,,,,,,,,,,,,,,,,,,,,,,
C3S20091101,trend_x5_w-0.0093_x1c_sma20_swap_corr0.7_tranche_sl2.8205_addma_swk20_sp_lot100_lrc_C3S20091101,142097352.6941683,0.781961113516535,0.11742724389289622,1.6840307095533076,0.3867550547507306,0.3149222172305868,0.041666666666666664,168,0.3581945635747894,0.15454445348812884,0.42405552008299086,0.86516302129569,0.0,143,0.35747488470306465,0.22365633534346396,0.49178199184990845,0.0,82,0.295092952962145,0.319942800625215,-0.2352441619002219,1.1355567013482095,0.75,16,46.36578423138943,0.25993148965410584,0.39188685574951615,0.5869179427851962,2011-03-07~2012-08-22,0.4428753505483426,0.5800947989987507,0.8752306839711046,330,0.34545454545454546,7.786365390189666,62.13636363636363,1147,507,4.979454798458779,1032092.0961959993,0.34403069873199976,1.96%（同期超额 +24.03%）,,,,,,,,,,,,,,,,,,,,,,,
C3S20121101,trend_x5_w-0.0093_x1c_sma20_swap_corr0.7_tranche_sl2.8205_addma_swk20_sp_lot100_lrc_C3S20121101,173272845.7684346,0.9342902927847757,0.3527691162361441,2.2833982485322184,0.36178272825094127,0.37355869915610196,0.0,131,0.3837349388942801,0.3046309695405969,0.39540304089010203,1.0353937591137943,0.0,107,0.38377927470376183,0.32343236300039213,0.4776348647702229,0.0,46,0.4277236215703255,0.38962828578238656,-0.19923411326391482,1.2103624632464403,0.8461538461538461,13,56.757615256144874,0.3444308647891332,0.36105731755811304,0.4776348647702229,2015-06-05~2016-01-28,0.7211175108727239,0.8636603851716852,0.9481655565645991,339,0.3834808259587021,6.158123002577903,67.94985250737463,1203,545,5.939498850292836,1415217.58903,0.4717391963433333,5.35%（同期超额 +29.09%）,,,,,,,,,,,,,,,,,,,,,,,
C3S20150501,trend_x5_w-0.0093_x1c_sma20_swap_corr0.7_tranche_sl2.8205_addma_swk20_sp_lot100_lrc_C3S20150501,101073225.06464511,1.0646412072568638,0.5645431350710569,2.2449449452110444,0.36017438246573674,0.3978461678835272,0.0,101,0.4692165272041088,0.3893753351342255,0.391856925672289,1.2744822800083366,0.0,76,0.4304794054431329,0.3391456577823413,0.4859172753574591,0.0,15,0.4677248649041993,0.521204528315769,-0.29936522867761906,1.4910809994247973,0.9,10,32.69107502154837,0.3678134550282883,0.37702577617196037,0.5680911369254646,2015-06-05~2016-06-24,0.6474550140298115,0.889099667386032,0.9326338432961581,235,0.3617021276595745,7.662362943475734,77.65957446808511,916,364,6.209718202270762,796182.286832,0.2653940956106667,-0.18%（同期超额 +36.96%）,,,,,,,,,,,,,,,,,,,,,,,
C3S20171101,trend_x5_w-0.0093_x1c_sma20_swap_corr0.7_tranche_sl2.8205_addma_swk20_sp_lot100_lrc_C3S20171101,43259070.46480823,1.3590285997167644,0.4826769356407734,2.1311541813785198,0.32583683689949317,0.44898753113337475,0.0,70,0.45045712370570645,0.3787214940765662,0.3960829569996315,1.2656805228148746,0.0,46,nan,nan,nan,nan,0,0.4731993801548673,0.4807078770269457,-0.39951312671768513,1.6106695793142962,0.875,8,13.419690154936077,0.35776742763158387,0.42063628513750173,0.6073161174946777,2018-01-26~2019-01-22,0.5890958881635793,0.7730371256189943,0.946890699281344,210,0.34285714285714286,7.794292135322443,63.47142857142857,784,309,6.4776834311454445,346501.80766999966,0.11550060255666655,1.86%（同期超额 +33.92%）,,,,,,,,,,,,,,,,,,,,,,,
C3S20200501,trend_x5_w-0.0093_x1c_sma20_swap_corr0.7_tranche_sl2.8205_addma_swk20_sp_lot100_lrc_C3S20200501,26800773.568299465,1.0422366558415437,0.49860640636717346,1.7791526468352912,0.32255260389266005,0.3563439246853892,0.0,40,0.4053295232524343,0.35761786810536167,0.34190308188466356,1.1855100018933635,0.0,15,nan,nan,nan,nan,0,0.5190467023502996,0.41678888795435276,0.06138222771053092,0.6569940945371815,1.0,5,7.933591189433155,0.4212311316356234,0.402859032073363,0.34190308188466356,2024-05-20~2025-04-07,1.2320191128833409,0.9646827745120868,0.9910958885514259,219,0.365296803652968,7.056106726975587,50.45205479452055,687,299,7.1506143578898245,216222.82936999988,0.07207427645666663,2.87%（同期超额 +39.26%）,,,,,,,,,,,,,,,,,,,,,,,
C3SMA103020091101,trend_x5_w-0.0093_x1c_sma20_swap_corr0.7_tranche_ma10-30_sl2.8205_addma_swk20_sp_lot100_lrc_C3SMA103020091101,184503676.0536118,0.7461689003994234,0.17910290697758094,1.9617953293056112,0.3490503142078494,0.2873183003919414,0.03571428571428571,168,0.3535694877983604,0.14470750421882128,0.3579106530752041,0.8483377456777771,0.0,143,0.33622448564180885,0.232581892055719,0.6440217762683684,0.0,82,0.1679618171857522,0.33913083430981333,-0.1963401852676604,1.2934190986645286,0.9375,16,60.50122535120393,0.279793273341568,0.40705374276746087,0.6440217762683684,2015-06-09~2015-09-15,0.4344469141443692,0.6072743830412222,0.937749311315771,472,0.3199152542372881,7.090472786898936,52.436440677966104,1453,673,8.93397134765016,2239956.530362001,0.7466521767873338,1.96%（同期超额 +26.02%）,,,,,,,,,,,,,,,,,,,,,,,
C3SMA103020121101,trend_x5_w-0.0093_x1c_sma20_swap_corr0.7_tranche_ma10-30_sl2.8205_addma_swk20_sp_lot100_lrc_C3SMA103020121101,168162036.72075626,0.8891811813743786,0.22865901161135346,1.9797397691733167,0.36322855356340034,0.3693699040416556,0.007633587786259542,131,0.40940543318889944,0.244075358265063,0.37204706326300196,1.1163019226247328,0.0,107,0.3644016210428015,0.3116064686510609,0.6573587547683448,0.0,46,0.22450068004821788,0.3887197640371682,-0.20056731988418341,1.3074958776753998,0.8461538461538461,13,55.054012240252085,0.34149705506243544,0.40859068074052357,0.6573587547683448,2015-06-09~2016-01-28,0.5194987555657945,0.7560062105791477,0.97685346210572,463,0.3304535637149028,8.434644257773806,50.587473002159825,1326,653,8.304107606156444,1643943.5383719984,0.5479811794573328,5.35%（同期超额 +28.80%）,,,,,,,,,,,,,,,,,,,,,,,
