策略,期末资产,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年回撤中位,滚动3年年化中位,滚动3年为负的窗口占比,滚动窗口数,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,平均仓位,周期数,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,基准年化
trend_x1_w0.1_swap_nostop_corr0.7_tranche_TB2018,12888753.4695839,0.8084480378113987,0.482984703102122,1.6545898639041219,0.26443633643929854,0.2012258943434041,0.0,64,3.2962511565279673,0.19368827927952115,0.24088263926955542,0.30252271874765946,2018-06-13~2018-12-27,0.6402437479119728,0.6687419107087261,0.951370850305161,185,0.6,9.16636721831179,107.74054054054054,1185,192,2.4849820743064988,2.72%（同期超额 +16.65%）
