策略,期末资产,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年回撤中位,滚动3年年化中位,滚动3年为负的窗口占比,滚动窗口数,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,平均仓位,周期数,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,累计手续费,手续费占初始本金,基准年化
trend_x1_w0.1_x1c_sma20_swap_nostop_corr0.85_tranche_sf_sl1.1_sp_lot100_lrc_B2SFNoStop20160101,6914390.330610001,0.2589112460271337,-0.0367199743440727,1.5701681663566538,0.1700193368153171,0.06254173203936753,0.16129032258064516,93,1.3047967768700004,0.08236921798224484,0.15227161097334085,0.262685827438105,2018-02-05~2018-07-04,0.3135655196382948,0.3268452656819951,0.9789336895964701,104,0.6442307692307693,5.6118182778834855,481.7307692307692,727,288,0.7355886852777974,17069.37587999999,0.005689791959999997,2.91%（同期超额 +5.33%）
