策略,期末资产,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,平均仓位,周期数,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,基准年化
trend_x1_w0.1_ref,564686942.1336519,187.22898071121728,0.24009236397626754,0.20121752613123461,0.4604695427361395,2010-11-10~2012-11-28,0.5214076973465462,1.0311845351040774,0.6878084703241203,587,0.24872231686541738,12.586689413493817,113.33901192504258,587,1651,3.283372374194571,7.55%（同期超额 +16.46%）
