策略,期末资产,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年回撤中位,滚动3年年化中位,滚动3年为负的窗口占比,滚动窗口数,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,平均仓位,周期数,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,基准年化
trend_x0.5_w0.1_swap_nostop_corr0.7_tranche_qall_Q_all20,43283091.86155938,0.6694064542125544,0.10873984775440589,1.2818953402701179,0.27723860038432757,0.20064461862285432,0.043478260869565216,161,13.427697287186461,0.1792013588267749,0.2360186516839807,0.33288770939201207,2015-06-12~2015-08-25,0.5383237463289625,0.6211432653434116,0.914855930512923,177,0.655367231638418,4.144280712400227,268.7853107344633,3435,976,1.7175333087508327,2.76%（同期超额 +15.16%）
