策略,期末资产,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年回撤中位,滚动3年年化中位,滚动3年为负的窗口占比,滚动窗口数,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,平均仓位,周期数,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,累计手续费,手续费占初始本金,基准年化
trend_x1.25_w0.1_x1c_sma20_swap_corr0.85_tranche_sl1.1_hsboth4_sp_lot100_lrc_QUG20110501,18834313.7670844,0.5005735457576567,0.13267204668479168,1.7443244259829702,0.24725722665644423,0.12910559718204695,0.026845637583892617,149,5.278104589028134,0.12838577651020855,0.20179471745022542,0.3806838637712566,2015-06-08~2015-08-25,0.3372503768306616,0.474669579474979,0.8917877616963806,982,0.29429735234215887,8.68564502603452,48.56008146639511,3810,1386,4.665031284179593,198449.0551956005,0.06614968506520016,2.53%（同期超额 +10.31%）
