策略,期末资产,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,平均仓位,周期数,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,基准年化
valuation_x0.25_w0.2_swap_bonus_TB2016,42886661.6888591,13.295553896286366,0.2867857175690174,0.2341956564838326,0.2718512485243939,2018-01-23~2018-10-18,1.0549361797147803,1.0853564004878415,0.9771074945024483,117,0.7948717948717948,4.641289481872605,316.0,3899,217,1.5804842895160907,2.91%（同期超额 +25.77%）
