策略,期末资产,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年回撤中位,滚动3年年化中位,滚动3年为负的窗口占比,滚动窗口数,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,平均仓位,周期数,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,基准年化
trend_x0.5_w0.1_swap_corr0.7_tranche_sl1.1_sp_lot100_ml5MX_B_2018,25233684.128,1.6681276397324702,0.6059414564717089,2.37781852229513,0.23775727933172675,0.34836296522748145,0.0,68,7.411228042666666,0.28286531157939176,0.27268169821072574,0.2903505014702137,2024-05-29~2024-09-11,0.9742201585569163,0.9177929812808754,0.8961674586949255,607,0.3212520593080725,9.995511854340599,48.9835255354201,3636,1176,3.109818841018231,1.63%（同期超额 +26.65%）
